ResourceID,card,order,Object Identifier,Other Identifier Type,Object Number,Other Identifier,Description Type,Description Language,Description,Language,Record Type
7d0d3e88-fa57-5e0f-a3f5-8c31fbaa3e72,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7d0d3e88-fa57-5e0f-a3f5-8c31fbaa3e72,object identifier,tg:mmbbr:18,MMB.A.0018,descriptive note,Nederlands,Kwitantie van een gotische ijzeren koffer en een geëmailleerde monstrans,French (language),Brieven
74c3444f-391c-5fea-93f6-88c1013d67bf,AA,0,https://data.museummayervandenbergh.be/ark:/59511/74c3444f-391c-5fea-93f6-88c1013d67bf,object identifier,tg:mmbbr:19,MMB.A.0019,descriptive note,Nederlands,"Kwitantie van een gotische glasraam, een Madonna uit verguld koper, een kelk en een tinnen 'ex-voto'",French (language),Brieven
8539b6ab-9502-5542-91b2-a9a99e904866,AA,0,https://data.museummayervandenbergh.be/ark:/59511/8539b6ab-9502-5542-91b2-a9a99e904866,object identifier,tg:mmbbr:20,MMB.A.0020,descriptive note,Nederlands,het aanbod van een houten kruisbeeld,French (language),Brieven
a4db1691-7305-556a-a80b-111fe5659ca1,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a4db1691-7305-556a-a80b-111fe5659ca1,object identifier,tg:mmbbr:21,MMB.A.0021,descriptive note,Nederlands,de onderhandeling met Paterson over een schilderij en een ring en de onderhandelingen met meneer Duwelz over een schouw,French (language),Brieven
96cdacf0-daaa-5df7-9646-5c8a8748d0bc,AA,0,https://data.museummayervandenbergh.be/ark:/59511/96cdacf0-daaa-5df7-9646-5c8a8748d0bc,object identifier,tg:mmbbr:22,MMB.A.0022,descriptive note,Nederlands,"een gotische Madonna in albast, de restauratie van een koperen pot en een gotische ijzeren koffer, een sokkel voor een koperen Madonna, een stuk gotisch fluweel in ruil voor een glasraam, het kuisen van vier stukken, een ebbenhouten meubel, een gotische houten sokkel, de herstelling van een medaille, een zilveren stuk van Filips IV, een gotisch Sint-Jansbeeld, een ebbenhouten kader, een koperen wijwatervat en het verzilveren van een Christus",French (language),Brieven
de15d54b-deb1-5540-8fe5-6f51fc0f3faf,AA,0,https://data.museummayervandenbergh.be/ark:/59511/de15d54b-deb1-5540-8fe5-6f51fc0f3faf,object identifier,tg:mmbbr:23,MMB.A.0023,descriptive note,Nederlands,de onderhandeling met Paterson over een ring en stenen en het aanbod van een boek met houtgravures en een manuscript met pentekeningen,French (language),Brieven
4dd9e4ee-5d33-5130-b205-c1b62e3029a9,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4dd9e4ee-5d33-5130-b205-c1b62e3029a9,object identifier,tg:mmbbr:24,MMB.A.0024,descriptive note,Nederlands,"een verslag van de veiling van Nicaise de Keyser, het aanbod van een gotische geborduurde koorkap en verkoop van twee schilderijen",Dutch (language),Brieven
67a46e95-ff2d-5a55-9ac6-3fb092124d86,AA,0,https://data.museummayervandenbergh.be/ark:/59511/67a46e95-ff2d-5a55-9ac6-3fb092124d86,object identifier,tg:mmbbr:25,MMB.A.0025,descriptive note,Nederlands,het aanbod en de bespreking van een pentekening toegeschreven aan Hugo van der Goes en een schilderij voorstellende Madonna met kind van de school van Van Eyck en de bespreking van het schilderij van Paterson ,French (language),Brieven
ea6a606a-c13b-5bbb-8cef-edb807c8a3e5,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ea6a606a-c13b-5bbb-8cef-edb807c8a3e5,object identifier,tg:mmbbr:26,MMB.A.0026,descriptive note,Nederlands,Kwitantie voor een ivoor,German (language),Brieven
f9e063d5-1c10-59ce-b661-a299085984ad,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f9e063d5-1c10-59ce-b661-a299085984ad,object identifier,tg:mmbbr:27,MMB.A.0027,descriptive note,Nederlands,Kwitantie een gotische koorkap,Dutch (language),Brieven
fbb016bc-1a0f-5f56-bed6-20a51114a875,AA,0,https://data.museummayervandenbergh.be/ark:/59511/fbb016bc-1a0f-5f56-bed6-20a51114a875,object identifier,tg:mmbbr:28,MMB.A.0028,descriptive note,Nederlands,de verkoop van een altaar,French (language),Brieven
d794ee7f-33f9-5ab7-8bfa-6ecefd6e8907,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d794ee7f-33f9-5ab7-8bfa-6ecefd6e8907,object identifier,tg:mmbbr:29,MMB.A.0029,descriptive note,Nederlands,de ontvangst van het geld voor een altaar en de aankoop van een wandtapijt door de broer van Fritz,French (language),Brieven
32fd38dd-c32e-5666-98c3-af02b6d2dd6c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/32fd38dd-c32e-5666-98c3-af02b6d2dd6c,object identifier,tg:mmbbr:30,MMB.A.0030,descriptive note,Nederlands,de aankoop van twee 'koppen',Italian (language),Brieven
5df19739-a873-54dc-8374-e83e0cae57c9,AA,0,https://data.museummayervandenbergh.be/ark:/59511/5df19739-a873-54dc-8374-e83e0cae57c9,object identifier,tg:mmbbr:31,MMB.A.0031,descriptive note,Nederlands,het aanbod van messen en vorken met geëmailleerde handvaten en de verzending van aangekochte goederen,German (language),Brieven
ae74acd9-8bcd-5496-84ed-08b49bee6b20,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ae74acd9-8bcd-5496-84ed-08b49bee6b20,object identifier,tg:mmbbr:32,MMB.A.0032,descriptive note,Nederlands,"de vraag naar inlichtingen over Fritz' Alpenreis en het aanbod van zwaarden, dolken, wapenuitrustingen, buskruit, een ivoren reliëf voorstellende de geboorte van Christus, een loden plaat met vis- en jachtscènes, een bonzen wijwatervat, een bronzen beer, een gotisch wandtapijt en nog andere zaken",German (language),Brieven
dac4d139-da7e-5c97-b95c-9b077b1a850f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/dac4d139-da7e-5c97-b95c-9b077b1a850f,object identifier,tg:mmbbr:33,MMB.A.0033,descriptive note,Nederlands,"de verzending van zes messen en twee vorken ter bezichtiging, de verzending van aangekochte goederen en het aanbod van een beschilderde slee",German (language),Brieven
5b660a87-9471-5067-a04d-4672a4ca6525,AA,0,https://data.museummayervandenbergh.be/ark:/59511/5b660a87-9471-5067-a04d-4672a4ca6525,object identifier,tg:mmbbr:34,MMB.A.0034,descriptive note,Nederlands,"de ontbrekende betaling voor enkele wapens en het aanbod van een beeld van de heilige Cecilia, een mes in been en zilver, een bronzen kandelaar en een schilderij van de Madonna op een gouden achtergrond",Italian (language),Brieven
a704eae3-9812-58cd-acdf-3cf49f4103fd,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a704eae3-9812-58cd-acdf-3cf49f4103fd,object identifier,tg:mmbbr:35,MMB.A.0035,descriptive note,Nederlands,"de verzending van enkele aankopen, een antiquiteitenschandaal waarin Storz en Guggenheim veroordeeld zijn [m.b.t. trouwkist Elisabeth Sprecher von Bernegg], de onderhandeling over schilderijen en munten met Salis",German (language),Brieven
edb93c50-a761-56e8-9b39-e2a2ae4f379c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/edb93c50-a761-56e8-9b39-e2a2ae4f379c,object identifier,tg:mmbbr:36,MMB.A.0036,descriptive note,Nederlands,"de aankomst van een pakket, informatie over een man uit Freiburg en de belofte om te berichten over echte en oude werken",German (language),Brieven
db3deff9-aabc-5b54-8fdb-2219860ce33f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/db3deff9-aabc-5b54-8fdb-2219860ce33f,object identifier,tg:mmbbr:37,MMB.A.0037,descriptive note,Nederlands,"de ontvangst van het geld voor de wapens, de verzending van een mes en de problemen met de verzending van een beeld ",Italian (language),Brieven
4fa4883b-4ba3-5744-a76e-02e0db75f8aa,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4fa4883b-4ba3-5744-a76e-02e0db75f8aa,object identifier,tg:mmbbr:38,MMB.A.0038,descriptive note,Nederlands,"de verkoop van een viool, het aanbod van een glasschijf en een gesculpteerde rugleuning van een stoel met twee leeuwenkoppen en de aankomst van een bestelling ",German (language),Brieven
a8e9d08d-b063-575d-9870-c5afe510a017,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a8e9d08d-b063-575d-9870-c5afe510a017,object identifier,tg:mmbbr:39,MMB.A.0039,descriptive note,Nederlands,de onderhandelingen tussen Giuseppe Brioschi en de pastoor en kerkfabriek van Mazzo over de verkoop van twee kelken ,Italian (language),Brieven
2b6dc176-c177-5f83-80fd-5650ef5ef110,AA,0,https://data.museummayervandenbergh.be/ark:/59511/2b6dc176-c177-5f83-80fd-5650ef5ef110,object identifier,tg:mmbbr:40,MMB.A.0040,descriptive note,Nederlands,"de onderhandelingen over twee kelken en de concurrentie van Della Croce en het aanbod van een bidstoel, een bronzen kandelaar en andere antieke voorwerpen",Italian (language),Brieven
e43efb1a-851c-5a7b-b35e-e95119cc355c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e43efb1a-851c-5a7b-b35e-e95119cc355c,object identifier,tg:mmbbr:41,MMB.A.0041,descriptive note,Nederlands,de onderhandelingen tussen Giuseppe Brioschi en de pastoor en kerkfabriek van Mazzo over de verkoop van twee kelken ,French (language),Brieven
87261565-40b9-53ae-878f-4f84cd920ea6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/87261565-40b9-53ae-878f-4f84cd920ea6,object identifier,tg:mmbbr:42,MMB.A.0042,descriptive note,Nederlands,"de verzending van twee pakketten, de beoordeling van een miniatuur, een tinnenschotel en een broche, de bespreking van een bisschopsring en een vizier en het aanbod van een loden plaquettte, een ivoren reliëf, een wandtapijt, hellebaarden, degens, een houten ridderbeeld en een gotisch zwaard",German (language),Brieven
593a9035-702a-532b-9a59-fa6c4be918d6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/593a9035-702a-532b-9a59-fa6c4be918d6,object identifier,tg:mmbbr:43,MMB.A.0043,descriptive note,Nederlands,"de verzending van een kandelaar en een dolk, de bespreking van een verguld beeld van de Sint-Cecilia en het aanbod van een beeld van de Sint-Agatha",Italian (language),Brieven
58f0cae4-6c57-52ab-a013-243fcb6a9679,AA,0,https://data.museummayervandenbergh.be/ark:/59511/58f0cae4-6c57-52ab-a013-243fcb6a9679,object identifier,tg:mmbbr:44,MMB.A.0044,descriptive note,Nederlands,"het aanbod van gotische kazuifels met medaillons, twaalf stenen beelden van de apostelen, zestien schilderijen, waaronder een Van Oost en drie wandtapijten en de vraag om een 'garçon babillard' niet mee te brengen",French (language),Brieven
a03f1a9d-9b33-51e5-9225-cd77d7828e0e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a03f1a9d-9b33-51e5-9225-cd77d7828e0e,object identifier,tg:mmbbr:45,MMB.A.0045,descriptive note,Nederlands,"het aanbod van drie gotische koffertjes (twee in leer en één in hout), twee panelen met figuren op, een gotisch slot, twee borden en een Italiaanse plaat met een wapen",Dutch (language),Brieven
159de035-5c49-54fa-815b-1492ed42f3c1,AA,0,https://data.museummayervandenbergh.be/ark:/59511/159de035-5c49-54fa-815b-1492ed42f3c1,object identifier,tg:mmbbr:46,MMB.A.0046,descriptive note,Nederlands,Kwitantie voor de verkoop en levering van een zilveren medaille,French (language),Brieven
64513f99-3b2d-549f-b36d-5ee47f390097,AA,0,https://data.museummayervandenbergh.be/ark:/59511/64513f99-3b2d-549f-b36d-5ee47f390097,object identifier,tg:mmbbr:47,MMB.A.0047,descriptive note,Nederlands,de terugzending of betaling van de bronzen kandelaar en de dolk en het aanbod van een gegraveerde ijzeren wapenrusting,Italian (language),Brieven
21d0b21c-ab01-567e-82d1-0927205ccde9,AA,0,https://data.museummayervandenbergh.be/ark:/59511/21d0b21c-ab01-567e-82d1-0927205ccde9,object identifier,tg:mmbbr:48,MMB.A.0048,descriptive note,Nederlands,de toestemming voor de verkoop van een koorkap,French (language),Brieven
606c5084-f3ab-5e96-87c1-940b36320f2c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/606c5084-f3ab-5e96-87c1-940b36320f2c,object identifier,tg:mmbbr:49,MMB.A.0049,descriptive note,Nederlands,"de ontvangst van het geld voor een mes, een kandelaar en een dolk en de zoektocht nar een zwaard en een palmhouten beeld en andere zaken",Italian (language),Brieven
612817b3-74b8-5123-9658-2ac7adf77171,AA,0,https://data.museummayervandenbergh.be/ark:/59511/612817b3-74b8-5123-9658-2ac7adf77171,object identifier,tg:mmbbr:50,MMB.A.0050,descriptive note,Nederlands,"de onderhandeling over een madonnabeeld, een gotisch schilderij en geldstukken, het aanbod van een marmeren buste en een houten madonnabeeld en de verzending van wandtapijten",French (language),Brieven
6318de32-95bd-539b-a93a-b346324d3dae,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6318de32-95bd-539b-a93a-b346324d3dae,object identifier,tg:mmbbr:51,MMB.A.0051,descriptive note,Nederlands,het aanbod van een gotische koperen Godslamp en de zoektocht naar een reliekkistje,German (language),Brieven
5007fdad-db8a-54f9-aca4-da6899bf7dc2,AA,0,https://data.museummayervandenbergh.be/ark:/59511/5007fdad-db8a-54f9-aca4-da6899bf7dc2,object identifier,tg:mmbbr:52,MMB.A.0052,descriptive note,Nederlands,inlichtingen over de echtheid van een Godslamp en het aanbod van een ijzeren zwaard,German (language),Brieven
baec0078-dc0e-5cc5-b28e-0dedce2b698d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/baec0078-dc0e-5cc5-b28e-0dedce2b698d,object identifier,tg:mmbbr:53,MMB.A.0053,descriptive note,Nederlands,Kwitantie van een gotische kast,French (language),Brieven
3878e360-8e66-5e1a-ad6f-a85bc9088c38,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3878e360-8e66-5e1a-ad6f-a85bc9088c38,object identifier,tg:mmbbr:54,MMB.A.0054,descriptive note,Nederlands,"de aankomst van goederen met uitzondering van een ring en een masker, een bespreking van de ring en het masker en de vondst van iemand die een folterkamer bezit",German (language),Brieven
b61be2d7-1599-5330-91ce-23c3b2318746,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b61be2d7-1599-5330-91ce-23c3b2318746,object identifier,tg:mmbbr:55,MMB.A.0055,descriptive note,Nederlands,de aankoop en de verzending van een gotische Godslamp en een reliekkistje en de aankoop van een ijzeren zwaard ,German (language),Brieven
3cdacc03-8fa3-5080-bcc3-5b9795051996,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3cdacc03-8fa3-5080-bcc3-5b9795051996,object identifier,tg:mmbbr:56,MMB.A.0056,descriptive note,Nederlands,"het aanbod van een engelenbeeld, het andere engelenbeeld is niet te koop",French (language),Brieven
97f669f3-d197-5280-8fd1-87550d1c083a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/97f669f3-d197-5280-8fd1-87550d1c083a,object identifier,tg:mmbbr:57,MMB.A.0057,descriptive note,Nederlands,"de verzending en de herkomst van engelenhoofdjes, de echtheid van een schilderij van Rogier van der Weyden die gegarandeerd wordt door Demeester, het eventueel terugnemen van een aangekocht gotisch meubel en het aanbod van twee marmeren engelen",French (language),Brieven
e95621cd-2935-580d-add8-0ce8e08a461a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e95621cd-2935-580d-add8-0ce8e08a461a,object identifier,tg:mmbbr:58,MMB.A.0058,descriptive note,Nederlands,de prijs van een koffer ,Dutch (language),Brieven
625eab70-12d6-5d1b-ba2a-287304607ba2,AA,0,https://data.museummayervandenbergh.be/ark:/59511/625eab70-12d6-5d1b-ba2a-287304607ba2,object identifier,tg:mmbbr:59,MMB.A.0059,descriptive note,Nederlands,de verkoop en de verzending van een marmeren engel,French (language),Brieven
22330fe3-3424-5af6-9eb4-343e80e74c6b,AA,0,https://data.museummayervandenbergh.be/ark:/59511/22330fe3-3424-5af6-9eb4-343e80e74c6b,object identifier,tg:mmbbr:60,MMB.A.0060,descriptive note,Nederlands,"de verzending van een gotische godslamp en het aanbod van een Romeins bronzen zwaard, een Romeinse lamp met een groot figuur erop en een Romeinse vaas met figuren erop",German (language),Brieven
ac05575f-0988-5da3-8efa-d7e166fb890a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ac05575f-0988-5da3-8efa-d7e166fb890a,object identifier,tg:mmbbr:61,MMB.A.0061,descriptive note,Nederlands,een wapenrusting die niet te koop is en de zoektocht naar een zwaard en andere dingen,Italian (language),Brieven
8b947ce3-4f52-5cfe-92d8-29997dc64151,AA,0,https://data.museummayervandenbergh.be/ark:/59511/8b947ce3-4f52-5cfe-92d8-29997dc64151,object identifier,tg:mmbbr:62,MMB.A.0062,descriptive note,Nederlands,de aankoop van een ijzeren zwaard en het aanbod van een wandtapijt voorstellend tien ridders ,German (language),Brieven
c20a2336-3bce-599d-a43a-18cf3aee7929,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c20a2336-3bce-599d-a43a-18cf3aee7929,object identifier,tg:mmbbr:63,MMB.A.0063,descriptive note,Nederlands,de aankoop van een schilderij toegeschreven aan Van Dyck en eigendom van weduwe Pieters,French (language),Brieven
3c942bc4-ba3f-5fc9-9a8f-1c4e899578ae,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3c942bc4-ba3f-5fc9-9a8f-1c4e899578ae,object identifier,tg:mmbbr:64,MMB.A.0064,descriptive note,Nederlands,"het aanbod van een wandtapijt, de concurrentie voor dit stuk en de verzending van een zwaard",German (language),Brieven
e397b0ec-909b-5095-a085-6103744824a8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e397b0ec-909b-5095-a085-6103744824a8,object identifier,tg:mmbbr:65,MMB.A.0065,descriptive note,Nederlands,de terugzending van een manuscript en het aanbod van enkele Belgische medailles waardonder één van Zwichem,French (language),Brieven
b4a04619-54dd-5d37-8558-9bcc785591b7,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b4a04619-54dd-5d37-8558-9bcc785591b7,object identifier,tg:mmbbr:66,MMB.A.0066,descriptive note,Nederlands,"de verkoop van stempels aan Fritz door zijn zoon, waaronder een stempel van Granvelle, en de verkoop van een schilerij van Van der Meulen",French (language),Brieven
a9f22487-f6cd-5cb9-9bf6-03d22d6aadfd,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a9f22487-f6cd-5cb9-9bf6-03d22d6aadfd,object identifier,tg:mmbbr:67,MMB.A.0067,descriptive note,Nederlands,de ontvangst van geld om enkele voorwerpen ter bezichtiging op te sturen,German (language),Brieven
9ec6246d-4f53-52a1-9be9-79a6f52a5964,AA,0,https://data.museummayervandenbergh.be/ark:/59511/9ec6246d-4f53-52a1-9be9-79a6f52a5964,object identifier,tg:mmbbr:68,MMB.A.0068,descriptive note,Nederlands,een engel in marmer,French (language),Brieven
02030be3-5a28-5dec-a190-47c3174d8503,AA,0,https://data.museummayervandenbergh.be/ark:/59511/02030be3-5a28-5dec-a190-47c3174d8503,object identifier,tg:mmbbr:69,MMB.A.0069,descriptive note,Nederlands,"de verzending en betaling van een gotisch ivoren reliëf en een gotische hellebaard ter bezichtiging, de berichtgeving omtrent een zwaard en een reliekkistje en het aanbod van een beulszwaard en een kachel met landschappen op",German (language),Brieven
e3248274-7ea0-598a-84c3-baf059e179a9,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e3248274-7ea0-598a-84c3-baf059e179a9,object identifier,tg:mmbbr:70,MMB.A.0070,descriptive note,Nederlands,het aanbod van een gotische kast,French (language),Brieven
7983dfde-feef-5c35-b3e4-647b0c332069,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7983dfde-feef-5c35-b3e4-647b0c332069,object identifier,tg:mmbbr:71,MMB.A.0071,descriptive note,Nederlands,"de vrijgevigheid van Fitz, de onmogelijkheid om een stuk kant van de graaf van Horn aan te kopen en het aanbod van een monstrans",French (language),Brieven
6156ba90-536c-5244-968e-9a521e8daef5,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6156ba90-536c-5244-968e-9a521e8daef5,object identifier,tg:mmbbr:72,MMB.A.0072,descriptive note,Nederlands,de onmogelijkheid om de twee wapenrustingen aan te kopen en het aanbod en de bespreking van een andere wapenrusting en een ivoren beeldje van Sint-Abundius,Italian (language),Brieven
f963a418-7dbe-5828-9f13-594732496d7e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f963a418-7dbe-5828-9f13-594732496d7e,object identifier,tg:mmbbr:73,MMB.A.0073,descriptive note,Nederlands,het aanbod van een gotische kist en een zetel,Italian (language),Brieven
a3a2dc4d-d93a-53a2-a68c-d95201050a7a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a3a2dc4d-d93a-53a2-a68c-d95201050a7a,object identifier,tg:mmbbr:74,MMB.A.0074,descriptive note,Nederlands,"een bod op kant van de bisschop van Chur, de aankoop van een zilveren sleutel, een tabaksdoos, een koperen harpspeler, een geborduurd gebedkleed met figuren en bloemen erop, een kussensloop en drie doopkleden, een tinnen dolfijn, de mogelijkheid om deze voorwerpen op te sturen ter bezichtiging en de verzending van een lamp",German (language),Brieven
