ResourceID,brocade.id,card,order,Material
38df51fb-9845-55ec-8d64-a9bae16384eb,tg:lhob:549,Materials,1,metal
bdf60c03-0152-5b5a-ab82-b62df1f7898b,tg:lhob:725,Materials,1,glass (material)
bdf60c03-0152-5b5a-ab82-b62df1f7898b,tg:lhob:725,Materials,1,wood (plant material)
aa7620ed-b248-5012-801d-44af139e0277,tg:lhob:230,Materials,1,wood (plant material)
6568f72d-9329-5ca8-affd-da8775f9b2ca,tg:lhob:660,Materials,1,metal
40b73b50-6a75-5243-a771-c34a962e6579,tg:lhob:322,Materials,1,silver (metal)
7d7fefa8-3307-51de-a7ac-da11e4248928,tg:lhob:637,Materials,1,bronze (metal)
8e45a706-94d5-5419-8a44-336e5610b60e,tg:lhob:267,Materials,1,metal
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,Materials,1,metal
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,Materials,1,wood (plant material)
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,Materials,1,metal
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,Materials,1,wood (plant material)
5369b966-631a-5143-9518-ea27c85249e3,tg:lhob:334,Materials,1,glass (material)
5369b966-631a-5143-9518-ea27c85249e3,tg:lhob:334,Materials,1,plastic (material)
312da8d8-7042-5b8d-bd81-fb3b0bb92fca,tg:lhob:621,Materials,1,textile materials
312da8d8-7042-5b8d-bd81-fb3b0bb92fca,tg:lhob:621,Materials,1,metal
a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,tg:lhob:699,Materials,1,ceramic (material)
06921aaa-1516-5f27-a96a-bf985f5e3171,tg:lhob:363,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
06921aaa-1516-5f27-a96a-bf985f5e3171,tg:lhob:363,Materials,1,copper (metal)
2eae7de6-e530-56a3-acf9-d6e9b56384d3,tg:lhob:676,Materials,1,metal
1e5a2451-acba-564b-95bc-c7b12f049888,tg:lhob:226,Materials,1,ceramic (material)
38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,tg:lhob:174,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,tg:lhob:174,Materials,1,copper (metal)
f23cbd96-2b7d-5902-8a8e-1491530ffb68,tg:lhob:524,Materials,1,bronze (metal)
3e19ea84-4ecb-5977-9421-9ffa7cf127b1,tg:lhob:318,Materials,1,glass (material)
3e19ea84-4ecb-5977-9421-9ffa7cf127b1,tg:lhob:318,Materials,1,gold (metal)
1f5bc828-1571-526d-8f90-d50114b812c8,tg:lhob:94,Materials,1,metal
a008a896-b7c3-5d2f-ad98-597ad3ab33b1,tg:lhob:436,Materials,1,bronze (metal)
686aaaeb-90ba-5ddb-88fe-f13ac964755c,tg:lhob:573,Materials,1,bronze (metal)
93cb61b6-7711-5dfe-a061-569ac06464be,tg:lhob:123,Materials,1,glass (material)
777e9212-d7a9-5501-8978-fd54e7f26c95,tg:lhob:420,Materials,1,copper (metal)
f7fdd293-2b63-5659-9617-b18d7a1be459,tg:lhob:135,Materials,1,metal
f7fdd293-2b63-5659-9617-b18d7a1be459,tg:lhob:135,Materials,1,plastic (material)
68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,tg:lhob:565,Materials,1,enamel (fused coating)
68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,tg:lhob:565,Materials,2,textile materials
68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,tg:lhob:565,Materials,1,metal
52ee1d6d-2804-50d3-bfd3-61042162ed3c,tg:lhob:709,Materials,1,porcelain (material)
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,Materials,1,glass (material)
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,Materials,1,plastic (material)
c7135e38-584c-5a54-8836-5433378b28ad,tg:lhob:532,Materials,1,bronze (metal)
44b9fca4-68bc-5fd6-b341-40e28a6224fd,tg:lhob:498,Materials,1,wood (plant material)
952bcc33-f731-577a-a040-d6d6e8c30fc0,tg:lhob:162,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
952bcc33-f731-577a-a040-d6d6e8c30fc0,tg:lhob:162,Materials,1,wood (plant material)
6b25ae3c-1a1a-59a4-a776-a24cd0f9e1e6,tg:lhob:533,Materials,1,metal
bc71e5a7-816b-5036-bf89-bdcdad003524,tg:lhob:499,Materials,1,wood (plant material)
4eec1b20-1ac5-57c6-a991-8484d9324186,tg:lhob:163,Materials,1,leather
4eec1b20-1ac5-57c6-a991-8484d9324186,tg:lhob:163,Materials,1,metal
1d05b1b9-0618-5c54-8751-6479fbf3475f,tg:lhob:708,Materials,1,glass (material)
1d05b1b9-0618-5c54-8751-6479fbf3475f,tg:lhob:708,Materials,2,wood (plant material)
1d05b1b9-0618-5c54-8751-6479fbf3475f,tg:lhob:708,Materials,1,metal
4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,tg:lhob:358,Materials,1,plastic (material)
4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,tg:lhob:358,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,tg:lhob:358,Materials,1,copper (metal)
a65025e9-9d49-5cc7-8251-2302516bbdaa,tg:lhob:421,Materials,1,metal
168af78c-5e5c-5350-9eed-b281c25f187f,tg:lhob:134,Materials,1,wood (plant material)
168af78c-5e5c-5350-9eed-b281c25f187f,tg:lhob:134,Materials,1,metal
5b7bbf90-249a-50cd-b832-34789cc9fe4f,tg:lhob:564,Materials,1,metal
039e2f17-f200-5204-b703-688251042d88,tg:lhob:437,Materials,1,bronze (metal)
d6ddc6e0-bdbd-5df8-92e4-9f59bd1f9bb1,tg:lhob:572,Materials,1,bronze (metal)
689c4ad9-8332-5e66-b346-1bd7633425c9,tg:lhob:122,Materials,1,metal
d04d6f12-b361-5dc9-9072-33c4896dc250,tg:lhob:319,Materials,1,glass (material)
d04d6f12-b361-5dc9-9072-33c4896dc250,tg:lhob:319,Materials,1,gold (metal)
807d1fa4-a90f-5284-81a1-aa30acf7bba9,tg:lhob:175,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
807d1fa4-a90f-5284-81a1-aa30acf7bba9,tg:lhob:175,Materials,1,wood (plant material)
6168c962-3e49-5cc3-bc28-25b3366a6315,tg:lhob:525,Materials,1,silver (metal)
eacb0b64-a631-5317-81ab-b07e5c5a0da5,tg:lhob:698,Materials,1,metal
eacb0b64-a631-5317-81ab-b07e5c5a0da5,tg:lhob:698,Materials,2,dot NOT FOUND IN: materiaal_types.csv
eacb0b64-a631-5317-81ab-b07e5c5a0da5,tg:lhob:698,Materials,1,wood (plant material)
38bab78f-ccfe-5cc7-ba4a-274a5667314d,tg:lhob:362,Materials,1,glass (material)
38bab78f-ccfe-5cc7-ba4a-274a5667314d,tg:lhob:362,Materials,1,metal
ae4ddc15-90b6-5216-9c39-47a4d69fee0d,tg:lhob:677,Materials,1,bronze (metal)
68063590-95c5-5ec6-9f10-fd69b8b51b68,tg:lhob:227,Materials,1,plastic (material)
68063590-95c5-5ec6-9f10-fd69b8b51b68,tg:lhob:227,Materials,1,wood (plant material)
d30cff16-d872-5c7e-a09f-b05ede5c5258,tg:lhob:335,Materials,1,glass (material)
d30cff16-d872-5c7e-a09f-b05ede5c5258,tg:lhob:335,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
d30cff16-d872-5c7e-a09f-b05ede5c5258,tg:lhob:335,Materials,1,copper (metal)
0a65641d-3a81-502e-9c8b-d93c471274ed,tg:lhob:620,Materials,1,textile materials
0a65641d-3a81-502e-9c8b-d93c471274ed,tg:lhob:620,Materials,1,metal
a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,tg:lhob:159,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,tg:lhob:159,Materials,1,copper (metal)
a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,tg:lhob:159,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,tg:lhob:159,Materials,1,wood (plant material)
7a04ce32-968d-5c8a-b662-9c05ef366c53,tg:lhob:323,Materials,1,glass (material)
7a04ce32-968d-5c8a-b662-9c05ef366c53,tg:lhob:323,Materials,1,metal
9f84eaea-8f76-5c81-89c1-c29bb01ac105,tg:lhob:636,Materials,1,paper (fiber product)
9f84eaea-8f76-5c81-89c1-c29bb01ac105,tg:lhob:636,Materials,2,leather
9f84eaea-8f76-5c81-89c1-c29bb01ac105,tg:lhob:636,Materials,3,plastic (material)
9f84eaea-8f76-5c81-89c1-c29bb01ac105,tg:lhob:636,Materials,1,metal
50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,tg:lhob:266,Materials,1,metal
e183894d-04ce-5c3f-8300-1f4b0e083f34,tg:lhob:374,Materials,1,cardboard
67ada668-af59-5fa5-b6b1-825fbac71ed9,tg:lhob:724,Materials,1,leather
67ada668-af59-5fa5-b6b1-825fbac71ed9,tg:lhob:724,Materials,1,wood (plant material)
b06ff932-a1e4-562b-944e-cd87ab59530c,tg:lhob:231,Materials,1,plastic (material)
b06ff932-a1e4-562b-944e-cd87ab59530c,tg:lhob:231,Materials,1,ceramic (material)
3beb2575-8065-551e-8612-06b0c5e9c57f,tg:lhob:661,Materials,1,metal
58793a7e-9836-522b-8b8a-1017729be7dc,tg:lhob:548,Materials,1,enamel (fused coating)
58793a7e-9836-522b-8b8a-1017729be7dc,tg:lhob:548,Materials,2,textile materials
58793a7e-9836-522b-8b8a-1017729be7dc,tg:lhob:548,Materials,1,metal
4733eafd-05ba-5af5-a904-4e28c8aada36,tg:lhob:118,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
4733eafd-05ba-5af5-a904-4e28c8aada36,tg:lhob:118,Materials,1,copper (metal)
10c034bb-4ac3-57d3-9e4a-93e2a408b890,tg:lhob:495,Materials,1,wood (plant material)
6ff7a84d-0bc7-58a3-bd6c-db8914a0b969,tg:lhob:616,Materials,1,bronze (metal)
501d39d6-eef4-582a-94a0-3765a588a9f5,tg:lhob:587,Materials,1,enamel (fused coating)
501d39d6-eef4-582a-94a0-3765a588a9f5,tg:lhob:587,Materials,2,textile materials
501d39d6-eef4-582a-94a0-3765a588a9f5,tg:lhob:587,Materials,1,metal
ddfa8ec3-89c2-5026-a7bb-f357e70c29e3,tg:lhob:568,Materials,1,metal
b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,tg:lhob:138,Materials,1,metal
b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,tg:lhob:138,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,tg:lhob:138,Materials,1,wood (plant material)
cf431aeb-e507-5698-a484-13bf523fa092,tg:lhob:641,Materials,1,metal
5b44d137-90fb-5912-acbc-7f2608416c62,tg:lhob:354,Materials,1,glass (material)
5b44d137-90fb-5912-acbc-7f2608416c62,tg:lhob:354,Materials,1,metal
6b25a3a8-b8c0-5231-b439-de5ca1494eba,tg:lhob:704,Materials,1,wood (plant material)
6b25a3a8-b8c0-5231-b439-de5ca1494eba,tg:lhob:704,Materials,1,glass (material)
d7bb3ac7-a800-5e75-966b-4303219d8fca,tg:lhob:591,Materials,1,bronze (metal)
98a9cc57-28f0-55c4-a7cf-5d705ed9affb,tg:lhob:76,Materials,1,metal
7f9aef31-a0d4-532d-8121-75b18dda09df,tg:lhob:657,Materials,1,metal
6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,tg:lhob:712,Materials,1,dot NOT FOUND IN: materiaal_types.csv
6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,tg:lhob:712,Materials,1,metal
f360c194-bbed-5833-85d8-17a7a822e6f9,tg:lhob:342,Materials,1,glass (material)
04771dcb-2029-567a-a786-c76208457897,tg:lhob:529,Materials,1,bronze (metal)
1e9e6b2f-bdd6-54d1-a999-290c165c9fa0,tg:lhob:483,Materials,1,wood (plant material)
be4cb44a-ab21-5294-8c63-869c43a7b22f,tg:lhob:250,Materials,1,metal
be4cb44a-ab21-5294-8c63-869c43a7b22f,tg:lhob:250,Materials,1,ceramic (material)
f9d08c90-afaf-5b15-8b6c-a1c568640b6e,tg:lhob:600,Materials,1,bronze (metal)
1eae5d10-a032-5efb-a639-ab64e06fbb97,tg:lhob:552,Materials,1,bronze (metal)
fddb58b1-af35-52da-b2d6-0976f93d0f6b,tg:lhob:102,Materials,1,metal
fddb58b1-af35-52da-b2d6-0976f93d0f6b,tg:lhob:102,Materials,1,wood (plant material)
2acbdd19-0ecf-5e7c-8ba8-98a18c399fe7,tg:lhob:417,Materials,1,copper (metal)
8385be39-85a8-5fba-9c5f-f5e84fa863dd,tg:lhob:694,Materials,1,silver (metal)
8385be39-85a8-5fba-9c5f-f5e84fa863dd,tg:lhob:694,Materials,1,wood (plant material)
f09473bb-edce-5537-9304-fcefa20bb684,tg:lhob:381,Materials,1,metal
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,Materials,1,copper (metal)
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,Materials,1,wood (plant material)
65e4bdc5-742f-570a-9d71-d89fd8c84c2f,tg:lhob:505,Materials,1,plastic (material)
65e4bdc5-742f-570a-9d71-d89fd8c84c2f,tg:lhob:505,Materials,1,metal
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,Materials,1,silver (metal)
4b8cd6b0-c23e-5773-b628-5627132fa167,tg:lhob:293,Materials,1,plastic (material)
4b8cd6b0-c23e-5773-b628-5627132fa167,tg:lhob:293,Materials,2,leather
4b8cd6b0-c23e-5773-b628-5627132fa167,tg:lhob:293,Materials,1,wood (plant material)
63da0311-405d-55da-9844-690abd29fb62,tg:lhob:339,Materials,1,glass (material)
63da0311-405d-55da-9844-690abd29fb62,tg:lhob:339,Materials,1,metal
0f9ab033-daa7-5a85-9e4f-5810c8c3756c,tg:lhob:513,Materials,1,metal
5430d12d-0bd8-598a-9c2b-5a295e4a2ce2,tg:lhob:143,Materials,1,plastic (material)
5430d12d-0bd8-598a-9c2b-5a295e4a2ce2,tg:lhob:143,Materials,1,metal
17ac57cf-1bd2-5d54-9c05-744b762d7c70,tg:lhob:114,Materials,1,wood (plant material)
7054b0cb-3a9d-5f87-828a-3023c6e6655b,tg:lhob:544,Materials,1,dot NOT FOUND IN: materiaal_types.csv
5784cc53-0e0e-5628-912b-26ce7215dd53,tg:lhob:728,Materials,1,metal
5bdf1b3e-a9b3-56fa-b27e-ba4b8e0ae604,tg:lhob:682,Materials,1,enamel (fused coating)
5bdf1b3e-a9b3-56fa-b27e-ba4b8e0ae604,tg:lhob:682,Materials,2,textile materials
5bdf1b3e-a9b3-56fa-b27e-ba4b8e0ae604,tg:lhob:682,Materials,1,metal
0da98ac5-4a39-51b4-8d2f-f0eff19cd057,tg:lhob:689,Materials,1,enamel (fused coating)
0da98ac5-4a39-51b4-8d2f-f0eff19cd057,tg:lhob:689,Materials,2,textile materials
0da98ac5-4a39-51b4-8d2f-f0eff19cd057,tg:lhob:689,Materials,1,metal
bdd44810-6d54-5030-afc3-54a6c5bf37d3,tg:lhob:373,Materials,1,vzil NOT FOUND IN: materiaal_types.csv
bdd44810-6d54-5030-afc3-54a6c5bf37d3,tg:lhob:373,Materials,1,metal
f4f2a252-84d5-5a08-9bd2-056b52781658,tg:lhob:723,Materials,1,glass (material)
f4f2a252-84d5-5a08-9bd2-056b52781658,tg:lhob:723,Materials,1,wood (plant material)
eae32cb5-7d78-5b8c-8053-0ec6731f0a83,tg:lhob:236,Materials,1,wood (plant material)
848526cc-f124-5b87-a440-4e759b961fe2,tg:lhob:666,Materials,1,textile materials
848526cc-f124-5b87-a440-4e759b961fe2,tg:lhob:666,Materials,1,metal
96c8292a-ca37-5dce-b4d4-994081c5e898,tg:lhob:148,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
96c8292a-ca37-5dce-b4d4-994081c5e898,tg:lhob:148,Materials,1,copper (metal)
96c8292a-ca37-5dce-b4d4-994081c5e898,tg:lhob:148,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
96c8292a-ca37-5dce-b4d4-994081c5e898,tg:lhob:148,Materials,1,wood (plant material)
ed83c965-ea6c-58b1-9d5e-1d959f8fd3e9,tg:lhob:518,Materials,1,vzil NOT FOUND IN: materiaal_types.csv
ed83c965-ea6c-58b1-9d5e-1d959f8fd3e9,tg:lhob:518,Materials,1,metal
1f9c5b8c-a852-5d77-8ed5-637b9d2f6db9,tg:lhob:324,Materials,1,glass (material)
1f9c5b8c-a852-5d77-8ed5-637b9d2f6db9,tg:lhob:324,Materials,1,metal
50993c04-09db-5aab-91fe-138756c6a126,tg:lhob:631,Materials,1,bronze (metal)
10619e69-ff8e-5edd-98f3-0ac22ca386df,tg:lhob:332,Materials,1,glass (material)
10619e69-ff8e-5edd-98f3-0ac22ca386df,tg:lhob:332,Materials,1,iron (metal)
e9a43dc3-0ac1-5e0c-94d7-9ed4c0ebccba,tg:lhob:627,Materials,1,metal
5bd293ed-da1d-5499-8d86-8b806b69cea3,tg:lhob:109,Materials,1,plastic (material)
4fd104bd-fdfd-5eac-8bc5-535766f77bbd,tg:lhob:559,Materials,1,metal
988b0604-c205-5c86-b3c3-dab983bd8b44,tg:lhob:670,Materials,1,textile materials
988b0604-c205-5c86-b3c3-dab983bd8b44,tg:lhob:670,Materials,1,metal
8f224bff-7428-5e5e-9622-98f1e736413f,tg:lhob:220,Materials,1,wood (plant material)
8f224bff-7428-5e5e-9622-98f1e736413f,tg:lhob:220,Materials,2,glass (material)
8f224bff-7428-5e5e-9622-98f1e736413f,tg:lhob:220,Materials,1,ceramic (material)
5a047795-04fc-5dbe-95f7-4c4e2d6a7915,tg:lhob:488,Materials,1,wood (plant material)
5a247f0e-1926-5765-89f1-0e201cd7405a,tg:lhob:172,Materials,1,wood (plant material)
7da89682-68f3-5cff-84f1-4d8c94d27613,tg:lhob:522,Materials,1,bronze (metal)
7a584d1a-15de-58ba-b538-3c56522415a6,tg:lhob:430,Materials,1,silver (metal)
7530c604-63a8-5db3-8079-4f9695b04ec4,tg:lhob:92,Materials,1,plastic (material)
7530c604-63a8-5db3-8079-4f9695b04ec4,tg:lhob:92,Materials,1,metal
b5e5a4a3-05db-5384-a64f-0865630d2f32,tg:lhob:575,Materials,1,enamel (fused coating)
b5e5a4a3-05db-5384-a64f-0865630d2f32,tg:lhob:575,Materials,2,textile materials
b5e5a4a3-05db-5384-a64f-0865630d2f32,tg:lhob:575,Materials,1,metal
4dfae4a9-42cd-5250-8164-06ed11ee73fb,tg:lhob:125,Materials,1,plastic (material)
d03a9db7-d6ce-54ac-b487-711058b02df1,tg:lhob:349,Materials,1,glass (material)
3f6babf2-cc05-501a-be7f-d9ef1934ed2f,tg:lhob:719,Materials,1,glass (material)
3f6babf2-cc05-501a-be7f-d9ef1934ed2f,tg:lhob:719,Materials,1,wood (plant material)
99477dc7-97b1-5bdb-a02e-74b53a0ba9d7,tg:lhob:84,Materials,1,metal
5a00dc31-4cfc-50a5-aee3-1881eb72138d,tg:lhob:426,Materials,1,bronze (metal)
85da6c09-3c6d-540f-8eff-197f0c99b68f,tg:lhob:133,Materials,1,metal
6bebcd9a-a2ef-5ba1-b466-c0d1a046a5c1,tg:lhob:534,Materials,1,bronze (metal)
4cdfd51b-fcc9-5c60-9a27-1f6bcc2117c1,tg:lhob:164,Materials,1,metal
4cdfd51b-fcc9-5c60-9a27-1f6bcc2117c1,tg:lhob:164,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
4cdfd51b-fcc9-5c60-9a27-1f6bcc2117c1,tg:lhob:164,Materials,1,wood (plant material)
9ab450b3-a418-5d62-abd6-d24e4f7e6322,tg:lhob:308,Materials,1,glass (material)
9ab450b3-a418-5d62-abd6-d24e4f7e6322,tg:lhob:308,Materials,1,iron (metal)
fb9d9f79-ed4c-5519-884d-64df2978ea25,tg:lhob:685,Materials,1,silver (metal)
ea66c629-987d-5cc7-aa68-1667c9f7b8ee,tg:lhob:113,Materials,1,glass (material)
ea66c629-987d-5cc7-aa68-1667c9f7b8ee,tg:lhob:113,Materials,1,metal
cc7f678f-83c3-5387-a060-74aa9df5278f,tg:lhob:543,Materials,1,silver (metal)
c7609d4e-70de-55ef-bd48-bf2988c00bc3,tg:lhob:328,Materials,1,glass (material)
c7609d4e-70de-55ef-bd48-bf2988c00bc3,tg:lhob:328,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
c7609d4e-70de-55ef-bd48-bf2988c00bc3,tg:lhob:328,Materials,1,copper (metal)
261373ab-9582-5215-8c8f-5ddc774996bc,tg:lhob:514,Materials,1,metal
ec6aaa93-f55d-56e6-99a5-64728549e008,tg:lhob:144,Materials,1,metal
ed47729f-953f-5003-8a8c-db16fd9cf838,tg:lhob:451,Materials,1,wood (plant material)
7e7eaaa2-8ae0-5556-b484-e7c0da8a6387,tg:lhob:152,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
7e7eaaa2-8ae0-5556-b484-e7c0da8a6387,tg:lhob:152,Materials,1,copper (metal)
7e7eaaa2-8ae0-5556-b484-e7c0da8a6387,tg:lhob:152,Materials,1,wood (plant material)
5b74bf46-a5bd-570c-b293-ea25f2f17da1,tg:lhob:447,Materials,1,bronze (metal)
d1a3ea5b-98c7-5670-8d8b-e0e98ca3acba,tg:lhob:693,Materials,1,silver (metal)
d1a3ea5b-98c7-5670-8d8b-e0e98ca3acba,tg:lhob:693,Materials,1,wood (plant material)
50ec8d66-30ea-5ccd-8b1b-cb6d14641ff4,tg:lhob:369,Materials,1,metal
671568d3-3a93-5f92-aee7-801871fae924,tg:lhob:739,Materials,1,metal
671568d3-3a93-5f92-aee7-801871fae924,tg:lhob:739,Materials,1,textile materials
