ResourceID,brocade.id,card,order,source_field,source_code,Dimension Source Note
dcc1dd98-9da3-5b64-822f-6dce010c94e3,tg:lhph:29722_#2,e22_DimensionSourceNotes,1,kenmerken.lhformatph,135 x 85,135 x 85
21be6e9e-fa74-52a2-a80c-60614fad43ed,tg:lhph:32619_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,164 x 118,164 x 118
0a92269f-12e1-5633-95ea-ae4306a67c82,tg:lhph:20278_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,35mm,35mm
57df5468-5dbe-5b52-8fe8-079c3f60521f,tg:lhph:47925_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,297 x 228,297 x 228
9198330a-b8f2-57ca-86ee-0d20115a8c18,tg:lhph:36535_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,113 x 168,113 x 168
d0be3301-980f-5496-8f9e-b545c7c0b75f,tg:lhph:24154_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,130 x 75,130 x 75
312b41af-67e1-5371-9d4d-9fb8fe4a4f37,tg:lhph:15325_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,172 x 230,172 x 230
fc73beed-0148-50a3-b1a2-c993c023084c,tg:lhph:1048_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,138 x 88,138 x 88
43ca8a34-f0f1-5d7e-9c4a-022d2c753cbe,tg:lhph:11009_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,89 x 118,89 x 118
9431a450-ed13-5973-be2d-8afc5e5d2e5a,tg:lhph:28854_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,120 x 168,120 x 168
8ef9297a-aa08-574d-90b8-88f4b56977af,tg:lhph:53191_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,150 x 100,150 x 100
66c321cc-af90-5615-9a02-46b022537181,tg:lhph:5364_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,170 x 232,170 x 232
bf36f958-f1f9-54c2-8574-81aea34c3319,tg:lhph:6997_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,120 x 184,120 x 184
875cc452-e79b-5102-986b-ca11eb6500bb,tg:lhph:21772_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,122 x 93,122 x 93
73edbad3-8033-5d38-9ac3-681c6b87474c,tg:lhph:33313_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,171 x 231,171 x 231
feeb6760-95bc-5727-95c2-c93e1d8c6994,tg:lhph:43390_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,240 x 305,240 x 305
72d08b36-ed73-51a0-89ac-85ed93c24cbe,tg:lhph:40963_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,132 x 83,132 x 83
2148cc7e-2eea-543a-9ea2-46952e2109e2,tg:lhph:13669_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,83 x 130,83 x 130
c48aae8b-8efa-5acb-9fc2-f16e426dd5fa,tg:lhph:23112_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,320 x 230,320 x 230
27b9ebc8-d67c-5bdd-b894-befd1cb8e8e9,tg:lhph:31573_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,6 x 6,6 x 6
d47b35eb-8552-5b57-85aa-92dba7d3eab6,tg:lhph:7504_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,130 x 180,130 x 180
4a5cd609-3638-554d-9996-65c75bdf540b,tg:lhph:17545_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,240 x 177,240 x 177
a456b9ac-ac9f-5b4c-bf7f-90f3f8e174f5,tg:lhph:3628_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,124 x 172,124 x 172
0fee014a-f6d3-58f7-8577-20d73d5ee80f,tg:lhph:34355_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,35mm,35mm
81a6c4ad-9797-5015-9c1f-ad94b61b5804,tg:lhph:26734_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,65 x 90,65 x 90
21d07898-c6d8-586b-9cdc-1dc95d4833f3,tg:lhph:2322_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,182 x 182,182 x 182
92372403-3f5f-5bd1-9751-5785ee6ee450,tg:lhph:53808_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,60 x 90,60 x 90
d22c5bac-cb2d-564f-b41e-f52408f55459,tg:lhph:12363_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,237 x 179,237 x 179
bf141b7b-9293-52fd-aa7f-5bdfe2dd3661,tg:lhph:31_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,150 x 105,150 x 105
73e9247e-fbd3-5485-96fd-4c1ec61813e1,tg:lhph:11990_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,(1) 108 x 171<br>(2) 155 x 108<br>(3) 165 x 108<br>(4) 105 x 64<br>(5) 155 x 107,(1) 108 x 171<br>(2) 155 x 108<br>(3) 165 x 108<br>(4) 105 x 64<br>(5) 155 x 107
a1efff84-c786-559d-9c2a-14d973812936,tg:lhph:30079_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,6 x 4.5,6 x 4.5
fff8106e-a2e9-5a05-ab73-11521e26f7b7,tg:lhph:22418_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,175 x 230,175 x 230
690884fd-7725-541d-a260-395fb0d39cbb,tg:lhph:13701_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,80 x 108,80 x 108
2a33b60d-56b3-51a8-85ec-64c9cf568d7f,tg:lhph:51699_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,137 X 93,137 X 93
9b73971f-9bd9-5676-add5-179f14946cdc,tg:lhph:9295_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,165 x 105,165 x 105
975270b8-5028-5986-b1cf-cfb0c3c7ec8d,tg:lhph:3740_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,89 x 139,89 x 139
f1595da0-42ec-52a4-9332-cd0334640086,tg:lhph:27356_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,138 x 86,138 x 86
88b14546-5ff4-53d0-84fc-966bd962831f,tg:lhph:35737_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,240 x 175,240 x 175
f3ce50a8-e275-5061-95ca-c1956718dc20,tg:lhph:16127_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,63 x 103,63 x 103
887ea7c7-ccfe-5064-a92a-25453befbf0a,tg:lhph:715_#2,e22_DimensionSourceNotes,1,kenmerken.lhformatph,(1) 144 x 94; (2) & (3) 1138 x 90; (4) 220 x 130,(1) 144 x 94; (2) & (3) 1138 x 90; (4) 220 x 130
3284ea1d-40fb-53ff-a743-d8446048c1a5,tg:lhph:50393_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,181 x 238,181 x 238
043fc462-663e-58f2-865d-7acd1e6c16c2,tg:lhph:53960_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,176 x 235,176 x 235
96ab4f8c-60b1-53f0-bbd8-4d5958813308,tg:lhph:30111_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,35 mm,35 mm
79be69f0-5319-5709-b566-cc7a8c8751d9,tg:lhph:22570_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,180 x 240,180 x 240
7e9d2050-0642-57dd-b2c4-337964412b24,tg:lhph:40192_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,6 x 6,6 x 6
0321f18a-fe11-5068-bd31-0367754d75f3,tg:lhph:32771_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,6 x 6,6 x 6
edcd8134-4897-53c8-b420-94aa1330c9ff,tg:lhph:20310_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,132 x 203,132 x 203
50a0ecff-5790-5571-8593-e99dd34df34c,tg:lhph:7789_#2,e22_DimensionSourceNotes,1,kenmerken.lhformatph,(1) 140 x 89<br>(2) 89 x 52,(1) 140 x 89<br>(2) 89 x 52
a5b223fb-b985-5b0e-88bb-a26f4d4c0b0d,tg:lhph:4706_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,159 x 171,159 x 171
4178569f-1f2b-5ef6-94e2-48ebdd45479c,tg:lhph:14747_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,89 x 138,89 x 138
9efaf95c-edf5-52cd-a97b-08fbd74fe6e5,tg:lhph:25536_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,86 x 140,86 x 140
99834321-3584-5438-aa3f-cbba452155d5,tg:lhph:37157_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,57 x 38,57 x 38
903e76a7-fa73-5dea-8eea-0158b4fc1dfc,tg:lhph:1120_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,104 x 75,104 x 75
b86d0d40-a335-50a9-8d22-0c426f33390f,tg:lhph:41498_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,75 x 80,75 x 80
6123f3e3-f230-5bff-8a05-3c2f13d5139c,tg:lhph:11161_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,127 x 125,127 x 125
cb6474f6-c428-5023-b099-5577bdca2892,tg:lhph:30888_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,87 x 120,87 x 120
bbb658a5-a147-5905-b28b-a3a36e9f3e32,tg:lhph:33807_#2,e22_DimensionSourceNotes,1,kenmerken.lhformatph,138 x 86,138 x 86
45119b0d-bcea-5916-ac2a-6e85bf7839fb,tg:lhph:17555_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,144 x 231,144 x 231
85d4c909-b565-5740-9181-b69aa22ace4a,tg:lhph:3638_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,90 x 113,90 x 113
170dc84e-24e6-5f1a-b822-09d7378a4bae,tg:lhph:13679_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,88 x 123,88 x 123
61378d71-9d24-52ec-961b-5ad517079f05,tg:lhph:43380_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,126 x 174,126 x 174
5c77b6c3-6d5a-569a-9b46-abb32f20d801,tg:lhph:40973_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,175 x 240,175 x 240
fe8cae63-8689-50d5-8934-c678ce8678b2,tg:lhph:7514_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,130 x 180,130 x 180
08524317-57a2-5461-9a79-4e0b757c6962,tg:lhph:49655_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,90 x 115,90 x 115
2cd4eb32-d2ca-50ad-b1f9-cfd0c48b5bb2,tg:lhph:31563_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,175 x 240,175 x 240
59777cbc-4041-54f4-969f-5b7877179eeb,tg:lhph:23102_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,160 x 287,160 x 287
5f9cd916-0a3b-5ea9-a046-447af88f5a6c,tg:lhph:12373_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,125Ø,125Ø
5f44c16d-9c71-5aa2-b131-26efe31691f6,tg:lhph:11980_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,230 x 175,230 x 175
e9e8254c-65f1-5101-b8f7-4e864c48cc4d,tg:lhph:21_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,168 x 225,168 x 225
eaab177c-4bd7-5685-a490-525a0f89dddb,tg:lhph:53818_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,90 x 60,90 x 60
acf5e933-fc48-5434-85c7-3d03a2e1caf3,tg:lhph:22408_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,180 x 245,180 x 245
aee8b2e9-57cf-5809-9d8f-d2bb9579027c,tg:lhph:30069_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,138 x 87,138 x 87
6a1b17a7-82cd-54cc-9a39-c6d42c810f33,tg:lhph:26724_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,230 x 180,230 x 180
a18ffd4b-a8fd-50b4-9705-c08d12186547,tg:lhph:34345_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,35mm,35mm
4cea0572-3f25-59a4-90de-0aff201fecfd,tg:lhph:47935_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,58 x 39,58 x 39
b7685329-d8aa-59cb-8201-6ff7ae6b69de,tg:lhph:24144_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,130 x 75,130 x 75
b104b129-c26e-53df-b503-4f2cb13050cc,tg:lhph:36525_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,115 x 83,115 x 83
e5a4f372-a12c-5ceb-9dd2-b1817d6cb69b,tg:lhph:10513_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,230 x 170,230 x 170
afa204aa-e05e-58ef-bf72-a6da76941107,tg:lhph:20268_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,35mm,35mm
776fcf2f-3e86-5290-83bd-618c9484a651,tg:lhph:32609_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,165 x 118,165 x 118
fe07567d-82d9-5da6-b425-5fce73e24e61,tg:lhph:35834_#3,e22_DimensionSourceNotes,1,kenmerken.lhformatph,180 x 130,180 x 130
e7017e10-d1b5-5092-98a9-1caedf134030,tg:lhph:53181_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,90 x 139,90 x 139
9dbb1331-d49d-5175-a592-a31d71bd965c,tg:lhph:28844_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,110 x 70,110 x 70
b634397a-327d-5460-b0a2-1d2bbe95001f,tg:lhph:11019_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,125 x 175,125 x 175
09f7291c-9471-52f1-a7d3-f52ad905e589,tg:lhph:33303_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,6 x 6,6 x 6
1edd53f1-6903-5b31-b629-f9f903f48c40,tg:lhph:5374_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,169 x 230,169 x 230
a6c3bee0-9e38-5ab8-a814-c34980c7031b,tg:lhph:6987_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,120 x 182,120 x 182
a5f9962e-dccd-554e-965c-38a6ecbbee49,tg:lhph:15335_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,234 x 160,234 x 160
d36a1d8f-dba0-5718-b380-f9346cf9982d,tg:lhph:588_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,190 x 250,190 x 250
5e01dbed-5554-5b95-a985-4f4b1f2769bd,tg:lhph:1058_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,239 x 179,239 x 179
102a6238-d94a-5e92-baf4-961f6a96c85c,tg:lhph:32134_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,175 x 235,175 x 235
d5f197a5-6ed0-5f65-85a0-6eb90e014cee,tg:lhph:20555_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,103 x 78,103 x 78
d5f197a5-6ed0-5f65-85a0-6eb90e014cee,tg:lhph:20555_#1,e22_DimensionSourceNotes,2,kenmerken.lhformatph,120 x 180,120 x 180
1c679751-8dea-5743-bd92-24c7426f8ab8,tg:lhph:4143_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,140 x 90,140 x 90
1c3ee7e3-0dfc-5b14-97ed-1e92afccc10c,tg:lhph:51945_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,124 x 175,124 x 175
8686064d-a4d2-5693-9f62-de202b747771,tg:lhph:36218_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,230 x 230,230 x 230
19e81b42-c372-5627-a631-39b0f37654ed,tg:lhph:24679_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,225 x 170,225 x 170
59ac038c-2784-5dcd-b0fc-f9021849f6a7,tg:lhph:14102_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,168 x 229,168 x 229
f966dd84-f631-5e00-b277-3a4d58f51f3d,tg:lhph:25373_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,(1)104 x 147; (2)89 x 127,(1)104 x 147; (2)89 x 127
c2ca1b92-7b9f-530b-9628-1dffa266474f,tg:lhph:37712_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,165 x 110,165 x 110
838282b5-2e93-50f7-91f2-af287effe8cb,tg:lhph:1765_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,229 x 172,229 x 172
c71b8800-b1b4-55f7-86f4-c0fc17d75d19,tg:lhph:8843_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,113 x 155,113 x 155
f713369d-9244-5fcb-a8a2-4719e1f5f6e8,tg:lhph:15408_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,174 x 230,174 x 230
f52cfe74-67c3-55d9-bec8-9101708fae08,tg:lhph:18802_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,35mm,35mm
39762d6d-3a17-59c4-a5b5-27e76f5fd578,tg:lhph:11724_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,127 x 177,127 x 177
1fc9c315-70cb-56e4-b223-a1737611ff15,tg:lhph:49168_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,165 x 120,165 x 120
c96c5485-20d4-5a15-99d8-1abe69d354da,tg:lhph:7229_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,54 x 54,54 x 54
de09dbe8-aaf5-5140-82de-29af62f2f51e,tg:lhph:19491_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,90 x 139,90 x 139
1698e1b2-1e29-57ba-8606-ffa61f2a36a3,tg:lhph:13144_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,130 x 179,130 x 179
4a9440c3-9b1e-5399-9984-11dd2fe6ffa1,tg:lhph:3105_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,138 x 89,138 x 89
a615c186-a4c1-55e7-921e-5115e4d5a10d,tg:lhph:27513_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,180 x 130,180 x 130
fd529c46-d4f6-5bcb-a5d9-9b6f2b17e30c,tg:lhph:35172_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,230 x 155,230 x 155
9947730c-530e-5265-b5a0-a041ed92355c,tg:lhph:17268_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,176 x 236,176 x 236
875345e8-feea-5733-bb8c-c60e54b8cb49,tg:lhph:47791_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,106 x 147,106 x 147
54391090-a956-522b-b5e2-8d2137d9dd53,tg:lhph:34478_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,6 x 6,6 x 6
15976f99-318f-5d89-8c63-a09695d9a936,tg:lhph:26019_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,175 x 125,175 x 125
cf479cbf-a8b6-5056-bdcd-a8491487e76d,tg:lhph:1480_#2,e22_DimensionSourceNotes,1,kenmerken.lhformatph,(1) 179 x 129<br> (2) 174 x 124<br>(3) 131 x 83,(1) 179 x 129<br> (2) 174 x 124<br>(3) 131 x 83
0d2c7a20-8914-527d-890c-c3ca7028b759,tg:lhph:16762_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,133 x 84,133 x 84
319735e6-8eac-53a6-a242-5ccf9c31d03d,tg:lhph:45868_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,97 x 141,97 x 141
6f14bfd7-2004-559f-b441-852c54955330,tg:lhph:6723_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,67 x 60,67 x 60
cebd4b9b-d2e9-546e-b42e-0efae59f169e,tg:lhph:22949_#2,e22_DimensionSourceNotes,1,kenmerken.lhformatph,90 X 120,90 X 120
cebd4b9b-d2e9-546e-b42e-0efae59f169e,tg:lhph:22949_#2,e22_DimensionSourceNotes,2,kenmerken.lhformatph,82 x 100,82 x 100
0edc7384-e346-553e-becc-c260c0cdc9ec,tg:lhph:30754_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,6 x 6,6 x 6
e9e1f746-e7dd-5928-92dd-9a1462684095,tg:lhph:22335_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,137 x 86,137 x 86
2b9fe745-fefe-5522-8f15-bac08aabab7a,tg:lhph:39872_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,120 x 90,120 x 90
e9d1f519-37b0-5bb6-8053-fecd29e3ffff,tg:lhph:35993_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,6 x 6,6 x 6
3062aec2-9367-5ba9-90ba-33ff3e0a1cfc,tg:lhph:3398_#2,e22_DimensionSourceNotes,1,kenmerken.lhformatph,(1) 119 x 89<br>93 x 78,(1) 119 x 89<br>93 x 78
34348791-ae3f-5936-9365-a34463a6cc8a,tg:lhph:24701_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,95 x 60,95 x 60
42b7c4e1-2ece-59c3-a888-49abe59eddf1,tg:lhph:36360_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,6 x 6,6 x 6
97fb9dbf-c403-5e5d-9d01-28e4e08e7a01,tg:lhph:44583_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,304 x 229,304 x 229
d51e474b-ab38-5cfe-a9cb-52fbf7863144,tg:lhph:49989_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,120 x 75,120 x 75
53a60eff-02c3-5d86-9012-77f8c78d942b,tg:lhph:10356_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,170 x 230,170 x 230
663d6283-3c2b-51be-b687-fc55fd0cd95e,tg:lhph:38599_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,175 x 236,175 x 236
00851a65-3828-55a9-b4b7-35a3a183328c,tg:lhph:33546_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,117 x 170,117 x 170
e161d9bb-30c4-5bd0-93ad-c46348344e9f,tg:lhph:21127_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,35mm,35mm
aec3cc3e-21d9-5f3d-85b0-cb5fdf3d16aa,tg:lhph:5531_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,(1) 233 x 175<br> (2) 230 x 170,(1) 233 x 175<br> (2) 230 x 170
1c785a45-81d9-5ac6-925e-c602fbe056b0,tg:lhph:42956_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,147 x 105,147 x 105
ddea72a3-eb5e-573e-87e6-5f3c741b5aac,tg:lhph:45089_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,96 x 140,96 x 140
05f8d39a-417b-5b87-9ea7-5fa321bff245,tg:lhph:46006_#2,e22_DimensionSourceNotes,1,kenmerken.lhformatph,173 x 124,173 x 124
a2611d13-4f27-506d-9ae4-aeafbdb1ace9,tg:lhph:15570_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,148 x 105,148 x 105
ae02240f-6d78-51c9-9477-1dabc0213a7e,tg:lhph:17310_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,109 x 70,109 x 70
426181bc-14ba-5169-8e4a-b2b720bd728e,tg:lhph:7351_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatph,(1) en (2) 136 x 86,(1) en (2) 136 x 86
