brocade.id,Legacy Information Code,Legacy Information Value,dataset,card,Legacy Information Type,ResourceID
tg:lhph:48224,d:lh:253021,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/S_/S59_Seuphor_Michel/48515_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,3fe28ea2-3b55-5695-9032-667572da87e0
tg:lhph:48365,d:lh:253021,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/S_/S59_Seuphor_Michel/48515_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,0d37669d-2ee9-5d4b-9f4a-b2dbe2752b39
tg:lhph:48366,d:lh:253021,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/S_/S59_Seuphor_Michel/48515_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,c492c628-1246-5b7d-b994-a8c8b5ede02e
tg:lhph:48368,d:lh:253021,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/S_/S59_Seuphor_Michel/48515_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,cd395100-bf00-52ee-9b62-5bff19558477
tg:lhph:7206,d:lh:223463,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_02_iconografie/7_/72_/7206_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,c3c4bb15-4cd6-5f72-9b38-a1a995f29070
tg:lhph:7819,d:lh:288872,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/V_/V575_Victor_Rene/7819_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,1f2aef38-67dd-5e52-bd10-d801c51932af
tg:lhph:7821,d:lh:288849,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/V_/V575_Victor_Rene/7821_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,72621cd9-5e11-54dd-9fd1-64f946351bb5
tg:lhph:7822,d:lh:288850,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/V_/V575_Victor_Rene/7822_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,1c9767ce-d541-5003-bdcb-63a58b62ca25
tg:lhph:7824,d:lh:288847,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/V_/V575_Victor_Rene/7824_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,e91dcd12-97a8-51a5-bc0f-c766834074d2
tg:lhph:7825,d:lh:288848,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/V_/V575_Victor_Rene/7825_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,1bfa9fde-e1c8-5bf2-bb6d-03fc35ad2af1
