brocade.id,Change History Identifier,Change History Timespan,Change History User,Change History Description,Change History Activity,card,ResourceID
tg:mpmbr:399,12193712,2019-02-23 12:12:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12194097,2019-02-23 12:12:35 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12194482,2019-02-23 12:19:06 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12194867,2019-02-23 12:23:33 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12195252,2019-02-23 12:26:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12195637,2019-02-23 12:28:03 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12196022,2019-02-23 12:34:57 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12196407,2019-02-23 12:44:41 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12196792,2019-02-23 12:46:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12197177,2019-02-23 12:48:21 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12197645,2019-02-24 17:25:33 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12198030,2019-02-24 19:45:01 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12215042,2019-03-04 15:22:17 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12215427,2019-03-04 15:22:27 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:399,12215812,2019-03-04 15:24:30 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,cabaad4d-fa63-5575-8a50-cdd40a92125b
tg:mpmbr:414,,2018-01-29 12:40:27 +0000 UTC,ssciarone,,Creatie,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,10915513,2018-01-29 12:40:27 +0000 UTC,ssciarone,Bewerken van de identificatie,edit,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,10915514,2018-01-29 12:40:27 +0000 UTC,ssciarone,Bewerken van de items,edit,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,10915515,2018-01-29 12:40:27 +0000 UTC,ssciarone,Bewerken van de kenmerken,edit,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,10915519,2018-01-29 12:40:27 +0000 UTC,ssciarone,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,11010189,2018-02-24 07:02:12 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,11013585,2018-02-27 13:15:00 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,11148733,2018-04-24 09:07:40 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,11152081,2018-04-24 12:11:41 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,11313330,2018-06-21 14:50:17 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,11349391,2018-06-21 15:39:27 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,11407460,2018-06-27 11:06:52 +0000 UTC,avdbergh,Bewerken van de identificatie,edit,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,11407461,2018-06-27 11:06:52 +0000 UTC,avdbergh,Bewerken van de items,edit,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12079504,2019-01-17 10:45:32 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12080032,2019-01-17 11:04:15 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12139455,2019-02-06 08:30:57 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12192957,2019-02-23 12:05:23 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12193342,2019-02-23 12:11:10 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12193727,2019-02-23 12:12:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12194112,2019-02-23 12:12:35 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12194497,2019-02-23 12:19:06 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12194882,2019-02-23 12:23:33 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12195267,2019-02-23 12:26:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12195652,2019-02-23 12:28:03 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12196037,2019-02-23 12:34:57 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12196422,2019-02-23 12:44:41 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12196807,2019-02-23 12:46:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12197192,2019-02-23 12:48:21 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12197660,2019-02-24 17:25:33 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12198045,2019-02-24 19:45:01 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12215057,2019-03-04 15:22:17 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12215442,2019-03-04 15:22:27 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:414,12215827,2019-03-04 15:24:30 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,390c573a-b6d5-5c23-9832-27a30e67b7c6
tg:mpmbr:372,,2018-01-11 12:59:35 +0000 UTC,ssciarone,,Creatie,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,10854889,2018-01-11 12:59:35 +0000 UTC,ssciarone,Bewerken van de identificatie,edit,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,10854890,2018-01-11 12:59:35 +0000 UTC,ssciarone,Bewerken van de items,edit,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,10854891,2018-01-11 12:59:35 +0000 UTC,ssciarone,Bewerken van de kenmerken,edit,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,10854895,2018-01-11 12:59:35 +0000 UTC,ssciarone,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12079462,2019-01-17 10:45:32 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12079990,2019-01-17 11:04:15 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12139413,2019-02-06 08:30:57 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12192915,2019-02-23 12:05:23 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12193300,2019-02-23 12:11:10 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12193685,2019-02-23 12:12:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12194070,2019-02-23 12:12:35 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12194455,2019-02-23 12:19:06 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12194840,2019-02-23 12:23:33 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12195225,2019-02-23 12:26:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12195610,2019-02-23 12:28:03 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12195995,2019-02-23 12:34:57 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12196380,2019-02-23 12:44:41 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12196765,2019-02-23 12:46:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12197150,2019-02-23 12:48:21 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12197618,2019-02-24 17:25:33 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12198003,2019-02-24 19:45:01 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12215015,2019-03-04 15:22:17 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12215400,2019-03-04 15:22:27 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12215785,2019-03-04 15:24:30 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12339346,2019-04-04 07:02:23 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:372,12339428,2019-04-04 09:01:03 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,df52dde4-145d-5262-9361-506d950da85b
tg:mpmbr:366,,2018-01-11 12:54:41 +0000 UTC,ssciarone,,Creatie,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,10854826,2018-01-11 12:54:41 +0000 UTC,ssciarone,Bewerken van de identificatie,edit,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,10854827,2018-01-11 12:54:41 +0000 UTC,ssciarone,Bewerken van de items,edit,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,10854828,2018-01-11 12:54:41 +0000 UTC,ssciarone,Bewerken van de kenmerken,edit,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,10854832,2018-01-11 12:54:41 +0000 UTC,ssciarone,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12079456,2019-01-17 10:45:32 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12079984,2019-01-17 11:04:15 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12139407,2019-02-06 08:30:57 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12192909,2019-02-23 12:05:23 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12193294,2019-02-23 12:11:10 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12193679,2019-02-23 12:12:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12194064,2019-02-23 12:12:35 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12194449,2019-02-23 12:19:06 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12194834,2019-02-23 12:23:33 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12195219,2019-02-23 12:26:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12195604,2019-02-23 12:28:03 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12195989,2019-02-23 12:34:57 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12196374,2019-02-23 12:44:41 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12196759,2019-02-23 12:46:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12197144,2019-02-23 12:48:21 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12197612,2019-02-24 17:25:33 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12197997,2019-02-24 19:45:01 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12215009,2019-03-04 15:22:17 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12215394,2019-03-04 15:22:27 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12215779,2019-03-04 15:24:30 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12339345,2019-04-04 07:02:23 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12339427,2019-04-04 09:01:03 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12377949,2019-04-24 08:29:33 +0000 UTC,avdbergh,Bewerken van de identificatie,edit,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:366,12377950,2019-04-24 08:29:33 +0000 UTC,avdbergh,Bewerken van de items,edit,e73_Transaction_history_df,0f2a15f3-3ea2-5b16-add4-8d2285645166
tg:mpmbr:400,,2018-01-29 12:30:29 +0000 UTC,ssciarone,,Creatie,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,10915333,2018-01-29 12:30:29 +0000 UTC,ssciarone,Bewerken van de identificatie,edit,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,10915334,2018-01-29 12:30:29 +0000 UTC,ssciarone,Bewerken van de items,edit,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,10915335,2018-01-29 12:30:29 +0000 UTC,ssciarone,Bewerken van de kenmerken,edit,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,10915339,2018-01-29 12:30:29 +0000 UTC,ssciarone,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,11010176,2018-02-24 07:02:12 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,11013572,2018-02-27 13:15:00 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,11148719,2018-04-24 09:07:40 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,11152068,2018-04-24 12:11:41 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,11313320,2018-06-21 14:50:17 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,11349382,2018-06-21 15:39:27 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,11407649,2018-06-27 11:15:08 +0000 UTC,avdbergh,Bewerken van de identificatie,edit,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,11407650,2018-06-27 11:15:08 +0000 UTC,avdbergh,Bewerken van de items,edit,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12079490,2019-01-17 10:45:32 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12080018,2019-01-17 11:04:15 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12139441,2019-02-06 08:30:57 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12192943,2019-02-23 12:05:23 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12193328,2019-02-23 12:11:10 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12193713,2019-02-23 12:12:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12194098,2019-02-23 12:12:35 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12194483,2019-02-23 12:19:06 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12194868,2019-02-23 12:23:33 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12195253,2019-02-23 12:26:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12195638,2019-02-23 12:28:03 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12196023,2019-02-23 12:34:57 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
tg:mpmbr:400,12196408,2019-02-23 12:44:41 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,4ce9275f-20a6-59a0-b323-8a0e8babd4ea
