Brocade ID,ResourceID,card,order,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type
tg:lhps:42397,c36ffa9b-bf17-5913-992c-9b5461962379,ISAAR_Relations,1,au::17525,{'url': 'https://anet.be/record/isaarlh/au::17525'},kw,Organisatie,Stedelijke Openbare Bibliotheken,Trefwoord
tg:lhps:13232,2d138a5f-f57d-5dd6-a2ad-96899eabb14c,ISAAR_Relations,1,au::44801,{'url': 'https://anet.be/record/isaarlh/au::44801'},dr,Organisatie,Hussein,Drukker
tg:lhps:13232,2d138a5f-f57d-5dd6-a2ad-96899eabb14c,ISAAR_Relations,2,au::10519,{'url': 'https://anet.be/record/isaarlh/au::10519'},kw,Organisatie,Koninklijke Nederlandse Schouwburg,Trefwoord
tg:lhps:13232,2d138a5f-f57d-5dd6-a2ad-96899eabb14c,ISAAR_Relations,3,au::12524,{'url': 'https://anet.be/record/isaarlh/au::12524'},kw,Persoon,Frans Meire,Trefwoord
tg:lhps:13232,2d138a5f-f57d-5dd6-a2ad-96899eabb14c,ISAAR_Relations,4,au::13268,{'url': 'https://anet.be/record/isaarlh/au::13268'},kw,Persoon,Multatuli,Trefwoord
tg:lhps:13232,2d138a5f-f57d-5dd6-a2ad-96899eabb14c,ISAAR_Relations,5,au::4333,{'url': 'https://anet.be/record/isaarlh/au::4333'},kw,Persoon,Hendrik Conscience,Trefwoord
tg:lhps:45452,54e487c2-d9a2-5bc9-9bfd-fff37c832817,ISAAR_Relations,1,au::9421,{'url': 'https://anet.be/record/isaarlh/au::9421'},kw,Organisatie,Internationaal Zeemanshuis,Trefwoord
tg:lhps:22996,8c9337a6-1fd9-51cd-9df9-d84d20144d84,ISAAR_Relations,1,au::10762,{'url': 'https://anet.be/record/isaarlh/au::10762'},kw,Organisatie,Kunstkamer Manebrugge,Trefwoord
tg:lhps:47195,73342a2f-8adb-5759-bf27-b4749aee9845,ISAAR_Relations,1,au::56764,{'url': 'https://anet.be/record/isaarlh/au::56764'},ds,Persoon,Kris Demey,Ontwerper
tg:lhps:47195,73342a2f-8adb-5759-bf27-b4749aee9845,ISAAR_Relations,2,au::9707,{'url': 'https://anet.be/record/isaarlh/au::9707'},kw,Organisatie,Jeugdboekenweek,Trefwoord
tg:lhps:729,528c7092-4e99-5cf9-be4f-7d9121f0906c,ISAAR_Relations,1,au::1473,{'url': 'https://anet.be/record/isaarlh/au::1473'},kw,Organisatie,Belgisches Haus,Trefwoord
tg:lhps:729,528c7092-4e99-5cf9-be4f-7d9121f0906c,ISAAR_Relations,2,au::19047,{'url': 'https://anet.be/record/isaarlh/au::19047'},kw,Persoon,Jan Vanriet,Trefwoord
tg:lhps:16030,8f37cfbe-cfae-53da-9474-1a3809bb9a7e,ISAAR_Relations,1,au::520,{'url': 'https://anet.be/record/isaarlh/au::520'},kw,Organisatie,Antverpiano,Trefwoord
tg:lhps:40650,b2906926-4eef-5eb2-8a1d-c9e1ae7ea664,ISAAR_Relations,1,au::46093,{'url': 'https://anet.be/record/isaarlh/au::46093'},dr,Organisatie,Rapid,Drukker
tg:lhps:40650,b2906926-4eef-5eb2-8a1d-c9e1ae7ea664,ISAAR_Relations,2,au::20016,{'url': 'https://anet.be/record/isaarlh/au::20016'},kw,Organisatie,De Violieren [Rederijkerskamer],Trefwoord
tg:lhps:40650,b2906926-4eef-5eb2-8a1d-c9e1ae7ea664,ISAAR_Relations,3,au::43021,{'url': 'https://anet.be/record/isaarlh/au::43021'},kw,Persoon,Jos Wegge,Trefwoord
tg:lhps:41942,cbfcbe77-a2e3-5cd3-a0d2-a8f7d5048991,ISAAR_Relations,1,au::10243,{'url': 'https://anet.be/record/isaarlh/au::10243'},ds,Persoon,Julian Key,Ontwerper
tg:lhps:41942,cbfcbe77-a2e3-5cd3-a0d2-a8f7d5048991,ISAAR_Relations,2,au::44644,{'url': 'https://anet.be/record/isaarlh/au::44644'},dr,Organisatie,J. de Grève & Co,Drukker
tg:lhps:41942,cbfcbe77-a2e3-5cd3-a0d2-a8f7d5048991,ISAAR_Relations,3,au::100105,{'url': 'https://anet.be/record/isaarlh/au::100105'},kw,Plaatsen,Brussel,Trefwoord
tg:lhps:21343,cf2f2475-7f87-5466-a578-33c7e7be517e,ISAAR_Relations,1,au::18733,{'url': 'https://anet.be/record/isaarlh/au::18733'},kw,Organisatie,Universitaire Instelling Antwerpen,Trefwoord
tg:lhps:54243,b4fb8056-312b-5f94-a0f2-20110061834f,ISAAR_Relations,1,au::8771,{'url': 'https://anet.be/record/isaarlh/au::8771'},kw,Organisatie,Hessenhuis,Trefwoord
tg:lhps:54243,b4fb8056-312b-5f94-a0f2-20110061834f,ISAAR_Relations,2,au::18148,{'url': 'https://anet.be/record/isaarlh/au::18148'},kw,Organisatie,Tentoonstellingen Beeldhouwkunst,Trefwoord
tg:lhps:54243,b4fb8056-312b-5f94-a0f2-20110061834f,ISAAR_Relations,3,au::10481,{'url': 'https://anet.be/record/isaarlh/au::10481'},kw,Organisatie,Koninklijke Academie voor Schone Kunsten [Antwerpen],Trefwoord
tg:lhps:54243,b4fb8056-312b-5f94-a0f2-20110061834f,ISAAR_Relations,4,au::46277,{'url': 'https://anet.be/record/isaarlh/au::46277'},kw,Persoon,Koen de Cauter,Trefwoord
tg:lhps:29773,abd1628e-c49b-5615-acf4-6a0e517fd9af,ISAAR_Relations,1,au::100218,{'url': 'https://anet.be/record/isaarlh/au::100218'},kw,Plaatsen,Mariekerke,Trefwoord
tg:lhps:53586,81ed1814-e5a1-54d7-bb87-89c0b5c88837,ISAAR_Relations,1,au::6501,{'url': 'https://anet.be/record/isaarlh/au::6501'},dr,Organisatie,Excelsior,Drukker
tg:lhps:53586,81ed1814-e5a1-54d7-bb87-89c0b5c88837,ISAAR_Relations,2,au::3664,{'url': 'https://anet.be/record/isaarlh/au::3664'},kw,Persoon,Frans van Cauwelaert,Trefwoord
tg:lhps:48260,a23d8928-a726-5918-b71d-996d5fee8a1b,ISAAR_Relations,1,au::8053,{'url': 'https://anet.be/record/isaarlh/au::8053'},kw,Persoon,Luuk Gruwez,Trefwoord
tg:lhps:48260,a23d8928-a726-5918-b71d-996d5fee8a1b,ISAAR_Relations,2,au::48836,{'url': 'https://anet.be/record/isaarlh/au::48836'},kw,Evenement,Het Groot Beschrijf,Trefwoord
tg:lhps:28861,adf89f7b-b008-50d5-a7eb-08e2c10e5d23,ISAAR_Relations,1,au::14495,{'url': 'https://anet.be/record/isaarlh/au::14495'},kw,Persoon,Hippoliet van Peene,Trefwoord
tg:lhps:28861,adf89f7b-b008-50d5-a7eb-08e2c10e5d23,ISAAR_Relations,2,au::18238,{'url': 'https://anet.be/record/isaarlh/au::18238'},kw,Organisatie,Theater op Zolder,Trefwoord
tg:lhps:28861,adf89f7b-b008-50d5-a7eb-08e2c10e5d23,ISAAR_Relations,3,au::6345,{'url': 'https://anet.be/record/isaarlh/au::6345'},kw,Persoon,Fred Engelen,Trefwoord
tg:lhps:32095,d3641323-a5b0-5af3-b5ef-98834690fd96,ISAAR_Relations,1,au::58787,{'url': 'https://anet.be/record/isaarlh/au::58787'},ds,Persoon,Frederick Maxfield Parrish,Ontwerper
tg:lhps:32095,d3641323-a5b0-5af3-b5ef-98834690fd96,ISAAR_Relations,2,au::61025,{'url': 'https://anet.be/record/isaarlh/au::61025'},kw,Algemeen,"Reclame (periodieken, USA)",Trefwoord
tg:lhps:6523,e864df67-7a2f-5c56-9b5a-5095c9bea5c8,ISAAR_Relations,1,au::15236,{'url': 'https://anet.be/record/isaarlh/au::15236'},kw,Organisatie,Provinciaal Museum Constant Permeke,Trefwoord
tg:lhps:6523,e864df67-7a2f-5c56-9b5a-5095c9bea5c8,ISAAR_Relations,2,au::19213,{'url': 'https://anet.be/record/isaarlh/au::19213'},kw,Persoon,Emile Veranneman,Trefwoord
tg:lhps:51411,e949166d-3172-5e4a-bb0b-b75285d96794,ISAAR_Relations,1,au::50251,{'url': 'https://anet.be/record/isaarlh/au::50251'},kw,Organisatie,Vlaams Instituut voor het Zelfstandig Ondernemen,Trefwoord
tg:lhps:51411,e949166d-3172-5e4a-bb0b-b75285d96794,ISAAR_Relations,2,au::245,{'url': 'https://anet.be/record/isaarlh/au::245'},kw,Organisatie,Alden Biesen,Trefwoord
tg:lhps:30102,59c8bf1e-503c-5024-80af-3d2b60ae2e26,ISAAR_Relations,1,au::58704,{'url': 'https://anet.be/record/isaarlh/au::58704'},ds,Persoon,Richard McGuire,Ontwerper
tg:lhps:30102,59c8bf1e-503c-5024-80af-3d2b60ae2e26,ISAAR_Relations,2,au::17813,{'url': 'https://anet.be/record/isaarlh/au::17813'},kw,Algemeen,Strips,Trefwoord
tg:lhps:30102,59c8bf1e-503c-5024-80af-3d2b60ae2e26,ISAAR_Relations,3,au::58672,{'url': 'https://anet.be/record/isaarlh/au::58672'},kw,Organisatie,Prospekta - Culturele affichewedstrijd 2007-2008,Trefwoord
tg:lhps:6489,aeb9ca95-a323-5689-8e5e-04600caeaa00,ISAAR_Relations,1,au::15035,{'url': 'https://anet.be/record/isaarlh/au::15035'},ds,Persoon,Gerard Portielje,Ontwerper
tg:lhps:6489,aeb9ca95-a323-5689-8e5e-04600caeaa00,ISAAR_Relations,2,au::44832,{'url': 'https://anet.be/record/isaarlh/au::44832'},dr,Organisatie,Ratinckx Frères,Drukker
tg:lhps:6489,aeb9ca95-a323-5689-8e5e-04600caeaa00,ISAAR_Relations,3,au::44832,{'url': 'https://anet.be/record/isaarlh/au::44832'},kw,Organisatie,Ratinckx Frères,Trefwoord
tg:lhps:6489,aeb9ca95-a323-5689-8e5e-04600caeaa00,ISAAR_Relations,4,au::61172,{'url': 'https://anet.be/record/isaarlh/au::61172'},kw,Algemeen,Reclame (drukkerijen),Trefwoord
tg:lhps:3371,8fcadac7-c8cf-5d41-b13e-11c77d2a1ad5,ISAAR_Relations,1,au::44622,{'url': 'https://anet.be/record/isaarlh/au::44622'},ds,Persoon,Bruno Godon,Ontwerper
tg:lhps:3371,8fcadac7-c8cf-5d41-b13e-11c77d2a1ad5,ISAAR_Relations,2,au::45415,{'url': 'https://anet.be/record/isaarlh/au::45415'},kw,Persoon,François Eduard Verhulst,Trefwoord
tg:lhps:3371,8fcadac7-c8cf-5d41-b13e-11c77d2a1ad5,ISAAR_Relations,3,au::9199,{'url': 'https://anet.be/record/isaarlh/au::9199'},kw,Organisatie,Huis Hellemans,Trefwoord
tg:lhps:683,b362c266-7802-5e2c-8e99-b118e5f8c762,ISAAR_Relations,1,au::6501,{'url': 'https://anet.be/record/isaarlh/au::6501'},dr,Organisatie,Excelsior,Drukker
tg:lhps:683,b362c266-7802-5e2c-8e99-b118e5f8c762,ISAAR_Relations,2,au::1459,{'url': 'https://anet.be/record/isaarlh/au::1459'},kw,Organisatie,Belgische Socialistische Partij,Trefwoord
tg:lhps:683,b362c266-7802-5e2c-8e99-b118e5f8c762,ISAAR_Relations,3,au::44547,{'url': 'https://anet.be/record/isaarlh/au::44547'},kw,Algemeen,Verkiezingen 1961,Trefwoord
tg:lhps:683,b362c266-7802-5e2c-8e99-b118e5f8c762,ISAAR_Relations,4,au::44549,{'url': 'https://anet.be/record/isaarlh/au::44549'},kw,Persoon,Achille Reintjens,Trefwoord
tg:lhps:683,b362c266-7802-5e2c-8e99-b118e5f8c762,ISAAR_Relations,5,au::71,{'url': 'https://anet.be/record/isaarlh/au::71'},kw,Persoon,Achiel van Acker,Trefwoord
tg:lhps:45002,df18cc73-b836-5d25-b31f-e2d06c18827b,ISAAR_Relations,1,au::7262,{'url': 'https://anet.be/record/isaarlh/au::7262'},ds,Persoon,Johan van Geluwe,Ontwerper
tg:lhps:13662,3a86188e-49d1-5143-bf96-ee7eacd27e65,ISAAR_Relations,1,au::19428,{'url': 'https://anet.be/record/isaarlh/au::19428'},ds,Persoon,Juliaan Verelst,Ontwerper
tg:lhps:13662,3a86188e-49d1-5143-bf96-ee7eacd27e65,ISAAR_Relations,2,au::47621,{'url': 'https://anet.be/record/isaarlh/au::47621'},dr,Organisatie,De Smedt,Drukker
tg:lhps:13662,3a86188e-49d1-5143-bf96-ee7eacd27e65,ISAAR_Relations,3,au::10543,{'url': 'https://anet.be/record/isaarlh/au::10543'},kw,Organisatie,Koninklijke Vlaamse Schouwburg,Trefwoord
tg:lhps:13662,3a86188e-49d1-5143-bf96-ee7eacd27e65,ISAAR_Relations,4,au::14692,{'url': 'https://anet.be/record/isaarlh/au::14692'},kw,Persoon,Anton Peters,Trefwoord
tg:lhps:12970,c69ad6eb-d519-5370-b892-182726872abd,ISAAR_Relations,1,au::4712,{'url': 'https://anet.be/record/isaarlh/au::4712'},kw,Organisatie,Cultureel Centrum Berchem,Trefwoord
tg:lhps:59021,959eaa13-0eaa-5a72-85d0-4303addd3681,ISAAR_Relations,1,au::57480,{'url': 'https://anet.be/record/isaarlh/au::57480'},ds,Organisatie,Leopold en Zonen,Ontwerper
tg:lhps:59021,959eaa13-0eaa-5a72-85d0-4303addd3681,ISAAR_Relations,2,au::108551,{'url': 'https://anet.be/record/isaarlh/au::108551'},fo,Persoon,Phile Deprez,Fotograaf
tg:lhps:59021,959eaa13-0eaa-5a72-85d0-4303addd3681,ISAAR_Relations,3,au::54711,{'url': 'https://anet.be/record/isaarlh/au::54711'},kw,Persoon,Jan Arends,Trefwoord
tg:lhps:59021,959eaa13-0eaa-5a72-85d0-4303addd3681,ISAAR_Relations,4,au::12124,{'url': 'https://anet.be/record/isaarlh/au::12124'},kw,Organisatie,Malpertuis [Toneelgroep],Trefwoord
tg:lhps:59021,959eaa13-0eaa-5a72-85d0-4303addd3681,ISAAR_Relations,5,au::13433,{'url': 'https://anet.be/record/isaarlh/au::13433'},kw,Organisatie,Nationaal Eigentijds Teater,Trefwoord
tg:lhps:59021,959eaa13-0eaa-5a72-85d0-4303addd3681,ISAAR_Relations,6,au::45295,{'url': 'https://anet.be/record/isaarlh/au::45295'},kw,Persoon,Pierre Callens,Trefwoord
tg:lhps:21713,cb830c18-051c-547d-b66f-6d27abc54b1d,ISAAR_Relations,1,au::14116,{'url': 'https://anet.be/record/isaarlh/au::14116'},kw,Organisatie,Openluchtmuseum der Beeldhouwkunst Middelheim,Trefwoord
tg:lhps:21713,cb830c18-051c-547d-b66f-6d27abc54b1d,ISAAR_Relations,2,au::10533,{'url': 'https://anet.be/record/isaarlh/au::10533'},kw,Organisatie,Koninklijke Tuin- en Landbouwmaatschappij van Antwerpen,Trefwoord
tg:lhps:21713,cb830c18-051c-547d-b66f-6d27abc54b1d,ISAAR_Relations,3,au::18156,{'url': 'https://anet.be/record/isaarlh/au::18156'},kw,Organisatie,Tentoonstellingen Flora en Fauna,Trefwoord
tg:lhps:20801,e20cca8a-dacb-5e56-86fc-eea257087513,ISAAR_Relations,1,au::8149,{'url': 'https://anet.be/record/isaarlh/au::8149'},kw,Persoon,Maurice Haccuria,Trefwoord
tg:lhps:379,a31f4b61-a71c-585d-8258-367dea709e1c,ISAAR_Relations,1,au::44441,{'url': 'https://anet.be/record/isaarlh/au::44441'},kw,Organisatie,Antwerpen [Volksgezondheid],Trefwoord
tg:lhps:40200,ffa01a01-8561-5e00-a849-6629810395e5,ISAAR_Relations,1,au::13549,{'url': 'https://anet.be/record/isaarlh/au::13549'},kw,Organisatie,Nederlands Klassiek Verbond,Trefwoord
tg:lhps:16460,e75534b7-b093-5857-9956-2f24648b23a3,ISAAR_Relations,1,au::1978,{'url': 'https://anet.be/record/isaarlh/au::1978'},kw,Persoon,Theo Blickx,Trefwoord
tg:lhps:9286,39ab6b52-f461-5f7d-a1cc-28b546e10573,ISAAR_Relations,1,au::11866,{'url': 'https://anet.be/record/isaarlh/au::11866'},ds,Persoon,Simone Lutgen,Ontwerper
tg:lhps:9286,39ab6b52-f461-5f7d-a1cc-28b546e10573,ISAAR_Relations,2,au::23103,{'url': 'https://anet.be/record/isaarlh/au::23103'},dr,Organisatie,Drukkerij en Publiciteit Bernaerts,Drukker
tg:lhps:9286,39ab6b52-f461-5f7d-a1cc-28b546e10573,ISAAR_Relations,3,au::13406,{'url': 'https://anet.be/record/isaarlh/au::13406'},kw,Persoon,Jet Naessens,Trefwoord
tg:lhps:9286,39ab6b52-f461-5f7d-a1cc-28b546e10573,ISAAR_Relations,4,au::16126,{'url': 'https://anet.be/record/isaarlh/au::16126'},kw,Persoon,Ben Royaards,Trefwoord
tg:lhps:9286,39ab6b52-f461-5f7d-a1cc-28b546e10573,ISAAR_Relations,5,au::20522,{'url': 'https://anet.be/record/isaarlh/au::20522'},kw,Persoon,Bert Voeten,Trefwoord
tg:lhps:9286,39ab6b52-f461-5f7d-a1cc-28b546e10573,ISAAR_Relations,6,au::22381,{'url': 'https://anet.be/record/isaarlh/au::22381'},kw,Organisatie,Koninklijke Nederlandse Schouwburg,Trefwoord
tg:lhps:9286,39ab6b52-f461-5f7d-a1cc-28b546e10573,ISAAR_Relations,7,au::6345,{'url': 'https://anet.be/record/isaarlh/au::6345'},kw,Persoon,Fred Engelen,Trefwoord
tg:lhps:9286,39ab6b52-f461-5f7d-a1cc-28b546e10573,ISAAR_Relations,8,au::9482,{'url': 'https://anet.be/record/isaarlh/au::9482'},kw,Persoon,Lode Ivo,Trefwoord
tg:lhps:13398,d36fcc70-f011-5012-bc6d-59e9661c1e7a,ISAAR_Relations,1,au::10543,{'url': 'https://anet.be/record/isaarlh/au::10543'},kw,Organisatie,Koninklijke Vlaamse Schouwburg,Trefwoord
tg:lhps:48630,a0b28386-23aa-5ff3-b9b1-e341b8db24ac,ISAAR_Relations,1,au::53317,{'url': 'https://anet.be/record/isaarlh/au::53317'},ds,Persoon,Johan de Wit,Ontwerper
tg:lhps:48630,a0b28386-23aa-5ff3-b9b1-e341b8db24ac,ISAAR_Relations,2,au::50163,{'url': 'https://anet.be/record/isaarlh/au::50163'},kw,Organisatie,Museum Dr. Guislain,Trefwoord
tg:lhps:35300,3fdd75ce-7126-5955-801a-bf2545e3e100,ISAAR_Relations,1,au::6754,{'url': 'https://anet.be/record/isaarlh/au::6754'},kw,Algemeen,Film,Trefwoord
tg:lhps:55901,c9601883-4615-5194-9521-89605be430e0,ISAAR_Relations,1,au::107144,{'url': 'https://anet.be/record/isaarlh/au::107144'},ds,Persoon,Greet Verhasselt,Ontwerper
tg:lhps:55901,c9601883-4615-5194-9521-89605be430e0,ISAAR_Relations,2,au::9698,{'url': 'https://anet.be/record/isaarlh/au::9698'},kw,Organisatie,Jeugd en Dans,Trefwoord
tg:lhps:55901,c9601883-4615-5194-9521-89605be430e0,ISAAR_Relations,3,au::17447,{'url': 'https://anet.be/record/isaarlh/au::17447'},kw,Organisatie,Stadsschouwburg [Antwerpen],Trefwoord
tg:lhps:19795,7079d3b8-c42d-5792-8e61-e168bdabd9f7,ISAAR_Relations,1,au::23103,{'url': 'https://anet.be/record/isaarlh/au::23103'},dr,Organisatie,Drukkerij en Publiciteit Bernaerts,Drukker
tg:lhps:19795,7079d3b8-c42d-5792-8e61-e168bdabd9f7,ISAAR_Relations,2,au::6262,{'url': 'https://anet.be/record/isaarlh/au::6262'},kw,Organisatie,Elckerlyc-Genootschap,Trefwoord
tg:lhps:6173,5d6af07c-0711-585b-89b7-f3f1ba9f50c3,ISAAR_Relations,1,au::23103,{'url': 'https://anet.be/record/isaarlh/au::23103'},dr,Organisatie,Drukkerij en Publiciteit Bernaerts,Drukker
tg:lhps:6173,5d6af07c-0711-585b-89b7-f3f1ba9f50c3,ISAAR_Relations,2,au::14051,{'url': 'https://anet.be/record/isaarlh/au::14051'},kw,Andere,Oorlog 1914-1918,Trefwoord
tg:lhps:6173,5d6af07c-0711-585b-89b7-f3f1ba9f50c3,ISAAR_Relations,3,au::20694,{'url': 'https://anet.be/record/isaarlh/au::20694'},kw,Persoon,Jan Baptist de Vos,Trefwoord
tg:lhps:6173,5d6af07c-0711-585b-89b7-f3f1ba9f50c3,ISAAR_Relations,4,au::100141,{'url': 'https://anet.be/record/isaarlh/au::100141'},kw,Plaatsen,Antwerpen,Trefwoord
tg:lhps:18887,8395a9e3-2a12-52f6-b5f0-7d47afbb8c60,ISAAR_Relations,1,au::39972,{'url': 'https://anet.be/record/isaarlh/au::39972'},kw,Organisatie,Concordia [Brussel],Trefwoord
tg:lhps:18887,8395a9e3-2a12-52f6-b5f0-7d47afbb8c60,ISAAR_Relations,2,au::4982,{'url': 'https://anet.be/record/isaarlh/au::4982'},kw,Organisatie,Davidsfonds,Trefwoord
tg:lhps:29323,b17ea09e-5207-5ab5-a8f6-48b1e02d1e81,ISAAR_Relations,1,au::44316,{'url': 'https://anet.be/record/isaarlh/au::44316'},kw,Organisatie,Antwerpen [Administratie],Trefwoord
tg:lhps:2999,3658960c-5aff-5f22-b543-9bdce511d66d,ISAAR_Relations,1,au::11718,{'url': 'https://anet.be/record/isaarlh/au::11718'},kw,Persoon,Bernd Lohaus,Trefwoord
tg:lhps:2999,3658960c-5aff-5f22-b543-9bdce511d66d,ISAAR_Relations,2,au::14324,{'url': 'https://anet.be/record/isaarlh/au::14324'},kw,Persoon,Panamarenko,Trefwoord
tg:lhps:2999,3658960c-5aff-5f22-b543-9bdce511d66d,ISAAR_Relations,3,au::19356,{'url': 'https://anet.be/record/isaarlh/au::19356'},kw,Persoon,Wout Vercammen,Trefwoord
tg:lhps:2999,3658960c-5aff-5f22-b543-9bdce511d66d,ISAAR_Relations,4,au::8364,{'url': 'https://anet.be/record/isaarlh/au::8364'},kw,Algemeen,Happenings,Trefwoord
tg:lhps:2999,3658960c-5aff-5f22-b543-9bdce511d66d,ISAAR_Relations,5,au::8840,{'url': 'https://anet.be/record/isaarlh/au::8840'},kw,Persoon,Hugo Heyrman,Trefwoord
tg:lhps:54613,61777f10-ec42-507e-8410-4704d38e58c9,ISAAR_Relations,1,au::44744,{'url': 'https://anet.be/record/isaarlh/au::44744'},dr,Organisatie,F. Tytgat,Drukker
tg:lhps:54613,61777f10-ec42-507e-8410-4704d38e58c9,ISAAR_Relations,2,au::13458,{'url': 'https://anet.be/record/isaarlh/au::13458'},kw,Organisatie,Nationaal Toneel van België,Trefwoord
tg:lhps:54613,61777f10-ec42-507e-8410-4704d38e58c9,ISAAR_Relations,3,au::6345,{'url': 'https://anet.be/record/isaarlh/au::6345'},kw,Persoon,Fred Engelen,Trefwoord
tg:lhps:49922,8aa76993-09ca-5cdc-aba2-56b1c449c41e,ISAAR_Relations,1,au::10998,{'url': 'https://anet.be/record/isaarlh/au::10998'},ds,Persoon,Octave Landuyt,Ontwerper
tg:lhps:49922,8aa76993-09ca-5cdc-aba2-56b1c449c41e,ISAAR_Relations,2,au::42079,{'url': 'https://anet.be/record/isaarlh/au::42079'},dr,Organisatie,Drukkerij Louis Vanmelle,Drukker
tg:lhps:49922,8aa76993-09ca-5cdc-aba2-56b1c449c41e,ISAAR_Relations,3,au::15152,{'url': 'https://anet.be/record/isaarlh/au::15152'},kw,Organisatie,Prijs van de Jonge Belgische Schilderkunst,Trefwoord
