ResourceID,brocade.id,Acquisition Brocade ID,card,order,Acquisition Name,Acquisition Identifier
02f10796-1035-54b9-86dd-c8e357da8586,tg:lhps:10019,tr:lh:7284,Acquisitions,1,Oningeschreven gevonden in 1997,{'url':'https://id.letterenhuis.be/ark:/24970/02f10796-1035-54b9-86dd-c8e357da8586'}
030b3041-4dd1-5af0-aa16-df55cccfaf97,tg:lhps:55002,tr:lh:7317,Acquisitions,1,Archiefstukken van Koninklijke Nederlandse Schouwburg,{'url':'https://id.letterenhuis.be/ark:/24970/030b3041-4dd1-5af0-aa16-df55cccfaf97'}
035c1713-a675-5693-ba50-e6e908c6dfeb,tg:lhps:53247,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/035c1713-a675-5693-ba50-e6e908c6dfeb'}
0361573e-cca7-5d6c-9dc4-ba4d626e2b6f,tg:lhps:5358,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/0361573e-cca7-5d6c-9dc4-ba4d626e2b6f'}
03e1c8e1-0190-5f36-9c1f-003e819ff6b4,tg:lhps:52513,tr:lh:110437,Acquisitions,1,Verzameling affiches van diverse culturele activiteiten in Antwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/03e1c8e1-0190-5f36-9c1f-003e819ff6b4'}
03f1f695-a62b-5943-a9b2-e917ceb0114f,tg:lhps:60198,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/03f1f695-a62b-5943-a9b2-e917ceb0114f'}
06b4a639-2147-5926-a95b-03f112ee00e3,tg:lhps:12474,tr:lh:7634,Acquisitions,1,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/06b4a639-2147-5926-a95b-03f112ee00e3'}
09153703-cb7c-5021-9075-f4ebec0d8c09,tg:lhps:28836,tr:lh:9937,Acquisitions,1,Affichecollectie van het Volkskundemuseum,{'url':'https://id.letterenhuis.be/ark:/24970/09153703-cb7c-5021-9075-f4ebec0d8c09'}
09431a75-9eec-50c5-9d4b-fdf80b55a1eb,tg:lhps:19541,tr:lh:9938,Acquisitions,1,Affichecollectie van het Provinciaal Museum Sterckshof,{'url':'https://id.letterenhuis.be/ark:/24970/09431a75-9eec-50c5-9d4b-fdf80b55a1eb'}
09e380de-d9b8-5d0a-8f60-8ef0690b2e5c,tg:lhps:21969,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/09e380de-d9b8-5d0a-8f60-8ef0690b2e5c'}
09feead4-2677-5b31-89e6-97aeeb15f97a,tg:lhps:59133,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/09feead4-2677-5b31-89e6-97aeeb15f97a'}
0a24ace7-89d3-57cd-99db-89c5a9787f51,tg:lhps:23391,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/0a24ace7-89d3-57cd-99db-89c5a9787f51'}
0abd62e7-67bc-560e-98b8-95e67a922adb,tg:lhps:30513,tr:lh:9936,Acquisitions,1,Affichecollectie van het Nationaal Scheepvaartmuseum,{'url':'https://id.letterenhuis.be/ark:/24970/0abd62e7-67bc-560e-98b8-95e67a922adb'}
0abd62e7-67bc-560e-98b8-95e67a922adb,tg:lhps:30513,tr:lh:9936,Acquisitions,2,Affichecollectie van het Nationaal Scheepvaartmuseum,{'url':'https://id.letterenhuis.be/ark:/24970/0abd62e7-67bc-560e-98b8-95e67a922adb'}
0ad45c26-68fb-5323-bc3b-fb49a76998ee,tg:lhps:61859,tr:lh:9936,Acquisitions,1,Affichecollectie van het Nationaal Scheepvaartmuseum,{'url':'https://id.letterenhuis.be/ark:/24970/0ad45c26-68fb-5323-bc3b-fb49a76998ee'}
0adc1c90-9496-5ff9-b425-b9c0d5360eb8,tg:lhps:22187,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/0adc1c90-9496-5ff9-b425-b9c0d5360eb8'}
0c7c2391-cb2c-5f35-9d1c-1a5fbefa18b9,tg:lhps:18215,tr:lh:9938,Acquisitions,1,Affichecollectie van het Provinciaal Museum Sterckshof,{'url':'https://id.letterenhuis.be/ark:/24970/0c7c2391-cb2c-5f35-9d1c-1a5fbefa18b9'}
0c955fbb-ab4a-5047-bf8b-b0e858a6e6ba,tg:lhps:31178,tr:lh:9936,Acquisitions,1,Affichecollectie van het Nationaal Scheepvaartmuseum,{'url':'https://id.letterenhuis.be/ark:/24970/0c955fbb-ab4a-5047-bf8b-b0e858a6e6ba'}
0d037e9b-5362-575f-8150-d11520a4d38b,tg:lhps:2167,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/0d037e9b-5362-575f-8150-d11520a4d38b'}
0d037e9b-5362-575f-8150-d11520a4d38b,tg:lhps:2167,tr:lh:7019,Acquisitions,2,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/0d037e9b-5362-575f-8150-d11520a4d38b'}
0e046e87-c909-5c38-a425-8cbed3ec7876,tg:lhps:59534,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/0e046e87-c909-5c38-a425-8cbed3ec7876'}
0ff9057d-56db-5f14-aa91-b28140a186e3,tg:lhps:15831,tr:lh:7634,Acquisitions,1,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/0ff9057d-56db-5f14-aa91-b28140a186e3'}
110d1c9b-b7b1-5b51-bcf5-b1200f83b1fa,tg:lhps:15427,tr:lh:7634,Acquisitions,1,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/110d1c9b-b7b1-5b51-bcf5-b1200f83b1fa'}
124db75b-26ec-5003-b448-980f26c1127c,tg:lhps:15759,tr:lh:7634,Acquisitions,1,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/124db75b-26ec-5003-b448-980f26c1127c'}
12cf2e4e-1847-5dc6-8e41-2f8754ad9a9e,tg:lhps:59164,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/12cf2e4e-1847-5dc6-8e41-2f8754ad9a9e'}
12f982f4-5303-55c5-8e20-23884b93d98a,tg:lhps:62326,tr:lh:140390,Acquisitions,1,Affiches Monty (1985-2020),{'url':'https://id.letterenhuis.be/ark:/24970/12f982f4-5303-55c5-8e20-23884b93d98a'}
1308cdab-fe04-5b1b-9a9d-f1838deae5a2,tg:lhps:49867,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/1308cdab-fe04-5b1b-9a9d-f1838deae5a2'}
13ef44e3-64be-5a15-ac8c-d8f8328afb9b,tg:lhps:59308,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/13ef44e3-64be-5a15-ac8c-d8f8328afb9b'}
141716e8-dfeb-5231-8f38-d62e8e3e35f4,tg:lhps:62371,tr:lh:140390,Acquisitions,1,Affiches Monty (1985-2020),{'url':'https://id.letterenhuis.be/ark:/24970/141716e8-dfeb-5231-8f38-d62e8e3e35f4'}
147267a8-dc24-5457-bb1a-38b14891d927,tg:lhps:3760,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/147267a8-dc24-5457-bb1a-38b14891d927'}
15195a32-54b4-5446-83fd-be30a8985ab4,tg:lhps:59830,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/15195a32-54b4-5446-83fd-be30a8985ab4'}
15350112-aa45-50d4-a8b0-7b969d1f9dd2,tg:lhps:14261,tr:lh:7632,Acquisitions,1,Oningeschreven gevonden in 2005,{'url':'https://id.letterenhuis.be/ark:/24970/15350112-aa45-50d4-a8b0-7b969d1f9dd2'}
15891c5c-4f4b-58f0-a13e-67db8c2a25e9,tg:lhps:24550,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/15891c5c-4f4b-58f0-a13e-67db8c2a25e9'}
15975adf-d19a-5c2a-890d-50558afc09dd,tg:lhps:49426,tr:lh:104035,Acquisitions,1,Affiches van Johan van Geluwe,{'url':'https://id.letterenhuis.be/ark:/24970/15975adf-d19a-5c2a-890d-50558afc09dd'}
160b53ea-b0d0-5d3c-add7-d37a0b87bf57,tg:lhps:5421,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/160b53ea-b0d0-5d3c-add7-d37a0b87bf57'}
1685c393-8a8e-5506-839b-f41f626bc8cc,tg:lhps:59076,tr:lh:139769,Acquisitions,1,Archief van Adolf Herckenrath,{'url':'https://id.letterenhuis.be/ark:/24970/1685c393-8a8e-5506-839b-f41f626bc8cc'}
176c0f17-d0ca-5211-81ab-127479bd0715,tg:lhps:10222,tr:lh:7284,Acquisitions,1,Oningeschreven gevonden in 1997,{'url':'https://id.letterenhuis.be/ark:/24970/176c0f17-d0ca-5211-81ab-127479bd0715'}
186ab135-9389-52d8-b119-f559f5be750d,tg:lhps:54490,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/186ab135-9389-52d8-b119-f559f5be750d'}
186ab599-edcc-5940-94c0-aaffe3085f05,tg:lhps:5499,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/186ab599-edcc-5940-94c0-aaffe3085f05'}
18e2a2e9-2f2f-5d1e-806c-f32e0c310a5f,tg:lhps:52285,tr:lh:110437,Acquisitions,1,Verzameling affiches van diverse culturele activiteiten in Antwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/18e2a2e9-2f2f-5d1e-806c-f32e0c310a5f'}
19df8e7a-ba4a-5e16-98c4-9398788a5764,tg:lhps:13459,tr:lh:7632,Acquisitions,1,Oningeschreven gevonden in 2005,{'url':'https://id.letterenhuis.be/ark:/24970/19df8e7a-ba4a-5e16-98c4-9398788a5764'}
19df8e7a-ba4a-5e16-98c4-9398788a5764,tg:lhps:13459,tr:lh:9037,Acquisitions,2,Archief van Clara Haesaert,{'url':'https://id.letterenhuis.be/ark:/24970/19df8e7a-ba4a-5e16-98c4-9398788a5764'}
1a644c92-6402-5977-8305-9260d00ced00,tg:lhps:55147,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/1a644c92-6402-5977-8305-9260d00ced00'}
1a8263e8-6f7b-5be9-997b-b5451661503f,tg:lhps:44994,tr:lh:9999,Acquisitions,1,Affichecollectie Museum Plantin-Moretus/Stedelijk Prentenkabinet,{'url':'https://id.letterenhuis.be/ark:/24970/1a8263e8-6f7b-5be9-997b-b5451661503f'}
1a8263e8-6f7b-5be9-997b-b5451661503f,tg:lhps:44994,tr:lh:9999,Acquisitions,2,Affichecollectie Museum Plantin-Moretus/Stedelijk Prentenkabinet,{'url':'https://id.letterenhuis.be/ark:/24970/1a8263e8-6f7b-5be9-997b-b5451661503f'}
1b03d25b-166e-5209-8164-6031a603c708,tg:lhps:27106,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/1b03d25b-166e-5209-8164-6031a603c708'}
1c4ff66e-ee68-531a-addc-0fd060665eee,tg:lhps:48221,tr:lh:9111,Acquisitions,1,Archief van Luuk Gruwez,{'url':'https://id.letterenhuis.be/ark:/24970/1c4ff66e-ee68-531a-addc-0fd060665eee'}
1cc527ec-ad66-5c79-a943-32da3404f5bf,tg:lhps:25838,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/1cc527ec-ad66-5c79-a943-32da3404f5bf'}
1e5becba-ed45-51b0-981b-5086573cf038,tg:lhps:6827,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/1e5becba-ed45-51b0-981b-5086573cf038'}
1e62e9ea-4acd-568c-8c4c-48578ac60d60,tg:lhps:9843,tr:lh:7284,Acquisitions,1,Oningeschreven gevonden in 1997,{'url':'https://id.letterenhuis.be/ark:/24970/1e62e9ea-4acd-568c-8c4c-48578ac60d60'}
1f743a49-7f13-57a5-89fc-f8b4b4c16d3f,tg:lhps:23329,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/1f743a49-7f13-57a5-89fc-f8b4b4c16d3f'}
2061362a-ab7a-5b83-a20b-a2fe9cd80203,tg:lhps:24815,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/2061362a-ab7a-5b83-a20b-a2fe9cd80203'}
212100b8-620f-558b-b94c-0073e57fffe4,tg:lhps:10275,tr:lh:7284,Acquisitions,1,Oningeschreven gevonden in 1997,{'url':'https://id.letterenhuis.be/ark:/24970/212100b8-620f-558b-b94c-0073e57fffe4'}
214e399c-e8c1-5116-bf65-07e80a1625fe,tg:lhps:11034,tr:lh:7282,Acquisitions,1,Oningeschreven gevonden in 1998,{'url':'https://id.letterenhuis.be/ark:/24970/214e399c-e8c1-5116-bf65-07e80a1625fe'}
21bddd4f-abc4-5e9f-a6bf-c3c643f88491,tg:lhps:51738,tr:lh:110437,Acquisitions,1,Verzameling affiches van diverse culturele activiteiten in Antwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/21bddd4f-abc4-5e9f-a6bf-c3c643f88491'}
21dc4522-6c39-52e7-9bf9-0da48824aa0c,tg:lhps:28070,tr:lh:9937,Acquisitions,1,Affichecollectie van het Volkskundemuseum,{'url':'https://id.letterenhuis.be/ark:/24970/21dc4522-6c39-52e7-9bf9-0da48824aa0c'}
2358c42e-bd7d-5396-af7b-d352631e3e1b,tg:lhps:52456,tr:lh:110437,Acquisitions,1,Verzameling affiches van diverse culturele activiteiten in Antwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/2358c42e-bd7d-5396-af7b-d352631e3e1b'}
235faebe-a26d-5a6a-ab1b-e82d6d5b80de,tg:lhps:46383,tr:lh:30822,Acquisitions,1,Affiches van de Culturele Affichewedstrijd 2010-2011,{'url':'https://id.letterenhuis.be/ark:/24970/235faebe-a26d-5a6a-ab1b-e82d6d5b80de'}
2380a449-06d0-5bd0-af7a-158b2445f5a6,tg:lhps:58149,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/2380a449-06d0-5bd0-af7a-158b2445f5a6'}
24292f54-271c-5875-8c53-006a390a6747,tg:lhps:7735,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/24292f54-271c-5875-8c53-006a390a6747'}
24d3daa5-fe8e-52de-ba0d-5e3589057035,tg:lhps:46045,tr:lh:30821,Acquisitions,1,Affiches van de Culturele Affichewedstrijd 2009-2010,{'url':'https://id.letterenhuis.be/ark:/24970/24d3daa5-fe8e-52de-ba0d-5e3589057035'}
2593e5ea-8f63-532c-b9a5-057192f24098,tg:lhps:27151,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/2593e5ea-8f63-532c-b9a5-057192f24098'}
264ec288-3975-59d4-8b70-7d6e1ccb916b,tg:lhps:22095,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/264ec288-3975-59d4-8b70-7d6e1ccb916b'}
26b28f33-375c-57c0-aea7-f5ebf297772e,tg:lhps:28973,tr:lh:9937,Acquisitions,1,Affichecollectie van het Volkskundemuseum,{'url':'https://id.letterenhuis.be/ark:/24970/26b28f33-375c-57c0-aea7-f5ebf297772e'}
26e2bfb9-a377-5fde-803b-f6796dfda662,tg:lhps:142,tr:lh:9937,Acquisitions,1,Affichecollectie van het Volkskundemuseum,{'url':'https://id.letterenhuis.be/ark:/24970/26e2bfb9-a377-5fde-803b-f6796dfda662'}
26ef6bff-09a9-56cb-a815-b18894507ba6,tg:lhps:22168,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/26ef6bff-09a9-56cb-a815-b18894507ba6'}
272225ac-e2de-59b2-b5a4-f219e2e6d97b,tg:lhps:9697,tr:lh:7284,Acquisitions,1,Oningeschreven gevonden in 1997,{'url':'https://id.letterenhuis.be/ark:/24970/272225ac-e2de-59b2-b5a4-f219e2e6d97b'}
293eed7a-eb0d-5c65-9c57-be904cddbc21,tg:lhps:6870,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/293eed7a-eb0d-5c65-9c57-be904cddbc21'}
29d0489f-d3f6-56a0-9bc3-16f4aec44b40,tg:lhps:44582,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/29d0489f-d3f6-56a0-9bc3-16f4aec44b40'}
2a552c91-6b66-5030-9462-b9fe50a1ae83,tg:lhps:11960,tr:lh:7748,Acquisitions,1,Archiefstukken van Behoud de Begeerte,{'url':'https://id.letterenhuis.be/ark:/24970/2a552c91-6b66-5030-9462-b9fe50a1ae83'}
2a81194f-5f95-5131-ad79-6c1aebc37159,tg:lhps:25496,tr:lh:9937,Acquisitions,2,Affichecollectie van het Volkskundemuseum,{'url':'https://id.letterenhuis.be/ark:/24970/2a81194f-5f95-5131-ad79-6c1aebc37159'}
2a85d178-0d10-5ba4-a7c5-d1632ba906d0,tg:lhps:52401,tr:lh:110437,Acquisitions,1,Verzameling affiches van diverse culturele activiteiten in Antwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/2a85d178-0d10-5ba4-a7c5-d1632ba906d0'}
2abd7dac-d425-543c-924c-688210a0f4df,tg:lhps:55686,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/2abd7dac-d425-543c-924c-688210a0f4df'}
2b5c5ea7-26b6-5e04-a952-b2b92dcfa490,tg:lhps:43640,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/2b5c5ea7-26b6-5e04-a952-b2b92dcfa490'}
2bd339a9-9d82-5e2b-bb9f-97e44c288456,tg:lhps:23407,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/2bd339a9-9d82-5e2b-bb9f-97e44c288456'}
2d138a5f-f57d-5dd6-a2ad-96899eabb14c,tg:lhps:13232,tr:lh:7632,Acquisitions,1,Oningeschreven gevonden in 2005,{'url':'https://id.letterenhuis.be/ark:/24970/2d138a5f-f57d-5dd6-a2ad-96899eabb14c'}
2d189109-ee43-5273-ad60-f004fbe972dd,tg:lhps:27917,tr:lh:9939,Acquisitions,1,Affiches van de Culturele Affichewedstrijd 2005-2006,{'url':'https://id.letterenhuis.be/ark:/24970/2d189109-ee43-5273-ad60-f004fbe972dd'}
2d6fcbb3-4b5c-58ff-afb5-b149c1d955ee,tg:lhps:24680,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/2d6fcbb3-4b5c-58ff-afb5-b149c1d955ee'}
2dd920ed-b21c-5d39-a89c-3afc5fd255c6,tg:lhps:50607,tr:lh:9943,Acquisitions,1,Archief van Jef Geeraerts,{'url':'https://id.letterenhuis.be/ark:/24970/2dd920ed-b21c-5d39-a89c-3afc5fd255c6'}
2e7765ec-16ad-55b9-afdd-fd37eb52610b,tg:lhps:17676,tr:lh:4813,Acquisitions,1,Archief van Katholieke Vlaamse Hogeschooluitbreiding,{'url':'https://id.letterenhuis.be/ark:/24970/2e7765ec-16ad-55b9-afdd-fd37eb52610b'}
2ea2f75d-ebc9-52e1-b22a-3ad800482211,tg:lhps:53197,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/2ea2f75d-ebc9-52e1-b22a-3ad800482211'}
2f552e9f-a2c4-509f-8f00-f12c2fdc538e,tg:lhps:55055,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/2f552e9f-a2c4-509f-8f00-f12c2fdc538e'}
2fa04bc8-adfe-5ec7-9c33-e71cb2d66ab5,tg:lhps:51807,tr:lh:110437,Acquisitions,1,Verzameling affiches van diverse culturele activiteiten in Antwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/2fa04bc8-adfe-5ec7-9c33-e71cb2d66ab5'}
3010492c-66cf-5453-b0fa-1426639dad0e,tg:lhps:52397,tr:lh:110437,Acquisitions,1,Verzameling affiches van diverse culturele activiteiten in Antwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/3010492c-66cf-5453-b0fa-1426639dad0e'}
30a38e0b-9c45-5449-8098-eada64d78f23,tg:lhps:54756,tr:lh:7326,Acquisitions,1,Archief van Koninklijke Vlaamse Opera,{'url':'https://id.letterenhuis.be/ark:/24970/30a38e0b-9c45-5449-8098-eada64d78f23'}
3110d861-8607-5211-9be1-2e842f7b9d77,tg:lhps:8993,tr:lh:7315,Acquisitions,1,Archiefstukken van Rik Lanckrock,{'url':'https://id.letterenhuis.be/ark:/24970/3110d861-8607-5211-9be1-2e842f7b9d77'}
32167abc-4381-5a6c-a5e6-55c247ec0d6e,tg:lhps:12618,tr:lh:7634,Acquisitions,1,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/32167abc-4381-5a6c-a5e6-55c247ec0d6e'}
32167abc-4381-5a6c-a5e6-55c247ec0d6e,tg:lhps:12618,tr:lh:7634,Acquisitions,2,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/32167abc-4381-5a6c-a5e6-55c247ec0d6e'}
328c1e3f-a6f4-5e6c-a76e-eb1e006aeb72,tg:lhps:21894,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/328c1e3f-a6f4-5e6c-a76e-eb1e006aeb72'}
3334a5d9-df11-551b-9bda-2621887f474c,tg:lhps:8090,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/3334a5d9-df11-551b-9bda-2621887f474c'}
33b73bef-649e-51bc-a014-7706dca214da,tg:lhps:12423,tr:lh:7634,Acquisitions,1,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/33b73bef-649e-51bc-a014-7706dca214da'}
34b8d835-7955-58ab-9b17-3b2aaf53c8e4,tg:lhps:8497,tr:lh:7055,Acquisitions,1,Oningeschreven gevonden in 1993,{'url':'https://id.letterenhuis.be/ark:/24970/34b8d835-7955-58ab-9b17-3b2aaf53c8e4'}
35add78b-9dd5-536e-ada0-5d8461e1523e,tg:lhps:7559,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/35add78b-9dd5-536e-ada0-5d8461e1523e'}
36361cec-64b9-5135-b2b2-23a68c4af7b8,tg:lhps:25091,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/36361cec-64b9-5135-b2b2-23a68c4af7b8'}
3658960c-5aff-5f22-b543-9bdce511d66d,tg:lhps:2999,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/3658960c-5aff-5f22-b543-9bdce511d66d'}
