ResourceID,brocade.id,card,order,source_field,Dimension Source Note
9b7353fd-82c9-510e-9e2f-56bb58d88ad9,tg:lhob:197,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,9
9b7353fd-82c9-510e-9e2f-56bb58d88ad9,tg:lhob:197,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"13,5"
d8ec86e7-3dd1-58b6-8ef5-0cda6f2106d8,tg:lhob:528,DimensionSourceNotes,1,kenmerken.lhdiamob,"9,5"
44e552c6-c31f-5bd1-99c9-0b205cec829e,tg:lhob:656,DimensionSourceNotes,1,kenmerken.lhdiamob,5
aace5079-d656-5063-aa96-7b87fd00e060,tg:lhob:713,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"3,2"
aace5079-d656-5063-aa96-7b87fd00e060,tg:lhob:713,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"11,3"
76a01cb8-b151-59c3-b593-b02b67de188f,tg:lhob:343,DimensionSourceNotes,1,kenmerken.lhdiamob,13 x 5
ea048364-6101-5492-bef4-6573a816a250,tg:lhob:590,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"3,8"
ea048364-6101-5492-bef4-6573a816a250,tg:lhob:590,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"8,7"
a319e252-eb18-5a27-80bb-fa2132d48bf9,tg:lhob:98,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,15
89346987-6164-5d91-94a1-ab22af09b8e9,tg:lhob:77,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,29
0f54d3fa-a71c-5e14-ba61-7ea676a233b3,tg:lhob:640,DimensionSourceNotes,1,kenmerken.lhdiamob,5
11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce,tg:lhob:355,DimensionSourceNotes,1,kenmerken.lhdiamob,"12,5"
ec713338-1901-5c95-a827-fe2fdffe9b37,tg:lhob:705,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"21,5"
ec713338-1901-5c95-a827-fe2fdffe9b37,tg:lhob:705,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"13,6"
675fe7d4-2f9c-544a-8e6a-0b763f40e77b,tg:lhob:586,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,6
675fe7d4-2f9c-544a-8e6a-0b763f40e77b,tg:lhob:586,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"6,3"
978c5a2b-bb23-5f2c-b10f-d690ec1d52ce,tg:lhob:569,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"1,5"
978c5a2b-bb23-5f2c-b10f-d690ec1d52ce,tg:lhob:569,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,5
ea53cb96-164a-5f60-9d88-a1fab88260d0,tg:lhob:139,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"4,2"
ea53cb96-164a-5f60-9d88-a1fab88260d0,tg:lhob:139,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"1,4"
ea53cb96-164a-5f60-9d88-a1fab88260d0,tg:lhob:139,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"5,8"
c2b8a3e8-a46f-5bf6-96e7-c8d288dabfe0,tg:lhob:617,DimensionSourceNotes,1,kenmerken.lhdiamob,"6,5"
56f69663-9f7c-52d9-9357-879ddc002097,tg:lhob:302,DimensionSourceNotes,1,kenmerken.lhdiamob,"13,5 x 5"
036efff3-bcb1-5176-9ca3-d2a37c44220c,tg:lhob:181,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,29
38df51fb-9845-55ec-8d64-a9bae16384eb,tg:lhob:549,DimensionSourceNotes,1,kenmerken.lhdiamob,"5,1"
f86a177c-40a0-5a3d-98e8-ee8114ddef11,tg:lhob:375,DimensionSourceNotes,1,kenmerken.lhdiamob,"3,2"
f86a177c-40a0-5a3d-98e8-ee8114ddef11,tg:lhob:375,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,5
bdf60c03-0152-5b5a-ab82-b62df1f7898b,tg:lhob:725,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,135
bdf60c03-0152-5b5a-ab82-b62df1f7898b,tg:lhob:725,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,52
bdf60c03-0152-5b5a-ab82-b62df1f7898b,tg:lhob:725,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,220
aa7620ed-b248-5012-801d-44af139e0277,tg:lhob:230,DimensionSourceNotes,1,kenmerken.lhdiamob,21
6568f72d-9329-5ca8-affd-da8775f9b2ca,tg:lhob:660,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"4,5"
6568f72d-9329-5ca8-affd-da8775f9b2ca,tg:lhob:660,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"5,8"
1e154e2a-486a-5acd-810e-4c7155cbbfa4,tg:lhob:288,DimensionSourceNotes,1,kenmerken.lhdiamob,31
40b73b50-6a75-5243-a771-c34a962e6579,tg:lhob:322,DimensionSourceNotes,1,kenmerken.lhdiamob,12
7d7fefa8-3307-51de-a7ac-da11e4248928,tg:lhob:637,DimensionSourceNotes,1,kenmerken.lhdiamob,15
8e45a706-94d5-5419-8a44-336e5610b60e,tg:lhob:267,DimensionSourceNotes,1,kenmerken.lhdiamob,4 x 6
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,7
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,2
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,7
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,DimensionSourceNotes,1,kenmerken.lhdiamob,"2,5"
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,6
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,3
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"6,5"
5369b966-631a-5143-9518-ea27c85249e3,tg:lhob:334,DimensionSourceNotes,1,kenmerken.lhdiamob,15 x 7
1bbe3e40-dd56-598f-a25d-262e4e247b86,tg:lhob:271,DimensionSourceNotes,1,kenmerken.lhdiamob,"10,5"
a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,tg:lhob:699,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"14,5"
a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,tg:lhob:699,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,5
06921aaa-1516-5f27-a96a-bf985f5e3171,tg:lhob:363,DimensionSourceNotes,1,kenmerken.lhdiamob,14
2eae7de6-e530-56a3-acf9-d6e9b56384d3,tg:lhob:676,DimensionSourceNotes,1,kenmerken.lhdiamob,5
1e5a2451-acba-564b-95bc-c7b12f049888,tg:lhob:226,DimensionSourceNotes,1,kenmerken.lhdiamob,15
38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,tg:lhob:174,DimensionSourceNotes,1,kenmerken.lhdiamob,2
38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,tg:lhob:174,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,6
f23cbd96-2b7d-5902-8a8e-1491530ffb68,tg:lhob:524,DimensionSourceNotes,1,kenmerken.lhdiamob,6
3e19ea84-4ecb-5977-9421-9ffa7cf127b1,tg:lhob:318,DimensionSourceNotes,1,kenmerken.lhdiamob,12
1f5bc828-1571-526d-8f90-d50114b812c8,tg:lhob:94,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"1,5"
1f5bc828-1571-526d-8f90-d50114b812c8,tg:lhob:94,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"2,5"
a008a896-b7c3-5d2f-ad98-597ad3ab33b1,tg:lhob:436,DimensionSourceNotes,1,kenmerken.lhdiamob,"2,2"
686aaaeb-90ba-5ddb-88fe-f13ac964755c,tg:lhob:573,DimensionSourceNotes,1,kenmerken.lhdiamob,5
93cb61b6-7711-5dfe-a061-569ac06464be,tg:lhob:123,DimensionSourceNotes,1,kenmerken.lhdiamob,"6,2"
93cb61b6-7711-5dfe-a061-569ac06464be,tg:lhob:123,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"6,5"
777e9212-d7a9-5501-8978-fd54e7f26c95,tg:lhob:420,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,4
777e9212-d7a9-5501-8978-fd54e7f26c95,tg:lhob:420,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"3,5"
68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,tg:lhob:565,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"4,8"
68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,tg:lhob:565,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,8
52ee1d6d-2804-50d3-bfd3-61042162ed3c,tg:lhob:709,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"8,5"
52ee1d6d-2804-50d3-bfd3-61042162ed3c,tg:lhob:709,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,8
52ee1d6d-2804-50d3-bfd3-61042162ed3c,tg:lhob:709,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"12,3"
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,DimensionSourceNotes,1,kenmerken.lhdiamob,16 x 7
c7135e38-584c-5a54-8836-5433378b28ad,tg:lhob:532,DimensionSourceNotes,1,kenmerken.lhdiamob,"5,1"
952bcc33-f731-577a-a040-d6d6e8c30fc0,tg:lhob:162,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,23
952bcc33-f731-577a-a040-d6d6e8c30fc0,tg:lhob:162,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"4,7"
6b25ae3c-1a1a-59a4-a776-a24cd0f9e1e6,tg:lhob:533,DimensionSourceNotes,1,kenmerken.lhdiamob,"2,7"
4eec1b20-1ac5-57c6-a991-8484d9324186,tg:lhob:163,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"23,2"
4eec1b20-1ac5-57c6-a991-8484d9324186,tg:lhob:163,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"7,8"
4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,tg:lhob:358,DimensionSourceNotes,1,kenmerken.lhdiamob,13 x 5
a65025e9-9d49-5cc7-8251-2302516bbdaa,tg:lhob:421,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,3
a65025e9-9d49-5cc7-8251-2302516bbdaa,tg:lhob:421,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"3,8"
168af78c-5e5c-5350-9eed-b281c25f187f,tg:lhob:134,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"4,5"
168af78c-5e5c-5350-9eed-b281c25f187f,tg:lhob:134,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"2,5"
168af78c-5e5c-5350-9eed-b281c25f187f,tg:lhob:134,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"6,2"
5b7bbf90-249a-50cd-b832-34789cc9fe4f,tg:lhob:564,DimensionSourceNotes,1,kenmerken.lhdiamob,5
ee505759-223f-5451-aee7-5fc99aa8e4c5,tg:lhob:95,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"4,5"
ee505759-223f-5451-aee7-5fc99aa8e4c5,tg:lhob:95,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,21
039e2f17-f200-5204-b703-688251042d88,tg:lhob:437,DimensionSourceNotes,1,kenmerken.lhdiamob,7
d6ddc6e0-bdbd-5df8-92e4-9f59bd1f9bb1,tg:lhob:572,DimensionSourceNotes,1,kenmerken.lhdiamob,6
689c4ad9-8332-5e66-b346-1bd7633425c9,tg:lhob:122,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,13
689c4ad9-8332-5e66-b346-1bd7633425c9,tg:lhob:122,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"6,5"
689c4ad9-8332-5e66-b346-1bd7633425c9,tg:lhob:122,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"2,5"
d04d6f12-b361-5dc9-9072-33c4896dc250,tg:lhob:319,DimensionSourceNotes,1,kenmerken.lhdiamob,14
807d1fa4-a90f-5284-81a1-aa30acf7bba9,tg:lhob:175,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"3,4"
807d1fa4-a90f-5284-81a1-aa30acf7bba9,tg:lhob:175,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,3
807d1fa4-a90f-5284-81a1-aa30acf7bba9,tg:lhob:175,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"6,5"
6168c962-3e49-5cc3-bc28-25b3366a6315,tg:lhob:525,DimensionSourceNotes,1,kenmerken.lhdiamob,6
eacb0b64-a631-5317-81ab-b07e5c5a0da5,tg:lhob:698,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,5
eacb0b64-a631-5317-81ab-b07e5c5a0da5,tg:lhob:698,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,3
eacb0b64-a631-5317-81ab-b07e5c5a0da5,tg:lhob:698,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,6
38bab78f-ccfe-5cc7-ba4a-274a5667314d,tg:lhob:362,DimensionSourceNotes,1,kenmerken.lhdiamob,11
ae4ddc15-90b6-5216-9c39-47a4d69fee0d,tg:lhob:677,DimensionSourceNotes,1,kenmerken.lhdiamob,7
68063590-95c5-5ec6-9f10-fd69b8b51b68,tg:lhob:227,DimensionSourceNotes,1,kenmerken.lhdiamob,14
d30cff16-d872-5c7e-a09f-b05ede5c5258,tg:lhob:335,DimensionSourceNotes,1,kenmerken.lhdiamob,11
f71795ce-64f8-5d14-bec0-e7aaea80989f,tg:lhob:270,DimensionSourceNotes,1,kenmerken.lhdiamob,"7,5"
0a65641d-3a81-502e-9c8b-d93c471274ed,tg:lhob:620,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,11
0a65641d-3a81-502e-9c8b-d93c471274ed,tg:lhob:620,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,4
a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,tg:lhob:159,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,9
a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,tg:lhob:159,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,4
a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,tg:lhob:159,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,12
c63e171d-b02a-5052-a9f0-769d01eaab54,tg:lhob:289,DimensionSourceNotes,1,kenmerken.lhdiamob,20
7a04ce32-968d-5c8a-b662-9c05ef366c53,tg:lhob:323,DimensionSourceNotes,1,kenmerken.lhdiamob,"6,5 x 5"
9f84eaea-8f76-5c81-89c1-c29bb01ac105,tg:lhob:636,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"2,4"
9f84eaea-8f76-5c81-89c1-c29bb01ac105,tg:lhob:636,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"4,5"
50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,tg:lhob:266,DimensionSourceNotes,1,kenmerken.lhdiamob,"3 x 5,5"
e183894d-04ce-5c3f-8300-1f4b0e083f34,tg:lhob:374,DimensionSourceNotes,1,kenmerken.lhdiamob,"7 x 4,5 x 4"
67ada668-af59-5fa5-b6b1-825fbac71ed9,tg:lhob:724,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,160
67ada668-af59-5fa5-b6b1-825fbac71ed9,tg:lhob:724,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,79
67ada668-af59-5fa5-b6b1-825fbac71ed9,tg:lhob:724,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,78
b06ff932-a1e4-562b-944e-cd87ab59530c,tg:lhob:231,DimensionSourceNotes,1,kenmerken.lhdiamob,11
3beb2575-8065-551e-8612-06b0c5e9c57f,tg:lhob:661,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"4,6"
3beb2575-8065-551e-8612-06b0c5e9c57f,tg:lhob:661,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"6,5"
58793a7e-9836-522b-8b8a-1017729be7dc,tg:lhob:548,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"1,5"
58793a7e-9836-522b-8b8a-1017729be7dc,tg:lhob:548,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,7
4733eafd-05ba-5af5-a904-4e28c8aada36,tg:lhob:118,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"12,5"
4733eafd-05ba-5af5-a904-4e28c8aada36,tg:lhob:118,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"7,5"
4733eafd-05ba-5af5-a904-4e28c8aada36,tg:lhob:118,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"1,5"
bcf2345c-5724-52f5-a3f5-5ea521ba4778,tg:lhob:180,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,30
6ff7a84d-0bc7-58a3-bd6c-db8914a0b969,tg:lhob:616,DimensionSourceNotes,1,kenmerken.lhdiamob,"6,9"
ad6695ec-5571-566c-9f72-acd025570b4b,tg:lhob:246,DimensionSourceNotes,1,kenmerken.lhdiamob,"17,5"
b4520af0-7898-544a-9886-b5820c65ceeb,tg:lhob:303,DimensionSourceNotes,1,kenmerken.lhdiamob,"15 x 4,5"
501d39d6-eef4-582a-94a0-3765a588a9f5,tg:lhob:587,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,4
501d39d6-eef4-582a-94a0-3765a588a9f5,tg:lhob:587,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"9,5"
ddfa8ec3-89c2-5026-a7bb-f357e70c29e3,tg:lhob:568,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"1,2"
ddfa8ec3-89c2-5026-a7bb-f357e70c29e3,tg:lhob:568,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"4,3"
b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,tg:lhob:138,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"5,2"
b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,tg:lhob:138,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"3,7"
b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,tg:lhob:138,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"6,5"
cf431aeb-e507-5698-a484-13bf523fa092,tg:lhob:641,DimensionSourceNotes,1,kenmerken.lhdiamob,5
5b44d137-90fb-5912-acbc-7f2608416c62,tg:lhob:354,DimensionSourceNotes,1,kenmerken.lhdiamob,11
6b25a3a8-b8c0-5231-b439-de5ca1494eba,tg:lhob:704,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,25
6b25a3a8-b8c0-5231-b439-de5ca1494eba,tg:lhob:704,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"11,5"
d7bb3ac7-a800-5e75-966b-4303219d8fca,tg:lhob:591,DimensionSourceNotes,1,kenmerken.lhdiamob,"7,5"
98a9cc57-28f0-55c4-a7cf-5d705ed9affb,tg:lhob:76,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,22
7f9aef31-a0d4-532d-8121-75b18dda09df,tg:lhob:657,DimensionSourceNotes,1,kenmerken.lhdiamob,"4,38"
6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,tg:lhob:712,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,36
6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,tg:lhob:712,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"34,8"
6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,tg:lhob:712,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"15,5"
04771dcb-2029-567a-a786-c76208457897,tg:lhob:529,DimensionSourceNotes,1,kenmerken.lhdiamob,8
06197111-d903-5b07-a309-644ae51214cf,tg:lhob:179,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,33
be4cb44a-ab21-5294-8c63-869c43a7b22f,tg:lhob:250,DimensionSourceNotes,1,kenmerken.lhdiamob,11
f9d08c90-afaf-5b15-8b6c-a1c568640b6e,tg:lhob:600,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"4,9"
f9d08c90-afaf-5b15-8b6c-a1c568640b6e,tg:lhob:600,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"6,9"
1eae5d10-a032-5efb-a639-ab64e06fbb97,tg:lhob:552,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"8,1"
1eae5d10-a032-5efb-a639-ab64e06fbb97,tg:lhob:552,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"5,1"
2acbdd19-0ecf-5e7c-8ba8-98a18c399fe7,tg:lhob:417,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,3
2acbdd19-0ecf-5e7c-8ba8-98a18c399fe7,tg:lhob:417,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,4
8385be39-85a8-5fba-9c5f-f5e84fa863dd,tg:lhob:694,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"3,2"
8385be39-85a8-5fba-9c5f-f5e84fa863dd,tg:lhob:694,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"3,2"
8385be39-85a8-5fba-9c5f-f5e84fa863dd,tg:lhob:694,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"17,5"
f09473bb-edce-5537-9304-fcefa20bb684,tg:lhob:381,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"9,5"
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,DimensionSourceNotes,1,kenmerken.lhdiamob,"4,5"
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,12
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,DimensionSourceNotes,1,kenmerken.lhdiamob,"6,5"
4b8cd6b0-c23e-5773-b628-5627132fa167,tg:lhob:293,DimensionSourceNotes,1,kenmerken.lhdiamob,14
63da0311-405d-55da-9844-690abd29fb62,tg:lhob:339,DimensionSourceNotes,1,kenmerken.lhdiamob,16 x 6
0f9ab033-daa7-5a85-9e4f-5810c8c3756c,tg:lhob:513,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"4,5"
0f9ab033-daa7-5a85-9e4f-5810c8c3756c,tg:lhob:513,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,6
5430d12d-0bd8-598a-9c2b-5a295e4a2ce2,tg:lhob:143,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"11,2"
5430d12d-0bd8-598a-9c2b-5a295e4a2ce2,tg:lhob:143,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"7,3"
5430d12d-0bd8-598a-9c2b-5a295e4a2ce2,tg:lhob:143,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"5,3"
88c67227-39f9-57d9-8c01-188757f0fc76,tg:lhob:285,DimensionSourceNotes,1,kenmerken.lhdiamob,16
17ac57cf-1bd2-5d54-9c05-744b762d7c70,tg:lhob:114,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"5,5"
