ResourceID,brocade.id,card,Start Date Type,Start Date,End Date,End Date Type
d8ec86e7-3dd1-58b6-8ef5-0cda6f2106d8,tg:lhob:528,ProductionTimeSpans,zonder datum,nan,nan,nan
f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,tg:lhob:482,ProductionTimeSpans,datum vóór,1984,nan,nan
44e552c6-c31f-5bd1-99c9-0b205cec829e,tg:lhob:656,ProductionTimeSpans,nan,1895,nan,nan
aace5079-d656-5063-aa96-7b87fd00e060,tg:lhob:713,ProductionTimeSpans,zonder datum,nan,nan,nan
76a01cb8-b151-59c3-b593-b02b67de188f,tg:lhob:343,ProductionTimeSpans,datum vóór,1922,nan,nan
ea048364-6101-5492-bef4-6573a816a250,tg:lhob:590,ProductionTimeSpans,nan,1909,nan,nan
a319e252-eb18-5a27-80bb-fa2132d48bf9,tg:lhob:98,ProductionTimeSpans,circa,1940,nan,nan
89346987-6164-5d91-94a1-ab22af09b8e9,tg:lhob:77,ProductionTimeSpans,circa,1940,nan,nan
4556877c-3dec-5bf7-a0ca-35af1a796385,tg:lhob:210,ProductionTimeSpans,datum vóór,1968,nan,nan
0f54d3fa-a71c-5e14-ba61-7ea676a233b3,tg:lhob:640,ProductionTimeSpans,nan,1908,nan,nan
11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce,tg:lhob:355,ProductionTimeSpans,datum vóór,2012,nan,nan
ec713338-1901-5c95-a827-fe2fdffe9b37,tg:lhob:705,ProductionTimeSpans,zonder datum,nan,nan,nan
675fe7d4-2f9c-544a-8e6a-0b763f40e77b,tg:lhob:586,ProductionTimeSpans,zonder datum,nan,nan,nan
978c5a2b-bb23-5f2c-b10f-d690ec1d52ce,tg:lhob:569,ProductionTimeSpans,zonder datum,nan,nan,nan
ea53cb96-164a-5f60-9d88-a1fab88260d0,tg:lhob:139,ProductionTimeSpans,circa,1950,nan,nan
c2b8a3e8-a46f-5bf6-96e7-c8d288dabfe0,tg:lhob:617,ProductionTimeSpans,nan,1912,nan,nan
56f69663-9f7c-52d9-9357-879ddc002097,tg:lhob:302,ProductionTimeSpans,datum vóór,1938,nan,nan
38df51fb-9845-55ec-8d64-a9bae16384eb,tg:lhob:549,ProductionTimeSpans,nan,1976,nan,nan
f86a177c-40a0-5a3d-98e8-ee8114ddef11,tg:lhob:375,ProductionTimeSpans,datum vóór,1978,nan,nan
bdf60c03-0152-5b5a-ab82-b62df1f7898b,tg:lhob:725,ProductionTimeSpans,zonder datum,nan,nan,nan
aa7620ed-b248-5012-801d-44af139e0277,tg:lhob:230,ProductionTimeSpans,datum vóór,1972,nan,nan
6568f72d-9329-5ca8-affd-da8775f9b2ca,tg:lhob:660,ProductionTimeSpans,nan,1903,nan,nan
1e154e2a-486a-5acd-810e-4c7155cbbfa4,tg:lhob:288,ProductionTimeSpans,datum vóór,1986,nan,nan
40b73b50-6a75-5243-a771-c34a962e6579,tg:lhob:322,ProductionTimeSpans,datum vóór,1986,nan,nan
7d7fefa8-3307-51de-a7ac-da11e4248928,tg:lhob:637,ProductionTimeSpans,zonder datum,nan,nan,nan
8e45a706-94d5-5419-8a44-336e5610b60e,tg:lhob:267,ProductionTimeSpans,datum vóór,1952,nan,nan
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,ProductionTimeSpans,circa,1930,nan,nan
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,ProductionTimeSpans,circa,1955,nan,nan
5369b966-631a-5143-9518-ea27c85249e3,tg:lhob:334,ProductionTimeSpans,datum vóór,1976,nan,nan
1bbe3e40-dd56-598f-a25d-262e4e247b86,tg:lhob:271,ProductionTimeSpans,datum vóór,1931,nan,nan
312da8d8-7042-5b8d-bd81-fb3b0bb92fca,tg:lhob:621,ProductionTimeSpans,zonder datum,nan,nan,nan
a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,tg:lhob:699,ProductionTimeSpans,zonder datum,nan,nan,nan
06921aaa-1516-5f27-a96a-bf985f5e3171,tg:lhob:363,ProductionTimeSpans,datum vóór,1986,nan,nan
2eae7de6-e530-56a3-acf9-d6e9b56384d3,tg:lhob:676,ProductionTimeSpans,nan,1987,nan,nan
1e5a2451-acba-564b-95bc-c7b12f049888,tg:lhob:226,ProductionTimeSpans,datum vóór,1936,nan,nan
f23cbd96-2b7d-5902-8a8e-1491530ffb68,tg:lhob:524,ProductionTimeSpans,nan,1911,nan,nan
3e19ea84-4ecb-5977-9421-9ffa7cf127b1,tg:lhob:318,ProductionTimeSpans,circa,1940,nan,nan
1f5bc828-1571-526d-8f90-d50114b812c8,tg:lhob:94,ProductionTimeSpans,circa,1970,nan,nan
a008a896-b7c3-5d2f-ad98-597ad3ab33b1,tg:lhob:436,ProductionTimeSpans,zonder datum,nan,nan,nan
686aaaeb-90ba-5ddb-88fe-f13ac964755c,tg:lhob:573,ProductionTimeSpans,nan,1896,nan,nan
93cb61b6-7711-5dfe-a061-569ac06464be,tg:lhob:123,ProductionTimeSpans,circa,1930,nan,nan
777e9212-d7a9-5501-8978-fd54e7f26c95,tg:lhob:420,ProductionTimeSpans,zonder datum,nan,nan,nan
68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,tg:lhob:565,ProductionTimeSpans,zonder datum,nan,nan,nan
52ee1d6d-2804-50d3-bfd3-61042162ed3c,tg:lhob:709,ProductionTimeSpans,zonder datum,nan,nan,nan
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,ProductionTimeSpans,datum vóór,2012,nan,nan
c7135e38-584c-5a54-8836-5433378b28ad,tg:lhob:532,ProductionTimeSpans,nan,1886,nan,nan
44b9fca4-68bc-5fd6-b341-40e28a6224fd,tg:lhob:498,ProductionTimeSpans,datum vóór,1916,nan,nan
6b25ae3c-1a1a-59a4-a776-a24cd0f9e1e6,tg:lhob:533,ProductionTimeSpans,nan,1933,nan,nan
bc71e5a7-816b-5036-bf89-bdcdad003524,tg:lhob:499,ProductionTimeSpans,datum vóór,1885,nan,nan
1d05b1b9-0618-5c54-8751-6479fbf3475f,tg:lhob:708,ProductionTimeSpans,zonder datum,nan,nan,nan
4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,tg:lhob:358,ProductionTimeSpans,datum vóór,1986,nan,nan
a65025e9-9d49-5cc7-8251-2302516bbdaa,tg:lhob:421,ProductionTimeSpans,zonder datum,nan,nan,nan
168af78c-5e5c-5350-9eed-b281c25f187f,tg:lhob:134,ProductionTimeSpans,circa,1950,nan,nan
5b7bbf90-249a-50cd-b832-34789cc9fe4f,tg:lhob:564,ProductionTimeSpans,zonder datum,nan,nan,nan
ee505759-223f-5451-aee7-5fc99aa8e4c5,tg:lhob:95,ProductionTimeSpans,circa,1900,nan,nan
039e2f17-f200-5204-b703-688251042d88,tg:lhob:437,ProductionTimeSpans,nan,1936,nan,nan
d6ddc6e0-bdbd-5df8-92e4-9f59bd1f9bb1,tg:lhob:572,ProductionTimeSpans,nan,1859,nan,nan
689c4ad9-8332-5e66-b346-1bd7633425c9,tg:lhob:122,ProductionTimeSpans,circa,1920,nan,nan
d04d6f12-b361-5dc9-9072-33c4896dc250,tg:lhob:319,ProductionTimeSpans,datum vóór,1969,nan,nan
807d1fa4-a90f-5284-81a1-aa30acf7bba9,tg:lhob:175,ProductionTimeSpans,circa,1970,nan,nan
6168c962-3e49-5cc3-bc28-25b3366a6315,tg:lhob:525,ProductionTimeSpans,nan,1886,nan,nan
eacb0b64-a631-5317-81ab-b07e5c5a0da5,tg:lhob:698,ProductionTimeSpans,zonder datum,nan,nan,nan
38bab78f-ccfe-5cc7-ba4a-274a5667314d,tg:lhob:362,ProductionTimeSpans,datum vóór,1986,nan,nan
ae4ddc15-90b6-5216-9c39-47a4d69fee0d,tg:lhob:677,ProductionTimeSpans,nan,1987,nan,nan
68063590-95c5-5ec6-9f10-fd69b8b51b68,tg:lhob:227,ProductionTimeSpans,datum vóór,1972,nan,nan
d30cff16-d872-5c7e-a09f-b05ede5c5258,tg:lhob:335,ProductionTimeSpans,datum vóór,1992,nan,nan
f71795ce-64f8-5d14-bec0-e7aaea80989f,tg:lhob:270,ProductionTimeSpans,datum vóór,1931,nan,nan
0a65641d-3a81-502e-9c8b-d93c471274ed,tg:lhob:620,ProductionTimeSpans,zonder datum,nan,nan,nan
a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,tg:lhob:159,ProductionTimeSpans,circa,1900,nan,nan
c63e171d-b02a-5052-a9f0-769d01eaab54,tg:lhob:289,ProductionTimeSpans,datum vóór,1956,nan,nan
7a04ce32-968d-5c8a-b662-9c05ef366c53,tg:lhob:323,ProductionTimeSpans,datum vóór,1956,nan,nan
9f84eaea-8f76-5c81-89c1-c29bb01ac105,tg:lhob:636,ProductionTimeSpans,zonder datum,nan,nan,nan
50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,tg:lhob:266,ProductionTimeSpans,datum vóór,1952,nan,nan
e183894d-04ce-5c3f-8300-1f4b0e083f34,tg:lhob:374,ProductionTimeSpans,datum vóór,1983,nan,nan
67ada668-af59-5fa5-b6b1-825fbac71ed9,tg:lhob:724,ProductionTimeSpans,zonder datum,nan,nan,nan
b06ff932-a1e4-562b-944e-cd87ab59530c,tg:lhob:231,ProductionTimeSpans,datum vóór,1972,nan,nan
3beb2575-8065-551e-8612-06b0c5e9c57f,tg:lhob:661,ProductionTimeSpans,nan,1913,nan,nan
58793a7e-9836-522b-8b8a-1017729be7dc,tg:lhob:548,ProductionTimeSpans,zonder datum,nan,nan,nan
4733eafd-05ba-5af5-a904-4e28c8aada36,tg:lhob:118,ProductionTimeSpans,circa,1950,nan,nan
10c034bb-4ac3-57d3-9e4a-93e2a408b890,tg:lhob:495,ProductionTimeSpans,datum vóór,1936,nan,nan
6ff7a84d-0bc7-58a3-bd6c-db8914a0b969,tg:lhob:616,ProductionTimeSpans,nan,1911,nan,nan
ad6695ec-5571-566c-9f72-acd025570b4b,tg:lhob:246,ProductionTimeSpans,datum vóór,1926,nan,nan
b4520af0-7898-544a-9886-b5820c65ceeb,tg:lhob:303,ProductionTimeSpans,datum vóór,1938,nan,nan
501d39d6-eef4-582a-94a0-3765a588a9f5,tg:lhob:587,ProductionTimeSpans,zonder datum,nan,nan,nan
ddfa8ec3-89c2-5026-a7bb-f357e70c29e3,tg:lhob:568,ProductionTimeSpans,zonder datum,nan,nan,nan
b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,tg:lhob:138,ProductionTimeSpans,circa,1960,nan,nan
cf431aeb-e507-5698-a484-13bf523fa092,tg:lhob:641,ProductionTimeSpans,nan,1904,nan,nan
5b44d137-90fb-5912-acbc-7f2608416c62,tg:lhob:354,ProductionTimeSpans,datum vóór,1922,nan,nan
6b25a3a8-b8c0-5231-b439-de5ca1494eba,tg:lhob:704,ProductionTimeSpans,zonder datum,nan,nan,nan
d7bb3ac7-a800-5e75-966b-4303219d8fca,tg:lhob:591,ProductionTimeSpans,nan,1939,nan,nan
ce9a9e2d-3504-592d-8bed-8af9bc3c641d,tg:lhob:99,ProductionTimeSpans,circa,1940,nan,nan
98a9cc57-28f0-55c4-a7cf-5d705ed9affb,tg:lhob:76,ProductionTimeSpans,circa,1940,nan,nan
7f9aef31-a0d4-532d-8121-75b18dda09df,tg:lhob:657,ProductionTimeSpans,nan,1897,nan,nan
b815d424-e521-5661-8181-487b8d20f97a,tg:lhob:207,ProductionTimeSpans,circa,1925,nan,nan
6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,tg:lhob:712,ProductionTimeSpans,zonder datum,nan,nan,nan
f360c194-bbed-5833-85d8-17a7a822e6f9,tg:lhob:342,ProductionTimeSpans,datum vóór,1956,nan,nan
04771dcb-2029-567a-a786-c76208457897,tg:lhob:529,ProductionTimeSpans,zonder datum,nan,nan,nan
1e9e6b2f-bdd6-54d1-a999-290c165c9fa0,tg:lhob:483,ProductionTimeSpans,datum vóór,2008,nan,nan
be4cb44a-ab21-5294-8c63-869c43a7b22f,tg:lhob:250,ProductionTimeSpans,nan,1941,nan,nan
f9d08c90-afaf-5b15-8b6c-a1c568640b6e,tg:lhob:600,ProductionTimeSpans,nan,1972,nan,nan
1eae5d10-a032-5efb-a639-ab64e06fbb97,tg:lhob:552,ProductionTimeSpans,nan,1981,nan,nan
fddb58b1-af35-52da-b2d6-0976f93d0f6b,tg:lhob:102,ProductionTimeSpans,circa,1940,nan,nan
2acbdd19-0ecf-5e7c-8ba8-98a18c399fe7,tg:lhob:417,ProductionTimeSpans,nan,1906,nan,nan
8385be39-85a8-5fba-9c5f-f5e84fa863dd,tg:lhob:694,ProductionTimeSpans,nan,1965,nan,nan
f09473bb-edce-5537-9304-fcefa20bb684,tg:lhob:381,ProductionTimeSpans,circa,1986,nan,nan
65e4bdc5-742f-570a-9d71-d89fd8c84c2f,tg:lhob:505,ProductionTimeSpans,zonder datum,nan,nan,nan
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,ProductionTimeSpans,nan,1874-08-16,nan,nan
4b8cd6b0-c23e-5773-b628-5627132fa167,tg:lhob:293,ProductionTimeSpans,datum vóór,2012,nan,nan
63da0311-405d-55da-9844-690abd29fb62,tg:lhob:339,ProductionTimeSpans,datum vóór,1982,nan,nan
0f9ab033-daa7-5a85-9e4f-5810c8c3756c,tg:lhob:513,ProductionTimeSpans,circa,1960,nan,nan
88c67227-39f9-57d9-8c01-188757f0fc76,tg:lhob:285,ProductionTimeSpans,datum vóór,1986,nan,nan
17ac57cf-1bd2-5d54-9c05-744b762d7c70,tg:lhob:114,ProductionTimeSpans,circa,1910,nan,nan
7054b0cb-3a9d-5f87-828a-3023c6e6655b,tg:lhob:544,ProductionTimeSpans,nan,1939,nan,nan
1e48616c-49d6-5e66-ad68-75c533340319,tg:lhob:401,ProductionTimeSpans,datum vóór,1986,nan,nan
5784cc53-0e0e-5628-912b-26ce7215dd53,tg:lhob:728,ProductionTimeSpans,zonder datum,nan,nan,nan
5bdf1b3e-a9b3-56fa-b27e-ba4b8e0ae604,tg:lhob:682,ProductionTimeSpans,zonder datum,nan,nan,nan
8e581ef4-eb3c-5004-be78-fa65214d73c3,tg:lhob:378,ProductionTimeSpans,datum vóór,1869,nan,nan
b77d6ea1-d6a6-55d7-bf65-842822d2480b,tg:lhob:397,ProductionTimeSpans,circa,1900,nan,nan
0da98ac5-4a39-51b4-8d2f-f0eff19cd057,tg:lhob:689,ProductionTimeSpans,zonder datum,nan,nan,nan
bdd44810-6d54-5030-afc3-54a6c5bf37d3,tg:lhob:373,ProductionTimeSpans,circa,1950,nan,nan
f4f2a252-84d5-5a08-9bd2-056b52781658,tg:lhob:723,ProductionTimeSpans,zonder datum,nan,nan,nan
eae32cb5-7d78-5b8c-8053-0ec6731f0a83,tg:lhob:236,ProductionTimeSpans,datum vóór,1972,nan,nan
848526cc-f124-5b87-a440-4e759b961fe2,tg:lhob:666,ProductionTimeSpans,zonder datum,nan,nan,nan
96c8292a-ca37-5dce-b4d4-994081c5e898,tg:lhob:148,ProductionTimeSpans,circa,1930,nan,nan
ed83c965-ea6c-58b1-9d5e-1d959f8fd3e9,tg:lhob:518,ProductionTimeSpans,zonder datum,nan,nan,nan
1f9c5b8c-a852-5d77-8ed5-637b9d2f6db9,tg:lhob:324,ProductionTimeSpans,datum vóór,1924,nan,nan
50993c04-09db-5aab-91fe-138756c6a126,tg:lhob:631,ProductionTimeSpans,nan,1924,nan,nan
cd1ac1b1-71fa-5901-85b8-0109608d00a9,tg:lhob:261,ProductionTimeSpans,datum vóór,1899,nan,nan
10619e69-ff8e-5edd-98f3-0ac22ca386df,tg:lhob:332,ProductionTimeSpans,datum vóór,1986,nan,nan
6227cee9-6ca5-59cf-9881-f7e324e2fb10,tg:lhob:298,ProductionTimeSpans,datum vóór,1986,nan,nan
b98b7ed0-5f42-5ce0-ad47-dde46cb63509,tg:lhob:277,ProductionTimeSpans,datum vóór,1982,nan,nan
e9a43dc3-0ac1-5e0c-94d7-9ed4c0ebccba,tg:lhob:627,ProductionTimeSpans,nan,1928,nan,nan
5bd293ed-da1d-5499-8d86-8b806b69cea3,tg:lhob:109,ProductionTimeSpans,circa,1950,nan,nan
4fd104bd-fdfd-5eac-8bc5-535766f77bbd,tg:lhob:559,ProductionTimeSpans,reconstructie,1996,nan,nan
55a3c15a-6c59-54e5-93ba-a2a4ce1453b0,tg:lhob:365,ProductionTimeSpans,datum vóór,1973,nan,nan
988b0604-c205-5c86-b3c3-dab983bd8b44,tg:lhob:670,ProductionTimeSpans,zonder datum,nan,nan,nan
8f224bff-7428-5e5e-9622-98f1e736413f,tg:lhob:220,ProductionTimeSpans,datum vóór,1883,nan,nan
5a047795-04fc-5dbe-95f7-4c4e2d6a7915,tg:lhob:488,ProductionTimeSpans,datum vóór,1982,nan,nan
7da89682-68f3-5cff-84f1-4d8c94d27613,tg:lhob:522,ProductionTimeSpans,nan,1958,nan,nan
7a584d1a-15de-58ba-b538-3c56522415a6,tg:lhob:430,ProductionTimeSpans,nan,1895,nan,nan
7530c604-63a8-5db3-8079-4f9695b04ec4,tg:lhob:92,ProductionTimeSpans,circa,1860,nan,nan
b5e5a4a3-05db-5384-a64f-0865630d2f32,tg:lhob:575,ProductionTimeSpans,zonder datum,nan,nan,nan
4dfae4a9-42cd-5250-8164-06ed11ee73fb,tg:lhob:125,ProductionTimeSpans,circa,1970,nan,nan
d03a9db7-d6ce-54ac-b487-711058b02df1,tg:lhob:349,ProductionTimeSpans,datum vóór,1956,nan,nan
3f6babf2-cc05-501a-be7f-d9ef1934ed2f,tg:lhob:719,ProductionTimeSpans,zonder datum,nan,nan,nan
99477dc7-97b1-5bdb-a02e-74b53a0ba9d7,tg:lhob:84,ProductionTimeSpans,circa,1920,nan,nan
5a00dc31-4cfc-50a5-aee3-1881eb72138d,tg:lhob:426,ProductionTimeSpans,nan,1874,nan,nan
85da6c09-3c6d-540f-8eff-197f0c99b68f,tg:lhob:133,ProductionTimeSpans,nan,1950,nan,nan
0acb2717-a90a-598c-bd3b-c3f82f9a8e7a,tg:lhob:563,ProductionTimeSpans,nan,1988,nan,nan
6bebcd9a-a2ef-5ba1-b466-c0d1a046a5c1,tg:lhob:534,ProductionTimeSpans,zonder datum,nan,nan,nan
9ab450b3-a418-5d62-abd6-d24e4f7e6322,tg:lhob:308,ProductionTimeSpans,datum vóór,1952,nan,nan
fb9d9f79-ed4c-5519-884d-64df2978ea25,tg:lhob:685,ProductionTimeSpans,nan,1882,nan,nan
291bdcfd-38bc-5985-907e-f3c68894857a,tg:lhob:390,ProductionTimeSpans,circa,1920,nan,nan
ea66c629-987d-5cc7-aa68-1667c9f7b8ee,tg:lhob:113,ProductionTimeSpans,circa,1900,nan,nan
cc7f678f-83c3-5387-a060-74aa9df5278f,tg:lhob:543,ProductionTimeSpans,nan,1958,nan,nan
c7609d4e-70de-55ef-bd48-bf2988c00bc3,tg:lhob:328,ProductionTimeSpans,datum vóór,1992,nan,nan
2357f3bd-b04c-56e2-9590-1601a2d0c2cf,tg:lhob:282,ProductionTimeSpans,datum vóór,1924,nan,nan
261373ab-9582-5215-8c8f-5ddc774996bc,tg:lhob:514,ProductionTimeSpans,circa,1967,1967,circa
ed47729f-953f-5003-8a8c-db16fd9cf838,tg:lhob:451,ProductionTimeSpans,datum vóór,1952,nan,nan
7e7eaaa2-8ae0-5556-b484-e7c0da8a6387,tg:lhob:152,ProductionTimeSpans,circa,1860,nan,nan
f7f6ceb8-fa62-5dcf-9590-6f1e05750a39,tg:lhob:502,ProductionTimeSpans,datum vóór,1959,nan,nan
5b74bf46-a5bd-570c-b293-ea25f2f17da1,tg:lhob:447,ProductionTimeSpans,nan,1933,nan,nan
d1a3ea5b-98c7-5670-8d8b-e0e98ca3acba,tg:lhob:693,ProductionTimeSpans,nan,1901-07-21,nan,nan
50ec8d66-30ea-5ccd-8b1b-cb6d14641ff4,tg:lhob:369,ProductionTimeSpans,datum vóór,1952,nan,nan
671568d3-3a93-5f92-aee7-801871fae924,tg:lhob:739,ProductionTimeSpans,circa,2000,nan,nan
eef96846-5827-5b44-a511-757e259f965b,tg:lhob:386,ProductionTimeSpans,datum vóór,1952,nan,nan
7a66ec90-dec2-516b-8e92-c7f73fb3ff2a,tg:lhob:555,ProductionTimeSpans,zonder datum,nan,nan,nan
0dc84960-8be2-55e3-b92a-006d87e2ab7c,tg:lhob:105,ProductionTimeSpans,circa,1970,nan,nan
c22f879e-9ad3-5c38-a0d9-e566a793d403,tg:lhob:410,ProductionTimeSpans,zonder datum,nan,nan,nan
641a782f-ada1-50b8-9a4d-ee7b4fbd16bf,tg:lhob:257,ProductionTimeSpans,datum vóór,1983,nan,nan
cd6e0acc-6d84-58a5-a7df-fe3e9d205d1c,tg:lhob:607,ProductionTimeSpans,nan,1892,nan,nan
b63801e2-9734-55bc-a724-cc9b5eb499b8,tg:lhob:312,ProductionTimeSpans,datum vóór,1904,nan,nan
8673ff4b-9220-5edc-8777-d5a8876bbc59,tg:lhob:191,ProductionTimeSpans,datum vóór,1947,nan,nan
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,ProductionTimeSpans,nan,1881,nan,nan
ddb182f1-30d5-5754-af58-82d22e99820f,tg:lhob:650,ProductionTimeSpans,nan,1914,nan,nan
b144145a-e690-573d-a83e-e82e617bdcfc,tg:lhob:200,ProductionTimeSpans,datum vóór,1965,nan,nan
59ab917d-da2b-5659-a9c5-525c5bb8702b,tg:lhob:715,ProductionTimeSpans,zonder datum,nan,nan,nan
869da3bc-d09a-54cd-8faa-60e550c8652a,tg:lhob:345,ProductionTimeSpans,datum vóór,1983,nan,nan
48361d7b-04ff-5b1a-b80d-534d0b26a10c,tg:lhob:596,ProductionTimeSpans,nan,1964,nan,nan
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,ProductionTimeSpans,circa,1900,nan,nan
f2b0a9b7-511d-52a9-bade-292ffd26a505,tg:lhob:579,ProductionTimeSpans,nan,1968,nan,nan
ebcdcab7-100b-5f7b-9783-fd418784ee90,tg:lhob:71,ProductionTimeSpans,circa,1880,nan,nan
bf68a033-e5df-59c4-aa8d-88749ac456be,tg:lhob:646,ProductionTimeSpans,nan,1895,nan,nan
f351ec48-09e5-5ae5-863a-929f1990031b,tg:lhob:353,ProductionTimeSpans,datum vóór,1986,nan,nan
ce038521-d455-5879-b25d-78618c348e39,tg:lhob:703,ProductionTimeSpans,zonder datum,nan,nan,nan
e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,tg:lhob:580,ProductionTimeSpans,nan,1937,nan,nan
845c0e30-9370-5f69-b807-060165902df0,tg:lhob:88,ProductionTimeSpans,circa,1870,nan,nan
92f6aefd-182e-5d98-8419-7bea3af8093d,tg:lhob:611,ProductionTimeSpans,nan,1913,nan,nan
1dc939e0-a4a8-5c82-9fb5-734db3822a7e,tg:lhob:304,ProductionTimeSpans,datum vóór,1953,nan,nan
9f5bd813-78bc-5ee9-b7d5-30ab38389bdb,tg:lhob:492,ProductionTimeSpans,datum vóór,1992,nan,nan
093d97c0-73c8-5166-88f3-4a31f6ac5637,tg:lhob:538,ProductionTimeSpans,nan,1968,nan,nan
6291900d-a982-5bfc-9f05-652d64d0bf25,tg:lhob:30,ProductionTimeSpans,nan,1883,nan,nan
01c0fb70-49f9-5292-93b2-3410f9adac3b,tg:lhob:493,ProductionTimeSpans,datum vóór,1927,nan,nan
b35f86ff-e86c-5683-b130-68bbeec0678a,tg:lhob:539,ProductionTimeSpans,zonder datum,nan,nan,nan
e6d5ea11-0a81-54c5-90f8-56da1f9621e4,tg:lhob:31,ProductionTimeSpans,nan,1886,nan,nan
c5fa3cc7-4330-5dd3-bc63-175c27d3679d,tg:lhob:610,ProductionTimeSpans,nan,1897,nan,nan
d432abaa-0d2a-5b2d-b833-1b43c319ff9d,tg:lhob:240,ProductionTimeSpans,nan,1919,nan,nan
83665aba-876d-549a-987e-c7e0820cb4c4,tg:lhob:305,ProductionTimeSpans,datum vóór,1952,nan,nan
e9753d32-e3ff-5167-946b-874a15c41a1f,tg:lhob:581,ProductionTimeSpans,zonder datum,nan,nan,nan
5b79a7ce-de7c-572b-a13d-c2c424a166bc,tg:lhob:89,ProductionTimeSpans,circa,1870,nan,nan
9fe0854f-f686-5bb9-955e-7bbd13058140,tg:lhob:647,ProductionTimeSpans,nan,1871,nan,nan
9570aca6-17c6-5cac-9408-e5aaf6637804,tg:lhob:352,ProductionTimeSpans,datum vóór,1985,nan,nan
36e94dc1-bef1-545b-81e5-8d4f46947634,tg:lhob:702,ProductionTimeSpans,zonder datum,nan,nan,nan
f30c1b37-107d-5b4a-a9fe-2b4a3769bb08,tg:lhob:597,ProductionTimeSpans,nan,1982,nan,nan
bca63b67-e83b-56b5-a207-b543450711dd,tg:lhob:128,ProductionTimeSpans,circa,1960,nan,nan
ea71acc6-9a8f-5e0e-8359-931a5dc7e765,tg:lhob:578,ProductionTimeSpans,nan,1934,nan,nan
f6d6d8a3-cb7f-52d7-87e9-0922be22bdbf,tg:lhob:651,ProductionTimeSpans,nan,1903,nan,nan
1add3b51-a3e2-5a22-9e74-1ac7aacacd33,tg:lhob:201,ProductionTimeSpans,datum vóór,1952,nan,nan
560e7a90-b839-5647-90aa-813078c9310b,tg:lhob:714,ProductionTimeSpans,zonder datum,nan,nan,nan
71f5dbc1-c8e2-5a53-b529-9f6c83683bec,tg:lhob:344,ProductionTimeSpans,datum vóór,1986,nan,nan
17224bba-0d0e-597a-9be2-7f2b8eb004fb,tg:lhob:190,ProductionTimeSpans,datum vóór,1941,nan,nan
