ResourceID,brocade.id,card,order,source_field,source_code,Condition State Note,Condition State Notes Language,Condition State Notes Type
9ec48475-dc2c-5560-91cd-a805973fb943,tg:lhsc:787,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: achterkant

* lacunes in de afwerkingslaag: achteraan

(30/08/2001)","* opp.vuil

* lacunes: achterkant

* lacunes in de afwerkingslaag: achteraan

(30/08/2001)",Nederlands,condition/examination description
fe310f26-b418-5763-b976-fc04b8d38ea9,tg:lhsc:857,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: licht-grijze en witte, schimmel

* barsten: onder, links, boven en aan de neus, kunnen nier bewogen worden

* lacunes: kleine, aan de rand, en rond de neus

* afschilfering van de afwerkingslaag: rond de neus

* lacunes in de afwerkingslag: zeer kleine

(23/08/2001)","* opp.vuil

* vlekken: licht-grijze en witte, schimmel

* barsten: onder, links, boven en aan de neus, kunnen nier bewogen worden

* lacunes: kleine, aan de rand, en rond de neus

* afschilfering van de afwerkingslaag: rond de neus

* lacunes in de afwerkingslag: zeer kleine

(23/08/2001)",Nederlands,condition/examination description
9cd28d8b-e349-53a4-888a-51527624ee2c,tg:lhsc:1161,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: zwart vlekkerig uitzicht (schimmel?), groene vlek, bruine en gele
vlekken

* lacunes

* krassen

* onderaan de sokkel plakt en gips of mortel

(31/08/2001)","* opp.vuil

* vlekken: zwart vlekkerig uitzicht (schimmel?), groene vlek, bruine en gele
vlekken

* lacunes

* krassen

* onderaan de sokkel plakt en gips of mortel

(31/08/2001)",Nederlands,condition/examination description
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,Conditions,2,note.lhconditie,"* lacunes in de afwerkingslaag: rond de mond, op de neus, boven de oog

(07/09/2001)","* lacunes in de afwerkingslaag: rond de mond, op de neus, boven de oog

(07/09/2001)",Nederlands,condition/examination description
5e98834f-3e94-5421-8842-854d1dc7cd02,tg:lhsc:9414,Conditions,2,note.lhconditie,Goed.,Goed.,Nederlands,condition/examination description
b7f2caf3-61ca-5ff6-aeb6-ba624f2d1f9a,tg:lhsc:441,Conditions,3,note.lhconditie,"* opp.vuil

* kleine lacunes in de afwerkingslaag

(05/09/2001)","* opp.vuil

* kleine lacunes in de afwerkingslaag

(05/09/2001)",Nederlands,condition/examination description
3d901fed-7929-52c6-946f-3713c156d696,tg:lhsc:912,Conditions,1,note.lhconditie,"* opp.vuil

* barst: barst van links naar rechts, loopt niet door tot achter

(22/08/2001)","* opp.vuil

* barst: barst van links naar rechts, loopt niet door tot achter

(22/08/2001)",Nederlands,condition/examination description
0a58669d-1ba2-52ac-9f85-7ad38b554934,tg:lhsc:5749,Conditions,2,note.lhconditie,26/07/2005: Goed,26/07/2005: Goed,Nederlands,condition/examination description
6106ae53-85b6-574d-b2c2-fcdb66051e39,tg:lhsc:695,Conditions,3,note.lhconditie,"* opp.vuil

* verf op de neus

(03/08/2001)","* opp.vuil

* verf op de neus

(03/08/2001)",Nederlands,condition/examination description
f638ca16-0b48-5df0-a70f-55b77f5ac68f,tg:lhsc:1136,Conditions,2,note.lhconditie,"* opp.vuil

(10/09/2001)","* opp.vuil

(10/09/2001)",Nederlands,condition/examination description
70c446d3-7c58-5155-943f-1f5109682d87,tg:lhsc:800,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: linkerbenedenhoek

(30/08/2001)","* opp.vuil

* lacunes: linkerbenedenhoek

(30/08/2001)",Nederlands,condition/examination description
0132a4ce-d78f-5f35-b607-75a7bd6d5179,tg:lhsc:945,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: gele / zwarte vlekken

* schimmel

(11/09/2001)","* opp.vuil

* vlekken: gele / zwarte vlekken

* schimmel

(11/09/2001)",Nederlands,condition/examination description
a6e2381c-7847-51ec-af1b-da3f0c6ce595,tg:lhsc:416,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: blauwe, rode, witte verfvlekken

(10/09/2001)","* opp.vuil

* vlekken: blauwe, rode, witte verfvlekken

(10/09/2001)",Nederlands,condition/examination description
c712da57-0cfc-564d-838e-72529d031b00,tg:lhsc:1073,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: witte vlekken, schimmel, bordeaux vlekken op de voet

* schimmel

(31/08/2001)","* opp.vuil

* vlekken: witte vlekken, schimmel, bordeaux vlekken op de voet

* schimmel

(31/08/2001)",Nederlands,condition/examination description
808f6a8e-e8b3-5272-a4d3-07ea073480fc,tg:lhsc:744,Conditions,2,note.lhconditie,"* opp.vuil

(24/08/2001)","* opp.vuil

(24/08/2001)",Nederlands,condition/examination description
dca9d500-6d0e-5ff3-8769-474c40de7f88,tg:lhsc:894,Conditions,2,note.lhconditie,"* opp.vuil

(27/08/2001)","* opp.vuil

(27/08/2001)",Nederlands,condition/examination description
2b75ada6-e734-5be7-9f1d-ec90bed3d2ce,tg:lhsc:1008,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: zwarte en grijze vlekken, schimmel

* schimmel

(07/09/2001)","* opp.vuil

* vlekken: zwarte en grijze vlekken, schimmel

* schimmel

(07/09/2001)",Nederlands,condition/examination description
0d0abb06-6f3e-5ed8-addd-8e4396c56dd4,tg:lhsc:656,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: linkervoorhoek, schram op sokkel, rechtervoorhoek, schrametjes op
baard

* lacunes in de afwerkingslaag: neus, rechterwenkbrauw, achterkant

(30/08/2001)","* opp.vuil

* lacunes: linkervoorhoek, schram op sokkel, rechtervoorhoek, schrametjes op
baard

* lacunes in de afwerkingslaag: neus, rechterwenkbrauw, achterkant

(30/08/2001)",Nederlands,condition/examination description
a302d86b-aa95-5f6c-a6b8-813d7ce13758,tg:lhsc:9316,Conditions,1,note.lhconditie,"16/03/2010: bekrast, dieper ingedrongen vuil, de lijst staat licht uit mekaar aan de bevestiging van de hoeken (1,5 mm), maar is niet ontstabiel.","16/03/2010: bekrast, dieper ingedrongen vuil, de lijst staat licht uit mekaar aan de bevestiging van de hoeken (1,5 mm), maar is niet ontstabiel.",Nederlands,condition/examination description
f05d6c41-784e-5cf0-9039-09c87f3248fd,tg:lhsc:713,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: zwarte vegen, vlekjes

* degradatie van de materie aan de achterkant

(28/08/2001)","* opp.vuil

* vlekken: zwarte vegen, vlekjes

* degradatie van de materie aan de achterkant

(28/08/2001)",Nederlands,condition/examination description
6f3d524b-9878-5c0f-b962-981f9149835f,tg:lhsc:969,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: bruine schimmel

* lacunes: kleine lacunes aan de bovenrand, rechterzijde

* schimmel

(11/09/2001)","* opp.vuil

* vlekken: bruine schimmel

* lacunes: kleine lacunes aan de bovenrand, rechterzijde

* schimmel

(11/09/2001)",Nederlands,condition/examination description
f10ae43d-3c9f-57d0-972f-43c70008852a,tg:lhsc:986,Conditions,2,note.lhconditie,"* opp.vuil

* scimmel

(11/09/2001)","* opp.vuil

* scimmel

(11/09/2001)",Nederlands,condition/examination description
622b9854-6c6e-5282-b19d-0eb5b713714a,tg:lhsc:1225,Conditions,2,note.lhconditie,* bruine verfsporen,* bruine verfsporen,Nederlands,condition/examination description
24236459-de9f-5836-9965-002498b3f1da,tg:lhsc:1360,Conditions,3,note.lhconditie,Goed,Goed,Nederlands,condition/examination description
93e4684e-c057-59bc-bb5f-0fb0fdbd14dc,tg:lhsc:705,Conditions,2,note.lhconditie,"* opp.vuil

* schimmel

(11/09/2001)","* opp.vuil

* schimmel

(11/09/2001)",Nederlands,condition/examination description
bb80b3ad-5cad-57c7-8d5b-36c316548c15,tg:lhsc:1049,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: vooraan rechts

* afschilfering van de afwerkingslaag: neus

(06/09/2001)","* opp.vuil

* lacunes: vooraan rechts

* afschilfering van de afwerkingslaag: neus

(06/09/2001)",Nederlands,condition/examination description
55ca14d0-1dd4-5cc7-9593-b7985f630204,tg:lhsc:990,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: grijze verfvlek linker wang, schimmel

* krassen

* schimmel

(07/09/2001)","* opp.vuil

* vlekken: grijze verfvlek linker wang, schimmel

* krassen

* schimmel

(07/09/2001)",Nederlands,condition/examination description
2960ca11-a297-5f0b-89d8-3fd2a096d7bb,tg:lhsc:752,Conditions,2,note.lhconditie,"* opp.vuil

* barsten: verscheidene barsten , aan de bevestiging, midden. Barsten lopen
door tot de achterkent

* afschilfering van de afwerkingslaag: naast onderste barst

(11/09/2001)","* opp.vuil

* barsten: verscheidene barsten , aan de bevestiging, midden. Barsten lopen
door tot de achterkent

* afschilfering van de afwerkingslaag: naast onderste barst

(11/09/2001)",Nederlands,condition/examination description
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,tg:lhsc:928,Conditions,2,note.lhconditie,"* met stift op geschreven

(11/09/2001)","* met stift op geschreven

(11/09/2001)",Nederlands,condition/examination description
7542ff82-f437-53b0-acef-cf6d725c7c3a,tg:lhsc:882,Conditions,2,note.lhconditie,"* opp.vuil

Uit een test met gedemineraliseerd water op de bovenste rand, blijkt dat het
stuk vlot gereinigd wordt. (24/08/2001)","* opp.vuil

Uit een test met gedemineraliseerd water op de bovenste rand, blijkt dat het
stuk vlot gereinigd wordt. (24/08/2001)",Nederlands,condition/examination description
b60312ae-da6e-5831-8667-510ba90aeeac,tg:lhsc:4284,Conditions,2,note.lhconditie,"22/11/2004: Matig, vele lacunes, voornamelijk vanaf de nekpartij tot beneden.","22/11/2004: Matig, vele lacunes, voornamelijk vanaf de nekpartij tot beneden.",Nederlands,condition/examination description
ee85f6ac-1898-573e-b141-582d291718b0,tg:lhsc:1086,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: kleine overbeeld verspreid

(05/09/2001)","* opp.vuil

* lacunes in de afwerkingslaag: kleine overbeeld verspreid

(05/09/2001)",Nederlands,condition/examination description
9d79a9d4-411d-5b27-aac4-0302636d8963,tg:lhsc:1069,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: klein, over beeld verspreid

(05/09/2001)","* opp.vuil

* lacunes in de afwerkingslaag: klein, over beeld verspreid

(05/09/2001)",Nederlands,condition/examination description
10743b6f-f549-53e1-a3c7-4a4986730133,tg:lhsc:725,Conditions,2,note.lhconditie,"* opp.vuil

(21/08/2001)","* opp.vuil

(21/08/2001)",Nederlands,condition/examination description
c9388868-c4ea-5856-b123-781750c66400,tg:lhsc:1205,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: linkerhand, sporen lijm (ondbrekend deel?)

* lacunes: sokkel

(10/09/2001)","* opp.vuil

* vlekken: linkerhand, sporen lijm (ondbrekend deel?)

* lacunes: sokkel

(10/09/2001)",Nederlands,condition/examination description
c13afe10-7532-593f-95c4-cfc653be71ae,tg:lhsc:660,Conditions,3,note.lhconditie,"* opp.vuil

* afschilfering van de afwerkingslaag: cracquelures in de verf

(04/09/2001)","* opp.vuil

* afschilfering van de afwerkingslaag: cracquelures in de verf

(04/09/2001)",Nederlands,condition/examination description
e37d4762-892d-513a-a790-92f2788323b5,tg:lhsc:1194,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: rechterzijkant

* lacunes in de afwerkingslaag

(10/09/2001)","* opp.vuil

* lacunes: rechterzijkant

* lacunes in de afwerkingslaag

(10/09/2001)",Nederlands,condition/examination description
a208fd6f-bd31-55c8-baf9-a9734508cc38,tg:lhsc:908,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: twee kleine bovenaan de rand

* lacunes in de afwerkingslaag: kleine, onder

(23/08/2001)","* opp.vuil

* lacunes: twee kleine bovenaan de rand

* lacunes in de afwerkingslaag: kleine, onder

(23/08/2001)",Nederlands,condition/examination description
0fc4f0fc-34ad-573a-bc01-95e09fc66aeb,tg:lhsc:772,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: roestvlekken langs de boord, ijzeren steunen in de plaaster

(24/08/2001)","* opp.vuil

* vlekken: roestvlekken langs de boord, ijzeren steunen in de plaaster

(24/08/2001)",Nederlands,condition/examination description
08bc524a-d0ec-53c9-9f32-34aaa7ba634c,tg:lhsc:9398,Conditions,2,note.lhconditie,"Goed, enkele afgeschaafde stukjes.","Goed, enkele afgeschaafde stukjes.",Nederlands,condition/examination description
6700bfba-adf7-5e59-95a5-da0bcf944967,tg:lhsc:1182,Conditions,3,note.lhconditie,"* opp.vuil

Conditie van de sokkel

* opp.vuil

* losliggende delen: stof zit los vann hout

* roestende spijkers op achterkant

(28/08/2001)","* opp.vuil

Conditie van de sokkel

* opp.vuil

* losliggende delen: stof zit los vann hout

* roestende spijkers op achterkant

(28/08/2001)",Nederlands,condition/examination description
759d19fb-e417-57c3-a2fa-0ab28366902f,tg:lhsc:9418,Conditions,2,note.lhconditie,Oppervlaktevuil.,Oppervlaktevuil.,Nederlands,condition/examination description
ca69df12-afa2-5c16-8e04-67a42b232734,tg:lhsc:1028,Conditions,2,note.lhconditie,"* opp.vuil

* afschilfering van de afwerkingslaag: oogholtes

(07/09/2001)","* opp.vuil

* afschilfering van de afwerkingslaag: oogholtes

(07/09/2001)",Nederlands,condition/examination description
bd2eb92e-66dc-580d-bdee-8f5840fd56b1,tg:lhsc:5712,Conditions,1,note.lhconditie,19/07/2005: Goed.,19/07/2005: Goed.,Nederlands,condition/examination description
c0d57123-76e8-5bdf-8ba2-6316df8c6dde,tg:lhsc:764,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: een aantal grijze vlekken, schimmel

* barsten: fijne barst van rechts boven tot rechts onder, loopt door tot de
achterkant, kan bewogen worden

* schimmel (naast het oog en in het haar)

* lacunes in de afwerkingslaag: aan de rand onder en rechts

(24/08/2001)","* opp.vuil

* vlekken: een aantal grijze vlekken, schimmel

* barsten: fijne barst van rechts boven tot rechts onder, loopt door tot de
achterkant, kan bewogen worden

* schimmel (naast het oog en in het haar)

* lacunes in de afwerkingslaag: aan de rand onder en rechts

(24/08/2001)",Nederlands,condition/examination description
9ac729ab-ac98-534f-9e11-6cc050c2a6d4,tg:lhsc:9361,Conditions,1,note.lhconditie,"23-09-2010: Matig, afschilfering van de patina op verschillende plaatsen. Bevestiging van bril is gelost aan linkerzijde, oudere lijmsporen van eerdere herstelling. De bril werd door het Letterenhuis terug verlijmd.","23-09-2010: Matig, afschilfering van de patina op verschillende plaatsen. Bevestiging van bril is gelost aan linkerzijde, oudere lijmsporen van eerdere herstelling. De bril werd door het Letterenhuis terug verlijmd.",Nederlands,condition/examination description
eaaa48a6-6a26-59a1-916d-772c2b80f496,tg:lhsc:57,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: rechterschouder

* lacunes: schram op het voorhoofd

(30/09/2001)","* opp.vuil

* vlekken: rechterschouder

* lacunes: schram op het voorhoofd

(30/09/2001)",Nederlands,condition/examination description
00e7c800-363d-5867-af7e-9bdc361c7afc,tg:lhsc:1090,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: verfvlek op achterzijde, zwarte vlek langs voorzijde

* lacunes in de afwerkingslaag: kleine, op linkerschouder, rechts achter,
achterzijde

(29/08/2001)","* opp.vuil

* vlekken: verfvlek op achterzijde, zwarte vlek langs voorzijde

* lacunes in de afwerkingslaag: kleine, op linkerschouder, rechts achter,
achterzijde

(29/08/2001)",Nederlands,condition/examination description
316fc5d3-8a6d-5fd3-bf20-ba48dac12a8a,tg:lhsc:949,Conditions,1,note.lhconditie,"Goed 14/07/2003. Los van sokkel bewaren wegens onstabiliteit.
(de pin in de sokkel is te kort om het gewicht van de kop te kunnen houden).","Goed 14/07/2003. Los van sokkel bewaren wegens onstabiliteit.
(de pin in de sokkel is te kort om het gewicht van de kop te kunnen houden).",Nederlands,condition/examination description
26cf34e8-e591-5d63-8a04-7cfa081a0df7,tg:lhsc:1706,Conditions,2,note.lhconditie,Licht beschadigd. Gereinigd juni 2008 door het Letterenhuis.,Licht beschadigd. Gereinigd juni 2008 door het Letterenhuis.,Nederlands,condition/examination description
