ResourceID,brocade.id,card,order,source_field,Description,Description Language,Description Type
ab69a3bf-86ff-5650-895c-5337902b75cd,tg:lhob:601,Descriptions,1,note.lhdetail,Recto: [Een groep van zes gestileerde figuren].  150 JAAR / STEDELIJK / ONDERWIJS /  ANTWERPEN / 1819 / 1969. Signatuur rechts onderaan: M. MAZY. Verso: TER / HERINNERING / AAN UW / GEWAARDEERDE / MEDEWERKING / BIJ DE HERDENKING / 150 JAAR / STEDELIJK  / ONDERWIJS / M.G.SCHMOOK.,Nederlands,
8d2ffbfc-9e25-5c51-be3e-38a01561baf4,tg:lhob:314,Descriptions,1,id.desc,Neusknijper met verende brug,Nederlands,
d8ec86e7-3dd1-58b6-8ef5-0cda6f2106d8,tg:lhob:528,Descriptions,1,note.lhdetail,Recto: [Portret van Léon Bloy]. Langs de rand: LEON BLOY. Verdiept onder de naam LEON BLOY: SUB SPECIE AETERNITATIS. Links onderaan gespiegeld: MCMXVII. Rechts onderaan: MDCCCXLVI. Signatuur bovenaan op hoofd portret: ICHÉ. Verso: [Gezeten figuur met gebogen hoofd en met een Christus-kruis op zijn schoot].  Initiaal onderaan: I. Op de rand: CUIVRE.,Nederlands,
f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,tg:lhob:482,Descriptions,1,id.desc,Zwart hout met klein metalen handvatje.,Nederlands,
44e552c6-c31f-5bd1-99c9-0b205cec829e,tg:lhob:656,Descriptions,1,note.lhdetail,"Met draagoog. Recto: [Binnen een parelrand een gekroond wapenschild met een bijenkorf. Onder het wapenschild hangt een banderol]. Rondschrift: LIBERALE WERKLIEDEN MAATSCHAPPIJ HELP U ZELVE. Op banderol: HELP U ZELVE. Verso: [Centraal een cartouche omgeven door muziekinstrumenten, vlaggen, lauwertakken en een open boek]. In de cartouche: TER / GELEGENHEID / DER INHULDIGING / VAN HET VAANDEL / DER ZANGAFDEELING / BORGERHOUT / 25 / OOST 1895.",Nederlands,
aace5079-d656-5063-aa96-7b87fd00e060,tg:lhob:713,Descriptions,1,id.desc,Jeneverflesje ter gelegenheid van *Mise en bouteille*,Nederlands,
76a01cb8-b151-59c3-b593-b02b67de188f,tg:lhob:343,Descriptions,1,id.desc,"Fijn zilveren (ongemerkt) montuur met ovaalvormige glazen en krulveren, in een brillenkoker.",Nederlands,
ea048364-6101-5492-bef4-6573a816a250,tg:lhob:590,Descriptions,1,note.lhdetail,Herinneringsmedaille aan de Regeerperiode van Leopold II 1865–1909. Ronde vergulde bronzen medaille met decoratief draagoog (strik) aan een driekleurig lint (rood/geel/zwart). Recto: [Centraal in een kruis het profiel van Leopold II naar links. Links op de achtergrond een eikentak en rechts een lauriertak]. Verso: [Centraal in een kruis de jaartallen 1865 / 1909. Links op de achtergrond een eikentak en rechts een lauriertak].,Nederlands,
a319e252-eb18-5a27-80bb-fa2132d48bf9,tg:lhob:98,Descriptions,1,id.desc,"Vulpen in doosje, vermoedelijk de laatste pen van Maeterlinck.  
Uit het archief van Eugène Baie.",Nederlands,
4556877c-3dec-5bf7-a0ca-35af1a796385,tg:lhob:210,Descriptions,1,id.desc,Houten plank waarop Claes zijn boeken schreef.,Nederlands,
0f54d3fa-a71c-5e14-ba61-7ea676a233b3,tg:lhob:640,Descriptions,1,note.lhdetail,Met decoratief draagoog. Recto: [Profiel van Leopold II naar links]. Langs de rand: LÉOPOLD II KONING DER BELGEN.  Verso: [Een krans van muziekinstrumenten en een open boek met bovenaan het gekroonde wapenschild van België en de leuze: L’UNION FAIT LA FORCE]. Tekst middenveld: GEMEENTE BURCHT/ INHULDIGING / BUURTSPOORWEG / 17•31 MEI / 1908.,Nederlands,
11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce,tg:lhob:355,Descriptions,1,id.desc,Verguld montuur,Nederlands,
ec713338-1901-5c95-a827-fe2fdffe9b37,tg:lhob:705,Descriptions,1,id.desc,Glasplaat gemonteerd in een houten frame.,Nederlands,
675fe7d4-2f9c-544a-8e6a-0b763f40e77b,tg:lhob:586,Descriptions,1,note.lhdetail,"Goudkleurige speld met 4 miniaturen van eretekens (Grootofficier in de Leopoldsorde, Officier in de Kroonorde, Burgerlijk Kruis eerste klasse & Zilveren Academische Palmen) + enkele losse onderdelen (van eretekens).",Nederlands,
978c5a2b-bb23-5f2c-b10f-d690ec1d52ce,tg:lhob:569,Descriptions,1,note.lhdetail,"Pin met bovenaan, binnen een cirkel, een uitsnede in de vorm van een ruiter te paard met een geknielde figuur aan de voeten.",Nederlands,
ea53cb96-164a-5f60-9d88-a1fab88260d0,tg:lhob:139,Descriptions,1,id.desc,Naamstempel,Nederlands,
c2b8a3e8-a46f-5bf6-96e7-c8d288dabfe0,tg:lhob:617,Descriptions,1,note.lhdetail,"Recto: [Het gekroonde wapenschild van de Stad Antwerpen geflankeerd door een wildeman (links) en wildevrouw (rechts), beiden met een knots op de schouder]. Bovenaan: STAD ANTWERPEN. Verso: DE STAD ANTWERPEN / AAN DEN HEER / MERTENS KAREL / OFFICIER / DER LEOPOLDSORDE / 25 JANUARI 1912.",Nederlands,
56f69663-9f7c-52d9-9357-879ddc002097,tg:lhob:302,Descriptions,1,id.desc,Metalen montuur met ronde brilglazen en krulveren. In een brillendoos met scharnierdeksel. Van Arnouts Anvers.,Nederlands,
036efff3-bcb1-5176-9ca3-d2a37c44220c,tg:lhob:181,Descriptions,1,id.desc,Witte veer van Roger Avermaete.,Nederlands,
38df51fb-9845-55ec-8d64-a9bae16384eb,tg:lhob:549,Descriptions,1,note.lhdetail,"Recto: [Een krans met zes rozen rondom een kruisboog en twee gekruiste buksen]. Verso: [Een lauwerkrans rondom een cirkelvormige, opstaande rand]. In het middenveld van de cirkel: FEESTSCHIETING KB 6M. / """" HET LEVEN / LANGS DE SCHELDE"""" / ANTWERPEN / JULI - AUG / 1976.",Nederlands,
f86a177c-40a0-5a3d-98e8-ee8114ddef11,tg:lhob:375,Descriptions,1,id.desc,"Cilindervormig metalen doosje met twee filmrolletjes van Agfa. Nota """"dokterspraktijk Snellaert"""".",Nederlands,
bdf60c03-0152-5b5a-ab82-b62df1f7898b,tg:lhob:725,Descriptions,1,id.desc,Wandkast Georges Eekhoud,Nederlands,
bdf60c03-0152-5b5a-ab82-b62df1f7898b,tg:lhob:725,Descriptions,1,note.lhdetail,"Kast met onderaan een dubbele houten deur en 2 lades en bovenaan een dubbele glazen deur.

",Nederlands,
aa7620ed-b248-5012-801d-44af139e0277,tg:lhob:230,Descriptions,1,id.desc,Houten pijp met lange smalle steel,Nederlands,
6568f72d-9329-5ca8-affd-da8775f9b2ca,tg:lhob:660,Descriptions,1,note.lhdetail,"Met draagoog. Recto: [Zittende vrouwenfiguur met lier, in een lang gewaad en met haar blik naar rechts. Links bovenaan een palmtak en op de achtergrond de zee, enkele vogels en rechts twee zeilbootjes. Links onderaan naast de vrouw: het gekroonde wapenschild van Oostende, een lauriertak en een blaasinstrument. Rechts onderaan zit een lezende putto. Links en rechts langs de rand hangt een gordijn]. Signatuur rechts onderaan: J. STIENON. Verso: [Centraal een gestrikte palmtak met daar bovenop een cirkelvormig tekstkader. Links en rechts langs de rand hangt een gordijn]. In tekstkader: FESTIVAL / 1903 / OSTENDE.",Nederlands,
40b73b50-6a75-5243-a771-c34a962e6579,tg:lhob:322,Descriptions,1,id.desc,"Zilveren (merktekens op de brug) brilmontuur zonder glazen en rechte veren, met een te klein ijzeren brildoosje.",Nederlands,
7d7fefa8-3307-51de-a7ac-da11e4248928,tg:lhob:637,Descriptions,1,note.lhdetail,Met draagoog. Recto: [Buste van Jan Van Rijswijck in profiel naar rechts]. Signatuur links: E VD LINDEN VR.,Nederlands,
8e45a706-94d5-5419-8a44-336e5610b60e,tg:lhob:267,Descriptions,1,id.desc,Uitschuifbare metalen luciferkoker met een aanstrijkvlak aan de bovenzijde.,Nederlands,
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,Descriptions,1,id.desc,Comité van de Vlaamse poëziedagen Merendree / drukwerk,Nederlands,
5369b966-631a-5143-9518-ea27c85249e3,tg:lhob:334,Descriptions,1,id.desc,Bril in een zwart kartonnen hoesje,Nederlands,
a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,tg:lhob:699,Descriptions,1,id.desc,Witte kleipijp,Nederlands,
06921aaa-1516-5f27-a96a-bf985f5e3171,tg:lhob:363,Descriptions,1,id.desc,"Geelkoperen montuur zonder glazen, in een kartonnen brillenkoker.",Nederlands,
2eae7de6-e530-56a3-acf9-d6e9b56384d3,tg:lhob:676,Descriptions,1,note.lhdetail,"Recto: [Een notenbalk, enkele noten, een g-sleutel, een open boek, een schilderspalet met penselen op een schildersezel, twee sterretjes, een zuil, een schietlood, een winkelhaak en een passer]. Onderaan: GLORIA. Verso: V.S.V.J / COR RIA LEEMAN / SHABONEE / 1987.",Nederlands,
1e5a2451-acba-564b-95bc-c7b12f049888,tg:lhob:226,Descriptions,1,id.desc,Pijp uit pijpaarde van Scouflaire à Onnaing,Nederlands,
38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,tg:lhob:174,Descriptions,1,id.desc,"Kegelvormige metalen lakstempel, zegel ontbreekt.",Nederlands,
f23cbd96-2b7d-5902-8a8e-1491530ffb68,tg:lhob:524,Descriptions,1,note.lhdetail,Recto: [Een gekroonde staande vrouw in een bibliotheek schrijft met een pluim in een open boek. Op de vensterbank voor haar ligt een lauwerkrans en door het raam is een toren zichtbaar]. Links langs de rand: LE ROY. HIPP. Verso: KONINKLIJKE VLAAMSCHE ACADEMIE VOOR TAAL EN LETTERKUNDE / HERINNERING / AAN / DE PLECHTIGE FEESTVIERING / -VIII OCTOBER MDCCCCXI- / VAN HAAR VIJF-EN-TWINTIGJARIG / BESTAAN / M.D.CCCLXXXVI - M.D.CCCCXI.,Nederlands,
3e19ea84-4ecb-5977-9421-9ffa7cf127b1,tg:lhob:318,Descriptions,1,id.desc,"Glasbril met 8 karaat goud (merkteken 333), ovale glazen en gekrulde veren.",Nederlands,
a008a896-b7c3-5d2f-ad98-597ad3ab33b1,tg:lhob:436,Descriptions,1,note.lhdetail,"Recto: [Het gekroonde wapenschild van de Stad Antwerpen geflankeerd door een wildeman (links) en wildevrouw (rechts), beiden met een knots op de schouder]. Bovenaan: STAD ANTWERPEN. Verso: [Onderaan een tak van een eik en een lauriertak]. Bovenaan: GEMEENTERAADSLID / MR.",Nederlands,
686aaaeb-90ba-5ddb-88fe-f13ac964755c,tg:lhob:573,Descriptions,1,note.lhdetail,Recto: [Profiel van Jan van Rijswijck naar rechts]. Rondschrift: JAN VAN RIJSWIJCK BURGEMEESTER DER STAD ANTWERPEN  / 29 NOVEMBER 1896. Op de schouderafsnede: M. VERMEIREN. Verso: [Het gekroonde wapenschild van de Stad Antwerpen omgeven door een bloemenkrans en geflankeerd door een wildeman (links) en wildevrouw (rechts)]. Signatuur onderaan: M. VERMEIREN.,Nederlands,
93cb61b6-7711-5dfe-a061-569ac06464be,tg:lhob:123,Descriptions,1,id.desc,Achthoekige glazen inktpot met draaideksel.,Nederlands,
777e9212-d7a9-5501-8978-fd54e7f26c95,tg:lhob:420,Descriptions,1,note.lhdetail,Draagplaket. Recto: [Bovenaan een kroon met daaronder een tekstlint: LIBERALE. Onderaan in sierlijke letters de initialen: V / B].,Nederlands,
f7fdd293-2b63-5659-9617-b18d7a1be459,tg:lhob:135,Descriptions,1,id.desc,Twee balpennen en een vulpen,Nederlands,
68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,tg:lhob:565,Descriptions,1,note.lhdetail,Vierarmig wit/rood Maltezer kruis aan een rood/wit lint. Een lauwerkrans tussen het lint en de medaille en gouden stralen tussen de armen van het kruis. Recto: [Centraal een rood medaillon met een witte rand en een gevierendeeld wapenschild in het midden (rood/wit/zwart)]. Rondschrift op witte rand met gouden letters: EX UNITATE VIRES. Monogrammen op wapenschild: ES / SD. Voor- en keerzijde zijn identiek.,Nederlands,
52ee1d6d-2804-50d3-bfd3-61042162ed3c,tg:lhob:709,Descriptions,1,id.desc,Menu in porselein met originele tekening van 'Man met wandelstok en pijp'.,Nederlands,
52ee1d6d-2804-50d3-bfd3-61042162ed3c,tg:lhob:709,Descriptions,2,note.lhdetail,"Originele tekening in rode inkt op porseleinen menustaandertje met goudrand.
De voorzijde is ook versierd met een vogeltje en bloemen. Links bovenaan staat het woord _Menu_ geschreven in zwarte inkt.
",Nederlands,
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,Descriptions,1,id.desc,"montuur in schildpad imitatie, in een stoffen brillenhoes",Nederlands,
c7135e38-584c-5a54-8836-5433378b28ad,tg:lhob:532,Descriptions,1,note.lhdetail,"Recto: [profiel van Hendrik Conscience]. Tekst rondom: HENDRIK CONSCIENCE / 1812 - 1883. Onder de bustafsnede: M. VERMEIREN. Verso: [Het praalgraf van Hendrik Conscience met daarop de tekst: : Hendrik Conscience  /1812 - 1883]. Tekst rondom: PRAALGRAF, DOOR ZIJNE VEREERDERS OPGERICHT 19 SEPTEMBER 1886. Onderaan in kleine letters: M. VERMEIREN.",Nederlands,
44b9fca4-68bc-5fd6-b341-40e28a6224fd,tg:lhob:498,Descriptions,1,id.desc,Dirigeerstok van hout.,Nederlands,
952bcc33-f731-577a-a040-d6d6e8c30fc0,tg:lhob:162,Descriptions,1,id.desc,Zwart schaaltje met een goudkleurige rand en sterren en ter decoratie,Nederlands,
6b25ae3c-1a1a-59a4-a776-a24cd0f9e1e6,tg:lhob:533,Descriptions,1,note.lhdetail,Met draagoog. Recto: [Binnen een parelrand een monogram van de letters NCI]. Onder het monogram: MDCCCIC / MCMXXXIII / CANALE. Verso: [Onderaan een olijftak]. CONGRÈS / INTERNATIONAL / DES INFIRMIÈRES / PARIS • BRUXELLES / • IX • XV • JUILLET•. Bovenop olijftak: CONCORDIA.,Nederlands,
bc71e5a7-816b-5036-bf89-bdcdad003524,tg:lhob:499,Descriptions,1,id.desc,"Dirigeerstok van hout, bewaard in een hoesje en gesigneerd door Peter Benoit. Op de stok staat """"Ter herinnering aan Blanche de Coene, dirigent van het jaarfeest te Antwerpen in (?)"""".",Nederlands,
4eec1b20-1ac5-57c6-a991-8484d9324186,tg:lhob:163,Descriptions,1,id.desc,Papierklem in de vorm van een paperclip,Nederlands,
1d05b1b9-0618-5c54-8751-6479fbf3475f,tg:lhob:708,Descriptions,1,id.desc,Bril in houten koker,Nederlands,
4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,tg:lhob:358,Descriptions,1,id.desc,"Geelkoperen en kunststoffen montuur, ronde glazen en krulveren. In een metalen brillendoos met scharnierdeksel.",Nederlands,
a65025e9-9d49-5cc7-8251-2302516bbdaa,tg:lhob:421,Descriptions,1,note.lhdetail,Draagplakket. Recto:  [Het gekroonde stadswapen van Antwerpen binnen een open lauwerkrans]. Onderaan tekstlint: FEEST / DE VRIENDENCLUB / COMITEIT.,Nederlands,
168af78c-5e5c-5350-9eed-b281c25f187f,tg:lhob:134,Descriptions,1,id.desc,Handtekening,Nederlands,
5b7bbf90-249a-50cd-b832-34789cc9fe4f,tg:lhob:564,Descriptions,1,note.lhdetail,Medaglia al Merito conferita a Lode Sebregts. Recto: [Centraal binnen een cirkel een wapenschild met twee leeuwen als schildhouders. Op het schild bovenaan een kroon en daaronder twee Maltezer kruisen. Onder het schilde een sierlijke banderol]. Langs de rand: INTERNATIONAL PARLIAMENT. Onderaan tussen 2 sterretjes: U.S.A. Op de banderol: NEC TEMERE NEC TIMIDE.,Nederlands,
ee505759-223f-5451-aee7-5fc99aa8e4c5,tg:lhob:95,Descriptions,1,id.desc,pen en potlood in een rechthoekig doosje,Nederlands,
039e2f17-f200-5204-b703-688251042d88,tg:lhob:437,Descriptions,1,note.lhdetail,"Recto: [De gekroonde wapenschilden van de provincies Antwerpen, Namen, Henegouwen, Luxemburg, Luik, Limburg, West-Vlaanderen en Oost-Vlaanderen in een kring (en gelinkt door een ketting) rondom het gekroonde wapenschild van de provincie Brabant en de jaartallen 1836 - 1936]. BONNETAIN SCULPSIT. Verso: [Bovenaan een liggende leeuw. Links een staande, gekroonde vrouwenfiguur in een mantel die een bos bloemen in haar rechterarm vasthoudt. Rechts een staande vrouwenfiguur met een document in de handen waarop LEX / PROVINCIALIS / XXX - IV / M.D. CCC / XXX / VI staat]. BONNETAIN SCULPSIT. Op de rand: J. FONSON",Nederlands,
d6ddc6e0-bdbd-5df8-92e4-9f59bd1f9bb1,tg:lhob:572,Descriptions,1,note.lhdetail,Recto: [Binnen een parelrand het profiel van Jean François Loos naar links]. Rondschrift binnen de parelrand: JEAN FRANÇ. LOOS NÉ A ANVERS EN 1799. Op de halsafsnede: JOUVENEL. Onder de halsafsnede: D’APRES JOS GEEFS. Verso: [Lauwerkrans binnen een parelrand]. In het middenveld: BOURGEMESTRE / ET / REPRÉSENTANT / D'ANVERS / 1859.,Nederlands,
689c4ad9-8332-5e66-b346-1bd7633425c9,tg:lhob:122,Descriptions,1,id.desc,Papierklem in de vorm van een rechter vrouwenhand,Nederlands,
d04d6f12-b361-5dc9-9072-33c4896dc250,tg:lhob:319,Descriptions,1,id.desc,"Gouden montuur, met kunststof.",Nederlands,
807d1fa4-a90f-5284-81a1-aa30acf7bba9,tg:lhob:175,Descriptions,1,id.desc,"Houten inktstempel, """"Uitgeverij de Galge P.V.B.A. - J. Sonneville - Postbus 20 - Brugge",Nederlands,
6168c962-3e49-5cc3-bc28-25b3366a6315,tg:lhob:525,Descriptions,1,note.lhdetail,"Recto: [Een zittende vrouwenfiguur die met haar rechterhand een palmtak voor zich uit houdt. Haar linkerarm rust op een rechtstaand boek, naast dat boek staat een inktpot met een veer. Aan haar voeten en naast haar staan en liggen verschillende boeken en rechts staat een lier. Links op de achtergrond staat een leeuw en rechts een zuil en een palmboom]. Bovenaan langs de rand: KONINKLIJKE VLAAMSCHE ACADEMIE VOOR TAAL- EN LETTERKUNDE. Onderaan: 1886. Signatuur rechts onderaan: LEMAIRE. Verso: Binnen een parelrand bovenaan een koningskroon en onderaan een zittende, schrijvende putto]. Centraal: KONINKLIJKE / VLAAMSE ACADEMIE / VOOR / TAAL-EN LETTERKUNDE / DE VASTE SECRETARIS.",Nederlands,
eacb0b64-a631-5317-81ab-b07e5c5a0da5,tg:lhob:698,Descriptions,1,id.desc,Stempel met handvat,Nederlands,
38bab78f-ccfe-5cc7-ba4a-274a5667314d,tg:lhob:362,Descriptions,1,id.desc,Neusknijper met een goudkleurig metalen montuur en ronde glazen. Aan de rechterkant werd een metalen schakelketting met een haak voor achter het oor bevestigd. In een brillendoos met scharnierdeksel.,Nederlands,
ae4ddc15-90b6-5216-9c39-47a4d69fee0d,tg:lhob:677,Descriptions,1,note.lhdetail,"Recto: [Profiel van vrouwenhoofd met in de haren elementen van de havenindustrie, een Erlenmeyer, een diamant en een schip]. Tekst onderaan langs de rand: PROVINCIE ANTWERPEN. Rechts in kleine letters: PANHUYZEN. Verso: PRIJS  / JEUGDLITERATUUR  / 1987 / COR RIA LEEMAN.",Nederlands,
68063590-95c5-5ec6-9f10-fd69b8b51b68,tg:lhob:227,Descriptions,1,id.desc,"Kop en steel uit esdoorn takken, met een kunststoffen mondstuk. Kop met een vlakke onderzijde om op tafel te zetten.",Nederlands,
d30cff16-d872-5c7e-a09f-b05ede5c5258,tg:lhob:335,Descriptions,1,id.desc,"Geelkoperen neusknijper met ronde glazen, in een lederen hoes.",Nederlands,
0a65641d-3a81-502e-9c8b-d93c471274ed,tg:lhob:620,Descriptions,1,note.lhdetail,"[Hanger aan een paars moirée satijnen lint met rozet . Wit Maltezer Kruis en een vergulde kroon. Geëmailleerd aan beide zijden. Recto: Centraal staat leeuw met spreuk """"L'union fait la force"""". Verso: Koninklijk monogram Leopold I.]",Nederlands,
c63e171d-b02a-5052-a9f0-769d01eaab54,tg:lhob:289,Descriptions,1,id.desc,"Pijp met een amberkleurige gebogen steel, in een houten opbergdoosje met voering.",Nederlands,
7a04ce32-968d-5c8a-b662-9c05ef366c53,tg:lhob:323,Descriptions,1,id.desc,"Neusknijper met metalen montuur, opgeplooid in een lederen brillendoosje.",Nederlands,
9f84eaea-8f76-5c81-89c1-c29bb01ac105,tg:lhob:636,Descriptions,1,note.lhdetail,"Handgebonden leren miniatuurboekje met het 'Onze Vader' in verschillende talen + een  letterstaafje. Het boekje zit in een plexiglas doosje met ingebouwd vergrootglas. De tekst op de pagina's is per taal geproduceerd met één letterstaafje van 3x3 cicero (4x4 mm). Op het letterstaafje: LETTERGIETERIJ  AMSTERDAM. 

AFMETINGEN:
Boekje: 6 mm x 6 mm. Doosje: 19 mm x 19 mm. Letterstaafje: 24 mm x 4 mm.
",Nederlands,
50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,tg:lhob:266,Descriptions,1,id.desc,Metalen luciferkoker met scharnierdeksel en een aanstrijkvlak aan de onderzijde.,Nederlands,
e183894d-04ce-5c3f-8300-1f4b0e083f34,tg:lhob:374,Descriptions,1,id.desc,"Kartonnen doosje met dominokaarten, als didactisch materiaal.",Nederlands,
67ada668-af59-5fa5-b6b1-825fbac71ed9,tg:lhob:724,Descriptions,1,id.desc,Schrijftafel - onderdeel van de originele meubelset uit de werkruimte van Herman Teirlinck.,Nederlands,
67ada668-af59-5fa5-b6b1-825fbac71ed9,tg:lhob:724,Descriptions,1,note.lhdetail,"Schrijftafel met wortelfineer en bruin leder werkvlak.

",Nederlands,
b06ff932-a1e4-562b-944e-cd87ab59530c,tg:lhob:231,Descriptions,1,id.desc,"Pijp uit zwart beschilderde pijpaarde, met een gebogen kunststoffen mondstuk.",Nederlands,
3beb2575-8065-551e-8612-06b0c5e9c57f,tg:lhob:661,Descriptions,1,note.lhdetail,Plaquette met draagoog. Recto: [Decoratieve rand met kastanjeblad-patroon. Binnen een cirkel: een staande vrouwenfiguur met palmtakken in haar rechterarm en een lauriertak in haar uitgestrekte linkerhand]. Verso: [Decoratieve rand met kastanjeblad-patroon]. Tekst middenveld cirkel: LIBERALE ZIEKENBEURS / HULP IN NOOD / CAPPELLEN / VAANDEL / INHULDIGING / 31 AUGUSTI 1913.,Nederlands,
58793a7e-9836-522b-8b8a-1017729be7dc,tg:lhob:548,Descriptions,1,note.lhdetail,Een wit/rood kruis met gouden stralen aan een lauwerkrans en wit/paars lint met rozet. Centraal in een witte cirkel een gevierendeeld wapenschild.,Nederlands,
4733eafd-05ba-5af5-a904-4e28c8aada36,tg:lhob:118,Descriptions,1,id.desc,Figuratieve hagedis in geelkoper,Nederlands,
bcf2345c-5724-52f5-a3f5-5ea521ba4778,tg:lhob:180,Descriptions,1,id.desc,"Veer van Ledeganck, uit het nalatenschap van zijn kleindochter Anna de Weert. 
",Nederlands,
10c034bb-4ac3-57d3-9e4a-93e2a408b890,tg:lhob:495,Descriptions,1,id.desc,Dirigeerstok gemaakt van hout.,Nederlands,
