ResourceID,brocade.id,card,order,source_field,source_code,Colour
4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,tg:lhob:358,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
168af78c-5e5c-5350-9eed-b281c25f187f,tg:lhob:134,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzw,black (color)
5b7bbf90-249a-50cd-b832-34789cc9fe4f,tg:lhob:564,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
689c4ad9-8332-5e66-b346-1bd7633425c9,tg:lhob:122,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
807d1fa4-a90f-5284-81a1-aa30acf7bba9,tg:lhob:175,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kge,yellow (color)
eacb0b64-a631-5317-81ab-b07e5c5a0da5,tg:lhob:698,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
38bab78f-ccfe-5cc7-ba4a-274a5667314d,tg:lhob:362,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
68063590-95c5-5ec6-9f10-fd69b8b51b68,tg:lhob:227,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzw,black (color)
68063590-95c5-5ec6-9f10-fd69b8b51b68,tg:lhob:227,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kbr,brown (color)
d30cff16-d872-5c7e-a09f-b05ede5c5258,tg:lhob:335,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,tg:lhob:159,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kge,yellow (color)
a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,tg:lhob:159,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
7a04ce32-968d-5c8a-b662-9c05ef366c53,tg:lhob:323,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
b06ff932-a1e4-562b-944e-cd87ab59530c,tg:lhob:231,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzw,black (color)
b06ff932-a1e4-562b-944e-cd87ab59530c,tg:lhob:231,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
3beb2575-8065-551e-8612-06b0c5e9c57f,tg:lhob:661,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
4733eafd-05ba-5af5-a904-4e28c8aada36,tg:lhob:118,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kge,yellow (color)
bcf2345c-5724-52f5-a3f5-5ea521ba4778,tg:lhob:180,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kjs,gray (color)
b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,tg:lhob:138,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kge,yellow (color)
cf431aeb-e507-5698-a484-13bf523fa092,tg:lhob:641,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
5b44d137-90fb-5912-acbc-7f2608416c62,tg:lhob:354,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
98a9cc57-28f0-55c4-a7cf-5d705ed9affb,tg:lhob:76,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
7f9aef31-a0d4-532d-8121-75b18dda09df,tg:lhob:657,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
06197111-d903-5b07-a309-644ae51214cf,tg:lhob:179,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kjs,gray (color)
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kge,yellow (color)
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
63da0311-405d-55da-9844-690abd29fb62,tg:lhob:339,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
5430d12d-0bd8-598a-9c2b-5a295e4a2ce2,tg:lhob:143,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kgr,green (color)
5784cc53-0e0e-5628-912b-26ce7215dd53,tg:lhob:728,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
848526cc-f124-5b87-a440-4e759b961fe2,tg:lhob:666,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
96c8292a-ca37-5dce-b4d4-994081c5e898,tg:lhob:148,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kge,yellow (color)
96c8292a-ca37-5dce-b4d4-994081c5e898,tg:lhob:148,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
1f9c5b8c-a852-5d77-8ed5-637b9d2f6db9,tg:lhob:324,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
e9a43dc3-0ac1-5e0c-94d7-9ed4c0ebccba,tg:lhob:627,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
5bd293ed-da1d-5499-8d86-8b806b69cea3,tg:lhob:109,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kbr,brown (color)
8f224bff-7428-5e5e-9622-98f1e736413f,tg:lhob:220,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kwt,white (color)
5a247f0e-1926-5765-89f1-0e201cd7405a,tg:lhob:172,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
7530c604-63a8-5db3-8079-4f9695b04ec4,tg:lhob:92,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzw,black (color)
b5e5a4a3-05db-5384-a64f-0865630d2f32,tg:lhob:575,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
4cdfd51b-fcc9-5c60-9a27-1f6bcc2117c1,tg:lhob:164,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
c7609d4e-70de-55ef-bd48-bf2988c00bc3,tg:lhob:328,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
ec6aaa93-f55d-56e6-99a5-64728549e008,tg:lhob:144,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
ed47729f-953f-5003-8a8c-db16fd9cf838,tg:lhob:451,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kbr,brown (color)
ed47729f-953f-5003-8a8c-db16fd9cf838,tg:lhob:451,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kbe,beige (color)
7e7eaaa2-8ae0-5556-b484-e7c0da8a6387,tg:lhob:152,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kge,yellow (color)
7e7eaaa2-8ae0-5556-b484-e7c0da8a6387,tg:lhob:152,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
d1a3ea5b-98c7-5670-8d8b-e0e98ca3acba,tg:lhob:693,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
50ec8d66-30ea-5ccd-8b1b-cb6d14641ff4,tg:lhob:369,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
641a782f-ada1-50b8-9a4d-ee7b4fbd16bf,tg:lhob:257,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzw,black (color)
641a782f-ada1-50b8-9a4d-ee7b4fbd16bf,tg:lhob:257,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
cd6e0acc-6d84-58a5-a7df-fe3e9d205d1c,tg:lhob:607,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
ddb182f1-30d5-5754-af58-82d22e99820f,tg:lhob:650,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
b144145a-e690-573d-a83e-e82e617bdcfc,tg:lhob:200,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kwt,white (color)
48361d7b-04ff-5b1a-b80d-534d0b26a10c,tg:lhob:596,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
ebcdcab7-100b-5f7b-9783-fd418784ee90,tg:lhob:71,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kro,red (color)
f351ec48-09e5-5ae5-863a-929f1990031b,tg:lhob:353,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kor,gold (color)
1dc939e0-a4a8-5c82-9fb5-734db3822a7e,tg:lhob:304,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
95cf0333-e8ec-5607-aa9c-e7b3a164c8db,tg:lhob:169,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kge,yellow (color)
d432abaa-0d2a-5b2d-b833-1b43c319ff9d,tg:lhob:240,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
9fe0854f-f686-5bb9-955e-7bbd13058140,tg:lhob:647,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
f6d6d8a3-cb7f-52d7-87e9-0922be22bdbf,tg:lhob:651,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
71f5dbc1-c8e2-5a53-b529-9f6c83683bec,tg:lhob:344,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kge,yellow (color)
71f5dbc1-c8e2-5a53-b529-9f6c83683bec,tg:lhob:344,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
17224bba-0d0e-597a-9be2-7f2b8eb004fb,tg:lhob:190,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
4e719db4-e0b2-50de-a307-1e920baf8800,tg:lhob:256,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzw,black (color)
4e719db4-e0b2-50de-a307-1e920baf8800,tg:lhob:256,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
5a59f20e-f376-5961-987c-4c1ac380bf47,tg:lhob:313,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
fde4ee0b-2099-5890-afc5-8ffa9b538296,tg:lhob:104,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kbr,brown (color)
e5c7c2d8-5efb-56ad-9653-dc9a9a8f3e85,tg:lhob:368,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
d720f2ab-0ca2-5b01-a678-d3b70cd4067c,tg:lhob:153,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzw,black (color)
d720f2ab-0ca2-5b01-a678-d3b70cd4067c,tg:lhob:153,Colours,2,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kbr,brown (color)
d720f2ab-0ca2-5b01-a678-d3b70cd4067c,tg:lhob:153,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
2fb33b5b-3e0b-564e-80e8-06564c7e7e9f,tg:lhob:145,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kgr,green (color)
5ef54a65-13f2-5c36-a854-cdb5b5b59cc6,tg:lhob:329,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
eca6027f-672d-5e12-a169-8362dba0d361,tg:lhob:407,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kro,red (color)
6c94970c-7ee2-5e68-b204-d1f711f51a21,tg:lhob:535,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
42dd7f4e-25ce-5fe4-98ba-1ea51546f714,tg:lhob:85,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kge,yellow (color)
b7494824-f9c1-555a-afd3-085bf3e50470,tg:lhob:562,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kbl,blue (color)
b7494824-f9c1-555a-afd3-085bf3e50470,tg:lhob:562,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
49e645bb-7866-5b89-bdac-460a59910a13,tg:lhob:348,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
2b60201f-7e64-5135-878c-695602738bbb,tg:lhob:93,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kwt,white (color)
0c459f16-b40b-5759-b2b3-fd609254b37d,tg:lhob:574,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
9e71c1b2-d30c-5f1d-8c34-7709c2cd15de,tg:lhob:364,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
1cf726b5-8db7-5c0c-bd9e-662639410d3c,tg:lhob:325,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
685c94bb-f485-5187-bbff-a0a0a5d194e8,tg:lhob:260,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kbr,brown (color)
685c94bb-f485-5187-bbff-a0a0a5d194e8,tg:lhob:260,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
87af7525-a00e-500b-a735-69ded74ebf52,tg:lhob:149,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kge,yellow (color)
87af7525-a00e-500b-a735-69ded74ebf52,tg:lhob:149,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
f5f1348d-4e09-51f7-a815-6ca4ecce38df,tg:lhob:372,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
0d59cead-0e6a-5456-a01f-2fd1c1f91b63,tg:lhob:722,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kbe,beige (color)
9cbaa13b-e9db-58a6-b8e5-47ddb6b420f6,tg:lhob:667,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
45406206-0771-5e33-9fe7-37e0f7e592c3,tg:lhob:648,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
95a78d68-6920-50a7-bc1e-866675ad86f5,tg:lhob:69,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kiw,ivory (color)
16d7e048-6a4f-5a59-8516-d4c371883b04,tg:lhob:561,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kbl,blue (color)
16d7e048-6a4f-5a59-8516-d4c371883b04,tg:lhob:561,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
582a01ef-5506-51d2-aea9-14cef9f037ec,tg:lhob:577,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
5a5021d7-b4eb-5be4-bda5-b729383dfc93,tg:lhob:259,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzw,black (color)
5a5021d7-b4eb-5be4-bda5-b729383dfc93,tg:lhob:259,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
4a8f8f16-cfdf-5c58-9732-35cb89d2cd73,tg:lhob:222,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kbr,brown (color)
4e734535-cb36-5267-95ec-c47c9e542fd4,tg:lhob:367,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
c571dfb3-77ca-5912-b84c-bd60bed483d8,tg:lhob:330,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kge,yellow (color)
c571dfb3-77ca-5912-b84c-bd60bed483d8,tg:lhob:330,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
f5fb8982-6320-5ad9-83b8-330917c18bd4,tg:lhob:721,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kbe,beige (color)
5c05dc28-3f90-51ed-9553-7ae652309d48,tg:lhob:306,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
a4eaf841-6cd4-58a4-91cf-cea23a2fdc39,tg:lhob:613,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
f8fb498f-ffd0-5b1b-9b30-d55e2becf366,tg:lhob:582,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
0d05e880-ea32-51ea-934b-ed5b401fcbfe,tg:lhob:701,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
21ef8231-2324-53e8-92df-a86af468c875,tg:lhob:214,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kro,red (color)
61ae216a-8a16-5645-b90c-7a1d1d554dd2,tg:lhob:644,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
4634e426-77f1-5278-8ba4-c33bb6c05ebd,tg:lhob:740,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kjs,gray (color)
e3f6e056-d25b-58ae-b4b4-cca975a8ef13,tg:lhob:255,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzw,black (color)
e3f6e056-d25b-58ae-b4b4-cca975a8ef13,tg:lhob:255,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
c4c251f0-92eb-5194-abef-c9620d4f2192,tg:lhob:150,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kge,yellow (color)
c4c251f0-92eb-5194-abef-c9620d4f2192,tg:lhob:150,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
0805a40b-7603-5691-9bdb-2db9257c9fa1,tg:lhob:629,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
d0ac0298-3a56-5dae-93ec-fb8586cac684,tg:lhob:146,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kro,red (color)
bf22732e-9980-5ef8-8bbc-2084af072577,tg:lhob:404,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
b07fea49-9c66-5452-82d8-fa8ae8753072,tg:lhob:687,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
7db9392a-b61a-54d1-baa5-01402bb3c3c2,tg:lhob:239,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kdr,brown (color)
7db9392a-b61a-54d1-baa5-01402bb3c3c2,tg:lhob:239,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
5f557926-25a7-52a1-b283-2494e25a258f,tg:lhob:110,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
bee1fb81-3b0f-587b-8264-45bb4cb6d0ad,tg:lhob:147,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kge,yellow (color)
bee1fb81-3b0f-587b-8264-45bb4cb6d0ad,tg:lhob:147,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
b31c9fec-9caf-5db1-bfbb-ed06d7c8efc3,tg:lhob:628,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
b51fbb3c-e7da-554f-8e84-ca9e4e121aaf,tg:lhob:151,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kge,yellow (color)
b51fbb3c-e7da-554f-8e84-ca9e4e121aaf,tg:lhob:151,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzw,black (color)
11565e80-bcba-55e2-b8bb-6a36f784cbe9,tg:lhob:254,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzw,black (color)
11565e80-bcba-55e2-b8bb-6a36f784cbe9,tg:lhob:254,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
01fcf987-aae1-5c65-b6df-aee3f3d3ccce,tg:lhob:192,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kgr,green (color)
bf4d3de2-9dc9-5001-90ca-d2e873d41663,tg:lhob:716,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kge,yellow (color)
794d80cc-95e7-56be-b3be-db2821d1b92a,tg:lhob:653,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
832f66ed-88a0-51e6-ae90-4a250dcaa89a,tg:lhob:72,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kbr,brown (color)
b1b379a0-4435-5cd6-96e0-f82ea0698440,tg:lhob:595,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
4931b31f-08a9-5a33-8806-33105b52299e,tg:lhob:350,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
e23288ee-aaa0-55b6-a9dc-96ef68bc2b6d,tg:lhob:700,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kbe,beige (color)
9150ed52-52fe-57b2-ae8d-fc7ced1a57c1,tg:lhob:645,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzi,silver (color)
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
a43371f8-3cd4-553d-b0bf-7bd8c6551d98,tg:lhob:235,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kbr,brown (color)
9e467cf2-532f-5f14-a60c-b4c7970f5835,tg:lhob:720,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kbe,beige (color)
377a79d9-9f98-5c73-b273-7eb0e2602385,tg:lhob:331,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kzi,silver (color)
9684c488-8ba9-5dfa-b7ce-c9edf15c17b4,tg:lhob:223,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kwt,white (color)
eb07e0d8-9c7f-5054-acf8-f195c103b995,tg:lhob:366,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kor,gold (color)
dcdb4665-fc35-54fd-891c-8264c382dc77,tg:lhob:258,Colours,1,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,kzw,black (color)
dcdb4665-fc35-54fd-891c-8264c382dc77,tg:lhob:258,Colours,1,kenmerken/lhmateriaalob.lhmateriaalkleurob,kdr,brown (color)
