ResourceID,brocade.id,card,source_date,Copyright Revision Date,Copyright Type
4556fdab-4cd6-5bad-9f48-7527d4b9e8d1,tg:lhps:50383,e73_Copyrights,2013-10-25,2128-10-25,In Copyright
ddeef7a3-33df-5ea1-991a-9ea3d45695e9,tg:lhps:53970,e73_Copyrights,1957-09-01,2072-09-01,In Copyright
d19e3b90-01a6-5526-a2de-a6e67d77f8e9,tg:lhps:22560,e73_Copyrights,1990-10-14,2105-10-14,In Copyright
2da1bc19-9485-59c0-b87d-74d4f17f09de,tg:lhps:30101,e73_Copyrights,2008-03-01,2123-03-01,In Copyright
e6768e15-3d43-5308-996d-58a5865547f5,tg:lhps:6176,e73_Copyrights,1917-01-23,2032-01-23,In Copyright
8e50916f-87c2-5ff7-8b72-d2d9f41c6598,tg:lhps:48237,e73_Copyrights,1991-06-22,2106-06-22,In Copyright
2f1d1022-86ef-55b4-b901-c1374c928dde,tg:lhps:16137,e73_Copyrights,1985-09-uu,2100-09-uu,In Copyright
837e150f-1c84-5c52-b6bb-35a312b93317,tg:lhps:10503,e73_Copyrights,1962-09-16,2077-09-16,In Copyright
c21bbbd0-7259-57f8-aabd-4404ea112c4a,tg:lhps:61913,e73_Copyrights,1988-07-30,2103-07-30,In Copyright
f2bcf0d5-7ebb-5fdb-b0ae-7bc43d81003f,tg:lhps:32619,e73_Copyrights,1900-uu-uu,2015-uu-uu,No Known Copyright
5821c783-bb5b-5161-8b7b-3512f238043c,tg:lhps:20278,e73_Copyrights,1991-11-22,2106-11-22,In Copyright
89a3d45e-0301-53e9-a0ed-4e2fe86e6d9e,tg:lhps:47925,e73_Copyrights,1953-03-28,2068-03-28,In Copyright
715c60c4-464a-5bc9-b9d1-5f12feaaf76e,tg:lhps:36535,e73_Copyrights,1920-uu-uu,2035-uu-uu,In Copyright
22cea1ce-4231-57fc-a6f9-8c81b2c52069,tg:lhps:24154,e73_Copyrights,1965-06-27,2080-06-27,In Copyright
2f2301a8-3742-560f-8fda-f84a468a943e,tg:lhps:15325,e73_Copyrights,1970-02-27,2085-02-27,In Copyright
fa36a343-5c07-5360-b6b7-0e039ce1e63b,tg:lhps:598,e73_Copyrights,1953-03-28,2068-03-28,In Copyright
8b08f720-994c-5ea6-8ca0-b60aab64eed5,tg:lhps:1048,e73_Copyrights,1950-05-26,2065-05-26,In Copyright
4a48a4c0-a98b-5d14-8538-b1506121959d,tg:lhps:11009,e73_Copyrights,1991-09-14,2106-09-14,In Copyright
8ab5edb6-c720-505b-92d2-459ef8cf8996,tg:lhps:28854,e73_Copyrights,1957-03-17,2072-03-17,In Copyright
2f8a1f9c-a005-5d3c-bbe1-b94ead031fad,tg:lhps:5364,e73_Copyrights,1910-07-10,2025-07-10,In Copyright
86eac09e-3f26-59f4-8d37-23874da7fb76,tg:lhps:59444,e73_Copyrights,uuuu-05-24,,No Copyright - Public Domain Mark 1.0
13915fe9-4228-53b0-b671-8daabe9f2524,tg:lhps:21772,e73_Copyrights,1961-05-03,2076-05-03,In Copyright
3b4923cb-b5a9-57de-a287-b87cb036e34d,tg:lhps:33313,e73_Copyrights,1900-uu-uu,2015-uu-uu,No Known Copyright
013b44db-9eac-5595-baed-3362e2c769dc,tg:lhps:43390,e73_Copyrights,2000-12-04,2115-12-04,In Copyright
a4e4012e-eb1f-583a-9722-01fe9360c5ec,tg:lhps:40963,e73_Copyrights,1989-06-uu,2104-06-uu,In Copyright
f3585a9c-d527-58d6-8231-fea970a7aab6,tg:lhps:13669,e73_Copyrights,1955-03-03,2070-03-03,In Copyright
9557ff8e-6c52-5916-9d5a-31a8f206c542,tg:lhps:23112,e73_Copyrights,1987-05-23,2102-05-23,In Copyright
7655d389-a956-5d46-a4dd-ab38a26c2fdd,tg:lhps:31573,e73_Copyrights,1968-05-30,2083-05-30,In Copyright
2d5132d5-ab80-56c4-9938-06c4247cd6c3,tg:lhps:7504,e73_Copyrights,1978-07-02,2093-07-02,In Copyright
7bfb195f-34c7-5f75-879d-88d416462054,tg:lhps:49645,e73_Copyrights,1987-10-25,2102-10-25,In Copyright
324a266c-91af-57c6-b618-51e4d97b3aa5,tg:lhps:17545,e73_Copyrights,1983-03-08,2098-03-08,In Copyright
4e5eeab9-5d0b-5ef8-acfb-abc8e426fe75,tg:lhps:3628,e73_Copyrights,1980-02-16,2095-02-16,In Copyright
1de2e160-ffcb-5a7f-a24e-26527f189c0f,tg:lhps:26734,e73_Copyrights,1984-05-06,2099-05-06,In Copyright
10e8ab92-3235-55fc-83ab-48225a124a81,tg:lhps:2322,e73_Copyrights,1990-04-27,2105-04-27,In Copyright
7c02c45b-578e-5b03-aa64-69b2247e6bbd,tg:lhps:53808,e73_Copyrights,uuuu-02-24,,No Copyright - Public Domain Mark 1.0
eb035500-a8a1-56aa-8825-0468a8c110a7,tg:lhps:12363,e73_Copyrights,1987-02-21,2102-02-21,In Copyright
5c210433-8bfa-5bc4-ad43-4198ff72304a,tg:lhps:11990,e73_Copyrights,1990-12-09,2105-12-09,In Copyright
1f592a70-2d2f-5553-8381-f921999b9652,tg:lhps:30079,e73_Copyrights,2007-10-06,2122-10-06,In Copyright
5add141a-f4cf-52dc-903a-06ca263c4c37,tg:lhps:60580,e73_Copyrights,1945-11-24,2060-11-24,In Copyright
b8f86f80-a452-5fd4-b28d-f4887e95f1d7,tg:lhps:13701,e73_Copyrights,1982-04-01,2097-04-01,In Copyright
b5f1ff52-38e8-5bad-8c53-6a09d212b2f6,tg:lhps:51699,e73_Copyrights,uuuu-04-22,,No Copyright - Public Domain Mark 1.0
105ae196-6125-5897-919b-04158ed1d026,tg:lhps:9295,e73_Copyrights,1962-12-06,2077-12-06,In Copyright
94fc8192-3dae-5f03-bd87-7dac02de17f0,tg:lhps:3740,e73_Copyrights,1978-11-29,2093-11-29,In Copyright
f18484bc-9b83-5dc0-813b-2500203d267a,tg:lhps:27356,e73_Copyrights,1978-uu-uu,2093-uu-uu,In Copyright
e70d33c0-e049-521d-ba78-0a505e6dcb7d,tg:lhps:50393,e73_Copyrights,2005-10-15,2120-10-15,In Copyright
f68cd1e8-f4ef-5c90-9613-eb68bc7d7918,tg:lhps:53960,e73_Copyrights,1963-09-01,2078-09-01,In Copyright
2690c03e-5477-53eb-a806-0711923fe97d,tg:lhps:6166,e73_Copyrights,1917-09-22,2032-09-22,In Copyright
d2da1bf9-f42d-5464-9b8f-9aec6cf8e008,tg:lhps:48227,e73_Copyrights,2003-10-01,2118-10-01,In Copyright
35d8e656-6cf5-58cb-b803-49c0a9d76a28,tg:lhps:30111,e73_Copyrights,2007-uu-uu,2122-uu-uu,In Copyright
8522d734-f3f9-5bf9-b2d4-6ba831cc452e,tg:lhps:22570,e73_Copyrights,1990-11-18,2105-11-18,In Copyright
cfeb6d22-db60-5bad-a0b9-d6d86fe45270,tg:lhps:40192,e73_Copyrights,1977-02-23,2092-02-23,In Copyright
67481e6b-470d-5fd9-ade1-9a9284d7431f,tg:lhps:32771,e73_Copyrights,1900-uu-uu,2015-uu-uu,No Known Copyright
3568fc6d-e665-55c4-a6fa-344291f46661,tg:lhps:20310,e73_Copyrights,1988-03-31,2103-03-31,In Copyright
26bfd986-16ea-599c-aacc-594a941852dc,tg:lhps:62288,e73_Copyrights,2019-09-22,2134-09-22,In Copyright
6e2ff944-0fde-56e6-a21b-f03ac949f967,tg:lhps:4706,e73_Copyrights,1969-09-13,2084-09-13,In Copyright
f81eeef2-ba47-5a9e-9744-109df1b67c05,tg:lhps:58026,e73_Copyrights,2001-11-15,2116-11-15,In Copyright
a7d4d627-5136-5cdf-bbc6-40b4115960b2,tg:lhps:54926,e73_Copyrights,1993-02-01,2108-02-01,In Copyright
590d2bc4-2ec2-513b-bca9-b6400bcf1132,tg:lhps:25536,e73_Copyrights,1970-01-31,2085-01-31,In Copyright
cdfcc38c-908f-55b6-945c-9d393386d5bd,tg:lhps:1120,e73_Copyrights,1990-06-05,2105-06-05,In Copyright
e21f67c5-e212-56c3-9754-d1e36be0b56c,tg:lhps:41498,e73_Copyrights,2005-05-29,2120-05-29,In Copyright
93aa9c74-14c2-5beb-b9a7-c196cb5501e3,tg:lhps:11161,e73_Copyrights,1937-11-16,2052-11-16,In Copyright
a563ef70-c13e-5a68-bd99-b4d0ac33b32f,tg:lhps:30888,e73_Copyrights,1989-10-08,2104-10-08,In Copyright
3556b458-10f6-581b-8cfe-c4a7eedc5ffb,tg:lhps:3638,e73_Copyrights,1971-03-21,2086-03-21,In Copyright
4899d2bc-d38c-52cc-983e-118ec6289a38,tg:lhps:13679,e73_Copyrights,1982-04-15,2097-04-15,In Copyright
5672af65-ba72-55ba-86db-71906f55748b,tg:lhps:43380,e73_Copyrights,2001-12-06,2116-12-06,In Copyright
982601b3-5bed-583b-b0db-fbf0e8c153c0,tg:lhps:40973,e73_Copyrights,1977-01-22,2092-01-22,In Copyright
dba8788f-76d3-5e58-aed7-3c3485f9f38f,tg:lhps:7514,e73_Copyrights,1980-01-25,2095-01-25,In Copyright
e249fbc3-3517-5447-8d68-15fa39033f10,tg:lhps:49655,e73_Copyrights,1988-uu-uu,2103-uu-uu,In Copyright
514d0f6f-588b-5fcd-8b29-79da68ab5eea,tg:lhps:23102,e73_Copyrights,1992-09-06,2107-09-06,In Copyright
04b8e667-6fb7-5beb-a92a-0be64af07152,tg:lhps:12373,e73_Copyrights,1985-11-18,2100-11-18,In Copyright
5b9d33f7-5531-50c1-bb73-009a362238db,tg:lhps:11980,e73_Copyrights,1992-02-10,2107-02-10,In Copyright
077b0aeb-9f99-5a7c-bfd6-d9c46431e394,tg:lhps:21,e73_Copyrights,1966-12-03,2081-12-03,In Copyright
e956f71c-8471-5c3f-a374-9dc771bf7b82,tg:lhps:53818,e73_Copyrights,1994-03-02,2109-03-02,In Copyright
bb6a0692-9bbd-50a5-8992-268571b67f5d,tg:lhps:60590,e73_Copyrights,1936-10-10,2051-10-10,In Copyright
c951f664-52ca-556d-b000-8ade0f8e2b9c,tg:lhps:22408,e73_Copyrights,1969-12-08,2084-12-08,In Copyright
d16d1dcc-f4cf-5a2d-8bfb-645f410c3ed4,tg:lhps:30069,e73_Copyrights,2008-06-01,2123-06-01,In Copyright
5e8f6551-133d-5525-a08a-d328285fc61f,tg:lhps:2332,e73_Copyrights,1964-03-11,2079-03-11,In Copyright
6823e084-acdb-540b-97f7-a62f27a8d27e,tg:lhps:26724,e73_Copyrights,1984-09-21,2099-09-21,In Copyright
520fbe6b-8220-5c32-b40f-4fcc8d536169,tg:lhps:34345,e73_Copyrights,1900-uu-uu,2015-uu-uu,No Known Copyright
6a4d06b2-9680-512c-a899-77cb21999dab,tg:lhps:47935,e73_Copyrights,2003-09-uu,2118-09-uu,In Copyright
f828da18-5c10-551b-a0c9-08cf211c45f9,tg:lhps:24144,e73_Copyrights,1965-07-02,2080-07-02,In Copyright
56fbfe3a-2e82-5f05-b4b3-cfe1a36fc75c,tg:lhps:36525,e73_Copyrights,1925-uu-uu,2040-uu-uu,In Copyright
e3ec81fa-72c9-5e24-9705-7ef2f45959e0,tg:lhps:10513,e73_Copyrights,1977-07-22,2092-07-22,In Copyright
985e68e6-980f-533f-bea2-ad5ac9519aae,tg:lhps:20268,e73_Copyrights,1989-04-07,2104-04-07,In Copyright
2929ab0b-d89c-57e4-821e-6f889c185de4,tg:lhps:32609,e73_Copyrights,1896-08-uu,2011-08-uu,No Known Copyright
076737bc-0b2c-5d13-9553-1fb54fc6d6d4,tg:lhps:61903,e73_Copyrights,1990-06-02,2105-06-02,In Copyright
a1dd2c30-a99c-58c5-b2e9-4be096ad49ce,tg:lhps:28844,e73_Copyrights,uuuu-11-27,,No Copyright - Public Domain Mark 1.0
fa41039a-1b93-51d6-9d86-c937f76f51b9,tg:lhps:11019,e73_Copyrights,1992-10-30,2107-10-30,In Copyright
f203c31d-02d5-522e-b553-a6d2c1db80a4,tg:lhps:21762,e73_Copyrights,uuuu-11-30,,No Copyright - Public Domain Mark 1.0
10f880f1-f426-5777-9234-141c1c024d59,tg:lhps:6987,e73_Copyrights,1986-06-13,2101-06-13,In Copyright
ad576da0-6984-50a2-a3dd-b453150e11f5,tg:lhps:59454,e73_Copyrights,1989-06-16,2104-06-16,In Copyright
6fd673fc-f697-5282-8361-06d668394fa2,tg:lhps:1058,e73_Copyrights,1946-uu-uu,2061-uu-uu,In Copyright
1f71b191-1b19-506a-ae48-2d95d5bae368,tg:lhps:32134,e73_Copyrights,1895-uu-uu,2010-uu-uu,No Known Copyright
bb689b6e-c2b0-54c2-af37-7da69f408fd8,tg:lhps:20555,e73_Copyrights,1952-03-29,2067-03-29,In Copyright
2363bfd5-7b37-55d3-8319-ed379528c352,tg:lhps:4143,e73_Copyrights,1980-04-uu,2095-04-uu,In Copyright
d26e7867-a54c-5328-be78-1544313180b1,tg:lhps:58663,e73_Copyrights,uuuu-01-27,,No Copyright - Public Domain Mark 1.0
3db5e8dc-e535-57ed-9a5c-afda9f2c54c6,tg:lhps:51945,e73_Copyrights,1998-uu-uu,2113-uu-uu,In Copyright
7f2eda82-b701-567f-a4ef-9ee4a1d0a815,tg:lhps:24679,e73_Copyrights,1980-05-09,2095-05-09,In Copyright
e8319a30-4422-558d-913b-b53d14881f63,tg:lhps:14102,e73_Copyrights,1959-10-03,2074-10-03,In Copyright
25588d31-e7da-5f80-b0a9-40396a246f00,tg:lhps:26980,e73_Copyrights,1962-08-29,2077-08-29,In Copyright
2a8ee0d8-0c7f-586b-9930-2fdfbf33ef4d,tg:lhps:25373,e73_Copyrights,1992-12-04,2107-12-04,In Copyright
1a736543-907e-5a5e-b4ad-4d09bfc21691,tg:lhps:1765,e73_Copyrights,1977-12-04,2092-12-04,In Copyright
b38cf649-5d5a-5016-83a5-a51e06a5536a,tg:lhps:57590,e73_Copyrights,1977-12-04,2092-12-04,In Copyright
5c926fc7-8b32-5880-9158-4688761d4384,tg:lhps:15408,e73_Copyrights,1955-01-11,2070-01-11,In Copyright
fa3707b5-2e29-55b4-ba98-e4847387eeaa,tg:lhps:18802,e73_Copyrights,1968-12-22,2083-12-22,In Copyright
44672c5a-bd6a-51e9-9637-76a86f95fb4a,tg:lhps:59369,e73_Copyrights,1989-05-20,2104-05-20,In Copyright
15eacc2d-b444-55a0-8293-b406bc8e14d8,tg:lhps:5449,e73_Copyrights,1952-uu-uu,2067-uu-uu,In Copyright
c9e56ba4-45ea-53db-8d1c-8ddfddf47ce0,tg:lhps:49168,e73_Copyrights,1991-06-07,2106-06-07,In Copyright
13614a6e-6abf-52fb-9989-9d16d68a3b92,tg:lhps:7229,e73_Copyrights,1968-03-uu,2083-03-uu,In Copyright
cdb82d81-93c9-54bc-9350-84c85399d39e,tg:lhps:19491,e73_Copyrights,1986-11-15,2101-11-15,In Copyright
20745bd5-db4d-5443-95b9-f768932a6f13,tg:lhps:13144,e73_Copyrights,1984-11-29,2099-11-29,In Copyright
24959589-e746-53e8-a278-a0bb7556a633,tg:lhps:3105,e73_Copyrights,1976-09-14,2091-09-14,In Copyright
f8a70532-6573-5d20-a9ed-eed9f7644ae6,tg:lhps:27513,e73_Copyrights,1960-07-16,2075-07-16,In Copyright
b2213334-8555-5aad-9a57-4ad8f4492502,tg:lhps:17268,e73_Copyrights,1960-06-12,2075-06-12,In Copyright
ffddd1c0-b792-570a-8f87-d680988cba40,tg:lhps:47791,e73_Copyrights,1955-10-15,2070-10-15,In Copyright
7aca8080-2e50-5608-9d80-3cd5c926b8e1,tg:lhps:56903,e73_Copyrights,2001-11-09,2116-11-09,In Copyright
af2cd512-7705-5244-a039-f6806f99ddc2,tg:lhps:34478,e73_Copyrights,1904-uu-uu,2019-uu-uu,No Known Copyright
5da69ebe-b704-5f9c-8925-2095b1c694e5,tg:lhps:26019,e73_Copyrights,1979-01-25,2094-01-25,In Copyright
a8d5e485-e297-501b-b623-36e02c4b202b,tg:lhps:16762,e73_Copyrights,1956-02-18,2071-02-18,In Copyright
8ea3ba7e-b6c3-5429-ac0b-3e4ab36289f3,tg:lhps:45868,e73_Copyrights,1995-03-uu,2110-03-uu,In Copyright
095f1303-ac5a-543b-be64-c3a893e2f5cb,tg:lhps:6723,e73_Copyrights,1938-02-11,2053-02-11,In Copyright
5552c787-41b0-50d3-8613-f90904f2c0eb,tg:lhps:48462,e73_Copyrights,2005-10-06,2120-10-06,In Copyright
9f091e7a-77ee-5755-b7c1-a5efe1a70052,tg:lhps:30754,e73_Copyrights,1986-03-07,2101-03-07,In Copyright
163153dd-2826-5925-8085-bbc430f589a7,tg:lhps:22335,e73_Copyrights,1961-06-29,2076-06-29,In Copyright
24ab0681-eb65-595b-8786-2f5a0925512c,tg:lhps:24701,e73_Copyrights,1979-06-24,2094-06-24,In Copyright
653da6db-6829-51f5-9d3e-93872db79d2f,tg:lhps:49989,e73_Copyrights,1993-03-20,2108-03-20,In Copyright
34949819-86a0-5b8a-b936-37a04cc21707,tg:lhps:10356,e73_Copyrights,1922-04-06,2037-04-06,In Copyright
4edbb5c2-e467-5c0d-8836-90ee286db395,tg:lhps:33546,e73_Copyrights,1895-uu-uu,2010-uu-uu,No Known Copyright
186e297b-ebe1-5cdc-92f8-dd243ebbfb0d,tg:lhps:21127,e73_Copyrights,1968-06-uu,2083-06-uu,In Copyright
7a47cabf-f59b-5a34-9bdd-4044d63c11b9,tg:lhps:5531,e73_Copyrights,1960-06-25,2075-06-25,In Copyright
bda8fb09-6bf1-5a44-a641-0f21a755dab9,tg:lhps:59211,e73_Copyrights,uuuu-09-09,,No Copyright - Public Domain Mark 1.0
7d4e54e9-c70a-5789-93a7-a52c6577bf3e,tg:lhps:42956,e73_Copyrights,1998-10-20,2113-10-20,In Copyright
30da4b67-f87c-5193-beaf-8091c2297355,tg:lhps:45089,e73_Copyrights,2005-01-27,2120-01-27,In Copyright
7f823048-87f6-536e-a997-d6b829537130,tg:lhps:15570,e73_Copyrights,1971-11-20,2086-11-20,In Copyright
10bd1753-01b6-5e80-8ee2-a5f8cee54da5,tg:lhps:17310,e73_Copyrights,2006-02-09,2121-02-09,In Copyright
99342d87-17f4-5b5a-b7c5-37f10bd7b8a5,tg:lhps:55288,e73_Copyrights,1992-05-12,2107-05-12,In Copyright
6e67b01d-e074-5b84-9f56-13f88511fa85,tg:lhps:7351,e73_Copyrights,1981-10-09,2096-10-09,In Copyright
f2bfedb2-1ac7-5775-970b-8c36dc7f8217,tg:lhps:49010,e73_Copyrights,2006-07-07,2121-07-07,In Copyright
bb1d2dfa-fd4f-5b11-8fe8-bbdf92cb974a,tg:lhps:31326,e73_Copyrights,1991-04-02,2106-04-02,In Copyright
3f1b0dee-3c66-57f4-b2f4-9dc597192f75,tg:lhps:23747,e73_Copyrights,1967-11-26,2082-11-26,In Copyright
afa412f8-be5d-54da-95de-5d58e0b2680f,tg:lhps:12536,e73_Copyrights,1988-uu-uu,2103-uu-uu,In Copyright
dfc68919-c018-50a3-bb12-babb42186333,tg:lhps:28798,e73_Copyrights,1985-10-30,2100-10-30,In Copyright
ca9ac3da-0850-5563-97b0-1d8fcf205d1c,tg:lhps:2577,e73_Copyrights,1961-04-08,2076-04-08,In Copyright
7d83de10-6905-5094-8184-779654eaf517,tg:lhps:26161,e73_Copyrights,uuuu-12-24,,No Copyright - Public Domain Mark 1.0
aa234421-d095-5503-8077-c0dd5a1d0924,tg:lhps:34500,e73_Copyrights,1920-uu-uu,2035-uu-uu,In Copyright
9013bbba-6723-5593-993b-6461b3bb7c1d,tg:lhps:54782,e73_Copyrights,2016-06-04,2131-06-04,In Copyright
9831821c-3af7-5478-bb91-3451d19b9e6b,tg:lhps:45910,e73_Copyrights,1998-03-24,2113-03-24,In Copyright
8b60a626-70e3-53e7-96ce-18788ca9f1f8,tg:lhps:27503,e73_Copyrights,1961-05-17,2076-05-17,In Copyright
19f32522-59fe-5f10-93eb-d4523752c71f,tg:lhps:3115,e73_Copyrights,1969-06-18,2084-06-18,In Copyright
ce413a4b-cde3-5463-adc3-e2d7e92d00a5,tg:lhps:47781,e73_Copyrights,1956-10-13,2071-10-13,In Copyright
c271e3b1-5f01-5566-bddc-a64f18bb6ea4,tg:lhps:56913,e73_Copyrights,1956-10-13,2071-10-13,In Copyright
6be9c5a0-c841-5580-bb79-56c4f7007d55,tg:lhps:17278,e73_Copyrights,1957-03-26,2072-03-26,In Copyright
27fce069-b306-56c7-b3bd-991c91673d72,tg:lhps:19481,e73_Copyrights,1948-07-26,2063-07-26,In Copyright
d396da8f-7dcc-57ab-9c84-6a75ebecacff,tg:lhps:49178,e73_Copyrights,1981-10-28,2096-10-28,In Copyright
69a91d9a-7cae-5e99-960f-d587cf543e25,tg:lhps:7239,e73_Copyrights,uuuu-11-16,,No Copyright - Public Domain Mark 1.0
85452aa1-4da2-506b-abfd-bc6c3a56ce57,tg:lhps:13154,e73_Copyrights,1982-01-30,2097-01-30,In Copyright
c94bd4e3-7b1b-5ffd-9a8f-5db8e73d6d3e,tg:lhps:22325,e73_Copyrights,1961-05-16,2076-05-16,In Copyright
9a0b5167-568b-5f4e-a0b5-aef2f2e1b041,tg:lhps:30744,e73_Copyrights,1991-10-02,2106-10-02,In Copyright
bf715082-8cd5-589a-847c-7cc686bce405,tg:lhps:6733,e73_Copyrights,1959-uu-uu,2074-uu-uu,In Copyright
2e0ec596-766c-5149-a350-800e4006aec5,tg:lhps:26009,e73_Copyrights,1979-03-29,2094-03-29,In Copyright
8b7648d3-16f0-5fd9-922e-de649307caa0,tg:lhps:34468,e73_Copyrights,1898-uu-uu,2013-uu-uu,No Known Copyright
5557682e-0649-5689-8ca5-48fbb438b891,tg:lhps:45878,e73_Copyrights,2005-10-08,2120-10-08,In Copyright
bb92e507-2a6a-5655-b012-89af13a4fafa,tg:lhps:16772,e73_Copyrights,2005-10-08,2120-10-08,In Copyright
c124dee3-4459-54ce-9831-f71d4fa383eb,tg:lhps:24669,e73_Copyrights,1980-03-22,2095-03-22,In Copyright
6ce15d75-cc89-5a31-ac79-68713c87bf19,tg:lhps:14112,e73_Copyrights,1968-04-20,2083-04-20,In Copyright
5e4da48f-2405-5b38-b996-511ab236f4ec,tg:lhps:4153,e73_Copyrights,1946-03-uu,2061-03-uu,In Copyright
fb656e7e-0327-55ff-b5d1-4a21d148fd79,tg:lhps:58673,e73_Copyrights,1946-03-uu,2061-03-uu,In Copyright
f77fc494-ef77-5ee0-bac3-a5fc50b1bf34,tg:lhps:20545,e73_Copyrights,1961-06-15,2076-06-15,In Copyright
f466b5bd-d555-5a3c-800a-c26eaa76314f,tg:lhps:32124,e73_Copyrights,1900-uu-uu,2015-uu-uu,No Known Copyright
42fb6418-ffc8-5649-9687-5e07f687c436,tg:lhps:51955,e73_Copyrights,1991-04-20,2106-04-20,In Copyright
d9219a40-c6ba-574e-a41c-bcd44f2b830b,tg:lhps:59379,e73_Copyrights,1991-04-20,2106-04-20,In Copyright
d5726c39-cee8-5c78-bafe-3a85df9b58fe,tg:lhps:5459,e73_Copyrights,1980-03-17,2095-03-17,In Copyright
1f7d89d6-8d20-5746-b6cf-2905b5b13090,tg:lhps:18812,e73_Copyrights,1989-11-18,2104-11-18,In Copyright
4295c6fe-7ef4-5675-a117-e790ca169d23,tg:lhps:1775,e73_Copyrights,1974-06-18,2089-06-18,In Copyright
e98db3a1-e50b-5cb2-9b28-bac7560f4215,tg:lhps:26990,e73_Copyrights,1962-09-08,2077-09-08,In Copyright
e8c4c065-758e-5fd5-ab10-489a1e5a9f76,tg:lhps:25363,e73_Copyrights,1965-04-11,2080-04-11,In Copyright
34300099-1d56-5f79-babc-75572565b9aa,tg:lhps:15418,e73_Copyrights,1971-01-07,2086-01-07,In Copyright
c7e60103-8b1b-55e2-914b-919380156780,tg:lhps:57580,e73_Copyrights,1981-09-24,2096-09-24,In Copyright
26e9da1f-3933-5289-ba6d-066e39249e27,tg:lhps:8853,e73_Copyrights,1948-06-12,2063-06-12,In Copyright
026c83bb-c6bb-5206-a02c-dc5d747b17ae,tg:lhps:23757,e73_Copyrights,1967-12-16,2082-12-16,In Copyright
b5fe5961-e156-5443-85e2-30ba4cddf890,tg:lhps:31336,e73_Copyrights,1959-05-20,2074-05-20,In Copyright
87c15ec9-945a-5951-8619-f3f71eaa17fc,tg:lhps:49000,e73_Copyrights,1996-08-01,2111-08-01,In Copyright
167d0715-cc50-586a-854b-4f4ac30f3d7b,tg:lhps:29282,e73_Copyrights,1916-09-12,2031-09-12,In Copyright
8f44f0f2-49ed-515f-877f-dbf0fb4b3eb2,tg:lhps:55298,e73_Copyrights,uuuu-uu-uu,,Copyright Undetermined
e406e168-f4d6-59d4-a8d0-aab77ceadb44,tg:lhps:17300,e73_Copyrights,1959-01-18,2074-01-18,In Copyright
52d716f8-5e76-50ca-b31c-77dd869f3a79,tg:lhps:34510,e73_Copyrights,1898-uu-uu,2013-uu-uu,No Known Copyright
511c298b-d355-5d32-aaf4-6b474eb1e885,tg:lhps:26171,e73_Copyrights,1956-05-26,2071-05-26,In Copyright
84b764ce-bf30-5d2c-8073-f3d33d523f39,tg:lhps:2567,e73_Copyrights,1964-12-09,2079-12-09,In Copyright
bd350ead-100c-5d89-8bca-72397ef1a0b6,tg:lhps:54792,e73_Copyrights,1993-10-02,2108-10-02,In Copyright
b7996398-24d6-5b22-8343-0d99c075f071,tg:lhps:45900,e73_Copyrights,2008-11-22,2123-11-22,In Copyright
97ee8148-ea92-5ebc-8f8c-46a4f514e15f,tg:lhps:12526,e73_Copyrights,1982-09-10,2097-09-10,In Copyright
4cee10bc-d968-53ee-8f3a-dac90332c0c8,tg:lhps:28788,e73_Copyrights,1957-01-23,2072-01-23,In Copyright
