ResourceID,brocade.id,card,order,ire.isaar.uuid,ISAAR Brocade ID,Original Entity Relation,Original Entity Widget,Original Entity Identifier
68f78b7f-aeb8-5d96-83e4-3b793117e1ec,tg:lhps:1130,e73_OriginalBrocade,2,f8089409-892e-5d9d-b49d-f6d8cf625960,au::11020,keywords,"dlod={""name"":""Rik Langewouters"",""ark"":""ark:/83110/x0/f8089409-892e-5d9d-b49d-f6d8cf625960"",""uri"":""/agents/people/48567"",""id"":""au::11020"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f8089409-892e-5d9d-b49d-f6d8cf625960
68f78b7f-aeb8-5d96-83e4-3b793117e1ec,tg:lhps:1130,e73_OriginalBrocade,3,181b4a7b-34cb-5462-a5d8-90fb9f67e104,au::16857,keywords,"dlod={""name"":""Raymonde Serverius"",""ark"":""ark:/83110/x0/181b4a7b-34cb-5462-a5d8-90fb9f67e104"",""uri"":""/agents/people/67444"",""id"":""au::16857"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/181b4a7b-34cb-5462-a5d8-90fb9f67e104
68f78b7f-aeb8-5d96-83e4-3b793117e1ec,tg:lhps:1130,e73_OriginalBrocade,4,0d3dbce7-21b1-581f-9df9-2310fe7aff6d,au::4247,keywords,"dlod={""name"":""Comité voor Artistieke Werking"",""ark"":""ark:/83110/x0/0d3dbce7-21b1-581f-9df9-2310fe7aff6d"",""uri"":""/agents/corporate_entities/17118"",""id"":""au::4247"",""nameWithContext"":[""AKAW"",""CAW""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0d3dbce7-21b1-581f-9df9-2310fe7aff6d
fca80e7c-5ff8-5f2d-9cd1-c63679752d2d,tg:lhps:25526,e73_OriginalBrocade,1,97de3584-6ee4-59e8-8819-07f6b98e7738,au::10516,keywords,"dlod={""name"":""Koninklijke Musea voor Kunst en Geschiedenis"",""ark"":""ark:/83110/x0/97de3584-6ee4-59e8-8819-07f6b98e7738"",""uri"":""/agents/corporate_entities/27421"",""id"":""au::10516"",""nameWithContext"":[""KMKG"",""Jubelparkmuseum""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97de3584-6ee4-59e8-8819-07f6b98e7738
da43fb42-b9c8-54a0-acfb-c7e1049bfc60,tg:lhps:9285,e73_OriginalBrocade,3,0f44b3c6-5e23-5574-8ec8-373fea82b898,au::14511,keywords,"dlod={""name"":""Mimi Peetermans"",""ark"":""ark:/83110/x0/0f44b3c6-5e23-5574-8ec8-373fea82b898"",""uri"":""/agents/people/68268"",""id"":""au::14511"",""nameWithContext"":[""Tante Ria""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0f44b3c6-5e23-5574-8ec8-373fea82b898
da43fb42-b9c8-54a0-acfb-c7e1049bfc60,tg:lhps:9285,e73_OriginalBrocade,4,0b939d98-855a-5295-87fa-14c29c88361b,au::22381,keywords,"dlod={""name"":""Koninklijke Nederlandse Schouwburg"",""ark"":""ark:/83110/x0/0b939d98-855a-5295-87fa-14c29c88361b"",""uri"":""/agents/corporate_entities/18019"",""id"":""au::22381"",""nameWithContext"":[""KNS""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0b939d98-855a-5295-87fa-14c29c88361b
da43fb42-b9c8-54a0-acfb-c7e1049bfc60,tg:lhps:9285,e73_OriginalBrocade,5,85075ea3-b149-56e9-9eb3-c914dc849ef0,au::41737,keywords,"dlod={""name"":""Dick Top"",""ark"":""ark:/83110/x0/85075ea3-b149-56e9-9eb3-c914dc849ef0"",""uri"":""/agents/people/87826"",""id"":""au::41737"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/85075ea3-b149-56e9-9eb3-c914dc849ef0
da43fb42-b9c8-54a0-acfb-c7e1049bfc60,tg:lhps:9285,e73_OriginalBrocade,6,212f9d04-d2f8-56a7-9746-69b3e6ad29e6,au::5592,keywords,"dlod={""name"":""Joris Diels"",""ark"":""ark:/83110/x0/212f9d04-d2f8-56a7-9746-69b3e6ad29e6"",""uri"":""/agents/people/87717"",""id"":""au::5592"",""nameWithContext"":[""Luc Branswijck"",""Georg Marc"",""Ernst Vrolyck"",""Alex de Herdt""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/212f9d04-d2f8-56a7-9746-69b3e6ad29e6
b6e45373-3070-5a17-8ea6-0796583d4738,tg:lhps:35727,e73_OriginalBrocade,1,ccaf6523-0e87-5110-a6e8-43bf8d0ba12b,au::18169,keywords,"dlod={""name"":""Tentoonstellingen Kunstambachten"",""ark"":""ark:/83110/x0/ccaf6523-0e87-5110-a6e8-43bf8d0ba12b"",""uri"":""/agents/corporate_entities/25706"",""id"":""au::18169"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ccaf6523-0e87-5110-a6e8-43bf8d0ba12b
0356dab4-2557-5a6e-b8c4-e69e5cd01cde,tg:lhps:3750,e73_OriginalBrocade,4,a153420f-a2a5-5a6f-93d1-25919a598aab,au::10464,keywords,"dlod={""name"":""Koninklijk Jeugdtheater Antwerpen"",""ark"":""ark:/83110/x0/a153420f-a2a5-5a6f-93d1-25919a598aab"",""uri"":""/agents/corporate_entities/24315"",""id"":""au::10464"",""nameWithContext"":[""KJT"",""Het Paleis""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a153420f-a2a5-5a6f-93d1-25919a598aab
0356dab4-2557-5a6e-b8c4-e69e5cd01cde,tg:lhps:3750,e73_OriginalBrocade,5,0fd423fb-ae3f-528d-b73a-8c8b43096f88,au::45320,keywords,"dlod={""name"":""Jerôme Maeckelbergh"",""ark"":""ark:/83110/x0/0fd423fb-ae3f-528d-b73a-8c8b43096f88"",""uri"":""/agents/people/73460"",""id"":""au::45320"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0fd423fb-ae3f-528d-b73a-8c8b43096f88
0356dab4-2557-5a6e-b8c4-e69e5cd01cde,tg:lhps:3750,e73_OriginalBrocade,6,6035d43c-a628-50b9-8dd9-5b878ca428ad,au::45520,keywords,"dlod={""name"":""Jos Dom"",""ark"":""ark:/83110/x0/6035d43c-a628-50b9-8dd9-5b878ca428ad"",""uri"":""/agents/people/85856"",""id"":""au::45520"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6035d43c-a628-50b9-8dd9-5b878ca428ad
0356dab4-2557-5a6e-b8c4-e69e5cd01cde,tg:lhps:3750,e73_OriginalBrocade,7,6df777bd-4771-51bf-a62c-7d93e666726d,au::45521,keywords,"dlod={""name"":""Bart Bracke"",""ark"":""ark:/83110/x0/6df777bd-4771-51bf-a62c-7d93e666726d"",""uri"":""/agents/people/93150"",""id"":""au::45521"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6df777bd-4771-51bf-a62c-7d93e666726d
96efb833-0d9f-58f1-973d-c08c0ffd5c48,tg:lhps:51689,e73_OriginalBrocade,2,41d8283b-ff69-56fe-b64f-268e06f72405,au::13433,keywords,"dlod={""name"":""Nationaal Eigentijds Teater"",""ark"":""ark:/83110/x0/41d8283b-ff69-56fe-b64f-268e06f72405"",""uri"":""/agents/corporate_entities/27545"",""id"":""au::13433"",""nameWithContext"":[""NET"",""Arca/NET"",""Arca""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/41d8283b-ff69-56fe-b64f-268e06f72405
96efb833-0d9f-58f1-973d-c08c0ffd5c48,tg:lhps:51689,e73_OriginalBrocade,3,8525c855-9080-5d1f-bc3c-0eb204c05ce8,au::19140,keywords,"dlod={""name"":""Jaak van de Velde"",""ark"":""ark:/83110/x0/8525c855-9080-5d1f-bc3c-0eb204c05ce8"",""uri"":""/agents/people/51598"",""id"":""au::19140"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8525c855-9080-5d1f-bc3c-0eb204c05ce8
96efb833-0d9f-58f1-973d-c08c0ffd5c48,tg:lhps:51689,e73_OriginalBrocade,4,bb0be9e1-f7a0-5892-b213-0ea8ed95d5e1,au::5029,keywords,"dlod={""name"":""Jo Decaluwé"",""ark"":""ark:/83110/x0/bb0be9e1-f7a0-5892-b213-0ea8ed95d5e1"",""uri"":""/agents/people/66363"",""id"":""au::5029"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bb0be9e1-f7a0-5892-b213-0ea8ed95d5e1
b7c14739-f5f6-5321-95a4-0936063587ba,tg:lhps:13711,e73_OriginalBrocade,2,072e3d36-d810-51bb-ac98-88f6508c002b,au::10543,keywords,"dlod={""name"":""Koninklijke Vlaamse Schouwburg"",""ark"":""ark:/83110/x0/072e3d36-d810-51bb-ac98-88f6508c002b"",""uri"":""/agents/corporate_entities/21855"",""id"":""au::10543"",""nameWithContext"":[""KVS"",""De Bottelarij""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/072e3d36-d810-51bb-ac98-88f6508c002b
b7c14739-f5f6-5321-95a4-0936063587ba,tg:lhps:13711,e73_OriginalBrocade,3,e7cffadf-bd6d-5416-99af-90c9d7d72a44,au::8549,keywords,"dlod={""name"":""Huib van Hellem"",""ark"":""ark:/83110/x0/e7cffadf-bd6d-5416-99af-90c9d7d72a44"",""uri"":""/agents/people/59265"",""id"":""au::8549"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e7cffadf-bd6d-5416-99af-90c9d7d72a44
4556fdab-4cd6-5bad-9f48-7527d4b9e8d1,tg:lhps:50383,e73_OriginalBrocade,1,2115a8a0-5777-58c6-a408-37cdaa90e475,au::16966,keywords,"dlod={""name"":""deSingel"",""ark"":""ark:/83110/x0/2115a8a0-5777-58c6-a408-37cdaa90e475"",""uri"":""/agents/corporate_entities/26576"",""id"":""au::16966"",""nameWithContext"":[""De Singel""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2115a8a0-5777-58c6-a408-37cdaa90e475
ddeef7a3-33df-5ea1-991a-9ea3d45695e9,tg:lhps:53970,e73_OriginalBrocade,2,e75810d4-a791-5c29-8a9c-9076df4e2ac4,au::10434,keywords,"dlod={""name"":""Komitee voor Frans-Vlaanderen"",""ark"":""ark:/83110/x0/e75810d4-a791-5c29-8a9c-9076df4e2ac4"",""uri"":""/agents/corporate_entities/17623"",""id"":""au::10434"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e75810d4-a791-5c29-8a9c-9076df4e2ac4
2da1bc19-9485-59c0-b87d-74d4f17f09de,tg:lhps:30101,e73_OriginalBrocade,2,8d84d0ed-7aaa-54db-aab8-5e8d5d1379d7,au::13288,keywords,"dlod={""name"":""Musea te Brussel"",""ark"":""ark:/83110/x0/8d84d0ed-7aaa-54db-aab8-5e8d5d1379d7"",""uri"":""/agents/corporate_entities/14196"",""id"":""au::13288"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8d84d0ed-7aaa-54db-aab8-5e8d5d1379d7
2da1bc19-9485-59c0-b87d-74d4f17f09de,tg:lhps:30101,e73_OriginalBrocade,3,db041db7-bfc9-5bd5-865a-7c82d6eb1bff,au::14306,keywords,"dlod={""name"":""Paleis voor Schone Kunsten"",""ark"":""ark:/83110/x0/db041db7-bfc9-5bd5-865a-7c82d6eb1bff"",""uri"":""/agents/corporate_entities/21917"",""id"":""au::14306"",""nameWithContext"":[""PSK"",""Palais des Beaux-Arts"",""Bozar""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/db041db7-bfc9-5bd5-865a-7c82d6eb1bff
2da1bc19-9485-59c0-b87d-74d4f17f09de,tg:lhps:30101,e73_OriginalBrocade,4,5c1d2075-4c7c-56a2-9c23-1b2a922a41f6,au::58672,keywords,"dlod={""name"":""Prospekta - Culturele affichewedstrijd 2007-2008"",""ark"":""ark:/83110/x0/5c1d2075-4c7c-56a2-9c23-1b2a922a41f6"",""uri"":""/agents/corporate_entities/14529"",""id"":""au::58672"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5c1d2075-4c7c-56a2-9c23-1b2a922a41f6
e6768e15-3d43-5308-996d-58a5865547f5,tg:lhps:6176,e73_OriginalBrocade,2,ab6e98b2-ae65-57c6-b4d7-a78ead0b5886,au::14051,keywords,,
e6768e15-3d43-5308-996d-58a5865547f5,tg:lhps:6176,e73_OriginalBrocade,3,74eb07ea-6337-5f53-b76e-9df56bb4072f,au::2975,keywords,"dlod={""name"":""Charles de Broqueville"",""ark"":""ark:/83110/x0/74eb07ea-6337-5f53-b76e-9df56bb4072f"",""uri"":""/agents/people/76269"",""id"":""au::2975"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/74eb07ea-6337-5f53-b76e-9df56bb4072f
8e50916f-87c2-5ff7-8b72-d2d9f41c6598,tg:lhps:48237,e73_OriginalBrocade,1,4b84992d-d7e8-501d-a07e-341e5ac87030,au::14924,keywords,,
2f1d1022-86ef-55b4-b901-c1374c928dde,tg:lhps:16137,e73_OriginalBrocade,1,3b1ef14f-6c06-55e4-8097-4e525487c957,au::10457,keywords,"dlod={""name"":""Koninklijk Ballet van Vlaanderen"",""ark"":""ark:/83110/x0/3b1ef14f-6c06-55e4-8097-4e525487c957"",""uri"":""/agents/corporate_entities/26695"",""id"":""au::10457"",""nameWithContext"":[""KBV"",""KBVV""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3b1ef14f-6c06-55e4-8097-4e525487c957
2f1d1022-86ef-55b4-b901-c1374c928dde,tg:lhps:16137,e73_OriginalBrocade,2,2f589219-3377-5c4e-bd82-65ce59c9ce2f,au::14340,keywords,"dlod={""name"":""Valéry Panov"",""ark"":""ark:/83110/x0/2f589219-3377-5c4e-bd82-65ce59c9ce2f"",""uri"":""/agents/people/85264"",""id"":""au::14340"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2f589219-3377-5c4e-bd82-65ce59c9ce2f
837e150f-1c84-5c52-b6bb-35a312b93317,tg:lhps:10503,e73_OriginalBrocade,3,e5a6d545-cb60-557c-a150-616e6882c474,au::100601,keywords,,
837e150f-1c84-5c52-b6bb-35a312b93317,tg:lhps:10503,e73_OriginalBrocade,4,6fa972fa-b963-5b2c-a60e-16f1dbbfbe79,au::9347,keywords,"dlod={""name"":""Frans van Immerseel"",""ark"":""ark:/83110/x0/6fa972fa-b963-5b2c-a60e-16f1dbbfbe79"",""uri"":""/agents/people/81953"",""id"":""au::9347"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6fa972fa-b963-5b2c-a60e-16f1dbbfbe79
c21bbbd0-7259-57f8-aabd-4404ea112c4a,tg:lhps:61913,e73_OriginalBrocade,1,ff142383-8374-553e-aa86-ae82efd47f70,au::46320,keywords,,
c21bbbd0-7259-57f8-aabd-4404ea112c4a,tg:lhps:61913,e73_OriginalBrocade,2,52f8403a-696a-5949-b0c1-af54c1b9f237,au::105129,keywords,,
5821c783-bb5b-5161-8b7b-3512f238043c,tg:lhps:20278,e73_OriginalBrocade,1,4a6732de-54ad-5453-9081-f3245023df00,au::10460,keywords,"dlod={""name"":""de Filharmonie"",""ark"":""ark:/83110/x0/4a6732de-54ad-5453-9081-f3245023df00"",""uri"":""/agents/corporate_entities/26496"",""id"":""au::10460"",""nameWithContext"":[""De Philharmonie"",""Philharmonie van Vlaanderen"",""Koninklijk Filharmonisch Orkest van Vlaanderen""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4a6732de-54ad-5453-9081-f3245023df00
89a3d45e-0301-53e9-a0ed-4e2fe86e6d9e,tg:lhps:47925,e73_OriginalBrocade,2,64458574-c3c7-5565-943e-bf5b4ef537f4,au::13330,keywords,"dlod={""name"":""Museum voor Schone Kunsten [Gent]"",""ark"":""ark:/83110/x0/64458574-c3c7-5565-943e-bf5b4ef537f4"",""uri"":""/agents/corporate_entities/22086"",""id"":""au::13330"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/64458574-c3c7-5565-943e-bf5b4ef537f4
22cea1ce-4231-57fc-a6f9-8c81b2c52069,tg:lhps:24154,e73_OriginalBrocade,1,1b9e7b28-91f4-53c3-90a0-5f8d13df27c9,au::36572,keywords,"dlod={""name"":""De Beyerd"",""ark"":""ark:/83110/x0/1b9e7b28-91f4-53c3-90a0-5f8d13df27c9"",""uri"":""/agents/corporate_entities/26737"",""id"":""au::36572"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1b9e7b28-91f4-53c3-90a0-5f8d13df27c9
2f2301a8-3742-560f-8fda-f84a468a943e,tg:lhps:15325,e73_OriginalBrocade,1,44ee978e-f915-599b-abe7-c27d0e85ac82,au::12000,keywords,"dlod={""name"":""Guido Maeremans"",""ark"":""ark:/83110/x0/44ee978e-f915-599b-abe7-c27d0e85ac82"",""uri"":""/agents/people/61347"",""id"":""au::12000"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/44ee978e-f915-599b-abe7-c27d0e85ac82
2f2301a8-3742-560f-8fda-f84a468a943e,tg:lhps:15325,e73_OriginalBrocade,2,b426b338-39fd-5700-bbd4-14ca5223efd0,au::3085,keywords,"dlod={""name"":""Luc van Brussel"",""ark"":""ark:/83110/x0/b426b338-39fd-5700-bbd4-14ca5223efd0"",""uri"":""/agents/people/56301"",""id"":""au::3085"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b426b338-39fd-5700-bbd4-14ca5223efd0
2f2301a8-3742-560f-8fda-f84a468a943e,tg:lhps:15325,e73_OriginalBrocade,3,afc42355-e9e1-5f6f-a38f-5f29d23fb5a7,au::6508,keywords,"dlod={""name"":""Experimentele Werkgroep voor Toneel"",""ark"":""ark:/83110/x0/afc42355-e9e1-5f6f-a38f-5f29d23fb5a7"",""uri"":""/agents/corporate_entities/24733"",""id"":""au::6508"",""nameWithContext"":[""EWT"",""Eigentijdse Werkgroep Teater"",""Randstadtheater""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/afc42355-e9e1-5f6f-a38f-5f29d23fb5a7
fa36a343-5c07-5360-b6b7-0e039ce1e63b,tg:lhps:598,e73_OriginalBrocade,2,f5fa4e81-d4f9-5e6e-80d2-287d6a8951b1,au::3063,keywords,"dlod={""name"":""Tone Brulin"",""ark"":""ark:/83110/x0/f5fa4e81-d4f9-5e6e-80d2-287d6a8951b1"",""uri"":""/agents/people/78913"",""id"":""au::3063"",""nameWithContext"":[""Antoon van den Eynde""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f5fa4e81-d4f9-5e6e-80d2-287d6a8951b1
fa36a343-5c07-5360-b6b7-0e039ce1e63b,tg:lhps:598,e73_OriginalBrocade,3,168c2809-e9ab-5344-b853-a37f56db63ee,au::44503,keywords,"dlod={""name"":""Stadsschouwburg [Sint-Niklaas]"",""ark"":""ark:/83110/x0/168c2809-e9ab-5344-b853-a37f56db63ee"",""uri"":""/agents/corporate_entities/26787"",""id"":""au::44503"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/168c2809-e9ab-5344-b853-a37f56db63ee
