ResourceID,brocade.id,card,order,place_note,place_type,place_language,place_au_code,json
eb035500-a8a1-56aa-8825-0468a8c110a7,tg:lhps:12363,Places,1,Antwerpen,remarks,Nederlands,,
5c210433-8bfa-5bc4-ad43-4198ff72304a,tg:lhps:11990,Places,1,Amsterdam,remarks,Nederlands,,
1f592a70-2d2f-5553-8381-f921999b9652,tg:lhps:30079,Places,1,,,,au::100339,"dlod={""name"":""Hasselt (DUBBEL)"",""ark"":""ark:/83110/x0/cce1a344-f134-5bd6-9234-8b6656bf8c83"",""uri"":""/subjects/14557"",""id"":""au::100339"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
1f592a70-2d2f-5553-8381-f921999b9652,tg:lhps:30079,Places,2,,,,au::104614,"dlod={""name"":""Maastricht (Maastricht)"",""ark"":""ark:/83110/x0/5f044444-92d5-51aa-8d31-0b43bcf3f231"",""uri"":""/subjects/9849"",""id"":""au::104614"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
c9c5cc54-ba11-5ab5-b2a8-45569bd976ef,tg:lhps:48933,Places,1,,,,au::100654,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5add141a-f4cf-52dc-903a-06ca263c4c37,tg:lhps:60580,Places,1,,,,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
b8f86f80-a452-5fd4-b28d-f4887e95f1d7,tg:lhps:13701,Places,1,Brussel,remarks,Nederlands,,
b5f1ff52-38e8-5bad-8c53-6a09d212b2f6,tg:lhps:51699,Places,1,,,,au::100654,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
105ae196-6125-5897-919b-04158ed1d026,tg:lhps:9295,Places,1,Antwerpen,remarks,Nederlands,,
94fc8192-3dae-5f03-bd87-7dac02de17f0,tg:lhps:3740,Places,1,Antwerpen,remarks,Nederlands,,
f18484bc-9b83-5dc0-813b-2500203d267a,tg:lhps:27356,Places,1,Zürich,remarks,Nederlands,,
e70d33c0-e049-521d-ba78-0a505e6dcb7d,tg:lhps:50393,Places,1,,,,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f68cd1e8-f4ef-5c90-9613-eb68bc7d7918,tg:lhps:53960,Places,1,,,,au::108332,"dlod={""name"":""Ekelsbeke (Esquelbecq)"",""ark"":""ark:/83110/x0/f850bd65-14b1-5adf-aed2-40f30621390d"",""uri"":""/subjects/11509"",""id"":""au::108332"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
2690c03e-5477-53eb-a806-0711923fe97d,tg:lhps:6166,Places,1,Antwerpen,remarks,Nederlands,,
8522d734-f3f9-5bf9-b2d4-6ba831cc452e,tg:lhps:22570,Places,1,Recklinghausen,remarks,Nederlands,,
cfeb6d22-db60-5bad-a0b9-d6d86fe45270,tg:lhps:40192,Places,1,Antwerpen,remarks,Nederlands,,
da7f92ba-1cae-5cc5-9edc-5afebdbb6301,tg:lhps:61207,Places,1,,,,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
3568fc6d-e665-55c4-a6fa-344291f46661,tg:lhps:20310,Places,1,Antwerpen,remarks,Nederlands,,
26bfd986-16ea-599c-aacc-594a941852dc,tg:lhps:62288,Places,1,,,,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6e2ff944-0fde-56e6-a21b-f03ac949f967,tg:lhps:4706,Places,1,Antwerpen,remarks,Nederlands,,
f81eeef2-ba47-5a9e-9744-109df1b67c05,tg:lhps:58026,Places,1,,,,au::101246,"dlod={""name"":""Koksijde (Arrondissement Veurne)"",""ark"":""ark:/83110/x0/03a310d7-3622-5ad6-a0f4-a5bf9911b491"",""uri"":""/subjects/9081"",""id"":""au::101246"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f81eeef2-ba47-5a9e-9744-109df1b67c05,tg:lhps:58026,Places,2,,,,au::101140,"dlod={""name"":""Kortrijk (Kortrijk)"",""ark"":""ark:/83110/x0/939c6b0a-0ca6-5d2a-b0d5-74502883d5da"",""uri"":""/subjects/14496"",""id"":""au::101140"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f81eeef2-ba47-5a9e-9744-109df1b67c05,tg:lhps:58026,Places,3,,,,au::100774,"dlod={""name"":""Sint-Niklaas (Arrondissement Sint-Niklaas)"",""ark"":""ark:/83110/x0/139e1351-e475-509e-8277-21a2d3857966"",""uri"":""/subjects/8972"",""id"":""au::100774"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f81eeef2-ba47-5a9e-9744-109df1b67c05,tg:lhps:58026,Places,4,,,,au::101023,"dlod={""name"":""Brugge (Arrondissement Brugge)"",""ark"":""ark:/83110/x0/a27575bb-282d-5cfe-9356-05a49b29067f"",""uri"":""/subjects/13393"",""id"":""au::101023"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f81eeef2-ba47-5a9e-9744-109df1b67c05,tg:lhps:58026,Places,5,,,,au::100414,"dlod={""name"":""Bilzen (Tongeren)"",""ark"":""ark:/83110/x0/3c90f6b5-db4c-5bec-a728-054aba6ecfe3"",""uri"":""/subjects/12935"",""id"":""au::100414"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f81eeef2-ba47-5a9e-9744-109df1b67c05,tg:lhps:58026,Places,6,,,,au::100797,"dlod={""name"":""Alsemberg (Beersel)"",""ark"":""ark:/83110/x0/01ce67be-8e16-501f-9bb1-4a8b244fadce"",""uri"":""/subjects/11097"",""id"":""au::100797"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f81eeef2-ba47-5a9e-9744-109df1b67c05,tg:lhps:58026,Places,7,,,,au::100296,"dlod={""name"":""Mol (Turnhout)"",""ark"":""ark:/83110/x0/07944209-b37a-5e5c-be74-555856c8bae9"",""uri"":""/subjects/13188"",""id"":""au::100296"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f81eeef2-ba47-5a9e-9744-109df1b67c05,tg:lhps:58026,Places,8,,,,au::100146,"dlod={""name"":""Borgerhout (Antwerpen)"",""ark"":""ark:/83110/x0/2a47c5b4-f92c-5a05-a57f-cb348283e861"",""uri"":""/subjects/11408"",""id"":""au::100146"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f81eeef2-ba47-5a9e-9744-109df1b67c05,tg:lhps:58026,Places,9,,,,au::100231,"dlod={""name"":""Mechelen (Mechelen)"",""ark"":""ark:/83110/x0/8edb9f04-ad85-5c4a-aa2c-b4e509be84f2"",""uri"":""/subjects/15408"",""id"":""au::100231"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
a7d4d627-5136-5cdf-bbc6-40b4115960b2,tg:lhps:54926,Places,1,,,,au::100654,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
590d2bc4-2ec2-513b-bca9-b6400bcf1132,tg:lhps:25536,Places,1,Brussel,remarks,Nederlands,,
cdfcc38c-908f-55b6-945c-9d393386d5bd,tg:lhps:1120,Places,1,Antwerpen,remarks,Nederlands,,
e21f67c5-e212-56c3-9754-d1e36be0b56c,tg:lhps:41498,Places,1,Gent,remarks,Nederlands,,
93aa9c74-14c2-5beb-b9a7-c196cb5501e3,tg:lhps:11161,Places,1,Antwerpen,remarks,Nederlands,,
a563ef70-c13e-5a68-bd99-b4d0ac33b32f,tg:lhps:30888,Places,1,Antwerpen,remarks,Nederlands,,
3556b458-10f6-581b-8cfe-c4a7eedc5ffb,tg:lhps:3638,Places,1,Deurle,remarks,Nederlands,,
4899d2bc-d38c-52cc-983e-118ec6289a38,tg:lhps:13679,Places,1,Brussel,remarks,Nederlands,,
5672af65-ba72-55ba-86db-71906f55748b,tg:lhps:43380,Places,1,Wilrijk,remarks,Nederlands,,
982601b3-5bed-583b-b0db-fbf0e8c153c0,tg:lhps:40973,Places,1,Laarne,remarks,Nederlands,,
dba8788f-76d3-5e58-aed7-3c3485f9f38f,tg:lhps:7514,Places,1,Antwerpen,remarks,Nederlands,,
e249fbc3-3517-5447-8d68-15fa39033f10,tg:lhps:49655,Places,1,,,,au::104957,"dlod={""name"":""Steenwijk (Overijssel)"",""ark"":""ark:/83110/x0/5bc2b9a4-5a07-53df-86a9-b6eb000e4dc6"",""uri"":""/subjects/11508"",""id"":""au::104957"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
514d0f6f-588b-5fcd-8b29-79da68ab5eea,tg:lhps:23102,Places,1,Tervuren,remarks,Nederlands,,
04b8e667-6fb7-5beb-a92a-0be64af07152,tg:lhps:12373,Places,1,Antwerpen,remarks,Nederlands,,
5b9d33f7-5531-50c1-bb73-009a362238db,tg:lhps:11980,Places,1,,,,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
077b0aeb-9f99-5a7c-bfd6-d9c46431e394,tg:lhps:21,Places,1,Antwerpen,remarks,Nederlands,,
e956f71c-8471-5c3f-a374-9dc771bf7b82,tg:lhps:53818,Places,1,,,,au::100654,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
bb6a0692-9bbd-50a5-8992-268571b67f5d,tg:lhps:60590,Places,1,,,,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
c951f664-52ca-556d-b000-8ade0f8e2b9c,tg:lhps:22408,Places,1,Ronse,remarks,Nederlands,,
d16d1dcc-f4cf-5a2d-8bfb-645f410c3ed4,tg:lhps:30069,Places,1,,,,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5e8f6551-133d-5525-a08a-d328285fc61f,tg:lhps:2332,Places,1,Antwerpen,remarks,Nederlands,,
6823e084-acdb-540b-97f7-a62f27a8d27e,tg:lhps:26724,Places,1,Gent,remarks,Nederlands,,
6823e084-acdb-540b-97f7-a62f27a8d27e,tg:lhps:26724,Places,2,Antwerpen,remarks,Nederlands,,
520fbe6b-8220-5c32-b40f-4fcc8d536169,tg:lhps:34345,Places,1,,,,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6a4d06b2-9680-512c-a899-77cb21999dab,tg:lhps:47935,Places,1,,,,au::100654,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
f828da18-5c10-551b-a0c9-08cf211c45f9,tg:lhps:24144,Places,1,Blaricum,remarks,Nederlands,,
e3ec81fa-72c9-5e24-9705-7ef2f45959e0,tg:lhps:10513,Places,1,Brussel,remarks,Nederlands,,
985e68e6-980f-533f-bea2-ad5ac9519aae,tg:lhps:20268,Places,1,Antwerpen,remarks,Nederlands,,
2929ab0b-d89c-57e4-821e-6f889c185de4,tg:lhps:32609,Places,1,Parijs,remarks,Nederlands,,
076737bc-0b2c-5d13-9553-1fb54fc6d6d4,tg:lhps:61903,Places,1,,,,au::100654,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
a1dd2c30-a99c-58c5-b2e9-4be096ad49ce,tg:lhps:28844,Places,1,Sint-Andries,remarks,Nederlands,,
fa41039a-1b93-51d6-9d86-c937f76f51b9,tg:lhps:11019,Places,1,Antwerpen,remarks,Nederlands,,
f203c31d-02d5-522e-b553-a6d2c1db80a4,tg:lhps:21762,Places,1,Gent,remarks,Nederlands,,
52edf173-8626-5569-bb21-06273fb46adb,tg:lhps:5374,Places,1,Antwerpen,remarks,Nederlands,,
10f880f1-f426-5777-9234-141c1c024d59,tg:lhps:6987,Places,1,Antwerpen,remarks,Nederlands,,
ad576da0-6984-50a2-a3dd-b453150e11f5,tg:lhps:59454,Places,1,,,,au::100654,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
51c82e68-06b2-5d6b-8da8-ce1ebcd910c2,tg:lhps:46643,Places,1,,,,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6fd673fc-f697-5282-8361-06d668394fa2,tg:lhps:1058,Places,1,Antwerpen,remarks,Nederlands,,
bb689b6e-c2b0-54c2-af37-7da69f408fd8,tg:lhps:20555,Places,1,Gent,remarks,Nederlands,,
2363bfd5-7b37-55d3-8319-ed379528c352,tg:lhps:4143,Places,1,Brussel,remarks,Nederlands,,
d26e7867-a54c-5328-be78-1544313180b1,tg:lhps:58663,Places,1,,,,au::101002,"dlod={""name"":""Tienen (Leuven)"",""ark"":""ark:/83110/x0/c9e777aa-bd09-551d-bd0e-9e4c805dc57a"",""uri"":""/subjects/14879"",""id"":""au::101002"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
7f2eda82-b701-567f-a4ef-9ee4a1d0a815,tg:lhps:24679,Places,1,Bochum; Gelsenkirchen,remarks,Nederlands,,
e8319a30-4422-558d-913b-b53d14881f63,tg:lhps:14102,Places,1,Leuven,remarks,Nederlands,,
25588d31-e7da-5f80-b0a9-40396a246f00,tg:lhps:26980,Places,1,Bonn,remarks,Nederlands,,
2a8ee0d8-0c7f-586b-9930-2fdfbf33ef4d,tg:lhps:25373,Places,1,Ekeren,remarks,Nederlands,,
1a736543-907e-5a5e-b4ad-4d09bfc21691,tg:lhps:1765,Places,1,Mol,remarks,Nederlands,,
b38cf649-5d5a-5016-83a5-a51e06a5536a,tg:lhps:57590,Places,1,,,,au::100506,"dlod={""name"":""Aalst (Aalst)"",""ark"":""ark:/83110/x0/5c27e0a4-3d50-5e3a-8c84-20cb8dd718b0"",""uri"":""/subjects/12462"",""id"":""au::100506"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
5c926fc7-8b32-5880-9158-4688761d4384,tg:lhps:15408,Places,1,Brussel,remarks,Nederlands,,
fa3707b5-2e29-55b4-ba98-e4847387eeaa,tg:lhps:18802,Places,1,Middelkerke,remarks,Nederlands,,
