ResourceID,brocade.id,card,order,source_field,Production Time Span Source Note
8a53d7ca-91c2-5a9d-86d0-1e197e363de8,tg:lhps:24511,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19760124
8a53d7ca-91c2-5a9d-86d0-1e197e363de8,tg:lhps:24511,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19760222
cb830c18-051c-547d-b66f-6d27abc54b1d,tg:lhps:21713,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19660910
cb830c18-051c-547d-b66f-6d27abc54b1d,tg:lhps:21713,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19660918
e20cca8a-dacb-5e56-86fc-eea257087513,tg:lhps:20801,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00000427
e20cca8a-dacb-5e56-86fc-eea257087513,tg:lhps:20801,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,00000506
a31f4b61-a71c-585d-8258-367dea709e1c,tg:lhps:379,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00000000
ffa01a01-8561-5e00-a849-6629810395e5,tg:lhps:40200,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00001127
e75534b7-b093-5857-9956-2f24648b23a3,tg:lhps:16460,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19770319
e75534b7-b093-5857-9956-2f24648b23a3,tg:lhps:16460,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19770330
39ab6b52-f461-5f7d-a1cc-28b546e10573,tg:lhps:9286,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19540116
39ab6b52-f461-5f7d-a1cc-28b546e10573,tg:lhps:9286,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19540121
a0b28386-23aa-5ff3-b9b1-e341b8db24ac,tg:lhps:48630,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20050326
a0b28386-23aa-5ff3-b9b1-e341b8db24ac,tg:lhps:48630,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,20050904
c9601883-4615-5194-9521-89605be430e0,tg:lhps:55901,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19930301
c9601883-4615-5194-9521-89605be430e0,tg:lhps:55901,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19930308
7079d3b8-c42d-5792-8e61-e168bdabd9f7,tg:lhps:19795,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19681105
5d6af07c-0711-585b-89b7-f3f1ba9f50c3,tg:lhps:6173,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19140731
8395a9e3-2a12-52f6-b5f0-7d47afbb8c60,tg:lhps:18887,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00000201
b17ea09e-5207-5ab5-a8f6-48b1e02d1e81,tg:lhps:29323,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,18100416
3658960c-5aff-5f22-b543-9bdce511d66d,tg:lhps:2999,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19650925
61777f10-ec42-507e-8410-4704d38e58c9,tg:lhps:54613,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19560710
61777f10-ec42-507e-8410-4704d38e58c9,tg:lhps:54613,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19560711
8aa76993-09ca-5cdc-aba2-56b1c449c41e,tg:lhps:49922,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19660402
8aa76993-09ca-5cdc-aba2-56b1c449c41e,tg:lhps:49922,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19660417
f0fa1af9-fb98-5bae-8354-d2fa2921b3b5,tg:lhps:51942,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19980000
d7e3736c-a419-5d5b-88d0-7e63e550016c,tg:lhps:36486,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,18980000
88286c6a-3182-5052-b483-7ce588c7e2a0,tg:lhps:2130,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19871030
736f4e56-0921-55e9-a12d-f32c7526373c,tg:lhps:31343,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19820519
736f4e56-0921-55e9-a12d-f32c7526373c,tg:lhps:31343,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19820831
702a9b51-dccb-5728-9927-c16a759d5ff0,tg:lhps:57195,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19431109
36602cdc-061b-5781-b577-edd77d8b8eb1,tg:lhps:50650,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20000000
7f92434e-2f68-5975-94c7-e7f566181a8a,tg:lhps:28498,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19530401
44e4e359-f985-5ee6-995b-4c21735fd330,tg:lhps:58260,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20171221
a1454ee0-f2a7-5cca-b9d9-89f8903419df,tg:lhps:25750,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19701116
264ec288-3975-59d4-8b70-7d6e1ccb916b,tg:lhps:22095,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19841130
264ec288-3975-59d4-8b70-7d6e1ccb916b,tg:lhps:22095,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19850106
78e35c4c-4159-5f57-8f69-16388bdc30d7,tg:lhps:44243,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19710000
33b73bef-649e-51bc-a014-7706dca214da,tg:lhps:12423,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20040418
3130c849-b859-59bc-bfaf-0f099487a3cf,tg:lhps:43586,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00000916
3130c849-b859-59bc-bfaf-0f099487a3cf,tg:lhps:43586,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,00000924
191cd4fb-fed5-594e-a362-1a4056f7f38e,tg:lhps:24842,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00000928
191cd4fb-fed5-594e-a362-1a4056f7f38e,tg:lhps:24842,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,00001013
592ad513-d388-58d5-961e-57ce94083e59,tg:lhps:41041,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19681221
499517a6-ef52-5c05-ae55-74d1e248d9d0,tg:lhps:46784,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19750530
499517a6-ef52-5c05-ae55-74d1e248d9d0,tg:lhps:46784,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750817
dcd0e454-3cf9-58b5-8a0e-8459b057843e,tg:lhps:59888,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00000914
df455a42-42b3-5ea4-9498-ae2ff9b364bd,tg:lhps:47896,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20130503
3b39ac91-5eb4-547a-b489-bbf5220b9d56,tg:lhps:20552,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00000511
e6e542cd-a34f-5cf6-bb63-8ae44335f991,tg:lhps:27297,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19720909
e6e542cd-a34f-5cf6-bb63-8ae44335f991,tg:lhps:27297,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19720918
9b4b501e-feba-5ed2-a9e7-b7de1c0f3051,tg:lhps:16933,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19610315
9b4b501e-feba-5ed2-a9e7-b7de1c0f3051,tg:lhps:16933,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19610330
3010492c-66cf-5453-b0fa-1426639dad0e,tg:lhps:52397,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20020518
3010492c-66cf-5453-b0fa-1426639dad0e,tg:lhps:52397,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,20020609
4f7cb5ae-7386-56dd-a8db-83e4c5881043,tg:lhps:28162,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19431115
47438e29-55cc-542e-a0f9-4f277f286c7d,tg:lhps:55452,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19471012
47438e29-55cc-542e-a0f9-4f277f286c7d,tg:lhps:55452,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19471026
2c5a292f-ff54-5b98-aee4-41b6e95e47e8,tg:lhps:33684,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19180202
2c5a292f-ff54-5b98-aee4-41b6e95e47e8,tg:lhps:33684,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19180215
4978e3c7-d767-5470-ae5e-e982f63b1ed0,tg:lhps:49471,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19950907
4978e3c7-d767-5470-ae5e-e982f63b1ed0,tg:lhps:49471,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19950923
f49fde20-158a-5195-b666-90849cb8d159,tg:lhps:34141,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19000000
f49fde20-158a-5195-b666-90849cb8d159,tg:lhps:34141,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19000000
b53de2dd-bf90-553e-871a-b698d43182ee,tg:lhps:62721,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19900000
b5cfcbeb-3670-5917-9c5f-e731c4e28901,tg:lhps:30801,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19630127
a70f7907-7ac7-5b22-99f9-1ebbd5c0b2aa,tg:lhps:50200,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19430323
f421c7c9-edcc-5af3-82b1-2e248c96bdd5,tg:lhps:7298,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19681022
3cd83fff-69ff-579b-8900-7b3137b1e096,tg:lhps:2560,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19161013
688d0ae3-82de-5778-8b9c-0c514f975e49,tg:lhps:31713,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19401123
688d0ae3-82de-5778-8b9c-0c514f975e49,tg:lhps:31713,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19401128
4adcb386-6bb6-58df-a5cf-9c982691635a,tg:lhps:12073,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19830903
4adcb386-6bb6-58df-a5cf-9c982691635a,tg:lhps:12073,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19831002
9cd6d513-8db1-52e2-835e-4f312b6bdff7,tg:lhps:59922,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19930305
9cd6d513-8db1-52e2-835e-4f312b6bdff7,tg:lhps:59922,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19930306
c3da22af-7939-5c81-b582-2dedd1710f40,tg:lhps:25300,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19711212
c3da22af-7939-5c81-b582-2dedd1710f40,tg:lhps:25300,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19720131
e64afef2-4704-5c74-bf28-5307be9d3016,tg:lhps:58630,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19791110
24e73f1c-f491-55a5-89cd-5fd98042672a,tg:lhps:20102,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19790512
24e73f1c-f491-55a5-89cd-5fd98042672a,tg:lhps:20102,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19790624
ea8a8af1-412e-5492-8bd3-96dfd328fc5e,tg:lhps:17271,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19940218
ea8a8af1-412e-5492-8bd3-96dfd328fc5e,tg:lhps:17271,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19940402
f0b5eec1-7b97-5e11-89e4-035c4f7e7958,tg:lhps:41411,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00001220
f0b5eec1-7b97-5e11-89e4-035c4f7e7958,tg:lhps:41411,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,00001228
69ec0647-378f-5d9d-964c-a49824d2d3dc,tg:lhps:12589,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19790119
69ec0647-378f-5d9d-964c-a49824d2d3dc,tg:lhps:12589,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19790303
34b8d835-7955-58ab-9b17-3b2aaf53c8e4,tg:lhps:8497,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19120121
ff672e70-b801-5744-859c-73f6cec5a1d6,tg:lhps:18184,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19830923
ff672e70-b801-5744-859c-73f6cec5a1d6,tg:lhps:18184,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19831016
7a3a1fd5-7ada-594b-8e8c-d414cd7e8286,tg:lhps:7762,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19721013
7a3a1fd5-7ada-594b-8e8c-d414cd7e8286,tg:lhps:7762,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19721105
141716e8-dfeb-5231-8f38-d62e8e3e35f4,tg:lhps:62371,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20110211
141716e8-dfeb-5231-8f38-d62e8e3e35f4,tg:lhps:62371,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,20110212
0d20ac91-3ee5-535b-9bfe-a2517b96f24b,tg:lhps:34511,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,18990000
0d20ac91-3ee5-535b-9bfe-a2517b96f24b,tg:lhps:34511,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,18990000
488081b4-b933-50bb-bacb-28bb5b9fb103,tg:lhps:49021,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20000810
3d19ee8c-869e-540b-956e-13bf9153bf3c,tg:lhps:28532,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19560211
293eed7a-eb0d-5c65-9c57-be904cddbc21,tg:lhps:6870,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19770810
124db75b-26ec-5003-b448-980f26c1127c,tg:lhps:15759,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00000407
124db75b-26ec-5003-b448-980f26c1127c,tg:lhps:15759,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,00000418
2c099142-36df-5557-a77e-1ebef083b14d,tg:lhps:43139,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19950318
fae4cbe1-511f-579f-b941-5772d43a9f8a,tg:lhps:17764,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00000000
3440bea0-ffd8-56d8-a9e1-f643990ea2b9,tg:lhps:41104,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19830201
3440bea0-ffd8-56d8-a9e1-f643990ea2b9,tg:lhps:41104,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19830228
12acdf07-ef40-51de-8b32-9752d60ea9d9,tg:lhps:8182,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19680000
475816b2-e6df-5ad2-8fea-304ffcbbabc6,tg:lhps:16876,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19880304
475816b2-e6df-5ad2-8fea-304ffcbbabc6,tg:lhps:16876,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19880304
2ac80143-f731-5a4b-abea-937c6235aa7a,tg:lhps:20417,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00000424
ff51c622-4bd3-53f0-b203-f3e4c5a2ae16,tg:lhps:55517,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19911115
d7486cb8-5ffc-55b4-8aa3-3f10f68ba930,tg:lhps:28027,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20050000
1170ac32-879a-5f30-990b-9919f4283422,tg:lhps:34004,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,18990000
db4012b7-ceb2-5974-b688-a53c4fda391f,tg:lhps:18491,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19940000
5e49f5ad-7247-5dc7-9226-2282fefadb97,tg:lhps:60659,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19390114
5e49f5ad-7247-5dc7-9226-2282fefadb97,tg:lhps:60659,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19390122
29ae6c8c-485c-5ab2-a935-aeadf6ae9981,tg:lhps:7277,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,00000315
29ae6c8c-485c-5ab2-a935-aeadf6ae9981,tg:lhps:7277,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,00000331
c94735d1-4aad-53f8-86f0-25e454929fbe,tg:lhps:31206,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19430400
2fa04bc8-adfe-5ec7-9c33-e71cb2d66ab5,tg:lhps:51807,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19990618
2fa04bc8-adfe-5ec7-9c33-e71cb2d66ab5,tg:lhps:51807,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19990711
161da657-5fa8-5c6f-b80c-499a9f8155eb,tg:lhps:2075,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19851004
161da657-5fa8-5c6f-b80c-499a9f8155eb,tg:lhps:2075,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19851201
b216e6a2-4ac8-5b07-b114-f39d49a419fa,tg:lhps:27628,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19690215
b216e6a2-4ac8-5b07-b114-f39d49a419fa,tg:lhps:27628,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19690308
5c6ed3ee-30e2-58b8-abd2-15a7c75e5b88,tg:lhps:25615,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19620000
594a2b02-0dcd-5305-81ad-499b87af4d65,tg:lhps:24907,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19850926
594a2b02-0dcd-5305-81ad-499b87af4d65,tg:lhps:24907,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19851024
3eb2044f-8697-5972-8fa7-eac08a66f1ce,tg:lhps:44306,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19870930
3eb2044f-8697-5972-8fa7-eac08a66f1ce,tg:lhps:44306,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19871017
68886282-897a-5077-9654-cea98a2811c5,tg:lhps:8478,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19440206
008f5337-4558-51f3-b446-88c4e6ec05e3,tg:lhps:27782,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19810809
008f5337-4558-51f3-b446-88c4e6ec05e3,tg:lhps:27782,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19810927
522b39b4-7929-5a95-9d5e-0fe2ae29ad49,tg:lhps:20047,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19870316
522b39b4-7929-5a95-9d5e-0fe2ae29ad49,tg:lhps:20047,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19870317
28d29f6e-958c-5b35-86a0-80353fec1ff1,tg:lhps:46291,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20000421
28d29f6e-958c-5b35-86a0-80353fec1ff1,tg:lhps:46291,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,20000625
d3643507-3618-59a5-a385-0dd56df08e9b,tg:lhps:43569,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20031002
d3643507-3618-59a5-a385-0dd56df08e9b,tg:lhps:43569,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,20031025
520e8036-2bb0-5888-bd46-7d07010a8937,tg:lhps:15309,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19630329
c3364125-41a9-5887-a843-3b224efbb357,tg:lhps:41554,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20060901
