ResourceID,brocade.id,card,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language
ae061637-9aca-53de-9042-41252b523078,tg:mpmak:210,ProductionTimeSpans,1679-08-11,nan,1696-12-14,nan,nan,nan,nan,nan,nan,nan
2f80201a-9d43-50fd-96d5-f30d3559fd0a,tg:mpmak:139,ProductionTimeSpans,1665-04-17,datum na,nan,nan,nan,nan,nan,nan,nan,nan
4d8a45d3-21ae-5ba9-9fcf-4217e3692b90,tg:mpmak:61,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5b671649-4092-5832-a1f9-a8ca4b0774e4,tg:mpmak:247,ProductionTimeSpans,1690-11-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
daa05c79-84a0-5fc8-aad6-37822f8bee69,tg:mpmak:302,ProductionTimeSpans,1653-05-17,datum na,nan,nan,nan,nan,nan,nan,nan,nan
1d9df6f8-63c7-534b-ac8c-e78603455e2d,tg:mpmak:181,ProductionTimeSpans,nan,datum na,nan,nan,nan,nan,nan,nan,nan,nan
2dd83a6e-6d3f-583c-b49a-c2a5aa7eff9a,tg:mpmak:36,ProductionTimeSpans,1672-09-24,nan,nan,nan,nan,nan,nan,nan,nan,nan
e3d769cf-1a2e-5902-935f-22a2148f5fbd,tg:mpmak:119,ProductionTimeSpans,nan,datum na,nan,nan,nan,nan,nan,nan,nan,nan
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,ProductionTimeSpans,1763-05-14,nan,nan,nan,nan,nan,nan,nan,nan,nan
ef176031-3cbb-5929-a628-b4beb0f40776,tg:mpmak:230,ProductionTimeSpans,1598-08-12,nan,nan,nan,nan,nan,nan,nan,nan,nan
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,ProductionTimeSpans,1653-03-01,nan,1723-05-10,nan,nan,nan,nan,nan,nan,nan
c92690f2-7e13-5d7b-9c76-55c48b9b23d0,tg:mpmak:288,ProductionTimeSpans,1790-09-23,datum na,nan,nan,nan,nan,nan,nan,nan,nan
8c865d12-a422-5a72-81e3-49dd1e30c5e7,tg:mpmak:322,ProductionTimeSpans,1665-02-17,nan,nan,nan,nan,nan,nan,nan,nan,nan
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,tg:mpmak:267,ProductionTimeSpans,1749-12-06,nan,nan,nan,nan,nan,nan,nan,nan,nan
455d88b3-5367-5215-9cb1-f71a250a87ef,tg:mpmak:158,ProductionTimeSpans,1669-02-01,datum na,nan,nan,nan,nan,nan,nan,nan,nan
5d29324e-8724-5c76-8e06-8c719144eb99,tg:mpmak:334,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0a8ad24d-06ef-5fc5-a44c-183b308a695c,tg:mpmak:271,ProductionTimeSpans,1727-09-04,nan,nan,nan,nan,nan,nan,nan,nan,nan
cab46494-4b6a-50d1-b167-e83bf1094d1e,tg:mpmak:57,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,ProductionTimeSpans,1647,datum na,1655,datum voor,nan,nan,nan,nan,nan,nan
a09ddf78-2739-5937-93b6-198194e27820,tg:mpmak:174,ProductionTimeSpans,1638-05-27,datum na,nan,nan,nan,nan,nan,nan,nan,nan
fd39fa72-4a4c-5e93-85f9-8b72e8a24046,tg:mpmak:318,ProductionTimeSpans,1654-07-13,datum na,nan,nan,nan,nan,nan,nan,nan,nan
110a609e-10ce-5b9a-9f0c-46a6429730a6,tg:mpmak:94,ProductionTimeSpans,1865-06-17,nan,nan,nan,nan,nan,nan,nan,nan,nan
e77ac24e-e805-5670-815e-12673803c9e0,tg:mpmak:123,ProductionTimeSpans,1656-10-17,datum na,nan,nan,nan,nan,nan,nan,nan,nan
35e43343-bb75-512b-bf32-51d4ba86d8c9,tg:mpmak:82,ProductionTimeSpans,1669-11-19,nan,1670-01-04,nan,nan,nan,nan,nan,nan,nan
8404f0ee-b32f-5fad-8069-ebedee163bd6,tg:mpmak:135,ProductionTimeSpans,1666-02-16,datum na,nan,nan,nan,nan,nan,nan,nan,nan
42753813-8445-5e18-83c0-4f94166455b9,tg:mpmak:162,ProductionTimeSpans,1644-02-26,datum voor,nan,nan,nan,nan,nan,nan,nan,nan
435f20e0-08c1-5413-aece-381c7bd3f6d3,tg:mpmak:163,ProductionTimeSpans,nan,datum na,nan,nan,nan,nan,nan,nan,nan,nan
9a0250ef-6ffb-586c-8078-a13e7ca96d71,tg:mpmak:83,ProductionTimeSpans,1676,circa,nan,nan,nan,nan,nan,nan,nan,nan
65128915-38c7-5110-b067-9875b71f85f3,tg:mpmak:134,ProductionTimeSpans,1667-12-12,datum na,nan,nan,nan,nan,nan,nan,nan,nan
9d0a7a76-4a1f-5e76-9d9a-c170ce0b4e5a,tg:mpmak:95,ProductionTimeSpans,1869-03-31,nan,nan,nan,nan,nan,nan,nan,nan,nan
58a41ae2-a013-5625-86b7-f673cf309d41,tg:mpmak:122,ProductionTimeSpans,1645-06-20,datum na,nan,nan,nan,nan,nan,nan,nan,nan
81aad390-43d4-53a8-9793-455cf29e2d73,tg:mpmak:319,ProductionTimeSpans,1706-01-30,datum voor,nan,nan,nan,nan,nan,nan,nan,nan
0aee682c-67c3-530e-9fb6-3daef4a83e33,tg:mpmak:175,ProductionTimeSpans,1636-05-26,nan,nan,nan,nan,nan,nan,nan,nan,nan
f2c3f933-e405-5914-80f8-5394a93b77f0,tg:mpmak:227,ProductionTimeSpans,1647-11-25,nan,nan,nan,nan,nan,nan,nan,nan,nan
d24d9574-5166-5163-aa12-96df01aa9354,tg:mpmak:56,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ba3fa344-195a-5907-9bc2-c83dbea1a890,tg:mpmak:335,ProductionTimeSpans,1657-10-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
75ae821c-f613-526a-b1fa-9a3dc0dcea0c,tg:mpmak:270,ProductionTimeSpans,1727-08-25,nan,nan,nan,nan,nan,nan,nan,nan,nan
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,ProductionTimeSpans,1671-08-09,nan,nan,nan,nan,nan,nan,nan,nan,nan
f388254e-8f40-5546-ad24-9310bcb73dd7,tg:mpmak:289,ProductionTimeSpans,1566-08-26,nan,nan,nan,nan,nan,nan,nan,nan,nan
db169666-ad45-5492-a977-d03d0fe83423,tg:mpmak:323,ProductionTimeSpans,1667-06-10,nan,nan,nan,nan,nan,nan,nan,nan,nan
b12dfa45-a07e-50f1-83c5-cedb4b653b49,tg:mpmak:266,ProductionTimeSpans,1749-12-06,nan,nan,nan,nan,nan,nan,nan,nan,nan
154e4d39-79d5-5e53-ab54-2ed6c73dbfd6,tg:mpmak:17,ProductionTimeSpans,1706-10-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
1a3f2aec-28b9-5b78-a104-f8a16a46cb62,tg:mpmak:231,ProductionTimeSpans,1661-11-03,nan,nan,nan,nan,nan,nan,nan,nan,nan
104e5c79-fa17-5407-9624-7a1a766e5e7a,tg:mpmak:118,ProductionTimeSpans,1688-10-13,nan,nan,nan,nan,nan,nan,nan,nan,nan
0a7cbd31-014c-50c9-b859-96ccad7a604e,tg:mpmak:40,ProductionTimeSpans,1657-06-09,nan,1659-01-17,nan,nan,nan,nan,nan,nan,nan
c04c9025-0219-5cae-8879-4abbc0af96a5,tg:mpmak:180,ProductionTimeSpans,1641-01-07,datum na,nan,nan,nan,nan,nan,nan,nan,nan
ee2776b8-9a6c-5094-a710-c7449ca5d9d1,tg:mpmak:37,ProductionTimeSpans,1753-01-19,nan,nan,nan,nan,nan,nan,nan,nan,nan
9f3270ec-a3e0-5430-977b-038bdf716879,tg:mpmak:246,ProductionTimeSpans,1692-09-03,datum na,1696-07-08,datum voor,nan,nan,nan,nan,nan,nan
555144ee-396e-520f-ad6e-0dd812d0c966,tg:mpmak:303,ProductionTimeSpans,1653,circa,nan,nan,nan,nan,nan,nan,nan,nan
bfa4a29b-4cf3-5477-b2b0-2b7453c545b0,tg:mpmak:138,ProductionTimeSpans,1671-06-12,nan,nan,nan,nan,nan,nan,nan,nan,nan
a5f746ec-15ca-5fc5-b2c4-1e328cb6ecf6,tg:mpmak:60,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
d346f0df-c6c8-5f22-8fa5-204ba7ac283a,tg:mpmak:211,ProductionTimeSpans,1656-05-04,nan,nan,nan,nan,nan,nan,nan,nan,nan
ee6fbec6-15e3-5af2-b4cb-e99b17cc8283,tg:mpmak:354,ProductionTimeSpans,1674-05-01,datum voor,nan,nan,nan,nan,nan,nan,nan,nan
0466a457-275b-505c-b610-8eebd855936b,tg:mpmak:99,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7868fa85-f20b-5104-8780-af682c5f4901,tg:mpmak:76,ProductionTimeSpans,1767,circa,nan,nan,nan,nan,nan,nan,nan,nan
09f0649e-72aa-5b96-83de-f4ccd9e5d7a0,tg:mpmak:207,ProductionTimeSpans,1752-05-09,nan,nan,nan,nan,nan,nan,nan,nan,nan
62a1c49d-4b57-58fa-8973-e6fc5700d77f,tg:mpmak:342,ProductionTimeSpans,1667-04-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
2330a784-8542-5882-a402-eaaf22526c32,tg:mpmak:196,ProductionTimeSpans,1656-03-26,nan,nan,nan,nan,nan,nan,nan,nan,nan
6f5eec96-3a2d-5242-99da-c901319cf4e8,tg:mpmak:179,ProductionTimeSpans,1640,circa,nan,nan,nan,nan,nan,nan,nan,nan
bb17c032-6f60-5f0b-912e-e40b04b34c92,tg:mpmak:21,ProductionTimeSpans,1563,reconstructie,nan,nan,nan,nan,nan,nan,nan,nan
7628fd26-df18-50b5-ad98-f806a1cbd96e,tg:mpmak:250,ProductionTimeSpans,1682,nan,1686,nan,nan,nan,nan,nan,nan,nan
dcef1a24-db1e-5a6e-99e8-485753bbc748,tg:mpmak:315,ProductionTimeSpans,1652-05-02,datum na,nan,nan,nan,nan,nan,nan,nan,nan
43410511-3eab-56e3-8496-1d9c1d9f6443,tg:mpmak:102,ProductionTimeSpans,1871-08-16,nan,nan,nan,nan,nan,nan,nan,nan,nan
17ce37f3-2c79-57d4-8960-c47e070940c8,tg:mpmak:155,ProductionTimeSpans,1670-10-02,datum na,nan,nan,nan,nan,nan,nan,nan,nan
f59cbb52-107f-58fc-bee1-9caff9833696,tg:mpmak:293,ProductionTimeSpans,1634-11-01,datum na,nan,nan,nan,nan,nan,nan,nan,nan
213bc3e4-6c3c-5e5b-8e53-31794112e1a6,tg:mpmak:339,ProductionTimeSpans,nan,datum na,nan,nan,nan,nan,nan,nan,nan,nan
f4b3328c-24a8-51b1-b7f1-4532e846af81,tg:mpmak:143,ProductionTimeSpans,1670-07-19,datum na,nan,nan,nan,nan,nan,nan,nan,nan
d015ace3-fa4c-5508-8e0a-82b02136bf5c,tg:mpmak:285,ProductionTimeSpans,1760-01-02,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac236484-835b-5421-b75e-a80cf31dc98e,tg:mpmak:114,ProductionTimeSpans,nan,datum voor,nan,nan,nan,nan,nan,nan,nan,nan
e107cd92-5e94-5781-b20b-c272950196ca,tg:mpmak:47,ProductionTimeSpans,1573-06-23,nan,nan,nan,nan,nan,nan,nan,nan,nan
81a4954e-3f21-5105-8f91-cbf0c7eee977,tg:mpmak:236,ProductionTimeSpans,1676-04-19,nan,nan,nan,nan,nan,nan,nan,nan,nan
78b969f5-a651-57b5-8fa2-e52b4eee818f,tg:mpmak:148,ProductionTimeSpans,1667-07-19,datum na,nan,nan,nan,nan,nan,nan,nan,nan
c4005d76-f02a-5d04-9fff-38ae70308ab6,tg:mpmak:324,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac89b905-ef82-5bfc-950d-f73dfc3f418b,tg:mpmak:261,ProductionTimeSpans,1693-05-28,nan,nan,nan,nan,nan,nan,nan,nan,nan
67f06f02-d177-5d72-8bec-fff07c5f5160,tg:mpmak:332,ProductionTimeSpans,1653-05-17,nan,nan,nan,nan,nan,nan,nan,nan,nan
f18fde71-3369-5827-b6f3-7f6765c5803d,tg:mpmak:298,ProductionTimeSpans,1655-03-20,datum na,nan,nan,nan,nan,nan,nan,nan,nan
3b749a05-ba0f-586b-bfed-d9180bd7252e,tg:mpmak:277,ProductionTimeSpans,1740,circa,nan,nan,nan,nan,nan,nan,nan,nan
45d33d8e-fbc3-5016-b3f7-2df7d29fe184,tg:mpmak:109,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28f04267-82db-56ce-b96a-81a8adc7ce6a,tg:mpmak:51,ProductionTimeSpans,1570,circa,nan,nan,nan,nan,nan,nan,nan,nan
d71c5094-f7f7-5c7b-ab12-f0ef129a81a3,tg:mpmak:220,ProductionTimeSpans,1757-01-05,datum na,nan,nan,nan,nan,nan,nan,nan,nan
3bf7c3d8-64fe-5107-b43c-910391ebcb92,tg:mpmak:172,ProductionTimeSpans,1635-08-09,nan,nan,nan,nan,nan,nan,nan,nan,nan
2426bffd-f751-51bf-a334-3b73340b0a4d,tg:mpmak:92,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
727d3d78-0242-5636-8cb0-28a80370b662,tg:mpmak:125,ProductionTimeSpans,1666-01-13,datum na,nan,nan,nan,nan,nan,nan,nan,nan
ddee1c2e-d8d6-5845-af8d-433b336883cb,tg:mpmak:349,ProductionTimeSpans,1597-11-29,nan,nan,nan,nan,nan,nan,nan,nan,nan
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,ProductionTimeSpans,1703-08-21,nan,nan,nan,nan,nan,nan,nan,nan,nan
7743fa8b-2b1e-5ef4-bf6d-6eced8200516,tg:mpmak:133,ProductionTimeSpans,1671-06-23,datum na,nan,nan,nan,nan,nan,nan,nan,nan
5c8d58b1-074b-5294-a3ff-fa3359950804,tg:mpmak:164,ProductionTimeSpans,nan,datum na,nan,nan,nan,nan,nan,nan,nan,nan
0bc9312c-6144-52e7-a6c5-a5eddb4de869,tg:mpmak:308,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0d776b41-0dad-5953-8610-e6de3fc62990,tg:mpmak:113,ProductionTimeSpans,1684-11-16,nan,nan,nan,nan,nan,nan,nan,nan,nan
7898ec54-a7fb-53b4-a64e-1891b6ea45f3,tg:mpmak:328,ProductionTimeSpans,1680-07-06,nan,nan,nan,nan,nan,nan,nan,nan,nan
5f0752ea-2988-593b-93a1-c042240f015d,tg:mpmak:282,ProductionTimeSpans,1672,nan,nan,nan,nan,nan,nan,nan,nan,nan
2c7c8cb2-52e4-528e-91ca-8ad0449cd30e,tg:mpmak:144,ProductionTimeSpans,1664-06-26,datum na,nan,nan,nan,nan,nan,nan,nan,nan
dd978c16-3568-5acb-8117-84c35fa9d8b6,tg:mpmak:294,ProductionTimeSpans,1630,circa,nan,nan,nan,nan,nan,nan,nan,nan
f932016d-6778-5a0f-ad10-ac25c2095bf2,tg:mpmak:152,ProductionTimeSpans,1669-01-19,datum na,nan,nan,nan,nan,nan,nan,nan,nan
d5a3a593-2e2b-5b53-873b-6d921d86b2d6,tg:mpmak:257,ProductionTimeSpans,1662-07-06,nan,nan,nan,nan,nan,nan,nan,nan,nan
b5c81bab-24cd-5a40-8859-0915a216f259,tg:mpmak:312,ProductionTimeSpans,1652-06-28,datum na,nan,nan,nan,nan,nan,nan,nan,nan
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,tg:mpmak:191,ProductionTimeSpans,1653-05-15,datum na,nan,nan,nan,nan,nan,nan,nan,nan
857aa1b6-1743-5bb3-9a33-50000bb28f81,tg:mpmak:26,ProductionTimeSpans,1642-07-17,nan,nan,nan,nan,nan,nan,nan,nan,nan
81b02da2-fcdb-5d44-9a27-302e1e15deb7,tg:mpmak:200,ProductionTimeSpans,1671-03-26,nan,nan,nan,nan,nan,nan,nan,nan,nan
5bc0a533-73fc-50a5-a5f0-4096f29d3b80,tg:mpmak:345,ProductionTimeSpans,1670-06-24,nan,nan,nan,nan,nan,nan,nan,nan,nan
90d4e0fc-abe9-51ac-bc78-09a705cbc484,tg:mpmak:129,ProductionTimeSpans,1664-01-11,datum na,nan,nan,nan,nan,nan,nan,nan,nan
c3abbff4-062d-5385-b928-fea87f13df93,tg:mpmak:216,ProductionTimeSpans,1671-09-09,nan,nan,nan,nan,nan,nan,nan,nan,nan
85adc937-5019-5f43-b5f3-be3c6dab32ad,tg:mpmak:353,ProductionTimeSpans,1600,centuries,nan,nan,nan,nan,nan,nan,nan,nan
69c52a2b-c539-5ae1-a5e8-43300bc8a62b,tg:mpmak:88,ProductionTimeSpans,1873-01-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
00f441cc-a274-59ff-93e6-ab79435a4af4,tg:mpmak:67,ProductionTimeSpans,1786-05-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6cc8acae-f468-5e80-8700-90f800c03146,tg:mpmak:241,ProductionTimeSpans,1684-10-27,nan,nan,nan,nan,nan,nan,nan,nan,nan
64fcc947-e9f0-5644-8dbd-5e4fa3c4bfac,tg:mpmak:304,ProductionTimeSpans,1657-10-18,datum na,nan,nan,nan,nan,nan,nan,nan,nan
7c9f210f-c32f-59db-a0d0-f10e68bad764,tg:mpmak:187,ProductionTimeSpans,1648-02-29,nan,nan,nan,nan,nan,nan,nan,nan,nan
b276b384-5450-513b-b0d0-58887da71339,tg:mpmak:168,ProductionTimeSpans,nan,datum na,nan,nan,nan,nan,nan,nan,nan,nan
5652dd86-752e-542e-b882-a71c4178234e,tg:mpmak:30,ProductionTimeSpans,1751-01-23,nan,nan,nan,nan,nan,nan,nan,nan,nan
f388bfbe-c5e1-54bf-938b-2d1b7b3765e5,tg:mpmak:186,ProductionTimeSpans,nan,datum na,nan,nan,nan,nan,nan,nan,nan,nan
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,tg:mpmak:169,ProductionTimeSpans,1634-09-22,datum na,nan,nan,nan,nan,nan,nan,nan,nan
b53c42cd-4ff0-5756-8452-1bee8457fa4b,tg:mpmak:31,ProductionTimeSpans,1715-04-30,nan,nan,nan,nan,nan,nan,nan,nan,nan
72cb205a-cfe8-516f-8f94-3a514b573326,tg:mpmak:240,ProductionTimeSpans,1711-11-13,nan,1715-11-13,nan,nan,nan,nan,nan,nan,nan
7f8fb011-a3cb-5703-b1b0-dbceeee55c3b,tg:mpmak:305,ProductionTimeSpans,1653-11-29,datum na,nan,nan,nan,nan,nan,nan,nan,nan
dfb0616b-81cc-529f-98ca-96e523739de6,tg:mpmak:89,ProductionTimeSpans,1874,nan,nan,nan,nan,nan,nan,nan,nan,nan
095b7e37-8955-58cf-8731-92a31ccc0c21,tg:mpmak:66,ProductionTimeSpans,1766-04-14,nan,1767-01-07,nan,nan,nan,nan,nan,nan,nan
5ddf2d6e-4d1b-5023-8963-e170e0ca2b00,tg:mpmak:217,ProductionTimeSpans,1656-03-05,datum na,nan,nan,nan,nan,nan,nan,nan,nan
98e5bfd5-a3a2-5656-9e32-ac2c734e753f,tg:mpmak:352,ProductionTimeSpans,1642-07-17,nan,nan,nan,nan,nan,nan,nan,nan,nan
a85d9c5c-5ecb-5ae2-b1d7-fa7b7483d257,tg:mpmak:128,ProductionTimeSpans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,ProductionTimeSpans,1589-07-18,nan,nan,nan,nan,nan,nan,nan,nan,nan
db2aacae-f452-58aa-ad20-f48728dc5481,tg:mpmak:201,ProductionTimeSpans,1664-11-16,datum na,nan,nan,nan,nan,nan,nan,nan,nan
4f4dee13-d8e2-5793-b654-70f02ce62ed2,tg:mpmak:344,ProductionTimeSpans,1661-07-22,nan,nan,nan,nan,nan,nan,nan,nan,nan
1635f9f5-7768-5f30-ab4a-8d0c9b599fda,tg:mpmak:190,ProductionTimeSpans,1645-07-18,datum na,nan,nan,nan,nan,nan,nan,nan,nan
780ee72b-6eff-5922-aa06-2fa85a3019b6,tg:mpmak:27,ProductionTimeSpans,1643,nan,nan,nan,nan,nan,nan,nan,nan,nan
db4bee96-a1ef-5796-8538-fe484c2e11c6,tg:mpmak:256,ProductionTimeSpans,1657-12-14,nan,nan,nan,nan,nan,nan,nan,nan,nan
cab16bdd-488c-578c-bb15-f04244e7410e,tg:mpmak:313,ProductionTimeSpans,1648-07-19,datum na,nan,nan,nan,nan,nan,nan,nan,nan
1916e3ae-7e6b-5c8f-83bc-f727a4330a04,tg:mpmak:104,ProductionTimeSpans,1870-04-02,datum na,nan,nan,nan,nan,nan,nan,nan,nan
97caed4b-b793-5fe5-8470-4b8b3fc224ac,tg:mpmak:153,ProductionTimeSpans,1663-12-29,datum na,nan,nan,nan,nan,nan,nan,nan,nan
d0498b1d-3d58-5de0-be5a-31868607c143,tg:mpmak:295,ProductionTimeSpans,1646-10-08,datum na,nan,nan,nan,nan,nan,nan,nan,nan
43482195-5159-578d-b5da-b82690322996,tg:mpmak:145,ProductionTimeSpans,1665-02-10,datum na,nan,nan,nan,nan,nan,nan,nan,nan
ee03d7d3-9891-50f0-88a7-8c71fd256cb0,tg:mpmak:329,ProductionTimeSpans,1688-06-25,nan,nan,nan,nan,nan,nan,nan,nan,nan
7382110a-7154-5d10-9940-4af1fa6964d9,tg:mpmak:283,ProductionTimeSpans,1680,nan,nan,nan,nan,nan,nan,nan,nan,nan
4aa17bda-4162-5284-aec0-5d9f90eac283,tg:mpmak:112,ProductionTimeSpans,1685-07-02,nan,nan,nan,nan,nan,nan,nan,nan,nan
a733cadc-0928-5c15-863e-3a51bf38ac13,tg:mpmak:309,ProductionTimeSpans,1537-09-13,nan,nan,nan,nan,nan,nan,nan,nan,nan
09c44ab5-d181-5cbd-a83f-af4728479b9c,tg:mpmak:165,ProductionTimeSpans,nan,datum na,nan,nan,nan,nan,nan,nan,nan,nan
5875d145-7b27-51b5-9d7d-d9a123ca1fec,tg:mpmak:85,ProductionTimeSpans,1687-09-13,datum na,nan,nan,nan,nan,nan,nan,nan,nan
5c8dcef5-723a-5695-b0cc-170db98e514f,tg:mpmak:132,ProductionTimeSpans,1658-08-08,nan,nan,nan,nan,nan,nan,nan,nan,nan
21deb227-d4fe-54ef-baef-f620f1586b19,tg:mpmak:348,ProductionTimeSpans,1610-03-10,nan,nan,nan,nan,nan,nan,nan,nan,nan
5fe4fe19-4695-5b83-a23d-e3d98cc2104d,tg:mpmak:93,ProductionTimeSpans,1871-01-20,nan,nan,nan,nan,nan,nan,nan,nan,nan
fa766c61-ec75-55c1-b85a-045fd4035203,tg:mpmak:124,ProductionTimeSpans,1659-06-19,datum na,nan,nan,nan,nan,nan,nan,nan,nan
b7ab2f53-d11a-599b-a6b9-f482b6039ea7,tg:mpmak:173,ProductionTimeSpans,1636-07-12,datum na,nan,nan,nan,nan,nan,nan,nan,nan
655dd0cb-2f48-54f5-81d7-b7e7fbc2df72,tg:mpmak:221,ProductionTimeSpans,1783-05-05,nan,nan,nan,nan,nan,nan,nan,nan,nan
b6304530-6a87-5347-9b7d-b19b2c8b3058,tg:mpmak:108,ProductionTimeSpans,1681,circa,nan,nan,nan,nan,nan,nan,nan,nan
76f30119-5b4d-5c4e-9252-892d4ffdc597,tg:mpmak:50,ProductionTimeSpans,1573-10-13,nan,nan,nan,nan,nan,nan,nan,nan,nan
54efed87-3902-5879-a0fc-877ee458360f,tg:mpmak:333,ProductionTimeSpans,1671-07-25,nan,nan,nan,nan,nan,nan,nan,nan,nan
383ad62b-3a37-5334-b4f9-eaab72278db1,tg:mpmak:299,ProductionTimeSpans,1654-04-27,datum na,nan,nan,nan,nan,nan,nan,nan,nan
96eb5fd4-0f84-51d9-b45c-3bb5dbfc019c,tg:mpmak:276,ProductionTimeSpans,1743-05-10,nan,nan,nan,nan,nan,nan,nan,nan,nan
1a528c30-66e4-5263-9d6a-e8059daf7874,tg:mpmak:325,ProductionTimeSpans,1679-04-20,nan,nan,nan,nan,nan,nan,nan,nan,nan
205f2c2f-c525-523f-b846-96abd9ec935f,tg:mpmak:260,ProductionTimeSpans,1671-01-21,nan,nan,nan,nan,nan,nan,nan,nan,nan
2af7bbec-ec71-5265-b1c0-1d22d7f0ab84,tg:mpmak:149,ProductionTimeSpans,1669-07-01,datum voor,nan,nan,nan,nan,nan,nan,nan,nan
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,tg:mpmak:11,ProductionTimeSpans,1591-08-08,nan,nan,nan,nan,nan,nan,nan,nan,nan
9f0ae734-f0c3-50e4-946c-243b6eaed8bd,tg:mpmak:237,ProductionTimeSpans,1685-02-03,nan,nan,nan,nan,nan,nan,nan,nan,nan
