ResourceID,brocade.id,card,order,ire.isaar.uuid,Visual ISAAR Brocade ID,Visual Actor Role,Visual Actor Note,Visual Actor Widget,Visual Actor Identifier
daadc3e8-0f68-5054-bc39-ad4b3996b2a4,tg:mpmak:77,VisualContent,2,e4a31d29-f730-5f90-a90a-76c8da90efc0,au::108868,begunstiger,,"dlod={""id"":""ark:/83110/x0/e4a31d29-f730-5f90-a90a-76c8da90efc0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e4a31d29-f730-5f90-a90a-76c8da90efc0
daadc3e8-0f68-5054-bc39-ad4b3996b2a4,tg:mpmak:77,VisualContent,3,f2a98931-3edd-52b8-b3ab-ebd02d45d504,au::108870,signers,,"dlod={""id"":""ark:/83110/x0/f2a98931-3edd-52b8-b3ab-ebd02d45d504"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/f2a98931-3edd-52b8-b3ab-ebd02d45d504
ae061637-9aca-53de-9042-41252b523078,tg:mpmak:210,VisualContent,2,67d6c9ce-69d2-5ce1-83bc-49ac2993be59,au::109066,recipients (people),,"dlod={""id"":""ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59
5b671649-4092-5832-a1f9-a8ca4b0774e4,tg:mpmak:247,VisualContent,2,7ef17b55-92c0-50fb-a0e4-31128fd7ab35,au::109910,begunstiger,,"dlod={""id"":""ark:/83110/x0/7ef17b55-92c0-50fb-a0e4-31128fd7ab35"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7ef17b55-92c0-50fb-a0e4-31128fd7ab35
daa05c79-84a0-5fc8-aad6-37822f8bee69,tg:mpmak:302,VisualContent,2,dfc0ce9a-5988-5e71-8ef2-d81493392507,au::112060,recipients (people),,"dlod={""id"":""ark:/83110/x0/dfc0ce9a-5988-5e71-8ef2-d81493392507"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/dfc0ce9a-5988-5e71-8ef2-d81493392507
daa05c79-84a0-5fc8-aad6-37822f8bee69,tg:mpmak:302,VisualContent,3,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
1d9df6f8-63c7-534b-ac8c-e78603455e2d,tg:mpmak:181,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
e3d769cf-1a2e-5902-935f-22a2148f5fbd,tg:mpmak:119,VisualContent,2,0e786bc3-3516-5cef-82cc-36c2b11bc66e,au::109070,recipients (people),,"dlod={""id"":""ark:/83110/x0/0e786bc3-3516-5cef-82cc-36c2b11bc66e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/0e786bc3-3516-5cef-82cc-36c2b11bc66e
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,VisualContent,2,7f996130-10f3-540e-9cbc-c131aa3a5f75,au::108458,recipients (people),,"dlod={""id"":""ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75
ef176031-3cbb-5929-a628-b4beb0f40776,tg:mpmak:230,VisualContent,2,ef8c1d41-a8e6-5703-b963-28878e2584b8,au::109013,signers,,"dlod={""id"":""ark:/83110/x0/ef8c1d41-a8e6-5703-b963-28878e2584b8"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ef8c1d41-a8e6-5703-b963-28878e2584b8
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,signers,,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
c92690f2-7e13-5d7b-9c76-55c48b9b23d0,tg:mpmak:288,VisualContent,2,f8189a30-474b-5146-bf99-4b1a7b0b844b,au::108781,recipients (people),,"dlod={""id"":""ark:/83110/x0/f8189a30-474b-5146-bf99-4b1a7b0b844b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/f8189a30-474b-5146-bf99-4b1a7b0b844b
c92690f2-7e13-5d7b-9c76-55c48b9b23d0,tg:mpmak:288,VisualContent,3,2a40d4b5-90fb-53b4-9017-8f5dd07e6c05,au::108615,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/2a40d4b5-90fb-53b4-9017-8f5dd07e6c05"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2a40d4b5-90fb-53b4-9017-8f5dd07e6c05
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,tg:mpmak:267,VisualContent,2,7f996130-10f3-540e-9cbc-c131aa3a5f75,au::108458,recipients (people),,"dlod={""id"":""ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,tg:mpmak:267,VisualContent,3,14da77b4-e863-5cb6-883c-18eb8c492494,au::111228,signers,,"dlod={""id"":""ark:/83110/x0/14da77b4-e863-5cb6-883c-18eb8c492494"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/14da77b4-e863-5cb6-883c-18eb8c492494
455d88b3-5367-5215-9cb1-f71a250a87ef,tg:mpmak:158,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
455d88b3-5367-5215-9cb1-f71a250a87ef,tg:mpmak:158,VisualContent,3,08d15f73-b149-5b58-af76-af43c49d5dc0,au::109077,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/08d15f73-b149-5b58-af76-af43c49d5dc0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/08d15f73-b149-5b58-af76-af43c49d5dc0
0a8ad24d-06ef-5fc5-a44c-183b308a695c,tg:mpmak:271,VisualContent,2,1d72047c-ad3e-5e48-ae1a-7ec2c8af3169,au::108463,recipients (people),,"dlod={""id"":""ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,VisualContent,2,28542784-c61c-5b7a-b3fb-6b1efa69a413,au::109854,signers,,"dlod={""id"":""ark:/83110/x0/28542784-c61c-5b7a-b3fb-6b1efa69a413"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/28542784-c61c-5b7a-b3fb-6b1efa69a413
a09ddf78-2739-5937-93b6-198194e27820,tg:mpmak:174,VisualContent,2,2eda8d44-7e6a-53da-bcac-ba5d2f912e5c,au::109267,recipients (people),,"dlod={""id"":""ark:/83110/x0/2eda8d44-7e6a-53da-bcac-ba5d2f912e5c"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2eda8d44-7e6a-53da-bcac-ba5d2f912e5c
fd39fa72-4a4c-5e93-85f9-8b72e8a24046,tg:mpmak:318,VisualContent,2,9d07aad7-c418-5abf-b80e-da17c651f422,au::109071,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/9d07aad7-c418-5abf-b80e-da17c651f422"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9d07aad7-c418-5abf-b80e-da17c651f422
fd39fa72-4a4c-5e93-85f9-8b72e8a24046,tg:mpmak:318,VisualContent,3,67d6c9ce-69d2-5ce1-83bc-49ac2993be59,au::109066,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59
110a609e-10ce-5b9a-9f0c-46a6429730a6,tg:mpmak:94,VisualContent,2,819ff134-827c-5f96-9425-018c0e9a4105,au::109044,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/819ff134-827c-5f96-9425-018c0e9a4105"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/819ff134-827c-5f96-9425-018c0e9a4105
35e43343-bb75-512b-bf32-51d4ba86d8c9,tg:mpmak:82,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,signers,,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
8404f0ee-b32f-5fad-8069-ebedee163bd6,tg:mpmak:135,VisualContent,2,67d6c9ce-69d2-5ce1-83bc-49ac2993be59,au::109066,recipients (people),,"dlod={""id"":""ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59
42753813-8445-5e18-83c0-4f94166455b9,tg:mpmak:162,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
435f20e0-08c1-5413-aece-381c7bd3f6d3,tg:mpmak:163,VisualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
65128915-38c7-5110-b067-9875b71f85f3,tg:mpmak:134,VisualContent,2,67d6c9ce-69d2-5ce1-83bc-49ac2993be59,au::109066,recipients (people),,"dlod={""id"":""ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59
9d0a7a76-4a1f-5e76-9d9a-c170ce0b4e5a,tg:mpmak:95,VisualContent,2,16140c12-0db4-5d01-87d0-060ad3efc2c8,au::109045,recipients (people),,"dlod={""id"":""ark:/83110/x0/16140c12-0db4-5d01-87d0-060ad3efc2c8"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/16140c12-0db4-5d01-87d0-060ad3efc2c8
81aad390-43d4-53a8-9793-455cf29e2d73,tg:mpmak:319,VisualContent,2,3e5c9c8b-87aa-598a-89ad-b705715938e9,au::112172,signers,Datum: 30.01.1706,"dlod={""id"":""ark:/83110/x0/3e5c9c8b-87aa-598a-89ad-b705715938e9"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3e5c9c8b-87aa-598a-89ad-b705715938e9
f2c3f933-e405-5914-80f8-5394a93b77f0,tg:mpmak:227,VisualContent,2,688764a9-d998-51ce-86ee-2311c82022c3,au::109855,signers,,"dlod={""id"":""ark:/83110/x0/688764a9-d998-51ce-86ee-2311c82022c3"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/688764a9-d998-51ce-86ee-2311c82022c3
f2c3f933-e405-5914-80f8-5394a93b77f0,tg:mpmak:227,VisualContent,3,ca4d494f-999a-5c8c-8f19-5d249a00a421,au::109856,signers,,"dlod={""id"":""ark:/83110/x0/ca4d494f-999a-5c8c-8f19-5d249a00a421"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ca4d494f-999a-5c8c-8f19-5d249a00a421
75ae821c-f613-526a-b1fa-9a3dc0dcea0c,tg:mpmak:270,VisualContent,2,1d72047c-ad3e-5e48-ae1a-7ec2c8af3169,au::108463,recipients (people),,"dlod={""id"":""ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169
b12dfa45-a07e-50f1-83c5-cedb4b653b49,tg:mpmak:266,VisualContent,2,7f996130-10f3-540e-9cbc-c131aa3a5f75,au::108458,recipients (people),,"dlod={""id"":""ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75
b12dfa45-a07e-50f1-83c5-cedb4b653b49,tg:mpmak:266,VisualContent,3,14da77b4-e863-5cb6-883c-18eb8c492494,au::111228,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/14da77b4-e863-5cb6-883c-18eb8c492494"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/14da77b4-e863-5cb6-883c-18eb8c492494
1a3f2aec-28b9-5b78-a104-f8a16a46cb62,tg:mpmak:231,VisualContent,2,2e0db64f-9321-55fd-bd47-c64511044e33,au::109862,signers,,"dlod={""id"":""ark:/83110/x0/2e0db64f-9321-55fd-bd47-c64511044e33"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2e0db64f-9321-55fd-bd47-c64511044e33
104e5c79-fa17-5407-9624-7a1a766e5e7a,tg:mpmak:118,VisualContent,2,0e786bc3-3516-5cef-82cc-36c2b11bc66e,au::109070,recipients (people),,"dlod={""id"":""ark:/83110/x0/0e786bc3-3516-5cef-82cc-36c2b11bc66e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/0e786bc3-3516-5cef-82cc-36c2b11bc66e
0a7cbd31-014c-50c9-b859-96ccad7a604e,tg:mpmak:40,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
0a7cbd31-014c-50c9-b859-96ccad7a604e,tg:mpmak:40,VisualContent,3,16efe58c-9d80-556b-b32c-22d02223cbf8,au::108522,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/16efe58c-9d80-556b-b32c-22d02223cbf8"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/16efe58c-9d80-556b-b32c-22d02223cbf8
c04c9025-0219-5cae-8879-4abbc0af96a5,tg:mpmak:180,VisualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
555144ee-396e-520f-ad6e-0dd812d0c966,tg:mpmak:303,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
d346f0df-c6c8-5f22-8fa5-204ba7ac283a,tg:mpmak:211,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
d346f0df-c6c8-5f22-8fa5-204ba7ac283a,tg:mpmak:211,VisualContent,3,f74e2538-5619-52da-bb1f-025385a49e66,au::109678,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/f74e2538-5619-52da-bb1f-025385a49e66"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/f74e2538-5619-52da-bb1f-025385a49e66
ee6fbec6-15e3-5af2-b4cb-e99b17cc8283,tg:mpmak:354,VisualContent,2,7087b48c-55b4-5852-b35a-f8e0cde50620,au::113148,recipients (people),,"dlod={""id"":""ark:/83110/x0/7087b48c-55b4-5852-b35a-f8e0cde50620"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7087b48c-55b4-5852-b35a-f8e0cde50620
0466a457-275b-505c-b610-8eebd855936b,tg:mpmak:99,VisualContent,2,3399199a-d351-5159-98ae-08d0b398d27b,au::109048,recipients (people),,"dlod={""id"":""ark:/83110/x0/3399199a-d351-5159-98ae-08d0b398d27b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3399199a-d351-5159-98ae-08d0b398d27b
09f0649e-72aa-5b96-83de-f4ccd9e5d7a0,tg:mpmak:207,VisualContent,1,7f996130-10f3-540e-9cbc-c131aa3a5f75,au::108458,signers,,"dlod={""id"":""ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75
62a1c49d-4b57-58fa-8973-e6fc5700d77f,tg:mpmak:342,VisualContent,2,a9bcbd8c-6f67-57af-9758-3aab277cbf6d,au::112368,begunstiger,,"dlod={""id"":""ark:/83110/x0/a9bcbd8c-6f67-57af-9758-3aab277cbf6d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a9bcbd8c-6f67-57af-9758-3aab277cbf6d
2330a784-8542-5882-a402-eaaf22526c32,tg:mpmak:196,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
6f5eec96-3a2d-5242-99da-c901319cf4e8,tg:mpmak:179,VisualContent,2,3d9c3f22-1619-5870-9650-db79ece3c228,au::108770,recipients (people),,"dlod={""id"":""ark:/83110/x0/3d9c3f22-1619-5870-9650-db79ece3c228"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3d9c3f22-1619-5870-9650-db79ece3c228
