ResourceID,brocade.id,card,order,Mark Text,Mark Type,Mark Language
0b0fa61d-2bb5-5f39-ab13-23247a57669e,tg:mpmre:637,Marks,1,B,signatures (names),Nederlands
24674e72-0b26-526a-8759-4d13e646041d,tg:mpmre:334,Marks,1,Mm,signatures (names),Nederlands
65bf108e-167e-50a5-97ed-c1f63e76109b,tg:mpmre:57,Marks,1,Aa,signatures (names),Nederlands
0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,tg:mpmre:363,Marks,1,SS,signatures (names),Nederlands
21037e26-6a2b-5c7f-a2dd-2b91205a489e,tg:mpmre:676,Marks,2,Oud inventarisnummer: A 4,signatures (names),Nederlands
2809d3cf-83fb-5df6-b2ee-ee907f2cb231,tg:mpmre:318,Marks,1,S,signatures (names),Nederlands
4ad647d8-a086-5194-8218-06a622e09efa,tg:mpmre:94,Marks,1,LL,signatures (names),Nederlands
f574140e-40c0-5478-9c0e-db6ec538f4dd,tg:mpmre:436,Marks,1,B-[C-D-E-F-G-H-I-K-L-M],signatures (names),Nederlands
29545486-7ea9-5fcc-a7d2-ebb03971b27b,tg:mpmre:420,Marks,1,GGGGG-HHHHH,signatures (names),Nederlands
f51a1b45-a8ad-532e-9206-e95b879591d2,tg:mpmre:82,Marks,1,[Yy],signatures (names),Nederlands
bcab4b74-23c6-5761-a175-22072056f252,tg:mpmre:6,Marks,1,C,signatures (names),Nederlands
4d1054e8-5657-5b3b-be86-63021f59a33a,tg:mpmre:135,Marks,2,F,signatures (names),Nederlands
307f5652-2566-509f-afbe-b97dc4f72371,tg:mpmre:359,Marks,1,OO,signatures (names),Nederlands
755f1dbe-4aae-5a22-aa07-79fb546bbb04,tg:mpmre:358,Marks,1,NN,signatures (names),Nederlands
f563bd0c-f8ea-512b-8a7b-b546624be386,tg:mpmre:421,Marks,1,IIIII-KKKKK,signatures (names),Nederlands
51c78be3-7f1b-5b40-934c-0a78d59b45bd,tg:mpmre:7,Marks,1,B,signatures (names),Nederlands
5bece0b2-040b-5a71-a69e-c40204034b9c,tg:mpmre:83,Marks,1,[Zz],signatures (names),Nederlands
22747f78-aaaf-5c45-88b9-dd80a96b985e,tg:mpmre:134,Marks,2,E,signatures (names),Nederlands
6fede8fe-55ce-500a-865c-71e609a75b53,tg:mpmre:95,Marks,1,MM,signatures (names),Nederlands
7610dd7b-312c-55d9-8397-520f002dba51,tg:mpmre:319,Marks,1,T-V,signatures (names),Nederlands
ddbe966e-5601-5c38-a594-8e3cccdfb4c8,tg:mpmre:362,Marks,1,RR,signatures (names),Nederlands
de64a529-aca2-58f3-b0bf-54c3915c94ed,tg:mpmre:677,Marks,1,Oud inventarisnummer: B 2,signatures (names),Nederlands
1303f015-c610-5d9f-867a-c23756454f79,tg:mpmre:56,Marks,1,ZZ,signatures (names),Nederlands
beb02de6-67c3-5b01-8beb-31e0b2047469,tg:mpmre:335,Marks,1,Nn,signatures (names),Nederlands
99866af7-a97e-5f1f-8487-aea154a73664,tg:mpmre:620,Marks,1,D,signatures (names),Nederlands
077e8cbd-2036-5dd8-9df7-4b3e27fcc620,tg:mpmre:323,Marks,1,Aa,signatures (names),Nederlands
49a83fb4-aca8-5f39-8bb9-664d6007aad0,tg:mpmre:636,Marks,1,A,signatures (names),Nederlands
a3e222ba-f231-51df-9d2c-0513e4ee335b,tg:mpmre:374,Marks,1,EEE,signatures (names),Nederlands
e8fe0a48-6d65-56b3-a19b-9a83098f0e4e,tg:mpmre:40,Marks,1,HH,signatures (names),Nederlands
6bbbd504-28ed-56bd-9d40-ed55b62c1b73,tg:mpmre:37,Marks,1,EE,signatures (names),Nederlands
dd0457d2-de4f-5b89-8235-bf6cdcda09bb,tg:mpmre:616,Marks,2,B,signatures (names),Nederlands
4dc035fb-ccad-5ea6-92a7-63ae27411ce6,tg:mpmre:303,Marks,1,D,signatures (names),Nederlands
02dd1a27-db0f-5409-9cae-23e602b7d7c9,tg:mpmre:60,Marks,1,Dd,signatures (names),Nederlands
ba62eaa3-1791-527e-a503-7384a52db172,tg:mpmre:641,Marks,2,C,signatures (names),Nederlands
96fcfcaa-ff1a-5d64-bd07-bd496d636557,tg:mpmre:354,Marks,1,II,signatures (names),Nederlands
d9596d88-bedd-5c37-b877-5ec07884d1e0,tg:mpmre:99,Marks,1,QQ,signatures (names),Nederlands
21332924-8d2c-5b51-8f67-ace102f24fe8,tg:mpmre:76,Marks,1,Qq,signatures (names),Nederlands
1dc193eb-16cc-5dd2-ac8b-9afa0980d561,tg:mpmre:342,Marks,1,Vv,signatures (names),Nederlands
a09ec092-4ecf-5c25-9b0e-25816142d8a3,tg:mpmre:483,Marks,1,LL,signatures (names),Nederlands
3f58d414-7c76-5026-9749-4ae1cd18116f,tg:mpmre:315,Marks,1,Q,signatures (names),Nederlands
69ca99b2-6144-5690-bf83-eb2143fef5f6,tg:mpmre:417,Marks,1,BBBBB,signatures (names),Nederlands
65eba50f-508c-5a03-beaa-120066bf199e,tg:mpmre:381,Marks,1,MMM,signatures (names),Nederlands
da472f92-bdd2-5420-b652-3e2be1d0d5ca,tg:mpmre:155,Marks,1,A,signatures (names),Nederlands
b8c8d4e0-fa2d-5890-afe2-aa2af2e33e53,tg:mpmre:339,Marks,1,Rr,signatures (names),Nederlands
c183a392-d1e5-5fb2-8f8a-c08b96103f7f,tg:mpmre:401,Marks,1,IIII,signatures (names),Nederlands
00eefe84-d8db-55ef-87a0-0fdf632d6d3b,tg:mpmre:378,Marks,1,III,signatures (names),Nederlands
89101aaa-3cee-56f0-9ca3-bb212412b37e,tg:mpmre:397,Marks,1,EEEE,signatures (names),Nederlands
b303a14a-164a-5e2c-a9cc-2aac33398602,tg:mpmre:47,Marks,1,PP,signatures (names),Nederlands
f2820dd6-d86c-5de6-9f31-74b2438a3bf3,tg:mpmre:373,Marks,1,DDD,signatures (names),Nederlands
54a6369b-9200-5036-8c4f-c72841584f65,tg:mpmre:666,Marks,1,G,signatures (names),Nederlands
446c46ca-d3a3-592a-b365-7bd57ad4ee63,tg:mpmre:324,Marks,1,Bb,signatures (names),Nederlands
512b3a3a-23fb-5f5e-9c47-d7a6bc25d83a,tg:mpmre:332,Marks,1,Kk,signatures (names),Nederlands
1c140085-9e5b-5cdc-a72f-6efeeae49780,tg:mpmre:109,Marks,1,BBB,signatures (names),Nederlands
660bbcb5-612d-5535-a8d3-ea183d9101e9,tg:mpmre:51,Marks,1,SS,signatures (names),Nederlands
72d22b5f-afee-5773-81ca-f84e61777cc8,tg:mpmre:365,Marks,1,TT²,signatures (names),Nederlands
c14c6c4e-fae1-546b-b085-316cd0d5ca1c,tg:mpmre:488,Marks,1,L,signatures (names),Nederlands
2b0987a6-3e37-5f40-9b8d-6d0457e23af2,tg:mpmre:430,Marks,1,DDDDDD-A-B-C-D,signatures (names),Nederlands
abd49e5c-31fe-5c8d-bcbd-a843a5442d71,tg:mpmre:92,Marks,1,II,signatures (names),Nederlands
6459e6e9-9885-50dc-ba57-c1f279b2983e,tg:mpmre:349,Marks,1,DD,signatures (names),Nederlands
b7f69d44-8a55-54c8-9516-14e7ebfd2a05,tg:mpmre:84,Marks,1,AA,signatures (names),Nederlands
4b8b99ef-8042-5c7f-971e-60b265afb359,tg:mpmre:426,Marks,1,TTTTT-VVVVV,signatures (names),Nederlands
53d8c3dc-89c5-50dd-982b-35406942ce6e,tg:mpmre:133,Marks,2,D,signatures (names),Nederlands
0fdcfd99-98f5-5774-accc-3b1d5db1450a,tg:mpmre:308,Marks,1,I,signatures (names),Nederlands
e9e4e716-83ba-532b-a3a3-e5763571eac3,tg:mpmre:390,Marks,1,XXX,signatures (names),Nederlands
fd6958a0-8c57-5de0-ac87-3f58fc32ac68,tg:mpmre:406,Marks,1,OOOO,signatures (names),Nederlands
7bb4b5b2-d296-53a4-beaf-4d017c5e5fd6,tg:mpmre:328,Marks,1,Ff,signatures (names),Nederlands
4d87c251-4917-5a4a-9762-83acbff5dda8,tg:mpmre:152,Marks,1,D,signatures (names),Nederlands
2bebce21-ccb3-52c9-a4e5-39714851bcfb,tg:mpmre:693,Marks,2,Oud inventarisnummer: B 1.,signatures (names),Nederlands
d1fe4e54-d52e-574c-a941-ce53c0e0439d,tg:mpmre:369,Marks,1,ZZ,signatures (names),Nederlands
3aebcb56-12e8-5bc3-98c7-f95086adcd59,tg:mpmre:386,Marks,1,RRR,signatures (names),Nederlands
bf0a4d3e-31dc-5ab0-9535-dbcb2d08fe7a,tg:mpmre:105,Marks,1,YY,signatures (names),Nederlands
71335e51-8e28-5a51-9d98-9c499fa7b8de,tg:mpmre:410,Marks,1,SSSS,signatures (names),Nederlands
d30a91df-232d-5eda-99ab-9df9c514d8ca,tg:mpmre:312,Marks,1,N,signatures (names),Nederlands
e05a29b5-ba62-5529-b660-49b8d1ef0e12,tg:mpmre:484,Marks,1,MM,signatures (names),Nederlands
619d6bdc-5b2f-5c4f-b332-461971e3c01b,tg:mpmre:650,Marks,1,F,signatures (names),Nederlands
f64a452b-f97b-54a7-a063-0c9fb956fed7,tg:mpmre:345,Marks,1,Zz,signatures (names),Nederlands
6e77aa76-10cb-5fa2-9385-2312f71ba0a4,tg:mpmre:71,Marks,1,Ll,signatures (names),Nederlands
a714422b-c51f-5b08-8809-f923a729b5cd,tg:mpmre:646,Marks,1,A,signatures (names),Nederlands
d58c9c69-f329-57c6-9444-65511f52d570,tg:mpmre:353,Marks,1,HH,signatures (names),Nederlands
e37a1ae3-3158-5331-8ebd-df0f9c29c0d6,tg:mpmre:88,Marks,1,EE,signatures (names),Nederlands
1f144a95-e543-5a4c-8a11-2cbc06718661,tg:mpmre:67,Marks,1,Ii,signatures (names),Nederlands
9eba0924-46b0-5089-97dd-15ff0361368e,tg:mpmre:304,Marks,1,E,signatures (names),Nederlands
cc358aa5-0df9-5336-817a-54778a57bdba,tg:mpmre:30,Marks,1,Vv - Xx,signatures (names),Nederlands
7b76051e-751d-5e77-aca8-de5556583c24,tg:mpmre:31,Marks,1,Yy,signatures (names),Nederlands
830f5281-7ba4-5c58-b240-f644f90f57ce,tg:mpmre:305,Marks,1,F,signatures (names),Nederlands
dca0fcd8-33e7-5173-af70-e62353b75908,tg:mpmre:89,Marks,1,FF,signatures (names),Nederlands
d48cddca-965b-5df5-a070-4cc294645718,tg:mpmre:66,Marks,1,Hh,signatures (names),Nederlands
b740b67a-b260-53dc-8aa9-13130af78dfd,tg:mpmre:647,Marks,1,B,signatures (names),Nederlands
b030dc4b-f6a3-5b19-8aa4-1743c8e79851,tg:mpmre:352,Marks,1,GG,signatures (names),Nederlands
090fea1d-8d3b-59fc-b5c7-32e0662c8378,tg:mpmre:70,Marks,1,Kk,signatures (names),Nederlands
a7d14d93-038b-5c24-aa74-19a4fe6f86b6,tg:mpmre:344,Marks,1,Yy,signatures (names),Nederlands
41798c79-c2d1-5f51-9df0-b93b50fc011d,tg:mpmre:485,Marks,1,D,signatures (names),Nederlands
797c3567-6460-5316-bced-db2455267d41,tg:mpmre:313,Marks,1,O,signatures (names),Nederlands
57debdf6-d446-5cae-9436-1aec4bb3a420,tg:mpmre:411,Marks,1,TTTT,signatures (names),Nederlands
dec49f1e-fe7e-5757-8a38-0641b860544e,tg:mpmre:368,Marks,1,YY,signatures (names),Nederlands
db407ab5-81d6-5618-93fc-b8ed6a7ba96b,tg:mpmre:387,Marks,1,SSS,signatures (names),Nederlands
19a2ff65-74df-5e4c-9b7a-b719fc5776bd,tg:mpmre:153,Marks,1,E,signatures (names),Nederlands
964b5e33-d61e-5e24-9c53-91b79b242d71,tg:mpmre:329,Marks,1,Gg,signatures (names),Nederlands
4cac10b9-b531-5b47-9470-56bd42bbaf8f,tg:mpmre:407,Marks,1,PPPP,signatures (names),Nederlands
0b022a7f-5567-5ace-9602-59f6cfdb48d6,tg:mpmre:391,Marks,1,YYY,signatures (names),Nederlands
902c405d-4cc8-5373-a85b-930dafa3f3be,tg:mpmre:309,Marks,1,K,signatures (names),Nederlands
bfc136f1-ef76-5a2b-8a0b-6aaae6d51354,tg:mpmre:85,Marks,1,BB,signatures (names),Nederlands
d50b4691-6b3d-5ff7-a32c-0cc1ad67c38a,tg:mpmre:427,Marks,1,XXXXX-YYYYY,signatures (names),Nederlands
5a5fb3c8-0b81-5b5a-8b30-4b67edea53a0,tg:mpmre:132,Marks,2,C,signatures (names),Nederlands
cecc3571-2697-533d-a4da-071963edd896,tg:mpmre:348,Marks,1,CC,signatures (names),Nederlands
8d3513fc-43f1-5a1d-b14d-773ae47e01cc,tg:mpmre:431,Marks,1,E-F-G-H,signatures (names),Nederlands
9ab4a55f-2d20-5a4c-9aca-3e33922bb65f,tg:mpmre:93,Marks,1,KK,signatures (names),Nederlands
91d29502-1377-5fee-bbd8-4afb11c51fd1,tg:mpmre:489,Marks,1,K,signatures (names),Nederlands
e09617ce-1d66-5189-af39-fecd473423bb,tg:mpmre:364,Marks,1,SS²,signatures (names),Nederlands
701a53c2-9d51-5bda-830d-7a0647e51321,tg:mpmre:108,Marks,1,AAA,signatures (names),Nederlands
786bd747-bd19-588a-a0a7-de90c7ba1e8e,tg:mpmre:50,Marks,1,RR,signatures (names),Nederlands
8223fb44-0b2f-5f88-bd1e-0aa47691e462,tg:mpmre:333,Marks,1,Ll,signatures (names),Nederlands
63057869-51b1-5562-a876-b865c364f3d2,tg:mpmre:325,Marks,1,Cc,signatures (names),Nederlands
3919c6f2-b4ab-53bc-9f28-ba5ba51671c6,tg:mpmre:149,Marks,1,A,signatures (names),Nederlands
5546d0eb-b499-5f3b-8fbe-a0f6a7b33dcb,tg:mpmre:372,Marks,1,CCC,signatures (names),Nederlands
412e456f-77b8-59c7-8a42-f4e20537da14,tg:mpmre:46,Marks,1,OO,signatures (names),Nederlands
44344a71-b1f9-555d-b460-e2389c00403b,tg:mpmre:648,Marks,1,C,signatures (names),Nederlands
cae9c130-cecb-5b6a-9c2e-21e48291c899,tg:mpmre:131,Marks,2,B,signatures (names),Nederlands
7f088e38-09b4-5adc-8c33-4593dc2fdeb5,tg:mpmre:424,Marks,1,PPPPP-QQQQQ,signatures (names),Nederlands
8b61f6f9-1628-55e2-98b7-8e405c79db02,tg:mpmre:86,Marks,1,CC,signatures (names),Nederlands
a625af60-02a5-5880-b940-d954e70049e0,tg:mpmre:90,Marks,1,GG,signatures (names),Nederlands
7fb785aa-c772-5500-b54c-2f7b140c0bd5,tg:mpmre:432,Marks,1,[I]-A-B-C,signatures (names),Nederlands
036f83f8-0162-5f9b-8862-dc8551fac6b5,tg:mpmre:388,Marks,1,TTT,signatures (names),Nederlands
f100640c-77ff-52dc-b890-41f2d81adddb,tg:mpmre:367,Marks,1,XX,signatures (names),Nederlands
f84d385f-eb42-539b-95e2-75144fc56e6a,tg:mpmre:53,Marks,1,VV,signatures (names),Nederlands
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,Marks,1,Hh,signatures (names),Nederlands
b3f0525d-1b0c-53d8-b76f-2351ee65b12b,tg:mpmre:326,Marks,1,Dd,signatures (names),Nederlands
dd8b3845-bb81-5530-b1ab-f12633028424,tg:mpmre:664,Marks,1,F,signatures (names),Nederlands
5a96bf64-93a4-562b-ba95-6d85ba7e0fed,tg:mpmre:371,Marks,1,BBB,signatures (names),Nederlands
7cab30f4-05f0-5475-87b2-3de5ffd89d43,tg:mpmre:408,Marks,1,QQQQ,signatures (names),Nederlands
c7f62e20-bee3-5f30-a578-8e54c3473fc6,tg:mpmre:45,Marks,1,NN,signatures (names),Nederlands
42bc6863-959b-5daf-8b45-5c14681a9321,tg:mpmre:32,Marks,1,Zz,signatures (names),Nederlands
bd8b52db-010c-52fc-933c-ad161b72a35d,tg:mpmre:490,Marks,1,D,signatures (names),Nederlands
955c255e-5829-5a8d-8251-8dffde8c4315,tg:mpmre:306,Marks,1,G,signatures (names),Nederlands
774c8e20-4f82-56c4-9c32-3414b7ed20d8,tg:mpmre:613,Marks,2,D,signatures (names),Nederlands
3ce3a31f-2446-53d3-881f-9cd8b7e6f712,tg:mpmre:428,Marks,1,ZZZZZ-AAAAAA-BBBBBB-CCCCCC,signatures (names),Nederlands
e450271a-eec7-5274-83af-1d39649387da,tg:mpmre:351,Marks,1,FF,signatures (names),Nederlands
f53621e9-865f-5896-b51f-ff0fa01b2cec,tg:mpmre:644,Marks,1,♧,signatures (names),Nederlands
1916c5c4-16b5-5d36-a310-d70dc21b208d,tg:mpmre:73,Marks,1,Nn,signatures (names),Nederlands
5aae13a9-9c9a-586d-be51-c83ac9e85a34,tg:mpmre:347,Marks,1,BB,signatures (names),Nederlands
ddb54181-0820-5036-926e-5efa879cc534,tg:mpmre:652,Marks,1,G,signatures (names),Nederlands
e52c700e-a2f4-56ca-97b9-b3b95dafd444,tg:mpmre:486,Marks,1,EE,signatures (names),Nederlands
6da824ed-94d8-50eb-a8ee-5180f602db6e,tg:mpmre:310,Marks,1,L,signatures (names),Nederlands
020cd0d6-ebd9-5dd3-9095-5e68e992060e,tg:mpmre:412,Marks,1,VVVV,signatures (names),Nederlands
fed9a407-d216-5dac-913e-11be96bf0eb6,tg:mpmre:107,Marks,1,YY,signatures (names),Nederlands
a54f467e-828a-5846-9cd9-b83ec544d1c1,tg:mpmre:384,Marks,1,PPP,signatures (names),Nederlands
72d9f31a-6c74-532b-a956-dd787ce13959,tg:mpmre:691,Marks,2,Oud inventarisnummer: C 2,signatures (names),Nederlands
9d9cf9fb-7ab7-583a-970e-34bd44d63356,tg:mpmre:150,Marks,1,B,signatures (names),Nederlands
dd63186c-a3cd-592a-90ec-8ab9b461775f,tg:mpmre:404,Marks,1,MMMM,signatures (names),Nederlands
34aead91-64c2-5af6-8ce0-e34ca76adfd5,tg:mpmre:111,Marks,1,DDD,signatures (names),Nederlands
c9c4aa5e-4005-542b-b9f4-74fb03297af2,tg:mpmre:392,Marks,1,ZZZ,signatures (names),Nederlands
835343b2-b5be-51a9-8222-4343be59b08f,tg:mpmre:393,Marks,1,AAAA,signatures (names),Nederlands
a032b4a4-6ab0-516e-8472-68cc4fcc2ca3,tg:mpmre:405,Marks,1,NNNN,signatures (names),Nederlands
84b6db47-b2b4-5555-9211-f87be1d1187a,tg:mpmre:48,Marks,1,QQ,signatures (names),Nederlands
8dbb6f83-0035-572a-abad-284d3dabe2d2,tg:mpmre:110,Marks,1,CCC,signatures (names),Nederlands
94b6906e-46a8-52a1-bb73-5a445f1153ed,tg:mpmre:151,Marks,1,C,signatures (names),Nederlands
8676bb53-61e6-5ac3-8be6-85fe6cf3da17,tg:mpmre:385,Marks,1,QQQ,signatures (names),Nederlands
f97cf5df-52f6-5cac-b96e-8a595dfe504a,tg:mpmre:690,Marks,2,Oud inventarisnummer: C 1,signatures (names),Nederlands
d445760b-be21-5a95-977e-9c676e5c94b3,tg:mpmre:413,Marks,1,XXXX,signatures (names),Nederlands
ab4a8370-5bbd-55de-860f-1d4dea5a60ee,tg:mpmre:106,Marks,1,ZZ,signatures (names),Nederlands
d397a9a2-e27e-5fab-af18-0cca0ddfcf62,tg:mpmre:311,Marks,1,M,signatures (names),Nederlands
818bea20-4d9f-5947-b181-a38cfc4ff1e9,tg:mpmre:487,Marks,1,FF,signatures (names),Nederlands
f30bfd20-e40d-59ac-897f-184565cae69a,tg:mpmre:468,Marks,1,B,signatures (names),Nederlands
27cfdf9c-159d-5728-83d8-8a6be005fdf6,tg:mpmre:346,Marks,1,AA,signatures (names),Nederlands
26126f05-5dd7-5b3e-a75b-4d2001ac944e,tg:mpmre:653,Marks,1,H,signatures (names),Nederlands
da5a28a6-8199-5e6e-aa5a-c3204bf2e6f6,tg:mpmre:72,Marks,1,Mm,signatures (names),Nederlands
6222a6c9-2b02-54f1-84a9-b8a3e8ab2738,tg:mpmre:350,Marks,1,EE,signatures (names),Nederlands
30aaa080-48f5-55b7-9ae7-039c41049852,tg:mpmre:645,Marks,1,☀,signatures (names),Nederlands
a6e76a64-3528-55c4-9466-1bc95ddd043e,tg:mpmre:307,Marks,1,H,signatures (names),Nederlands
c8dc76af-9536-5e6b-8709-3f26809875fe,tg:mpmre:33,Marks,1,AA,signatures (names),Nederlands
299e3616-1450-57d8-b05b-951073008f69,tg:mpmre:491,Marks,1,E,signatures (names),Nederlands
aad1c9f5-4e67-5e9d-9713-009fa9735da0,tg:mpmre:409,Marks,1,RRRR,signatures (names),Nederlands
b054a520-6a61-582e-b462-0165d2b2f5b6,tg:mpmre:44,Marks,1,MM,signatures (names),Nederlands
f11aef1a-f95c-5158-a44f-d0bfff584292,tg:mpmre:665,Marks,1,F,signatures (names),Nederlands
6c96059d-ad56-5a86-a40d-fc32c384a070,tg:mpmre:370,Marks,1,AAA,signatures (names),Nederlands
cb1db0b5-fe1b-5995-aa61-0b4e729cda29,tg:mpmre:327,Marks,1,Ee,signatures (names),Nederlands
abd4c5e4-edff-5b0b-9dda-fffadd1524f3,tg:mpmre:331,Marks,1,Ii,signatures (names),Nederlands
32890e91-b157-56e5-81fe-572291a24a40,tg:mpmre:52,Marks,1,TT,signatures (names),Nederlands
67934823-c10f-57de-92f5-1be6025a5751,tg:mpmre:389,Marks,1,VVV,signatures (names),Nederlands
b6397abe-2552-569a-8069-e209fc85f3c9,tg:mpmre:673,Marks,3,Oud inventarisnummer: A 1,signatures (names),Nederlands
2518f25e-7e20-56d1-86ec-e723a9d7fc26,tg:mpmre:366,Marks,1,VV²,signatures (names),Nederlands
21efb652-4738-59db-ac50-307542a65ad8,tg:mpmre:29,Marks,1,Ee,signatures (names),Nederlands
8fdad326-9690-5c95-b9fb-ad8f985308c8,tg:mpmre:91,Marks,1,HH,signatures (names),Nederlands
b671d04c-0f66-5fbb-8e58-0420e195bcdc,tg:mpmre:433,Marks,1,D-E-F-G-H-I-K,signatures (names),Nederlands
5ce4ac66-4c37-5678-8c75-753e55cbe92a,tg:mpmre:130,Marks,3,A,signatures (names),Nederlands
ad451315-eb51-54ae-b7d1-9c851e23b513,tg:mpmre:425,Marks,1,RRRRR-SSSSS,signatures (names),Nederlands
44301559-948e-523d-918b-c3baa091ba34,tg:mpmre:87,Marks,1,DD,signatures (names),Nederlands
a702a132-6038-56d7-8800-5ce334524fe3,tg:mpmre:649,Marks,1,E,signatures (names),Nederlands
a4a24890-251b-56ba-b5d7-72d894e3d6cc,tg:mpmre:34,Marks,1,BB,signatures (names),Nederlands
903d88d4-07fb-5cae-bcac-dd103433295a,tg:mpmre:479,Marks,1,HH,signatures (names),Nederlands
503b7a6b-8523-5e35-b120-2c7437e72e5e,tg:mpmre:615,Marks,2,A,signatures (names),Nederlands
2f117988-87ce-5100-8dc1-16c3ad5f44af,tg:mpmre:63,Marks,1,Gg,signatures (names),Nederlands
b01ec190-dd11-5b8f-b263-d077913b9fec,tg:mpmre:8,Marks,1,DD,signatures (names),Nederlands
b85b8fba-a482-50d3-a16c-129a053e1f21,tg:mpmre:357,Marks,1,MM,signatures (names),Nederlands
63364b02-a3f9-50d5-ba1e-ecbd5f0a317c,tg:mpmre:642,Marks,1,D,signatures (names),Nederlands
4fee0ccd-00cb-5ae6-952e-334673872cbe,tg:mpmre:75,Marks,1,Pp,signatures (names),Nederlands
64730dd7-e9fa-548d-a75c-9f5024a64532,tg:mpmre:438,Marks,1,A-B,signatures (names),Nederlands
8cf888b3-f9f4-5a5c-a216-32c12da78415,tg:mpmre:341,Marks,1,Tt,signatures (names),Nederlands
57cc4ea6-5dcb-5adf-bdcb-25c4c499651e,tg:mpmre:654,Marks,1,I,signatures (names),Nederlands
2599abc5-784c-51f7-95f3-a9d97f5262f8,tg:mpmre:22,Marks,1,A,signatures (names),Nederlands
16141840-6bfb-5d3d-b00c-1dbc923ef9e1,tg:mpmre:480,Marks,1,II,signatures (names),Nederlands
b0d9a01e-2de4-5c60-afd4-666fa7ad7e29,tg:mpmre:316,Marks,1,A,signatures (names),Nederlands
4421d9f5-2846-50ec-a379-065504f0210c,tg:mpmre:414,Marks,1,YYYY,signatures (names),Nederlands
b04914e1-698a-5f28-bc94-00eb547bde9a,tg:mpmre:59,Marks,1,Cc,signatures (names),Nederlands
d27f9f18-e79c-5b1f-af5c-5377302f7bc1,tg:mpmre:382,Marks,1,NNN,signatures (names),Nederlands
3da826c4-ecba-5f33-b679-07aa4684cfcf,tg:mpmre:678,Marks,3,Oud inventarisnummer: B 3,signatures (names),Nederlands
00965f57-9509-512d-a935-131a0d7c260f,tg:mpmre:156,Marks,1,B,signatures (names),Nederlands
cfc6264f-74e5-5797-9b7c-deefc2a2bde4,tg:mpmre:402,Marks,1,KKKK,signatures (names),Nederlands
66d2517f-12a1-5983-bd6d-e23e34cacef0,tg:mpmre:394,Marks,1,BBBB,signatures (names),Nederlands
9edcce28-de71-5787-b0aa-973cffa8a5af,tg:mpmre:38,Marks,1,FF,signatures (names),Nederlands
1807b5b6-8a06-5606-ba1e-0df2b57fb155,tg:mpmre:160,Marks,1,☘,signatures (names),Nederlands
52479b7f-ef06-599d-9176-8aa62ad12a91,tg:mpmre:80,Marks,1,Vv,signatures (names),Nederlands
