ResourceID,brocade.id,card,order,source_field,source_code,Merkteken Type
5bc0a533-73fc-50a5-a5f0-4096f29d3b80,tg:mpmak:345,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
c3abbff4-062d-5385-b928-fea87f13df93,tg:mpmak:216,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
00f441cc-a274-59ff-93e6-ab79435a4af4,tg:mpmak:67,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
6cc8acae-f468-5e80-8700-90f800c03146,tg:mpmak:241,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
64fcc947-e9f0-5644-8dbd-5e4fa3c4bfac,tg:mpmak:304,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
f388bfbe-c5e1-54bf-938b-2d1b7b3765e5,tg:mpmak:186,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
72cb205a-cfe8-516f-8f94-3a514b573326,tg:mpmak:240,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
095b7e37-8955-58cf-8731-92a31ccc0c21,tg:mpmak:66,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
4f4dee13-d8e2-5793-b654-70f02ce62ed2,tg:mpmak:344,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
db4bee96-a1ef-5796-8538-fe484c2e11c6,tg:mpmak:256,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
7382110a-7154-5d10-9940-4af1fa6964d9,tg:mpmak:283,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
a733cadc-0928-5c15-863e-3a51bf38ac13,tg:mpmak:309,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
21deb227-d4fe-54ef-baef-f620f1586b19,tg:mpmak:348,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
655dd0cb-2f48-54f5-81d7-b7e7fbc2df72,tg:mpmak:221,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
54efed87-3902-5879-a0fc-877ee458360f,tg:mpmak:333,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
96eb5fd4-0f84-51d9-b45c-3bb5dbfc019c,tg:mpmak:276,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
205f2c2f-c525-523f-b846-96abd9ec935f,tg:mpmak:260,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,tg:mpmak:11,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
9f0ae734-f0c3-50e4-946c-243b6eaed8bd,tg:mpmak:237,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
7148450f-2c5b-52d9-9369-2d1f7c53dc68,tg:mpmak:46,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
1881442d-5902-5473-8e7e-b5f3b680782a,tg:mpmak:259,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
9db14626-047b-5887-9f8e-9b455b83aad0,tg:mpmak:222,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
fc21541f-a5b7-5a46-85e0-cc539a873f78,tg:mpmak:234,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
46406d70-531f-5e36-b16d-32c373cc71dd,tg:mpmak:45,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,tg:mpmak:243,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
1a5f2b27-cf11-501d-8c92-5580986334f9,tg:mpmak:73,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
6367bb70-e0bf-5b47-b9b4-4068ab744e6c,tg:mpmak:202,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
c3772d5a-9caa-56af-a9c3-3eff0699b645,tg:mpmak:193,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ae1b3d96-ce9e-56d5-9b19-8669b9bb0b84,tg:mpmak:255,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ed92343e-6b0c-5517-af9d-c1f1f6c14f8c,tg:mpmak:107,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
b55bf815-8869-58ab-aa2d-aec104bcf5c5,tg:mpmak:296,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
a73d1617-68f4-51e6-9cce-d930b26bf3e7,tg:mpmak:238,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ce47e5f7-56e0-563f-902a-9c8363e6c193,tg:mpmak:239,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
224d9d00-0803-5155-86f9-59d7cdea0c8a,tg:mpmak:151,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
384702b3-f2cb-5384-8228-6a2d56d9f88a,tg:mpmak:254,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
a9a0f113-2c5a-58ba-9d65-9bef8aa3a9df,tg:mpmak:346,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
6b2b5f77-d852-5193-8d8d-05696a203ba5,tg:mpmak:72,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
4cc6e957-af47-5a9a-ac9f-3f57a9185c31,tg:mpmak:350,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,tg:mpmak:215,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
0e55c946-56fc-57f7-800b-51fcf5b7ff2b,tg:mpmak:307,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
88dac751-9023-5f4c-b3b2-7ca8282b8855,tg:mpmak:242,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
8551d554-e49f-5cd2-bcf7-e2ee6354e2cf,tg:mpmak:44,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
86a4a758-4d7d-50f8-8bc2-b5ec8d5b169f,tg:mpmak:235,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
6a36ab81-9442-5a8c-a694-37940cd30173,tg:mpmak:13,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
d3f470c7-3a62-5ef2-badd-09000c133eee,tg:mpmak:262,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
a5f01d2b-5917-5bd5-89c2-8ebd4c5e1f3e,tg:mpmak:331,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
0cad9f75-d711-50d7-bc82-e732f4934b9b,tg:mpmak:223,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
5751d0c2-df53-5d72-bb05-c6a2470e9afd,tg:mpmak:258,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ec26d06d-411a-514f-867d-712b9bdf9532,tg:mpmak:87,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
db60acd0-4fa3-584f-894c-6d0a828d2098,tg:mpmak:188,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
6c9a3b6b-ddd3-594c-bb98-8f5a90a55333,tg:mpmak:357,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
7f313a7b-8908-5715-a298-e4bb13353465,tg:mpmak:212,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
82ef7be7-8e9c-55cf-a0ff-9474f12230d5,tg:mpmak:75,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
6bb2aaf6-0507-5916-926d-0508e8cc2321,tg:mpmak:228,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
301a244a-7da1-5132-8326-287a7034ae8c,tg:mpmak:18,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
17929a17-9a68-5a3b-ae82-5e6ea8e22681,tg:mpmak:269,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
36a3d200-ee4b-5857-96a2-edbae7510816,tg:mpmak:208,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
0e3d92c0-d950-5219-8f34-214124603e7e,tg:mpmak:224,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
5a36c39f-3aa0-54ae-8150-d5970e7813fd,tg:mpmak:55,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
d168c7f0-4512-5103-bdea-c9fe32aec1dc,tg:mpmak:273,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
737fcb23-f90b-5f64-9b1d-aa54b4107424,tg:mpmak:336,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
3e0c6bf1-30bb-5838-9613-cefee765d9fd,tg:mpmak:265,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
a3a3c4fe-de0a-54ae-95d4-bf0d5934d9bf,tg:mpmak:320,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
4e89f0ad-1e85-5728-9c29-505c186e7e3a,tg:mpmak:232,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
4273c440-cdfe-501d-8c83-ff13c44d9749,tg:mpmak:43,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
2e586fb1-9fac-5e5b-916c-f9a014fd31ef,tg:mpmak:42,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ca8f2c8a-fb64-54bf-8f9e-6fd074c85afb,tg:mpmak:233,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
99003766-9415-5d2b-98e7-d79b7807c2bb,tg:mpmak:15,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
1a165255-ed21-5e9b-9272-dab7bc7ac3cd,tg:mpmak:337,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ecc8a14b-d4cd-573e-b6be-b229505ada0e,tg:mpmak:225,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
b5b729c5-f218-5453-a79f-84afbfdda2bb,tg:mpmak:209,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
7caf88d8-505f-5e17-b3e4-d76ca8756972,tg:mpmak:5,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
98e898ec-f28e-590f-ad3b-e50f54a0c6b0,tg:mpmak:39,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
a7883cad-f341-55a6-8b7d-fa865422c14a,tg:mpmak:248,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
fbbb976b-2ac4-5588-b133-cfd3aef4cd9f,tg:mpmak:268,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwagm,gedrukt merk
fbbb976b-2ac4-5588-b133-cfd3aef4cd9f,tg:mpmak:268,MerktekenTypes,2,kenmerken.mpmwaarmerk,akwaht,signatures (names)
35734f5f-fb78-5e2f-9bee-923239680429,tg:mpmak:141,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
3512e83d-bc6c-528f-8220-8f1a87fdfa2a,tg:mpmak:229,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
7ae3bd55-bc69-5501-8db8-8962eedaeb84,tg:mpmak:252,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
62a11643-e270-5164-b4f0-06dbe706d8bc,tg:mpmak:194,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
2244ef42-1524-538b-ba31-f797579e2abb,tg:mpmak:205,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ca08ab1b-02d5-544c-b24c-49929bf99852,tg:mpmak:213,MerktekenTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
