ResourceID,brocade.id,card,order,source_field,Format Number,Format Unit Type,Format Number Type,Format Unit Qualifier
ed45eb92-593c-5aa0-a37a-f1426cef366f,tg:mpmak:178,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
7414a78c-98c6-5e96-8e7b-e513ba8d8b5b,tg:mpmak:20,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,11,folios,written,
7414a78c-98c6-5e96-8e7b-e513ba8d8b5b,tg:mpmak:20,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,32,folios,total,
3fd0ec04-e8b1-56c7-a678-58bc6f7ef8ec,tg:mpmak:206,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
3fd0ec04-e8b1-56c7-a678-58bc6f7ef8ec,tg:mpmak:206,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
c3d5ce56-63b9-5d07-a992-7f084c4687b5,tg:mpmak:343,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
c3d5ce56-63b9-5d07-a992-7f084c4687b5,tg:mpmak:343,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
15565c71-b2cd-5925-96bd-2d1dc9c6594c,tg:mpmak:98,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
15565c71-b2cd-5925-96bd-2d1dc9c6594c,tg:mpmak:98,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
daadc3e8-0f68-5054-bc39-ad4b3996b2a4,tg:mpmak:77,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
daadc3e8-0f68-5054-bc39-ad4b3996b2a4,tg:mpmak:77,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
ae061637-9aca-53de-9042-41252b523078,tg:mpmak:210,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
ae061637-9aca-53de-9042-41252b523078,tg:mpmak:210,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
2f80201a-9d43-50fd-96d5-f30d3559fd0a,tg:mpmak:139,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
2f80201a-9d43-50fd-96d5-f30d3559fd0a,tg:mpmak:139,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
4d8a45d3-21ae-5ba9-9fcf-4217e3692b90,tg:mpmak:61,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
4d8a45d3-21ae-5ba9-9fcf-4217e3692b90,tg:mpmak:61,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
5b671649-4092-5832-a1f9-a8ca4b0774e4,tg:mpmak:247,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
5b671649-4092-5832-a1f9-a8ca4b0774e4,tg:mpmak:247,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
daa05c79-84a0-5fc8-aad6-37822f8bee69,tg:mpmak:302,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
daa05c79-84a0-5fc8-aad6-37822f8bee69,tg:mpmak:302,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
1d9df6f8-63c7-534b-ac8c-e78603455e2d,tg:mpmak:181,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
1d9df6f8-63c7-534b-ac8c-e78603455e2d,tg:mpmak:181,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
2dd83a6e-6d3f-583c-b49a-c2a5aa7eff9a,tg:mpmak:36,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
e3d769cf-1a2e-5902-935f-22a2148f5fbd,tg:mpmak:119,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
e3d769cf-1a2e-5902-935f-22a2148f5fbd,tg:mpmak:119,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
ef176031-3cbb-5929-a628-b4beb0f40776,tg:mpmak:230,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
ef176031-3cbb-5929-a628-b4beb0f40776,tg:mpmak:230,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,8,folios,written,
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,9,folios,total,
c92690f2-7e13-5d7b-9c76-55c48b9b23d0,tg:mpmak:288,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
c92690f2-7e13-5d7b-9c76-55c48b9b23d0,tg:mpmak:288,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
8c865d12-a422-5a72-81e3-49dd1e30c5e7,tg:mpmak:322,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
8c865d12-a422-5a72-81e3-49dd1e30c5e7,tg:mpmak:322,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,tg:mpmak:267,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,tg:mpmak:267,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
455d88b3-5367-5215-9cb1-f71a250a87ef,tg:mpmak:158,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
455d88b3-5367-5215-9cb1-f71a250a87ef,tg:mpmak:158,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
5d29324e-8724-5c76-8e06-8c719144eb99,tg:mpmak:334,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
5d29324e-8724-5c76-8e06-8c719144eb99,tg:mpmak:334,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
0a8ad24d-06ef-5fc5-a44c-183b308a695c,tg:mpmak:271,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
0a8ad24d-06ef-5fc5-a44c-183b308a695c,tg:mpmak:271,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
cab46494-4b6a-50d1-b167-e83bf1094d1e,tg:mpmak:57,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,3,folios,written,
cab46494-4b6a-50d1-b167-e83bf1094d1e,tg:mpmak:57,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,4,folios,total,
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
a09ddf78-2739-5937-93b6-198194e27820,tg:mpmak:174,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
a09ddf78-2739-5937-93b6-198194e27820,tg:mpmak:174,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
fd39fa72-4a4c-5e93-85f9-8b72e8a24046,tg:mpmak:318,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
fd39fa72-4a4c-5e93-85f9-8b72e8a24046,tg:mpmak:318,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
110a609e-10ce-5b9a-9f0c-46a6429730a6,tg:mpmak:94,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
110a609e-10ce-5b9a-9f0c-46a6429730a6,tg:mpmak:94,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
e77ac24e-e805-5670-815e-12673803c9e0,tg:mpmak:123,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,3,folios,written,
e77ac24e-e805-5670-815e-12673803c9e0,tg:mpmak:123,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,3,folios,total,
35e43343-bb75-512b-bf32-51d4ba86d8c9,tg:mpmak:82,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
35e43343-bb75-512b-bf32-51d4ba86d8c9,tg:mpmak:82,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
8404f0ee-b32f-5fad-8069-ebedee163bd6,tg:mpmak:135,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
8404f0ee-b32f-5fad-8069-ebedee163bd6,tg:mpmak:135,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
42753813-8445-5e18-83c0-4f94166455b9,tg:mpmak:162,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
42753813-8445-5e18-83c0-4f94166455b9,tg:mpmak:162,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
435f20e0-08c1-5413-aece-381c7bd3f6d3,tg:mpmak:163,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
435f20e0-08c1-5413-aece-381c7bd3f6d3,tg:mpmak:163,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
9a0250ef-6ffb-586c-8078-a13e7ca96d71,tg:mpmak:83,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
9a0250ef-6ffb-586c-8078-a13e7ca96d71,tg:mpmak:83,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
65128915-38c7-5110-b067-9875b71f85f3,tg:mpmak:134,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
65128915-38c7-5110-b067-9875b71f85f3,tg:mpmak:134,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
9d0a7a76-4a1f-5e76-9d9a-c170ce0b4e5a,tg:mpmak:95,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
9d0a7a76-4a1f-5e76-9d9a-c170ce0b4e5a,tg:mpmak:95,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
58a41ae2-a013-5625-86b7-f673cf309d41,tg:mpmak:122,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
58a41ae2-a013-5625-86b7-f673cf309d41,tg:mpmak:122,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
81aad390-43d4-53a8-9793-455cf29e2d73,tg:mpmak:319,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
81aad390-43d4-53a8-9793-455cf29e2d73,tg:mpmak:319,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
0aee682c-67c3-530e-9fb6-3daef4a83e33,tg:mpmak:175,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
0aee682c-67c3-530e-9fb6-3daef4a83e33,tg:mpmak:175,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
f2c3f933-e405-5914-80f8-5394a93b77f0,tg:mpmak:227,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
f2c3f933-e405-5914-80f8-5394a93b77f0,tg:mpmak:227,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
d24d9574-5166-5163-aa12-96df01aa9354,tg:mpmak:56,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
d24d9574-5166-5163-aa12-96df01aa9354,tg:mpmak:56,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
ba3fa344-195a-5907-9bc2-c83dbea1a890,tg:mpmak:335,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
ba3fa344-195a-5907-9bc2-c83dbea1a890,tg:mpmak:335,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
75ae821c-f613-526a-b1fa-9a3dc0dcea0c,tg:mpmak:270,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
75ae821c-f613-526a-b1fa-9a3dc0dcea0c,tg:mpmak:270,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
f388254e-8f40-5546-ad24-9310bcb73dd7,tg:mpmak:289,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
f388254e-8f40-5546-ad24-9310bcb73dd7,tg:mpmak:289,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
db169666-ad45-5492-a977-d03d0fe83423,tg:mpmak:323,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
db169666-ad45-5492-a977-d03d0fe83423,tg:mpmak:323,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
b12dfa45-a07e-50f1-83c5-cedb4b653b49,tg:mpmak:266,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
b12dfa45-a07e-50f1-83c5-cedb4b653b49,tg:mpmak:266,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
154e4d39-79d5-5e53-ab54-2ed6c73dbfd6,tg:mpmak:17,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
154e4d39-79d5-5e53-ab54-2ed6c73dbfd6,tg:mpmak:17,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
1a3f2aec-28b9-5b78-a104-f8a16a46cb62,tg:mpmak:231,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
1a3f2aec-28b9-5b78-a104-f8a16a46cb62,tg:mpmak:231,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
104e5c79-fa17-5407-9624-7a1a766e5e7a,tg:mpmak:118,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
104e5c79-fa17-5407-9624-7a1a766e5e7a,tg:mpmak:118,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
0a7cbd31-014c-50c9-b859-96ccad7a604e,tg:mpmak:40,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
0a7cbd31-014c-50c9-b859-96ccad7a604e,tg:mpmak:40,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
c04c9025-0219-5cae-8879-4abbc0af96a5,tg:mpmak:180,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
c04c9025-0219-5cae-8879-4abbc0af96a5,tg:mpmak:180,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
ee2776b8-9a6c-5094-a710-c7449ca5d9d1,tg:mpmak:37,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
9f3270ec-a3e0-5430-977b-038bdf716879,tg:mpmak:246,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
9f3270ec-a3e0-5430-977b-038bdf716879,tg:mpmak:246,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
555144ee-396e-520f-ad6e-0dd812d0c966,tg:mpmak:303,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
555144ee-396e-520f-ad6e-0dd812d0c966,tg:mpmak:303,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
bfa4a29b-4cf3-5477-b2b0-2b7453c545b0,tg:mpmak:138,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
bfa4a29b-4cf3-5477-b2b0-2b7453c545b0,tg:mpmak:138,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
a5f746ec-15ca-5fc5-b2c4-1e328cb6ecf6,tg:mpmak:60,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
a5f746ec-15ca-5fc5-b2c4-1e328cb6ecf6,tg:mpmak:60,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
d346f0df-c6c8-5f22-8fa5-204ba7ac283a,tg:mpmak:211,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
d346f0df-c6c8-5f22-8fa5-204ba7ac283a,tg:mpmak:211,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
ee6fbec6-15e3-5af2-b4cb-e99b17cc8283,tg:mpmak:354,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
ee6fbec6-15e3-5af2-b4cb-e99b17cc8283,tg:mpmak:354,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
0466a457-275b-505c-b610-8eebd855936b,tg:mpmak:99,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
0466a457-275b-505c-b610-8eebd855936b,tg:mpmak:99,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
7868fa85-f20b-5104-8780-af682c5f4901,tg:mpmak:76,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,55,folios,written,
7868fa85-f20b-5104-8780-af682c5f4901,tg:mpmak:76,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,59,folios,total,
09f0649e-72aa-5b96-83de-f4ccd9e5d7a0,tg:mpmak:207,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
09f0649e-72aa-5b96-83de-f4ccd9e5d7a0,tg:mpmak:207,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
62a1c49d-4b57-58fa-8973-e6fc5700d77f,tg:mpmak:342,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
62a1c49d-4b57-58fa-8973-e6fc5700d77f,tg:mpmak:342,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
2330a784-8542-5882-a402-eaaf22526c32,tg:mpmak:196,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
2330a784-8542-5882-a402-eaaf22526c32,tg:mpmak:196,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,4,folios,total,
6f5eec96-3a2d-5242-99da-c901319cf4e8,tg:mpmak:179,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
6f5eec96-3a2d-5242-99da-c901319cf4e8,tg:mpmak:179,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
bb17c032-6f60-5f0b-912e-e40b04b34c92,tg:mpmak:21,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
7628fd26-df18-50b5-ad98-f806a1cbd96e,tg:mpmak:250,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
7628fd26-df18-50b5-ad98-f806a1cbd96e,tg:mpmak:250,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
dcef1a24-db1e-5a6e-99e8-485753bbc748,tg:mpmak:315,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
dcef1a24-db1e-5a6e-99e8-485753bbc748,tg:mpmak:315,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
43410511-3eab-56e3-8496-1d9c1d9f6443,tg:mpmak:102,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
43410511-3eab-56e3-8496-1d9c1d9f6443,tg:mpmak:102,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
17ce37f3-2c79-57d4-8960-c47e070940c8,tg:mpmak:155,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
17ce37f3-2c79-57d4-8960-c47e070940c8,tg:mpmak:155,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
f59cbb52-107f-58fc-bee1-9caff9833696,tg:mpmak:293,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
f59cbb52-107f-58fc-bee1-9caff9833696,tg:mpmak:293,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
213bc3e4-6c3c-5e5b-8e53-31794112e1a6,tg:mpmak:339,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
213bc3e4-6c3c-5e5b-8e53-31794112e1a6,tg:mpmak:339,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
f4b3328c-24a8-51b1-b7f1-4532e846af81,tg:mpmak:143,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
f4b3328c-24a8-51b1-b7f1-4532e846af81,tg:mpmak:143,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
d015ace3-fa4c-5508-8e0a-82b02136bf5c,tg:mpmak:285,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
d015ace3-fa4c-5508-8e0a-82b02136bf5c,tg:mpmak:285,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
ac236484-835b-5421-b75e-a80cf31dc98e,tg:mpmak:114,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,3,folios,written,
ac236484-835b-5421-b75e-a80cf31dc98e,tg:mpmak:114,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,3,folios,total,
e107cd92-5e94-5781-b20b-c272950196ca,tg:mpmak:47,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
e107cd92-5e94-5781-b20b-c272950196ca,tg:mpmak:47,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
81a4954e-3f21-5105-8f91-cbf0c7eee977,tg:mpmak:236,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
81a4954e-3f21-5105-8f91-cbf0c7eee977,tg:mpmak:236,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
78b969f5-a651-57b5-8fa2-e52b4eee818f,tg:mpmak:148,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
78b969f5-a651-57b5-8fa2-e52b4eee818f,tg:mpmak:148,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
