ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language,Description,Description
ac89b905-ef82-5bfc-950d-f73dfc3f418b,tg:mpmak:261,Descriptions,1,id.desc,,descriptive note,Nederlands,,"Incipit: """"Tauxatie, weirdatie ende prisatie van alle ende igelijcke de naerbes. landerijen boomghaerde hoff ende andere plantagien op de straete gedaen ten versoecke ende requisitie van d'erffgen. wijlen dhr. Borrekens gelegen aen hunne hoove alhier inde Biest, ende dat door Anthoni de Moor ende Peeter Verhooven schepenen in Eeckeren dese 28e maij 1693"
d71c5094-f7f7-5c7b-ab12-f0ef129a81a3,tg:mpmak:220,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,"De rectozijde bevat het afschrift van de rekening-courant voor de weduwe Cossée (geboren M.P. De Pestre), de versozijde het afschrift van de rekening-courant voor Julien De Pestre",
5652dd86-752e-542e-b882-a71c4178234e,tg:mpmak:30,Descriptions,1,id.title/subTitle,Ordonnantie van de Plantijnse drukkerij,descriptive note,Nederlands,,
b53c42cd-4ff0-5756-8452-1bee8457fa4b,tg:mpmak:31,Descriptions,1,id.title/subTitle,Ordonnantie van de Plantijnse drukkerij,descriptive note,Nederlands,,
780ee72b-6eff-5922-aa06-2fa85a3019b6,tg:mpmak:27,Descriptions,1,id.title/subTitle,Ordonnantie van de winkel van de Plantijnse drukkerij,descriptive note,Nederlands,,
780ee72b-6eff-5922-aa06-2fa85a3019b6,tg:mpmak:27,Descriptions,1,id.desc,,descriptive note,Nederlands,,Huisreglement voor de winkelbedienden van de Officina Plantiniana met de taakomschrijving van individuele winkelbedienden
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,tg:mpmak:11,Descriptions,1,id.title/subTitle,Algemeen privilege toegekend aan Jan I Moretus in 1591 door de Raad van Brabant,descriptive note,Nederlands,,
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,tg:mpmak:11,Descriptions,1,id.desc,,descriptive note,Nederlands,,Algemeen privilege toegekend door de Raad van Brabant aan Jan I Moretus voor het drukken van bijbels en liturgische werken
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,tg:mpmak:11,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,kosten genoteerd bij het zegel: IIII £ II sch. VI d.,
461ccabb-60ef-5a33-a0a1-7e7f0b7e5d43,tg:mpmak:86,Descriptions,1,id.title/subTitle,Dagindeling van de jonge Balthasar III Moretus opgesteld door zijn vader Balthasar II Moretus,descriptive note,Nederlands,,
1c0f4bb8-29f1-5153-80ea-b6be81c3aec6,tg:mpmak:28,Descriptions,1,id.title/subTitle,Ordonnantie van de Plantijnse drukkerij,descriptive note,Nederlands,,
9db14626-047b-5887-9f8e-9b455b83aad0,tg:mpmak:222,Descriptions,1,id.title/subTitle,Privilege toegekend door de Geheime Raad aan Christoffel Plantijn voor het drukken van drie boeken,descriptive note,Nederlands,,
9db14626-047b-5887-9f8e-9b455b83aad0,tg:mpmak:222,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,"Privilege toegekend voor:   
* L'institution d'une fille noble par Jehan Michel Bruto   
* Flores de Seneca   
* Le premier volume de Roland furieux traduit d'Italien en Francois",
e46111bf-cbf9-5281-bf1c-ca0513af1ecb,tg:mpmak:12,Descriptions,1,id.desc,,descriptive note,Nederlands,,"Privilege toegekend door de Raad van Brabant toegekend aan Jan I Moretus voor het drukken van Joannes Molanus, Militia sacra, 1592"
775c3b3b-1bd0-5ca9-b4bc-f040792ccbac,tg:mpmak:32,Descriptions,1,id.title/subTitle,Ordonnantie voor de letterzetters van de Plantijnse drukkerij,descriptive note,Nederlands,,
ff59afd6-52d7-525b-8f1a-c6f4d3c9f911,tg:mpmak:24,Descriptions,1,id.title/subTitle,Ordonnantie van de Plantijnse drukkerij,descriptive note,Nederlands,,
19737f0b-bfb9-540e-ad6e-be624d3d480b,tg:mpmak:280,Descriptions,1,id.desc,,descriptive note,Nederlands,,Afschrift van het huwelijkscontract tussen Balthasar II Moretus en Anna Goos in aanwezigheid van beide families gesloten door notaris Hendrick Fighe
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,Bevat een overzicht van de wederzijdse aankopen tussen 04/07/1665 en 13/08/1669,
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,tg:mpmak:215,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,Bekenne ick ondergeschreven ontfangen te hebben uijt handen van Mons.r Balthazar Moretus de Jonge voor rekening van Mons.r Jean Leonard de Oude de somme van een handert guldens waer voor bedancke In Amsterdam Adij 9 septemb.r 1671 N. Visscher,
46ebb84d-e773-5947-9551-f1fea91b10fe,tg:mpmak:33,Descriptions,1,id.title/subTitle,Ordonnantie van de letterkamer van de Plantijnse drukkerij,descriptive note,Nederlands,,
6a36ab81-9442-5a8c-a694-37940cd30173,tg:mpmak:13,Descriptions,1,id.title/subTitle,Algemeen privilege toegekend aan Jan I Moretus in 1591 door de Geheime Raad,descriptive note,Nederlands,,
6a36ab81-9442-5a8c-a694-37940cd30173,tg:mpmak:13,Descriptions,1,id.desc,,descriptive note,Nederlands,,Algemeen privilege toegekend door de Geheime Raad aan Jan I Moretus voor het drukken van bijbels en liturgische werken
ab2614b9-7fe3-56a0-9c21-e19d4e04ed05,tg:mpmak:274,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,Enig agendapunt: aanstelling van een onderpastoor,
4312ab52-9639-54cf-9ca5-8f972615d209,tg:mpmak:29,Descriptions,1,id.title/subTitle,Ordonnantie van de Plantijnse drukkerij,descriptive note,Nederlands,,
49378a0a-2619-5dbd-a108-29fc6540440c,tg:mpmak:34,Descriptions,1,id.title/subTitle,Taakomschrijving van de directeur van de letterkamer van de Officina Plantiniana,descriptive note,Nederlands,,
90723a45-ac70-5075-acf5-6d6de111b164,tg:mpmak:249,Descriptions,1,id.title/subTitle,Dagindeling van de jonge Balthasar III Moretus eigenhandig geschreven door zijn vader Balthasar II Moretus,descriptive note,Nederlands,,
4bcd8c83-b31e-5038-81d3-e761e4dc3293,tg:mpmak:121,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,Bevat een aantekening van Balthasar II Moretus,
37dd6344-9543-5f34-ad03-51cf572ac425,tg:mpmak:120,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,Bevat een aantekening inzake de samenstelling van de erfgenamen van Adriaen Vlacq,
1f6cb453-1415-58f6-b857-980d4e2162d5,tg:mpmak:81,Descriptions,1,id.title/subTitle,Instructie voor de proeflezers van de Officina Plantiniana,descriptive note,Nederlands,,
7caf88d8-505f-5e17-b3e4-d76ca8756972,tg:mpmak:5,Descriptions,1,id.title/subTitle,Privilege toegekend door de Geheime Raad aan Gerard Mercator voor zijn wereldkaart (mappa universalis) voor de periode van 10 jaar,descriptive note,Nederlands,,
9522f95a-69b1-581e-9cd5-8c0e9fc9e028,tg:mpmak:23,Descriptions,1,id.title/subTitle,Ordonnantie van de Plantijnse drukkerij,descriptive note,Nederlands,,
8e1b43fd-0985-57be-9cd0-7a2e4317c720,tg:mpmdc:16,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,Aantekening gemaakt na het overleg met Petrus Hackius tijdens de incassoreis van Balthasar III Moretus naar de Republiek in september 1671,
c5f8aaf2-3016-53be-8059-0957cd19e07b,tg:mpmdc:6,Descriptions,1,id.desc,,descriptive note,Nederlands,,Lied dat gezongen werd in de vrijmakingsceremonie van de gezellen van de Officina Plantiniana
20e1bf91-fdc4-5157-8bd1-e006b969f6d9,tg:mpmdc:17,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,Aantekening gemaakt na het overleg met Cornelius Hackius tijdens de incassoreis van Balthasar III Moretus naar de Republiek in september 1671,
2810c6b7-d599-5a48-a38b-814476bfbf8a,tg:mpmdc:21,Descriptions,2,note.mpmcontent,,descriptive note,Nederlands,Bevat een aanvulling door Balthasar III Moretus uit 1691,
134b01c5-bdc9-5e66-85e6-7ec1222a0484,tg:mpmdc:24,Descriptions,1,id.title/subTitle,Epitaaf van Maria Isabella Theresia de Vlieghere,descriptive note,Nederlands,,
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,Descriptions,2,note.mpmcontent,,descriptive note,Nederlands,Met vermelding van de peters en meters van elk kind en de doopgiften die ze geschonken hebben,
9dcd5578-2ab6-59fb-83bc-43c7dfb65a12,tg:mpmdc:15,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,Aantekening gemaakt na het overleg met Johannes Janssonius van Waesberge tijdens de incassoreis van Balthasar III Moretus naar de Republiek in september 1671,
29a5765d-c27b-5dcc-9020-7603e2a6298e,tg:mpmhs:16,Descriptions,1,id.title/subTitle,Nota's met inventaris van platen in kasten en lades in het museum.,descriptive note,Nederlands,,
05c05da3-4bc9-5343-88c1-6a001c71f309,tg:mpmhs:17,Descriptions,1,id.title/subTitle,"Enkele pagina's met notities van Rooses over de familiegeschiedenis van Plantin, hoogstwaarschijnlijk voorbereidingen voor de publicatie 'Le Musée Plantin-Moretus'.",descriptive note,Nederlands,,
05c05da3-4bc9-5343-88c1-6a001c71f309,tg:mpmhs:17,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,"Op de eerste pagina bovenaan links staat het opschrift """"I"""" en bovenaan """"Notas - Plantin II - Varia"""". Verder komen ook de titeltjes """"Gedrukte boeken"""" en """"Gravuren"""" voor.  
Zie MR 47.06 voor de bundels met opschriften 'II' en 'III', het vervolg.    
  
Opschrift """"Gezien 19/11/1912"""" op de eerste pagina.",
f8b7b1ed-a514-5f22-91db-7bd02cf3eb4d,tg:mpmhs:13,Descriptions,1,id.title/subTitle,Pornografische proza als een metafoor op een militaire veldslag,descriptive note,Nederlands,,
418866a0-b4df-51de-b65a-8bc2d58a500a,tg:mpmhs:22,Descriptions,1,id.title/subTitle,"Manuscript van Max Rooses voor p. 255 en verder (hoofdstukken XVII, XVIII en XIX (dit laatste mogelijk niet volledig)) van Le Musée Plantin-Moretus, over de familie Moretus.",descriptive note,Nederlands,,
418866a0-b4df-51de-b65a-8bc2d58a500a,tg:mpmhs:22,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,"In 5 deeltjes gebonden (""""texte"""" 1 - 5). Bij het laatste deeltje gaat het nog meer om losse info dan om uitgeschreven tekst. Het gaat om een eerdere versie dan het handschrift met nummer M 15.12 (II).",
c3ecaee8-4355-5b38-85ac-4c962caff834,tg:mpmhs:18,Descriptions,1,id.title/subTitle,"Twee bundeltjes met notities van Rooses over de familie Plantin, hoogstwaarschijnlijk voorbereidingen voor de publicatie 'Le Musée Plantin-Moretus'.",descriptive note,Nederlands,,
c3ecaee8-4355-5b38-85ac-4c962caff834,tg:mpmhs:18,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,"Op de eerste pagina's staat respectievelijk """"II"""" en """"III"""", dus vermoedelijk horen deze bij de eerdere notities met opschrift """"I"""" (zie MR 47.05).   
De notities met nummer II dragen de titel """"Baronius"""", verder komen ook de titels """" Gilles Beys"""" en """"Juste Lipse"""" voor.   
De notities met nummer III dragen de titel """"Balthasar Moretus II I"""" en o.a. de ondertitel """"Nota'Boekje van Balthasar II"""".  
  
Op een van de pagina's staat de vermelding """"Gelezen op 15 7ber 1912"""".",
148126fe-3486-5bcf-9ce6-a3d1d720fc4c,tg:mpmhs:15,Descriptions,1,id.title/subTitle,Nota's in verband met (koper)platen.,descriptive note,Nederlands,,
148126fe-3486-5bcf-9ce6-a3d1d720fc4c,tg:mpmhs:15,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,"Het gaat om twee bundels: """"Bestaande platen / in de kassen der bovenkamer"""" en """"Platen op koper / voorhanden in de kassen op de houtsnee kamer"""". Het gaat dus hoogstwaarschijnlijk om twee inventarissen.  
  
In de eerste bundel zit vooraan briefwisseling uit 1881-1888, een losse notitie en een nota van Rosseels uit 1899 i.v.m. voorschotten. De notities die daarna volgen vormen een soort inventaris van laden en kasten, waaronder ook een notitie """"Gravuren naar Rubens"""".",
74e4fbd4-f5ce-5b26-957c-12628a06f61f,tg:mpmhs:19,Descriptions,1,id.title/subTitle,"Originele map met opschrift """"Papieren betreffende de eigendommen Plantijn en Moretus"""". Het gaat vermoedelijk om voorbereidingen voor de publicatie Le Musée Plantin-Moretus.",descriptive note,Nederlands,,
74e4fbd4-f5ce-5b26-957c-12628a06f61f,tg:mpmhs:19,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,"Bevat briefwisseling uit 1882, notities van Rooses en transcripties van archiefstukken (scabinale protocollen van de stad Antwerpen) uit de 16de-18de eeuw.",
d6cd08a9-390e-5ce7-b8bf-7c448db73ba2,tg:mpmre:115,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de septemberfoor van Frankfurt in 1626,descriptive note,Nederlands,,
fd368bc8-93e5-52cf-98d5-a9582e33efd8,tg:mpmre:284,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op de vastenfoor van Frankfurt in 1637,descriptive note,Nederlands,,
4e85823a-f0b7-5c96-bfeb-79537f700758,tg:mpmre:512,Descriptions,1,id.title/subTitle,Prijslijst van de boeken uitgegeven door de Officina Plantiniana,descriptive note,Nederlands,,
f4712178-3fff-5dee-80e3-aada50f25559,tg:mpmre:457,Descriptions,1,id.desc,,descriptive note,Nederlands,,Journaal inzake de detailhandel in de boekwinkel
6336d02a-1573-50ee-949f-0994acb7351e,tg:mpmre:292,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op een foor in Frankfurt in de jaren 1620,descriptive note,Nederlands,,
27780a1f-1191-53bf-a19e-f68057ed96c8,tg:mpmre:695,Descriptions,2,note.mpmcontent,,descriptive note,Nederlands," - Fol. [1] [titelpagina]: 'Theatrvm typographicvm Plantinianæ officinæ. In quo vera eiusdem Librorum, Characterum, Iconum, & ornamentorum Specimina quamplurima ob oculos ponuntur. Antverpiæ; Anno Domini. M.D.LXXVI.'    
 - Fol. [2]: 'Christophoro Plantino Architypographo Regio, Socero suo Honorando, Ioannes Moretvs Antverpianus, Prima Ianuarii, Anno Salutis. M.D.LXXVI. humiliter obtulit, dedicauitq.'   
 - Fol. [3]: 'A Christophle Plantin. S. Treshonorere Pere en priant Dieu quil vous donne bonne et longue vie [...]'   
 - Fol. [8]: 'S. Biblior. Regis Catholici mandato a Christophoro Plantino Impressorum, cum Apparatus S. voluminibus, vera Titulorum Specimina.'   
 - Fol. [22]: 'Rubricarum Plantinianæ Officinæ Specimina vera.'   
 - Fol. [42]: 'Librorum Theologicorum Officinæ Plantinianæ specimina'   
 - Fol. [61]: 'Librorum vtriusq. Iuris specimina ex officina Plantiniana'   
 - Fol. [71]: 'Historicorum librorum Plantinianæ officinæ vera specimina'   
 - Fol. [81]: 'Poetarum ex officina Plantinj prodeuntium Specimina'  
 - Fol. [93]: 'Librorum in re Medica, Philosophica, Geometrica, et Herbaria, ex Officina Plantiniana Prodeuntium specimina vera'   
 - Fol. [103]: 'Librorum diuersorum in bonis literis ex officina Plantiniana prodeuntium Specimina vera'  
 - Fol. [113]: 'Librorum Græcor[um], Græcolat[inum], Hebraicoru[m] et syriacorvm specimina officinæ Plantinianæ'   
 - Fol. [122]: 'Librorum Gallicorum, Italicrum, et Hispanicorum, Plantinianæ officinæ specimina'  
 - Fol. [132]: 'Librorum Flandrico sermone in Plantiniana officina impreßoru[m] Specimina'  
 - Fol. [142]: 'Tabularum diuersar[um], Calendior[um], Catalogorum, edictorumq[ue] nonnullor[um] ac parietibus affigendor[um] specimina varia ex Plantiniana Typographica'   
 - Fol. [156]: 'Figuræ historiæ Frumentor[um] Dodonæi ex Typographia Pla[n]tinj'   
 - Fol. [175]: 'Figuræ Symbolorum Heroicorum Paradini, Officinæ Plantinianæ'   
 - Fol. [205]: 'Figuræ Quadragintatres Aereis formis expressæ, quibus Plantinus Imagines Anatomicas Humani Corporis imprimi curauit'   
 - Fol. [218]: 'Figuræ Sexagintaocto Iconum Medicorum ex offic[in]a Plantiniana'   
 - Fol. [238]: 'Figuræ Bibliorum, et aliæ diuersæ Aereis Formis expressæ, ea magnitudine quam in (4°) nuncupamus, quibus Plantinus vsus est in diuersor[um] librorum curiosa impressione'   
 - Fol. [254]: 'Figuræ diuersæ, ligneis formis expreßæ, magnitudinis in (f°) dictæ, quibus est Plantinus usus, in varior[um] libroru[m] impressione'  
 - Fol. [264]: 'Figuræ diuersæ Aereis formis expressae, magnitudinis (in f°) nuncupatę, quibus Plantinus vsvs est, in excudendis Missalibus, Breuiarijs &c.'  
 - Fol. [274]: 'Ornamenta diuersa, variarumq[ue] formar[um], Aereis formis expressa, quibus Plantinus vsus est in libror[um] multorum Impressione suæ officinæ'   
 - Fol. [284]: 'Ornamenta varia, ligneis et Plumbeis formis expressa, quibus Plantinus est vsus, in sua Typographica officina'

[Op 26/06/1956 heeft men op fol. 288 verso - 298 recto diverse titelpagina's ingeplakt. Hiervoor heeft men een katern met modern papier aan de band toegevoegd (fol. 294-298)]",
8541045d-7931-50b7-a4c5-3acc92119669,tg:mpmre:103,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de septemberfoor van Frankfurt in 1620,descriptive note,Nederlands,,
f8d67db3-56a9-5ade-9af7-8eea309a7c81,tg:mpmre:251,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op de septemberfoor van Frankfurt in 1612,descriptive note,Nederlands,,
83dbb315-1577-5a48-be10-4cafc61fc8b2,tg:mpmre:197,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op de vastenfoor van Frankfurt in 1592,descriptive note,Nederlands,,
c9f0d65d-64e0-5ea1-9673-552e5e664e56,tg:mpmre:178,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op de septemberfoor van Frankfurt in 1578,descriptive note,Nederlands,,
2e80224c-f6dd-585c-98f1-c9b2b6302f16,tg:mpmre:20,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,Vernieuwen van de Wet 1667-1670: fol. 51 recto - 53 recto,
12dc2281-55e4-5162-a8c6-058f7f062b5b,tg:mpmre:656,Descriptions,1,id.title/subTitle,Afschrift van 4 brieven van Guiseppe Dionisii aan Anna Maria de Neuf,descriptive note,Nederlands,,
12dc2281-55e4-5162-a8c6-058f7f062b5b,tg:mpmre:656,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,"Datering van de brieven:   
29/03/1702   
13/01/1703   
10/03/1703   
07/04/1705",
61f336a9-7150-5477-8377-cf548647e8e1,tg:mpmre:206,Descriptions,1,id.title/subTitle,Balans van de vastenfoor van Frankfurt in 1594,descriptive note,Nederlands,,
0abaf93d-823c-5c96-88bb-911e873e5db7,tg:mpmre:98,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de vastenfoor van Frankfurt in 1618,descriptive note,Nederlands,,
3d0cd201-9679-5dbf-a3c9-622231c6c5ff,tg:mpmre:77,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de septemberfoor van Frankfurt in 1607,descriptive note,Nederlands,,
3c697ef4-5467-5577-91d4-bbf05d388a19,tg:mpmre:210,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op de septemberfoor van Frankfurt in 1595,descriptive note,Nederlands,,
096f6819-7510-5d8a-a5e2-73c2e8096957,tg:mpmre:61,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de septemberfoor van Frankfurt in 1601,descriptive note,Nederlands,,
d0b65730-1ee0-5cb2-b9f1-41bb0686f5d1,tg:mpmre:247,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op de septemberfoor van Frankfurt in 1610,descriptive note,Nederlands,,
bc0baeea-451e-527d-8171-19c55d7e4737,tg:mpmre:302,Descriptions,2,note.mpmcontent,,descriptive note,Nederlands,Bevat achteraan ook betalingen aan lettergieters en inktmakers,
bc0baeea-451e-527d-8171-19c55d7e4737,tg:mpmre:302,Descriptions,3,note.mpmcontent,,descriptive note,Nederlands,Bevat het sociaal akkoord van 13 januari 1626 ondertekend door de werknemers (fol. 138 recto),
03d7cb42-b8f4-5b01-bf8b-ff7ace358895,tg:mpmre:181,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op de vastenfoor van Frankfurt in 1580,descriptive note,Nederlands,,
7f79e9da-5615-5d3b-bebd-8fe6a26c66c8,tg:mpmre:36,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de septemberfoor van Frankfurt in 1589,descriptive note,Nederlands,,
1bdee157-b736-5bcb-860f-d1bd9a5def68,tg:mpmre:119,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de septemberfoor van Frankfurt in 1628,descriptive note,Nederlands,,
6d10ef00-40f4-5005-9711-aeb9e598f537,tg:mpmre:41,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de vastenfoor van Frankfurt in 1592,descriptive note,Nederlands,,
a5d8dfe9-5865-5690-befe-be25706ca46e,tg:mpmre:230,Descriptions,1,id.title/subTitle,Balans van de vastenfoor van Frankfurt in 1605,descriptive note,Nederlands,,
65b4ef1e-fc2b-5a3c-a652-4051195a6c1f,tg:mpmre:16,Descriptions,1,id.desc,,descriptive note,Nederlands,,"Chronologische staat van de werknemers van de Officina Plantiniana die aangesloten waren bij de ziekenbus van de Kapel, met de exacte data van in- en uitdiensttreding en overlijden"
aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,tg:mpmre:288,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op de septemberfoor van Frankfurt in 1610,descriptive note,Nederlands,,
9824e3d3-b4c4-50ef-a3a2-0bae64e7764d,tg:mpmre:267,Descriptions,1,id.title/subTitle,Staat van de openstaande schulden op de septemberfoor van Frankfurt in 1620,descriptive note,Nederlands,,
3ac73ff2-72f5-5146-a128-27e41fbe913f,tg:mpmre:508,Descriptions,1,id.title/subTitle,Prijslijst van de boeken uitgegeven door de Officina Plantiniana,descriptive note,Nederlands,,
3e74c0a5-ca48-5e98-8a79-737e2618e4d5,tg:mpmre:271,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op de septemberfoor van Frankfurt in 1621,descriptive note,Nederlands,,
65bf108e-167e-50a5-97ed-c1f63e76109b,tg:mpmre:57,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de septemberfoor van Frankfurt in 1599,descriptive note,Nederlands,,
ec800310-8115-5bcd-8d32-dc31132b9278,tg:mpmre:226,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op de septemberfoor van Frankfurt in 1601,descriptive note,Nederlands,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,Descriptions,1,id.desc,,descriptive note,Nederlands,,Journaal inzake de detailhandel in de boekwinkel
b1e7c449-be42-5eae-a5dd-6f8d3fba2316,tg:mpmre:174,Descriptions,1,id.title/subTitle,Notitieboekje van de boekhandel op de vastenfoor van Frankfurt in 1574,descriptive note,Nederlands,,
489a3ad6-e940-59e5-aea3-d48c1ec72a84,tg:mpmre:524,Descriptions,1,id.desc,,descriptive note,Nederlands,,Moderne convoluutband van losse vellen en katernen met concepten van uitgaande brieven
489a3ad6-e940-59e5-aea3-d48c1ec72a84,tg:mpmre:524,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,"Bevat naast de concepten en afschriften van uitgaande brieven de volgende stukken:   
* """"Catalogus libror[um] a Christophoro Plantino impressor[um] @ 1579 / 80 / et 81"""" (fol. 50 recto - 50 verso), met aanvulling """"Nunc vero sub praelo su[n]t"""" (fol. 51 recto)   
* """"Relation simple et veritable d'auscuns griefs que moy Christophle Plantin ay souffert depuis quinze ans ou environ pour avoir obey au commandement et service de sa M.te sans que jen aye receu payement ne recompense"""" (fol. 56.1 recto - 56.6 verso)
",
4ad647d8-a086-5194-8218-06a622e09efa,tg:mpmre:94,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de vastenfoor van Frankfurt in 1616,descriptive note,Nederlands,,
cdf08102-0c0a-5d70-84e8-4ea5b58de074,tg:mpmre:573,Descriptions,1,id.title/subTitle,Prijslijst van de boeken uitgegeven door de Officina Plantiniana,descriptive note,Nederlands,,
70945ccd-6a4e-5f0d-8fcf-e1e07d9d9fd5,tg:mpmre:123,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de septemberfoor van Frankfurt in 1630,descriptive note,Nederlands,,
f51a1b45-a8ad-532e-9206-e95b879591d2,tg:mpmre:82,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de vastenfoor van Frankfurt in 1610,descriptive note,Nederlands,,
6a3b9897-09c7-5d20-8764-3123d662e9f8,tg:mpmre:477,Descriptions,2,note.mpmcontent,,descriptive note,Nederlands,"Bevat achteraan een resumé van de inkomsten voor de periode 1855-1870: """"1855 (-1870) Résumé de la vente générale",
ddf61dee-714c-5f2e-9295-26504c4d9dac,tg:mpmre:476,Descriptions,1,note.mpmcontent,,descriptive note,Nederlands,"Bevat achteraan een resumé van de inkomsten voor de periode 1834-1842: """"Riassuma della vendita d'ogni mese 1834 (-1842)",
5bece0b2-040b-5a71-a69e-c40204034b9c,tg:mpmre:83,Descriptions,1,id.title/subTitle,Journaal van de boekhandel op de septemberfoor van Frankfurt in 1610,descriptive note,Nederlands,,
