ResourceID,brocade.id,card,order,source_field,Comment,Legacy Comment Type,Legacy Comment Publish Status
4ec42947-f8eb-58bd-8acd-715ee5857b6b,tg:mpmre:259,Users,1,if.rawcontent,"Datering aan de hand van een notitie op de rectozijde van de laatste folio: """"Betlen Gaber vorst van Sevenberg is koninc van Hongarien gecront den 15 sept. 1619 [...]""""  
KS_20141022",commentaar gebruiker,False
2603deee-43c4-5a59-84f7-1ee1f158f6ae,tg:mpmre:516,Users,1,if.rawcontent,"Herkomst: de prijslijst werd samen met 9 gelijkaardige prijslijsten in januari 2016 in de Erfgoedbibliotheek Hendrik Conscience aangetroffen tussen de papieren van de Antwerpse antiquaar Jan Baptist Schoepen (overleden in 1914). 
KS_20170113",commentaar gebruiker,False
0dcb1b3f-a8c1-51c8-b77a-8f7d7985d4b5,tg:mpmre:297,Users,1,if.rawcontent,"Datering: op de versozijde van de laatste folio werd genoteerd """"Hendric Dulcken in Freyborgh is doot"""". De uitgever Heinrich von Dulcken overleed in 1621, want vanaf dat jaar verschijnen zijn erfgenamen in het impressum.
KS_20141106",commentaar gebruiker,False
ef9302c3-34b9-53d4-86c9-08f7f70500f9,tg:mpmre:300,Users,1,if.rawcontent,"Bevat boekbestellingen voor Joannes Woverius en Peter Paul Rubens
KS_20141107",commentaar gebruiker,False
632c4482-4e57-5877-9b23-72b0c75d7401,tg:mpmre:506,Users,1,if.rawcontent,"Herkomst: de prijslijst werd samen met 9 gelijkaardige prijslijsten in januari 2016 in de Erfgoedbibliotheek Hendrik Conscience aangetroffen tussen de papieren van de Antwerpse antiquaar Jan Baptist Schoepen (overleden in 1914). 
KS_20170113",commentaar gebruiker,False
21ec9af5-53f0-515f-9f55-a83ed27d4420,tg:mpmre:455,Users,1,if.rawcontent,"De archiefvormer heeft dit register eigenhandig gefolieerd (met uitzondering van de index) van fol. 1 tot en met fol. 18 [recto]. Nadien heeft een archivaris in potlood verder gepagineerd van p. 19 [= fol. 18 verso] tot het einde. Bijgevolg wordt de contemporaine foliëring afgewisseld door een moderne paginering.
KS_20150618",commentaar gebruiker,False
ed2fa60f-12f6-5a6c-8b17-7708a4f1dff0,tg:mpmre:510,Users,1,if.rawcontent,"Herkomst: de prijslijst werd samen met 9 gelijkaardige prijslijsten in januari 2016 in de Erfgoedbibliotheek Hendrik Conscience aangetroffen tussen de papieren van de Antwerpse antiquaar Jan Baptist Schoepen (overleden in 1914). 
KS_20170113",commentaar gebruiker,False
f90bdf14-ff44-5763-bbda-3b491f4e227d,tg:mpmre:511,Users,1,if.rawcontent,"Herkomst: de prijslijst werd samen met 9 gelijkaardige prijslijsten in januari 2016 in de Erfgoedbibliotheek Hendrik Conscience aangetroffen tussen de papieren van de Antwerpse antiquaar Jan Baptist Schoepen (overleden in 1914). 
KS_20170113",commentaar gebruiker,False
2debd8ec-b5a8-50c9-ad17-af86ccf7d6bb,tg:mpmre:291,Users,1,if.rawcontent,"Datering afgeleid van de aantekening over Charles Morel, een Parijse drukker die slechts actief was van 1628 tot 1636
KS_20141024",commentaar gebruiker,False
f21d1aab-1740-5eac-9f31-9f287f0b391d,tg:mpmre:507,Users,1,if.rawcontent,"Herkomst: de prijslijst werd samen met 9 gelijkaardige prijslijsten in januari 2016 in de Erfgoedbibliotheek Hendrik Conscience aangetroffen tussen de papieren van de Antwerpse antiquaar Jan Baptist Schoepen (overleden in 1914). 
KS_20170113",commentaar gebruiker,False
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,Users,1,if.rawcontent,Verwerving: veiling nummer 52 van veilinghuis The Romantic Agony op 22 november 2013 (lot 364/1),commentaar gebruiker,False
