ResourceID,brocade.id,card,order,Subject
ec73addb-a202-5871-b1cf-8f8edfad9b2e,tg:rubgr:4725,Subjects,a::rub.34,a::rub.34
ec73addb-a202-5871-b1cf-8f8edfad9b2e,tg:rubgr:4725,Subjects,a::rub.40,a::rub.40
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Subjects,a::rub.14,a::rub.14
66f93fc0-a409-50c8-b7dd-a2d40ade7e93,tg:rubgr:1177,Subjects,a::rub.29,a::rub.29
e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,tg:rubgr:142,Subjects,a::rub.7,a::rub.7
ea56551b-1143-5c33-aa7d-fda9ed25be41,tg:rubgr:1874,Subjects,a::rub.49:1,a::rub.49:1
ea56551b-1143-5c33-aa7d-fda9ed25be41,tg:rubgr:1874,Subjects,a::rub.9:1,a::rub.9:1
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,tg:rubgr:841,Subjects,a::rub.23,a::rub.23
291b64fa-e066-533a-80b3-f35509e95957,tg:rubgr:904,Subjects,a::rub.24,a::rub.24
14bfaf93-51e4-5e6a-b04d-86babe0e2c5d,tg:rubgr:1931,Subjects,a::rub.50,a::rub.50
84116d26-0e48-5078-84df-e8f8124562fc,tg:rubgr:457,Subjects,a::rub.13,a::rub.13
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Subjects,a::rub.38,a::rub.38
a0dc4c1f-74b7-5c47-ba47-c97627e76096,tg:rubgr:292,Subjects,a::rub.10,a::rub.10
229ba1fe-3025-5478-b1a6-9f3f120d29e8,tg:rubgr:768,Subjects,a::rub.21,a::rub.21
52185ea3-17c4-504e-b163-2e48d6bdb444,tg:rubgr:2937,Subjects,a::rub.15,a::rub.15
3fac2592-4423-55c8-8e66-739a4c60838f,tg:rubgr:1618,Subjects,a::rub.44,a::rub.44
01e63bde-b5f0-5f51-a022-8a0774f1d01c,tg:rubgr:787,Subjects,a::rub.21,a::rub.21
c0bab8ac-de0e-5a75-af27-c180db8650b4,tg:rubgr:1248,Subjects,a::rub.31,a::rub.31
230a0b02-94ee-56b2-a90f-8e58ae40178f,tg:rubgr:857,Subjects,a::rub.23:1,a::rub.23:1
c0b60f8f-12af-51ae-8819-a872b42f41fa,tg:rubgr:1862,Subjects,a::rub.49,a::rub.49
5793d084-6d19-50ab-ab38-f08121b1073b,tg:rubgr:5122,Subjects,a::rub.25,a::rub.25
442f8d59-3201-577b-ae69-8f1998987cb8,tg:rubgr:154,Subjects,a::rub.7,a::rub.7
740c891c-0120-5e2e-82c5-e2ba7ec42b35,tg:rubgr:1161,Subjects,a::rub.28,a::rub.28
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Subjects,a::rub.14,a::rub.14
e252befe-b683-5741-9f3e-20e89db9f808,tg:rubgr:1531,Subjects,a::rub.41,a::rub.41
11484f99-ccf3-5fc1-9db3-7035560a602d,tg:rubgr:1474,Subjects,a::rub.38,a::rub.38
f8030d3e-7c70-567e-a6fc-93997443c2b8,tg:rubgr:441,Subjects,a::rub.13,a::rub.13
992f645a-38f2-592a-939d-c449949edca5,tg:rubgr:1927,Subjects,a::rub.50,a::rub.50
c3acbb61-9caf-5d14-a4de-860ab704d52e,tg:rubgr:912,Subjects,a::rub.24:1,a::rub.24:1
dac66ae3-5cc6-51f8-9f47-9153fd2f3b7b,tg:rubgr:695,Subjects,a::rub.20,a::rub.20
5df1f967-bb5c-5f35-a6d9-2f1ecba745bf,tg:rubgr:380,Subjects,a::rub.11:1,a::rub.11:1
3a43620a-2bac-5589-bb3f-ddfd6c335af4,tg:rubgr:1566,Subjects,a::rub.42,a::rub.42
f09d1fb6-af76-596a-b722-0c1f52f567b0,tg:rubgr:553,Subjects,a::rub.15,a::rub.15
59674641-00a1-515f-9cec-26a121fc9497,tg:rubgr:4764,Subjects,a::rub.28,a::rub.28
0ba17f58-abe3-5f39-9ded-a3ada2b01f2f,tg:rubgr:1136,Subjects,a::rub.26,a::rub.26
f92af240-0dab-5612-af69-7bf1e4fca5de,tg:rubgr:103,Subjects,a::rub.7,a::rub.7
10a5b042-d317-57ea-a06b-54dd6c1c2068,tg:rubgr:1835,Subjects,a::rub.48,a::rub.48
d15dbe74-83fa-5370-9b65-17269e351743,tg:rubgr:800,Subjects,a::rub.21,a::rub.21
d7f25001-8808-5a1e-a276-79ddc15266f5,tg:rubgr:945,Subjects,a::rub.25,a::rub.25
57e7a4a6-3968-5973-88ee-a479d1d247c6,tg:rubgr:416,Subjects,a::rub.13,a::rub.13
581fe53d-42a6-5af0-b2c2-c3b617436b75,tg:rubgr:1423,Subjects,a::rub.38,a::rub.38
e19110fb-19df-5598-9fc7-5e85b73b2527,tg:rubgr:1589,Subjects,a::rub.43,a::rub.43
a5faaec0-e8c6-56a9-9d0d-8fcfc462b6b4,tg:rubgr:1264,Subjects,a::rub.34,a::rub.34
e8303114-b787-5416-8a90-34d0f6a2ea03,tg:rubgr:251,Subjects,a::rub.9,a::rub.9
ee2ee171-7e06-52a8-8cf7-0ffa28e77235,tg:rubgr:601,Subjects,a::rub.17,a::rub.17
9ce10a8b-8fc4-5a9a-8826-30305095ffef,tg:rubgr:314,Subjects,a::rub.10,a::rub.10
2a60ce34-0374-54ae-b2f2-9f2941ff1567,tg:rubgr:4123,Subjects,a::rub.7,a::rub.7
0dd33f22-6022-54eb-b09e-eaa4186c4846,tg:rubgr:1321,Subjects,a::rub.35,a::rub.35
888bc4b6-28d2-59af-8462-fb6e4eff70bd,tg:rubgr:744,Subjects,a::rub.21,a::rub.21
6dd8733c-f7b5-5445-84b1-21ea6f86f559,tg:rubgr:1771,Subjects,a::rub.42,a::rub.42
e3cf140f-0962-53b0-be4e-93f045eac001,tg:rubgr:894,Subjects,a::rub.24,a::rub.24
8c5e08be-551d-54be-9986-a819982465de,tg:rubgr:3936,Subjects,a::rub.46,a::rub.46
686ecfca-4516-557b-887b-1b525e5d1abb,tg:rubgr:197,Subjects,a::rub.13,a::rub.13
686ecfca-4516-557b-887b-1b525e5d1abb,tg:rubgr:197,Subjects,a::rub.8,a::rub.8
afda0051-abc2-581b-8f0d-920f75d04230,tg:rubgr:1458,Subjects,a::rub.38,a::rub.38
f73e3b04-42e1-53f3-b718-80808291813f,tg:rubgr:528,Subjects,a::rub.14,a::rub.14
26ae5397-e6e9-5f05-ba99-8ea72d6a2638,tg:rubgr:482,Subjects,a::rub.13,a::rub.13
9199b22d-e43b-5609-a102-b8e3729ec0ce,tg:rubgr:178,Subjects,a::rub.7,a::rub.7
0faebee2-98b4-5dd3-97bf-77e6461137b6,tg:rubgr:20,Subjects,a::rub.5,a::rub.5
16ea83b2-23eb-5631-89c4-34fa83c6be51,tg:rubgr:4932,Subjects,a::rub.49,a::rub.49
bcfc6f9e-83cd-5b6d-9f20-e99713ab2587,tg:rubgr:656,Subjects,a::rub.19,a::rub.19
708ed429-392e-5eca-8a18-65eae43c07fe,tg:rubgr:1399,Subjects,a::rub.38,a::rub.38
5a69eda4-bf29-5e19-97c2-9decaf7eef27,tg:rubgr:1663,Subjects,a::rub.45,a::rub.45
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Subjects,a::rub.24,a::rub.24
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Subjects,a::rub.8,a::rub.8
a54845e2-62a8-5462-88f3-9e6a3d73999b,tg:rubgr:713,Subjects,a::rub.21,a::rub.21
100c81c8-d38f-54f4-9552-abd01adfca1f,tg:rubgr:1376,Subjects,a::rub.37,a::rub.37
e51571ea-7877-5f44-a5db-13a3ea7aedce,tg:rubgr:343,Subjects,a::rub.10,a::rub.10
422a2582-1683-5940-a7fc-3296395c61d3,tg:rubgr:590,Subjects,a::rub.16,a::rub.16
7112dc95-6c51-594a-910d-b11f820dc529,tg:rubgr:98,Subjects,a::rub.7,a::rub.7
388666aa-b99f-5e33-9179-d7ae1db64f58,tg:rubgr:2223,Subjects,a::rub.56,a::rub.56
088c0221-f8a0-5969-b19d-5b127367b001,tg:rubgr:1819,Subjects,a::rub.46,a::rub.46
91767c84-7722-523a-a127-543c280e65bd,tg:rubgr:5159,Subjects,a::rub.25,a::rub.25
c569babb-c0a4-5df4-90e8-4d0f8edd3011,tg:rubgr:77,Subjects,a::rub.7,a::rub.7
1c79fab5-84da-5f36-b982-24f79a4e6dd9,tg:rubgr:2366,Subjects,a::rub.49,a::rub.49
f6950f52-1260-53ed-a2c6-5a2bdc11c902,tg:rubgr:210,Subjects,a::rub.8,a::rub.8
28330453-bec7-5ba7-a8e9-de8af02d48b1,tg:rubgr:1675,Subjects,a::rub.45,a::rub.45
064825cd-087e-58c4-ab83-533a2212c709,tg:rubgr:4477,Subjects,a::rub.26,a::rub.26
de0e3516-4eac-51fe-ac8e-7b394c770c5e,tg:rubgr:640,Subjects,a::rub.18,a::rub.18
64d2e0ac-e5bd-5716-a2f5-03afa5788a89,tg:rubgr:355,Subjects,a::rub.11:1,a::rub.11:1
dce9732e-d451-5074-8f72-303a707242a4,tg:rubgr:1360,Subjects,a::rub.36,a::rub.36
daf22265-a605-50e2-ba77-6a99b9ca801e,tg:rubgr:705,Subjects,a::rub.20:1,a::rub.20:1
a31ee1eb-e191-5717-9408-a52be55b1663,tg:rubgr:1419,Subjects,a::rub.38,a::rub.38
97af1d09-fbb7-5c75-8de1-d3c5976d1574,tg:rubgr:586,Subjects,a::rub.15,a::rub.15
f4aae6f1-772b-57c5-a63b-8f4606f530d2,tg:rubgr:569,Subjects,a::rub.15,a::rub.15
fcd73a9b-f988-50d4-a977-935cc945712c,tg:rubgr:139,Subjects,a::rub.7,a::rub.7
72a37238-350d-574d-8f3f-0128d13433fe,tg:rubgr:61,Subjects,a::rub.6,a::rub.6
02e2b0a4-4a83-5071-9813-5422359a7a47,tg:rubgr:617,Subjects,a::rub.17,a::rub.17
66214610-7b0e-55ba-8f81-c21a9a456856,tg:rubgr:1622,Subjects,a::rub.44,a::rub.44
ec79db82-8e6e-50c3-854c-a05c5b1f21d5,tg:rubgr:247,Subjects,a::rub.9:1,a::rub.9:1
68d9f3f7-a0ae-5f3b-98ea-44a4066bf6ae,tg:rubgr:1272,Subjects,a::rub.34:1,a::rub.34:1
85442c1e-b453-5a1d-a2f2-0706d61b5df0,tg:rubgr:752,Subjects,a::rub.21,a::rub.21
6c89cfdf-cf90-53c2-a0ae-4f033c41ad89,tg:rubgr:1337,Subjects,a::rub.35:1,a::rub.35:1
f67bb246-8e47-5f66-9d8e-1b4501555b44,tg:rubgr:4135,Subjects,a::rub.23,a::rub.23
0b0e40b9-cdcd-5172-9877-1863b30a620d,tg:rubgr:302,Subjects,a::rub.10,a::rub.10
cf465dec-4dd5-5e28-bd54-34d0c63c6789,tg:rubgr:181,Subjects,a::rub.7,a::rub.7
e1a0403f-a180-5434-834f-4448c6f81f31,tg:rubgr:3920,Subjects,a::rub.43,a::rub.43
506d8c94-916c-5fdf-8859-00046164a01c,tg:rubgr:928,Subjects,a::rub.25,a::rub.25
043475a8-e637-52ef-904f-63521481bc6f,tg:rubgr:2262,Subjects,a::rub.57,a::rub.57
216b01a2-d178-58d4-895a-736dc54d7f71,tg:rubgr:882,Subjects,a::rub.23,a::rub.23
20e536d8-fa50-536c-b373-24028a962a20,tg:rubgr:1858,Subjects,a::rub.49,a::rub.49
5ef2f296-cccc-5418-ad2c-c682b080bc55,tg:rubgr:36,Subjects,a::rub.5,a::rub.5
31725d28-cb66-5ca3-bbca-59ba8b2378d7,tg:rubgr:4359,Subjects,a::rub.14,a::rub.14
b4e76024-44ad-5bc1-8485-809cbd8bfb32,tg:rubgr:494,Subjects,a::rub.14,a::rub.14
410d8334-2035-5964-b81d-e2f8fc544fd3,tg:rubgr:4284,Subjects,a::rub.21,a::rub.21
410d8334-2035-5964-b81d-e2f8fc544fd3,tg:rubgr:4284,Subjects,a::rub.22,a::rub.22
9fb4db7e-6989-56eb-af68-d76606863309,tg:rubgr:549,Subjects,a::rub.15,a::rub.15
5a51fa64-5072-53be-8961-b075d59c970f,tg:rubgr:119,Subjects,a::rub.7,a::rub.7
c60c5ffd-068a-5b91-ade5-0dbcf58e1b40,tg:rubgr:2350,Subjects,a::rub.14,a::rub.14
597b8047-6b8f-5fa7-b12b-7b2b2b160f45,tg:rubgr:41,Subjects,a::rub.5,a::rub.5
ee262bae-484a-5f67-bced-a8a2ead424b4,tg:rubgr:1439,Subjects,a::rub.38:1,a::rub.38:1
60988e99-e9a5-51b1-8f0d-f46bbb951255,tg:rubgr:1593,Subjects,a::rub.43:1,a::rub.43:1
5bfed20e-efa2-51e6-9c6b-039c612ae0bd,tg:rubgr:4841,Subjects,a::rub.38,a::rub.38
b9f43f2b-27dd-50d8-b2e9-7b8d565bed3b,tg:rubgr:375,Subjects,a::rub.11,a::rub.11
5806476e-ab09-57ce-ace2-590446899917,tg:rubgr:1340,Subjects,a::rub.35,a::rub.35
681d086e-7313-561c-ab12-8be1f486625a,tg:rubgr:725,Subjects,a::rub.21,a::rub.21
c877a5a3-2d45-57b9-9acd-4a821b9dbfe4,tg:rubgr:4007,Subjects,a::rub.35,a::rub.35
b0c09586-b3bf-5bc0-9ceb-b24b5cba44a7,tg:rubgr:230,Subjects,a::rub.8,a::rub.8
d3f02160-53fb-545a-896b-8e72184e61f8,tg:rubgr:1655,Subjects,a::rub.45,a::rub.45
de85f5aa-1d4e-5dfe-8622-c1f5b1c12f24,tg:rubgr:660,Subjects,a::rub.19,a::rub.19
4196a43c-f98e-5c2a-984b-363d999c793f,tg:rubgr:16,Subjects,a::rub.5,a::rub.5
951f4019-206f-5da0-8bed-221ab847a2e1,tg:rubgr:4379,Subjects,a::rub.13,a::rub.13
edf83fd8-2968-5b3e-982e-b78879e6feee,tg:rubgr:1481,Subjects,a::rub.39,a::rub.39
a72a1a6a-c98a-5410-b745-43abfdd72cdf,tg:rubgr:908,Subjects,a::rub.24,a::rub.24
48814b63-c276-5d94-8e79-2bf9f9a4a800,tg:rubgr:288,Subjects,a::rub.10,a::rub.10
01f93dc6-4859-57ba-88b5-112e09e0e5a0,tg:rubgr:772,Subjects,a::rub.21,a::rub.21
04e38255-3285-5914-a7bf-46fe54863af7,tg:rubgr:1317,Subjects,a::rub.35,a::rub.35
0d2b0b0d-63dd-5321-a333-f74fcab3dca2,tg:rubgr:322,Subjects,a::rub.10,a::rub.10
ef6fccfd-5692-57b4-a1a8-1757c6bee054,tg:rubgr:2491,Subjects,a::rub.42,a::rub.42
759ee8a2-47af-5e52-8255-17ee968167f3,tg:rubgr:5211,Subjects,a::rub.25,a::rub.25
3e611f83-0048-5939-b061-4d5e4721f73e,tg:rubgr:2184,Subjects,a::rub.51,a::rub.51
ba0eb02d-f5be-5d64-abd3-10eb95e42c83,tg:rubgr:637,Subjects,a::rub.18,a::rub.18
55f9c2df-5ba3-501d-b488-2fcd257eeeaa,tg:rubgr:1602,Subjects,a::rub.44,a::rub.44
23ea2b07-e804-5dd2-8a18-79ea2d81b787,tg:rubgr:267,Subjects,a::rub.9,a::rub.9
c34845f8-bf9a-5a8e-bc2f-a27081328a0f,tg:rubgr:1252,Subjects,a::rub.33,a::rub.33
07992680-e01a-5d14-8974-f829411d409e,tg:rubgr:508,Subjects,a::rub.14:1,a::rub.14:1
8680bea7-8ae5-59f3-ae73-a6a32cfdaaf9,tg:rubgr:1497,Subjects,a::rub.39:1,a::rub.39:1
03433aa7-7baa-5713-8b93-4ec0fcf2a076,tg:rubgr:158,Subjects,a::rub.7,a::rub.7
e29bbe75-99ad-5111-9bee-6d46cfea9d60,tg:rubgr:5084,Subjects,a::rub.9,a::rub.9
154977f6-51ed-5893-a487-5d252d8bf110,tg:rubgr:3916,Subjects,a::rub.16,a::rub.16
a88518c4-e145-5ce7-892c-68b6bca6cbed,tg:rubgr:1182,Subjects,a::rub.30,a::rub.30
47a712d7-59cb-581c-a956-893b76b07c76,tg:rubgr:1478,Subjects,a::rub.39,a::rub.39
bbe356a4-7417-539d-a744-73932178e104,tg:rubgr:4380,Subjects,a::rub.37,a::rub.37
e34f51bb-8806-57b1-82df-22269e184915,tg:rubgr:334,Subjects,a::rub.10,a::rub.10
e34f51bb-8806-57b1-82df-22269e184915,tg:rubgr:334,Subjects,a::rub.34,a::rub.34
babda3dc-a3af-582c-a849-103905558a70,tg:rubgr:1301,Subjects,a::rub.35,a::rub.35
161d8a76-ecbf-51a4-9ba9-c6b0e878f799,tg:rubgr:764,Subjects,a::rub.21,a::rub.21
3b4ec300-a1a1-5d6f-8d2c-3d69e8da8ec4,tg:rubgr:1244,Subjects,a::rub.31,a::rub.31
551026ab-1969-5941-912a-b267f9d3a140,tg:rubgr:271,Subjects,a::rub.9,a::rub.9
e64ce17f-b999-5c21-8d94-852017a8a1a0,tg:rubgr:1614,Subjects,a::rub.44,a::rub.44
e538945a-0778-5582-add0-3b4f9c7cc81d,tg:rubgr:621,Subjects,a::rub.17,a::rub.17
b209bc8e-ba76-57b9-b661-a4fe404e7233,tg:rubgr:2468,Subjects,a::rub.44,a::rub.44
248fd077-40fa-5978-a103-71d6b813317d,tg:rubgr:2192,Subjects,a::rub.52,a::rub.52
654db5f6-c325-54c8-b0bf-04ab52c34b3b,tg:rubgr:1839,Subjects,a::rub.48:1,a::rub.48:1
9936af9d-5fbb-5c9a-971a-95ee7b07f40d,tg:rubgr:57,Subjects,a::rub.6,a::rub.6
c1136386-7e5c-51c8-a9d3-41c2eb6f6b69,tg:rubgr:4292,Subjects,a::rub.23,a::rub.23
c1136386-7e5c-51c8-a9d3-41c2eb6f6b69,tg:rubgr:4292,Subjects,a::rub.41,a::rub.41
4d4b1bf0-abae-5765-afad-8523ac922862,tg:rubgr:1585,Subjects,a::rub.43,a::rub.43
0f529377-1e21-5d92-9b29-3a078fa93b2c,tg:rubgr:5196,Subjects,a::rub.15,a::rub.15
2a7ed608-a577-5233-ab5d-09c6e4a58344,tg:rubgr:949,Subjects,a::rub.25,a::rub.25
2ddf9cda-ac9d-508a-9be0-d68df3d78c07,tg:rubgr:2203,Subjects,a::rub.5,a::rub.5
2ddf9cda-ac9d-508a-9be0-d68df3d78c07,tg:rubgr:2203,Subjects,a::rub.54,a::rub.54
82d7fc79-32de-5e7f-a4c4-b1ccdb312b6d,tg:rubgr:733,Subjects,a::rub.21,a::rub.21
674d789c-485e-5233-9e69-7b840aaf0065,tg:rubgr:1356,Subjects,a::rub.36,a::rub.36
dbe923c5-506f-531a-8f38-e94a23e56bf6,tg:rubgr:699,Subjects,a::rub.20,a::rub.20
e6dd3021-8553-5c15-820a-2e415dca12ab,tg:rubgr:363,Subjects,a::rub.11,a::rub.11
334c4103-1bd5-51b3-a1f7-cc469e5b95e9,tg:rubgr:676,Subjects,a::rub.11,a::rub.11
334c4103-1bd5-51b3-a1f7-cc469e5b95e9,tg:rubgr:676,Subjects,a::rub.20,a::rub.20
334c4103-1bd5-51b3-a1f7-cc469e5b95e9,tg:rubgr:676,Subjects,a::rub.9,a::rub.9
be7cff16-94e4-5f6d-b7e1-29ace63e47e4,tg:rubgr:1643,Subjects,a::rub.44:1,a::rub.44:1
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,Subjects,a::rub.8,a::rub.8
78f738c6-bd91-5486-9dd5-9d795b51d270,tg:rubgr:1454,Subjects,a::rub.38,a::rub.38
6eb3bcdf-9516-5dd4-bcae-ed063b724290,tg:rubgr:3469,Subjects,a::rub.7,a::rub.7
67d0eb4d-6f7e-5b07-b708-08cb398dadd8,tg:rubgr:461,Subjects,a::rub.13,a::rub.13
b908f427-b934-5407-8df4-c078375c00b7,tg:rubgr:932,Subjects,a::rub.25,a::rub.25
36cbf449-9414-5e33-a37a-de9a7a1a1fe2,tg:rubgr:898,Subjects,a::rub.24,a::rub.24
82f06701-479e-50c6-9160-095a0fc42074,tg:rubgr:877,Subjects,a::rub.23,a::rub.23
c38e0881-ed30-5ef4-854f-0c2aa5de236f,tg:rubgr:1842,Subjects,a::rub.48,a::rub.48
22671933-0ed5-578a-87c8-7988aeed42f8,tg:rubgr:174,Subjects,a::rub.7,a::rub.7
9826d58e-9c29-5b56-9f29-d2bfd6524c24,tg:rubgr:1141,Subjects,a::rub.26,a::rub.26
dd40c403-0840-5a9f-b00a-05e170300684,tg:rubgr:524,Subjects,a::rub.14,a::rub.14
e282b697-687e-5867-97f0-123fd96de5fc,tg:rubgr:1511,Subjects,a::rub.40,a::rub.40
2e822989-43d0-565d-bcd3-9aec517b80e7,tg:rubgr:1638,Subjects,a::rub.44,a::rub.44
d0bfdd6b-7913-599f-b734-31d944528b6b,tg:rubgr:1268,Subjects,a::rub.34,a::rub.34
9a0ef661-2ce5-5ea6-a9ef-786188411660,tg:rubgr:1287,Subjects,a::rub.35,a::rub.35
e7e2ea61-d663-57e0-8c6a-c292d8678095,tg:rubgr:748,Subjects,a::rub.21:1,a::rub.21:1
5e437406-216f-51e8-93d1-b62ec6df831b,tg:rubgr:318,Subjects,a::rub.10,a::rub.10
c4eb4970-7c34-5d42-a403-d81dcedbec6b,tg:rubgr:2501,Subjects,a::rub.35,a::rub.35
32e56245-9548-5b72-a642-e8adc950616b,tg:rubgr:965,Subjects,a::rub.25,a::rub.25
8b4488a9-46d1-5dcd-840b-71f8582df7aa,tg:rubgr:94,Subjects,a::rub.7,a::rub.7
c6395b4f-50b5-5178-974f-cf961382eef5,tg:rubgr:1950,Subjects,a::rub.50,a::rub.50
3387f0d9-a5eb-5b98-bad5-fe1db3ca18f6,tg:rubgr:436,Subjects,a::rub.13,a::rub.13
ad54f064-77d0-5b07-8f61-88c8c364a6c9,tg:rubgr:1403,Subjects,a::rub.38,a::rub.38
2194ea8b-0a85-503f-9eee-e9972556acda,tg:rubgr:1546,Subjects,a::rub.41,a::rub.41
aa2f07d1-cdc9-5ae6-8c23-e482630eda29,tg:rubgr:573,Subjects,a::rub.15:1,a::rub.15:1
af9b7862-be89-53f0-8c32-13a15c6f5199,tg:rubgr:123,Subjects,a::rub.7,a::rub.7
a63c5e57-6ae5-5622-adce-b054ca148462,tg:rubgr:5155,Subjects,a::rub.25,a::rub.25
53a15722-9f9a-5804-9b61-7691db5a61de,tg:rubgr:1815,Subjects,a::rub.46,a::rub.46
e7d0c845-3c2c-514e-abd8-75c627886946,tg:rubgr:820,Subjects,a::rub.22,a::rub.22
931e776c-4cde-5a59-8092-a24eb9b837bb,tg:rubgr:1395,Subjects,a::rub.38,a::rub.38
3ea201e9-6f4e-584b-b249-a26e8e831f63,tg:rubgr:2413,Subjects,a::rub.7,a::rub.7
a447518c-51e7-5ad5-add4-59e5cf2239f3,tg:rubgr:1680,Subjects,a::rub.45,a::rub.45
0f0b5273-9567-534f-85aa-7c2c3e664bfe,tg:rubgr:4528,Subjects,a::rub.12,a::rub.12
7d8aaf89-9ab3-540f-8662-d8a9e33df633,tg:rubgr:1415,Subjects,a::rub.38,a::rub.38
1ba1fcef-d90b-5c3f-ac73-b64fc89cc739,tg:rubgr:420,Subjects,a::rub.13,a::rub.13
4a58ab41-bb32-5cd0-9e63-99b618ca2252,tg:rubgr:1946,Subjects,a::rub.50:1,a::rub.50:1
350b2b29-d8c6-5244-b5b4-7e3d89254206,tg:rubgr:82,Subjects,a::rub.7,a::rub.7
1a919ceb-14cb-5b38-b2d1-03363a618390,tg:rubgr:6,Subjects,a::rub.5,a::rub.5
9b6f25d1-697b-5963-ba42-37f7da63a753,tg:rubgr:836,Subjects,a::rub.18,a::rub.18
9b6f25d1-697b-5963-ba42-37f7da63a753,tg:rubgr:836,Subjects,a::rub.23,a::rub.23
73e48b64-84bd-594f-9052-5d40cf7594dc,tg:rubgr:4302,Subjects,a::rub.13,a::rub.13
8d0c5943-caa9-59dc-b3b6-61b3baa2cd3b,tg:rubgr:135,Subjects,a::rub.7,a::rub.7
5afa981f-dbae-5f63-b453-cb2c244e9837,tg:rubgr:565,Subjects,a::rub.15,a::rub.15
e3a1b2fe-7d77-5ba6-a205-5d187d24273a,tg:rubgr:1550,Subjects,a::rub.42,a::rub.42
c9d69253-d9f4-5653-9a02-4ecc16bae90a,tg:rubgr:4928,Subjects,a::rub.21,a::rub.21
c9d69253-d9f4-5653-9a02-4ecc16bae90a,tg:rubgr:4928,Subjects,a::rub.22,a::rub.22
1eb43bb5-ff4b-5611-bd93-d25a0b4c8373,tg:rubgr:1383,Subjects,a::rub.37,a::rub.37
f321865a-6d19-5555-9951-d79563468372,tg:rubgr:1679,Subjects,a::rub.45,a::rub.45
6fd3e85c-4186-5714-95fe-a409d7c5c313,tg:rubgr:709,Subjects,a::rub.21,a::rub.21
5f2ea5d5-7f75-52a1-b379-ac5ffc06129d,tg:rubgr:4494,Subjects,a::rub.41,a::rub.41
5f2ea5d5-7f75-52a1-b379-ac5ffc06129d,tg:rubgr:4494,Subjects,a::rub.44,a::rub.44
dfd83ed5-93c1-5f5a-9b93-89f3a83747a0,tg:rubgr:359,Subjects,a::rub.11,a::rub.11
56460c33-ef61-5704-a6a5-95aea4df9817,tg:rubgr:1696,Subjects,a::rub.45,a::rub.45
