ResourceID,brocade.id,card,order,Keyword
6865645d-835d-5edb-a6fa-84e89256c876,tg:rubgr:4322,Keywords,1,Meester van het Weens Schottenaltaarstuk
6865645d-835d-5edb-a6fa-84e89256c876,tg:rubgr:4322,Keywords,2,Rafael
6865645d-835d-5edb-a6fa-84e89256c876,tg:rubgr:4322,Keywords,3,"Künstler, Gustav"
31feeb3a-8d5d-5dde-8b5b-33c786c3bd5d,tg:rubgr:115,Keywords,1,"Brandt, Sebastian"
31feeb3a-8d5d-5dde-8b5b-33c786c3bd5d,tg:rubgr:115,Keywords,2,Ovidius
31feeb3a-8d5d-5dde-8b5b-33c786c3bd5d,tg:rubgr:115,Keywords,3,"Panofsky, Erwin"
04fbc0f6-7964-5fec-aa99-f37952fc1df4,tg:rubgr:1120,Keywords,1,"Demus, Klaus"
609021a6-c817-5bed-98cc-6916534b4d63,tg:rubgr:4772,Keywords,1,Rafael
62948151-4c94-5bdd-a21a-608f1477d274,tg:rubgr:545,Keywords,1,"Molanus, Joannes"
62948151-4c94-5bdd-a21a-608f1477d274,tg:rubgr:545,Keywords,2,"Freedberg, David Adrian"
13a592fd-0f0b-531f-8d95-a54f3f9750f4,tg:rubgr:4288,Keywords,1,"Zupnick, Irving L."
b8f5eb9e-95f2-548d-8ad4-8c65553be050,tg:rubgr:1065,Keywords,1,"Bol, Hans"
b8f5eb9e-95f2-548d-8ad4-8c65553be050,tg:rubgr:1065,Keywords,2,"Collaert, Adriaen"
b8f5eb9e-95f2-548d-8ad4-8c65553be050,tg:rubgr:1065,Keywords,3,"Luyck, Hans van"
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,Keywords,1,"Clovio, Giulio"
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,Keywords,2,tekenkunst
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,Keywords,3,Methode
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,Keywords,4,vormgeving
add7db4a-cdf4-5243-a528-79417eb20d78,tg:rubgr:1435,Keywords,1,"Hausenstein, Wilhelm"
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,1,Laatste Oordeel
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,2,tekenkunst
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,3,prentkunst
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,4,kostuum
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,5,voorwerp
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,6,"Borms, Jan"
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,7,"Knipping, John B."
0bcab4b7-8d1d-5d86-a490-a1f7ec90800d,tg:rubgr:1966,Keywords,1,"Butôt, F.C."
a1ecc2f9-3753-5ab4-a5e9-b2f2e734bee6,tg:rubgr:2649,Keywords,1,"Savery, Jacob (I)"
a1ecc2f9-3753-5ab4-a5e9-b2f2e734bee6,tg:rubgr:2649,Keywords,2,"Dyce, Alexander"
a1ecc2f9-3753-5ab4-a5e9-b2f2e734bee6,tg:rubgr:2649,Keywords,3,"Londen, Victoria and Albert Museum"
bb62a898-50a6-50b3-a44e-2f9e060e9e81,tg:rubgr:2219,Keywords,1,"Londen, Witt Library"
70038380-71dd-5a9b-af39-4051d9409a9e,tg:rubgr:2537,Keywords,1,"Cleve, Marten van (I)"
70038380-71dd-5a9b-af39-4051d9409a9e,tg:rubgr:2537,Keywords,2,"Bangel, Rudolf"
70038380-71dd-5a9b-af39-4051d9409a9e,tg:rubgr:2537,Keywords,3,"Darmstadt, Hessisches Landesmuseum Darmstadt"
70038380-71dd-5a9b-af39-4051d9409a9e,tg:rubgr:2537,Keywords,4,"Londen, Witt Library"
449468cf-8bb0-5fb9-8d6c-c0f46d0b9883,tg:rubgr:2167,Keywords,1,"Grange, T.P."
5106b653-34ce-568b-a589-321045ea8df2,tg:rubgr:4119,Keywords,1,"Fontaine Verwey, H. de la"
443d95f3-e455-5e8a-8463-56421a30fb26,tg:rubgr:3326,Keywords,1,"Fouquet, Jean"
443d95f3-e455-5e8a-8463-56421a30fb26,tg:rubgr:3326,Keywords,2,"Pächt, Otto"
44f316c0-2c66-508d-a47e-3fe71e01064e,tg:rubgr:4549,Keywords,1,"Baltrusaitis, Jurgis"
037309f8-8f5b-5f37-8044-6ce5455e61ee,tg:rubgr:791,Keywords,1,"Becker, Felix"
037309f8-8f5b-5f37-8044-6ce5455e61ee,tg:rubgr:791,Keywords,2,"Michiel, Marcantonio"
037309f8-8f5b-5f37-8044-6ce5455e61ee,tg:rubgr:791,Keywords,3,"Frimmel, Theodor von"
32e4eb8d-a113-5c79-a6c7-a4fccf150f52,tg:rubgr:3799,Keywords,1,"Erasmus, Kurt"
b30d8240-2015-58a6-908f-bdd8020b27d0,tg:rubgr:2921,Keywords,1,"Corbet, August"
e47c3249-7620-578a-a233-18d69d472267,tg:rubgr:2472,Keywords,1,"Ludwig, Fritz"
e47c3249-7620-578a-a233-18d69d472267,tg:rubgr:2472,Keywords,2,"Finck, Robert"
2e48946a-6634-5a76-a87d-0d025b40e35e,tg:rubgr:2022,Keywords,1,"Londen, Witt Library"
60a7ed78-29f0-5074-b651-1fe965b6967a,tg:rubgr:1527,Keywords,1,"Bos, Cornelis"
60a7ed78-29f0-5074-b651-1fe965b6967a,tg:rubgr:1527,Keywords,2,"Schéle, Sune"
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,1,vanitas
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,2,bol
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,3,gierigheid
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,4,iconografie
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,5,"Kurz, Otto"
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,6,"Möller, Lieselotte"
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,7,"Saxl, Fritz"
66f93fc0-a409-50c8-b7dd-a2d40ade7e93,tg:rubgr:1177,Keywords,1,"Londen, Witt Library"
fcca69b7-8694-5e9f-a294-84ae17d30d44,tg:rubgr:4375,Keywords,1,"Combe, Jacques"
fcca69b7-8694-5e9f-a294-84ae17d30d44,tg:rubgr:4375,Keywords,2,"Stridbeck, Carl Gustav"
e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,tg:rubgr:142,Keywords,1,"Seilern, Antoine"
e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,tg:rubgr:142,Keywords,2,"Chatsworth, privé-collectie"
d6b93a71-5062-53d8-a45f-2068f718a811,tg:rubgr:5134,Keywords,1,"Hanfstaengl, Eberhard"
ea56551b-1143-5c33-aa7d-fda9ed25be41,tg:rubgr:1874,Keywords,1,"Boström, Kjell"
ea56551b-1143-5c33-aa7d-fda9ed25be41,tg:rubgr:1874,Keywords,2,"Stridbeck, Carl Gustav"
ea56551b-1143-5c33-aa7d-fda9ed25be41,tg:rubgr:1874,Keywords,3,Warburg Institute
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,tg:rubgr:841,Keywords,1,"Borculo, Herman van"
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,tg:rubgr:841,Keywords,2,"Scorel, Jan van"
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,tg:rubgr:841,Keywords,3,prentkunst
8c348455-2b81-54f0-8b92-5517a3c802f9,tg:rubgr:5071,Keywords,1,"La Tour, Georges de"
291b64fa-e066-533a-80b3-f35509e95957,tg:rubgr:904,Keywords,1,Ernst van Oostenrijk (aartshertog)
291b64fa-e066-533a-80b3-f35509e95957,tg:rubgr:904,Keywords,2,iconografie
291b64fa-e066-533a-80b3-f35509e95957,tg:rubgr:904,Keywords,3,"Davies, Martin"
291b64fa-e066-533a-80b3-f35509e95957,tg:rubgr:904,Keywords,4,"Münz, Ludwig"
0e356e97-41e8-5790-8127-b0f0873a4b02,tg:rubgr:4660,Keywords,1,"Verhaecht, Tobias"
d1c3de03-3579-5d65-80be-4dfd50ffdb35,tg:rubgr:1198,Keywords,1,"Brukenthal, Samuel von"
d1c3de03-3579-5d65-80be-4dfd50ffdb35,tg:rubgr:1198,Keywords,2,"Frimmel, Theodor von"
d1c3de03-3579-5d65-80be-4dfd50ffdb35,tg:rubgr:1198,Keywords,3,"Sibiu, Muzeul Brukenthal"
84116d26-0e48-5078-84df-e8f8124562fc,tg:rubgr:457,Keywords,1,"Wildens, Jeremias"
84116d26-0e48-5078-84df-e8f8124562fc,tg:rubgr:457,Keywords,2,"Valckenisse, Philips"
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Keywords,1,"Cranach, Lucas I"
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Keywords,2,"Keiser, Herbert Wolfgang"
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Keywords,3,"Servais, Max"
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Keywords,4,"Smekens, Frans"
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Keywords,5,"Oldenburg, Landesmuseum für Kunst und Kulturgeschichte, Schloss"
508c061b-0ac3-5200-a66f-29fa46ca06fa,tg:rubgr:1032,Keywords,1,"Bol, Hans"
508c061b-0ac3-5200-a66f-29fa46ca06fa,tg:rubgr:1032,Keywords,2,"Argouytinsky-Dolgoroukoff, Wladimir"
a0dc4c1f-74b7-5c47-ba47-c97627e76096,tg:rubgr:292,Keywords,1,volkskunde
a7260df8-a873-5baa-8215-29583d82c2de,tg:rubgr:3760,Keywords,1,"Waetzoldt, Wilhelm"
a7260df8-a873-5baa-8215-29583d82c2de,tg:rubgr:3760,Keywords,2,"Winkler, Friedrich"
229ba1fe-3025-5478-b1a6-9f3f120d29e8,tg:rubgr:768,Keywords,1,Velázquez
229ba1fe-3025-5478-b1a6-9f3f120d29e8,tg:rubgr:768,Keywords,2,"Justi, Carl"
05ec1fa4-fab4-578d-91fb-022fb102f71c,tg:rubgr:338,Keywords,1,volkskunde
b7769732-1102-575a-97b1-9f9e27c2732d,tg:rubgr:2171,Keywords,1,"Klauner, Friderike"
b7769732-1102-575a-97b1-9f9e27c2732d,tg:rubgr:2171,Keywords,2,"Pulitzer, Henry F."
862a892d-c5b8-5f1f-83c5-ced9958e2748,tg:rubgr:2521,Keywords,1,"Cleve, Marten van (I)"
862a892d-c5b8-5f1f-83c5-ced9958e2748,tg:rubgr:2521,Keywords,2,"Londen, Witt Library"
862a892d-c5b8-5f1f-83c5-ced9958e2748,tg:rubgr:2521,Keywords,3,"Keulen, Lempertz"
7b3bfad1-584f-5ca9-af95-510983fe9d91,tg:rubgr:4949,Keywords,1,"Clark, Kenneth"
3cebb87f-6cb9-5949-aa14-cbfb10f15df2,tg:rubgr:2464,Keywords,1,"Bol, Hans"
3cebb87f-6cb9-5949-aa14-cbfb10f15df2,tg:rubgr:2464,Keywords,2,"Savery, Jacob (I)"
01e63bde-b5f0-5f51-a022-8a0774f1d01c,tg:rubgr:787,Keywords,1,"Gronau, Georg"
c0bab8ac-de0e-5a75-af27-c180db8650b4,tg:rubgr:1248,Keywords,1,"Waal, H. van de"
ea369e97-f1a3-5ec6-b8c7-fb9b99a9cba1,tg:rubgr:3275,Keywords,1,"Stockholm, Nationalmuseum"
230a0b02-94ee-56b2-a90f-8e58ae40178f,tg:rubgr:857,Keywords,1,Meester van het Errera-Schetsboek
230a0b02-94ee-56b2-a90f-8e58ae40178f,tg:rubgr:857,Keywords,2,"Callatay, Edouard de"
442f8d59-3201-577b-ae69-8f1998987cb8,tg:rubgr:154,Keywords,1,"Buuren, David van"
335a3943-18f6-5c3c-9111-97cc5575385c,tg:rubgr:4699,Keywords,1,"Holbein, Ambrosius"
335a3943-18f6-5c3c-9111-97cc5575385c,tg:rubgr:4699,Keywords,2,"Holbein, Hans II"
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Keywords,1,"Geeraerts, Marcus I"
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Keywords,2,"Freedberg, David"
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Keywords,3,"Hodnett, Edward"
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Keywords,4,"Schouteet, Albert"
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Keywords,5,"Londen, British Museum Library"
95177e93-fd68-5449-a662-c5cf3ebbef2c,tg:rubgr:4733,Keywords,1,"Pölnitz, Gerhard von"
e252befe-b683-5741-9f3e-20e89db9f808,tg:rubgr:1531,Keywords,1,"Momper, Joos de (II)"
e252befe-b683-5741-9f3e-20e89db9f808,tg:rubgr:1531,Keywords,2,"Raczynski, Joseph Alexander"
b6e33e93-997a-53cd-8edb-dee29dd632d7,tg:rubgr:1024,Keywords,1,breviarium Grimani
b6e33e93-997a-53cd-8edb-dee29dd632d7,tg:rubgr:1024,Keywords,2,"Coggiola, Giulio"
b6e33e93-997a-53cd-8edb-dee29dd632d7,tg:rubgr:1024,Keywords,3,"Leidinger, Georg"
8e9f9d1b-40b8-59da-962d-e9b4f0d1ed34,tg:rubgr:3449,Keywords,1,"Combe, Jacques"
11484f99-ccf3-5fc1-9db3-7035560a602d,tg:rubgr:1474,Keywords,1,"Duca, Vittorio"
11484f99-ccf3-5fc1-9db3-7035560a602d,tg:rubgr:1474,Keywords,2,"Pauw, Charles de"
f8030d3e-7c70-567e-a6fc-93997443c2b8,tg:rubgr:441,Keywords,1,"Romdahl, Axel L."
ba302184-385b-52f4-8bc2-95e48027f2d4,tg:rubgr:4676,Keywords,1,"Deblaere, Albert"
2734e8c4-5fe1-5bd2-8504-e2b54dd217e5,tg:rubgr:2608,Keywords,1,"Zeitler, Rudolf"
2734e8c4-5fe1-5bd2-8504-e2b54dd217e5,tg:rubgr:2608,Keywords,2,"Uppsala, Uppsala University"
992f645a-38f2-592a-939d-c449949edca5,tg:rubgr:1927,Keywords,1,"Bles, Herri met de"
c3acbb61-9caf-5d14-a4de-860ab704d52e,tg:rubgr:912,Keywords,1,iconografie
c3acbb61-9caf-5d14-a4de-860ab704d52e,tg:rubgr:912,Keywords,2,"Arnot, Guido"
c3acbb61-9caf-5d14-a4de-860ab704d52e,tg:rubgr:912,Keywords,3,"Davis, Frank"
facb367c-ddb7-5741-b6df-cfc80a08be6d,tg:rubgr:2258,Keywords,1,"Saftleven, Herman"
facb367c-ddb7-5741-b6df-cfc80a08be6d,tg:rubgr:2258,Keywords,2,tekenkunst
facb367c-ddb7-5741-b6df-cfc80a08be6d,tg:rubgr:2258,Keywords,3,"Busch, Günter"
facb367c-ddb7-5741-b6df-cfc80a08be6d,tg:rubgr:2258,Keywords,4,"Strzygowski, Josef"
c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,tg:rubgr:5067,Keywords,1,"Clovio, Giulio"
c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,tg:rubgr:5067,Keywords,2,"Greco, El"
c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,tg:rubgr:5067,Keywords,3,"Du Gué Trapier, Elizabeth"
c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,tg:rubgr:5067,Keywords,4,"Rome, Galleria Farnese"
1bdf25d0-ccff-5d0d-8a0e-507176920d33,tg:rubgr:5319,Keywords,1,"Clovio, Giulio"
1bdf25d0-ccff-5d0d-8a0e-507176920d33,tg:rubgr:5319,Keywords,2,Michelangelo
1bdf25d0-ccff-5d0d-8a0e-507176920d33,tg:rubgr:5319,Keywords,3,"Châtelet, Albert"
1bdf25d0-ccff-5d0d-8a0e-507176920d33,tg:rubgr:5319,Keywords,4,"Winkler, Friedrich"
3449d19d-96a8-500e-862b-8a6a29cc9ca2,tg:rubgr:4158,Keywords,1,"Dalem, Cornelis van"
dac66ae3-5cc6-51f8-9f47-9153fd2f3b7b,tg:rubgr:695,Keywords,1,"Grevenbroeck, Charles-Leopold Van"
464e61bb-da61-51f6-bc53-bafe496f4fe2,tg:rubgr:3367,Keywords,1,"Valckenborch, Lucas van"
464e61bb-da61-51f6-bc53-bafe496f4fe2,tg:rubgr:3367,Keywords,2,"Goossens, Korneel"
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,Keywords,1,"Sadeler, Aegidius"
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,Keywords,2,"Spranger, Bartholomeus"
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,Keywords,3,"Sandrart, Joachim I von"
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,Keywords,4,"Volkmann, Johann Jacob"
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,Keywords,5,"Londen, Victoria and Albert National Art Library"
6d430051-6798-51ed-9305-f3a3c61904e8,tg:rubgr:2960,Keywords,1,"Pächt, Otto"
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,Keywords,1,"Ripa, Cesare"
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,Keywords,2,"Stridbeck, Carl Gustav"
a92134b5-0ae2-5049-83e8-8a59785c8357,tg:rubgr:2433,Keywords,1,"Slatter, Eugene"
3a43620a-2bac-5589-bb3f-ddfd6c335af4,tg:rubgr:1566,Keywords,1,"Cleve, Marten van (I)"
f09d1fb6-af76-596a-b722-0c1f52f567b0,tg:rubgr:553,Keywords,1,"Goppelsroeder-Sarasin, B.J."
59674641-00a1-515f-9cec-26a121fc9497,tg:rubgr:4764,Keywords,1,"Grasshoff, Kurt"
f92af240-0dab-5612-af69-7bf1e4fca5de,tg:rubgr:103,Keywords,1,"Snel, Jacques"
f92af240-0dab-5612-af69-7bf1e4fca5de,tg:rubgr:103,Keywords,2,"Momper, Joos de (II)"
f92af240-0dab-5612-af69-7bf1e4fca5de,tg:rubgr:103,Keywords,3,"Palludaen, Joris"
f92af240-0dab-5612-af69-7bf1e4fca5de,tg:rubgr:103,Keywords,4,"Stockholm, Nationalmuseum"
c5ec9665-0dff-51a7-98be-877fbfccf427,tg:rubgr:5175,Keywords,1,"Reveley, Henry"
b5ba90dd-edf5-5023-8135-90d87cd5b893,tg:rubgr:3808,Keywords,1,"Winner, Matthias"
b5ba90dd-edf5-5023-8135-90d87cd5b893,tg:rubgr:3808,Keywords,2,"Berlijn, Kupferstichkabinett"
10a5b042-d317-57ea-a06b-54dd6c1c2068,tg:rubgr:1835,Keywords,1,"Klauner, Friderike"
10a5b042-d317-57ea-a06b-54dd6c1c2068,tg:rubgr:1835,Keywords,2,"Raczynski, Joseph Alexander"
d15dbe74-83fa-5370-9b65-17269e351743,tg:rubgr:800,Keywords,1,"Anthonisz. van Amsterdam, Cornelis"
d7f25001-8808-5a1e-a276-79ddc15266f5,tg:rubgr:945,Keywords,1,"Londen, Witt Library"
57e7a4a6-3968-5973-88ee-a479d1d247c6,tg:rubgr:416,Keywords,1,"Döring-Hirsch, Erna"
57e7a4a6-3968-5973-88ee-a479d1d247c6,tg:rubgr:416,Keywords,2,"Huizinga, Johan"
581fe53d-42a6-5af0-b2c2-c3b617436b75,tg:rubgr:1423,Keywords,1,"Antwerpen, KMSKA"
581fe53d-42a6-5af0-b2c2-c3b617436b75,tg:rubgr:1423,Keywords,2,"Londen, Witt Library"
581fe53d-42a6-5af0-b2c2-c3b617436b75,tg:rubgr:1423,Keywords,3,"Wenen, Liechtenstein Museum"
e19110fb-19df-5598-9fc7-5e85b73b2527,tg:rubgr:1589,Keywords,1,"Morton, Arthur Leslie"
124a951f-3caa-5d8f-b85c-e529e48e1764,tg:rubgr:1073,Keywords,1,Meester van Maria van Bourgondië
124a951f-3caa-5d8f-b85c-e529e48e1764,tg:rubgr:1073,Keywords,2,"Pächt, Otto"
e8303114-b787-5416-8a90-34d0f6a2ea03,tg:rubgr:251,Keywords,1,"Holbein, Hans II"
e8303114-b787-5416-8a90-34d0f6a2ea03,tg:rubgr:251,Keywords,2,"Sachs, Hans"
e8303114-b787-5416-8a90-34d0f6a2ea03,tg:rubgr:251,Keywords,3,"Steinschneider, Moritz"
4385a282-15f2-5400-88c0-ca2fa0d76a88,tg:rubgr:4965,Keywords,1,prentkunst
de809ed4-f74a-5eab-bb3a-8eb8c0b260fd,tg:rubgr:2018,Keywords,1,"Londen, Witt Library"
9ce10a8b-8fc4-5a9a-8826-30305095ffef,tg:rubgr:314,Keywords,1,voorwerp
9ce10a8b-8fc4-5a9a-8826-30305095ffef,tg:rubgr:314,Keywords,2,"Zick, Gisela"
9ce10a8b-8fc4-5a9a-8826-30305095ffef,tg:rubgr:314,Keywords,3,"Londen, The Warburg Institute Library"
0dd33f22-6022-54eb-b09e-eaa4186c4846,tg:rubgr:1321,Keywords,1,"Narbonne, Musée d'Art et d'Histoire"
0dd33f22-6022-54eb-b09e-eaa4186c4846,tg:rubgr:1321,Keywords,2,"Mandach, Conrad von"
888bc4b6-28d2-59af-8462-fb6e4eff70bd,tg:rubgr:744,Keywords,1,"Seguier, Frederick Peter"
bfad276f-a57d-5846-a290-cf92cf833b57,tg:rubgr:4089,Keywords,1,Apelles
bfad276f-a57d-5846-a290-cf92cf833b57,tg:rubgr:4089,Keywords,2,"Panofsky, Erwin"
e3cf140f-0962-53b0-be4e-93f045eac001,tg:rubgr:894,Keywords,1,"Londen, National Gallery of Art"
ada53b8a-b489-5062-b96e-835cfd2a30a1,tg:rubgr:2274,Keywords,1,"Londen, William Hallsborough Gallery"
0a29270b-6c2e-5b0b-a9c6-5f039e0f246a,tg:rubgr:2624,Keywords,1,"Münz, Ludwig"
0a29270b-6c2e-5b0b-a9c6-5f039e0f246a,tg:rubgr:2624,Keywords,2,White Christopher
8c5e08be-551d-54be-9986-a819982465de,tg:rubgr:3936,Keywords,1,"Philip, Lotte Brand"
686ecfca-4516-557b-887b-1b525e5d1abb,tg:rubgr:197,Keywords,1,kostuum
48334894-a628-55c8-90f3-d6cfada3db81,tg:rubgr:3465,Keywords,1,"Baumgart, Fritz"
d1c55ff5-5d43-5120-a147-eaf4e225e483,tg:rubgr:1008,Keywords,1,inventaris
d1c55ff5-5d43-5120-a147-eaf4e225e483,tg:rubgr:1008,Keywords,2,"Pächt, Otto"
f73e3b04-42e1-53f3-b718-80808291813f,tg:rubgr:528,Keywords,1,"Castellion, Sébastien"
f73e3b04-42e1-53f3-b718-80808291813f,tg:rubgr:528,Keywords,2,godsdienstgeschiedenis
f73e3b04-42e1-53f3-b718-80808291813f,tg:rubgr:528,Keywords,3,heksenvervolging
0faebee2-98b4-5dd3-97bf-77e6461137b6,tg:rubgr:20,Keywords,1,"Gerson, Horst"
0faebee2-98b4-5dd3-97bf-77e6461137b6,tg:rubgr:20,Keywords,2,"Pölnitz, Gerhard von"
b0ef7482-bf07-5329-ba5b-d5825210cdae,tg:rubgr:2331,Keywords,1,toeschrijving
b0ef7482-bf07-5329-ba5b-d5825210cdae,tg:rubgr:2331,Keywords,2,"Hahn, Emeric"
dc4532b1-d140-5e8f-b46f-8ac75531dccc,tg:rubgr:2761,Keywords,1,"Berenson, Bernard"
bcfc6f9e-83cd-5b6d-9f20-e99713ab2587,tg:rubgr:656,Keywords,1,"Isenbrant, Adriaen"
708ed429-392e-5eca-8a18-65eae43c07fe,tg:rubgr:1399,Keywords,1,"Goldscheider, Ludwig"
708ed429-392e-5eca-8a18-65eae43c07fe,tg:rubgr:1399,Keywords,2,"Duca, Vittorio"
708ed429-392e-5eca-8a18-65eae43c07fe,tg:rubgr:1399,Keywords,3,"Pauw, Charles de"
5a69eda4-bf29-5e19-97c2-9decaf7eef27,tg:rubgr:1663,Keywords,1,"Horenbault, Jacques"
5a69eda4-bf29-5e19-97c2-9decaf7eef27,tg:rubgr:1663,Keywords,2,"Mompere, Bartholomeus de"
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,1,Leonardo da Vinci
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,2,"Limborg, van (gebroeders)"
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,3,"Lippi, Filippino"
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,4,"Vivarini, Antonio"
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,5,"Kehrer, Hugo"
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,6,"Berlijn, Gemäldegalerie der Staatlichen Museen"
