ResourceID,card,order,Description,Description Type,Description Language
33f2d377-ac3c-5327-a7be-23f4e590d677,Descriptions,1,"[recto] Ad [Addendum] Neu 45. Am 18. Oktober 1674 erhalten sie aus Antwerpen: 'N° 49 1 Tronie van Bruegel g. 10'. Das Bild wird lt. Verkaufsbuch an 'Prins Carel van Liechtenstijn ver. am 22. Dez. 1674 verkauft: 'N° 49. 1 Tronie van den ouwen Breuegl Rijsd. 6.' (Denucé, Forchoudt, S. 140 und 172). Schliesslich findet sich noch in den Papieren der Forchoudts (Nachlass Guillam Forchaoudt, ca. 1680?) folgende Eintragung : 75. Out troniken van den ouden Bregel.'. (Denucé, Forchoudt, S. 206); [verso] weitere Köpfe [...]",Beschrijving,Nederlands
c6d9e256-6a1e-5a3a-9925-b584353913a0,Descriptions,1,Ad [Addendum] 50. Witt Library. Jan B.I Box 8. Landscapes with Horses. Quarrel at cards. Copy Vienne. Poor reproduction.,Beschrijving,Nederlands
c1213526-8aa3-5636-b761-88b23fd5499a,Descriptions,1,"Iconography. Bredius, Künstler-Inventare : Urkunden zur Geschichte der holländischen Kunst des XVIten, XVIIten und XVIIIten Jahrhunderts II 1916, Nachlass Catharina Deyl, Witwe, pp. 542-3",Beschrijving,Nederlands
6865645d-835d-5edb-a6fa-84e89256c876,Descriptions,1,"[Notitie in onbekend handschrift] Gustav Künstler, 'Landschaftsdarstellung und religiöses Weltbild in der Tafelmalerei der Übergangsepoche um 1500', Vienna Yearbook 62 (1966), pp. 103-157; Raphael, Patinir, Schottenmeister, Bruegel [...]",Beschrijving,Nederlands
31feeb3a-8d5d-5dde-8b5b-33c786c3bd5d,Descriptions,1,"[2 bladen] [blad 1] Icarus: Look up: Ovide moralisé & Narrenschiff, Ovid. Metam, V,III, 166f. Icarus & Phaeton as Antichrist, Look up, Panofsky, Iconology 1939, p. 219; [blad 2] Carnival & Lent, cf. Rabelais, Gargantua, 4th book, chapters 29-32 King Lent, ch. 35-42 The Island of the chitterling (= sausages, etc.).",Beschrijving,Nederlands
04fbc0f6-7964-5fec-aa99-f37952fc1df4,Descriptions,1,"Copy from letter of Klaus Demus 11 June, 1975: ....[sic] Kopien nach den 'Jägern im Schnee'. Das Koetsersche Bild war, J.B.I. [Jan Brueghel I]zugeschrieben, schon 1966 im Connoisseur abgebildet (vol. 163, p. 118). [...]",Beschrijving,Nederlands
609021a6-c817-5bed-98cc-6916534b4d63,Descriptions,1,"O. Fischel, 'Santi, Raffaello', Thieme-Becker XXIX (1935), p. 442.",Beschrijving,Nederlands
62948151-4c94-5bdd-a21a-608f1477d274,Descriptions,1,"Ad [Addendum] Resurrection. David Adrian FREEDBERG, Iconoclasm and Painting in the Netherlands : 1566-1609, Ph.D. Thesis Oxford 1972, J. MOLANUS, De Historia SS. Imaginum et Picturarum [pro vero earum usu contra abusus, libri IV, Lovanii : apud J. Bogardum], 1594 (Further editions 1617, 1619, 1626), citaten Freedberg pp. 156-157.",Beschrijving,Nederlands
82f085c3-e0a3-5d76-9b29-318ffab0e03e,Descriptions,1,"Krüppel. D. [Dirk] Bax, Ontcijfering van Jeroen Bosch, 's Gravenhage [Nijhoff], 1949, citaat p. 266 Anm. 92. D. Bax, Over allerhande bisschoppen en Bruegel's kreupelen in het Louvre, Historia IX (1943), p. 241 ff.",Beschrijving,Nederlands
13a592fd-0f0b-531f-8d95-a54f3f9750f4,Descriptions,1,"[3 bladen] Irving L. Zupnick, 'The Meaning of Bruegel's 'Nobody' and 'Everyman'', Gazette des Beaux-Arts LXVII (Mai-Juin 1966), pp. 257-270 [...][scan]",Beschrijving,Nederlands
b8f5eb9e-95f2-548d-8ad4-8c65553be050,Descriptions,1,"[recto-verso] Folge von 12 Roundels H. Bol inventor, A. Collaert fecit, H.v. [Hans van ] Luyck ex. [12 beschrijvingen]",Beschrijving,Nederlands
dc93b455-5ef2-564b-ad57-dc75cb4ff550,Descriptions,1,"Ad [Addendum] 64. Witt Library. Jan Brueghel. Copies after P.B.I Massacre of the Innocents: 1) Hampton Court (Photograph after Cleaning); 2) Bearsted Coll., panel 161/2 x 251/2in. Very poor photogr.",Beschrijving,Nederlands
a7642b03-dd0f-571a-8b9d-8b1810effb35,Descriptions,1,"[3 bladen] Woman taken in Adultery. Bruegel & Clovio. Important: Clovio, Moses and the Miracle of the Serpent, Drawing in the stippled manner, 17 x 15 1/2, Exh. The Popes as Builders and Humanists [= Builders and humanists : the Renaissance Popes and patrons of the arts], Houston, University of St. Thomas 1966, N° 20; [toegevoegde vermelding]: 'F.G. [...]; [blad 3, ontwerp brief][scan]",Beschrijving,Nederlands
add7db4a-cdf4-5243-a528-79417eb20d78,Descriptions,1,"Sermon of St. John. W. [Wilhelm] Hausenstein, Der Bauern-Bruegel, [(Klassische Illustratoren; 6), München: Piper], 1910, citaat p. 74.",Beschrijving,Nederlands
11b2138e-74e7-521f-b189-c1f953def81f,Descriptions,1,2 knipsels: Tolnai 48; Tolnai 51; [Notitie L. Burchard],Beschrijving,Nederlands
531cf614-2c68-518e-b586-bd494618926d,Descriptions,1,Korte inhoud: Kent verscheidene versies van dit werk die zijn afgeleid van werk van Pieter Bruegel de Jonge.,Beschrijving,Nederlands
6c64f22d-2d5d-5661-a80e-c279a5bfc831,Descriptions,1,"Ad [Addendum] Fall of Rebel Angels. The Angels with long Posaunen in flight seen in foreshortening and from underneath prepared in Last Judgment Drawing of 1558 (T.54). The helmet motif (left of centre) already very similar in 'Christ in Limbo' (T.64) dated by other hand 1561, but according to v. G. & Borms [= J.G. van Gelder, Jan Borms, Brueghels Deugden en Hoofdzonden, Antwerpen: Kopas, 1939] nearer to Sins & Virtues of 1557/58 (correct). The print (B.115) is not dated! The angel directly above the large horizontal angel on the left is very similar to the angel on the right in the Parable of the Virgins (B.123, not dated) and the angel on the extreme left is very similar to the angel [verso] on the left in the Parable of the Virgins; 4 Angels are turning against the enemy with the sound of their trumpets praising God, 7 are fighting with swords; Quote explanation of several creatures from [John B.] Knipping, [= Pieter Bruegel de Oude. De Val der opstandige engelen, (Paneel en doek; 1, 4), Leiden: L. Stafleu, 1949]!",Beschrijving,Nederlands
0bcab4b7-8d1d-5d86-a490-a1f7ec90800d,Descriptions,1,"Korte inhoud: [Taal, Duits] Dank voor ontvangen catalogus van de verzameling [Franziskus Cornelius] Butôt. Heeft niets meer vernomen van Dr. Becker. De uitgever dringt aan op afronden van de inhoud. Houdt zich beschikbaar voor Dr. Becker.",Beschrijving,Nederlands
a1ecc2f9-3753-5ab4-a5e9-b2f2e734bee6,Descriptions,1,1 zw/w foto met stempel V& A Museum; [Notitie FG]: V&A: Jacob Savery; Dyce 513.,Beschrijving,Nederlands
f715bcfd-faf9-5f78-9baa-551d4a990414,Descriptions,1,3 zw/w foto's details.,Beschrijving,Nederlands
bb62a898-50a6-50b3-a44e-2f9e060e9e81,Descriptions,1,"Ad [Addendum] 98. Witt L. P.B.II Genre outdoor without dancing. Ph. Shortened version of Carnival & Lent, Baron Coppée, Brussels, Photogr.",Beschrijving,Nederlands
3c2bcf4c-2a4e-528a-8dcb-b2d9aaaf1fed,Descriptions,1,"Korte inhoud: [Taal, Duits] Editoriale opmerkingen.",Beschrijving,Nederlands
70038380-71dd-5a9b-af39-4051d9409a9e,Descriptions,1,"Streit beim Kartenspiel in Witt L[ibray] unten Martin van Cleve (1527-1581) und auch geführt unten diesem Name eine schwache Kopie mit lehrer Dorfstraße unten in [Professor] Michielsen Sale, Frankfurt, [Rudolf] Bangel, II.IV. 1922, N° 56 'Bauernschlagerei', Holz, 40 x 52cm 'Auf der Rückseite grafliches Seigel von um 1600.' Aus der Darmstädter Gemäldegalerei dort als Bauernbrueghel.",Beschrijving,Nederlands
449468cf-8bb0-5fb9-8d6c-c0f46d0b9883,Descriptions,1,1 zw/w foto. Diameter 14 cm 5 1/2m². 14 sur chêne. [notitie FG]: This photo is slightly enlarged.,Beschrijving,Nederlands
5106b653-34ce-568b-a589-321045ea8df2,Descriptions,1,"Ad [Addendum] Bruegel & Ortelius. A.C. Duke, Hidden Messages. H. de la Fontaine Verwey, The Times Literary Supplement November 28, 1975.",Beschrijving,Nederlands
443d95f3-e455-5e8a-8463-56421a30fb26,Descriptions,1,"2 zw/w foto [Stempel Lichtbeelden Instituut Amsterdam], [Gonella], Vienna; [Wien, Kunsthistorisches Museum]; [Notitie in onbekend handschrift]: 'Niederländisch: 'Bildnis eines Narren', inv.nr.  1840'; [Notitie FG]: 'Pächt, Jb. d. Kh. Sammlungen 1974: 'Fouquet'.",Beschrijving,Nederlands
44f316c0-2c66-508d-a47e-3fe71e01064e,Descriptions,1,"Ad [Addendum] fantastic Landscape. Jurgis Baltrusaitis, Aberrations : essai sur la légende des formes, Paris: Flammarion 1957, citaten pp. 121-124",Beschrijving,Nederlands
675ad524-cfb6-5d06-9684-ac3f31dd37ec,Descriptions,1,Korte inhoud: Verwijst voor Flowercollectie door naar Colnaghi. Deelt mee wanneer hij kan bereikt worden.,Beschrijving,Nederlands
fd86a9ca-697e-5d44-9605-1832fe5b4d74,Descriptions,1,"Avaritia. 'The love of money is the root of all evil.' [Citaten uit Duitse Bijbel, Luther 1912?] 1 Timotheus 6, 9-10; Epheser 5, 3, 5, 18, 19.",Beschrijving,Nederlands
720fd76d-d5a6-5e2b-b964-dbd86d71de31,Descriptions,1,"Wien, Kunsthistorisches Museum. [Detailaanduiding in potlood, recto]; [verso] Krüppel mit Fuchsschwänzer.",Beschrijving,Nederlands
6db128d1-86f3-5b4c-9d24-b3eacf525c6f,Descriptions,1,"[Addendum] 110. Witt Library. P.B.I Genre Outdoor without Dancing. Works of Mercy.: 1) Fétis Sale, Brussels, Nov. 1908, N° 12, Bois, 43 x 57 cm. Signé P.Brevghel (sic!); 2) Private Coll. Holland. Exh. de Boer 1934, N° 22, Panel, 42 x 57 cm.",Beschrijving,Nederlands
037309f8-8f5b-5f37-8044-6ce5455e61ee,Descriptions,1,"Ad [Addendum] Brueghel [sic]: Babylon. Turm, cf. Marc Anton Michiel (ca. 1525) abgedruckt bei [Theodor von] Frimmel, Beilage der Blätter f[ür] Gemäldekunde, II, Leipzig, Mai 1907, citaat p. 57; [Felix] Becker, Schriftquellen zur Geschichte der altniederländischen Kunst [=Malerei nach den Hauptmeistern chronologisch geordnet], Leipzig [Sellmann & Henne], 1897.",Beschrijving,Nederlands
32e4eb8d-a113-5c79-a6c7-a4fccf150f52,Descriptions,1,"[2 bladen] Kurt Erasmus, Roelant Savery : sein Leben und seine Werke, Halle a.S., 1908, citaten pp. 142ff.",Beschrijving,Nederlands
c64486c7-ca7c-50cb-a364-d6818b775779,Descriptions,1,Naer het Leven. Used in Bruegel paintings (T.95) [...][scan],Beschrijving,Nederlands
b30d8240-2015-58a6-908f-bdd8020b27d0,Descriptions,1,"August Corbet, Pieter Coecke van Aelst, (Maerlandtbibliotheek, XXI), Antwerpen [De Sikkel], 1950, citaten pp. 10-12.",Beschrijving,Nederlands
e47c3249-7620-578a-a233-18d69d472267,Descriptions,1,"1 zw/w foto. [Notitie in onbekend handschrift]: 'Bois H 75 cm, L 103 cm; [Notitie FG]: 'June 1969 with Robert Finck, 62 Bd. de Waterloo, Brussels, ex. coll. Ludwig, Bern; [toegevoegde vermelding]: 'Martin van Cleve.'",Beschrijving,Nederlands
1fe0af91-d0d6-5d5c-a2eb-ad5ec544a1c9,Descriptions,1,"13 zw/w foto's: [Stempel ACL]: 1 van het geheel, 12 details, Antwerpen, Museum Mayer van den Bergh.",Beschrijving,Nederlands
2e48946a-6634-5a76-a87d-0d025b40e35e,Descriptions,1,"Ad [Addendum] 54. Witt Library. P. Balten. [Doorstreept]: 'La fête de Kermesse de St. George', [vervangen door]: Kermesse mit Bühne seitenverkehrt; [doorstreept]: 1) Amsterdam (Photo).",Beschrijving,Nederlands
60a7ed78-29f0-5074-b651-1fe965b6967a,Descriptions,1,"Bruegel. Conversion of Saul. The posture of Saul seen from head on, supporting himself on his left arm, and of his horse (reversal and slightly altered, rather close tot the print of this subject by Cornelis Bos (S. [Sune] Schéle, Cornelis Bos: a study of the origins of the Netherland grotesque]) Stockholm [Almqvist & Wiksell],1965, pl. 14, fig. 4 (Catalogue Nos 35-44. Story of St. Paul, 10 prints) signed and dated 1546/CB, 84 x 116 mm. For composition of Conversion of Saul see also P. Coecke: Moeurs et fachons, II-IV.",Beschrijving,Nederlands
ec73addb-a202-5871-b1cf-8f8edfad9b2e,Descriptions,1,Die Komposition der Reinhardt Anbetung von 1567 Zug von rechts nach links schließt sich an der Volkszählung von 1566.,Beschrijving,Nederlands
037f7439-1ffa-5f8f-8a6c-0c28259af299,Descriptions,1,"[recto] Dulle Griet: Figur auf dem Dach. F.G. Die Kugel bei Geldschieter auf dem Dach, gedeutet als Vanitas bei Lieselotte Möller, [Bildgeschichtliche Studien zu Stammbuchbildern. II. Die Kugel als Vanitassymbol], Jb. d. Hamburger Kstsamlgen [= Jahrbuch der Hamburger Kunstsammlungen], II, 1952, 162 [...]; [verso] [....][ [Fritz] Saxl, [Otto Kurz, 'A Spiritual Encyclopaedia of the Later Middle Ages', Warb. Journ. [= Journal of the Warburg Institute], V, 1942, p. 127, (pl. 31) [...][scan]",Beschrijving,Nederlands
66f93fc0-a409-50c8-b7dd-a2d40ade7e93,Descriptions,1,"Ad [Addendum] 24. P.B.II, Witt Library. Under Genre, [onleesbaar] without dancing with churches; Copy after the Vienna November; Arot Sale, Fiévez, Brussels, 29-X-1928 [= Catalogue de tableaux des écoles allemande, anglaise, espagnole, flamande, française, hollandaise et italienne du XVe au XXe siècles: Collection M. Arot; œuvres de Bega, ... dont la vente publique dans la Galerie Fiévez, 29 octobre 1928], N° 19 BREUGHEL, Pierre II, Paysage ...[sic] Monogrammé en bas à droite; Voir planche IV; Bois, 44 x 71 cm.",Beschrijving,Nederlands
fcca69b7-8694-5e9f-a294-84ae17d30d44,Descriptions,1,"Bruegel-Bosch: Haywain-Ira (Combe)[= Jacques Combe, 'Jérôme Bosch dans l'art de Pierre Bruegel', Les Arts plastiques, II, 1948 (11-12), pp. 435-446.]; [toegevoegde vermelding]: 'F.G. [...]'[scan]",Beschrijving,Nederlands
e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,Descriptions,1,"[Briefhoofd Musées Royaux des Beaux-Arts de Belgique] Korte inhoud: [Taal, Frans] Dankbrief voor de ontvangst door F.G. Vermeldt het bezoek aan de collectie Seilern. Informeert naar de Jordaensfoto uit Chatsworth.",Beschrijving,Nederlands
d6b93a71-5062-53d8-a45f-2068f718a811,Descriptions,1,[Briefhoofd Direktion der Bayerischen Staatsgemäldesammlungen] Geeft toestemming tot publicatie in ruil voor overdruk.,Beschrijving,Nederlands
ea56551b-1143-5c33-aa7d-fda9ed25be41,Descriptions,1,[3 bladen] Korte inhoud: Antwoord op een brief en een artikel van FG. Het artikel was een interpretatie van Carnival and Lent. Stridbeck ziet overeenkomsten met Tolnay. FG interpreteert beide zijden van het schilderij als symbolen van goed en kwaad. Stridbeck heeft een andere mening. Vraagt FG op welke wijze hij zijn opvatting moet vermelden in een op handen zijnde artikel (Warburg Journal) of later in zijn boek. Is verheugd te vernemen dat FG het schilderij (Storm) toeschrijft aan Bruegel (in tegenstelling tot Boström). Hij heeft hierover een bespreking geschreven in een volgend nummer van Konsthistorisk Tidskrift. Hij bespreekt geen technische aspecten en gaat daarin alleen in op de iconologische problematiek.[scan],Beschrijving,Nederlands
9382b653-8e87-5dd3-a9e7-f6c96d94597b,Descriptions,1,Off-prints of Franz Review: FG; A.S.; Baudouin; Alpers; Winner; Warburg; Rowlands,Beschrijving,Nederlands
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,Descriptions,1,"Ad [Addendum] 16. Ad Bruegel: Umwelt von Jerusalem in Hintergrund von Kreuztragungen. Kreuzigungen s. Ansicht v[on] Jerusalem. Holzschnitt von H. [Herman] van Borculo 1538, Utrecht Museum. N° 801. Verwendet in Scorel's Einzug Christi in Jerusalem, Utrecht Centraal Museum, N° 256.",Beschrijving,Nederlands
8c348455-2b81-54f0-8b92-5517a3c802f9,Descriptions,1,"Ad [Addendum] La Tour. Sale Duke of Buckingham and Chandos, Storm (Christie & Manson), August 15 -Oct. 1848. The Stowe Catalogue, priced and annotated by H.R. Forster, London 1848, citaat p. 159, 21st Day, Sept. 12, 1848, 91 [...]",Beschrijving,Nederlands
291b64fa-e066-533a-80b3-f35509e95957,Descriptions,1,"[Briefhoofd The National gallery, London] Korte inhoud: Verwijst i.v.m. collectie Aartshertog Ernst naar Speth-Holterhoff. Stelt voorstel van FG om informatie te geven over Bruegel n.a.v. de nieuwe collectiecatalogus, op prijs. Heeft vragen bij Münz' opmerkingen m.b.t. motief op kledingboord Koning en bij het ontbreken van een os in de stal.",Beschrijving,Nederlands
14bfaf93-51e4-5e6a-b04d-86babe0e2c5d,Descriptions,1,"[vouwblad] In connection with Landscape with Sailing Boats & Burning Town: 1) Examine picture in Coll. Shapiro once more; 2) Establish for certain paintings by Cornelis Massys (form of signature etc): a. C. Bertin, signed CMF1543 [onleesbaar]); b. Antwerp signed CMA 1547 Urteil; c. drawings Brussels signed; [verso] Examine Gilles Mostaert e.g. Landscape with Christopher [onleesbaar] N° 1661 in 1911 catalogue p. 156 (repr. p. 155) as 'Niederländische Künstler um 1600' but according to Glück (probably correctly) in Art Quarterly, Winter 1950, p. 46, described as a copy after Gilles Mostaert (not repr. in 1929 reproductions).",Beschrijving,Nederlands
0e356e97-41e8-5790-8127-b0f0873a4b02,Descriptions,1,"Ad [Addendum] Bruegel: Drawing of Martinswand. A.H. [Aydua] Scott-Elliot, Tobias Verhaecht (1561-1631), A view of the Inn valley with the Martinswand, coll. A.E. Oppé citaten pp. 54-56.",Beschrijving,Nederlands
d1c3de03-3579-5d65-80be-4dfd50ffdb35,Descriptions,1,"[recto-verso] Murder of Innocents. [Theodor von] Frimmel, Kleine Galeriestudien, N.F. Die Gemäldesammlung in Hermannstadt, Wien 1894, citaten p. 21 nr. 75; p. 22.",Beschrijving,Nederlands
84116d26-0e48-5078-84df-e8f8124562fc,Descriptions,1,"Ad [Addendum] 7. [doorstreept:Neu15]. 10. Triumph des Todes. Valckenisse 1614, D. [= Denucé, II) 23; Jer. [Jeremias] Wildens 1653, D. [= Denucé, II) 166.",Beschrijving,Nederlands
e4d6b69a-736d-587c-bbed-7bd11276c3e1,Descriptions,1,"[2 bladen] [blad 1, recto] Ad [Addendum] Sermon of St. John. Lucas Cranach, Fragment of a panel of this subject in Oldenburg Gemäldegalerie (H.W.[Herbert Wolfgang] KEISER, Gemäldegalerie Oldenburg (Catalogue, Munich 1966, p. 48) (probably right part) On the right people climbing a tree from which they watch and listen. By the right edge a potraitlike figure (trägt die Züge Friedrichs des Weisen?) c. 1510-16. 'Verwandt in der Komposition doch keineswegs übereinstimment mit dem Holzschnitt des gleichen Gegenstandes von 1516' Look up in Hollstein; [blad 2, recto] Ad Sermon of St John. Antwerp: Crédit Communal de Belge. L'Escaut et Anvers (Exh. 1966-67) [Max Servais, Frans Smekens, L' Escaut et Anvers : témoignages d'un essor, Anvers: Crédit communal, 1966], Pl. facing p. 24 of catalogue showing various preachers with crowds listening, and soldiers on guard. Anonymous woodcut inscribed at top: Antwerpen (central part only reproduced) Antwerp appears in background across the river. Open country with some trees. The crowd in the left background. Inscribed: Confessi. Below them in the wood a smaller crowd, with bearded preacher, inscribed: Walen. In centre larger crowd, also with bearded preacher inscribed: Reformeerd. In text p. 58 this woodcut is described as followed; [blad 2, verso] Anonyme. La rade d'Anvers - 1515(?) (in B. de Opitiis) Conciones reformatorum ac Martinistrarum extra Antwerpiam, 1566 (détail) Look up in BM.",Beschrijving,Nederlands
5f9b9a41-8fd9-544e-97b5-e9583d68618a,Descriptions,1,Korte inhoud: Deelt mee dat Kronacker liever niet heeft dat Rizzoli over De Goede Herder publiceert. FG krijgt de toelating wel. [scan],Beschrijving,Nederlands
508c061b-0ac3-5200-a66f-29fa46ca06fa,Descriptions,1,"Sale Dessins Anciens, Prince W. [Wladimir Nikolaevic] Argoutinksy-Dolgoroukoff (première partie), Amsterdam (De Vries), 27.3.1925 [= Catalogue d'une collection précieuse de dessins anciens : formant la première partie de la collection du prince W. Argoutinsky-Dolgoroukoff de St. Petersbourg, Amsterdam: R.W.P. De Vries, 1925]; Hans Bol (Malines 1534-1593): 31. L' été: Dans une grande plaine entourée d'arbres plusieurs personnes sont occupées. On y voit un berger gardant ses brebis (ganz im Hintergrund), la récolte des fruits (vor einen Baum, auf den Leute geklettert sind (unter eine Frau mit Korbe aufblickend & der Baum sieht nicht eine Kirschbaum aus), un repas champêtre [onleesbaar], une bergère entrain de traire une chèvre (vorne rechts) et des oiseleurs chassant des oiseaux en trébuchet (vorne links); lavis de bistre Haut 23, larg. 29,5 cm. Dessin charmant ayant servi pour une gravure, Repr. pl. VI.",Beschrijving,Nederlands
a0dc4c1f-74b7-5c47-ba47-c97627e76096,Descriptions,1,"[2 bladen] [blad 1] Jan GRAULS, Uit Bruegels Spreekwoorden, Annuaire des Musées Royaux des Beaux-arts de Belgique II, 1939, pp. 91-107, citaat [p. 92] Ablehnung der Deutung """"Elck poigt om zijne"""" (Jeder zieht von seiner Seite) dafür; [blad 2, recto-verso] 13. Jan Grauls, [o.c], """"Elck treckt om dlancste"""", citaten pp. 98-103.",Beschrijving,Nederlands
