ResourceID,brocade.id,card,order,Related Dossier
609021a6-c817-5bed-98cc-6916534b4d63,tg:rubgr:4772,RelatedDossiers,1,AFG_129
609021a6-c817-5bed-98cc-6916534b4d63,tg:rubgr:4772,RelatedDossiers,2,AFG_125
62948151-4c94-5bdd-a21a-608f1477d274,tg:rubgr:545,RelatedDossiers,1,AFG_011
82f085c3-e0a3-5d76-9b29-318ffab0e03e,tg:rubgr:1570,RelatedDossiers,1,AFG_042
13a592fd-0f0b-531f-8d95-a54f3f9750f4,tg:rubgr:4288,RelatedDossiers,1,AFG_111
b8f5eb9e-95f2-548d-8ad4-8c65553be050,tg:rubgr:1065,RelatedDossiers,1,AFG_023
dc93b455-5ef2-564b-ad57-dc75cb4ff550,tg:rubgr:3058,RelatedDossiers,1,AFG_089
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,RelatedDossiers,1,AFG_111
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,RelatedDossiers,2,AFG_021
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,RelatedDossiers,3,AFG_038
add7db4a-cdf4-5243-a528-79417eb20d78,tg:rubgr:1435,RelatedDossiers,1,AFG_038
11b2138e-74e7-521f-b189-c1f953def81f,tg:rubgr:3408,RelatedDossiers,1,AFG_093
531cf614-2c68-518e-b586-bd494618926d,tg:rubgr:4637,RelatedDossiers,1,AFG_121
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,RelatedDossiers,1,AFG_008
0bcab4b7-8d1d-5d86-a490-a1f7ec90800d,tg:rubgr:1966,RelatedDossiers,1,AFG_054
a1ecc2f9-3753-5ab4-a5e9-b2f2e734bee6,tg:rubgr:2649,RelatedDossiers,1,AFG_084
f715bcfd-faf9-5f78-9baa-551d4a990414,tg:rubgr:953,RelatedDossiers,1,AFG_021
bb62a898-50a6-50b3-a44e-2f9e060e9e81,tg:rubgr:2219,RelatedDossiers,1,AFG_067
3c2bcf4c-2a4e-528a-8dcb-b2d9aaaf1fed,tg:rubgr:5026,RelatedDossiers,1,AFG_139
70038380-71dd-5a9b-af39-4051d9409a9e,tg:rubgr:2537,RelatedDossiers,1,AFG_083
449468cf-8bb0-5fb9-8d6c-c0f46d0b9883,tg:rubgr:2167,RelatedDossiers,1,AFG_060
5106b653-34ce-568b-a589-321045ea8df2,tg:rubgr:4119,RelatedDossiers,1,AFG_108
443d95f3-e455-5e8a-8463-56421a30fb26,tg:rubgr:3326,RelatedDossiers,1,AFG_092
44f316c0-2c66-508d-a47e-3fe71e01064e,tg:rubgr:4549,RelatedDossiers,1,AFG_116
675ad524-cfb6-5d06-9684-ac3f31dd37ec,tg:rubgr:3776,RelatedDossiers,1,AFG_099
fd86a9ca-697e-5d44-9605-1832fe5b4d74,tg:rubgr:2864,RelatedDossiers,1,AFG_086
720fd76d-d5a6-5e2b-b964-dbd86d71de31,tg:rubgr:284,RelatedDossiers,1,AFG_005
6db128d1-86f3-5b4c-9d24-b3eacf525c6f,tg:rubgr:3263,RelatedDossiers,1,AFG_091
037309f8-8f5b-5f37-8044-6ce5455e61ee,tg:rubgr:791,RelatedDossiers,1,AFG_017
32e4eb8d-a113-5c79-a6c7-a4fccf150f52,tg:rubgr:3799,RelatedDossiers,1,AFG_099
c64486c7-ca7c-50cb-a364-d6818b775779,tg:rubgr:3633,RelatedDossiers,1,AFG_097
b30d8240-2015-58a6-908f-bdd8020b27d0,tg:rubgr:2921,RelatedDossiers,1,AFG_086
e47c3249-7620-578a-a233-18d69d472267,tg:rubgr:2472,RelatedDossiers,1,AFG_083
1fe0af91-d0d6-5d5c-a2eb-ad5ec544a1c9,tg:rubgr:2188,RelatedDossiers,1,AFG_063
2e48946a-6634-5a76-a87d-0d025b40e35e,tg:rubgr:2022,RelatedDossiers,1,AFG_055
60a7ed78-29f0-5074-b651-1fe965b6967a,tg:rubgr:1527,RelatedDossiers,1,AFG_041
ec73addb-a202-5871-b1cf-8f8edfad9b2e,tg:rubgr:4725,RelatedDossiers,1,AFG_128
ec73addb-a202-5871-b1cf-8f8edfad9b2e,tg:rubgr:4725,RelatedDossiers,2,AFG_033
ec73addb-a202-5871-b1cf-8f8edfad9b2e,tg:rubgr:4725,RelatedDossiers,3,AFG_040
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,RelatedDossiers,1,AFG_010
66f93fc0-a409-50c8-b7dd-a2d40ade7e93,tg:rubgr:1177,RelatedDossiers,1,AFG_027
fcca69b7-8694-5e9f-a294-84ae17d30d44,tg:rubgr:4375,RelatedDossiers,1,AFG_111
e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,tg:rubgr:142,RelatedDossiers,1,AFG_003
d6b93a71-5062-53d8-a45f-2068f718a811,tg:rubgr:5134,RelatedDossiers,1,AFG_143
ea56551b-1143-5c33-aa7d-fda9ed25be41,tg:rubgr:1874,RelatedDossiers,1,AFG_050
ea56551b-1143-5c33-aa7d-fda9ed25be41,tg:rubgr:1874,RelatedDossiers,2,AFG_005
9382b653-8e87-5dd3-a9e7-f6c96d94597b,tg:rubgr:3849,RelatedDossiers,1,AFG_101
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,tg:rubgr:841,RelatedDossiers,1,AFG_019
8c348455-2b81-54f0-8b92-5517a3c802f9,tg:rubgr:5071,RelatedDossiers,1,AFG_141
291b64fa-e066-533a-80b3-f35509e95957,tg:rubgr:904,RelatedDossiers,1,AFG_020
14bfaf93-51e4-5e6a-b04d-86babe0e2c5d,tg:rubgr:1931,RelatedDossiers,1,AFG_054
0e356e97-41e8-5790-8127-b0f0873a4b02,tg:rubgr:4660,RelatedDossiers,1,AFG_121
d1c3de03-3579-5d65-80be-4dfd50ffdb35,tg:rubgr:1198,RelatedDossiers,1,AFG_029
84116d26-0e48-5078-84df-e8f8124562fc,tg:rubgr:457,RelatedDossiers,1,AFG_009
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,RelatedDossiers,1,AFG_038
5f9b9a41-8fd9-544e-97b5-e9583d68618a,tg:rubgr:4230,RelatedDossiers,1,AFG_111
5f9b9a41-8fd9-544e-97b5-e9583d68618a,tg:rubgr:4230,RelatedDossiers,2,AFG_046
508c061b-0ac3-5200-a66f-29fa46ca06fa,tg:rubgr:1032,RelatedDossiers,1,AFG_022
a0dc4c1f-74b7-5c47-ba47-c97627e76096,tg:rubgr:292,RelatedDossiers,1,AFG_006
1abc553b-befd-5a22-a2c4-d56419da9908,tg:rubgr:2872,RelatedDossiers,1,AFG_086
a7260df8-a873-5baa-8215-29583d82c2de,tg:rubgr:3760,RelatedDossiers,1,AFG_098
229ba1fe-3025-5478-b1a6-9f3f120d29e8,tg:rubgr:768,RelatedDossiers,1,AFG_017
9b74ed7c-f590-58fb-b5df-1583dd0b6621,tg:rubgr:3330,RelatedDossiers,1,AFG_092
05ec1fa4-fab4-578d-91fb-022fb102f71c,tg:rubgr:338,RelatedDossiers,1,AFG_006
b7769732-1102-575a-97b1-9f9e27c2732d,tg:rubgr:2171,RelatedDossiers,1,AFG_061
862a892d-c5b8-5f1f-83c5-ced9958e2748,tg:rubgr:2521,RelatedDossiers,1,AFG_083
80d4588d-503e-560e-87a3-1d44db419649,tg:rubgr:2034,RelatedDossiers,1,AFG_055
7b3bfad1-584f-5ca9-af95-510983fe9d91,tg:rubgr:4949,RelatedDossiers,1,AFG_136
3cebb87f-6cb9-5949-aa14-cbfb10f15df2,tg:rubgr:2464,RelatedDossiers,1,AFG_083
52185ea3-17c4-504e-b163-2e48d6bdb444,tg:rubgr:2937,RelatedDossiers,1,AFG_086
52185ea3-17c4-504e-b163-2e48d6bdb444,tg:rubgr:2937,RelatedDossiers,2,AFG_011
3fac2592-4423-55c8-8e66-739a4c60838f,tg:rubgr:1618,RelatedDossiers,1,AFG_044
526b700f-e3fc-5e17-ab4a-85bf5a48780e,tg:rubgr:3625,RelatedDossiers,1,AFG_097
01e63bde-b5f0-5f51-a022-8a0774f1d01c,tg:rubgr:787,RelatedDossiers,1,AFG_017
c0bab8ac-de0e-5a75-af27-c180db8650b4,tg:rubgr:1248,RelatedDossiers,1,AFG_030
ea369e97-f1a3-5ec6-b8c7-fb9b99a9cba1,tg:rubgr:3275,RelatedDossiers,1,AFG_092
230a0b02-94ee-56b2-a90f-8e58ae40178f,tg:rubgr:857,RelatedDossiers,1,AFG_019
7c2a84a8-3f6b-5158-80fe-8a5979769ca8,tg:rubgr:5088,RelatedDossiers,1,AFG_142
c0b60f8f-12af-51ae-8819-a872b42f41fa,tg:rubgr:1862,RelatedDossiers,1,AFG_050
5793d084-6d19-50ab-ab38-f08121b1073b,tg:rubgr:5122,RelatedDossiers,1,AFG_143
5793d084-6d19-50ab-ab38-f08121b1073b,tg:rubgr:5122,RelatedDossiers,2,AFG_021
442f8d59-3201-577b-ae69-8f1998987cb8,tg:rubgr:154,RelatedDossiers,1,AFG_003
5a2c0228-5de3-58a4-b9d6-6ca44f3112b0,tg:rubgr:4363,RelatedDossiers,1,AFG_111
740c891c-0120-5e2e-82c5-e2ba7ec42b35,tg:rubgr:1161,RelatedDossiers,1,AFG_026
335a3943-18f6-5c3c-9111-97cc5575385c,tg:rubgr:4699,RelatedDossiers,1,AFG_127
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,RelatedDossiers,1,AFG_010
95177e93-fd68-5449-a662-c5cf3ebbef2c,tg:rubgr:4733,RelatedDossiers,1,AFG_128
e252befe-b683-5741-9f3e-20e89db9f808,tg:rubgr:1531,RelatedDossiers,1,AFG_041
e35d0ef8-cdd9-531e-96f3-c970b021768d,tg:rubgr:3019,RelatedDossiers,1,AFG_089
b6e33e93-997a-53cd-8edb-dee29dd632d7,tg:rubgr:1024,RelatedDossiers,1,AFG_022
50e75d0f-818c-5fd5-bf79-a0f9239d9c86,tg:rubgr:4226,RelatedDossiers,1,AFG_111
50e75d0f-818c-5fd5-bf79-a0f9239d9c86,tg:rubgr:4226,RelatedDossiers,2,AFG_046
8e9f9d1b-40b8-59da-962d-e9b4f0d1ed34,tg:rubgr:3449,RelatedDossiers,1,AFG_094
11484f99-ccf3-5fc1-9db3-7035560a602d,tg:rubgr:1474,RelatedDossiers,1,AFG_038
f8030d3e-7c70-567e-a6fc-93997443c2b8,tg:rubgr:441,RelatedDossiers,1,AFG_009
ba302184-385b-52f4-8bc2-95e48027f2d4,tg:rubgr:4676,RelatedDossiers,1,AFG_122
2734e8c4-5fe1-5bd2-8504-e2b54dd217e5,tg:rubgr:2608,RelatedDossiers,1,AFG_084
992f645a-38f2-592a-939d-c449949edca5,tg:rubgr:1927,RelatedDossiers,1,AFG_054
c3acbb61-9caf-5d14-a4de-860ab704d52e,tg:rubgr:912,RelatedDossiers,1,AFG_020
facb367c-ddb7-5741-b6df-cfc80a08be6d,tg:rubgr:2258,RelatedDossiers,1,AFG_069
c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,tg:rubgr:5067,RelatedDossiers,1,AFG_141
5c211aea-0282-5bfd-b7ca-2eb8189a8b05,tg:rubgr:2576,RelatedDossiers,1,AFG_083
1bdf25d0-ccff-5d0d-8a0e-507176920d33,tg:rubgr:5319,RelatedDossiers,1,AFG_145
dae122f4-2002-5f16-aae8-9c06b9ec0464,tg:rubgr:2126,RelatedDossiers,1,AFG_058
3449d19d-96a8-500e-862b-8a6a29cc9ca2,tg:rubgr:4158,RelatedDossiers,1,AFG_109
dac66ae3-5cc6-51f8-9f47-9153fd2f3b7b,tg:rubgr:695,RelatedDossiers,1,AFG_016
464e61bb-da61-51f6-bc53-bafe496f4fe2,tg:rubgr:3367,RelatedDossiers,1,AFG_093
56ab6dca-0490-51e3-a944-314583817b88,tg:rubgr:4508,RelatedDossiers,1,AFG_115
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,RelatedDossiers,1,AFG_086
88eb0865-9a90-57f0-9b99-9637b00d3210,tg:rubgr:3737,RelatedDossiers,1,AFG_098
61ec8430-6d0e-585f-adc2-895e3984f41d,tg:rubgr:3222,RelatedDossiers,1,AFG_091
5df1f967-bb5c-5f35-a6d9-2f1ecba745bf,tg:rubgr:380,RelatedDossiers,1,AFG_007
6d430051-6798-51ed-9305-f3a3c61904e8,tg:rubgr:2960,RelatedDossiers,1,AFG_086
6a9aeea9-31e4-5806-8ade-b058b788f941,tg:rubgr:3672,RelatedDossiers,1,AFG_097
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,RelatedDossiers,1,AFG_093
a92134b5-0ae2-5049-83e8-8a59785c8357,tg:rubgr:2433,RelatedDossiers,1,AFG_082
fb224144-3e5f-5edb-ba90-a21e0a17a872,tg:rubgr:2063,RelatedDossiers,1,AFG_056
dc371fd6-36b1-5690-be18-81dccbaa9287,tg:rubgr:2599,RelatedDossiers,1,AFG_084
3a43620a-2bac-5589-bb3f-ddfd6c335af4,tg:rubgr:1566,RelatedDossiers,1,AFG_042
f09d1fb6-af76-596a-b722-0c1f52f567b0,tg:rubgr:553,RelatedDossiers,1,AFG_011
59674641-00a1-515f-9cec-26a121fc9497,tg:rubgr:4764,RelatedDossiers,1,AFG_128
59674641-00a1-515f-9cec-26a121fc9497,tg:rubgr:4764,RelatedDossiers,2,AFG_026
0ba17f58-abe3-5f39-9ded-a3ada2b01f2f,tg:rubgr:1136,RelatedDossiers,1,AFG_024
f92af240-0dab-5612-af69-7bf1e4fca5de,tg:rubgr:103,RelatedDossiers,1,AFG_003
cad2fbb7-1db2-510b-8c2d-3d6acee73863,tg:rubgr:4334,RelatedDossiers,1,AFG_111
c5ec9665-0dff-51a7-98be-877fbfccf427,tg:rubgr:5175,RelatedDossiers,1,AFG_143
b5ba90dd-edf5-5023-8135-90d87cd5b893,tg:rubgr:3808,RelatedDossiers,1,AFG_099
10a5b042-d317-57ea-a06b-54dd6c1c2068,tg:rubgr:1835,RelatedDossiers,1,AFG_049
d15dbe74-83fa-5370-9b65-17269e351743,tg:rubgr:800,RelatedDossiers,1,AFG_017
87f951f5-1aae-580d-ac42-3c651954e77d,tg:rubgr:5030,RelatedDossiers,1,AFG_139
d7f25001-8808-5a1e-a276-79ddc15266f5,tg:rubgr:945,RelatedDossiers,1,AFG_021
4df5c77e-ff3e-5376-9dbf-9e62791f746b,tg:rubgr:1970,RelatedDossiers,1,AFG_055
57e7a4a6-3968-5973-88ee-a479d1d247c6,tg:rubgr:416,RelatedDossiers,1,AFG_009
e5b73b74-f6d6-51e7-bef5-bf54db49ace1,tg:rubgr:4621,RelatedDossiers,1,AFG_119
581fe53d-42a6-5af0-b2c2-c3b617436b75,tg:rubgr:1423,RelatedDossiers,1,AFG_038
b82694f7-b33b-5007-a2d4-e3ef415c6c76,tg:rubgr:4271,RelatedDossiers,1,AFG_111
e19110fb-19df-5598-9fc7-5e85b73b2527,tg:rubgr:1589,RelatedDossiers,1,AFG_043
124a951f-3caa-5d8f-b85c-e529e48e1764,tg:rubgr:1073,RelatedDossiers,1,AFG_023
a5faaec0-e8c6-56a9-9d0d-8fcfc462b6b4,tg:rubgr:1264,RelatedDossiers,1,AFG_033
2e1db667-0e6a-5ab6-b811-5e0eba212b79,tg:rubgr:3259,RelatedDossiers,1,AFG_091
e8303114-b787-5416-8a90-34d0f6a2ea03,tg:rubgr:251,RelatedDossiers,1,AFG_005
476a46ba-23f6-58be-bbb3-fb03ffb5e69c,tg:rubgr:4066,RelatedDossiers,1,AFG_106
10961998-faa7-58cc-a46f-ebf082530899,tg:rubgr:1634,RelatedDossiers,1,AFG_044
6a125937-5e2f-508e-8522-e71cc55c963f,tg:rubgr:3609,RelatedDossiers,1,AFG_097
ee2ee171-7e06-52a8-8cf7-0ffa28e77235,tg:rubgr:601,RelatedDossiers,1,AFG_013
809d33c7-06d0-5bf0-91d8-f29ed337b516,tg:rubgr:4436,RelatedDossiers,1,AFG_112
245a391c-8e42-5d2a-a333-6f48ee5cd7b1,tg:rubgr:2448,RelatedDossiers,1,AFG_082
4385a282-15f2-5400-88c0-ca2fa0d76a88,tg:rubgr:4965,RelatedDossiers,1,AFG_136
de809ed4-f74a-5eab-bb3a-8eb8c0b260fd,tg:rubgr:2018,RelatedDossiers,1,AFG_055
f9fcec3f-63fe-5635-83b4-a05c0a2ec356,tg:rubgr:5227,RelatedDossiers,1,AFG_144
446d2f55-01da-5024-8328-fb0eaeecf10e,tg:rubgr:4820,RelatedDossiers,1,AFG_134
9ce10a8b-8fc4-5a9a-8826-30305095ffef,tg:rubgr:314,RelatedDossiers,1,AFG_006
2a60ce34-0374-54ae-b2f2-9f2941ff1567,tg:rubgr:4123,RelatedDossiers,1,AFG_109
2a60ce34-0374-54ae-b2f2-9f2941ff1567,tg:rubgr:4123,RelatedDossiers,2,AFG_003
0dd33f22-6022-54eb-b09e-eaa4186c4846,tg:rubgr:1321,RelatedDossiers,1,AFG_034
888bc4b6-28d2-59af-8462-fb6e4eff70bd,tg:rubgr:744,RelatedDossiers,1,AFG_017
c82a571b-607f-5163-92ec-964de8eb1ffc,tg:rubgr:4573,RelatedDossiers,1,AFG_117
6dd8733c-f7b5-5445-84b1-21ea6f86f559,tg:rubgr:1771,RelatedDossiers,1,AFG_046
6dd8733c-f7b5-5445-84b1-21ea6f86f559,tg:rubgr:1771,RelatedDossiers,2,AFG_042
bfad276f-a57d-5846-a290-cf92cf833b57,tg:rubgr:4089,RelatedDossiers,1,AFG_108
e3cf140f-0962-53b0-be4e-93f045eac001,tg:rubgr:894,RelatedDossiers,1,AFG_020
ada53b8a-b489-5062-b96e-835cfd2a30a1,tg:rubgr:2274,RelatedDossiers,1,AFG_071
0a29270b-6c2e-5b0b-a9c6-5f039e0f246a,tg:rubgr:2624,RelatedDossiers,1,AFG_084
8c5e08be-551d-54be-9986-a819982465de,tg:rubgr:3936,RelatedDossiers,1,AFG_102
8c5e08be-551d-54be-9986-a819982465de,tg:rubgr:3936,RelatedDossiers,2,AFG_047
686ecfca-4516-557b-887b-1b525e5d1abb,tg:rubgr:197,RelatedDossiers,1,AFG_004
686ecfca-4516-557b-887b-1b525e5d1abb,tg:rubgr:197,RelatedDossiers,2,AFG_009
48334894-a628-55c8-90f3-d6cfada3db81,tg:rubgr:3465,RelatedDossiers,1,AFG_094
afda0051-abc2-581b-8f0d-920f75d04230,tg:rubgr:1458,RelatedDossiers,1,AFG_038
75464bb2-5fc1-5030-a63a-b46a65bab78e,tg:rubgr:3035,RelatedDossiers,1,AFG_089
d1c55ff5-5d43-5120-a147-eaf4e225e483,tg:rubgr:1008,RelatedDossiers,1,AFG_022
bf6e6cb2-7b49-5144-bfb4-9db3b87414c8,tg:rubgr:3520,RelatedDossiers,1,AFG_095
f73e3b04-42e1-53f3-b718-80808291813f,tg:rubgr:528,RelatedDossiers,1,AFG_010
26ae5397-e6e9-5f05-ba99-8ea72d6a2638,tg:rubgr:482,RelatedDossiers,1,AFG_009
90df76a2-4539-5421-a2af-6e6fa07dd7f0,tg:rubgr:3170,RelatedDossiers,1,AFG_090
9199b22d-e43b-5609-a102-b8e3729ec0ce,tg:rubgr:178,RelatedDossiers,1,AFG_003
0faebee2-98b4-5dd3-97bf-77e6461137b6,tg:rubgr:20,RelatedDossiers,1,AFG_001
b0ef7482-bf07-5329-ba5b-d5825210cdae,tg:rubgr:2331,RelatedDossiers,1,AFG_077
dc4532b1-d140-5e8f-b46f-8ac75531dccc,tg:rubgr:2761,RelatedDossiers,1,AFG_086
fd41893b-387b-594e-ab82-19bbc7f23f98,tg:rubgr:3873,RelatedDossiers,1,AFG_101
807c47e4-af47-589c-87e8-69d1d9080b58,tg:rubgr:5270,RelatedDossiers,1,AFG_144
d89e63c3-5c0d-58f8-81b0-9f1ccb032ec9,tg:rubgr:4898,RelatedDossiers,1,AFG_136
16ea83b2-23eb-5631-89c4-34fa83c6be51,tg:rubgr:4932,RelatedDossiers,1,AFG_136
16ea83b2-23eb-5631-89c4-34fa83c6be51,tg:rubgr:4932,RelatedDossiers,2,AFG_050
bcfc6f9e-83cd-5b6d-9f20-e99713ab2587,tg:rubgr:656,RelatedDossiers,1,AFG_015
c0659472-0262-5599-8575-e5790d3119e6,tg:rubgr:4461,RelatedDossiers,1,AFG_113
708ed429-392e-5eca-8a18-65eae43c07fe,tg:rubgr:1399,RelatedDossiers,1,AFG_038
5a69eda4-bf29-5e19-97c2-9decaf7eef27,tg:rubgr:1663,RelatedDossiers,1,AFG_045
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,RelatedDossiers,1,AFG_004
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,RelatedDossiers,2,AFG_020
283aec9b-5cc8-5447-aca8-8d170fed70b2,tg:rubgr:4031,RelatedDossiers,1,AFG_106
83a8c3c9-6c0b-5367-803e-5dfc4a21df47,tg:rubgr:1233,RelatedDossiers,1,AFG_029
f54d5bbc-c866-53f6-8eab-2756f8b36691,tg:rubgr:2809,RelatedDossiers,1,AFG_086
15fdd219-f80a-5ca7-93ce-119f2f7847d5,tg:rubgr:1726,RelatedDossiers,1,AFG_046
a54845e2-62a8-5462-88f3-9e6a3d73999b,tg:rubgr:713,RelatedDossiers,1,AFG_017
aeede4ed-6812-5289-a56d-8eeed595d83d,tg:rubgr:4524,RelatedDossiers,1,AFG_116
100c81c8-d38f-54f4-9552-abd01adfca1f,tg:rubgr:1376,RelatedDossiers,1,AFG_037
e51571ea-7877-5f44-a5db-13a3ea7aedce,tg:rubgr:343,RelatedDossiers,1,AFG_006
e2194f36-da74-5034-9cea-80f1e2c5248a,tg:rubgr:4174,RelatedDossiers,1,AFG_109
0939cc3d-27f7-53d2-8037-6bfe59c66b4d,tg:rubgr:5335,RelatedDossiers,1,AFG_145
202c96b1-0b32-5760-92ca-9725be3ae2ec,tg:rubgr:4877,RelatedDossiers,1,AFG_136
422a2582-1683-5940-a7fc-3296395c61d3,tg:rubgr:590,RelatedDossiers,1,AFG_012
3e2e0506-7f01-5627-b6b1-58bb07ffb726,tg:rubgr:3062,RelatedDossiers,1,AFG_089
fd9eab5f-a963-5551-a6b3-d48ebc6eb267,tg:rubgr:3598,RelatedDossiers,1,AFG_097
0efe3ebb-ec10-5132-ab71-13d7f41210ae,tg:rubgr:3432,RelatedDossiers,1,AFG_093
3f4882e7-2156-50ad-a957-b12c1adb704d,tg:rubgr:2673,RelatedDossiers,1,AFG_084
faeb788b-9f35-557a-8a19-314a99b7c115,tg:rubgr:3961,RelatedDossiers,1,AFG_102
7112dc95-6c51-594a-910d-b11f820dc529,tg:rubgr:98,RelatedDossiers,1,AFG_003
04b12d92-e4c5-5d98-a516-e37e39209dfb,tg:rubgr:2389,RelatedDossiers,1,AFG_077
8c778f0a-b432-52bb-a209-d6f206e9348b,tg:rubgr:969,RelatedDossiers,1,AFG_022
388666aa-b99f-5e33-9179-d7ae1db64f58,tg:rubgr:2223,RelatedDossiers,1,AFG_068
9e196bb0-7f75-5a56-a23b-051cb2a474b6,tg:rubgr:2736,RelatedDossiers,1,AFG_085
969c225b-75a5-5e9e-84f8-67bc46338208,tg:rubgr:3824,RelatedDossiers,1,AFG_099
088c0221-f8a0-5969-b19d-5b127367b001,tg:rubgr:1819,RelatedDossiers,1,AFG_047
91767c84-7722-523a-a127-543c280e65bd,tg:rubgr:5159,RelatedDossiers,1,AFG_143
91767c84-7722-523a-a127-543c280e65bd,tg:rubgr:5159,RelatedDossiers,2,AFG_021
b71c8834-3018-564f-a707-518fe2f9ecc4,tg:rubgr:986,RelatedDossiers,1,AFG_022
c569babb-c0a4-5df4-90e8-4d0f8edd3011,tg:rubgr:77,RelatedDossiers,1,AFG_003
1c79fab5-84da-5f36-b982-24f79a4e6dd9,tg:rubgr:2366,RelatedDossiers,1,AFG_077
1c79fab5-84da-5f36-b982-24f79a4e6dd9,tg:rubgr:2366,RelatedDossiers,2,AFG_050
b9cd1192-003b-5a26-8396-7c38b924cf6a,tg:rubgr:4318,RelatedDossiers,1,AFG_111
5be5b0c8-dac0-5e2d-9a4f-420f2eb8b69e,tg:rubgr:3127,RelatedDossiers,1,AFG_090
51b66bb9-3e0d-5a13-807c-3edad416c7be,tg:rubgr:4748,RelatedDossiers,1,AFG_128
5ef9a0d5-c848-51e0-9426-60375ade756c,tg:rubgr:3577,RelatedDossiers,1,AFG_097
04061c0c-3414-511d-830c-6d1b9b243723,tg:rubgr:3218,RelatedDossiers,1,AFG_091
536e9755-fd98-5f58-b08a-9400cbcf76f7,tg:rubgr:1225,RelatedDossiers,1,AFG_029
96dec8d4-9dc8-5465-98ac-6e518caf4661,tg:rubgr:4027,RelatedDossiers,1,AFG_106
