ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
002f61ae-3da1-5ccf-ba41-731b84871b97,tg:lhsc:976_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,gypsum,kenmerken/lhtechbasissc.lhtechsc,kenmerken/lhtechbasissc.lhkleur,white (color),,,,,,,,,,,,,,
002f61ae-3da1-5ccf-ba41-731b84871b97,tg:lhsc:976_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,death masks,,
002f61ae-3da1-5ccf-ba41-731b84871b97,tg:lhsc:976_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.0,open
003a9cb2-fa7d-5885-a932-0a0ca18c5a08,tg:lhob:589_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:589_#1,https://data.letterenhuis.be/ark:/24970/003a9cb2-fa7d-5885-a932-0a0ca18c5a08,,,
003a9cb2-fa7d-5885-a932-0a0ca18c5a08,tg:lhob:589_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhdiamob,"3,8",,,,,,,,,,,,,,,"3,8 - diameter, kenmerken.lhdiamob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003a9cb2-fa7d-5885-a932-0a0ca18c5a08,tg:lhob:589_#1,e22_Dimensions,,,,,,,kenmerken.lhdiamob,,,,,,,,,,,,,38,diameter,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003a9cb2-fa7d-5885-a932-0a0ca18c5a08,tg:lhob:589_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhob,tg:lhob:589_#1,S 395 / E,003a9cb2-fa7d-5885-a932-0a0ca18c5a08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003a9cb2-fa7d-5885-a932-0a0ca18c5a08,tg:lhob:589_#1,e22_Marks,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>LE / PLAE INC.</p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,
003a9cb2-fa7d-5885-a932-0a0ca18c5a08,tg:lhob:589_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhob,,,,,,,,,,,,,,,bronze (metal),kenmerken/lhmateriaalob.lhmateriaalsoortob,kenmerken/lhmateriaalob.lhmateriaalkleurob,silver (color),,,,,,,,,,,,,,
003a9cb2-fa7d-5885-a932-0a0ca18c5a08,tg:lhob:589_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeob,vmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medals,,
003a9cb2-fa7d-5885-a932-0a0ca18c5a08,tg:lhob:589_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.0,permission required
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:159_#1,https://data.letterenhuis.be/ark:/24970/004cf8c9-09a9-5b07-b2cf-23ed8a451825,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_AcquisitionNumbers,1,,,,43293,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_Acquisitions,1,tr:lh:2247,"dlod={""name"":""Archiefstukken van Jan Adriaensen"",""ark"":""ark:/24970/x0/ecc73f5e-a39f-5ed7-bafd-192035f8acd6"",""uri"":""/repositories/11/accessions/240432"",""id"":""tr:lh:2247"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ecc73f5e-a39f-5ed7-bafd-192035f8acd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Doos 4 / 26,Doos 4 / 26,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_Archives,1,,,,,,,,,,,isad:lh:134261,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/4d6a242f-2c51-5903-8036-64821d8c8c7d"",""uri"":""/repositories/11/archival_objects/14365930"",""id"":""isad:lh:134261"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[Jan Baptist Corneel Adriaensen](au::120)~"",""resourceArk"":""ark:/24970/x0/cec7aee7-ede6-513a-8336-a1106b000f5d"",""resourceURI"":""/repositories/11/resources/1285394"",""resourceID"":""isad:lh:12013"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/4d6a242f-2c51-5903-8036-64821d8c8c7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatob.lhformatbrob,9,,,,,,,,,,,,,,,"9 - dimension, kenmerken/lhformatob.lhformatbrob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatob.lhformathoob,12,,,,,,,,,,,,,,,"12 - dimension, kenmerken/lhformatob.lhformathoob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatob.lhformatdiob,4,,,,,,,,,,,,,,,"4 - dimension, kenmerken/lhformatob.lhformatdiob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_Dimensions,,,,,,,kenmerken/lhformatob.lhformatbrob,,,,,,,,,,,,,90,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_Dimensions,,,,,,,kenmerken/lhformatob.lhformathoob,,,,,,,,,,,,,120,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_Dimensions,,,,,,,kenmerken/lhformatob.lhformatdiob,,,,,,,,,,,,,40,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhob,tg:lhob:159_#1,A 2012 / V,004cf8c9-09a9-5b07-b2cf-23ed8a451825,tr:lh:2247,43293,V3 B 1 A1,isad:lh:134261,,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhob,,,,,,,,,,,,,,,wood (plant material),kenmerken/lhmateriaalob.lhmateriaalsoortob,kenmerken/lhmateriaalob.lhmateriaalkleurob,black (color),,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhob,,,,,,,,,,,,,,,copper (metal),kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,yellow (color),,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_Materials,1,,,,,,kenmerken/lhmateriaalaanvob.lhmateriaalextraob,vleg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alloy,,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_Materials,1,,,,,,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lacquer (material),,,,,,,,,,,,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeob,vschr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writing instruments,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_ProductionTechniques,1,,,,,,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lacquering,,,,,,
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,permission required
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:728_#1,https://data.letterenhuis.be/ark:/24970/005a5b2d-8288-59a3-beef-b164f087713c,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_AcquisitionNumbers,1,,,,168006,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_Conditions,2,,,,,,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>(27/08/2001)</p>
",,,,,,,,,"<ul>
<li>opp.vuil</li>
</ul>
<p>(27/08/2001)</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhdiamsc,47 d4,,,,,,,,,,,,,,,"47 d4 - diameter, kenmerken.lhdiamsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,h 47 b 47 d 4,,,,,,,,,,,,,,,"h 47 b 47 d 4 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_Dimensions,,,,,,,kenmerken.lhdiamsc,,,,,,,,,,,,,4740,diameter,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,470,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,470,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,40,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:728_#1,K2 B 16 A,005a5b2d-8288-59a3-beef-b164f087713c,,168006,,,,,,,,,,,,,,,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Onder: _ G.VAN DEN MEERSCHE_</p>
<p>Links: <em>Xe VL. POËZIEDAGEN-MERENDREE 1951.</em></p>
<p>Rechts: <em>E.H.B. DE CRAENE - STICHTER</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,gypsum,kenmerken/lhtechbasissc.lhtechsc,,,,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,paint (coating),kenmerken/lhtechaanvsc.lhtechtaddsc,kenmerken/lhtechaanvsc.lhkleur,beige (color),,,,,,,,,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medallions (medals),,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_ProductionTechniques,1,,,,,,kenmerken/lhtechaanvsc.lhtechtaddsc,xpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artificial patina,,,,,,
005a5b2d-8288-59a3-beef-b164f087713c,tg:lhsc:728_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,permission required
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1597_#1,https://data.letterenhuis.be/ark:/24970/00a3713d-c091-572f-b372-f5971dcd2a5d,,,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_AcquisitionNumbers,1,,,,199595,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_Acquisitions,1,tr:lh:7669,"dlod={""name"":""Schenking van Lutgardis Dosfel"",""ark"":""ark:/24970/x0/a9c048fb-2d84-5c31-83ad-fd83a23f9a99"",""uri"":""/repositories/11/accessions/820586"",""id"":""tr:lh:7669"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/a9c048fb-2d84-5c31-83ad-fd83a23f9a99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_Conditions,2,,,,,,note.lhconditie,"<p>licht beschadigd: verf afgeschilferd (3 stukjes) links onderaan.</p>
",,,,,,,,,"<p>licht beschadigd: verf afgeschilferd (3 stukjes) links onderaan.</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhdiamsc,50,,,,,,,,,,,,,,,"50 - diameter, kenmerken.lhdiamsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_Dimensions,,,,,,,kenmerken.lhdiamsc,,,,,,,,,,,,,500,diameter,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:1597_#1,K2 B 34 A,00a3713d-c091-572f-b372-f5971dcd2a5d,tr:lh:7669,199595,,,,,,,,,,,,,,,,,,,,,,,,,,,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Vooraan: _ 1875 1942</p>
<p>Roza de Guchtenaere_</p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,gypsum,kenmerken/lhtechbasissc.lhtechsc,,,,,,,,,,,,,,,,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,paint (coating),kenmerken/lhtechaanvsc.lhtechtaddsc,,,,,,,,,,,,,,,,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medallions (medals),,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_ProductionTechniques,1,,,,,,kenmerken/lhtechaanvsc.lhtechtaddsc,xgs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artificial patina,,,,,,
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required
01048217-8059-57f6-ab97-5fabcd3ca690,tg:lhsc:1018_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1018_#1,https://data.letterenhuis.be/ark:/24970/01048217-8059-57f6-ab97-5fabcd3ca690,,,
01048217-8059-57f6-ab97-5fabcd3ca690,tg:lhsc:1018_#1,e22_AcquisitionNumbers,1,,,,129691,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01048217-8059-57f6-ab97-5fabcd3ca690,tg:lhsc:1018_#1,e22_Acquisitions,1,tr:lh:5941,"dlod={""name"":""Archiefstukken van Anton van de Velde"",""ark"":""ark:/24970/x0/a675d56d-df3b-5c80-8d18-0bb6f991958a"",""uri"":""/repositories/11/accessions/635690"",""id"":""tr:lh:5941"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/a675d56d-df3b-5c80-8d18-0bb6f991958a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01048217-8059-57f6-ab97-5fabcd3ca690,tg:lhsc:1018_#1,e22_Archives,1,,,,,,,,,,,isad:lh:96782,"dlod={""name"":""Beeldhouwwerken"",""ark"":""ark:/24970/x0/28985403-9918-5158-a0d1-0b7f49bca774"",""uri"":""/repositories/11/archival_objects/10355677"",""id"":""isad:lh:96782"",""nameWithContext"":[""Verzamelingen"",""Kunstwerken""],""resourceName"":""Archief van ~[Anton van de Velde](au::19127)~"",""resourceArk"":""ark:/24970/x0/0776ea70-9b5a-5cfe-8f5e-58cfe313940a"",""resourceURI"":""/repositories/11/resources/463955"",""resourceID"":""isad:lh:4336"",""capacity"":""Beeldhouwwerken"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/28985403-9918-5158-a0d1-0b7f49bca774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01048217-8059-57f6-ab97-5fabcd3ca690,tg:lhsc:1018_#1,e22_Conditions,2,,,,,,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: rechtse oor</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: topje neus, verspreid over object</p>
</li>
</ul>
<p>(06/09/2001)</p>
",,,,,,,,,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: rechtse oor</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: topje neus, verspreid over object</p>
</li>
</ul>
<p>(06/09/2001)</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01048217-8059-57f6-ab97-5fabcd3ca690,tg:lhsc:1018_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,h 23 b 19 d 17,,,,,,,,,,,,,,,"h 23 b 19 d 17 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01048217-8059-57f6-ab97-5fabcd3ca690,tg:lhsc:1018_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,230,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
