ResourceID,brocade.id,card,order,External Relation,External Relation URL,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type
69f08c39-b838-57b1-98b6-0d04ac59ebf9,tg:rubgr:2429,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2449,Verwijzing naar Grossmann object,,,
69f08c39-b838-57b1-98b6-0d04ac59ebf9,tg:rubgr:2429,ExternalRelations,2,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2430,Verwijzing naar Grossmann object,,,
69f08c39-b838-57b1-98b6-0d04ac59ebf9,tg:rubgr:2429,ExternalRelations,3,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2450,Verwijzing naar Grossmann object,,,
69f08c39-b838-57b1-98b6-0d04ac59ebf9,tg:rubgr:2429,ExternalRelations,4,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2428,Verwijzing naar Grossmann object,,,
21b98523-1953-5222-bf58-55dc47fb9c51,tg:rubgr:1747,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:12879084,Bibliotheekcatalogus van het Rubenianum,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:215,Verwijzing naar Grossmann object,,,
22671933-0ed5-578a-87c8-7988aeed42f8,tg:rubgr:174,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:173,Verwijzing naar Grossmann object,,,
e7e2ea61-d663-57e0-8c6a-c292d8678095,tg:rubgr:748,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:14744777,Bibliotheekcatalogus van het Rubenianum,,,
e7e2ea61-d663-57e0-8c6a-c292d8678095,tg:rubgr:748,ExternalRelations,2,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:746,Verwijzing naar Grossmann object,,,
b2e3659a-a775-57c2-807f-3ceadf6d3afe,tg:rubgr:3828,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3825,Verwijzing naar Grossmann object,,,
931e776c-4cde-5a59-8092-a24eb9b837bb,tg:rubgr:1395,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:963530,Bibliotheekcatalogus van het Rubenianum,,,
feda592c-e655-520c-89f0-32eb1140bd1e,tg:rubgr:2669,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2668,Verwijzing naar Grossmann object,,,
33e6cb98-f088-5610-aa3a-346865cb1d69,tg:rubgr:2393,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2392,Verwijzing naar Grossmann object,,,
a7642c59-ff93-588a-9729-84a045f10181,tg:rubgr:2686,ExternalRelations,1,gerelateerd onderdeel,https://anet.be/record/rub/opacrub/tg:rubgr:2687,Verwijzing naar Grossmann object,,,
ef0ebb1f-7b18-52b1-8be2-5c70bbdc3c42,tg:rubgr:1228,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:1223,Verwijzing naar Grossmann object,,,
7b747166-e6dc-54ae-8bb5-3d846ae8688e,tg:rubgr:2668,ExternalRelations,1,gerelateerd onderdeel,https://anet.be/record/rub/opacrub/tg:rubgr:2669,Verwijzing naar Grossmann object,,,
7b747166-e6dc-54ae-8bb5-3d846ae8688e,tg:rubgr:2668,ExternalRelations,2,gerelateerd onderdeel,https://anet.be/record/rub/opacrub/tg:rubgr:2670,Verwijzing naar Grossmann object,,,
d5ab01e5-834f-5d86-93ed-bd48d18a7b4a,tg:rubgr:2687,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2686,Verwijzing naar Grossmann object,,,
13ed4e87-4215-5c52-a594-fd7ede674dbd,tg:rubgr:964,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:960,Verwijzing naar Grossmann object,,,
0d9b6087-0a9e-519e-9db4-78c093e1a3fd,tg:rubgr:1951,ExternalRelations,1,gerelateerd onderdeel,https://anet.be/record/rub/opacrub/tg:rubgr:1950,Verwijzing naar Grossmann object,,,
ed50cbf0-3cd7-5b70-b567-3981214cf5a4,tg:rubgr:1052,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:1051,Verwijzing naar Grossmann object,,,
ed50cbf0-3cd7-5b70-b567-3981214cf5a4,tg:rubgr:1052,ExternalRelations,2,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:1049,Verwijzing naar Grossmann object,,,
dd716db3-acb4-5860-baa3-44900cc45ba0,tg:rubgr:749,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:746,Verwijzing naar Grossmann object,,,
2846af04-26e3-5315-9499-1707e7dc7abc,tg:rubgr:3278,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13257359,Bibliotheekcatalogus van het Rubenianum,,,
ee1c0d14-5963-56a2-aa18-5febed47009d,tg:rubgr:2255,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2252,Verwijzing naar Grossmann object,,,
650824f7-25ba-5e6e-99fd-b8e970458faa,tg:rubgr:2605,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2603,Verwijzing naar Grossmann object,,,
810e529c-4cfb-5f36-9b0e-339276216d32,tg:rubgr:1316,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:174496,Bibliotheekcatalogus van het Rubenianum,,,
41e38a9a-6f5e-5bf8-98c6-f32568556140,tg:rubgr:374,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13265393,Bibliotheekcatalogus van het Rubenianum,,,
fcb9061a-6de6-5007-9932-c937b7042d63,tg:rubgr:231,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13233632,Bibliotheekcatalogus van het Rubenianum,,,
cc85858b-fd77-58e1-b4dd-a3753b829db7,tg:rubgr:2644,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2643,Verwijzing naar Grossmann object,,,
ff824a8e-6eb1-53ee-bf5c-9ca5114c653f,tg:rubgr:180,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:161,Verwijzing naar Grossmann object,,,
29b31f8d-19f8-552b-a7b1-02a44fff02ef,tg:rubgr:883,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:882,Verwijzing naar Grossmann object,,,
2c84467b-8d5a-5f9b-9320-985992ccffd5,tg:rubgr:1789,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:1788,Verwijzing naar Grossmann object,,,
2c84467b-8d5a-5f9b-9320-985992ccffd5,tg:rubgr:1789,ExternalRelations,2,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:1781,Verwijzing naar Grossmann object,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:746,Verwijzing naar Grossmann object,,,
5001e9ad-b31c-51a2-9dbd-7750882316e5,tg:rubgr:2058,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13258060,Bibliotheekcatalogus van het Rubenianum,,,
cc246775-3079-55df-b07b-be4b37ef14ac,tg:rubgr:2672,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:104521,Bibliotheekcatalogus van het Rubenianum,,,
7ad9e225-a8f2-5c48-a589-d217c7fe1728,tg:rubgr:179,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:151,Verwijzing naar Grossmann object,,,
7ad9e225-a8f2-5c48-a589-d217c7fe1728,tg:rubgr:179,ExternalRelations,2,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:134,Verwijzing naar Grossmann object,,,
16efc67f-124a-530c-b828-2d56a75d7263,tg:rubgr:2577,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2567,Verwijzing naar Grossmann object,,,
df3facf0-800b-5a3f-8bf2-d13da174eef7,tg:rubgr:3389,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13265314,Bibliotheekcatalogus van het Rubenianum,,,
df3facf0-800b-5a3f-8bf2-d13da174eef7,tg:rubgr:3389,ExternalRelations,2,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3387,Verwijzing naar Grossmann object,,,
22292a2d-27b0-529f-8b30-7cbcb86d78ea,tg:rubgr:2432,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2431,Verwijzing naar Grossmann object,,,
f29442b7-1841-5b95-bb48-04c1796d4f76,tg:rubgr:2598,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2593,Verwijzing naar Grossmann object,,,
75cb7d52-2f7e-54d0-bfb9-bdab1bd82664,tg:rubgr:3848,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3842,Verwijzing naar Grossmann object,,,
3284df85-3d3e-525e-824d-3b5458cfdc71,tg:rubgr:285,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13265393,Bibliotheekcatalogus van het Rubenianum,,,
2dbd966d-6a33-5ca1-8f03-5e064659fc13,tg:rubgr:3402,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3399,Verwijzing naar Grossmann object,,,
bf0080a3-19d7-5d04-a2e0-761bbc229834,tg:rubgr:2643,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2642,Verwijzing naar Grossmann object,,,
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,tg:rubgr:2585,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2584,Verwijzing naar Grossmann object,,,
d0d97662-579f-5d74-ba59-6d37984ae4ad,tg:rubgr:2614,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2613,Verwijzing naar Grossmann object,,,
5c9fae6f-2718-58ca-bcfe-c825f51fc4aa,tg:rubgr:3793,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3773,Verwijzing naar Grossmann object,,,
f7e0d038-cf36-5891-84a8-0baab4d226ce,tg:rubgr:3290,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3288,Verwijzing naar Grossmann object,,,
a4dc60eb-db7a-5a7f-b527-e969ebae5dcc,tg:rubgr:51,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:30,Verwijzing naar Grossmann object,,,
657f2127-fea9-580a-ab96-f6470961edd2,tg:rubgr:1901,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:1900,Verwijzing naar Grossmann object,,,
85357ec8-ad78-52db-8cb5-a71febd4d4ee,tg:rubgr:1147,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:1132,Verwijzing naar Grossmann object,,,
403e04e0-99d1-5eb1-84f2-0fd960b6ad7c,tg:rubgr:2291,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2290,Verwijzing naar Grossmann object,,,
4a0da24b-0d38-583d-934a-c055c1f6a81a,tg:rubgr:2507,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2506,Verwijzing naar Grossmann object,,,
bb12196f-e08a-5608-a307-d418ada105d0,tg:rubgr:2679,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:814718,Bibliotheekcatalogus van het Rubenianum,,,
bb12196f-e08a-5608-a307-d418ada105d0,tg:rubgr:2679,ExternalRelations,2,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2678,Verwijzing naar Grossmann object,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2695,Verwijzing naar Grossmann object,,,
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,ExternalRelations,2,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2688,Verwijzing naar Grossmann object,,,
38937fca-468d-5ca4-aa57-569520ea0c06,tg:rubgr:2415,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2414,Verwijzing naar Grossmann object,,,
35d9d58f-2f6d-5f20-b613-c3b51cc62175,tg:rubgr:2045,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2038,Verwijzing naar Grossmann object,,,
60024bf2-04c6-5cdd-b9cf-8c7f68bbcb60,tg:rubgr:2395,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:1099083,Bibliotheekcatalogus van het Rubenianum,,,
9816adf3-e28f-5e46-abc5-8b289a27d0f8,tg:rubgr:2680,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2675,Verwijzing naar Grossmann object,,,
9816adf3-e28f-5e46-abc5-8b289a27d0f8,tg:rubgr:2680,ExternalRelations,2,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2676,Verwijzing naar Grossmann object,,,
9816adf3-e28f-5e46-abc5-8b289a27d0f8,tg:rubgr:2680,ExternalRelations,3,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2677,Verwijzing naar Grossmann object,,,
9816adf3-e28f-5e46-abc5-8b289a27d0f8,tg:rubgr:2680,ExternalRelations,4,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2681,Verwijzing naar Grossmann object,,,
9816adf3-e28f-5e46-abc5-8b289a27d0f8,tg:rubgr:2680,ExternalRelations,5,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2674,Verwijzing naar Grossmann object,,,
11e77783-028f-5c86-8f00-ce05e3d90c16,tg:rubgr:3357,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3350,Verwijzing naar Grossmann object,,,
3ee7ddc9-3651-574c-b5fc-0e83bd3d3e0c,tg:rubgr:2638,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2637,Verwijzing naar Grossmann object,,,
9111ea72-c472-5aff-ab8b-e28e527f50a3,tg:rubgr:3300,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3288,Verwijzing naar Grossmann object,,,
779c81ca-ead6-50a3-9756-6dea7c0b3a30,tg:rubgr:3398,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3395,Verwijzing naar Grossmann object,,,
4fb2b437-4544-5320-aefc-0b96d55d3601,tg:rubgr:797,ExternalRelations,1,gerelateerd onderdeel,https://anet.be/record/rub/opacrub/tg:rubgr:798,Verwijzing naar Grossmann object,,,
582b1ab1-7c33-5f62-ae37-cce4d41cb24f,tg:rubgr:2618,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2617,Verwijzing naar Grossmann object,,,
756e189b-27cc-5c87-828a-e063fae5c035,tg:rubgr:2527,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2525,Verwijzing naar Grossmann object,,,
9bd29bb8-a232-5dae-b7e8-e5a82ab5e7dc,tg:rubgr:2198,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2197,Verwijzing naar Grossmann object,,,
b7ce9e03-eb90-59f0-bc32-ba583525da11,tg:rubgr:2337,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2336,Verwijzing naar Grossmann object,,,
dcbad928-101a-59f3-9f8a-fdf938ec956e,tg:rubgr:3434,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:3400,Verwijzing naar Grossmann object,,,
dcbad928-101a-59f3-9f8a-fdf938ec956e,tg:rubgr:3434,ExternalRelations,2,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3431,Verwijzing naar Grossmann object,,,
379c31fe-8604-5592-b341-57c7d71fc6f1,tg:rubgr:754,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:746,Verwijzing naar Grossmann object,,,
a830ccbb-dc63-5696-8553-07133fb63f56,tg:rubgr:3589,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3584,Verwijzing naar Grossmann object,,,
48731a8d-1e50-5236-bc84-073f677a5ed3,tg:rubgr:3435,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3431,Verwijzing naar Grossmann object,,,
c07a1761-9c77-55e4-b3f9-2546f4dba166,tg:rubgr:2418,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2417,Verwijzing naar Grossmann object,,,
3a44b4df-d5bc-559f-bc79-e99a2b007397,tg:rubgr:485,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:483,Verwijzing naar Grossmann object,,,
2f740096-4fcd-5b8f-8fc5-6aa789509a1b,tg:rubgr:1326,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:174496,Bibliotheekcatalogus van het Rubenianum,,,
2f093b34-3b2b-5cdc-a3c0-c35661f98bd2,tg:rubgr:3360,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3350,Verwijzing naar Grossmann object,,,
24e99f58-7a24-5009-addf-a2286849e5b2,tg:rubgr:1648,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:882044,Bibliotheekcatalogus van het Rubenianum,,,
a182423b-dd22-5922-9e27-cdf5dfcc7788,tg:rubgr:2619,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2617,Verwijzing naar Grossmann object,,,
ec285ce3-28af-52dd-b8ed-2288c8889793,tg:rubgr:811,ExternalRelations,1,gerelateerd onderdeel,https://anet.be/record/rub/opacrub/tg:rubgr:808,Verwijzing naar Grossmann object,,,
d27ce0b6-1ca2-5b23-92d8-ad197022df0f,tg:rubgr:2072,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2065,Verwijzing naar Grossmann object,,,
62a18e27-4942-5e62-8349-628c609a730e,tg:rubgr:3301,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3288,Verwijzing naar Grossmann object,,,
2c82a38a-2e94-5098-8bec-506dfaff7ee7,tg:rubgr:2639,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2637,Verwijzing naar Grossmann object,,,
85daac65-0bdc-5c07-9bb9-8ebb1d060295,tg:rubgr:866,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13126762,Bibliotheekcatalogus van het Rubenianum,,,
f00d235c-0265-5059-9073-9090437b14e0,tg:rubgr:3585,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3584,Verwijzing naar Grossmann object,,,
d815b894-e683-5bad-a312-8ead8c5b48ea,tg:rubgr:2681,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2674,Verwijzing naar Grossmann object,,,
d815b894-e683-5bad-a312-8ead8c5b48ea,tg:rubgr:2681,ExternalRelations,2,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2675,Verwijzing naar Grossmann object,,,
d815b894-e683-5bad-a312-8ead8c5b48ea,tg:rubgr:2681,ExternalRelations,3,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2676,Verwijzing naar Grossmann object,,,
d815b894-e683-5bad-a312-8ead8c5b48ea,tg:rubgr:2681,ExternalRelations,4,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2677,Verwijzing naar Grossmann object,,,
d815b894-e683-5bad-a312-8ead8c5b48ea,tg:rubgr:2681,ExternalRelations,5,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2680,Verwijzing naar Grossmann object,,,
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3338,Verwijzing naar Grossmann object,,,
df189aed-1b3e-5489-af24-97b5737459de,tg:rubgr:348,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:324,Verwijzing naar Grossmann object,,,
ab3c6373-ec39-5b84-973f-80b85e4c6f22,tg:rubgr:4344,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:12926620,Bibliotheekcatalogus van het Rubenianum,,,
4fa9643d-e296-549e-9932-84a73acd50de,tg:rubgr:1644,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:206782,Bibliotheekcatalogus van het Rubenianum,,,
a2dfb28e-bf9d-5953-9663-132085e84139,tg:rubgr:2438,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2435,Verwijzing naar Grossmann object,,,
54c000a1-9d22-51a2-ab8f-af348b5dacb6,tg:rubgr:1756,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:1701,Verwijzing naar Grossmann object,,,
54c000a1-9d22-51a2-ab8f-af348b5dacb6,tg:rubgr:1756,ExternalRelations,2,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:1770,Verwijzing naar Grossmann object,,,
c4481e03-e121-5164-8d59-4641604bd7b1,tg:rubgr:1740,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:1737,Verwijzing naar Grossmann object,,,
a272b967-497b-5153-a79c-805956095ef4,tg:rubgr:2642,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:2641,Verwijzing naar Grossmann object,,,
f94f1b80-e964-5b7f-bc6e-dfeca8fd9573,tg:rubgr:958,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:954,Verwijzing naar Grossmann object,,,
f94f1b80-e964-5b7f-bc6e-dfeca8fd9573,tg:rubgr:958,ExternalRelations,2,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:955,Verwijzing naar Grossmann object,,,
199a3cf9-b051-5f83-9331-52970cab5dad,tg:rubgr:3302,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3288,Verwijzing naar Grossmann object,,,
6eb526a7-3a4e-5460-8230-d9b96ed1ec39,tg:rubgr:2682,ExternalRelations,1,gerelateerd onderdeel,https://anet.be/record/rub/opacrub/tg:rubgr:2683,Verwijzing naar Grossmann object,,,
6eb526a7-3a4e-5460-8230-d9b96ed1ec39,tg:rubgr:2682,ExternalRelations,2,gerelateerd onderdeel,https://anet.be/record/rub/opacrub/tg:rubgr:2684,Verwijzing naar Grossmann object,,,
6eb526a7-3a4e-5460-8230-d9b96ed1ec39,tg:rubgr:2682,ExternalRelations,3,gerelateerd onderdeel,https://anet.be/record/rub/opacrub/tg:rubgr:2685,Verwijzing naar Grossmann object,,,
41797050-21d4-5bcf-baeb-3fd04f1fb882,tg:rubgr:3343,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3338,Verwijzing naar Grossmann object,,,
28f18e54-90a2-5d2f-b252-321994b7d86b,tg:rubgr:3590,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3584,Verwijzing naar Grossmann object,,,
5365a24f-38cc-5bfd-9384-47f5c2b2fa18,tg:rubgr:2293,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2290,Verwijzing naar Grossmann object,,,
2da92245-dd1c-50a4-9895-6f9116343b76,tg:rubgr:1647,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13267925,Bibliotheekcatalogus van het Rubenianum,,,
4d7fe1c5-01ec-59ed-a087-5726bab1f73b,tg:rubgr:4015,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:4013,Verwijzing naar Grossmann object,,,
1b592d00-21b3-5f2c-960a-602561c351d0,tg:rubgr:2084,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2077,Verwijzing naar Grossmann object,,,
b40a3314-d12e-5182-b572-f9b4c6a3b02e,tg:rubgr:53,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:42,Verwijzing naar Grossmann object,,,
15f27be2-61cb-5ba6-a8de-95777fd32235,tg:rubgr:3396,ExternalRelations,1,gerelateerd object,https://anet.be/record/rub/opacrub/tg:rubgr:3392,Verwijzing naar Grossmann object,,,
