ResourceID,brocade.id,card,order,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record
69f08c39-b838-57b1-98b6-0d04ac59ebf9,tg:rubgr:2429,AssociatedRecords,2,gerelateerd object,tg:rubgr:2430,Verwijzing naar Grossmann object,,c91fe4a8-0538-5f67-82d4-7531ea37ddf1,"[{""resourceId"": ""c91fe4a8-0538-5f67-82d4-7531ea37ddf1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5bf89f4e-485e-457d-ba7b-a7cec6e7f0a0"", ""inverseOntologyProperty"": """"}]"
69f08c39-b838-57b1-98b6-0d04ac59ebf9,tg:rubgr:2429,AssociatedRecords,3,gerelateerd object,tg:rubgr:2450,Verwijzing naar Grossmann object,,b42b1aea-317d-5bfc-ad92-92f2c6fa28b2,"[{""resourceId"": ""b42b1aea-317d-5bfc-ad92-92f2c6fa28b2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ae915cbf-8555-4189-91dd-be8d01eeaaff"", ""inverseOntologyProperty"": """"}]"
69f08c39-b838-57b1-98b6-0d04ac59ebf9,tg:rubgr:2429,AssociatedRecords,4,relatie naar geheel,tg:rubgr:2428,Verwijzing naar Grossmann object,,7b1bd15d-d0e8-5f0e-856e-8b2ace0d88e1,"[{""resourceId"": ""7b1bd15d-d0e8-5f0e-856e-8b2ace0d88e1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""92ccdb23-c762-4387-a79b-6705fe660972"", ""inverseOntologyProperty"": """"}]"
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,AssociatedRecords,1,relatie naar geheel,tg:rubgr:215,Verwijzing naar Grossmann object,,8d50be5c-27d0-5131-a597-2780e9e7f5a0,"[{""resourceId"": ""8d50be5c-27d0-5131-a597-2780e9e7f5a0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""36a4b9b6-25fd-4a70-8d3f-893fd7f1a9bd"", ""inverseOntologyProperty"": """"}]"
22671933-0ed5-578a-87c8-7988aeed42f8,tg:rubgr:174,AssociatedRecords,1,relatie naar geheel,tg:rubgr:173,Verwijzing naar Grossmann object,,3bb42dab-50c4-5639-a848-84e3111ec4ff,"[{""resourceId"": ""3bb42dab-50c4-5639-a848-84e3111ec4ff"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c235bca5-139d-41b6-a1a2-df9bec832329"", ""inverseOntologyProperty"": """"}]"
e7e2ea61-d663-57e0-8c6a-c292d8678095,tg:rubgr:748,AssociatedRecords,2,relatie naar geheel,tg:rubgr:746,Verwijzing naar Grossmann object,,c7a63c4f-68c5-5880-8654-aebc9c88ae40,"[{""resourceId"": ""c7a63c4f-68c5-5880-8654-aebc9c88ae40"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9b829b23-c913-4091-a8fc-69dc1c6aee60"", ""inverseOntologyProperty"": """"}]"
b2e3659a-a775-57c2-807f-3ceadf6d3afe,tg:rubgr:3828,AssociatedRecords,1,relatie naar geheel,tg:rubgr:3825,Verwijzing naar Grossmann object,,80b2675a-0bda-5829-9bb3-2532e12ce352,"[{""resourceId"": ""80b2675a-0bda-5829-9bb3-2532e12ce352"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b013a4dd-bff9-460c-b90d-460bab5f41da"", ""inverseOntologyProperty"": """"}]"
feda592c-e655-520c-89f0-32eb1140bd1e,tg:rubgr:2669,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2668,Verwijzing naar Grossmann object,,7b747166-e6dc-54ae-8bb5-3d846ae8688e,"[{""resourceId"": ""7b747166-e6dc-54ae-8bb5-3d846ae8688e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f51e6180-0c36-4789-8728-1ad0b5a8e025"", ""inverseOntologyProperty"": """"}]"
33e6cb98-f088-5610-aa3a-346865cb1d69,tg:rubgr:2393,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2392,Verwijzing naar Grossmann object,,c13cef2a-b55a-58d1-8750-a0f7f41c2cae,"[{""resourceId"": ""c13cef2a-b55a-58d1-8750-a0f7f41c2cae"", ""ontologyProperty"": """", ""resourceXresourceId"": ""797b68a9-85cd-4665-9fac-33502598e751"", ""inverseOntologyProperty"": """"}]"
a7642c59-ff93-588a-9729-84a045f10181,tg:rubgr:2686,AssociatedRecords,1,gerelateerd onderdeel,tg:rubgr:2687,Verwijzing naar Grossmann object,,d5ab01e5-834f-5d86-93ed-bd48d18a7b4a,"[{""resourceId"": ""d5ab01e5-834f-5d86-93ed-bd48d18a7b4a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""45cc78ee-1d14-4a81-852a-6d4d16779560"", ""inverseOntologyProperty"": """"}]"
ef0ebb1f-7b18-52b1-8be2-5c70bbdc3c42,tg:rubgr:1228,AssociatedRecords,1,relatie naar geheel,tg:rubgr:1223,Verwijzing naar Grossmann object,,b27086ba-4e21-55d8-9e6f-f9308e75531d,"[{""resourceId"": ""b27086ba-4e21-55d8-9e6f-f9308e75531d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2d9301b8-1574-4617-92f6-9985313e4124"", ""inverseOntologyProperty"": """"}]"
7b747166-e6dc-54ae-8bb5-3d846ae8688e,tg:rubgr:2668,AssociatedRecords,1,gerelateerd onderdeel,tg:rubgr:2669,Verwijzing naar Grossmann object,,feda592c-e655-520c-89f0-32eb1140bd1e,"[{""resourceId"": ""feda592c-e655-520c-89f0-32eb1140bd1e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dcb6fb90-bdda-4f58-baf8-6d186cb610d4"", ""inverseOntologyProperty"": """"}]"
7b747166-e6dc-54ae-8bb5-3d846ae8688e,tg:rubgr:2668,AssociatedRecords,2,gerelateerd onderdeel,tg:rubgr:2670,Verwijzing naar Grossmann object,,165eea60-18b3-5c25-9ac8-5ee92f296341,"[{""resourceId"": ""165eea60-18b3-5c25-9ac8-5ee92f296341"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d4df455f-3488-4ef6-8eec-1202facde667"", ""inverseOntologyProperty"": """"}]"
d5ab01e5-834f-5d86-93ed-bd48d18a7b4a,tg:rubgr:2687,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2686,Verwijzing naar Grossmann object,,a7642c59-ff93-588a-9729-84a045f10181,"[{""resourceId"": ""a7642c59-ff93-588a-9729-84a045f10181"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f00877b7-7dad-4e30-a668-e45db596c744"", ""inverseOntologyProperty"": """"}]"
13ed4e87-4215-5c52-a594-fd7ede674dbd,tg:rubgr:964,AssociatedRecords,1,relatie naar geheel,tg:rubgr:960,Verwijzing naar Grossmann object,,5c702e64-92af-5bc9-9008-0d9022116f24,"[{""resourceId"": ""5c702e64-92af-5bc9-9008-0d9022116f24"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8b6f7169-cb15-47f5-b442-b79690df9395"", ""inverseOntologyProperty"": """"}]"
0d9b6087-0a9e-519e-9db4-78c093e1a3fd,tg:rubgr:1951,AssociatedRecords,1,gerelateerd onderdeel,tg:rubgr:1950,Verwijzing naar Grossmann object,,c6395b4f-50b5-5178-974f-cf961382eef5,"[{""resourceId"": ""c6395b4f-50b5-5178-974f-cf961382eef5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""08c1b638-9a56-4f59-a10a-8fb1235428d6"", ""inverseOntologyProperty"": """"}]"
ed50cbf0-3cd7-5b70-b567-3981214cf5a4,tg:rubgr:1052,AssociatedRecords,1,relatie naar geheel,tg:rubgr:1051,Verwijzing naar Grossmann object,,a3e0d7ce-96f9-5f1d-a08e-19ae764a397f,"[{""resourceId"": ""a3e0d7ce-96f9-5f1d-a08e-19ae764a397f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""99519e00-73bf-4368-8a5a-0b12d42768d8"", ""inverseOntologyProperty"": """"}]"
ed50cbf0-3cd7-5b70-b567-3981214cf5a4,tg:rubgr:1052,AssociatedRecords,2,relatie naar geheel,tg:rubgr:1049,Verwijzing naar Grossmann object,,c2a0d99f-f5e6-59aa-b806-0a7cee31e072,"[{""resourceId"": ""c2a0d99f-f5e6-59aa-b806-0a7cee31e072"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d3f89921-b7e0-4fd6-b0f3-3e34a7151e0a"", ""inverseOntologyProperty"": """"}]"
dd716db3-acb4-5860-baa3-44900cc45ba0,tg:rubgr:749,AssociatedRecords,1,relatie naar geheel,tg:rubgr:746,Verwijzing naar Grossmann object,,c7a63c4f-68c5-5880-8654-aebc9c88ae40,"[{""resourceId"": ""c7a63c4f-68c5-5880-8654-aebc9c88ae40"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cc4d8e05-9a5d-4521-850a-39cffdc59094"", ""inverseOntologyProperty"": """"}]"
ee1c0d14-5963-56a2-aa18-5febed47009d,tg:rubgr:2255,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2252,Verwijzing naar Grossmann object,,b25dc4b6-6798-5d31-9512-00bac4b17592,"[{""resourceId"": ""b25dc4b6-6798-5d31-9512-00bac4b17592"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b391f572-6a01-41be-aac8-17581f3ff846"", ""inverseOntologyProperty"": """"}]"
650824f7-25ba-5e6e-99fd-b8e970458faa,tg:rubgr:2605,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2603,Verwijzing naar Grossmann object,,9b3fd6b1-c352-5e4a-b857-71aa9f6050ed,"[{""resourceId"": ""9b3fd6b1-c352-5e4a-b857-71aa9f6050ed"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7d04c0a0-5302-4b54-8d71-1022f5735823"", ""inverseOntologyProperty"": """"}]"
cc85858b-fd77-58e1-b4dd-a3753b829db7,tg:rubgr:2644,AssociatedRecords,1,gerelateerd object,tg:rubgr:2643,Verwijzing naar Grossmann object,,bf0080a3-19d7-5d04-a2e0-761bbc229834,"[{""resourceId"": ""bf0080a3-19d7-5d04-a2e0-761bbc229834"", ""ontologyProperty"": """", ""resourceXresourceId"": ""52767634-e568-4c6c-a6c9-5d6ef55cc807"", ""inverseOntologyProperty"": """"}]"
ff824a8e-6eb1-53ee-bf5c-9ca5114c653f,tg:rubgr:180,AssociatedRecords,1,relatie naar geheel,tg:rubgr:161,Verwijzing naar Grossmann object,,7e4b6ed0-15ab-5b07-9a5f-829a92d45ddf,"[{""resourceId"": ""7e4b6ed0-15ab-5b07-9a5f-829a92d45ddf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4e28e060-f55b-42de-8543-55d195ca59b8"", ""inverseOntologyProperty"": """"}]"
29b31f8d-19f8-552b-a7b1-02a44fff02ef,tg:rubgr:883,AssociatedRecords,1,relatie naar geheel,tg:rubgr:882,Verwijzing naar Grossmann object,,216b01a2-d178-58d4-895a-736dc54d7f71,"[{""resourceId"": ""216b01a2-d178-58d4-895a-736dc54d7f71"", ""ontologyProperty"": """", ""resourceXresourceId"": ""614708f2-8b76-492a-b768-0a5f29add2fb"", ""inverseOntologyProperty"": """"}]"
2c84467b-8d5a-5f9b-9320-985992ccffd5,tg:rubgr:1789,AssociatedRecords,1,relatie naar geheel,tg:rubgr:1788,Verwijzing naar Grossmann object,,bf9df334-9f8a-52b4-8780-ccb6fc4796bb,"[{""resourceId"": ""bf9df334-9f8a-52b4-8780-ccb6fc4796bb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""142d0b56-9124-40cc-ac2d-5e256977c28b"", ""inverseOntologyProperty"": """"}]"
2c84467b-8d5a-5f9b-9320-985992ccffd5,tg:rubgr:1789,AssociatedRecords,2,relatie naar geheel,tg:rubgr:1781,Verwijzing naar Grossmann object,,2357af76-c1d6-541b-986a-f5dfb6182aac,"[{""resourceId"": ""2357af76-c1d6-541b-986a-f5dfb6182aac"", ""ontologyProperty"": """", ""resourceXresourceId"": ""79642cfd-2876-48a4-b020-120190537f99"", ""inverseOntologyProperty"": """"}]"
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,AssociatedRecords,1,relatie naar geheel,tg:rubgr:746,Verwijzing naar Grossmann object,,c7a63c4f-68c5-5880-8654-aebc9c88ae40,"[{""resourceId"": ""c7a63c4f-68c5-5880-8654-aebc9c88ae40"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1f447e62-50e1-41d6-8898-37e29a430800"", ""inverseOntologyProperty"": """"}]"
7ad9e225-a8f2-5c48-a589-d217c7fe1728,tg:rubgr:179,AssociatedRecords,1,gerelateerd object,tg:rubgr:151,Verwijzing naar Grossmann object,,666707f3-0c09-5468-b792-1e9645d71d71,"[{""resourceId"": ""666707f3-0c09-5468-b792-1e9645d71d71"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8b2c182a-e2b2-4f84-9db0-3826c493b633"", ""inverseOntologyProperty"": """"}]"
7ad9e225-a8f2-5c48-a589-d217c7fe1728,tg:rubgr:179,AssociatedRecords,2,relatie naar geheel,tg:rubgr:134,Verwijzing naar Grossmann object,,5c876b3f-7d67-5321-a918-24c7a1e05dfc,"[{""resourceId"": ""5c876b3f-7d67-5321-a918-24c7a1e05dfc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""286765ca-c29f-4ed6-980e-2d181e388f3b"", ""inverseOntologyProperty"": """"}]"
16efc67f-124a-530c-b828-2d56a75d7263,tg:rubgr:2577,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2567,Verwijzing naar Grossmann object,,23496b16-007d-56ce-9304-1446bf1047d4,"[{""resourceId"": ""23496b16-007d-56ce-9304-1446bf1047d4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5ba39f01-3ed1-4325-b996-d8ed1c8e40a8"", ""inverseOntologyProperty"": """"}]"
df3facf0-800b-5a3f-8bf2-d13da174eef7,tg:rubgr:3389,AssociatedRecords,2,relatie naar geheel,tg:rubgr:3387,Verwijzing naar Grossmann object,,a8d9c78d-aba3-5966-8e5a-26f8a543f9eb,"[{""resourceId"": ""a8d9c78d-aba3-5966-8e5a-26f8a543f9eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""55353e0f-ecb4-4a78-8252-75f65b22ba12"", ""inverseOntologyProperty"": """"}]"
22292a2d-27b0-529f-8b30-7cbcb86d78ea,tg:rubgr:2432,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2431,Verwijzing naar Grossmann object,,89466eea-17ed-5f7c-a0db-ee9c85d1a0eb,"[{""resourceId"": ""89466eea-17ed-5f7c-a0db-ee9c85d1a0eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5a2c14ff-4d63-4757-97a1-078d1d1d67bf"", ""inverseOntologyProperty"": """"}]"
f29442b7-1841-5b95-bb48-04c1796d4f76,tg:rubgr:2598,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2593,Verwijzing naar Grossmann object,,67a61421-30e6-5319-9c01-f8b165bc9f9c,"[{""resourceId"": ""67a61421-30e6-5319-9c01-f8b165bc9f9c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1535d099-cc3a-4fa9-8366-96b38e3436ce"", ""inverseOntologyProperty"": """"}]"
75cb7d52-2f7e-54d0-bfb9-bdab1bd82664,tg:rubgr:3848,AssociatedRecords,1,relatie naar geheel,tg:rubgr:3842,Verwijzing naar Grossmann object,,a5283ced-6276-51db-b98c-c001a0181729,"[{""resourceId"": ""a5283ced-6276-51db-b98c-c001a0181729"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f72f8069-b275-4b11-a606-3e52847981d7"", ""inverseOntologyProperty"": """"}]"
2dbd966d-6a33-5ca1-8f03-5e064659fc13,tg:rubgr:3402,AssociatedRecords,1,relatie naar geheel,tg:rubgr:3399,Verwijzing naar Grossmann object,,e157a97b-6245-5898-acea-7153f54483bc,"[{""resourceId"": ""e157a97b-6245-5898-acea-7153f54483bc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ec5bc20f-ea49-477b-97ce-b1f71d269ff1"", ""inverseOntologyProperty"": """"}]"
bf0080a3-19d7-5d04-a2e0-761bbc229834,tg:rubgr:2643,AssociatedRecords,1,gerelateerd object,tg:rubgr:2642,Verwijzing naar Grossmann object,,a272b967-497b-5153-a79c-805956095ef4,"[{""resourceId"": ""a272b967-497b-5153-a79c-805956095ef4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""358b5ea5-34b9-4dfc-be07-68dfc00c81f5"", ""inverseOntologyProperty"": """"}]"
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,tg:rubgr:2585,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2584,Verwijzing naar Grossmann object,,86307d38-0170-51ad-b784-4a0cf8115f83,"[{""resourceId"": ""86307d38-0170-51ad-b784-4a0cf8115f83"", ""ontologyProperty"": """", ""resourceXresourceId"": ""942112cb-44fa-4114-905c-1599393ad100"", ""inverseOntologyProperty"": """"}]"
d0d97662-579f-5d74-ba59-6d37984ae4ad,tg:rubgr:2614,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2613,Verwijzing naar Grossmann object,,5f509661-a9ca-5428-9cea-3150684758e9,"[{""resourceId"": ""5f509661-a9ca-5428-9cea-3150684758e9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""87a7747a-352d-4b21-bf23-a35acc479413"", ""inverseOntologyProperty"": """"}]"
5c9fae6f-2718-58ca-bcfe-c825f51fc4aa,tg:rubgr:3793,AssociatedRecords,1,relatie naar geheel,tg:rubgr:3773,Verwijzing naar Grossmann object,,be415676-bbca-5af1-b0e7-badbf3214ca4,"[{""resourceId"": ""be415676-bbca-5af1-b0e7-badbf3214ca4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""16b80998-864d-4d1b-9eeb-179857c4f0b0"", ""inverseOntologyProperty"": """"}]"
f7e0d038-cf36-5891-84a8-0baab4d226ce,tg:rubgr:3290,AssociatedRecords,1,relatie naar geheel,tg:rubgr:3288,Verwijzing naar Grossmann object,,c51452dd-b104-55be-867c-cdbde556f1fa,"[{""resourceId"": ""c51452dd-b104-55be-867c-cdbde556f1fa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ee420f4f-483e-4c37-a7d9-30993cd93fdc"", ""inverseOntologyProperty"": """"}]"
a4dc60eb-db7a-5a7f-b527-e969ebae5dcc,tg:rubgr:51,AssociatedRecords,1,relatie naar geheel,tg:rubgr:30,Verwijzing naar Grossmann object,,409c7ee5-84ff-5b88-9e95-d7a3752ee03c,"[{""resourceId"": ""409c7ee5-84ff-5b88-9e95-d7a3752ee03c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8d2a2906-8004-4ad0-a54e-cb9ff815335c"", ""inverseOntologyProperty"": """"}]"
657f2127-fea9-580a-ab96-f6470961edd2,tg:rubgr:1901,AssociatedRecords,1,relatie naar geheel,tg:rubgr:1900,Verwijzing naar Grossmann object,,0f7bfc59-1622-50e2-93f3-11a9c1355bf6,"[{""resourceId"": ""0f7bfc59-1622-50e2-93f3-11a9c1355bf6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0a8ac231-06df-463a-b2b5-27b59b0efb39"", ""inverseOntologyProperty"": """"}]"
85357ec8-ad78-52db-8cb5-a71febd4d4ee,tg:rubgr:1147,AssociatedRecords,1,relatie naar geheel,tg:rubgr:1132,Verwijzing naar Grossmann object,,92c376c2-d03c-52e7-b7ac-a58dbff0a2d8,"[{""resourceId"": ""92c376c2-d03c-52e7-b7ac-a58dbff0a2d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a33755e6-aa5f-4373-ac8d-461ca51103a8"", ""inverseOntologyProperty"": """"}]"
403e04e0-99d1-5eb1-84f2-0fd960b6ad7c,tg:rubgr:2291,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2290,Verwijzing naar Grossmann object,,95d9af60-5db0-50b5-b9d6-37e3221c0934,"[{""resourceId"": ""95d9af60-5db0-50b5-b9d6-37e3221c0934"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6f919d8b-65e8-4eca-80fc-110d1a1dab63"", ""inverseOntologyProperty"": """"}]"
4a0da24b-0d38-583d-934a-c055c1f6a81a,tg:rubgr:2507,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2506,Verwijzing naar Grossmann object,,fcda06d8-6cd2-593b-9e12-a82359ea8a90,"[{""resourceId"": ""fcda06d8-6cd2-593b-9e12-a82359ea8a90"", ""ontologyProperty"": """", ""resourceXresourceId"": ""df9353e5-8b10-461d-bc34-4de5beb6ac7a"", ""inverseOntologyProperty"": """"}]"
bb12196f-e08a-5608-a307-d418ada105d0,tg:rubgr:2679,AssociatedRecords,2,gerelateerd object,tg:rubgr:2678,Verwijzing naar Grossmann object,,93464258-5130-550c-9dfd-6f867e54c19b,"[{""resourceId"": ""93464258-5130-550c-9dfd-6f867e54c19b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d779175d-8fe8-4da3-89ff-62767b6e97be"", ""inverseOntologyProperty"": """"}]"
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,AssociatedRecords,1,gerelateerd object,tg:rubgr:2695,Verwijzing naar Grossmann object,,d4663e4d-39e5-56a2-8e09-5a62000a7877,"[{""resourceId"": ""d4663e4d-39e5-56a2-8e09-5a62000a7877"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bc638e40-e1e6-4f5e-ad41-2735fc6795ab"", ""inverseOntologyProperty"": """"}]"
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,tg:rubgr:2696,AssociatedRecords,2,relatie naar geheel,tg:rubgr:2688,Verwijzing naar Grossmann object,,927fb954-e86d-5364-a6a2-8cef077ef624,"[{""resourceId"": ""927fb954-e86d-5364-a6a2-8cef077ef624"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c91e7c41-4e5c-49a3-92cf-0393bc571f71"", ""inverseOntologyProperty"": """"}]"
38937fca-468d-5ca4-aa57-569520ea0c06,tg:rubgr:2415,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2414,Verwijzing naar Grossmann object,,086b0f64-f2d2-5876-93fa-e0c3c522ca5a,"[{""resourceId"": ""086b0f64-f2d2-5876-93fa-e0c3c522ca5a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""504975f1-4edb-4b01-a44b-b43d74ce32a6"", ""inverseOntologyProperty"": """"}]"
35d9d58f-2f6d-5f20-b613-c3b51cc62175,tg:rubgr:2045,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2038,Verwijzing naar Grossmann object,,56aa9b29-8636-5e4e-b9c8-f23cfa7ffe9e,"[{""resourceId"": ""56aa9b29-8636-5e4e-b9c8-f23cfa7ffe9e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""79a5a672-0490-4745-a4fd-ec3b849017f2"", ""inverseOntologyProperty"": """"}]"
9816adf3-e28f-5e46-abc5-8b289a27d0f8,tg:rubgr:2680,AssociatedRecords,1,gerelateerd object,tg:rubgr:2675,Verwijzing naar Grossmann object,,3b13ad59-6ae5-5137-a626-9be470de4026,"[{""resourceId"": ""3b13ad59-6ae5-5137-a626-9be470de4026"", ""ontologyProperty"": """", ""resourceXresourceId"": ""62f2f4fa-5c34-4bb3-b523-69240f93f2cd"", ""inverseOntologyProperty"": """"}]"
