ResourceID,brocade.id,card,order,source_field,source_code,Condition State Note,Condition State Notes Language,Condition State Notes Type
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,Conditions,2,note.lhconditie,In een passe-partout gekleefd,In een passe-partout gekleefd,Nederlands,condition/examination description
2889da1d-de01-506d-a2b8-86ab9eaf34d7,tg:lhaq:7261,Conditions,3,note.lhconditie,Goed. Op karton geplakt.,Goed. Op karton geplakt.,Nederlands,condition/examination description
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,Conditions,3,note.lhconditie,Het papier heeft kreuken en gaatjes van punaises.,Het papier heeft kreuken en gaatjes van punaises.,Nederlands,condition/examination description
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,Conditions,2,note.lhconditie,Het papier heeft gaatjes van punaises.,Het papier heeft gaatjes van punaises.,Nederlands,condition/examination description
3427e823-4487-5f09-a8b8-0a62308a7afa,tg:lhaq:4066,Conditions,1,note.lhconditie,matig,matig,Nederlands,condition/examination description
da23c11e-76c1-5d41-bc0d-4654a90f4146,tg:lhaq:9068,Conditions,3,note.lhconditie,03/02/2009: Goed.,03/02/2009: Goed.,Nederlands,condition/examination description
9abd95fd-1030-5479-8146-b6d6efc1c2ad,tg:lhaq:8854,Conditions,2,note.lhconditie,Het papier is licht verkleurd.,Het papier is licht verkleurd.,Nederlands,condition/examination description
5c3c5c94-0899-5cf3-9203-2f45ab429ca0,tg:lhaq:8784,Conditions,2,note.lhconditie,Het papier heeft kreuken en gaatjes van punaises.,Het papier heeft kreuken en gaatjes van punaises.,Nederlands,condition/examination description
8b0c07b1-b052-570b-bca7-98f8d7fba377,tg:lhaq:5509,Conditions,2,note.lhconditie,Matig.,Matig.,Nederlands,condition/examination description
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,tg:lhaq:8842,Conditions,2,note.lhconditie,Het papier is  aan de kanten licht verkleurd.,Het papier is  aan de kanten licht verkleurd.,Nederlands,condition/examination description
5c1e09e9-31d5-570e-9050-94a70b3f39d9,tg:lhaq:8792,Conditions,2,note.lhconditie,Het papier is aan de linkerkant zwaar verkleurd en een stuk aan de onderzijde is afgescheurd.,Het papier is aan de linkerkant zwaar verkleurd en een stuk aan de onderzijde is afgescheurd.,Nederlands,condition/examination description
3e4916c8-11e1-57a6-b7f5-adcd826f7bae,tg:lhaq:2370,Conditions,2,note.lhconditie,Algemene toestand: redelijk,Algemene toestand: redelijk,Nederlands,condition/examination description
5e937a35-f83b-5d43-9f13-29afb0ff6951,tg:lhaq:4565,Conditions,1,note.lhconditie,Goed,Goed,Nederlands,condition/examination description
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,tg:lhaq:8546,Conditions,3,note.lhconditie,Het papier heeft scheurtjes aan de linker en rechterzijde.,Het papier heeft scheurtjes aan de linker en rechterzijde.,Nederlands,condition/examination description
52738c98-5867-5d59-906c-9ba1046e26c3,tg:lhaq:2632,Conditions,2,note.lhconditie,goed,goed,Nederlands,condition/examination description
0cccfe13-5966-514f-988a-6d35cc081d04,tg:lhaq:5548,Conditions,2,note.lhconditie,Matig.,Matig.,Nederlands,condition/examination description
e833935d-27a6-5ffc-a736-109781e1f502,tg:lhaq:9009,Conditions,2,note.lhconditie,Het papier is verkleurd en een stuk aan de onderkant is afgescheurd.,Het papier is verkleurd en een stuk aan de onderkant is afgescheurd.,Nederlands,condition/examination description
7441af4b-7744-54fb-a0f6-4036bed9cba9,tg:lhaq:8531,Conditions,2,note.lhconditie,Het papier is licht verkleurd en het heeft scheurtjes.,Het papier is licht verkleurd en het heeft scheurtjes.,Nederlands,condition/examination description
bf88cfb6-f431-5418-a71f-a37074a5f5f7,tg:lhaq:8927,Conditions,2,note.lhconditie,Het papier is licht verkleurd en het is aan de randen beschadigd.,Het papier is licht verkleurd en het is aan de randen beschadigd.,Nederlands,condition/examination description
01582bee-3c39-5ada-b2be-121bcba0b779,tg:lhaq:2583,Conditions,2,note.lhconditie,Algemene toestand: goed,Algemene toestand: goed,Nederlands,condition/examination description
8a64f85a-b500-58e5-a6dc-81d241f27c55,tg:lhaq:8835,Conditions,2,note.lhconditie,Het papier is  aan de kanten licht verkleurd.,Het papier is  aan de kanten licht verkleurd.,Nederlands,condition/examination description
031ba763-243a-5ac6-bba2-8faeaee6f14c,tg:lhaq:8566,Conditions,2,note.lhconditie,"Het papier heeft kreuken, scheurtjes in sommige plaatsen en het heeft gaatjes in de boven linkerzijde.","Het papier heeft kreuken, scheurtjes in sommige plaatsen en het heeft gaatjes in de boven linkerzijde.",Nederlands,condition/examination description
45bc62d6-8ccc-59a4-815b-f85cab9157de,tg:lhaq:8970,Conditions,2,note.lhconditie,Het papier heeft gaatjes van punaises.,Het papier heeft gaatjes van punaises.,Nederlands,condition/examination description
4f45914f-0cd5-5f4a-82f7-c9acab67429c,tg:lhaq:7543,Conditions,1,note.lhconditie,02/07 goed.,02/07 goed.,Nederlands,condition/examination description
a862b183-d8e5-5889-a8b6-545a5951bf1d,tg:lhaq:8570,Conditions,2,note.lhconditie,Het papier heeft kreuken in de bovenste linkerkant en onderkant.,Het papier heeft kreuken in de bovenste linkerkant en onderkant.,Nederlands,condition/examination description
a2a341c3-e2ce-5391-90b5-c592faf6680e,tg:lhaq:8989,Conditions,2,note.lhconditie,Het karton is verkleurd en het heeft gaatjes van punaises.,Het karton is verkleurd en het heeft gaatjes van punaises.,Nederlands,condition/examination description
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,tg:lhaq:8966,Conditions,2,note.lhconditie,Het papier heeft gaatjes van punaises.,Het papier heeft gaatjes van punaises.,Nederlands,condition/examination description
47bf8d11-d5db-5792-acd2-fa9915b9b2ef,tg:lhaq:9273,Conditions,2,note.lhconditie,"2/02/2010: goed. vergeeld, oppervlaktevuil. Vochtschade  onderaan de affiche met groene achtergrond.","2/02/2010: goed. vergeeld, oppervlaktevuil. Vochtschade  onderaan de affiche met groene achtergrond.",Nederlands,condition/examination description
0582cb82-8673-5f25-bd9f-584a0c57386f,tg:lhaq:8931,Conditions,2,note.lhconditie,Het papier is licht verkleurd en het is aan de randen beschadigd.,Het papier is licht verkleurd en het is aan de randen beschadigd.,Nederlands,condition/examination description
38a00c02-f0d7-5265-8a98-002a2d3fc11d,tg:lhaq:9121,Conditions,2,note.lhconditie,19/03/2009: Goed.,19/03/2009: Goed.,Nederlands,condition/examination description
6fb15b7a-fef7-59f5-ba3e-a3923cf9d717,tg:lhaq:8788,Conditions,3,note.lhconditie,Het papier heeft gaatjes van punaises.,Het papier heeft gaatjes van punaises.,Nederlands,condition/examination description
10089a08-cd5d-53fc-ae98-dad45dba721f,tg:lhaq:8767,Conditions,2,note.lhconditie,Het papier heeft kreuken en gaatjes van punaises en het vertoont beschadigingen aan alle zijden veroorzaakt door kleefband.,Het papier heeft kreuken en gaatjes van punaises en het vertoont beschadigingen aan alle zijden veroorzaakt door kleefband.,Nederlands,condition/examination description
735a394a-dd03-5cd0-b1e8-50b90936b68c,tg:lhaq:6846,Conditions,2,note.lhconditie,"Schimmelvlekken, duimspijkergaatjes in de hoeken","Schimmelvlekken, duimspijkergaatjes in de hoeken",Nederlands,condition/examination description
0f633b29-fd17-5e80-9cf5-a0d271042edf,tg:lhaq:7304,Conditions,3,note.lhconditie,Redelijk. Rechter bovenhoek ontbreekt.,Redelijk. Rechter bovenhoek ontbreekt.,Nederlands,condition/examination description
4b5f5db5-2980-5218-bad4-6157a2478f9b,tg:lhaq:8858,Conditions,1,note.lhconditie,Het papier is licht verkleurd.,Het papier is licht verkleurd.,Nederlands,condition/examination description
f52547bc-ebcc-5b6a-983a-5182fc56891c,tg:lhaq:9025,Conditions,2,note.lhconditie,Het papier is verkleurd en het heeft scheurtjes aan de rechterkant.,Het papier is verkleurd en het heeft scheurtjes aan de rechterkant.,Nederlands,condition/examination description
fcfa0ff9-6c11-5143-954c-8aaa3ec15a61,tg:lhaq:8771,Conditions,3,note.lhconditie,Het papier heeft kreuken en gaatjes van punaises en het vertoont beschadigingen aan alle zijden veroorzaakt door kleefband.,Het papier heeft kreuken en gaatjes van punaises en het vertoont beschadigingen aan alle zijden veroorzaakt door kleefband.,Nederlands,condition/examination description
25edab14-c8f7-5c2c-95df-f46300929ace,tg:lhaq:9137,Conditions,1,note.lhconditie,"22/04/2009: Goed, opgekleefd op niet zuurvrij papieren schutblad.","22/04/2009: Goed, opgekleefd op niet zuurvrij papieren schutblad.",Nederlands,condition/examination description
546b9481-aa6b-59c7-bc5b-a340bb13d42d,tg:lhaq:7579,Conditions,1,note.lhconditie,02/07 goed.,02/07 goed.,Nederlands,condition/examination description
7a65585b-4499-59a9-8d3d-b33a0a3e3048,tg:lhaq:4569,Conditions,1,note.lhconditie,Goed,Goed,Nederlands,condition/examination description
b4aef652-88e9-5147-9e48-dc9af836824f,tg:lhaq:6943,Conditions,1,note.lhconditie,"23/12/2010: Kader en glas beschadigd door bruikleennemer. 08-04-2011: werd, via verzekering, heringekaderd met behoud van goudkleurige passe-partout (vermoedelijk zelfgemaakt door de kunstenaar).","23/12/2010: Kader en glas beschadigd door bruikleennemer. 08-04-2011: werd, via verzekering, heringekaderd met behoud van goudkleurige passe-partout (vermoedelijk zelfgemaakt door de kunstenaar).",Nederlands,condition/examination description
712aa656-f276-5bdd-8681-9d2edab83871,tg:lhaq:8818,Conditions,3,note.lhconditie,Het papier is licht verkleurd.,Het papier is licht verkleurd.,Nederlands,condition/examination description
a36e92c5-0f8a-5561-ba97-6654acbb820f,tg:lhaq:8662,Conditions,2,note.lhconditie,Het papier heeft scheurtjes aan de linker en rechterzijde.,Het papier heeft scheurtjes aan de linker en rechterzijde.,Nederlands,condition/examination description
69ea3836-b1a2-53be-9eb0-d11034ec422f,tg:lhaq:9136,Conditions,1,note.lhconditie,"22/04/2009: Goed, opgekleefd op niet zuurvrij papieren schutblad.","22/04/2009: Goed, opgekleefd op niet zuurvrij papieren schutblad.",Nederlands,condition/examination description
0214fbdf-6684-5a9f-9305-d3d03e7ed43f,tg:lhaq:7578,Conditions,1,note.lhconditie,02/07 goed.,02/07 goed.,Nederlands,condition/examination description
40d447db-e4f1-519f-8f54-81cffc776631,tg:lhaq:9024,Conditions,1,note.lhconditie,Het papier heeft kreuken.,Het papier heeft kreuken.,Nederlands,condition/examination description
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,tg:lhaq:8320,Conditions,2,note.lhconditie,Gescheurd aan de rechter kant,Gescheurd aan de rechter kant,Nederlands,condition/examination description
df3cf8c4-8782-5dae-96a1-8ba31d234e91,tg:lhaq:8770,Conditions,3,note.lhconditie,Het papier heeft kreuken en gaatjes van punaises en het vertoont beschadigingen aan de bovenzijde veroorzaakt door kleefband.,Het papier heeft kreuken en gaatjes van punaises en het vertoont beschadigingen aan de bovenzijde veroorzaakt door kleefband.,Nederlands,condition/examination description
8977eddf-762b-5d0b-91dc-10b43a4ff8ea,tg:lhaq:6847,Conditions,2,note.lhconditie,"Schimmelvlekken, duimspijkergaatjes in de hoeken","Schimmelvlekken, duimspijkergaatjes in de hoeken",Nederlands,condition/examination description
368a9b70-d698-5a26-b004-aa52a7f4f787,tg:lhaq:5338,Conditions,1,note.lhconditie,Goed,Goed,Nederlands,condition/examination description
79592f66-3e85-59b6-86ea-d1a7d0ff4338,tg:lhaq:8789,Conditions,2,note.lhconditie,Het papier is aan de bovenkant zwaar verkleurd.,Het papier is aan de bovenkant zwaar verkleurd.,Nederlands,condition/examination description
007c9074-f043-5cce-bfed-bb701cfd548c,tg:lhaq:8766,Conditions,2,note.lhconditie,Het papier heeft kreuken en gaatjes van punaises en het vertoont beschadigingen aan alle zijden veroorzaakt door kleefband.,Het papier heeft kreuken en gaatjes van punaises en het vertoont beschadigingen aan alle zijden veroorzaakt door kleefband.,Nederlands,condition/examination description
bdabe72c-eb4d-5c91-afa6-73cf63a7d13f,tg:lhaq:2691,Conditions,2,note.lhconditie,vlekjes,vlekjes,Nederlands,condition/examination description
0fdc281e-9752-5f57-9f62-56bfdcfe24a9,tg:lhaq:2629,Conditions,2,note.lhconditie,goed,goed,Nederlands,condition/examination description
05c52c61-a548-5f23-8a06-316fd4a837b1,tg:lhaq:8674,Conditions,3,note.lhconditie,Het papier heeft overal kreuken.,Het papier heeft overal kreuken.,Nederlands,condition/examination description
501b238f-d4fd-540b-871e-58aa7f3ab6d9,tg:lhaq:6884,Conditions,2,note.lhconditie,In een passe-partout gekleefd,In een passe-partout gekleefd,Nederlands,condition/examination description
b1a5249e-303f-5e48-89be-9f24a47f7e50,tg:lhaq:9272,Conditions,2,note.lhconditie,"2/02/2010:goed. vergeeld, oppervlaktevuil.","2/02/2010:goed. vergeeld, oppervlaktevuil.",Nederlands,condition/examination description
28c6beb6-5d39-5eb6-ba48-355cd032c85c,tg:lhaq:8930,Conditions,2,note.lhconditie,Het papier is licht verkleurd en aan de randen beschadigd.,Het papier is licht verkleurd en aan de randen beschadigd.,Nederlands,condition/examination description
52af5ed1-07c1-56e5-bf6c-6a700fc03ab2,tg:lhaq:8571,Conditions,2,note.lhconditie,Het papier heeft kreuken in verschillende plaatsen en het heeft gaatjes in de linker bovenkant.,Het papier heeft kreuken in verschillende plaatsen en het heeft gaatjes in de linker bovenkant.,Nederlands,condition/examination description
79203454-833f-53fb-9a93-d2ae7232b14e,tg:lhaq:7542,Conditions,1,note.lhconditie,02/07 goed.,02/07 goed.,Nederlands,condition/examination description
30a08090-6407-528c-b5df-d5a0adc4f5d5,tg:lhaq:9376,Conditions,2,note.lhconditie,"Oorspronkelijke Dujardinnummering: blad XV,  vel 131","Oorspronkelijke Dujardinnummering: blad XV,  vel 131",Nederlands,condition/examination description
fe5263f1-2f5e-5ae8-896d-96c85039aabf,tg:lhaq:8834,Conditions,2,note.lhconditie,Het papier is  aan de kanten licht verkleurd.,Het papier is  aan de kanten licht verkleurd.,Nederlands,condition/examination description
38d27616-e096-5ec3-a76a-6655e34689b5,tg:lhaq:8072,Conditions,2,note.lhconditie,03/08/2007: Goed.,03/08/2007: Goed.,Nederlands,condition/examination description
fa9d99c3-8302-50b6-bb41-7ca29a79623f,tg:lhaq:8971,Conditions,2,note.lhconditie,Het papier heeft gaatjes van punaises.,Het papier heeft gaatjes van punaises.,Nederlands,condition/examination description
4d062601-3044-5a15-8e74-1f5f932db9b3,tg:lhaq:8926,Conditions,2,note.lhconditie,Het papier is licht verkleurd en het is aan de randen beschadigd.,Het papier is licht verkleurd en het is aan de randen beschadigd.,Nederlands,condition/examination description
e625361a-de20-56b3-9a45-64c2abe4079d,tg:lhaq:9008,Conditions,2,note.lhconditie,Het papier is verkleurd.,Het papier is verkleurd.,Nederlands,condition/examination description
d1010bec-1453-5404-b4d7-e1182d02c1d6,tg:lhaq:8547,Conditions,2,note.lhconditie,Het papier heeft scheurtjes aan de linkerzijde.,Het papier heeft scheurtjes aan de linkerzijde.,Nederlands,condition/examination description
826d744f-1e33-5169-874b-f6f0cde769b1,tg:lhaq:7348,Conditions,2,note.lhconditie,redelijk.,redelijk.,Nederlands,condition/examination description
505e0b5c-1f77-5f57-9bed-daf42810853c,tg:lhaq:8793,Conditions,2,note.lhconditie,Het papier is aan de bovenkant zwaar verkleurd.,Het papier is aan de bovenkant zwaar verkleurd.,Nederlands,condition/examination description
269cee99-d826-53fd-9b86-2161b159e369,tg:lhaq:2371,Conditions,2,note.lhconditie,Watervlekken,Watervlekken,Nederlands,condition/examination description
d1ac254b-fed4-5c93-ae87-6e24876d4ec9,tg:lhaq:8785,Conditions,2,note.lhconditie,Het papier heeft gaatjes van punaises.,Het papier heeft gaatjes van punaises.,Nederlands,condition/examination description
d5a72e80-e210-5238-8fff-06fbd9869fee,tg:lhaq:5508,Conditions,1,note.lhconditie,Goed.,Goed.,Nederlands,condition/examination description
b39099c6-a388-5af8-8626-0f145d08bd43,tg:lhaq:9317,Conditions,2,note.lhconditie,"31/03/2010: De tekening ( in twee delen)is opgekleefd op papier op schutkarton. Er werd een passe partout aangebracht uit niet zuurvrij grijs karton, verkleefd met de tekening en het schutkarton. Vochtschade: gegolfd en gerimpeld. Verbruining door verzuring. Dieper ingedrongen vuil. Bros, lacunes en inscheuringen.","31/03/2010: De tekening ( in twee delen)is opgekleefd op papier op schutkarton. Er werd een passe partout aangebracht uit niet zuurvrij grijs karton, verkleefd met de tekening en het schutkarton. Vochtschade: gegolfd en gerimpeld. Verbruining door verzuring. Dieper ingedrongen vuil. Bros, lacunes en inscheuringen.",Nederlands,condition/examination description
398b321c-d4df-5398-988d-07c22137a0ee,tg:lhaq:8855,Conditions,2,note.lhconditie,Het papier is licht verkleurd en het heeft gaatjes van punaises.,Het papier is licht verkleurd en het heeft gaatjes van punaises.,Nederlands,condition/examination description
916d5ab5-de0e-50b9-86fc-f59e684d2a46,tg:lhaq:7309,Conditions,3,note.lhconditie,Redelijk.,Redelijk.,Nederlands,condition/examination description
f6e86625-02ad-5e0f-88b6-aefef9df8239,tg:lhaq:9069,Conditions,3,note.lhconditie,03/02/2009: Goed.,03/02/2009: Goed.,Nederlands,condition/examination description
b434fa09-0a28-5199-930a-905267fae26d,tg:lhaq:9439,Conditions,2,note.lhconditie,goed,goed,Nederlands,condition/examination description
b325d0f7-06e4-5d82-883c-5be9f08b3b72,tg:lhaq:4067,Conditions,1,note.lhconditie,matig,matig,Nederlands,condition/examination description
1a71cfaa-d538-532e-92d4-0e1a4b5c1022,tg:lhaq:8551,Conditions,2,note.lhconditie,Het papier heeft scheurtjes in verschillende plaatsen.,Het papier heeft scheurtjes in verschillende plaatsen.,Nederlands,condition/examination description
04134b2c-3694-543d-b16e-d817dee45565,tg:lhaq:4572,Conditions,1,note.lhconditie,Goed,Goed,Nederlands,condition/examination description
ffc733e7-294a-540b-bb00-79836dd01a32,tg:lhaq:8746,Conditions,3,note.lhconditie,Het papier heeft kreuken en gaatjes van punaises.,Het papier heeft kreuken en gaatjes van punaises.,Nederlands,condition/examination description
77628abe-48bc-56c8-90b0-f74a14b189bd,tg:lhaq:8879,Conditions,2,note.lhconditie,Het papier is licht verkleurd en het heeft gaatjes van punaises.,Het papier is licht verkleurd en het heeft gaatjes van punaises.,Nederlands,condition/examination description
0071d2ab-eb7b-548d-9a5e-48517726ac59,tg:lhaq:8896,Conditions,2,note.lhconditie,Het papier is licht verkleurd en een stuk van boven is afgescheurd.,Het papier is licht verkleurd en een stuk van boven is afgescheurd.,Nederlands,condition/examination description
638739d8-5291-57ed-b0bc-2b36ca02ff30,tg:lhaq:6888,Conditions,2,note.lhconditie,In een passe-partout gekleefd,In een passe-partout gekleefd,Nederlands,condition/examination description
4ee4c3aa-bb54-50cf-8c80-b9325efa1a95,tg:lhaq:7260,Conditions,3,note.lhconditie,Goed. Op karton geplakt.,Goed. Op karton geplakt.,Nederlands,condition/examination description
8ce79109-c769-52ef-9df5-6507ef1fc890,tg:lhaq:9383,Conditions,2,note.lhconditie,Op de achterzijde: plakband rond de rand.,Op de achterzijde: plakband rond de rand.,Nederlands,condition/examination description
6c736123-b977-518a-9f93-44d41cc057ea,tg:lhaq:8707,Conditions,2,note.lhconditie,Het papier is licht verkleurd en het vertoont beschadigingen bovenaan aan de achterzijde veroorzaakt door kleefband.,Het papier is licht verkleurd en het vertoont beschadigingen bovenaan aan de achterzijde veroorzaakt door kleefband.,Nederlands,condition/examination description
59006f57-3c03-5002-834f-a865ed954ef3,tg:lhaq:4661,Conditions,2,note.lhconditie,20/12/2004: Licht vergeeld.,20/12/2004: Licht vergeeld.,Nederlands,condition/examination description
e360d5e2-779f-5483-93cd-9979a48cb9e5,tg:lhaq:9053,Conditions,2,note.lhconditie,De rechterkant van het papier is afgescheurd.,De rechterkant van het papier is afgescheurd.,Nederlands,condition/examination description
d559c57b-662d-5363-a0fa-dc9b2f0d0619,tg:lhaq:9403,Conditions,3,note.lhconditie,Boven en onderaan gaatjes van duimspijkers.,Boven en onderaan gaatjes van duimspijkers.,Nederlands,condition/examination description
d559c57b-662d-5363-a0fa-dc9b2f0d0619,tg:lhaq:9403,Conditions,4,note.lhconditie,Boven en onderaan is het blad licht gekarteld.,Boven en onderaan is het blad licht gekarteld.,Nederlands,condition/examination description
5eadd07a-2fa9-52be-9956-47f6291c04b2,tg:lhaq:8992,Conditions,2,note.lhconditie,Het karton is verkleurd en een stuk van de bovenrechterkant is afgescheurd.,Het karton is verkleurd en een stuk van de bovenrechterkant is afgescheurd.,Nederlands,condition/examination description
633a878b-464e-57a1-9b0f-082ff061fca5,tg:lhaq:8750,Conditions,3,note.lhconditie,Het papier heeft kreuken en gaatjes van punaises en het vertoont beschadigingen aan de boven- en onderzijde veroorzaakt door kleefband.,Het papier heeft kreuken en gaatjes van punaises en het vertoont beschadigingen aan de boven- en onderzijde veroorzaakt door kleefband.,Nederlands,condition/examination description
1fdacdff-a137-58e2-93e8-ac46fb13810f,tg:lhaq:9141,Conditions,1,note.lhconditie,"22/04/2009: Goed, opgekleefd op niet zuurvrij papieren schutblad.","22/04/2009: Goed, opgekleefd op niet zuurvrij papieren schutblad.",Nederlands,condition/examination description
f4eea4ae-898a-5191-be69-eecc8ba22700,tg:lhaq:9004,Conditions,2,note.lhconditie,Het papier is verkleurd en aan de onderkant zijn stukjes afgescheurd.,Het papier is verkleurd en aan de onderkant zijn stukjes afgescheurd.,Nederlands,condition/examination description
433edcea-9b46-511e-bc92-62d4e2a72e24,tg:lhaq:6529,Conditions,2,note.lhconditie,02/02/2006: Goed.,02/02/2006: Goed.,Nederlands,condition/examination description
65d99145-9308-52a6-b9d3-68ad8cbbe859,tg:lhaq:8537,Conditions,2,note.lhconditie,Het papier heeft kreuken en scheurtjes op verschillende plaatsen.,Het papier heeft kreuken en scheurtjes op verschillende plaatsen.,Nederlands,condition/examination description
db4270d3-e516-5797-a0bc-22f018caa61f,tg:lhaq:6895,Conditions,2,note.lhconditie,In een passe-partout gekleefd,In een passe-partout gekleefd,Nederlands,condition/examination description
4048ca25-768c-560b-90b5-c3bb8bcc52fb,tg:lhaq:2751,Conditions,2,note.lhconditie,goed,goed,Nederlands,condition/examination description
5d933742-bddc-599c-9a03-c7b5294f2f45,tg:lhaq:8560,Conditions,2,note.lhconditie,Het papier heeft scheurtjes en kreuken aan de linker en onderzijde.,Het papier heeft scheurtjes en kreuken aan de linker en onderzijde.,Nederlands,condition/examination description
33d137bb-5a4f-5f40-ac99-7ba431c83917,tg:lhaq:8999,Conditions,2,note.lhconditie,Het papier is licht verkleurd en het heeft gaatjes van punaises.,Het papier is licht verkleurd en het heeft gaatjes van punaises.,Nederlands,condition/examination description
55d6a748-f23c-5f70-ad45-e5db67129e83,tg:lhaq:8833,Conditions,2,note.lhconditie,Het papier is  aan de kanten licht verkleurd.,Het papier is  aan de kanten licht verkleurd.,Nederlands,condition/examination description
293c9e23-50df-5b9c-9eba-465d5d7b460f,tg:lhaq:8976,Conditions,2,note.lhconditie,Het papier heeft gaatjes van punaises.,Het papier heeft gaatjes van punaises.,Nederlands,condition/examination description
40653705-1c37-5635-aa7a-edca688682ee,tg:lhaq:7545,Conditions,2,note.lhconditie,02/07 goed.,02/07 goed.,Nederlands,condition/examination description
0cf82502-8335-5729-a8db-112480b358bb,tg:lhaq:9367,Conditions,1,note.lhconditie,"Matig: Oppervlaktevuil, verbruining/verzuring, lacunes in de verflaag, de drager (papier) is onstabiel geworden (bros) door drie vouwen in het midden en aan de linker en rechterzijde.","Matig: Oppervlaktevuil, verbruining/verzuring, lacunes in de verflaag, de drager (papier) is onstabiel geworden (bros) door drie vouwen in het midden en aan de linker en rechterzijde.",Nederlands,condition/examination description
38777dca-3c70-576f-acff-8f0e50548d88,tg:lhaq:8960,Conditions,2,note.lhconditie,Het papier heeft gaatjes van punaises.,Het papier heeft gaatjes van punaises.,Nederlands,condition/examination description
5f3c8a6a-b866-5804-b9fe-58c3811455b4,tg:lhaq:9019,Conditions,2,note.lhconditie,Het papier heeft gaatjes van punaises.,Het papier heeft gaatjes van punaises.,Nederlands,condition/examination description
6bc05a1d-3944-525a-beb5-09a3d9ab99db,tg:lhaq:8937,Conditions,2,note.lhconditie,Het papier is licht verkleurd en het is aan de randen beschadigd.,Het papier is licht verkleurd en het is aan de randen beschadigd.,Nederlands,condition/examination description
