ResourceID,brocade.id,card,order,source_field,source_code,Production Technique Note
3312dec2-1403-5db2-b105-4823b1672b0c,tg:lhaq:8559_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
ee226c06-c573-530c-913d-dc088eaeee60,tg:lhaq:8566_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
289c59b2-e8c6-525c-99bb-1d6acd0c2b6b,tg:lhaq:8558_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
ef02cb21-5b47-521e-85fd-823adc759c6e,tg:lhaq:8548_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op gekleurd papier","gouache, aquarel, oost-indische inkt en potlood op gekleurd papier"
3deed494-75d8-5466-9552-1a4641380535,tg:lhaq:8567_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
84077e2b-beaf-553b-aea0-2701c559d4f6,tg:lhaq:8541_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"aquarel,Oost-Indische inkt, krijt en potlood op papier","aquarel,Oost-Indische inkt, krijt en potlood op papier"
290f6855-ad1f-5da2-a430-d47e0358ea31,tg:lhaq:8551_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
7bc92660-f67b-5f74-a273-24b9ef5da806,tg:lhaq:6645_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,kleurenkopie,kleurenkopie
3cc94c9a-56d0-5b7d-af1c-df60f08a3b8b,tg:lhaq:8536_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"aquarel,Oost-Indische inkt, krijt en potlood op papier","aquarel,Oost-Indische inkt, krijt en potlood op papier"
4bd1514f-a8cf-5d5e-a9e8-1ca890a2f0f1,tg:lhaq:8544_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
784166a9-92e1-5eaa-bd81-f7f9da7e9c36,tg:lhaq:8572_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
3105a255-fbed-5ae4-b7a0-20603497f4c5,tg:lhaq:8563_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
b7f59ee6-b687-55e0-9db0-737a8825a7d0,tg:lhaq:8537_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"aquarel,Oost-Indische inkt, krijt en potlood op papier","aquarel,Oost-Indische inkt, krijt en potlood op papier"
ab6a175a-1bb3-5e05-a982-29ba4237767f,tg:lhaq:8545_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
dcba867e-50aa-5b9b-bf78-ccf238c1a83b,tg:lhaq:8555_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
a68f5cf1-72bd-51a4-bec7-dcd3b7fc4858,tg:lhaq:8571_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
8515f696-a1b5-573e-8116-ab1dc7fc986f,tg:lhaq:8561_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
afd07bcd-3048-5da9-940f-7f8df0383ac4,tg:lhaq:8568_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
cb18b7c2-c760-551a-8004-c68c6afb8b44,tg:lhaq:8547_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
6537a4d5-8e4c-5226-92d1-baeff7a8819e,tg:lhaq:6646_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,kleurenkopie,kleurenkopie
79ee04dc-6753-514c-ac04-dabd64f8c837,tg:lhaq:8569_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op gekleurd papier","gouache, aquarel, oost-indische inkt en potlood op gekleurd papier"
098354ee-a7ef-51c7-81e3-003aebf45718,tg:lhaq:8546_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
eac8e659-049b-5e45-9db1-965e4dee2a33,tg:lhaq:8560_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
a90077ea-4816-57e4-90da-c9730b59ab8b,tg:lhaq:8570_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"gouache, aquarel, oost-indische inkt en potlood op papier","gouache, aquarel, oost-indische inkt en potlood op papier"
cd9e9a04-daca-55ac-ace0-69fdc639fd8a,tg:lhpa:5685_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Beschilderd sierbord met portret van Herman van den Reeck.,Beschilderd sierbord met portret van Herman van den Reeck.
b62b3fb5-f96c-54f0-915b-e6033f217d00,tg:lhpa:591_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,l.o.: <i>LvE -59</i>,l.o.: <i>LvE -59</i>
eb534b23-0a15-54b4-b310-f34abf900988,tg:lhpa:5684_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Beschilderd sierbord met portret van August Borms.,Beschilderd sierbord met portret van August Borms.
962d4062-2fef-51a3-8706-09ef39cd0db7,tg:lhpa:1379_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Acryl op doek,Acryl op doek
cf771fb6-c6c4-5baf-8bfb-24f6132521fc,tg:lhpa:9418_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"De roze maan werd uitgezaagd uit hout, beschilderd en met het doek verlijmd.","De roze maan werd uitgezaagd uit hout, beschilderd en met het doek verlijmd."
7272111f-2b39-5c3c-a1c4-b1cf0c41dd53,tg:lhpa:9325_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Reproductie (poster) van olieverfschilderij.,Reproductie (poster) van olieverfschilderij.
35df79be-3cbd-5f99-a33a-a6b0f8f82700,tg:lhpa:9427_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Olieverf op doek opgekleefd op drie lagen karton.,Olieverf op doek opgekleefd op drie lagen karton.
61d27c00-4690-5f54-a6cd-77fbdb5a4c6a,tg:lhpa:609_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,acryl op hardboard,acryl op hardboard
c50803e9-2b0a-5a40-bf56-28be06e00bc1,tg:lhpa:9834_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"acryl, krijtpastels, houtskool en fixatief","acryl, krijtpastels, houtskool en fixatief"
63013815-41b3-5769-b11c-0a7f925bdd2e,tg:lhpa:3396_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Reproductie van zwart-wit foto van schilderij.,Reproductie van zwart-wit foto van schilderij.
55b7b55d-3ada-55fd-b263-b166568f7c6f,tg:lhpa:1378_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Acryl op doek,Acryl op doek
03caf5d8-95b9-54b9-a14c-658fcaa5b6de,tg:lhpa:318_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,beschilderde foto,beschilderde foto
3467fc58-6fde-512a-b69c-95088dbeb54b,tg:lhpa:131_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Collage op paneel en raam.,Collage op paneel en raam.
7b09c055-437c-5775-830d-87dd4513ede7,tg:lhpa:7361_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Beschilderde tegel.,Beschilderde tegel.
f13d1477-bd9a-5933-9c7a-aaaa38bf3159,tg:lhpa:319_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,beschilderde foto,beschilderde foto
5f2e6abd-23d7-55a9-b452-9a3edba4d7f0,tg:lhpa:1882_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Olieverf op karton, opgekleefd op spaanderplaat.","Olieverf op karton, opgekleefd op spaanderplaat."
d9022fff-b242-55e5-a46f-4cf7d4bce0e4,tg:lhpa:1377_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Acryl op doek,Acryl op doek
0dd4b2e9-e030-5ee7-ad6d-c561371d4ef9,tg:lhpa:3685_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Beschilderde foto.,Beschilderde foto.
c444089f-54fb-5203-83a2-8bab7d827623,tg:lhpa:607_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,olieverf op softboard,olieverf op softboard
73df6680-43d1-5fb4-aa50-aa10d91c244e,tg:lhpa:2268_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,olieverf op gekartoneerd linnen,olieverf op gekartoneerd linnen
9f1e8b24-c9c8-5839-8722-6617c8d579a1,tg:lhpa:9832_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,verdunde plakkaatverf gebruikt,verdunde plakkaatverf gebruikt
b6648ac9-0945-500a-8e06-6230015f4564,tg:lhpa:1382_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Acryl op doek,Acryl op doek
cfc634f8-a269-5113-8436-01d157e3269d,tg:lhpr:11990_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,rastervorming in het beeld.,rastervorming in het beeld.
b378b2e3-e113-5f65-8143-feedd1ae203b,tg:lhpr:9469_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf."
75aa55e9-3ab5-558e-8524-5ef9bd760ed4,tg:lhpr:9511_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
33127769-9f8a-5b9f-977c-5ba233a1f398,tg:lhpr:9479_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
da84557a-0c20-5831-b177-7c4e4bd86da3,tg:lhpr:9501_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
603b7c0c-6194-5e57-a7c7-bb644c64784c,tg:lhpr:9456_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
a0c447f1-a0eb-54bc-9128-25c25776180e,tg:lhpr:9446_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
6e613bfb-7164-5da0-9648-a6e279353475,tg:lhpr:11026_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Tweekleurendruk,Tweekleurendruk
fd6ecd30-481e-52b8-a6ed-7eb8f8bd6019,tg:lhpr:12120_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,fotocliché-druk in donkerblauw.,fotocliché-druk in donkerblauw.
4ca6ae7f-ce5e-5826-abc1-37a602436ebb,tg:lhpr:10115_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Afdruk op porceleinkaart,Afdruk op porceleinkaart
75241ef8-4669-5931-843f-7018506043d6,tg:lhpr:4310_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,linoleumplaat voor afdruk op papier,linoleumplaat voor afdruk op papier
28b5f99a-bfcf-59ef-916e-50ffb175c1d2,tg:lhpr:9434_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
1c8b1385-65ce-58e0-9f3b-55f6f9d95ea6,tg:lhpr:9261_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk in kleur, van pentekening.","Mechanische afdruk in kleur, van pentekening."
666b1f26-810b-524d-9019-52571f0fbdeb,tg:lhpr:12682_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,bijna fotografische weergave als clichédruk.,bijna fotografische weergave als clichédruk.
b8ab4d08-fb53-5f35-b230-c43c5a6fd5fe,tg:lhpr:11989_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,rastervorming in het beeld.,rastervorming in het beeld.
72b69fcf-35eb-550b-8a2c-ec582d719907,tg:lhpr:9470_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf."
9b0fadda-1358-5c43-b6e9-d59098fc018f,tg:lhpr:9508_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
c88a9c21-38ba-5590-b231-4dae8a00987f,tg:lhpr:9460_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf."
eff5c467-eacb-55ba-8ea9-e1ad3da3b1f5,tg:lhpr:9518_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
f844069e-e08d-57fe-bb2a-ea0746078def,tg:lhpr:9494_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
935a8f05-3a7a-530a-b612-67962c23e3a3,tg:lhpr:12572_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,kleurreproductie,kleurreproductie
a0359f9c-026a-5489-a0f2-f0fa69879640,tg:lhpr:9484_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
0c12cf58-4ecb-5e56-b8ad-2492a99cd18c,tg:lhpr:4309_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,linoleumplaat voor afdruk op papier,linoleumplaat voor afdruk op papier
5e50af86-72e0-570f-9301-8d5eaa4225d7,tg:lhpr:9545_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf."
af114167-ee12-59df-9b44-27680f708237,tg:lhpr:9527_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf."
33448815-93e2-5881-899d-4a250cc91c8a,tg:lhpr:8880_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Mechanische afdruk van Lithografie.,Mechanische afdruk van Lithografie.
dc5062f4-5474-50f1-b9ee-335071058ef9,tg:lhpr:9519_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
2975bdc6-3f03-5ce7-bdae-b2fc2a7bbb67,tg:lhpr:9461_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf."
bea99471-01de-5b5b-b7da-9b3c563eab0a,tg:lhpr:9509_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
4236cb34-0a24-5f6c-b60e-7dda78965caf,tg:lhpr:9471_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf."
e01af2e7-577f-5f70-83cb-2e5b5e0fbf74,tg:lhpr:12175_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,fotocliché-druk.,fotocliché-druk.
9a10b994-bb77-5420-8140-e72ada0fbadc,tg:lhpr:4468_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Linoleumsnede.,Linoleumsnede.
b248bdcb-85bc-578e-9443-9518b9f884a1,tg:lhpr:11804_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"11 x 8,5","11 x 8,5"
031d6633-37e2-5951-912d-13305c8fee72,tg:lhpr:9544_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf."
32d08593-0656-55ad-a23c-8f77371ab7a3,tg:lhpr:9485_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
e93b253a-6c58-5ca0-8bea-8a9f6f196df4,tg:lhpr:9495_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
9ac683bc-7ba4-5875-98a0-9c015c642002,tg:lhpr:8095_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Gedrukt titelblad.,Gedrukt titelblad.
93c14697-9b79-598d-acdf-64a0efc92cdf,tg:lhpr:9526_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf."
6a088e02-18e7-575f-9a74-e9bd81adbc81,tg:lhpr:2481_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Vlakdruk op papier,Vlakdruk op papier
23e9fdea-c605-58b7-a783-1ca6e856f67a,tg:lhpr:12912_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Loodgravure,Loodgravure
57ecacce-b161-5617-a267-da31922165c6,tg:lhpr:10937_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Camaieu,Camaieu
e7e534c5-1b53-5c0f-b55e-1c521d97dfaf,tg:lhpr:9478_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
f3897fce-6711-5ffc-9bcd-449ba827e1a4,tg:lhpr:8172_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,kleurendruk,kleurendruk
5c4bd5bb-9e75-575c-a095-dc4932c33569,tg:lhpr:9510_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
61fbf13c-5d35-5fd6-ada1-cab699fefe0b,tg:lhpr:9468_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf."
263cf311-ff64-5a9d-9f58-3707dd4080f7,tg:lhpr:8727_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Afdruk (oranje) van historisch object op papier.,Afdruk (oranje) van historisch object op papier.
c609ce59-870e-5f7a-84c7-cd154d32f61d,tg:lhpr:3584_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Afdruk van linoleumsnede op papier,Afdruk van linoleumsnede op papier
9cd81d74-a30a-513e-bcec-6c9ad1026ec4,tg:lhpr:11027_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Groen camaiue,Groen camaiue
749e7893-674c-52b4-ad62-8df46e4961fa,tg:lhpr:9447_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
bfd64508-5dc7-5e99-98dd-223fc40acba3,tg:lhpr:9457_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
5b280e94-8da3-545e-ab7c-587d1a1dcd72,tg:lhpr:9260_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk in kleur, van pentekening.","Mechanische afdruk in kleur, van pentekening."
1f747132-a4ef-5810-97a3-1f57d3c8262f,tg:lhpr:9425_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
122ea968-9369-599d-a8c7-f8f38b535821,tg:lhpr:9435_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening, bijgewerkt met witte verf."
c6b2be06-60e3-5495-a95c-ba7c55914b3d,tg:lhpr:12121_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,fotocliché-druk.,fotocliché-druk.
619687d8-89a3-5423-976d-f646818631f1,tg:lhpr:11923_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,De Westertoren werd fotografisch weergegeven.,De Westertoren werd fotografisch weergegeven.
653afa0b-d500-517b-ab4d-90323a65f872,tg:lhpr:9463_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,"Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf.","Mechanische afdruk van een pentekening in zwart, bijgewerkt met witte verf."
e0f3449c-64dc-5dfa-b934-7a9008a3383c,tg:lhpr:11013_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Tweekleurendruk,Tweekleurendruk
70e27c07-3960-5bb4-994d-173ba8ebc1c5,tg:lhpr:11003_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,in twee kleuren,in twee kleuren
19439c39-612c-544e-8a07-eb30261ef004,tg:lhpr:11880_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Veelkleurig.,Veelkleurig.
fb96614b-7fff-505e-a6a3-95b939abbfa3,tg:lhpr:11095_#1,e22_ProductionTechniqueNote,1,kenmerken.lhtechvrijic,Loodgravure,Loodgravure
