ResourceID,brocade.id,card,dataset,material_source,Material,colour_source,Colour
bf143df1-e612-5a11-aeb9-cea87aa267f2,tg:lhaq:2663_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
bf143df1-e612-5a11-aeb9-cea87aa267f2,tg:lhaq:2663_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
a7a84139-d634-5b46-bae0-53b6b3bad13b,tg:lhaq:8959_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),kenmerken/lhdragerico.lhkleur,black (color)
a7a84139-d634-5b46-bae0-53b6b3bad13b,tg:lhaq:8959_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
a7a84139-d634-5b46-bae0-53b6b3bad13b,tg:lhaq:8959_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
e9ed828c-ece2-50c0-9536-967c421991b9,tg:lhaq:8695_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
e9ed828c-ece2-50c0-9536-967c421991b9,tg:lhaq:8695_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
e9ed828c-ece2-50c0-9536-967c421991b9,tg:lhaq:8695_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
91c83edb-d84e-5846-a48e-3c51d838f6b0,tg:lhaq:8685_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
91c83edb-d84e-5846-a48e-3c51d838f6b0,tg:lhaq:8685_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
91c83edb-d84e-5846-a48e-3c51d838f6b0,tg:lhaq:8685_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
7b322276-4ee9-57e0-bbf1-812124d58809,tg:lhaq:8671_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
7b322276-4ee9-57e0-bbf1-812124d58809,tg:lhaq:8671_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
7b322276-4ee9-57e0-bbf1-812124d58809,tg:lhaq:8671_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
299deada-5550-57b9-8e0e-7869e5d7b979,tg:lhaq:6879_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
299deada-5550-57b9-8e0e-7869e5d7b979,tg:lhaq:6879_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
299deada-5550-57b9-8e0e-7869e5d7b979,tg:lhaq:6879_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
8f96af39-3058-5eec-9adf-06dd5af49a5a,tg:lhaq:8352_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
8f96af39-3058-5eec-9adf-06dd5af49a5a,tg:lhaq:8352_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,watercolor (paint),,
8f96af39-3058-5eec-9adf-06dd5af49a5a,tg:lhaq:8352_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
71e84cfc-fa0f-5930-bf8d-3dbe60d4be41,tg:lhaq:4372_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
71e84cfc-fa0f-5930-bf8d-3dbe60d4be41,tg:lhaq:4372_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
60f28807-dd32-51ea-b955-c7746c2ffb2c,tg:lhaq:8904_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),kenmerken/lhdragerico.lhkleur,beige (color)
60f28807-dd32-51ea-b955-c7746c2ffb2c,tg:lhaq:8904_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
60f28807-dd32-51ea-b955-c7746c2ffb2c,tg:lhaq:8904_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
f1995002-0f95-557e-8f2c-0820ea970b13,tg:lhaq:5466_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
f1995002-0f95-557e-8f2c-0820ea970b13,tg:lhaq:5466_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,ink,,
f1995002-0f95-557e-8f2c-0820ea970b13,tg:lhaq:5466_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
db694226-f7da-5297-895a-dc05dca1bf69,tg:lhaq:8914_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
db694226-f7da-5297-895a-dc05dca1bf69,tg:lhaq:8914_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
db694226-f7da-5297-895a-dc05dca1bf69,tg:lhaq:8914_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
b532712e-7c54-56f2-a8c9-90538af76471,tg:lhaq:4066_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
b532712e-7c54-56f2-a8c9-90538af76471,tg:lhaq:4066_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
3bf5b458-e437-5d97-bcbf-4c737e6021f7,tg:lhaq:8966_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),kenmerken/lhdragerico.lhkleur,black (color)
3bf5b458-e437-5d97-bcbf-4c737e6021f7,tg:lhaq:8966_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
3bf5b458-e437-5d97-bcbf-4c737e6021f7,tg:lhaq:8966_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
2fc52e85-d37a-5785-a170-cde5e7f2a310,tg:lhaq:7264_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
2fc52e85-d37a-5785-a170-cde5e7f2a310,tg:lhaq:7264_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
2fc52e85-d37a-5785-a170-cde5e7f2a310,tg:lhaq:7264_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
ba7b3f9b-0876-5fbb-bb53-b538cdee3443,tg:lhaq:8976_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),kenmerken/lhdragerico.lhkleur,black (color)
ba7b3f9b-0876-5fbb-bb53-b538cdee3443,tg:lhaq:8976_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
ba7b3f9b-0876-5fbb-bb53-b538cdee3443,tg:lhaq:8976_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
8e981c31-2b5e-5ce2-8399-93a586f91d71,tg:lhaq:6418_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
8e981c31-2b5e-5ce2-8399-93a586f91d71,tg:lhaq:6418_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,watercolor (paint),,
02f2f914-36b0-58b2-8a82-a1b5d2565a90,tg:lhaq:8399_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),kenmerken/lhdragerico.lhkleur,ocher (color)
02f2f914-36b0-58b2-8a82-a1b5d2565a90,tg:lhaq:8399_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,watercolor (paint),,
02f2f914-36b0-58b2-8a82-a1b5d2565a90,tg:lhaq:8399_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
67c5b9b4-c0e8-5126-97e4-ebbefd9821bc,tg:lhaq:8389_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),kenmerken/lhdragerico.lhkleur,beige (color)
67c5b9b4-c0e8-5126-97e4-ebbefd9821bc,tg:lhaq:8389_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,deck paint,,
67c5b9b4-c0e8-5126-97e4-ebbefd9821bc,tg:lhaq:8389_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
cf4709e1-0612-5671-a167-0ab37b5a70e4,tg:lhaq:8575_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
cf4709e1-0612-5671-a167-0ab37b5a70e4,tg:lhaq:8575_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,ink,,
cf4709e1-0612-5671-a167-0ab37b5a70e4,tg:lhaq:8575_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
d63e8dfc-71c4-5bdb-af92-669e65d719fb,tg:lhaq:8565_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
d63e8dfc-71c4-5bdb-af92-669e65d719fb,tg:lhaq:8565_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,ink,,
d63e8dfc-71c4-5bdb-af92-669e65d719fb,tg:lhaq:8565_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
b5ff44aa-75c6-5fd9-beba-0029bdc26aef,tg:lhaq:8320_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
b5ff44aa-75c6-5fd9-beba-0029bdc26aef,tg:lhaq:8320_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,watercolor (paint),,
b5ff44aa-75c6-5fd9-beba-0029bdc26aef,tg:lhaq:8320_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
fa19cd75-0ddf-5404-90c9-d28de21ecbde,tg:lhaq:9424_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
fa19cd75-0ddf-5404-90c9-d28de21ecbde,tg:lhaq:9424_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,ball-point pens,,
fa19cd75-0ddf-5404-90c9-d28de21ecbde,tg:lhaq:9424_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
9201ccdf-0dc1-5171-942f-c7fcc0487c6b,tg:lhaq:2583_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
9201ccdf-0dc1-5171-942f-c7fcc0487c6b,tg:lhaq:2583_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
959621f3-6fa4-5268-8abc-f3c645ca1267,tg:lhaq:9271_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
959621f3-6fa4-5268-8abc-f3c645ca1267,tg:lhaq:9271_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
959621f3-6fa4-5268-8abc-f3c645ca1267,tg:lhaq:9271_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
eb20ed28-011f-5631-9be6-a7d4518ecd60,tg:lhaq:9412_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
eb20ed28-011f-5631-9be6-a7d4518ecd60,tg:lhaq:9412_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,India ink (ink),,
eb20ed28-011f-5631-9be6-a7d4518ecd60,tg:lhaq:9412_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
d0766e3e-440c-581f-a5fb-ff34a5fd9c2d,tg:lhaq:8881_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
d0766e3e-440c-581f-a5fb-ff34a5fd9c2d,tg:lhaq:8881_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
d0766e3e-440c-581f-a5fb-ff34a5fd9c2d,tg:lhaq:8881_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
bb1624a1-ce4c-50b1-8974-efc55c1a6016,tg:lhaq:8891_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
bb1624a1-ce4c-50b1-8974-efc55c1a6016,tg:lhaq:8891_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
bb1624a1-ce4c-50b1-8974-efc55c1a6016,tg:lhaq:8891_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
6910f1e9-2079-5dfa-9554-8bc8d92cbda1,tg:lhaq:9402_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
6910f1e9-2079-5dfa-9554-8bc8d92cbda1,tg:lhaq:9402_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
6910f1e9-2079-5dfa-9554-8bc8d92cbda1,tg:lhaq:9402_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
f28590e7-834e-5530-bba3-d9fc48936471,tg:lhaq:8070_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
f28590e7-834e-5530-bba3-d9fc48936471,tg:lhaq:8070_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
c2ff2725-2870-5510-9aa6-afbcb3a71c68,tg:lhaq:9121_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
c2ff2725-2870-5510-9aa6-afbcb3a71c68,tg:lhaq:9121_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,watercolor (paint),,
c2ff2725-2870-5510-9aa6-afbcb3a71c68,tg:lhaq:9121_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
5ef0a0ef-0982-5482-9c1c-4f56135c1737,tg:lhaq:8553_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
5ef0a0ef-0982-5482-9c1c-4f56135c1737,tg:lhaq:8553_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,ink,,
5ef0a0ef-0982-5482-9c1c-4f56135c1737,tg:lhaq:8553_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
c3bdf3a0-53d4-5a34-b47a-7605825bcca9,tg:lhaq:8543_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
c3bdf3a0-53d4-5a34-b47a-7605825bcca9,tg:lhaq:8543_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,ink,,
c3bdf3a0-53d4-5a34-b47a-7605825bcca9,tg:lhaq:8543_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
6812a289-7d9a-538c-8712-4df82af3c7d2,tg:lhaq:8316_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
6812a289-7d9a-538c-8712-4df82af3c7d2,tg:lhaq:8316_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,watercolor (paint),,
39f716b5-0fa9-5498-86d8-39dc74bd5836,tg:lhaq:7619_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
39f716b5-0fa9-5498-86d8-39dc74bd5836,tg:lhaq:7619_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
db3f6fe5-6fc7-571a-9475-7d2948c74400,tg:lhaq:6894_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
db3f6fe5-6fc7-571a-9475-7d2948c74400,tg:lhaq:6894_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
db3f6fe5-6fc7-571a-9475-7d2948c74400,tg:lhaq:6894_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
7b7b0c17-452d-54f2-be96-f294e8531384,tg:lhaq:9386_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
7b7b0c17-452d-54f2-be96-f294e8531384,tg:lhaq:9386_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
7b7b0c17-452d-54f2-be96-f294e8531384,tg:lhaq:9386_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,gouache (paint),,
395758e1-c37d-5dbe-b202-c51261662f2c,tg:lhaq:6884_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
395758e1-c37d-5dbe-b202-c51261662f2c,tg:lhaq:6884_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
395758e1-c37d-5dbe-b202-c51261662f2c,tg:lhaq:6884_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
944c0b3c-8944-5112-b003-d368bf43964a,tg:lhaq:4605_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
944c0b3c-8944-5112-b003-d368bf43964a,tg:lhaq:4605_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
e6b901d5-e0c1-53b8-84a1-3385ee3d7053,tg:lhaq:7348_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
e6b901d5-e0c1-53b8-84a1-3385ee3d7053,tg:lhaq:7348_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
e6b901d5-e0c1-53b8-84a1-3385ee3d7053,tg:lhaq:7348_#1,e22_MaterialColour,lhaq,kenmerken/lhtechbasisaq.lhtechaq,watercolor (paint),,
b8d3468b-d4ea-537c-8ff4-dd16e099799c,tg:lhaq:8922_#1,e22_MaterialColour,lhaq,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,
b8d3468b-d4ea-537c-8ff4-dd16e099799c,tg:lhaq:8922_#1,e22_MaterialColour,lhaq,kenmerken/lhtechaanvtk.lhtechtaddtk,pencils (drawing and writing equipment),,
