ResourceID,card,order,source_field,Legacy Information Value,Legacy Information Type,Legacy Information Published
7e523bd0-3e26-5b79-99c7-a53ae1773935,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000580,referentienummer,False
7e523bd0-3e26-5b79-99c7-a53ae1773935,e73_LegacyInformation,1,brocade.id,tg:lhaq:9040,brocade id,False
7e523bd0-3e26-5b79-99c7-a53ae1773935,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:9040/N,brocade url,False
e0460b3f-426a-5852-8554-bb993abf2f73,e73_LegacyInformation,1,if.rawcontent,ICONOGRAFIE/ 9050i,commentaar gebruiker,False
e0460b3f-426a-5852-8554-bb993abf2f73,e73_LegacyInformation,2,note.lhherkomst,"<p>Ingeschreven op 07-08-2000.</p>
",herkomst,False
e0460b3f-426a-5852-8554-bb993abf2f73,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000581,referentienummer,False
e0460b3f-426a-5852-8554-bb993abf2f73,e73_LegacyInformation,1,brocade.id,tg:lhaq:9050,brocade id,False
e0460b3f-426a-5852-8554-bb993abf2f73,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:9050/N,brocade url,False
e7948073-ce91-5b9b-a9ac-8ecf3448d4e2,e73_LegacyInformation,1,if.rawcontent,Gefotografeerd voor beeldbank musea.,commentaar gebruiker,False
e7948073-ce91-5b9b-a9ac-8ecf3448d4e2,e73_LegacyInformation,3,note.lhherkomst,"<p>J. Meert, (aankoop)</p>
",herkomst,False
e7948073-ce91-5b9b-a9ac-8ecf3448d4e2,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000033,referentienummer,False
e7948073-ce91-5b9b-a9ac-8ecf3448d4e2,e73_LegacyInformation,1,brocade.id,tg:lhaq:2663,brocade id,False
e7948073-ce91-5b9b-a9ac-8ecf3448d4e2,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:2663/N,brocade url,False
c4e0f8cb-5530-59b7-9d96-c189b5844ba2,e73_LegacyInformation,1,if.rawcontent,ICONOGRAFIE/ 8959i,commentaar gebruiker,False
c4e0f8cb-5530-59b7-9d96-c189b5844ba2,e73_LegacyInformation,2,note.lhherkomst,"<p>Ingeschreven op 07-08-2000.</p>
",herkomst,False
c4e0f8cb-5530-59b7-9d96-c189b5844ba2,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000516,referentienummer,False
c4e0f8cb-5530-59b7-9d96-c189b5844ba2,e73_LegacyInformation,1,brocade.id,tg:lhaq:8959,brocade id,False
c4e0f8cb-5530-59b7-9d96-c189b5844ba2,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8959/N,brocade url,False
0ea6dab1-abcd-5a8a-a26e-4e3c724c772c,e73_LegacyInformation,1,if.rawcontent,ICONOGRAFIE/ 8695i,commentaar gebruiker,False
0ea6dab1-abcd-5a8a-a26e-4e3c724c772c,e73_LegacyInformation,2,note.lhherkomst,"<p>Ingeschreven op 30-10-1974.</p>
",herkomst,False
0ea6dab1-abcd-5a8a-a26e-4e3c724c772c,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000356,referentienummer,False
0ea6dab1-abcd-5a8a-a26e-4e3c724c772c,e73_LegacyInformation,1,brocade.id,tg:lhaq:8695,brocade id,False
0ea6dab1-abcd-5a8a-a26e-4e3c724c772c,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8695/N,brocade url,False
334956c1-a4ae-5bdf-ad74-55271b46deb8,e73_LegacyInformation,1,if.rawcontent,ICONOGRAFIE/ 8685i  ,commentaar gebruiker,False
334956c1-a4ae-5bdf-ad74-55271b46deb8,e73_LegacyInformation,3,note.lhherkomst,"<p>Ingeschreven op 30-11-1973.</p>
",herkomst,False
334956c1-a4ae-5bdf-ad74-55271b46deb8,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000348,referentienummer,False
334956c1-a4ae-5bdf-ad74-55271b46deb8,e73_LegacyInformation,1,brocade.id,tg:lhaq:8685,brocade id,False
334956c1-a4ae-5bdf-ad74-55271b46deb8,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8685/N,brocade url,False
30105cee-8edd-5130-98f6-31fab7e2c6c5,e73_LegacyInformation,1,if.rawcontent,ICONOGRAFIE/ 8671i,commentaar gebruiker,False
30105cee-8edd-5130-98f6-31fab7e2c6c5,e73_LegacyInformation,3,note.lhherkomst,"<p>Ingeschreven op 29-02-1952.</p>
",herkomst,False
30105cee-8edd-5130-98f6-31fab7e2c6c5,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000334,referentienummer,False
30105cee-8edd-5130-98f6-31fab7e2c6c5,e73_LegacyInformation,1,brocade.id,tg:lhaq:8671,brocade id,False
30105cee-8edd-5130-98f6-31fab7e2c6c5,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8671/N,brocade url,False
70535b83-3cf8-5e83-a42d-551a93e15466,e73_LegacyInformation,1,note.lhherkomst,"<p>N.i.g., 12-08-1982</p>
",herkomst,False
70535b83-3cf8-5e83-a42d-551a93e15466,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000144,referentienummer,False
70535b83-3cf8-5e83-a42d-551a93e15466,e73_LegacyInformation,1,brocade.id,tg:lhaq:6879,brocade id,False
70535b83-3cf8-5e83-a42d-551a93e15466,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:6879/N,brocade url,False
857be082-3b0a-5154-8057-ec1e75de9c1b,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000225,referentienummer,False
857be082-3b0a-5154-8057-ec1e75de9c1b,e73_LegacyInformation,1,brocade.id,tg:lhaq:8352,brocade id,False
857be082-3b0a-5154-8057-ec1e75de9c1b,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8352/N,brocade url,False
ee6ac1c6-3dec-569c-8cad-c20ee9b4beef,e73_LegacyInformation,3,note.lhherkomst,"<p>Geschenk mevrouw Vera Candael.</p>
",herkomst,False
ee6ac1c6-3dec-569c-8cad-c20ee9b4beef,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000065,referentienummer,False
ee6ac1c6-3dec-569c-8cad-c20ee9b4beef,e73_LegacyInformation,1,brocade.id,tg:lhaq:4372,brocade id,False
ee6ac1c6-3dec-569c-8cad-c20ee9b4beef,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:4372/N,brocade url,False
a91f2588-51b9-5a52-bbac-19b8e75dff8a,e73_LegacyInformation,1,if.rawcontent,ICONOGRAFIE/ 8904i,commentaar gebruiker,False
a91f2588-51b9-5a52-bbac-19b8e75dff8a,e73_LegacyInformation,2,note.lhherkomst,"<p>Ingeschreven op 07-08-2000.</p>
",herkomst,False
a91f2588-51b9-5a52-bbac-19b8e75dff8a,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000479,referentienummer,False
a91f2588-51b9-5a52-bbac-19b8e75dff8a,e73_LegacyInformation,1,brocade.id,tg:lhaq:8904,brocade id,False
a91f2588-51b9-5a52-bbac-19b8e75dff8a,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8904/N,brocade url,False
14e0172d-cdf0-5ff3-a7f2-444514a91909,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000088,referentienummer,False
14e0172d-cdf0-5ff3-a7f2-444514a91909,e73_LegacyInformation,1,brocade.id,tg:lhaq:5466,brocade id,False
14e0172d-cdf0-5ff3-a7f2-444514a91909,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:5466/N,brocade url,False
2ade8736-f14f-5c80-b19f-111bfcd41e28,e73_LegacyInformation,1,if.rawcontent,ICONOGRAFIE/ 8914i,commentaar gebruiker,False
2ade8736-f14f-5c80-b19f-111bfcd41e28,e73_LegacyInformation,3,note.lhherkomst,"<p>Ingeschreven op 07-08-2000.</p>
",herkomst,False
2ade8736-f14f-5c80-b19f-111bfcd41e28,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000489,referentienummer,False
2ade8736-f14f-5c80-b19f-111bfcd41e28,e73_LegacyInformation,1,brocade.id,tg:lhaq:8914,brocade id,False
2ade8736-f14f-5c80-b19f-111bfcd41e28,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8914/N,brocade url,False
3427e823-4487-5f09-a8b8-0a62308a7afa,e73_LegacyInformation,2,note.lhherkomst,"<p>Jozef Ernest Buschmann</p>
",herkomst,False
3427e823-4487-5f09-a8b8-0a62308a7afa,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000058,referentienummer,False
3427e823-4487-5f09-a8b8-0a62308a7afa,e73_LegacyInformation,1,brocade.id,tg:lhaq:4066,brocade id,False
3427e823-4487-5f09-a8b8-0a62308a7afa,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:4066/N,brocade url,False
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,e73_LegacyInformation,1,if.rawcontent,ICONOGRAFIE/ 8966i,commentaar gebruiker,False
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,e73_LegacyInformation,3,note.lhherkomst,"<p>Ingeschreven op 07-08-2000.</p>
",herkomst,False
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000522,referentienummer,False
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,e73_LegacyInformation,1,brocade.id,tg:lhaq:8966,brocade id,False
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8966/N,brocade url,False
8b97c304-4c0e-5500-93f2-ad9ff4574784,e73_LegacyInformation,1,if.rawcontent,Inventaris Karel Verlatschenking K.V. 045.,commentaar gebruiker,False
8b97c304-4c0e-5500-93f2-ad9ff4574784,e73_LegacyInformation,1,kenmerken.lhvoorlstandic,KP 15a,temporary location,False
8b97c304-4c0e-5500-93f2-ad9ff4574784,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000171,referentienummer,False
8b97c304-4c0e-5500-93f2-ad9ff4574784,e73_LegacyInformation,1,brocade.id,tg:lhaq:7264,brocade id,False
8b97c304-4c0e-5500-93f2-ad9ff4574784,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:7264/N,brocade url,False
293c9e23-50df-5b9c-9eba-465d5d7b460f,e73_LegacyInformation,1,if.rawcontent,ICONOGRAFIE/ 8976i,commentaar gebruiker,False
293c9e23-50df-5b9c-9eba-465d5d7b460f,e73_LegacyInformation,3,note.lhherkomst,"<p>Ingeschreven op 07-08-2000.</p>
",herkomst,False
293c9e23-50df-5b9c-9eba-465d5d7b460f,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000529,referentienummer,False
293c9e23-50df-5b9c-9eba-465d5d7b460f,e73_LegacyInformation,1,brocade.id,tg:lhaq:8976,brocade id,False
293c9e23-50df-5b9c-9eba-465d5d7b460f,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8976/N,brocade url,False
76bc0f43-51bc-569f-bdc9-f677c20b31e5,e73_LegacyInformation,2,note.lhherkomst,"<p>Mevr. Debois, 08-10-1948</p>
",herkomst,False
76bc0f43-51bc-569f-bdc9-f677c20b31e5,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000110,referentienummer,False
76bc0f43-51bc-569f-bdc9-f677c20b31e5,e73_LegacyInformation,1,brocade.id,tg:lhaq:6418,brocade id,False
76bc0f43-51bc-569f-bdc9-f677c20b31e5,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:6418/N,brocade url,False
b8ea5fbc-ef22-518d-b0f1-49279177881f,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000265,referentienummer,False
b8ea5fbc-ef22-518d-b0f1-49279177881f,e73_LegacyInformation,1,brocade.id,tg:lhaq:8399,brocade id,False
b8ea5fbc-ef22-518d-b0f1-49279177881f,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8399/N,brocade url,False
16fc8ef7-35f1-5903-89bc-a09b5c692c40,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000255,referentienummer,False
16fc8ef7-35f1-5903-89bc-a09b5c692c40,e73_LegacyInformation,1,brocade.id,tg:lhaq:8389,brocade id,False
16fc8ef7-35f1-5903-89bc-a09b5c692c40,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8389/N,brocade url,False
c2ee3067-4fbb-5aa7-a8bf-b4e1ef0cc7d0,e73_LegacyInformation,4,note.lhherkomst,"<p>Ingeschreven op 30-06-06</p>
",herkomst,False
c2ee3067-4fbb-5aa7-a8bf-b4e1ef0cc7d0,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000313,referentienummer,False
c2ee3067-4fbb-5aa7-a8bf-b4e1ef0cc7d0,e73_LegacyInformation,1,brocade.id,tg:lhaq:8575,brocade id,False
c2ee3067-4fbb-5aa7-a8bf-b4e1ef0cc7d0,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8575/N,brocade url,False
16f551c6-4372-5bc3-9182-cad91e94045c,e73_LegacyInformation,3,note.lhherkomst,"<p>Ingeschreven op 30-06-06</p>
",herkomst,False
16f551c6-4372-5bc3-9182-cad91e94045c,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000304,referentienummer,False
16f551c6-4372-5bc3-9182-cad91e94045c,e73_LegacyInformation,1,brocade.id,tg:lhaq:8565,brocade id,False
16f551c6-4372-5bc3-9182-cad91e94045c,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8565/N,brocade url,False
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,e73_LegacyInformation,3,note.lhherkomst,"<p>Mevr. Debois, 08-10-1948</p>
",herkomst,False
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000213,referentienummer,False
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,e73_LegacyInformation,1,brocade.id,tg:lhaq:8320,brocade id,False
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8320/N,brocade url,False
428c3cc4-7bf9-5135-ba24-0c06e59d90ed,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000664,referentienummer,False
428c3cc4-7bf9-5135-ba24-0c06e59d90ed,e73_LegacyInformation,1,brocade.id,tg:lhaq:9424,brocade id,False
428c3cc4-7bf9-5135-ba24-0c06e59d90ed,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:9424/N,brocade url,False
01582bee-3c39-5ada-b2be-121bcba0b779,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000024,referentienummer,False
01582bee-3c39-5ada-b2be-121bcba0b779,e73_LegacyInformation,1,brocade.id,tg:lhaq:2583,brocade id,False
01582bee-3c39-5ada-b2be-121bcba0b779,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:2583/N,brocade url,False
a000cc9e-3f28-5e94-8a6a-454323f37c62,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000611,referentienummer,False
a000cc9e-3f28-5e94-8a6a-454323f37c62,e73_LegacyInformation,1,brocade.id,tg:lhaq:9271,brocade id,False
a000cc9e-3f28-5e94-8a6a-454323f37c62,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:9271/N,brocade url,False
ba70d35e-b0fb-5efd-b67d-20486f4c27c0,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000657,referentienummer,False
ba70d35e-b0fb-5efd-b67d-20486f4c27c0,e73_LegacyInformation,1,brocade.id,tg:lhaq:9412,brocade id,False
ba70d35e-b0fb-5efd-b67d-20486f4c27c0,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:9412/N,brocade url,False
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,e73_LegacyInformation,1,if.rawcontent,ICONOGRAFIE/ 8881i,commentaar gebruiker,False
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,e73_LegacyInformation,3,note.lhherkomst,"<p>Ingeschreven op 04-08-2000.</p>
",herkomst,False
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000459,referentienummer,False
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,e73_LegacyInformation,1,brocade.id,tg:lhaq:8881,brocade id,False
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8881/N,brocade url,False
fa23d7ea-6f8b-576e-a0fd-0630229aa7f1,e73_LegacyInformation,1,if.rawcontent,ICONOGRAFIE/ 8891i,commentaar gebruiker,False
fa23d7ea-6f8b-576e-a0fd-0630229aa7f1,e73_LegacyInformation,2,note.lhherkomst,"<p>Ingeschreven op 04-08-2000.</p>
",herkomst,False
fa23d7ea-6f8b-576e-a0fd-0630229aa7f1,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000469,referentienummer,False
fa23d7ea-6f8b-576e-a0fd-0630229aa7f1,e73_LegacyInformation,1,brocade.id,tg:lhaq:8891,brocade id,False
fa23d7ea-6f8b-576e-a0fd-0630229aa7f1,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8891/N,brocade url,False
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000647,referentienummer,False
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,e73_LegacyInformation,1,brocade.id,tg:lhaq:9402,brocade id,False
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:9402/N,brocade url,False
94f80fce-a837-5506-8e8e-0eb92fe2340f,e73_LegacyInformation,2,note.lhherkomst,"<p>Schenking Mevr. W. Cassiers.</p>
",herkomst,False
94f80fce-a837-5506-8e8e-0eb92fe2340f,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/aq/000000202,referentienummer,False
94f80fce-a837-5506-8e8e-0eb92fe2340f,e73_LegacyInformation,1,brocade.id,tg:lhaq:8070,brocade id,False
94f80fce-a837-5506-8e8e-0eb92fe2340f,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhaq:8070/N,brocade url,False
38a00c02-f0d7-5265-8a98-002a2d3fc11d,e73_LegacyInformation,1,if.rawcontent,* Foutmelding: Inschrijvingsnummer is al in gebruik. Inschrijvingsnummer van dit aquarel is juist. Vermoedelijk is er in een ander record een typfout gebeurd.,commentaar gebruiker,False
