ResourceID,brocade.id,card,source_date,Restriction Type
b8d3468b-d4ea-537c-8ff4-dd16e099799c,tg:lhaq:8922_#1,e22_UsageRestrictions,1951-uu-uu,permission required
5b45a6f2-a600-57f7-bfd2-d4f15435708a,tg:lhaq:8932_#1,e22_UsageRestrictions,1951-uu-uu,permission required
8d740b6d-70b5-5ab8-8bf8-a0d7f28623aa,tg:lhaq:8364_#1,e22_UsageRestrictions,1950-uu-uu,permission required
1c172808-696a-5e1f-b5f8-fb205327bc2a,tg:lhaq:8374_#1,e22_UsageRestrictions,1951-12-04,permission required
50d06e0d-a2d9-5ec7-a8b2-86828eadc6eb,tg:lhaq:7636_#1,e22_UsageRestrictions,1891-uu-uu,open
15e9bee6-fca0-586b-9e59-cf1a2fb1a7db,tg:lhaq:8380_#1,e22_UsageRestrictions,1950-uu-uu,permission required
2265ddeb-80f0-5a07-8cbf-9515f2da0e7c,tg:lhaq:8390_#1,e22_UsageRestrictions,1950-uu-uu,permission required
3ebde3a5-efb7-53e6-9e04-07cd7a186b33,tg:lhaq:9278_#1,e22_UsageRestrictions,1981-uu-uu,permission required
9a5f33aa-d676-507f-a056-ed886f77db20,tg:lhaq:8668_#1,e22_UsageRestrictions,1952-uu-uu,permission required
4dd61b26-8a3b-57f3-9948-e536c00408c6,tg:lhaq:8700_#1,e22_UsageRestrictions,1962-uu-uu,permission required
3c416148-d92e-540c-9848-66eeb1c91307,tg:lhaq:8678_#1,e22_UsageRestrictions,1952-uu-uu,permission required
2e5ec713-f402-5e37-a169-8a3bf6a4fbd7,tg:lhaq:9014_#1,e22_UsageRestrictions,1973-04-14,permission required
ad817e41-f65a-5215-b864-0211e3b64848,tg:lhaq:8865_#1,e22_UsageRestrictions,1974-uu-uu,permission required
33d02bf3-0d08-5640-b89c-54f3e6824157,tg:lhaq:1753_#1,e22_UsageRestrictions,1879-uu-uu,open
ad9ca305-832d-5369-96e0-f5850e6a899a,tg:lhaq:8875_#1,e22_UsageRestrictions,1974-uu-uu,permission required
c5f2933f-d598-5b59-a9b7-bdb5aa18780e,tg:lhaq:7618_#1,e22_UsageRestrictions,1891-03-28,open
c356c808-21b6-5d96-93ca-ed18d4f81075,tg:lhaq:4572_#1,e22_UsageRestrictions,1945-uu-uu,permission required
6d586a39-148b-565e-abb1-7561d0069e80,tg:lhaq:6895_#1,e22_UsageRestrictions,1943-uu-uu,permission required
94cbbf56-6eb4-5418-8520-da60055ebecc,tg:lhaq:6944_#1,e22_UsageRestrictions,1930-08-uu,permission required
aa0df532-dabb-543b-be12-d0adbf51425f,tg:lhaq:8634_#1,e22_UsageRestrictions,1973-uu-uu,permission required
080098f6-5787-5ba4-84b4-26a10acd0d82,tg:lhaq:8071_#1,e22_UsageRestrictions,1902-08-16,permission required
31d3f547-a9a0-5e14-941e-e733917c313d,tg:lhaq:8890_#1,e22_UsageRestrictions,1974-uu-uu,permission required
ec716537-2f43-5995-9900-faca7e20dc61,tg:lhaq:9403_#1,e22_UsageRestrictions,1944-uu-uu,permission required
f485d139-be7c-55fa-a4c4-241607b5afe5,tg:lhaq:8317_#1,e22_UsageRestrictions,1925-uu-uu,permission required
a9f3936f-287e-587a-828b-e41ab35f952f,tg:lhaq:9058_#1,e22_UsageRestrictions,1937-11-20,permission required
9996b066-6a6b-5e92-ac12-70b1900b1d18,tg:lhaq:8375_#1,e22_UsageRestrictions,1951-12-04,permission required
3f22f79b-0179-5d7e-9ff0-4506e8ab9adc,tg:lhaq:8646_#1,e22_UsageRestrictions,1973-11-uu,permission required
9ac27085-e510-525d-a28d-7191fedbdeaa,tg:lhaq:8933_#1,e22_UsageRestrictions,1951-uu-uu,permission required
f9ac3088-db84-55d5-8b87-d6c6ff155ead,tg:lhaq:8923_#1,e22_UsageRestrictions,1951-uu-uu,permission required
7d0dd8e0-6873-5ba4-a454-294844e0f6a9,tg:lhaq:8787_#1,e22_UsageRestrictions,1953-uu-uu,permission required
740260b3-abca-539c-9543-d7d26ac8715e,tg:lhaq:8328_#1,e22_UsageRestrictions,1925-uu-uu,permission required
6e0a1614-4d0b-5117-a4f5-3b027f32f006,tg:lhaq:8338_#1,e22_UsageRestrictions,1917-07-uu,permission required
3d271c76-f031-5237-9ffb-712f9ff50d06,tg:lhaq:9067_#1,e22_UsageRestrictions,1972-uu-uu,permission required
f9827045-bc4a-57e6-8867-0930424a85d4,tg:lhaq:9279_#1,e22_UsageRestrictions,1957-uu-uu,permission required
89cbdb3a-75f2-53af-8c81-103f2e79142a,tg:lhaq:5564_#1,e22_UsageRestrictions,1953-uu-uu,permission required
bb2e1e3b-4ae5-51e1-92c8-98e74c57a953,tg:lhaq:8816_#1,e22_UsageRestrictions,1959-uu-uu,permission required
4a4ec3bf-20d6-56f6-af6d-074f3529e15b,tg:lhaq:8391_#1,e22_UsageRestrictions,1950-uu-uu,permission required
6555d8fe-11b4-51f3-addd-b18d7e357359,tg:lhaq:8381_#1,e22_UsageRestrictions,1950-uu-uu,permission required
d6ba6042-28d6-5ccc-8c27-7c6e3cde5afa,tg:lhaq:1446_#1,e22_UsageRestrictions,1959-06-18,permission required
6b717e76-9dfe-59ee-8d05-45dc3cf696b4,tg:lhaq:7637_#1,e22_UsageRestrictions,1891-uu-uu,open
d2d428f7-393d-5410-bbbb-1c43f2e5ca47,tg:lhaq:8874_#1,e22_UsageRestrictions,1974-uu-uu,permission required
ab7cf263-fda3-5ca3-9a98-f47e33127aef,tg:lhaq:8864_#1,e22_UsageRestrictions,1974-uu-uu,permission required
529b31fe-4984-5ef2-8541-17e62c8cf8e2,tg:lhaq:1693_#1,e22_UsageRestrictions,1940-uu-uu,permission required
5291b579-a836-5af5-b849-72d5c927f2b1,tg:lhaq:8679_#1,e22_UsageRestrictions,1952-uu-uu,permission required
d46087ae-0a5f-50f5-960e-d9f63ced14e0,tg:lhaq:8701_#1,e22_UsageRestrictions,1962-uu-uu,permission required
8b590cf1-eb72-54e5-a79a-27790f546509,tg:lhaq:9363_#1,e22_UsageRestrictions,1945-uu-uu,permission required
8c6957d1-2dbc-5c64-af4c-e036b452f6d5,tg:lhaq:8669_#1,e22_UsageRestrictions,1952-uu-uu,permission required
94c11c77-e55a-57c1-b1bd-9291391d9082,tg:lhaq:9015_#1,e22_UsageRestrictions,1973-04-14,permission required
054c349c-2aeb-5766-89e0-bac42cb4d703,tg:lhaq:9033_#1,e22_UsageRestrictions,1949-uu-uu,permission required
72ddd87c-2017-5f63-a897-3423b5a619af,tg:lhaq:9023_#1,e22_UsageRestrictions,1949-uu-uu,permission required
7c92f812-d083-53dc-8ea2-c941728ebe00,tg:lhaq:6847_#1,e22_UsageRestrictions,1950-07-uu,permission required
46711e61-057a-52c0-bcf4-10401b8c7cb7,tg:lhaq:8852_#1,e22_UsageRestrictions,1974-uu-uu,permission required
c5b2059a-be3f-5257-9d58-ce07e5f04f71,tg:lhaq:8842_#1,e22_UsageRestrictions,1974-uu-uu,permission required
4a821d8e-feb1-530e-92ae-d73ff2d021aa,tg:lhaq:20_#1,e22_UsageRestrictions,1971-uu-uu,permission required
bcc9325b-9af2-580c-adc8-4102ae729931,tg:lhaq:2662_#1,e22_UsageRestrictions,1958-uu-uu,permission required
a3618727-bd74-501e-b68b-5ae4d41ea299,tg:lhaq:5317_#1,e22_UsageRestrictions,1929-uu-uu,permission required
d5c31259-d568-51b3-aecc-b26653cd70b0,tg:lhaq:8684_#1,e22_UsageRestrictions,1952-uu-uu,permission required
1216d8e6-d4c5-5ff5-9e52-06dda581a257,tg:lhaq:8694_#1,e22_UsageRestrictions,1958-uu-uu,permission required
c259248c-cc87-573b-9db7-7274d924fa75,tg:lhaq:8958_#1,e22_UsageRestrictions,1959-10-23,permission required
a1eb29d3-98d8-50b9-9269-bb8f21421055,tg:lhaq:8889_#1,e22_UsageRestrictions,1974-uu-uu,permission required
cf371277-1aa3-5c41-839e-da6a9c8a37fb,tg:lhaq:8899_#1,e22_UsageRestrictions,1955-uu-uu,permission required
ca7b063b-7ddd-508a-a791-be9cb331bd84,tg:lhaq:9139_#1,e22_UsageRestrictions,1942-uu-uu,permission required
f37d598b-1d2f-54a6-9995-b04b513ed48e,tg:lhaq:8915_#1,e22_UsageRestrictions,1951-uu-uu,permission required
f50086fc-bab5-5a47-9b4f-894fb07ef63c,tg:lhaq:8905_#1,e22_UsageRestrictions,1964-uu-uu,permission required
8ce2c650-32d4-5344-a263-dd4d7b090560,tg:lhaq:6900_#1,e22_UsageRestrictions,1900-uu-uu,permission required
5ab82a65-d774-5648-a914-584374b35d4d,tg:lhaq:6878_#1,e22_UsageRestrictions,1942-uu-uu,permission required
0168c646-d1aa-5726-93a5-0c8cd7a52304,tg:lhaq:8670_#1,e22_UsageRestrictions,1952-uu-uu,permission required
e813c215-f517-5da8-a012-34dfef818e99,tg:lhaq:8506_#1,e22_UsageRestrictions,1920-uu-uu,permission required
83819bbe-df14-57a5-85d5-d76daa46fb76,tg:lhaq:9106_#1,e22_UsageRestrictions,2003-uu-uu,permission required
4a467e6c-9050-5a91-9163-77b9db29bcf7,tg:lhaq:9270_#1,e22_UsageRestrictions,1958-uu-uu,permission required
591bef11-c4db-5a16-a651-5a88e844762a,tg:lhaq:6193_#1,e22_UsageRestrictions,1952-uu-uu,permission required
39001e76-f9df-5d15-a6a8-7fdb0cd1af67,tg:lhaq:9425_#1,e22_UsageRestrictions,1952-uu-uu,permission required
37575b2b-3604-5f25-935a-8812bad608b1,tg:lhaq:7548_#1,e22_UsageRestrictions,1884-uu-uu,open
ad5f4617-0daa-5c11-9331-dd5533ae1c74,tg:lhaq:8388_#1,e22_UsageRestrictions,1950-uu-uu,permission required
ed5df80e-bd7e-560e-aea7-1fa232d4f290,tg:lhaq:8398_#1,e22_UsageRestrictions,1951-uu-uu,permission required
2070d5e0-9159-5e00-9a83-5899ed63d22e,tg:lhaq:6419_#1,e22_UsageRestrictions,1925-uu-uu,permission required
2f699e10-2806-595e-b97f-c479551037ea,tg:lhaq:2381_#1,e22_UsageRestrictions,1916-uu-uu,permission required
8b17ddf9-53a1-5306-b78f-77e133562680,tg:lhaq:8377_#1,e22_UsageRestrictions,1951-12-04,permission required
c86f8b5b-3bf2-53db-a89b-c865ba2f8f4b,tg:lhaq:9140_#1,e22_UsageRestrictions,1942-uu-uu,permission required
3b137c1b-56dc-5d47-bd6e-284319ac18bb,tg:lhaq:3311_#1,e22_UsageRestrictions,1948-uu-uu,permission required
8f40db12-05fa-5708-8367-af389061eaa7,tg:lhaq:8785_#1,e22_UsageRestrictions,1953-uu-uu,permission required
1431b181-d1a3-55e5-b7d8-4a51254211cd,tg:lhaq:8859_#1,e22_UsageRestrictions,1974-uu-uu,permission required
d1ecab17-9bf6-535a-a80d-9eaef09f23b7,tg:lhaq:8931_#1,e22_UsageRestrictions,1951-uu-uu,permission required
d85fe416-3926-5208-bfd5-ff94b516e07c,tg:lhaq:8849_#1,e22_UsageRestrictions,1974-uu-uu,permission required
6e999701-d7ca-5317-9660-6c32dff8693a,tg:lhaq:9385_#1,e22_UsageRestrictions,1995-uu-uu,permission required
81c73648-90fb-5785-aa9f-e69384b44ff7,tg:lhaq:6887_#1,e22_UsageRestrictions,1942-uu-uu,permission required
9bfae738-33d2-5e3f-a62d-72e62add30fc,tg:lhaq:8315_#1,e22_UsageRestrictions,1925-11-uu,permission required
14414185-22a8-5f87-8159-58edc18a250b,tg:lhaq:8882_#1,e22_UsageRestrictions,1974-uu-uu,permission required
d8f761eb-c7cc-5031-9063-f797e39d9931,tg:lhaq:9411_#1,e22_UsageRestrictions,2012-uu-uu,permission required
188f6196-42e6-5f22-93ee-874ba8c85063,tg:lhaq:9401_#1,e22_UsageRestrictions,1945-uu-uu,permission required
3a9c0811-a89d-5ded-83dc-48ab194f9e93,tg:lhaq:3791_#1,e22_UsageRestrictions,1920-10-19,permission required
3d814e4e-1e80-5798-abd8-57ae6594c20b,tg:lhaq:8866_#1,e22_UsageRestrictions,1974-uu-uu,permission required
21aed324-2c26-5222-8872-42f0d7a4ad1e,tg:lhaq:8876_#1,e22_UsageRestrictions,1974-uu-uu,permission required
29417640-5031-5263-99ab-59cc63ae0c53,tg:lhaq:9017_#1,e22_UsageRestrictions,1973-04-14,permission required
b12d4695-9c4d-5084-8455-25c86c667068,tg:lhaq:6873_#1,e22_UsageRestrictions,1942-uu-uu,permission required
31467aff-b99c-5afa-bde2-b0f747d85749,tg:lhaq:9371_#1,e22_UsageRestrictions,1912-uu-uu,permission required
82fc3f1a-99a4-5dac-b952-0cbe8d660d04,tg:lhaq:9313_#1,e22_UsageRestrictions,1950-uu-uu,permission required
018a9be9-8dd9-517e-b198-7c943bd21578,tg:lhaq:8383_#1,e22_UsageRestrictions,1950-uu-uu,permission required
115669f0-4929-5e3e-a715-fa39baef0898,tg:lhaq:8393_#1,e22_UsageRestrictions,1951-uu-uu,permission required
68d9cc18-7ecd-59ef-b909-879c35acd68b,tg:lhaq:6752_#1,e22_UsageRestrictions,1973-uu-uu,permission required
7be7d41e-bb95-5193-8818-14abc42eb2be,tg:lhaq:8832_#1,e22_UsageRestrictions,1974-uu-uu,permission required
2a2188d2-e6e5-594b-bcf9-91c14716e1c7,tg:lhaq:8696_#1,e22_UsageRestrictions,1962-uu-uu,permission required
1bf98bc2-8790-53ca-abc4-5dba3f60859a,tg:lhaq:4569_#1,e22_UsageRestrictions,1944-uu-uu,permission required
89fc49e7-870b-56d9-8f8e-e3f299ea89b8,tg:lhaq:2660_#1,e22_UsageRestrictions,1956-uu-uu,permission required
d46d1e5c-3e5f-5589-8d9e-2b18204d5b2d,tg:lhaq:9408_#1,e22_UsageRestrictions,1998-uu-uu,permission required
5e42150d-e15b-5949-9133-24bce31a0d85,tg:lhaq:9418_#1,e22_UsageRestrictions,1979-uu-uu,permission required
aeaeeb26-e353-569e-ae72-9a8c1113fcc2,tg:lhaq:2398_#1,e22_UsageRestrictions,1997-uu-uu,permission required
f46d2ee1-6574-5adc-8590-43fd2cb5f905,tg:lhaq:6845_#1,e22_UsageRestrictions,1950-07-uu,permission required
fa3f2999-4713-5bcc-8a94-36f73fbf65fa,tg:lhaq:9021_#1,e22_UsageRestrictions,1949-uu-uu,permission required
00dc63f2-ff34-55c4-b689-00c367959e2f,tg:lhaq:9031_#1,e22_UsageRestrictions,1949-uu-uu,permission required
ce2d8bba-e2bd-5a23-99b5-f5514383693a,tg:lhaq:9149_#1,e22_UsageRestrictions,1957-uu-uu,permission required
1a8f66ac-8137-56f8-8ca1-41e4aaee4d65,tg:lhaq:9286_#1,e22_UsageRestrictions,1956-07-11,permission required
c9aa6a90-86da-5bf9-81e8-4e98f3574b56,tg:lhaq:8928_#1,e22_UsageRestrictions,1951-uu-uu,permission required
ae488286-819a-55ad-82ed-fcad3d7e1fe3,tg:lhaq:8850_#1,e22_UsageRestrictions,1974-uu-uu,permission required
38150583-9458-515d-ac39-b2113649a42c,tg:lhaq:9427_#1,e22_UsageRestrictions,1918-uu-uu,permission required
7dc7d357-c783-5b64-aaf7-83cf01c6c37e,tg:lhaq:8778_#1,e22_UsageRestrictions,1958-uu-uu,permission required
43292a2d-4d9b-5e99-84fe-e4e1b809d5c2,tg:lhaq:9272_#1,e22_UsageRestrictions,1955-uu-uu,permission required
c8028711-7019-5333-928c-161de017c7b6,tg:lhaq:8323_#1,e22_UsageRestrictions,1925-uu-uu,permission required
472c4fee-fa26-5df4-9097-382498d23b59,tg:lhaq:8965_#1,e22_UsageRestrictions,1959-10-23,permission required
15589aed-afde-5d6b-a39f-af6048af049d,tg:lhaq:7267_#1,e22_UsageRestrictions,1881-uu-uu,open
e56ace79-107f-5a39-86c8-a88879adf148,tg:lhaq:8907_#1,e22_UsageRestrictions,1964-uu-uu,permission required
acd84b03-e051-5799-9d2a-3ee02f59d968,tg:lhaq:5475_#1,e22_UsageRestrictions,1907-uu-uu,permission required
76871674-ecc3-57b2-a162-2a131e64c93e,tg:lhaq:4017_#1,e22_UsageRestrictions,1968-11-21,permission required
d703209b-5a3b-5161-8409-dc142d2d9883,tg:lhaq:8917_#1,e22_UsageRestrictions,1951-uu-uu,permission required
c41c6d26-b09b-528b-ae1b-f304706fc230,tg:lhaq:8672_#1,e22_UsageRestrictions,1952-uu-uu,permission required
a73d211f-4d62-5ea9-8d6b-3b41dacc9bd5,tg:lhaq:9378_#1,e22_UsageRestrictions,1952-uu-uu,permission required
26c05342-0e27-57b4-a400-33d96414b7f4,tg:lhaq:9409_#1,e22_UsageRestrictions,1952-uu-uu,permission required
54f163e5-5bf1-5e29-9cf2-4ebacf25dfee,tg:lhaq:8687_#1,e22_UsageRestrictions,1960-uu-uu,permission required
77f8146d-77dd-55cf-9aab-aa7c90f2f0c0,tg:lhaq:8697_#1,e22_UsageRestrictions,1962-uu-uu,permission required
26b5a889-1700-5088-b5d8-3a7715939fd0,tg:lhaq:8833_#1,e22_UsageRestrictions,1974-uu-uu,permission required
22fad278-091c-5106-b035-2a163c331616,tg:lhaq:2661_#1,e22_UsageRestrictions,1956-uu-uu,permission required
15d8823b-5b16-54bd-9efd-498bfa3dadba,tg:lhaq:8851_#1,e22_UsageRestrictions,1974-uu-uu,permission required
779f016f-617b-5283-9909-3b2c0b8c24dd,tg:lhaq:8929_#1,e22_UsageRestrictions,1951-uu-uu,permission required
ce73f185-f5e4-57f9-aaa6-a0b813849103,tg:lhaq:8841_#1,e22_UsageRestrictions,1974-uu-uu,permission required
53109f8b-4913-5be8-bea3-5e0b17ddb92f,tg:lhaq:2399_#1,e22_UsageRestrictions,1955-uu-uu,permission required
296297f4-04cf-53f9-a702-045289dabccb,tg:lhaq:9030_#1,e22_UsageRestrictions,1949-uu-uu,permission required
6cd23c98-6727-5f1c-a015-b8f7929cabf8,tg:lhaq:9020_#1,e22_UsageRestrictions,1949-uu-uu,permission required
815b80d7-a0b9-5d12-92ee-1fd62b817b7e,tg:lhaq:7266_#1,e22_UsageRestrictions,1881-uu-uu,open
2a0ea83a-fb27-546f-a812-87e63336cbfd,tg:lhaq:8964_#1,e22_UsageRestrictions,1959-10-23,permission required
a1a1d23e-09af-5c76-942b-57e198ec400e,tg:lhaq:6819_#1,e22_UsageRestrictions,1976-10-09,permission required
ca832dd5-5ebc-5f3a-9166-703307ebc899,tg:lhaq:9273_#1,e22_UsageRestrictions,1960-uu-uu,permission required
4e5f2409-61a6-59be-aeb8-dc7d09b68e0d,tg:lhaq:8779_#1,e22_UsageRestrictions,1951-uu-uu,permission required
ab6f79ea-f4f9-5176-83ec-77bb8480356f,tg:lhaq:8322_#1,e22_UsageRestrictions,1925-uu-uu,permission required
f6ffa255-0d58-5f6f-a006-a4f4ca670df1,tg:lhaq:9105_#1,e22_UsageRestrictions,1980-uu-uu,permission required
c09e28c5-106d-5c31-8fe3-1557019a694f,tg:lhaq:8788_#2,e22_UsageRestrictions,1953-uu-uu,permission required
7e9d6233-2d0a-5d6a-83c6-d92ac0e04057,tg:lhaq:9379_#1,e22_UsageRestrictions,1953-uu-uu,permission required
11ce92ef-6c77-5ee5-8737-730dd92315f6,tg:lhaq:8673_#1,e22_UsageRestrictions,1952-uu-uu,permission required
d20e00e7-fb18-53e1-8449-a0a95749bdab,tg:lhaq:5464_#1,e22_UsageRestrictions,1906-02-09,permission required
2e971b51-baaf-5ad5-beb8-02e9044c3c2c,tg:lhaq:4016_#1,e22_UsageRestrictions,1968-11-21,permission required
2f6d1c44-27ec-51e2-8a18-083927348133,tg:lhaq:5474_#1,e22_UsageRestrictions,1906-uu-uu,permission required
30758116-2731-503b-b4bb-1a212ae30f6d,tg:lhaq:8906_#1,e22_UsageRestrictions,1964-uu-uu,permission required
2a4fb8a6-b293-58ff-92e2-729f56c6ec4b,tg:lhaq:8848_#1,e22_UsageRestrictions,1974-uu-uu,permission required
12b0e373-4f2c-56f3-ae3d-04c91415e23f,tg:lhaq:8930_#1,e22_UsageRestrictions,1951-uu-uu,permission required
3536f41f-1077-5b33-842f-6e55e9e80f89,tg:lhaq:8858_#1,e22_UsageRestrictions,1974-uu-uu,permission required
ccc329f2-2425-551f-8ccc-823ad391015b,tg:lhaq:8920_#1,e22_UsageRestrictions,1951-uu-uu,permission required
6b09493d-18fb-57bd-b7dc-76e31899ad76,tg:lhaq:8784_#1,e22_UsageRestrictions,1953-uu-uu,permission required
d31972fe-94f8-5882-838e-d5d39442241c,tg:lhaq:2380_#1,e22_UsageRestrictions,1916-uu-uu,permission required
5596ae3d-9c7b-58cd-9d32-98014912a12b,tg:lhaq:9141_#1,e22_UsageRestrictions,1942-uu-uu,permission required
548de402-ffa4-59b2-95c0-9a59ee4f49a1,tg:lhaq:8376_#1,e22_UsageRestrictions,1951-12-04,permission required
ee875551-85b9-5a6b-9604-feedd975e54c,tg:lhaq:8314_#1,e22_UsageRestrictions,1925-uu-uu,permission required
4ed022f1-dda0-590c-9348-f9401b8b9ee3,tg:lhaq:9400_#1,e22_UsageRestrictions,1975-uu-uu,permission required
518e3fc8-7650-5eca-a85b-8724c666d69f,tg:lhaq:8893_#1,e22_UsageRestrictions,1909-11-12,permission required
347727ad-4183-5224-992f-31f2fe756b82,tg:lhaq:8072_#1,e22_UsageRestrictions,1942-uu-uu,permission required
70b71a9a-983e-5c46-91c6-faf233945d2d,tg:lhaq:8883_#1,e22_UsageRestrictions,1974-uu-uu,permission required
a47bdaeb-ac2f-5f6d-97e0-c13200e5ee6a,tg:lhaq:9410_#1,e22_UsageRestrictions,2013-uu-uu,permission required
2fb25128-7f5d-52fd-b2bc-2899e2dbcf69,tg:lhaq:9394_#1,e22_UsageRestrictions,1959-uu-uu,permission required
03e19192-b9f4-5c36-83f5-0b8bfb59f550,tg:lhaq:6896_#1,e22_UsageRestrictions,1943-uu-uu,permission required
9c8207bb-458d-5dd1-a26a-132e96427ee0,tg:lhaq:9384_#1,e22_UsageRestrictions,1943-uu-uu,permission required
6c180ff3-6cb0-5260-8c28-1e102319893b,tg:lhaq:5558_#1,e22_UsageRestrictions,1918-uu-uu,permission required
70847939-9dda-5e3a-a6a2-189016ae7c26,tg:lhaq:5548_#1,e22_UsageRestrictions,1917-04-19,permission required
ed180335-5fc4-5654-add5-59d966a286a2,tg:lhaq:9016_#1,e22_UsageRestrictions,1973-04-14,permission required
f703c332-b9e4-5fbd-84a8-98139f98dabe,tg:lhaq:8702_#1,e22_UsageRestrictions,1962-uu-uu,permission required
06444fd2-c2a1-54de-a43c-5ab6de3612bf,tg:lhaq:8877_#1,e22_UsageRestrictions,1974-uu-uu,permission required
7cd915a6-de55-5b35-a980-5960967d3683,tg:lhaq:8867_#1,e22_UsageRestrictions,1974-uu-uu,permission required
ade7658b-7049-5d00-ba85-a6fe4ba7438e,tg:lhaq:5228_#1,e22_UsageRestrictions,1931-uu-uu,permission required
042a6ebc-7e88-5a2a-9c7b-760c50691ae0,tg:lhaq:8392_#1,e22_UsageRestrictions,1950-uu-uu,permission required
e29dd30b-48ab-5520-80e1-5b36c217c4c2,tg:lhaq:8382_#1,e22_UsageRestrictions,1950-uu-uu,permission required
