ResourceID,brocade.id,card,order,ire.isaar.uuid,Creation ISAAR Brocade ID,Creation Actor Role,Artistic Actor Widget,Creation Actor Identifier
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,tg:lhaq:9402,ImmaterialContent,1,89e7c923-0c88-5019-b368-a41cdb7d468b,au::16874,artists (visual artists),"dlod={""name"":""Dan van Severen"",""ark"":""ark:/83110/x0/89e7c923-0c88-5019-b368-a41cdb7d468b"",""uri"":""/agents/people/81553"",""id"":""au::16874"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/89e7c923-0c88-5019-b368-a41cdb7d468b
f051649c-2a76-5b5a-8afd-6f3b95716bc4,tg:lhaq:8985,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
2a009e82-1442-52f3-bdde-255bd25a5b29,tg:lhaq:5122,ImmaterialContent,1,110af802-2140-595d-9dc3-b983b3e44439,au::19394,artists (visual artists),"dlod={""name"":""Jeanne Vereeck-De Bruyn"",""ark"":""ark:/83110/x0/110af802-2140-595d-9dc3-b983b3e44439"",""uri"":""/agents/people/67975"",""id"":""au::19394"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/110af802-2140-595d-9dc3-b983b3e44439
77b0399b-e866-5c0f-97b5-3aa876feeb5a,tg:lhaq:9414,ImmaterialContent,1,3dd3dee1-b5d6-54f0-8832-659643393ea9,au::112017,artists (visual artists),"dlod={""name"":""Siegfried Woldhek"",""ark"":""ark:/83110/x0/3dd3dee1-b5d6-54f0-8832-659643393ea9"",""uri"":""/agents/people/47775"",""id"":""au::112017"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3dd3dee1-b5d6-54f0-8832-659643393ea9
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,ImmaterialContent,1,31699e19-b1a8-5294-b00a-dfadfa7624fc,au::7607,artists (visual artists),"dlod={""name"":""Hélène Gliewe"",""ark"":""ark:/83110/x0/31699e19-b1a8-5294-b00a-dfadfa7624fc"",""uri"":""/agents/people/59834"",""id"":""au::7607"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/31699e19-b1a8-5294-b00a-dfadfa7624fc
2889da1d-de01-506d-a2b8-86ab9eaf34d7,tg:lhaq:7261,ImmaterialContent,1,d47fa51f-36a5-52d0-a148-d71c6ad4482a,au::19638,artists (visual artists),"dlod={""name"":""Karel Verlat"",""ark"":""ark:/83110/x0/d47fa51f-36a5-52d0-a148-d71c6ad4482a"",""uri"":""/agents/people/94346"",""id"":""au::19638"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d47fa51f-36a5-52d0-a148-d71c6ad4482a
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,ImmaterialContent,1,1eb37b38-398c-51aa-b304-69f753368fdd,au::58377,artists (visual artists),"dlod={""name"":""Mavis Taylor"",""ark"":""ark:/83110/x0/1eb37b38-398c-51aa-b304-69f753368fdd"",""uri"":""/agents/people/81752"",""id"":""au::58377"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1eb37b38-398c-51aa-b304-69f753368fdd
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,ImmaterialContent,1,c7bfda4f-ce47-5210-a8d8-a79fd9ef4113,au::19590,artists (visual artists),"dlod={""name"":""Renaat Verheyen"",""ark"":""ark:/83110/x0/c7bfda4f-ce47-5210-a8d8-a79fd9ef4113"",""uri"":""/agents/people/68230"",""id"":""au::19590"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c7bfda4f-ce47-5210-a8d8-a79fd9ef4113
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
3427e823-4487-5f09-a8b8-0a62308a7afa,tg:lhaq:4066,ImmaterialContent,1,9ada419a-df68-5b6f-9c80-a41be924b41e,au::12214,artists (visual artists),"dlod={""name"":""Leo Marfurt"",""ark"":""ark:/83110/x0/9ada419a-df68-5b6f-9c80-a41be924b41e"",""uri"":""/agents/people/50297"",""id"":""au::12214"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9ada419a-df68-5b6f-9c80-a41be924b41e
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,ImmaterialContent,1,1eb37b38-398c-51aa-b304-69f753368fdd,au::58377,artists (visual artists),"dlod={""name"":""Mavis Taylor"",""ark"":""ark:/83110/x0/1eb37b38-398c-51aa-b304-69f753368fdd"",""uri"":""/agents/people/81752"",""id"":""au::58377"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1eb37b38-398c-51aa-b304-69f753368fdd
262ab269-588a-565f-9fff-7b4d784fe26a,tg:lhaq:4123,ImmaterialContent,1,9ee44155-22ed-55f4-99ae-c4d1f973920e,au::12541,artists (visual artists),"dlod={""name"":""Franz Melchers"",""ark"":""ark:/83110/x0/9ee44155-22ed-55f4-99ae-c4d1f973920e"",""uri"":""/agents/people/78965"",""id"":""au::12541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9ee44155-22ed-55f4-99ae-c4d1f973920e
397cdc4d-1877-5ff1-aea4-d5699678eec6,tg:lhaq:8383,ImmaterialContent,1,f005ee9b-a1bd-56d5-abdd-0dd487d5e38e,au::57311,artists (visual artists),"dlod={""name"":""Charles Godefroid"",""ark"":""ark:/83110/x0/f005ee9b-a1bd-56d5-abdd-0dd487d5e38e"",""uri"":""/agents/people/69525"",""id"":""au::57311"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f005ee9b-a1bd-56d5-abdd-0dd487d5e38e
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,ImmaterialContent,1,2471c8d4-7469-594d-b7e6-bb1ebfd0419c,au::18808,artists (visual artists),"dlod={""name"":""Jan Vaerten"",""ark"":""ark:/83110/x0/2471c8d4-7469-594d-b7e6-bb1ebfd0419c"",""uri"":""/agents/people/52203"",""id"":""au::18808"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2471c8d4-7469-594d-b7e6-bb1ebfd0419c
da23c11e-76c1-5d41-bc0d-4654a90f4146,tg:lhaq:9068,ImmaterialContent,1,a2b3c8bb-9e20-573a-8799-0d5c651ecc71,au::17210,artists (visual artists),"dlod={""name"":""Paul Snoek"",""ark"":""ark:/83110/x0/a2b3c8bb-9e20-573a-8799-0d5c651ecc71"",""uri"":""/agents/people/66203"",""id"":""au::17210"",""nameWithContext"":[""Edmond Schietekat""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a2b3c8bb-9e20-573a-8799-0d5c651ecc71
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,ImmaterialContent,1,7f88831b-72a5-59bd-8537-60e29dff5171,au::4478,artists (visual artists),"dlod={""name"":""Fernand Cornet"",""ark"":""ark:/83110/x0/7f88831b-72a5-59bd-8537-60e29dff5171"",""uri"":""/agents/people/89753"",""id"":""au::4478"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7f88831b-72a5-59bd-8537-60e29dff5171
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,ImmaterialContent,1,2471c8d4-7469-594d-b7e6-bb1ebfd0419c,au::18808,artists (visual artists),"dlod={""name"":""Jan Vaerten"",""ark"":""ark:/83110/x0/2471c8d4-7469-594d-b7e6-bb1ebfd0419c"",""uri"":""/agents/people/52203"",""id"":""au::18808"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2471c8d4-7469-594d-b7e6-bb1ebfd0419c
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,tg:lhaq:1399,ImmaterialContent,1,7c8bd38a-45b3-5f79-a95b-b49016a75289,au::16746,artists (visual artists),"dlod={""name"":""Ernest Schuyten"",""ark"":""ark:/83110/x0/7c8bd38a-45b3-5f79-a95b-b49016a75289"",""uri"":""/agents/people/50126"",""id"":""au::16746"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7c8bd38a-45b3-5f79-a95b-b49016a75289
9b000f80-5b64-5386-992c-edf855837ac7,tg:lhaq:8911,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
9abd95fd-1030-5479-8146-b6d6efc1c2ad,tg:lhaq:8854,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
5c3c5c94-0899-5cf3-9203-2f45ab429ca0,tg:lhaq:8784,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
8b0c07b1-b052-570b-bca7-98f8d7fba377,tg:lhaq:5509,ImmaterialContent,1,ac92ef70-ff90-5587-bcf9-9d972c08469a,au::21564,artists (visual artists),"dlod={""name"":""Eugène A. Winters"",""ark"":""ark:/83110/x0/ac92ef70-ff90-5587-bcf9-9d972c08469a"",""uri"":""/agents/people/75666"",""id"":""au::21564"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ac92ef70-ff90-5587-bcf9-9d972c08469a
d26759cd-338b-529c-b7b2-93481776dced,tg:lhaq:8907,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,tg:lhaq:8842,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
5c1e09e9-31d5-570e-9050-94a70b3f39d9,tg:lhaq:8792,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
1beea900-3308-5a4d-9492-8a60f728f42d,tg:lhaq:6626,ImmaterialContent,1,50fc875c-5970-581c-810b-9119071a1f1e,au::45008,artists (visual artists),"dlod={""name"":""Luc Cromheecke"",""ark"":""ark:/83110/x0/50fc875c-5970-581c-810b-9119071a1f1e"",""uri"":""/agents/people/69252"",""id"":""au::45008"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/50fc875c-5970-581c-810b-9119071a1f1e
dcc55afd-62ec-50f4-8a26-7f808b7735ba,tg:lhaq:8403,ImmaterialContent,1,f005ee9b-a1bd-56d5-abdd-0dd487d5e38e,au::57311,artists (visual artists),"dlod={""name"":""Charles Godefroid"",""ark"":""ark:/83110/x0/f005ee9b-a1bd-56d5-abdd-0dd487d5e38e"",""uri"":""/agents/people/69525"",""id"":""au::57311"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f005ee9b-a1bd-56d5-abdd-0dd487d5e38e
5e937a35-f83b-5d43-9f13-29afb0ff6951,tg:lhaq:4565,ImmaterialContent,1,4ab4d332-d5c3-5ec9-8d14-bc1f6748f5e8,au::4316,artists (visual artists),"dlod={""name"":""René de Coninck"",""ark"":""ark:/83110/x0/4ab4d332-d5c3-5ec9-8d14-bc1f6748f5e8"",""uri"":""/agents/people/93352"",""id"":""au::4316"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4ab4d332-d5c3-5ec9-8d14-bc1f6748f5e8
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,tg:lhaq:8546,ImmaterialContent,1,1eb37b38-398c-51aa-b304-69f753368fdd,au::58377,artists (visual artists),"dlod={""name"":""Mavis Taylor"",""ark"":""ark:/83110/x0/1eb37b38-398c-51aa-b304-69f753368fdd"",""uri"":""/agents/people/81752"",""id"":""au::58377"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1eb37b38-398c-51aa-b304-69f753368fdd
52738c98-5867-5d59-906c-9ba1046e26c3,tg:lhaq:2632,ImmaterialContent,1,a2b3c8bb-9e20-573a-8799-0d5c651ecc71,au::17210,artists (visual artists),"dlod={""name"":""Paul Snoek"",""ark"":""ark:/83110/x0/a2b3c8bb-9e20-573a-8799-0d5c651ecc71"",""uri"":""/agents/people/66203"",""id"":""au::17210"",""nameWithContext"":[""Edmond Schietekat""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a2b3c8bb-9e20-573a-8799-0d5c651ecc71
54b8899f-fe69-58b3-bf28-58ce7abca638,tg:lhaq:8395,ImmaterialContent,1,f005ee9b-a1bd-56d5-abdd-0dd487d5e38e,au::57311,artists (visual artists),"dlod={""name"":""Charles Godefroid"",""ark"":""ark:/83110/x0/f005ee9b-a1bd-56d5-abdd-0dd487d5e38e"",""uri"":""/agents/people/69525"",""id"":""au::57311"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f005ee9b-a1bd-56d5-abdd-0dd487d5e38e
06c48f40-7010-5f14-bbd5-02802f6b0a5a,tg:lhaq:8680,ImmaterialContent,1,2471c8d4-7469-594d-b7e6-bb1ebfd0419c,au::18808,artists (visual artists),"dlod={""name"":""Jan Vaerten"",""ark"":""ark:/83110/x0/2471c8d4-7469-594d-b7e6-bb1ebfd0419c"",""uri"":""/agents/people/52203"",""id"":""au::18808"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2471c8d4-7469-594d-b7e6-bb1ebfd0419c
0cccfe13-5966-514f-988a-6d35cc081d04,tg:lhaq:5548,ImmaterialContent,1,8a24532e-6a0a-530b-a3be-90a7b31e6590,au::11363,artists (visual artists),"dlod={""name"":""Jos Léonard"",""ark"":""ark:/83110/x0/8a24532e-6a0a-530b-a3be-90a7b31e6590"",""uri"":""/agents/people/83731"",""id"":""au::11363"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8a24532e-6a0a-530b-a3be-90a7b31e6590
e833935d-27a6-5ffc-a736-109781e1f502,tg:lhaq:9009,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
7441af4b-7744-54fb-a0f6-4036bed9cba9,tg:lhaq:8531,ImmaterialContent,1,1eb37b38-398c-51aa-b304-69f753368fdd,au::58377,artists (visual artists),"dlod={""name"":""Mavis Taylor"",""ark"":""ark:/83110/x0/1eb37b38-398c-51aa-b304-69f753368fdd"",""uri"":""/agents/people/81752"",""id"":""au::58377"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1eb37b38-398c-51aa-b304-69f753368fdd
b1ce90f6-e392-5335-b3bd-669a5c58aee7,tg:lhaq:8862,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
bf88cfb6-f431-5418-a71f-a37074a5f5f7,tg:lhaq:8927,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
207edb6b-a0ee-5b45-83b8-6ad1b6ebd2ea,tg:lhaq:6893,ImmaterialContent,1,31699e19-b1a8-5294-b00a-dfadfa7624fc,au::7607,artists (visual artists),"dlod={""name"":""Hélène Gliewe"",""ark"":""ark:/83110/x0/31699e19-b1a8-5294-b00a-dfadfa7624fc"",""uri"":""/agents/people/59834"",""id"":""au::7607"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/31699e19-b1a8-5294-b00a-dfadfa7624fc
407075f2-7ac8-5743-bab0-7bab26c3df34,tg:lhaq:9377,ImmaterialContent,1,5e2afab8-404e-5849-9e83-a43bb22c6ee2,au::14181,artists (visual artists),"dlod={""name"":""Alfred Ost"",""ark"":""ark:/83110/x0/5e2afab8-404e-5849-9e83-a43bb22c6ee2"",""uri"":""/agents/people/48790"",""id"":""au::14181"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5e2afab8-404e-5849-9e83-a43bb22c6ee2
8a64f85a-b500-58e5-a6dc-81d241f27c55,tg:lhaq:8835,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
031ba763-243a-5ac6-bba2-8faeaee6f14c,tg:lhaq:8566,ImmaterialContent,1,1eb37b38-398c-51aa-b304-69f753368fdd,au::58377,artists (visual artists),"dlod={""name"":""Mavis Taylor"",""ark"":""ark:/83110/x0/1eb37b38-398c-51aa-b304-69f753368fdd"",""uri"":""/agents/people/81752"",""id"":""au::58377"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1eb37b38-398c-51aa-b304-69f753368fdd
45bc62d6-8ccc-59a4-815b-f85cab9157de,tg:lhaq:8970,ImmaterialContent,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,artists (visual artists),"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
