ResourceID,brocade.id,card,order,External Relation Note,External Relation,External Relation URL,External Relation URL Type,External Relation Note Language,External Relation Note Type
d2ea31ef-3568-5310-8aef-30eb6a6f2283,tg:lhpr:9992,ExternalRelations,1,"jg. 3 (1857), naast p. 37",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
811672ca-663e-5490-85bf-4d26f3d50098,tg:lhpr:9838,ExternalRelations,1,naast p. 174,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572014,Publicaties in de Anet catalogus,Nederlands,remarks
c2245b82-533b-5ade-8e0f-8a1bb59d9237,tg:lhpr:9459,ExternalRelations,1,p. 5,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:12274,Publicaties in de Anet catalogus,Nederlands,remarks
db584a68-261e-5e5f-b93f-ddfdeb166e32,tg:lhpr:10042,ExternalRelations,1,Plaat 33,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
4d4a39a0-1802-5d60-9d3e-bc5b5c783254,tg:lhpr:9770,ExternalRelations,1,naast p. 103,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124833,Publicaties in de Anet catalogus,Nederlands,remarks
ad19a92a-d8ee-5bf1-b3e1-517a71811d9e,tg:lhpr:10107,ExternalRelations,1,Dl. XII,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:609032,Publicaties in de Anet catalogus,Nederlands,remarks
8cc5999b-e71e-527f-9a7f-f9d201e79f77,tg:lhpr:9818,ExternalRelations,1,naast p. 84,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571481,Publicaties in de Anet catalogus,Nederlands,remarks
894fafe1-3987-5ed7-86e4-1375447d798d,tg:lhpr:9727,ExternalRelations,1,naast p. 38 (soms 34),gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571547,Publicaties in de Anet catalogus,Nederlands,remarks
e8af4188-e3d9-5d7b-ae87-b68e7be3be43,tg:lhpr:10015,ExternalRelations,1,Plaat 6,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
c28d86e4-41d8-5119-bee1-f82006a4b0ed,tg:lhpr:10150,ExternalRelations,1,1861 - naast p. 90,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
fd129c90-de60-5ae2-9092-e728d0b6abdd,tg:lhpr:9662,ExternalRelations,1,", tussen p. 114 en 115.",gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571479,Publicaties in de Anet catalogus,Nederlands,remarks
791c7234-5ed2-581d-9bc2-6e5cfde872df,tg:lhpr:10003,ExternalRelations,1,"jg. 4 (1858), p. 89",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
1647351a-d547-5e04-91e0-2fe120f74442,tg:lhpr:9731,ExternalRelations,1,naast p. 71,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571560,Publicaties in de Anet catalogus,Nederlands,remarks
8b607c2a-c497-5b3c-a559-a88d49487a3b,tg:lhpr:9674,ExternalRelations,1," Dl. III, frontispies",gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571491/N,Publicaties in de Anet catalogus,Nederlands,remarks
c5197686-4212-5532-8e02-4cf697cf21ae,tg:lhpr:10146,ExternalRelations,1,1859 - naast p. 74,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
d1bf531a-58cf-51d5-b2cf-61ab017650de,tg:lhpr:9859,ExternalRelations,1,frontispies,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572372,Publicaties in de Anet catalogus,Nederlands,remarks
abec2354-e0aa-5981-bc12-3f7b8be3b35e,tg:lhpr:9766,ExternalRelations,1,naast p. 88,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124833,Publicaties in de Anet catalogus,Nederlands,remarks
102b767d-b500-566e-86b4-a01f1ff07615,tg:lhpr:10054,ExternalRelations,1,Plaat 45,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
9bc31d8c-6185-553a-8aac-2aca2f5ee6de,tg:lhpr:10111,ExternalRelations,1,Dl. XVI,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:609032,Publicaties in de Anet catalogus,Nederlands,remarks
68fd64cd-4709-5e55-989b-993d1775abf0,tg:lhpr:9789,ExternalRelations,1,"dl. 2, naast p. 188",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571606,Publicaties in de Anet catalogus,Nederlands,remarks
3c909b50-ceaa-5709-93a2-62a4b2357824,tg:lhpr:9967,ExternalRelations,1,"jg. 1 (1855), p. 36",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
1a9ca4b4-98dd-55ca-8624-73096338face,tg:lhpr:9988,ExternalRelations,1,"jg. 2 (1856), p. 153",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
5a9fa400-6c2c-58b2-b9b5-6ca671b44ef3,tg:lhpr:9822,ExternalRelations,1,"dl. 1, frontispies",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124822,Publicaties in de Anet catalogus,Nederlands,remarks
f6a55c50-43bc-5a1c-9735-469b2b1412d0,tg:lhpr:10185,ExternalRelations,1,1877,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
62aae0a1-11b5-5042-ac06-0a27b529b087,tg:lhpr:9930,ExternalRelations,1,,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:919117,Publicaties in de Anet catalogus,,
b9b02e52-8bf8-50df-84d0-eb6d4bf55331,tg:lhpr:9875,ExternalRelations,1,frontispies,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572394,Publicaties in de Anet catalogus,Nederlands,remarks
095bab1f-e94e-57ed-b79a-99f63625d902,tg:lhpr:10097,ExternalRelations,1,Dl. II,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:609032,Publicaties in de Anet catalogus,Nederlands,remarks
42fbeb53-83c0-5658-8a45-7ec908cc3b66,tg:lhpr:10202,ExternalRelations,1,1883,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
ee3e50ee-0ba4-57f8-8255-c53628b2ceaa,tg:lhpr:9863,ExternalRelations,1,"Dl. 1, frontispies",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572376,Publicaties in de Anet catalogus,Nederlands,remarks
b2ecdb79-88f3-5582-90ac-0e936962e782,tg:lhpr:9971,ExternalRelations,1,"jg. 1 (1855), p. 70",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
fc59f170-42e0-5fdc-b497-150b10b838b8,tg:lhpr:9834,ExternalRelations,1,frontispies,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571959,Publicaties in de Anet catalogus,Nederlands,remarks
9b1c91a6-864f-58a5-94b4-0cb1668f82c7,tg:lhpr:10039,ExternalRelations,1,Plaat 30,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
ef383356-dadc-5326-a2bf-4d3e40e1cde3,tg:lhpr:10193,ExternalRelations,1,1881,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
5205b337-7985-5015-97c0-19b0e14b8cd5,tg:lhpr:10038,ExternalRelations,1,Plaat 29,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
f6dc03cb-434f-5546-a11c-eacd65cc7f1c,tg:lhpr:10192,ExternalRelations,1,1880,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
c901dd59-1be5-5a4e-97aa-3f65c4ecbc4f,tg:lhpr:9970,ExternalRelations,1,"jg. 1 (1855), p. 38",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
79ae45f6-bc60-5b91-b8fb-c28998bfa9ab,tg:lhpr:9835,ExternalRelations,1,frontispies,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572014,Publicaties in de Anet catalogus,Nederlands,remarks
4790460e-a91c-53d4-81bc-a2219174e912,tg:lhpr:9862,ExternalRelations,1,naast p. 206,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572372,Publicaties in de Anet catalogus,Nederlands,remarks
891d1b27-661c-5409-a13e-3d9ce1bf03a2,tg:lhpr:10096,ExternalRelations,1,Dl. I,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:609032,Publicaties in de Anet catalogus,Nederlands,remarks
840fbd4e-66e5-5251-b89e-aaefd24f1aa9,tg:lhpr:9931,ExternalRelations,1,,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:919117,Publicaties in de Anet catalogus,,
6884a71a-e50e-55bc-9a1c-a36efb3904d6,tg:lhpr:9874,ExternalRelations,1,"Dl. 2, frontispies",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572382,Publicaties in de Anet catalogus,Nederlands,remarks
94b1a62a-a698-5b97-b911-604dfed8e3d2,tg:lhpr:9659,ExternalRelations,1,", frontispies",gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571479,Publicaties in de Anet catalogus,Nederlands,remarks
6485445b-525c-510a-87c7-042faace694c,tg:lhpr:10184,ExternalRelations,1,1876,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
9cde4993-b35e-50bd-94b3-ee53d9669b3c,tg:lhpr:9966,ExternalRelations,1,"jg. 1 (1855), p. 14",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
88e19b34-e02c-51e0-9564-6e45542ee026,tg:lhpr:9989,ExternalRelations,1,"jg. 2 (1856), p. 161",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
7646c8d2-4a30-5dfb-9f02-e205be5636e6,tg:lhpr:9823,ExternalRelations,1,"dl. 1, naast p. 128",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124822,Publicaties in de Anet catalogus,Nederlands,remarks
cbf496ee-2503-583e-aafe-2f45ed3f1705,tg:lhpr:10055,ExternalRelations,1,Plaat 46,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
ca9a858e-64c4-5ff9-93a7-a1c26dac25ef,tg:lhpr:10110,ExternalRelations,1,Dl. XV,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:609032,Publicaties in de Anet catalogus,Nederlands,remarks
8b485437-27ab-5a81-8b9c-2ec36db3208e,tg:lhpr:9788,ExternalRelations,1,"dl. 2, naast p. 111",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571606,Publicaties in de Anet catalogus,Nederlands,remarks
59f2277d-bb8c-5d17-aac6-6e99b46bc31a,tg:lhpr:9858,ExternalRelations,1,"Dl. 2, frontispies",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572055,Publicaties in de Anet catalogus,Nederlands,remarks
d0cd6ff0-f203-5933-b77b-f3209c0cbafc,tg:lhpr:10002,ExternalRelations,1,"jg. 4 (1858), p. 73",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
92e43530-2612-5268-926e-7957185a296d,tg:lhpr:9730,ExternalRelations,1,frontispies,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571560,Publicaties in de Anet catalogus,Nederlands,remarks
2868d7ce-adbe-5756-887a-50360c37ac69,tg:lhpr:9675,ExternalRelations,1,frontispies,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571494,Publicaties in de Anet catalogus,Nederlands,remarks
69caff0b-b153-5965-859f-fec2b0ae5d3d,tg:lhpr:10147,ExternalRelations,1,1860 - frontispies,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
67fc88f2-931d-539b-ba1b-c740f2b25407,tg:lhpr:9726,ExternalRelations,1,naast p. 193,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571547,Publicaties in de Anet catalogus,Nederlands,remarks
4a3df2e8-fe19-5e68-a319-603c3cb1a6bb,tg:lhpr:10014,ExternalRelations,1,Plaat 5,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
300b7043-87a8-57da-a89d-3b8e5a28d97b,tg:lhpr:10151,ExternalRelations,1,1861 - frontispies,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
9c5166d4-4cba-552a-b64e-5aec09a5616a,tg:lhpr:9663,ExternalRelations,1,"dl I, naast p. 35",gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571491/N,Publicaties in de Anet catalogus,Nederlands,remarks
268e7efe-f28c-5d98-925a-8217cb322ae8,tg:lhpr:9819,ExternalRelations,1,naast p. 148,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571481,Publicaties in de Anet catalogus,Nederlands,remarks
26a95867-2dd8-555b-812f-752d2aae58b2,tg:lhpr:10043,ExternalRelations,1,Plaat 34,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
a4883dba-af42-5b2a-baef-5051fb06e9d5,tg:lhpr:9771,ExternalRelations,1,naast p. 106,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124833,Publicaties in de Anet catalogus,Nederlands,remarks
19de7c98-974b-5d40-bfaf-d6b79b801dc8,tg:lhpr:10106,ExternalRelations,1,Dl. XI,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:609032,Publicaties in de Anet catalogus,Nederlands,remarks
1cf25b77-18e0-57f6-99ba-cbacd11c4eee,tg:lhpr:9993,ExternalRelations,1,"jg. 3 (1857), naast p. 37",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
7d80418c-19f1-51a2-bfb1-47be55e0a830,tg:lhpr:9839,ExternalRelations,1,frontispies,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572017,Publicaties in de Anet catalogus,Nederlands,remarks
2b0de052-e3c5-5ee8-ba11-10fa293ea451,tg:lhpr:10171,ExternalRelations,1,1870,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
94dc901e-1239-5e80-816d-6875568946de,tg:lhpr:9706,ExternalRelations,1,"dl. 1, naast p.33",gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:124787,Publicaties in de Anet catalogus,Nederlands,remarks
f4b92638-be79-5586-93d3-de8d86f59983,tg:lhpr:10034,ExternalRelations,1,Plaat 25,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
3e7330af-9393-5f8b-b731-4f97dcef1dec,tg:lhpr:9881,ExternalRelations,1,frontispies,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572464,Publicaties in de Anet catalogus,Nederlands,remarks
4f8f6b82-3ce9-5644-a541-a89168851d66,tg:lhpr:10126,ExternalRelations,1,naast p. 309,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:132431,Publicaties in de Anet catalogus,Nederlands,remarks
6c9c70c9-b8de-5782-a235-ad58463552b3,tg:lhtk:9793,ExternalRelations,1,naast p. 99,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571959,Publicaties in de Anet catalogus,Nederlands,remarks
578e01d8-c4c4-59da-9ae7-68e821a15464,tg:lhtk:9639,ExternalRelations,1,"Dl. 1, frontispies",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571532,Publicaties in de Anet catalogus,Nederlands,remarks
3442b397-8bf6-5810-aa52-5581a65d3df0,tg:lhtk:9843,ExternalRelations,1,"Dl. 1, naast p. 50",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:284382,Publicaties in de Anet catalogus,Nederlands,remarks
517a3edf-a55f-5df5-90d7-43afadf8bd74,tg:lhtk:14324,ExternalRelations,1,Dit is illustratie 47 op p.222,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:609606,Publicaties in de Anet catalogus,Nederlands,remarks
9a3d7efa-b18a-5035-83b5-1dfc6b36fe7b,tg:lhtk:9906,ExternalRelations,1,naast p. 168,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:572702,Publicaties in de Anet catalogus,Nederlands,remarks
f78c9934-2294-50d0-9295-ede62020c8a2,tg:lhtk:10019,ExternalRelations,1,Plaat 1,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
c3927929-41c0-5cf6-a311-3f3176052ae1,tg:lhtk:13459,ExternalRelations,1,Afbeelding pag. 14,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:1077172,Publicaties in de Anet catalogus,Nederlands,remarks
dc4d698f-64cb-59a9-a99b-a4ddbeae47a9,tg:lhtk:9814,ExternalRelations,1,"Dl. 1, naast p. 58",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572055,Publicaties in de Anet catalogus,Nederlands,remarks
99bd6d35-dee8-5e55-9bca-a0ec17e61811,tg:lhtk:9697,ExternalRelations,1,naast p. 106,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124833,Publicaties in de Anet catalogus,Nederlands,remarks
6acac26f-fe45-518d-8543-230476dd63fa,tg:lhtk:9802,ExternalRelations,1,naast p. 174,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572014,Publicaties in de Anet catalogus,Nederlands,remarks
70f569ae-41c5-515c-a472-ca794fba3138,tg:lhtk:10058,ExternalRelations,1,Plaat 30,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
64fa1e4d-bf25-5a51-8c0c-03acf9c022fd,tg:lhtk:9785,ExternalRelations,1,naast p. 31,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571959,Publicaties in de Anet catalogus,Nederlands,remarks
a2f21420-e831-5aa6-9f04-ef62f43d47ac,tg:lhtk:9654,ExternalRelations,1,naast p. 71,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571560,Publicaties in de Anet catalogus,Nederlands,remarks
79851037-c9d1-52be-b823-f368daea4f4a,tg:lhtk:9711,ExternalRelations,1,"dl. 1, frontispies",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571606,Publicaties in de Anet catalogus,Nederlands,remarks
c3db3ef7-0d6a-5c7e-a93f-5e092cc5a2e2,tg:lhtk:13463,ExternalRelations,1,afbeelding pag. 43,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:1077172,Publicaties in de Anet catalogus,Nederlands,remarks
f27ca504-a8e1-57f9-b5b7-02712ce3db75,tg:lhtk:9984,ExternalRelations,1,,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:570179,Publicaties in de Anet catalogus,,
9d49cab3-5894-569a-bc0c-808d3aad8ecd,tg:lhtk:14934,ExternalRelations,1,,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:1116679,Publicaties in de Anet catalogus,,
4c9f926b-dd0b-5faf-a85b-b3e9dd1d85e7,tg:lhtk:10074,ExternalRelations,1,Plaat 46,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
91bb76d8-0f1c-5af5-8a2c-772c221e7e62,tg:lhtk:9896,ExternalRelations,1,"dl. 2, naast p. 161",gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:124805,Publicaties in de Anet catalogus,Nederlands,remarks
