ResourceID,brocade.id,card,order,id/place.place,Production Place ID,Production Place Identifier,Production Place Name
6ba58e6a-c5aa-528d-8223-0cdeecb3d481,tg:rubhs:83,Places,1,"[{'value': 'au::103698', 'uuid': 'fb5b8b08-e88a-5b4d-bdb9-8223bd100bde'}]",au::103698,https://id.rubenianum.be//ark:/86530/fb5b8b08-e88a-5b4d-bdb9-8223bd100bde,Rome
6ba58e6a-c5aa-528d-8223-0cdeecb3d481,tg:rubhs:83,Places,2,"[{'value': 'au::103801', 'uuid': '22f72d9a-52d6-5f81-9df8-1d3d5da92731'}]",au::103801,https://id.rubenianum.be//ark:/86530/22f72d9a-52d6-5f81-9df8-1d3d5da92731,Florence
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,1,"[{'value': 'au::102849', 'uuid': '826b2ba0-7ecc-592c-877e-efeef61aeecb'}]",au::102849,https://id.rubenianum.be//ark:/86530/826b2ba0-7ecc-592c-877e-efeef61aeecb,Parijs
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,10,"[{'value': 'au::103036', 'uuid': '6ac5da08-325f-5d8d-833a-9f151d453766'}]",au::103036,https://id.rubenianum.be//ark:/86530/6ac5da08-325f-5d8d-833a-9f151d453766,Montauban
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,11,"[{'value': 'au::102669', 'uuid': 'f5eaafa3-3a82-5aff-a112-1f63c4ba0546'}]",au::102669,https://id.rubenianum.be//ark:/86530/f5eaafa3-3a82-5aff-a112-1f63c4ba0546,Châteauroux
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,12,"[{'value': 'au::102654', 'uuid': 'f4bd87a8-e625-5e9b-99f2-4cb701ff99d6'}]",au::102654,https://id.rubenianum.be//ark:/86530/f4bd87a8-e625-5e9b-99f2-4cb701ff99d6,Bourges
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,13,"[{'value': 'au::106728', 'uuid': '58ee2c31-f4f6-552f-9efa-d7f9907d7afb'}]",au::106728,https://id.rubenianum.be//ark:/86530/58ee2c31-f4f6-552f-9efa-d7f9907d7afb,Zurich
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,2,"[{'value': 'au::105810', 'uuid': '97c7f2d9-5f8f-521c-93ef-51b032a7e886'}]",au::105810,https://id.rubenianum.be//ark:/86530/97c7f2d9-5f8f-521c-93ef-51b032a7e886,Madrid
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,3,"[{'value': 'au::102680', 'uuid': 'd10dba5b-588d-58ef-98cf-2bcd7e226708'}]",au::102680,https://id.rubenianum.be//ark:/86530/d10dba5b-588d-58ef-98cf-2bcd7e226708,Tours
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,4,"[{'value': 'au::102946', 'uuid': 'c05018dd-8e24-5c8b-925c-5b0452a3c8d2'}]",au::102946,https://id.rubenianum.be//ark:/86530/c05018dd-8e24-5c8b-925c-5b0452a3c8d2,Montpellier
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,5,"[{'value': 'au::103245', 'uuid': '12643f5e-b975-55ba-9f63-78f54aba8955'}]",au::103245,https://id.rubenianum.be//ark:/86530/12643f5e-b975-55ba-9f63-78f54aba8955,Aix-en-Provence
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,6,"[{'value': 'au::103278', 'uuid': '3b75802c-6e72-5a1e-a137-66825ad4a352'}]",au::103278,https://id.rubenianum.be//ark:/86530/3b75802c-6e72-5a1e-a137-66825ad4a352,Avignon
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,7,"[{'value': 'au::102925', 'uuid': '1d2033c4-d940-5760-aaa8-a02bda8904f2'}]",au::102925,https://id.rubenianum.be//ark:/86530/1d2033c4-d940-5760-aaa8-a02bda8904f2,Narbonne
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,8,"[{'value': 'au::102923', 'uuid': 'cb79595f-f274-5c3b-8643-51fd214ac4c1'}]",au::102923,https://id.rubenianum.be//ark:/86530/cb79595f-f274-5c3b-8643-51fd214ac4c1,Carcassonne
7c225786-d095-55ee-8d80-eaf75ab82926,tg:rubhs:134,Places,9,"[{'value': 'au::103016', 'uuid': 'cba734fb-f0d8-5d96-b71a-1ef3df0a7519'}]",au::103016,https://id.rubenianum.be//ark:/86530/cba734fb-f0d8-5d96-b71a-1ef3df0a7519,Toulouse
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,1,"[{'value': 'au::106648', 'uuid': '347b7148-f3c2-5372-9f5a-b08d516f77e7'}]",au::106648,https://id.rubenianum.be//ark:/86530/347b7148-f3c2-5372-9f5a-b08d516f77e7,Luzern
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,10,"[{'value': 'au::100654', 'uuid': 'a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2'}]",au::100654,https://id.rubenianum.be//ark:/86530/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2,Gent
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,11,"[{'value': 'au::101023', 'uuid': 'a27575bb-282d-5cfe-9356-05a49b29067f'}]",au::101023,https://id.rubenianum.be//ark:/86530/a27575bb-282d-5cfe-9356-05a49b29067f,Brugge
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,12,"[{'value': 'au::100141', 'uuid': '81ac4db9-1e25-55a3-9b28-97c03f96b4ab'}]",au::100141,https://id.rubenianum.be//ark:/86530/81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,13,"[{'value': 'au::100229', 'uuid': 'f97bb3c8-a795-5e52-817b-dbb8c3310c33'}]",au::100229,https://id.rubenianum.be//ark:/86530/f97bb3c8-a795-5e52-817b-dbb8c3310c33,Lier
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,14,"[{'value': 'au::100231', 'uuid': '8edb9f04-ad85-5c4a-aa2c-b4e509be84f2'}]",au::100231,https://id.rubenianum.be//ark:/86530/8edb9f04-ad85-5c4a-aa2c-b4e509be84f2,Mechelen
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,15,"[{'value': 'au::100105', 'uuid': '99596b2b-2b42-50f2-8ec3-d578638b6d71'}]",au::100105,https://id.rubenianum.be//ark:/86530/99596b2b-2b42-50f2-8ec3-d578638b6d71,Brussel
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,2,"[{'value': 'au::106603', 'uuid': '7d690bf1-e8e0-5de9-9603-56fad282a65d'}]",au::106603,https://id.rubenianum.be//ark:/86530/7d690bf1-e8e0-5de9-9603-56fad282a65d,Bazel
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,3,"[{'value': 'au::106600', 'uuid': '0507f3bf-73c9-5218-b9e8-19134882f616'}]",au::106600,https://id.rubenianum.be//ark:/86530/0507f3bf-73c9-5218-b9e8-19134882f616,Arlesheim
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,4,"[{'value': 'au::104810', 'uuid': '636962b7-6ad0-5b44-83b4-9eb0958ecb76'}]",au::104810,https://id.rubenianum.be//ark:/86530/636962b7-6ad0-5b44-83b4-9eb0958ecb76,Amsterdam
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,5,"[{'value': 'au::104840', 'uuid': '07da369f-17bd-5896-af3a-b8514f58dee8'}]",au::104840,https://id.rubenianum.be//ark:/86530/07da369f-17bd-5896-af3a-b8514f58dee8,Haarlem
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,6,"[{'value': 'au::105203', 'uuid': 'f7a1eaca-157e-5e81-a2b3-2edf08020b5d'}]",au::105203,https://id.rubenianum.be//ark:/86530/f7a1eaca-157e-5e81-a2b3-2edf08020b5d,'s-Gravenhage
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,7,"[{'value': 'au::105989', 'uuid': 'c445a8f1-54a6-5659-82c0-354a23caeeba'}]",au::105989,https://id.rubenianum.be//ark:/86530/c445a8f1-54a6-5659-82c0-354a23caeeba,Cambridge
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,8,"[{'value': 'au::102018', 'uuid': '8ec95506-7f81-5c3c-b061-9aa8478ebe4b'}]",au::102018,https://id.rubenianum.be//ark:/86530/8ec95506-7f81-5c3c-b061-9aa8478ebe4b,München
9d985d63-cbb7-5c4a-aa79-18748d76f47e,tg:rubhs:175,Places,9,"[{'value': 'au::106118', 'uuid': 'bfce85cc-f5fb-53db-9176-4665e3323a3b'}]",au::106118,https://id.rubenianum.be//ark:/86530/bfce85cc-f5fb-53db-9176-4665e3323a3b,Londen
654d6d97-997d-555f-ad89-c11f184b9917,tg:rubhs:56,Places,1,"[{'value': 'au::105919', 'uuid': 'df8110f8-dae7-5c4c-b167-6b08f3a5fd46'}]",au::105919,https://id.rubenianum.be//ark:/86530/df8110f8-dae7-5c4c-b167-6b08f3a5fd46,Praag
bb580b69-be01-550d-9ef8-8ecd9a1e9dc4,tg:rubhs:17,Places,1,"[{'value': 'au::102047', 'uuid': '6b4f962f-8433-54d2-9eee-e21aa226a4a3'}]",au::102047,https://id.rubenianum.be//ark:/86530/6b4f962f-8433-54d2-9eee-e21aa226a4a3,Berlijn
302dadda-bf64-5ec1-b32b-5bfdc490fc08,tg:rubhs:40,Places,1,"[{'value': 'au::106118', 'uuid': 'bfce85cc-f5fb-53db-9176-4665e3323a3b'}]",au::106118,https://id.rubenianum.be//ark:/86530/bfce85cc-f5fb-53db-9176-4665e3323a3b,Londen
5454dcb4-ee56-5ff9-ab6c-9f8a28f1b745,tg:rubhs:37,Places,1,"[{'value': 'au::106118', 'uuid': 'bfce85cc-f5fb-53db-9176-4665e3323a3b'}]",au::106118,https://id.rubenianum.be//ark:/86530/bfce85cc-f5fb-53db-9176-4665e3323a3b,Londen
568eb2b2-e872-5bd4-b883-d45041fbf573,tg:rubhs:138,Places,1,"[{'value': 'au::102018', 'uuid': '8ec95506-7f81-5c3c-b061-9aa8478ebe4b'}]",au::102018,https://id.rubenianum.be//ark:/86530/8ec95506-7f81-5c3c-b061-9aa8478ebe4b,München
568eb2b2-e872-5bd4-b883-d45041fbf573,tg:rubhs:138,Places,2,"[{'value': 'au::101982', 'uuid': '41ead4a3-808a-5689-b8df-574651da34c3'}]",au::101982,https://id.rubenianum.be//ark:/86530/41ead4a3-808a-5689-b8df-574651da34c3,Augsburg
568eb2b2-e872-5bd4-b883-d45041fbf573,tg:rubhs:138,Places,3,"[{'value': 'au::101969', 'uuid': 'bf04b905-9e3a-5d8c-95c2-0d7b93b67535'}]",au::101969,https://id.rubenianum.be//ark:/86530/bf04b905-9e3a-5d8c-95c2-0d7b93b67535,Stuttgart
568eb2b2-e872-5bd4-b883-d45041fbf573,tg:rubhs:138,Places,4,"[{'value': 'au::102087', 'uuid': 'f1cd9779-a9f2-53ed-81a7-dd990009167e'}]",au::102087,https://id.rubenianum.be//ark:/86530/f1cd9779-a9f2-53ed-81a7-dd990009167e,Frankfurt am Main
568eb2b2-e872-5bd4-b883-d45041fbf573,tg:rubhs:138,Places,5,"[{'value': 'au::102084', 'uuid': 'a34dffd0-4adb-5843-b293-c8148d563e1c'}]",au::102084,https://id.rubenianum.be//ark:/86530/a34dffd0-4adb-5843-b293-c8148d563e1c,Darmstadt
568eb2b2-e872-5bd4-b883-d45041fbf573,tg:rubhs:138,Places,6,"[{'value': 'au::100105', 'uuid': '99596b2b-2b42-50f2-8ec3-d578638b6d71'}]",au::100105,https://id.rubenianum.be//ark:/86530/99596b2b-2b42-50f2-8ec3-d578638b6d71,Brussel
75577ba0-3510-5f3a-a847-8e835bbcf15b,tg:rubhs:60,Places,1,"[{'value': 'au::106118', 'uuid': 'bfce85cc-f5fb-53db-9176-4665e3323a3b'}]",au::106118,https://id.rubenianum.be//ark:/86530/bfce85cc-f5fb-53db-9176-4665e3323a3b,Londen
5154fddb-09a7-5763-a247-6619b67a6a9d,tg:rubhs:76,Places,1,"[{'value': 'au::100105', 'uuid': '99596b2b-2b42-50f2-8ec3-d578638b6d71'}]",au::100105,https://id.rubenianum.be//ark:/86530/99596b2b-2b42-50f2-8ec3-d578638b6d71,Brussel
9393531a-c279-5330-a028-1eaad6505039,tg:rubhs:21,Places,1,"[{'value': 'au::102047', 'uuid': '6b4f962f-8433-54d2-9eee-e21aa226a4a3'}]",au::102047,https://id.rubenianum.be//ark:/86530/6b4f962f-8433-54d2-9eee-e21aa226a4a3,Berlijn
8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,tg:rubhs:143,Places,1,"[{'value': 'au::106118', 'uuid': 'bfce85cc-f5fb-53db-9176-4665e3323a3b'}]",au::106118,https://id.rubenianum.be//ark:/86530/bfce85cc-f5fb-53db-9176-4665e3323a3b,Londen
8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,tg:rubhs:143,Places,2,"[{'value': 'au::103801', 'uuid': '22f72d9a-52d6-5f81-9df8-1d3d5da92731'}]",au::103801,https://id.rubenianum.be//ark:/86530/22f72d9a-52d6-5f81-9df8-1d3d5da92731,Florence
8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,tg:rubhs:143,Places,3,"[{'value': 'au::103853', 'uuid': '00012cfd-e72c-5158-8b98-a2d2acc34141'}]",au::103853,https://id.rubenianum.be//ark:/86530/00012cfd-e72c-5158-8b98-a2d2acc34141,Venetië
8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,tg:rubhs:143,Places,4,"[{'value': 'au::102076', 'uuid': 'a9661aef-a849-5317-ba54-665461d6032b'}]",au::102076,https://id.rubenianum.be//ark:/86530/a9661aef-a849-5317-ba54-665461d6032b,Hamburg
86600d7a-ac3d-51e3-9e1a-b63888d9bba4,tg:rubhs:47,Places,1,"[{'value': 'au::106118', 'uuid': 'bfce85cc-f5fb-53db-9176-4665e3323a3b'}]",au::106118,https://id.rubenianum.be//ark:/86530/bfce85cc-f5fb-53db-9176-4665e3323a3b,Londen
02feda08-6016-59e2-8d63-e116729cdb80,tg:rubhs:10,Places,1,"[{'value': 'au::102047', 'uuid': '6b4f962f-8433-54d2-9eee-e21aa226a4a3'}]",au::102047,https://id.rubenianum.be//ark:/86530/6b4f962f-8433-54d2-9eee-e21aa226a4a3,Berlijn
e84d86a6-03a8-526f-b4ed-5f2ab3a1956d,tg:rubhs:109,Places,1,"[{'value': 'au::101893', 'uuid': '0db63870-fce9-50ec-8869-632b487a9a0a'}]",au::101893,https://id.rubenianum.be//ark:/86530/0db63870-fce9-50ec-8869-632b487a9a0a,Kopenhagen
e84d86a6-03a8-526f-b4ed-5f2ab3a1956d,tg:rubhs:109,Places,2,"[{'value': 'au::106118', 'uuid': 'bfce85cc-f5fb-53db-9176-4665e3323a3b'}]",au::106118,https://id.rubenianum.be//ark:/86530/bfce85cc-f5fb-53db-9176-4665e3323a3b,Londen
e84d86a6-03a8-526f-b4ed-5f2ab3a1956d,tg:rubhs:109,Places,3,"[{'value': 'au::100141', 'uuid': '81ac4db9-1e25-55a3-9b28-97c03f96b4ab'}]",au::100141,https://id.rubenianum.be//ark:/86530/81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen
98f0d247-783b-5752-836d-9621070e1b9e,tg:rubhs:92,Places,1,"[{'value': 'au::105373', 'uuid': '9c50f346-b863-5aa6-9ed1-b294a3aba428'}]",au::105373,https://id.rubenianum.be//ark:/86530/9c50f346-b863-5aa6-9ed1-b294a3aba428,Wenen
29e1e71f-b40a-544c-8eda-5211248c5baf,tg:rubhs:84,Places,1,"[{'value': 'au::103715', 'uuid': 'f3bb4abe-72bd-5d69-8645-7984252297eb'}]",au::103715,https://id.rubenianum.be//ark:/86530/f3bb4abe-72bd-5d69-8645-7984252297eb,Bergamo
29e1e71f-b40a-544c-8eda-5211248c5baf,tg:rubhs:84,Places,10,"[{'value': 'au::105810', 'uuid': '97c7f2d9-5f8f-521c-93ef-51b032a7e886'}]",au::105810,https://id.rubenianum.be//ark:/86530/97c7f2d9-5f8f-521c-93ef-51b032a7e886,Madrid
29e1e71f-b40a-544c-8eda-5211248c5baf,tg:rubhs:84,Places,2,"[{'value': 'au::103801', 'uuid': '22f72d9a-52d6-5f81-9df8-1d3d5da92731'}]",au::103801,https://id.rubenianum.be//ark:/86530/22f72d9a-52d6-5f81-9df8-1d3d5da92731,Florence
29e1e71f-b40a-544c-8eda-5211248c5baf,tg:rubhs:84,Places,3,"[{'value': 'au::103705', 'uuid': '78836aec-e526-545c-8be5-01ac208cb7be'}]",au::103705,https://id.rubenianum.be//ark:/86530/78836aec-e526-545c-8be5-01ac208cb7be,Genua
29e1e71f-b40a-544c-8eda-5211248c5baf,tg:rubhs:84,Places,4,"[{'value': 'au::103726', 'uuid': 'a2c4f6ba-4a68-580c-a5b2-546e0a3c51d5'}]",au::103726,https://id.rubenianum.be//ark:/86530/a2c4f6ba-4a68-580c-a5b2-546e0a3c51d5,Mantua
29e1e71f-b40a-544c-8eda-5211248c5baf,tg:rubhs:84,Places,5,"[{'value': 'au::103654', 'uuid': '6ed7eeeb-7829-501a-9cca-d51efe4ec9f4'}]",au::103654,https://id.rubenianum.be//ark:/86530/6ed7eeeb-7829-501a-9cca-d51efe4ec9f4,Napels
29e1e71f-b40a-544c-8eda-5211248c5baf,tg:rubhs:84,Places,6,"[{'value': 'au::103698', 'uuid': 'fb5b8b08-e88a-5b4d-bdb9-8223bd100bde'}]",au::103698,https://id.rubenianum.be//ark:/86530/fb5b8b08-e88a-5b4d-bdb9-8223bd100bde,Rome
29e1e71f-b40a-544c-8eda-5211248c5baf,tg:rubhs:84,Places,7,"[{'value': 'au::103766', 'uuid': '412d3540-6931-5611-820f-ae3b8368c830'}]",au::103766,https://id.rubenianum.be//ark:/86530/412d3540-6931-5611-820f-ae3b8368c830,Turijn
