ResourceID,card,order,Signature Note,Signature Note Type,Signature Note  Language
da23c11e-76c1-5d41-bc0d-4654a90f4146,Inscriptions,2,Linksonder: _Indian Summer 73 - Paul Snoek_,Signatuur,Nederlands
977c1be7-d310-596c-adf3-46f76e4317a7,Inscriptions,1,"**Recto:** Rechts onder in de tekening met zwarte balpen: _Cornet / Fernand_;

  
**Verso:** Links onder met zwarte balpen: _CORNET FERNAND 71 / René Engelen /
Kunstschilder._",Signatuur,Nederlands
9c28a607-05e3-5d17-bea8-9dba2f73b252,Inscriptions,1,"Onder de afbeelding met inkt: _""""TRIOMF VAN DE GEEST""""_ _Pip WOUTERS / W.
KERSTERS_ _""""FAUNE""""_ _janvaerten 62_",Signatuur,Nederlands
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,Inscriptions,2,hoek links boven: _E. Schuyten_,Signatuur,Nederlands
9b000f80-5b64-5386-992c-edf855837ac7,Inscriptions,1,"Rechtsboven met potlood: _Schwejk_

op de achterkant van het blad met potlood: _privé bezit L. Sebregts_",Signatuur,Nederlands
9abd95fd-1030-5479-8146-b6d6efc1c2ad,Inscriptions,1,"Rechtsboven met potlood: __Pooier 2_ / Jo Coppens_

linksonder met balpen: _bruin_",Signatuur,Nederlands
5c3c5c94-0899-5cf3-9203-2f45ab429ca0,Inscriptions,1,Op de onderkant van de afbeelding met plakkaatverf: _EGMONT / STAD ANTWERPEN_,Signatuur,Nederlands
8b0c07b1-b052-570b-bca7-98f8d7fba377,Inscriptions,1,"Links onder, met inkt-_""""Aan mijn ...vriend Antoon Van der Platse...""""_

,met potlood-_""""De Erfzonde""""_",Signatuur,Nederlands
d26759cd-338b-529c-b7b2-93481776dced,Inscriptions,1,"Rechtsboven met potlood: __dikke vrouw__

rechtsonder met balpen: _L. Denutte_

op de achterkant van het blad met potlood: _privé bezit L. Sebregts_",Signatuur,Nederlands
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,Inscriptions,1,Rechtsboven met potlood: __visvrouw__ / Lowies / _Tine Balder__,Signatuur,Nederlands
5c1e09e9-31d5-570e-9050-94a70b3f39d9,Inscriptions,1,Onder met potlood: _De marskramer_,Signatuur,Nederlands
1beea900-3308-5a4d-9492-8a60f728f42d,Inscriptions,1,Rechts onder in de tekening met potlood: _Cromheecke 83_,Signatuur,Nederlands
3e4916c8-11e1-57a6-b7f5-adcd826f7bae,Inscriptions,1,Rechts onder: _Jan De Bie_,Signatuur,Nederlands
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,Inscriptions,2,Rechts onder in de afbeelding met inkt: _Uncle_,Signatuur,Nederlands
52738c98-5867-5d59-906c-9ba1046e26c3,Inscriptions,1,"Rechts onder: _Paul Snoek, 57_",Signatuur,Nederlands
54b8899f-fe69-58b3-bf28-58ce7abca638,Inscriptions,1,"Links onder de tekening met negropotlood: _Mevr. Pilatus_

rechts onder de tekening met potlood: _Mevrouw Pilatus / II._",Signatuur,Nederlands
06c48f40-7010-5f14-bbd5-02802f6b0a5a,Inscriptions,2,Rechts onder met blauw kleurpotlood: _VROUW PAVILEC_,Signatuur,Nederlands
0cccfe13-5966-514f-988a-6d35cc081d04,Inscriptions,1,"Links boven-_""""19-4-1917.""""_",Signatuur,Nederlands
e833935d-27a6-5ffc-a736-109781e1f502,Inscriptions,1,"Linksboven met potlood: _chappelle / Le Baron._

rechtsonder: _L. Sebregts_",Signatuur,Nederlands
7441af4b-7744-54fb-a0f6-4036bed9cba9,Inscriptions,1,Rechts onder de gouache met potlood: _Mariken 1_,Signatuur,Nederlands
b1ce90f6-e392-5335-b3bd-669a5c58aee7,Inscriptions,1,Linksonder met potlood: _een burgerese_,Signatuur,Nederlands
bf88cfb6-f431-5418-a71f-a37074a5f5f7,Inscriptions,1,"Rechtsboven met potlood: _Romeo en Julia_

rechts naast de afbeelding: __L. Sebregts_ 51_

linksonder: _Paris / M. P. 's Jongers_",Signatuur,Nederlands
207edb6b-a0ee-5b45-83b8-6ad1b6ebd2ea,Inscriptions,1,"Links onder de tekening met potlood: _Die Heilige Johanna bild 1_;

rechts onder de tekening met potlood: _Hélène Gliewe / 1943_",Signatuur,Nederlands
01582bee-3c39-5ada-b2be-121bcba0b779,Inscriptions,1,"Rechts onder: _Berghe, 1972_

Links onder: _Je.Brouwers_",Signatuur,Nederlands
8a64f85a-b500-58e5-a6dc-81d241f27c55,Inscriptions,1,Rechtsboven met potlood: __Snol__,Signatuur,Nederlands
031ba763-243a-5ac6-bba2-8faeaee6f14c,Inscriptions,1,Rechts onder de afbeelding met inkt: _Inn_ met potlood: _Drinker 5_,Signatuur,Nederlands
45bc62d6-8ccc-59a4-815b-f85cab9157de,Inscriptions,1,"Rechtsboven met gouache: _VADER VAN DIERIK / _L. Sebregts__><BR>rechtsonder
met potlood: <i>FR. V. D. BRANDEN<_I>

op de achterkant van het blad met potlood: _privé bezit L. Sebregts_",Signatuur,Nederlands
2ad859d6-bab7-5567-b91f-09421db89323,Inscriptions,1,"Rechts onderaan handtekening kunstenaar : _Jos Blomme_  

",Signatuur,Nederlands
2ad859d6-bab7-5567-b91f-09421db89323,Inscriptions,2,"Rechts onderaan jaartal : _'79_  
",Signatuur,Nederlands
a862b183-d8e5-5889-a8b6-545a5951bf1d,Inscriptions,1,"Onder de afbeelding met inkt: _Maskeroon Devil_

met potlood: _Lionel Spries_",Signatuur,Nederlands
a2a341c3-e2ce-5391-90b5-c592faf6680e,Inscriptions,1,"Linksboven met potlood: _De Elementen_

boven de afbeelding met balpen: _Het vuur / het water_

onder in het midden met potlood: _L. Sebregts_",Signatuur,Nederlands
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,Inscriptions,1,"Rechtsboven met gouache: _OOM / _L. Sebregts__><BR>rechtsonder met potlood:
<i>M. HENDRICKX<_I>",Signatuur,Nederlands
00e0fbdd-4572-51d8-b853-f22d4051ec6e,Inscriptions,1,"Links onder de tekening met potlood: _illustratie v.e. gedicht_;

rechts onder in de tekening met viltstift: _72 / Ballman_;

rechts onder de tekening met potlood: _Ballman_",Signatuur,Nederlands
4402b862-8185-50ce-a227-ce7e540c8105,Inscriptions,1,"Rechtsboven met potlood: __Pooier 1'_ / Eddy Asselleeng_

rechts naast de afbeelding met balpen: _weg_",Signatuur,Nederlands
0582cb82-8673-5f25-bd9f-584a0c57386f,Inscriptions,1,"Rechtsboven met potlood: _Romeo en Julia_

rechts naast de afbeelding: __L. Sebregts_ 51_

linksonder: _Peter / M. M. Goossens_",Signatuur,Nederlands
d9193347-1e9b-5a41-90fb-c85a862668a8,Inscriptions,2,Rechts onder met blauw kleurpotlood: _DR. BAUTZE_,Signatuur,Nederlands
522c53e9-263a-5c6b-8b47-5128f198b1de,Inscriptions,1,"Onder de tekening met inkt: _Isméne

_""""Antigone"""" (Anouilh)_",Signatuur,Nederlands
38a00c02-f0d7-5265-8a98-002a2d3fc11d,Inscriptions,1,Rechtsonder:_ V. Pamele.,Signatuur,Nederlands
6fb15b7a-fef7-59f5-ba3e-a3923cf9d717,Inscriptions,2,"Boven in de afbeelding met plakkaatverf: _STAD ANTWERPEN _

onder: _GROTE MARK VAN / OPENLUCHTVOORSTELLING / EEN SPEL VAN ZINNE / MARIEKEN
VAN NIEUMEGEN_",Signatuur,Nederlands
67cc776d-eded-52ef-9013-f8d16406c585,Inscriptions,1,"Rechtsonder met potlood: _DECOR / BAR-BURGEMEESTERS BAL / 1949 / _L.
Sebregts.__",Signatuur,Nederlands
10089a08-cd5d-53fc-ae98-dad45dba721f,Inscriptions,1,"Rechtsboven met balpen: ___STEVE DE VILLIERS__

linksonder met potlood: _Sean_

rechtsonder: _Meisie_",Signatuur,Nederlands
735a394a-dd03-5cd0-b1e8-50b90936b68c,Inscriptions,1,"Onder de 1ste figuur met potlood: _MEFISTO / Mr. Van den Brande_;

onder de 2de figuur met potlood: _BEDELAAR / Mr. Goossens_;

onder de 3de figuur met potlood: _OUDE BOER / Mr. F. Waeles_;

onder de 4de figuur met potlood: _JONGE BOER / Mr. R. Bertal / De Ravet_;

onder de 5de figuur met potlood: _BOERIN_;

rechts onder de tekening met waterverf: __IVO_ / 7-'50_",Signatuur,Nederlands
0f633b29-fd17-5e80-9cf5-a0d271042edf,Inscriptions,2,geen,Signatuur,Nederlands
f52547bc-ebcc-5b6a-983a-5182fc56891c,Inscriptions,1,Rechtsonder met potlood: _DECOR / BAR-BURGEMEESTERS BAR / 1949 / L. Sebregts._,Signatuur,Nederlands
e8715f8e-49b4-5b10-b814-f99d31b7b461,Inscriptions,1,Rechts onder de aquarel met potlood: _vdberghe J / Gent 1973 / K. Jonckheere_,Signatuur,Nederlands
fcfa0ff9-6c11-5143-954c-8aaa3ec15a61,Inscriptions,2,Rechts naast de afbeelding met balpen: _Portias Servant Balthazar._,Signatuur,Nederlands
cc0bf213-92e5-52af-a983-50c2cccd5464,Inscriptions,1,Rechts onder de tekening met waterverf: __IVO__,Signatuur,Nederlands
b8ea5fbc-ef22-518d-b0f1-49279177881f,Inscriptions,2,"Rechts onder de tekening met negropotlood: _Priesters_ / met potlood:
_Priesters_",Signatuur,Nederlands
a9823bd0-44f5-52b0-ab1d-9472b05fa644,Inscriptions,2,"Links onder de tekening met potlood: _KOSEN_

met inkt _""""Gecroonde Leersse"""" (De Swaen)_

rechts onder de tekening met potlood: _Schoenaerts_",Signatuur,Nederlands
712aa656-f276-5bdd-8681-9d2edab83871,Inscriptions,2,"Rechtsboven met potlood: _Priester_

links onder: _zie achter_",Signatuur,Nederlands
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,Inscriptions,1,"Rechts boven de tekening met potlood: _Sixtus_

links onder de tekening met negropotlood: _Sixtus_",Signatuur,Nederlands
a36e92c5-0f8a-5561-ba97-6654acbb820f,Inscriptions,1,Links onder in de aquarel met inkt: _A. ACART_,Signatuur,Nederlands
41b98cdd-3991-5d41-b1b6-0d8e86ec28b1,Inscriptions,1,Links onder: _JVB / [O...gst] 1917,Signatuur,Nederlands
6054f13c-ad14-5163-8f30-a0e324ae892b,Inscriptions,2,"Links onder de tekening met potlood: _MAYE_

met inkt _""""Gecroonde Leersse"""" (De Swaen)_

rechts onder de tekening met potlood: _Geldof_",Signatuur,Nederlands
d353168e-e8e7-5cda-945e-b06c7b2b4a26,Inscriptions,1,Rechts onder de tekening met waterverf: _IVO_,Signatuur,Nederlands
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,Inscriptions,1,In het midden boven de tekening met potlood: _Zwarte Hostiën_,Signatuur,Nederlands
df3cf8c4-8782-5dae-96a1-8ba31d234e91,Inscriptions,2,"Linksonder met balpen: _Portia_

rechtsonder: _Tine Balder_",Signatuur,Nederlands
8977eddf-762b-5d0b-91dc-10b43a4ff8ea,Inscriptions,1,Boven de centrale fifuur met potlood: _De Wachter_,Signatuur,Nederlands
16a9eb62-6a5c-534c-bd97-c9856db68280,Inscriptions,1,"Links onder de tekening met inkt: _Ostende,90, M.T._",Signatuur,Nederlands
79592f66-3e85-59b6-86ea-d1a7d0ff4338,Inscriptions,1,Onder de afbeelding met potlood: _O.L.H. _,Signatuur,Nederlands
007c9074-f043-5cce-bfed-bb701cfd548c,Inscriptions,1,"Rechtsboven met balpen: ___SEISSE___

linksonder met balpen: _Masquerador_",Signatuur,Nederlands
6ca9d290-2da1-5252-8516-d622dfc72cc1,Inscriptions,1,l.o.: _HERCKENRATH '48_,Signatuur,Nederlands
0fdc281e-9752-5f57-9f62-56bfdcfe24a9,Inscriptions,1,"Links onder: _Paul Snoek, Këln, 57_",Signatuur,Nederlands
05c52c61-a548-5f23-8a06-316fd4a837b1,Inscriptions,2,Rechts onder met blauw kleurpotlood: _GENDARMERIE WACHTM._,Signatuur,Nederlands
2aeb4991-67f4-53e0-bfd4-d8a70de34f53,Inscriptions,1,Onder de tekening met inkt: _Antigone (Anouilh)_,Signatuur,Nederlands
e815e902-eae4-56f8-96c8-75581a34e074,Inscriptions,2,"Rechtsboven met potlood: __Toon Brouwers_ / _Bedelaar_ / de doedelzakspeler in
de kroeg_",Signatuur,Nederlands
501b238f-d4fd-540b-871e-58aa7f3ab6d9,Inscriptions,1,"Rechts naast de tekening met potlood: _Het deel _______ / wordt bijgezet en /
blijft staan tijdens / _5__;

links onder de tekening met potlood: _b.4.6. / H - 6_;

rechts onder de tekening met potlood: _Hélène Gliewe_",Signatuur,Nederlands
28c6beb6-5d39-5eb6-ba48-355cd032c85c,Inscriptions,1,"Linksboven met potlood: _Romeo en Julia_

rechts naast de afbeelding: __L. Sebregts_ 51_

linksonder: _Voedster / M. de Coen_",Signatuur,Nederlands
52af5ed1-07c1-56e5-bf6c-6a700fc03ab2,Inscriptions,1,Rechts onder de afbeelding met inkt: _Farce - Wife_,Signatuur,Nederlands
d47b5803-6d6a-5213-8130-d1b2685fa9d3,Inscriptions,1,"Links onder met viltstift: _PANAMARENKO_;

rechts onder met viltstift: _9/5/73_",Signatuur,Nederlands
30a08090-6407-528c-b5df-d5a0adc4f5d5,Inscriptions,1,Niet gesigneerd.,Signatuur,Nederlands
fe5263f1-2f5e-5ae8-896d-96c85039aabf,Inscriptions,1,Rechtsboven met potlood: __Snol__,Signatuur,Nederlands
21903495-259f-547d-b838-4af760477160,Inscriptions,1,Rechts onder de afbeelding met potlood: _H.V. Mary_,Signatuur,Nederlands
38d27616-e096-5ec3-a76a-6655e34689b5,Inscriptions,1,"Rechtsonder:_ A Vermeir

1942 zelfportret.",Signatuur,Nederlands
c0776009-11b9-5872-83f1-68dfb9b9ae7a,Inscriptions,1,Met opdracht: 'Voor Karel. Hugo Claus 1929),Signatuur,Nederlands
fa9d99c3-8302-50b6-bb41-7ca29a79623f,Inscriptions,1,"Rechtsboven met gouache: _OOM VAN DIERIK (WAARD) / _L.
Sebregts__><BR>rechtsonder met potlood: <i>M. HENDRICKX<_I>",Signatuur,Nederlands
4d062601-3044-5a15-8e74-1f5f932db9b3,Inscriptions,1,"Linksboven met potlood: _Romeo en Julia_

rechts naast de afbeelding: __L. Sebregts_ 51_

linksonder: _Montague / De H. F. Waeles_",Signatuur,Nederlands
2df7e58d-1308-5562-a1ce-c307787b4b01,Inscriptions,1,"Links onder de tekening met potlood: _Die Heilige Johanna b.3_;

rechts onder de tekening met potlood: _Hélène Gliewe_",Signatuur,Nederlands
e625361a-de20-56b3-9a45-64c2abe4079d,Inscriptions,1,Linksboven met potlood: _La Misericorde / La Suivante._,Signatuur,Nederlands
2408849f-099c-5a51-9183-59018e2c6b51,Inscriptions,1,"Links onder de tekening met potlood: _Mevr. Pilatus_

rechts onder de tekening met potlood: _Mevrouw Pilatus / I._",Signatuur,Nederlands
ec2ca4fc-6551-5ef0-9716-5fed7b4258b5,Inscriptions,2,Rechts onder met blauw kleurpotlood: _MEVROUW DE OVERSTE_,Signatuur,Nederlands
c52f258b-05e0-5fe2-892a-d0eaa8d7b3e5,Inscriptions,1,Rechts onder de tekening met verf: _diable III_,Signatuur,Nederlands
d1010bec-1453-5404-b4d7-e1182d02c1d6,Inscriptions,1,Rechts onder in de afbeelding met inkt: _Inn - Servant_,Signatuur,Nederlands
505e0b5c-1f77-5f57-9bed-daf42810853c,Inscriptions,1,"Boven met balpen: _De Appelboom. / Teirlinck._

linksonder met potlood: _de dood_

rechtsonder: _de duivel_",Signatuur,Nederlands
269cee99-d826-53fd-9b86-2161b159e369,Inscriptions,1,"Links onder: _ Het Handelsblad_

Rechts onder:_Le Matin_",Signatuur,Nederlands
d9302f84-2e8d-5168-bffd-88ca481c673d,Inscriptions,1,"Rechts naast de afbeelding met potlood: _zakken in rok_

rechtsonder met potlood: _Kopecka / in (het glas)_

op de achterkant van het blad met potlood: _privé bezit L. Sebregts_",Signatuur,Nederlands
d1ac254b-fed4-5c93-ae87-6e24876d4ec9,Inscriptions,1,"Boven in de afbeelding met plakkaatverf: _STAD ANTWERPEN / GULDEN SPOREN
VIERING_

onder: _EGMONT_",Signatuur,Nederlands
d2ec5af7-2128-5a68-935f-16cbbdc30394,Inscriptions,2,l.b.: _E. Schuyten_,Signatuur,Nederlands
1c4318d7-6f9d-5ba2-ba12-1ed4163a336c,Inscriptions,1,"Rechtsboven met potlood: _stijl voor de burgers / (veel fluweel en boordlint_

rechtsonder naast de afbeelding met balpen: _jonge man_

op de achterkant van het blad met potlood: _privé bezit L. Sebregts_",Signatuur,Nederlands
b39099c6-a388-5af8-8626-0f145d08bd43,Inscriptions,1,Rechtsonder: _Max V. Dam / Mei 36 / Junie / Voor Jet,Signatuur,Nederlands
398b321c-d4df-5398-988d-07c22137a0ee,Inscriptions,1,"Links naast de afbeelding met potlood: _leder_

linksonder: _**Smid**_",Signatuur,Nederlands
8b9934e0-ddf2-50f4-abb0-dac0c392145e,Inscriptions,1,Links onder op de gouache met een stempel: _Atelier V. THONET_,Signatuur,Nederlands
916d5ab5-de0e-50b9-86fc-f59e684d2a46,Inscriptions,2,Titel op de broek.,Signatuur,Nederlands
85d2ef05-d7a3-5c84-b5f6-20c23550f64f,Inscriptions,1,"Links onder de tekening met potlood: _Van Mol_

met inkt _""""Leontientje"""" (Timmermans)_

rechts onder de tekening met potlood: _Antoon_",Signatuur,Nederlands
501c7580-ebf8-5adf-b5cb-97b4e075e7e3,Inscriptions,2,Rechts onder met blauw kleurpotlood: _BRAUN_,Signatuur,Nederlands
f6e86625-02ad-5e0f-88b6-aefef9df8239,Inscriptions,2,"Rechtsonder: _Paul Snoek, 73_",Signatuur,Nederlands
31441cf2-3f1a-5983-a02a-06ea12c49ca7,Inscriptions,1,"**Recto:** Rechts onder in de tekening met balpen: _Cornet / Fernand_;

  
**Verso:** Links onder met balpen: _CORNET FERNAND / 72 / Frans Van Immerseel
/ Kunstschilder / Glazenier / Architect Stoet .. enz ..._",Signatuur,Nederlands
a5d548b4-5f62-5a54-8e2c-59b61c0e3eb6,Inscriptions,1,"Onder de afbeelding met inkt: _""""TRIOMF VAN DE GEEST""""_ _Pip WOUTERS / W.
KERSTERS_ _-MASSA-_ _janvaerten 62_",Signatuur,Nederlands
1a71cfaa-d538-532e-92d4-0e1a4b5c1022,Inscriptions,1,"Boven de afbeelding met potlood: _Lionel Spiess_

rechts onder de afbeelding met inkt: _Inn - First Tippler_",Signatuur,Nederlands
ffc733e7-294a-540b-bb00-79836dd01a32,Inscriptions,2,"Linksonder met balpen: _Luc Philips_

rechtsonder: _Shylock_",Signatuur,Nederlands
dbca1a4c-bf14-578b-a1b9-bf72bf8a0ff9,Inscriptions,1,"Links onder de tekening met inkt: _ZWARTE HOSTIËN_;

rechts onder de tekening met inkt: Nr 2",Signatuur,Nederlands
0d41293c-3c7c-55b7-8f15-3e6d214752d4,Inscriptions,1,"Linksboven met potlood: _oorlogsmannen._

rechtsboven: __Russisch Offisier_ / _1e bedrijf__

rechtsonder: __L. Sebregts__",Signatuur,Nederlands
77628abe-48bc-56c8-90b0-f74a14b189bd,Inscriptions,1,Rechtsboven met potlood: _Joffer_,Signatuur,Nederlands
0071d2ab-eb7b-548d-9a5e-48517726ac59,Inscriptions,1,"Rechts naast de afbeelding met potlood: _""""Macbeth """" / Een dame_

rechtsonder: _L Sebregts_

op de achter kant van het blad met potlood: _privé bezit L. Sebregts_",Signatuur,Nederlands
638739d8-5291-57ed-b0bc-2b36ca02ff30,Inscriptions,1,"Rechts naast de tekening met potlood: _Voor het 11° taf. is de witte boom
weg_;

links onder de tekening met potlood: _b. 10. 11. / (b. 11 / 10-11_;

rechts onder de tekening met potlood: _Hélène Gliewe / 1942_",Signatuur,Nederlands
4ee4c3aa-bb54-50cf-8c80-b9325efa1a95,Inscriptions,2,geen.,Signatuur,Nederlands
c11964de-aec9-543a-9f0d-ed7057f03dd8,Inscriptions,1,Links onder: _[Oogst] 1917 / JB,Signatuur,Nederlands
d89d67d2-f4db-5308-8ffa-035bebf5a6f6,Inscriptions,1,Rechts onderaan monogram Alfred Ost.,Signatuur,Nederlands
d89d67d2-f4db-5308-8ffa-035bebf5a6f6,Inscriptions,2,Op de achterzijde ook monogram Alfred Ost,Signatuur,Nederlands
d89d67d2-f4db-5308-8ffa-035bebf5a6f6,Inscriptions,3,"Op de achterzijde datumvermelding : 1913.  
",Signatuur,Nederlands
8ce79109-c769-52ef-9df5-6507ef1fc890,Inscriptions,1,"Op de achterzijde: _Niko Klerks '63_   
_I_ 
",Signatuur,Nederlands
6c736123-b977-518a-9f93-44d41cc057ea,Inscriptions,1,"Boven in het midden met balpen: _IV - VI_

links onder met inkt: _De Knecht van twee Meesters van Goldoni_

_Decor Lode Sebregts_

_ Beggaardestraat 8 Antwerpen._",Signatuur,Nederlands
16476063-9885-52da-8584-492359730668,Inscriptions,2,"Rechts boven de tekening met inkt: _""""Mij is de klok""""

_Kerstman_",Signatuur,Nederlands
59006f57-3c03-5002-834f-a865ed954ef3,Inscriptions,1,"Op het schutblad van de lijst in het handschrift van George Eekhoud: _Peint
par Van Gelder, reporter de L'Etoile Belge (+ vers 15.3.1920)_",Signatuur,Nederlands
d559c57b-662d-5363-a0fa-dc9b2f0d0619,Inscriptions,1,"Op de achterzijde handtekening kunstenaar: _Van Severen_  
",Signatuur,Nederlands
d559c57b-662d-5363-a0fa-dc9b2f0d0619,Inscriptions,2,"Op de achterzijde jaarvermelding : _1944_  
",Signatuur,Nederlands
5eadd07a-2fa9-52be-9956-47f6291c04b2,Inscriptions,1,Boven met potlood: _moderne menschen_,Signatuur,Nederlands
633a878b-464e-57a1-9b0f-082ff061fca5,Inscriptions,2,"Rechtsonder naast de afbeelding met potlood: __Jessica___ 2nd Costume_

rechtsonder: _Jul. De Bruyn_",Signatuur,Nederlands
f4eea4ae-898a-5191-be69-eecc8ba22700,Inscriptions,1,"Linksboven met potlood: _Dame 3 / La Chapelle ......_

rechtsonder: _L.Sebregts._",Signatuur,Nederlands
bd8c137f-d376-50ea-8a95-93a0f45fef96,Inscriptions,1,Linksonder met potlood: _een ambachtsman_,Signatuur,Nederlands
a34bce64-e7c7-50ec-a3e3-e64d870d4405,Inscriptions,1,"Rechts onder: _SALOME_

Links onder: _Verschueren_",Signatuur,Nederlands
433edcea-9b46-511e-bc92-62d4e2a72e24,Inscriptions,1,Van midden links naar midden rechts:_ Moeder/ Julien Bal B,Signatuur,Nederlands
65d99145-9308-52a6-b9d3-68ad8cbbe859,Inscriptions,1,"Boven de afbeelding met balpen: _Leone Schenck_

onder de afbeelding met potlood: _Slit over dress from hips_",Signatuur,Nederlands
db4270d3-e516-5797-a0bc-22f018caa61f,Inscriptions,1,"Links onder de tekening met potlood: _""""Egmont"""" Alba IX B_;

rechts onder de tekening met potlood: _Hélène Gliewe 1943_",Signatuur,Nederlands
4048ca25-768c-560b-90b5-c3bb8bcc52fb,Inscriptions,1,Rechts onder: _lvanessche_,Signatuur,Nederlands
3a1ec42a-1b4e-551e-9aad-00af844f513d,Inscriptions,1,Links onderaan in de afbeelding monogram kunstenaar : SW,Signatuur,Nederlands
3a1ec42a-1b4e-551e-9aad-00af844f513d,Inscriptions,2,Links onderaan jaartalvermelding : 1998,Signatuur,Nederlands
