ResourceID,brocade.id,card,order,adm.acquiredVia,Registration Number value,adm.isadPartOf,Location Number,Serial Number,adm.note,Warehouse Location (begin),Warehouse Location (ende)
e2c34ed6-9c9e-5d27-a15c-7b7f0bed5293,tg:lhbr:291309,Items,1,,,isad:lh:173320,,R 5419 / 251,,,
2194e31c-bf69-56da-a297-41a3f715e6e1,tg:lhbr:89769,Items,1,tr:lh:4796,95559/31,isad:lh:7203,H 722 / B (1961-63),,,,
2e2a4119-ff49-5ed4-93e3-fb36a6a0ca8e,tg:lhbr:729,Items,1,tr:lh:2032,38077/1,,A 207 / B,,,,
ef391897-cfd7-571f-a3a3-8a60d3be975b,tg:lhbr:258230,Items,1,tr:lh:9770,,isad:lh:147624,,J 416 / 67,,,
094e2a0c-caba-507f-b810-947b832bf43d,tg:lhbr:186860,Items,1,tr:lh:3772,72465/56,isad:lh:73654,T 48399 / B (1951),,,,
42883c45-714a-5d2d-b202-7e387214a590,tg:lhbr:269994,Items,1,tr:lh:110330,,isad:lh:113427,,R 8963 / 288,,,
63b36526-6bcb-500b-9a32-f36837625edf,tg:lhbr:225700,Items,1,tr:lh:7870,210364/2,isad:lh:81432,S 59 / Archief P,,,,
13978a84-fc31-5c75-b8d0-489abd96f5f1,tg:lhbr:157190,Items,1,tr:lh:5898,137804,isad:lh:64647,W 1499 / B,,,,
2b1747bf-14ec-5c32-818f-1e2d15ab17e0,tg:lhbr:16030,Items,1,tr:lh:4160,80561/62,isad:lh:8681,B 7305 / B,,,,
1d09c955-f032-5997-b0c0-b82941332021,tg:lhbr:40650,Items,1,tr:lh:4797,95601/89,isad:lh:6074,N 1725 / B2 (3),,,,
7fad8400-a87c-5930-9c3a-ad5e323646ec,tg:lhbr:152668,Items,1,,,isad:lh:62876,V 486 / B,,,,
65e9f4d9-7c65-5784-b012-c42a23dc72e7,tg:lhbr:104008,Items,1,tr:lh:6502,160255/3a,isad:lh:43920,K 3024 / B2,,,,
14cc8cf8-03f4-5900-9cc9-736172f55a21,tg:lhbr:276698,Items,1,tr:lh:139794,,isad:lh:157766,,VV 237 / 2,,,
a3905df9-3731-5233-ac6e-e78d833989b9,tg:lhbr:179538,Items,1,tr:lh:7478,197224/15,isad:lh:71824,M 224 / B,,,,
cac95552-b863-56fc-a750-068d3286fbaf,tg:lhbr:38498,Items,1,tr:lh:2456,47472/8,isad:lh:18168,C 397 / B,,,,
8ed3f59a-8964-5a71-877d-079ff2155a18,tg:lhbr:94858,Items,1,tr:lh:5832,123194/3,isad:lh:40454,M 168 / B,,,,
0838d877-fc51-5a98-a3cb-9f506f7c4456,tg:lhbr:41942,Items,1,tr:lh:2064,38727/7,isad:lh:19640,D 2288 / B,,,,
b96857bc-83a6-5b05-80ec-c012cc88ce96,tg:lhbr:131346,Items,1,,,isad:lh:55035,S 415 / B,,,,
96fe6b40-985e-5c77-b3bf-980c937533e4,tg:lhbr:224812,Items,1,tr:lh:7063,177320/88,isad:lh:74179,D 125 / B2,,,,
2bf0965f-d263-551f-91f4-64a959287e7d,tg:lhbr:167526,Items,1,tr:lh:6029,133311/42a-c,isad:lh:8947,O 39465 / B,,,,
529b6ce6-610c-5360-bf2a-2298f2f7fcfc,tg:lhbr:26486,Items,1,tr:lh:7314,,isad:lh:12872,FVCA / B (1940-1944),,,,
f39bc77a-59f9-5373-9aa7-f4375d88873d,tg:lhbr:268686,Items,1,tr:lh:4516,86893/9,isad:lh:154542,,,,,
6025ed6d-a163-599e-b34e-7e2dde15114d,tg:lhbr:187772,Items,1,tr:lh:6888,170628,isad:lh:73745,D 715 / B2,,,,
2683d620-dd6c-5150-9eb0-0206feb35089,tg:lhbr:97777,Items,1,tr:lh:5604,121873/1415a-b,isad:lh:41634,B 1333 / B2,,,,
d45153e4-792f-5cbd-b33f-3870608d5733,tg:lhbr:239723,Items,1,tr:lh:9295,,isad:lh:106973,,BB 457 / 31,,,
0f759f55-86e4-5226-bc9b-ce01a30b85ac,tg:lhbr:136483,Items,1,,142691,,S 7666 / B,,,,
35879c9b-c5b1-5eee-8c88-87ecfca72412,tg:lhbr:21343,Items,1,tr:lh:2364,45136/2,isad:lh:10893,B 929 / B,,,,
d14e8bae-1df1-592a-8dae-2eee51b19b87,tg:lhbr:244213,Items,1,tr:lh:126473,,isad:lh:130169,,D 9653 / 15 (127),,,
dec506a0-9ea7-5431-8007-1723e66f2044,tg:lhbr:212473,Items,1,tr:lh:7571,198340/17,isad:lh:77770,M 224 / B,,,,
00d8dd8f-1b48-5b38-9299-703fa3b7548f,tg:lhbr:151947,Items,1,tr:lh:5510,113830/19a-c,isad:lh:62616,V 4655 / B,,,,
cce25685-7c8f-5b44-b84d-04dfe14fb36c,tg:lhbr:231313,Items,1,tr:lh:7785,201601/552,isad:lh:83139,R 467 / B2,,,,
672c8cdd-943b-5f6d-99a3-fb8dfc740397,tg:lhbr:267573,Items,1,tr:lh:128783,,isad:lh:133058,,R 462 / 1013,,,
fafad601-a98d-5394-8e63-6288e0818d40,tg:lhbr:124847,Items,1,tr:lh:6465,158593/130,isad:lh:2169,S 7904 / B2 (1967),,,,
ff82ccc6-bdcc-5512-a0f1-7ae9c86c210c,tg:lhbr:188487,Items,1,tr:lh:3772,72465/107,isad:lh:73830,T 48399 / B (1954),,,,
23775704-93c2-5a74-af53-3d6915d7ac2e,tg:lhbr:143583,Items,1,tr:lh:5487,108117/3,isad:lh:59688,R 512 / B2,,,,
407e4b71-6f16-5cb7-976c-25eeba43ac76,tg:lhbr:54243,Items,1,tr:lh:3427,67943/5,isad:lh:24459,F 466 / B,,,,
aa6928df-4fcb-5710-9385-2b4f7b6477a0,tg:lhbr:287727,Items,1,tr:lh:5479,107680,isad:lh:164964,,H 1476 / 171,,,
93416c5b-17b4-5314-8a0d-386b1663c609,tg:lhbr:29773,Items,1,tr:lh:7314,,isad:lh:14468,FVCA / B (1919-1932),,,,
5e808eed-aa86-5a6a-987d-6ad78337edf2,tg:lhbr:139776,Items,1,tr:lh:5895,126848/a-b,isad:lh:58128,S 995 / B,,,,
aaf099a7-d84f-5823-a4cb-e59241e7fc36,tg:lhbr:144246,Items,1,,,isad:lh:59977,T 403 / B,,,,
460664f7-1da7-5d73-9f08-a461bb5bac9b,tg:lhbr:98482,Items,1,tr:lh:6010,141731/a-e,isad:lh:41884,H 225 / B,,,,
ce3d2144-1982-5c4c-be8b-bee27cb8d89c,tg:lhbr:112426,Items,1,tr:lh:5936,129846/2128,isad:lh:2417,G 102 / B (Tentoonstelling 66),,,,
2f4eafae-1698-5484-b1b2-8837c4472947,tg:lhbr:53586,Items,1,tr:lh:6510,159943/161,isad:lh:21591,F 433 / B2 (Dossier Uren van Schoonheid),,,,
0cc548de-a6f9-5809-bc23-c564e25d8160,tg:lhbr:34842,Items,1,tr:lh:2122,41132/2,isad:lh:16542,C 346 / B,,,,
32925442-1917-5eb1-abdc-366b583df1b7,tg:lhbr:63130,Items,1,,,isad:lh:28681,G 563 / B,,,,
6bfd4022-a96b-53e4-85d0-db8eb093adeb,tg:lhbr:35750,Items,1,tr:lh:5898,137999,isad:lh:16958,C 3555 / B,,,,
a049b20b-900c-55b9-bd54-ba3c11f5c03b,tg:lhbr:250600,Items,1,tr:lh:3456,74688,isad:lh:143195,A 493 / B2,,,,
f081ab05-8a4b-5bca-bfe1-9a47398d94b2,tg:lhbr:206060,Items,1,tr:lh:6409,150696/4,isad:lh:75899,W 256 / B2 ((periode A. Westerlinck 1945-1968) 7),,,,
2bd7b547-5ba0-5a5c-8867-98dcf646bd6c,tg:lhbr:48260,Items,1,tr:lh:3844,73854/58,isad:lh:22111,D 89 / B,,,,
55bffd8b-ffe2-5466-934e-aae7b9749bd3,tg:lhbr:83364,Items,1,tr:lh:6415,153140/2,isad:lh:36234,D 125 / B2,,,,
69e2782a-76f0-5af5-88ac-241b55942415,tg:lhbr:138864,Items,1,tr:lh:4068,78090/a-b,isad:lh:57781,S 935 / B,,,,
f5d54170-553e-5b50-8a32-f19ae9cd7dc7,tg:lhbr:284808,Items,1,,,isad:lh:164077,,L 1833 / 141,,,
52eded4b-f85d-5f86-9135-75ab2d5dc451,tg:lhbr:203798,Items,1,tr:lh:6886,171373/1749,isad:lh:75462,S 935 / B2,,,,
b2d83d6c-ab14-52d1-9f11-249854cd1e20,tg:lhbr:127768,Items,1,tr:lh:5454,107180/3,isad:lh:53593,R 924 / B,,,,
dbcca16c-f548-501b-a274-c9e6022cc196,tg:lhbr:171108,Items,1,tr:lh:6788,168122/1,isad:lh:69355,P 545 / B,,,,
ce8beeb4-850d-5876-97cf-ff994e285127,tg:lhbr:28861,Items,1,tr:lh:7314,,isad:lh:14051,FVCA / B (1880-1918),,,,
b0dc872e-6d6e-5531-baad-f7a1fd1540b6,tg:lhbr:158265,Items,1,tr:lh:5752,117944/7a-b,isad:lh:64980,W 213 / B,,,,
c388072d-cd72-5885-9ac0-80c47a01c94b,tg:lhbr:193361,Items,1,,163834/22,isad:lh:74368,G 395 / B2,,,,
d4863bb7-5428-52db-8487-5a0ef383cd02,tg:lhbr:286835,Items,1,tr:lh:128691,,isad:lh:129974,,B 805 /476,,,
720c9c31-a1b0-5153-be2e-b5142cddaaad,tg:lhbr:125755,Items,1,tr:lh:2195,41700/505,isad:lh:52866,R 704 / B,,,,
68b04a3a-772d-5cbc-b4e9-cb221e0d765c,tg:lhbr:173135,Items,1,tr:lh:6415,152985/13,isad:lh:20921,D 125 / B2,,,,
a56e5f15-751f-571b-9c67-d028e32d21bf,tg:lhbr:32095,Items,1,tr:lh:4744,92366/16a-b,isad:lh:15595,C 274 / B,,,,
fd166584-77b5-5312-9979-2821813cd06a,tg:lhbr:6523,Items,1,tr:lh:2793,55227,isad:lh:4271,A 1814 / B,,,,
eeb93bf8-dffa-5091-9e94-3a070775ee99,tg:lhbr:196499,Items,1,tr:lh:5678,114688/313,isad:lh:74608,T 48399 / B (1966),,,,
d5817aa8-aab2-52d1-8b9f-039ee1df2e73,tg:lhbr:81359,Items,1,tr:lh:5901,127070,isad:lh:35556,K 174 / B,,,,
0262873a-ea2e-52a1-8e70-927cf5cb4851,tg:lhbr:51411,Items,1,tr:lh:5604,128012/3,isad:lh:23375,E 38 / B,,,,
dfee9ef8-345d-5142-8e4f-e156b197cb9c,tg:lhbr:253885,Items,1,,,isad:lh:145019,M 58 / 3,,,,
1d623fee-1bc7-534d-830f-3e073a2de673,tg:lhbr:262321,Items,1,tr:lh:139974,,isad:lh:150201,,B 798 / 178 - 235,,,
c133c28e-fbca-5d1a-a0a1-ce7d6336f3b5,tg:lhbr:234541,Items,1,tr:lh:9767,217989/1198,isad:lh:83962,Y 2 / B2,,,,
eadfe584-a3a8-547b-a7ff-5bb39c17b7bc,tg:lhbr:177875,Items,1,tr:lh:7442,196726/6,isad:lh:71164,P 257 / B2,,,,
ad4bb3cb-5e14-5705-9ea5-2f43529eacea,tg:lhbr:282175,Items,1,tr:lh:7843,202504/60a-b,isad:lh:162172,,D 325 / 893,,,
7d43f0bd-4956-560f-83dc-a4504b8efa68,tg:lhbr:249071,Items,1,tr:lh:2279,,isad:lh:141222,,C 3622 / 25,,,
1e3f336f-bd25-55a0-92bb-793af6ab446f,tg:lhbr:143429,Items,1,tr:lh:4775,93990/5,,T 379 / B,,,,
ddc90bed-a0ed-58d9-b9a9-2db02df0a0e6,tg:lhbr:67870,Items,1,tr:lh:5641,113129/5,isad:lh:1636,M 6222 / B (1966-74),,,,
d4ca9b6b-ae44-5f53-9c09-366225b9ac3c,tg:lhbr:233284,Items,1,tr:lh:9356,217747/240,isad:lh:83643,C 2752 / B2 (tijdschrift Nul),,,,
1d41b051-90f9-51c0-bf84-f6886937ef71,tg:lhbr:117274,Items,1,tr:lh:1717,30260/16,isad:lh:49795,P 7248 / B,,,,
a3bf21f2-b48c-5303-9d5e-dd96f349cdd3,tg:lhbr:202920,Items,1,tr:lh:5678,114695/180,isad:lh:75288,T 48399 / B (1973),,,,
e8f9c8da-96df-5b41-a392-53b1f623a1fb,tg:lhbr:141414,Items,1,tr:lh:6738,166997/31,isad:lh:58788,S 5955 / B,,,,
2c02e527-dd55-587d-ba72-5e8ce3475f10,tg:lhbr:98528,Items,1,tr:lh:5759,118085/1,isad:lh:41901,M 511 / B,,,,
a5b9d2d9-f572-57d4-94d3-d4608f1f6920,tg:lhbr:175848,Items,1,tr:lh:7063,177314/386,isad:lh:70713,D 125 / B2,,,,
730d437c-a958-5c0f-a1f1-dfb7c0aaf7f2,tg:lhbr:280148,Items,1,tr:lh:7843,202504/60a-b,isad:lh:160321,,D 325 / 670,,,
28abc09e-1c5f-500c-8320-756829b5502e,tg:lhbr:203632,Items,1,tr:lh:6886,171373/1386a-b,isad:lh:75433,S 935 / B2,,,,
d08b7320-c5f2-5436-8970-005ee33e874a,tg:lhbr:255052,Items,1,tr:lh:9770,,isad:lh:145705,,J 416 / 54,,,
215e0818-6538-5eca-8519-2076088bee3f,tg:lhbr:30102,Items,1,tr:lh:7314,,isad:lh:14627,FVCA / B (1919-1932),,,,
15c2c4a2-418d-5422-878b-b8fccbfd95d6,tg:lhbr:66762,Items,1,tr:lh:6099,140007/1a-b,isad:lh:30509,M 386 / B2,,,,
5f68239b-328f-5dc2-8760-b56195897238,tg:lhbr:228562,Items,1,tr:lh:9774,203543/47,isad:lh:82390,C 3008 / B2,,,,
0a3c0bed-e031-5b95-b5d3-8119e6e279a3,tg:lhbr:86536,Items,1,tr:lh:3772,72465/45,isad:lh:1523,T 48399 / B (1946),,,,
edd9fdf2-9a2e-5140-9598-6843538c1875,tg:lhbr:196533,Items,1,tr:lh:5678,114688/339,isad:lh:74608,T 48399 / B (1966),,,,
732ef10a-1f29-59aa-aa54-6271809ff577,tg:lhbr:176767,Items,1,,163808/80a-b,isad:lh:70863,G 395 / B2,,,,
5b3e57b8-623f-504e-9a69-80145bd92278,tg:lhbr:6489,Items,1,tr:lh:4421,84839/12a-b,isad:lh:4255,B 135 / B,,,,
3bebb43b-bd31-51ae-82e3-64a171796a15,tg:lhbr:120107,Items,1,tr:lh:2349,44700/153,isad:lh:51023,R 332 / B,,,,
3e94edd3-e843-56c8-904e-8003cb696bc1,tg:lhbr:252797,Items,1,tr:lh:126473,,isad:lh:130164,,D 9653 / 10 (160),,,
f7838d63-22ee-567e-adde-3a82164575e0,tg:lhbr:3371,Items,1,tr:lh:6328,147650/a-b,isad:lh:2470,A 4755 / B,,,,
b8d37f44-9bb2-5a51-83c9-087c70a713da,tg:lhbr:227697,Items,1,tr:lh:7870,210814/2,isad:lh:82010,S 59 / Archief R,,,,
a3c4b670-d8c9-5836-bf05-ba265774a0ad,tg:lhbr:103667,Items,1,tr:lh:5641,113134/37,isad:lh:4966,M 6222 / B (1948-51),,,,
734f0b31-96c3-55b6-af51-e746ff012ab0,tg:lhbr:155007,Items,1,tr:lh:4516,86931/8,isad:lh:63877,V 7666 / B,,,,
aada6cfb-e901-5e5e-afef-d6c2f54b735b,tg:lhbr:128537,Items,1,,,isad:lh:53912,S 1055 / B,,,,
f5e722db-93f3-5ef2-8567-1e1059ae8802,tg:lhbr:179492,Items,1,tr:lh:6920,171175/13a-b,isad:lh:71816,C 2 / B2,,,,
24b8edd1-c0ec-5090-9545-acb30389ed3d,tg:lhbr:38532,Items,1,,103361/112,,V 34355 / B,,,,
703b1060-1d7b-5361-9efd-f19cf94676ce,tg:lhbr:45002,Items,1,tr:lh:6362,148700/246,isad:lh:20863,C 4095 / B,,,,
3f366e3f-36d4-5f23-903a-38265bad8f98,tg:lhbr:13662,Items,1,tr:lh:2045,38335/185,isad:lh:7694,B 686 / B,,,,
7af2049c-5333-5d20-be18-c85fd22ec3de,tg:lhbr:276732,Items,1,tr:lh:139794,,isad:lh:157793,,VV 237 / 2,,,
