Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card,brocade.id,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Condition Status,External Relation,External Relation URL,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Archive Note,Archive Note.1,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Object Type,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Widget,Entity Identifier,kenmerken.rubobjnrgr,isaad,Associated Archive,Production Technique Type,Start Date,graph_id
,,031756e2-6d4a-5915-b5db-a9235abdbddc,,,,,1,AssociatedRecords,tg:rubgr:3388,,,,,,,,,relatie naar geheel,tg:rubgr:3387,Verwijzing naar Grossmann object,,a8d9c78d-aba3-5966-8e5a-26f8a543f9eb,"[{""resourceId"": ""a8d9c78d-aba3-5966-8e5a-26f8a543f9eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7aaeeff2-8ef0-4311-bfe2-2b802bc4385d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,031756e2-6d4a-5915-b5db-a9235abdbddc,,,,,1,Items,tg:rubgr:3388,,,,,,,,,,,,,,,,,,,,,,AFG_093_051,isad:rub:3019,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,031756e2-6d4a-5915-b5db-a9235abdbddc,,,,,1,Keywords,tg:rubgr:3388,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,"Ripa, Cesare",,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,031756e2-6d4a-5915-b5db-a9235abdbddc,,,,,2,Keywords,tg:rubgr:3388,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,"Stridbeck, Carl Gustav",,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,031756e2-6d4a-5915-b5db-a9235abdbddc,,,,,1,LegacyInformation,,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,"<record>
<priref>5641</priref>
<number>AFG_093_051</number>
<part_of_reference>AFG_093_050</part_of_reference>
<content>Knipsels; 3 foto's; Stridbeck; Ripa; Emblemata</content>
<object.object_number>AFG_093</object.object_number>
<object.object_name>Dossier</object.object_name>
<part_of.title>Comparative Material.</part_of.title>
<class>AFG</class>
<editorial_form>beeldmateriaal</editorial_form>
<editorial_form>foto</editorial_form>
<object.title>Comparative Material. Including Mechelen</object.title>
<keyword>Ripa, Cesare</keyword>
<keyword>Stridbeck, Carl Gustav</keyword>
<object.creator/>
<input.date>2014-06-18</input.date>
<input.name>Centrum</input.name>
<input.time>13:49:05</input.time>
<input.source>archive</input.source>
</record>

",commentaar gebruiker,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,031756e2-6d4a-5915-b5db-a9235abdbddc,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003388,referentienummer,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,031756e2-6d4a-5915-b5db-a9235abdbddc,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3388,brocade id,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,031756e2-6d4a-5915-b5db-a9235abdbddc,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3388/N,brocade url,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,031756e2-6d4a-5915-b5db-a9235abdbddc,,,,,1,ObjectTypes,tg:rubgr:3388,kenmerken.rubedformgr,dtrvfo,,,,,,,,,,,,,,,,,,,,,,,,,,photographs,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
tg:rubgr:183,,03b574ab-218f-505e-bfab-98ae1b7d7a11,Rubenianum,https://data.rubenianum.be//ark:/86530/03b574ab-218f-505e-bfab-98ae1b7d7a11,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,03b574ab-218f-505e-bfab-98ae1b7d7a11,,,,,1,Archives,tg:rubgr:183,,,,,,isad:rub:2933,"dlod={""name"":""Map 1 (AFG_003)"",""ark"":""ark:/86530/x0/198948e1-0623-5404-9a6f-d2e0aeec0bbe"",""uri"":""/repositories/13/archival_objects/174465"",""id"":""isad:rub:2933"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""II: Icarus / Adoration""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_003)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/198948e1-0623-5404-9a6f-d2e0aeec0bbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,03b574ab-218f-505e-bfab-98ae1b7d7a11,,,,,a::rub.7,ExternalRelationsExtras,tg:rubgr:183,ow.link,,,,,,,,,,,,,,,online catalogs,https://rkd.nl/explore/images/262344, RKDimages,,,,,,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,03b574ab-218f-505e-bfab-98ae1b7d7a11,,,,,1,Items,tg:rubgr:183,,,,,,,,,,,,,,,,,,,,,,AFG_003_111,isad:rub:2933,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,03b574ab-218f-505e-bfab-98ae1b7d7a11,,,,,1,LegacyInformation,,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>2429</priref>
			<number>AFG_003_111</number>
			<content>De Val van Icarus uit het KMSKB: 3 detailfoto's (1 klein, 2 groot formaat), stempel ACL d.d. 23 juni 1953.</content>
			<object.object_number>AFG_003</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Landscape with the fall of Icarus</object.title>
			<keyword>Brussel, Koninklijke Musea voor Schone Kunsten van Belgi&#235;</keyword>
			<object.creator>Bruegel, Pieter I (kopie naar)</object.creator>
			<input.date>2011-09-07</input.date>
			<edit.date>2012-01-04</edit.date>
			<edit.date>2012-01-04</edit.date>
			<edit.date>2011-09-07</edit.date>
			<edit.date>2011-09-07</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>16:36:56</edit.time>
			<edit.time>12:27:39</edit.time>
			<edit.time>10:09:59</edit.time>
			<edit.time>10:07:24</edit.time>
			<input.time>10:06:51</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,03b574ab-218f-505e-bfab-98ae1b7d7a11,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000000183,referentienummer,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,03b574ab-218f-505e-bfab-98ae1b7d7a11,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:183,brocade id,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,03b574ab-218f-505e-bfab-98ae1b7d7a11,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:183/N,brocade url,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,03b574ab-218f-505e-bfab-98ae1b7d7a11,,,,,1,ObjectTypes,tg:rubgr:183,kenmerken.rubedformgr,dtrvfo,,,,,,,,,,,,,,,,,,,,,,,,,,photographs,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,03b574ab-218f-505e-bfab-98ae1b7d7a11,,,,,1,OriginalBrocade,tg:rubgr:183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52eca42b-9f44-5cb3-a2e2-61627f08810c,au::10517,keywords,"dlod={""name"":""Koninklijke Musea voor Schone Kunsten van België"",""ark"":""ark:/83110/x0/52eca42b-9f44-5cb3-a2e2-61627f08810c"",""uri"":""/agents/corporate_entities/16661"",""id"":""au::10517"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/52eca42b-9f44-5cb3-a2e2-61627f08810c,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
tg:rubgr:2262,,043475a8-e637-52ef-904f-63521481bc6f,Rubenianum,https://data.rubenianum.be//ark:/86530/043475a8-e637-52ef-904f-63521481bc6f,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,043475a8-e637-52ef-904f-63521481bc6f,,,,,1,Archives,tg:rubgr:2262,,,,,,isad:rub:3000,"dlod={""name"":""Map 11 (AFG_070)"",""ark"":""ark:/86530/x0/188838af-4862-518c-a70b-b5b71880fffe"",""uri"":""/repositories/13/archival_objects/174544"",""id"":""isad:rub:3000"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XIV: Doubtful and Wrong attributions""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 11 (AFG_070)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/188838af-4862-518c-a70b-b5b71880fffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,043475a8-e637-52ef-904f-63521481bc6f,,,,,1,Items,tg:rubgr:2262,,,,,,,,,,,,,,,,,,,,,,AFG_070_004,isad:rub:3000,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,043475a8-e637-52ef-904f-63521481bc6f,,,,,1,Keywords,tg:rubgr:2262,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,"New York, The Frick Collection",,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,043475a8-e637-52ef-904f-63521481bc6f,,,,,1,LegacyInformation,,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4506</priref>
			<number>AFG_070_004</number>
			<content>[8 foto's][Stempel] :'The Frick Collection, New York': 1 infraroodopname; 1 ultravioletopname; 1 r&#246;ntgenfoto; 1 foto van achterzijde met label en CP-merkteken; 1 detailfoto [Notitie onbekend handschrift]: '5-5-66 The Frick Collection Brueghel The Three Soldiers, Detail-Soldier Playing flute and dead tree'; 1 detailfoto [Notitie onbekend handschrift]: '1-5-66 The Frick Collection Brueghel The Three Soldiers, Detail Signature; 1 detailfoto: Figure at left, half-length (Approximately twice actual size); 1 detailfoto: Detail: Figure at right, half-length (Approximately twice actual size).</content>
			<object.object_number>AFG_070</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>The Tree Soldiers</object.title>
			<keyword>New York, The Frick Collection</keyword>
			<object.creator>Breughel, Jan I</object.creator>
			<input.date>2013-05-02</input.date>
			<edit.date>2014-11-24</edit.date>
			<edit.date>2014-11-24</edit.date>
			<edit.date>2014-07-07</edit.date>
			<edit.date>2013-05-29</edit.date>
			<edit.date>2013-05-02</edit.date>
			<edit.date>2013-05-02</edit.date>
			<edit.date>2013-05-02</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>12:02:41</edit.time>
			<edit.time>12:01:15</edit.time>
			<edit.time>10:42:44</edit.time>
			<edit.time>09:34:11</edit.time>
			<edit.time>16:26:07</edit.time>
			<edit.time>16:16:30</edit.time>
			<edit.time>16:10:32</edit.time>
			<input.time>16:08:30</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,043475a8-e637-52ef-904f-63521481bc6f,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002262,referentienummer,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,043475a8-e637-52ef-904f-63521481bc6f,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2262,brocade id,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,043475a8-e637-52ef-904f-63521481bc6f,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2262/N,brocade url,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,043475a8-e637-52ef-904f-63521481bc6f,,,,,1,ObjectTypes,tg:rubgr:2262,kenmerken.rubedformgr,dtrvfo,,,,,,,,,,,,,,,,,,,,,,,,,,photographs,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
tg:rubgr:4189,,07406529-3cbf-51d6-b811-14df16ebd749,Rubenianum,https://data.rubenianum.be//ark:/86530/07406529-3cbf-51d6-b811-14df16ebd749,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,07406529-3cbf-51d6-b811-14df16ebd749,,,,,1,Archives,tg:rubgr:4189,,,,,,isad:rub:3030,"dlod={""name"":""16: Brueghel \u0026 Brueghel - Holbein etc. - Royal Collection - Rubens (AFG_109)"",""ark"":""ark:/86530/x0/9a1e131e-b896-5708-bfaa-995a7074abc1"",""uri"":""/repositories/13/archival_objects/174578"",""id"":""isad:rub:3030"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""16: Brueghel \u0026 Brueghel - Holbein etc. - Royal Collection - Rubens (AFG_109)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/9a1e131e-b896-5708-bfaa-995a7074abc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,07406529-3cbf-51d6-b811-14df16ebd749,,,,,1,AssociatedRecords,tg:rubgr:4189,,,,,,,,,relatie naar geheel,tg:rubgr:4185,Verwijzing naar Grossmann object,,53e8fa5a-64c0-5a80-a559-a7c80f93329f,"[{""resourceId"": ""53e8fa5a-64c0-5a80-a559-a7c80f93329f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a45d1eb2-4258-487a-b093-0e65b92dc725"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,07406529-3cbf-51d6-b811-14df16ebd749,,,,,1,Items,tg:rubgr:4189,,,,,,,,,,,,,,,,,,,,,,AFG_109_069,isad:rub:3030,,,,,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,07406529-3cbf-51d6-b811-14df16ebd749,,,,,1,LegacyInformation,,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6442</priref>
			<number>AFG_109_069</number>
			<part_of_reference>AFG_109_065</part_of_reference>
			<content>4 zw/w foto's Bruegel The Temptation of St Anthony; [2x] Landscape with Cross; R. Savery, Kermesse.</content>
			<object.object_number>AFG_109</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<part_of.title>Briefomslag Gemeentebestuur Rotterdam.</part_of.title>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Bruegel &amp; Brueghel; Holbein etc.; Royal Collection; Rubens</object.title>
			<keyword>Bruegel, Pieter I</keyword>
			<keyword>Savery, Roelant</keyword>
			<object.creator/>
			<input.date>2014-07-03</input.date>
			<edit.date>2018-06-01</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>sa73120</edit.name>
			<edit.time>14:37:22</edit.time>
			<input.time>16:36:20</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,07406529-3cbf-51d6-b811-14df16ebd749,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000004189,referentienummer,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,07406529-3cbf-51d6-b811-14df16ebd749,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:4189,brocade id,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,07406529-3cbf-51d6-b811-14df16ebd749,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:4189/N,brocade url,False,,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,07406529-3cbf-51d6-b811-14df16ebd749,,,,,1,ObjectTypes,tg:rubgr:4189,kenmerken.rubedformgr,dtrvfo,,,,,,,,,,,,,,,,,,,,,,,,,,photographs,,,,,,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
,,07406529-3cbf-51d6-b811-14df16ebd749,,,,,1,OriginalBrocade,tg:rubgr:4189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73e8f6cc-3f86-5ad2-9b4d-0f7a2029707d,au::3028,keywords,"dlod={""name"":""Pieter Brueghel De Oude"",""ark"":""ark:/83110/x0/73e8f6cc-3f86-5ad2-9b4d-0f7a2029707d"",""uri"":""/agents/people/60512"",""id"":""au::3028"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/73e8f6cc-3f86-5ad2-9b4d-0f7a2029707d,,,,,,92359c2c-7156-11ec-975f-9cf387da2c40
