ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition Status,Document status,Object Type,archiefstuknummer,title,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier
0299a5fa-2fc6-510e-a17a-be38777a8c80,tg:rubgr:4227_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4227_#1,https://data.rubenianum.be//ark:/86530/0299a5fa-2fc6-510e-a17a-be38777a8c80
0299a5fa-2fc6-510e-a17a-be38777a8c80,tg:rubgr:4227_#1,e22_Archives,1,,,,,,isad:rub:3032,"dlod={""name"":""18: Notes \u0026 Printed Material (AFG_111)"",""ark"":""ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0"",""uri"":""/repositories/13/archival_objects/174580"",""id"":""isad:rub:3032"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""18: Notes \u0026 Printed Material (AFG_111)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0,,,,,,,,,,
0299a5fa-2fc6-510e-a17a-be38777a8c80,tg:rubgr:4227_#1,e22_DocumentStatus,2,kenmerken.rubedformgr,dtrvfk,,,,,,,,photocopies,,,,,,,,
0299a5fa-2fc6-510e-a17a-be38777a8c80,tg:rubgr:4227_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
0299a5fa-2fc6-510e-a17a-be38777a8c80,tg:rubgr:4227_#1,e22_ObjectTypes,2,kenmerken.rubedformgr,dtrvfk,,,,,,,,,documents (object genre),,,,,,,
0299a5fa-2fc6-510e-a17a-be38777a8c80,tg:rubgr:4227_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_111_022,,,,,,
0299a5fa-2fc6-510e-a17a-be38777a8c80,tg:rubgr:4227_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_111_022,,,,,
02bfcfdd-fc8a-53aa-9256-b4b2b2ebc073,tg:rubgr:2705_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2705_#1,https://data.rubenianum.be//ark:/86530/02bfcfdd-fc8a-53aa-9256-b4b2b2ebc073
02bfcfdd-fc8a-53aa-9256-b4b2b2ebc073,tg:rubgr:2705_#1,e22_Archives,1,,,,,,isad:rub:3015,"dlod={""name"":""1: Months Comparative Material (AFG_085)"",""ark"":""ark:/86530/x0/cca424a1-4510-5c9e-90b2-27751188fab0"",""uri"":""/repositories/13/archival_objects/174563"",""id"":""isad:rub:3015"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""1: Months Comparative Material (AFG_085)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/cca424a1-4510-5c9e-90b2-27751188fab0,,,,,,,,,,
02bfcfdd-fc8a-53aa-9256-b4b2b2ebc073,tg:rubgr:2705_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
02bfcfdd-fc8a-53aa-9256-b4b2b2ebc073,tg:rubgr:2705_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_085_018,,,,,,
02bfcfdd-fc8a-53aa-9256-b4b2b2ebc073,tg:rubgr:2705_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_085_018,,,,,
02cce8e5-ab2e-5408-bff2-ad89b1e187fc,tg:rubgr:4329_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4329_#1,https://data.rubenianum.be//ark:/86530/02cce8e5-ab2e-5408-bff2-ad89b1e187fc
02cce8e5-ab2e-5408-bff2-ad89b1e187fc,tg:rubgr:4329_#1,e22_Archives,1,,,,,,isad:rub:3032,"dlod={""name"":""18: Notes \u0026 Printed Material (AFG_111)"",""ark"":""ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0"",""uri"":""/repositories/13/archival_objects/174580"",""id"":""isad:rub:3032"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""18: Notes \u0026 Printed Material (AFG_111)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0,,,,,,,,,,
02cce8e5-ab2e-5408-bff2-ad89b1e187fc,tg:rubgr:4329_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
02cce8e5-ab2e-5408-bff2-ad89b1e187fc,tg:rubgr:4329_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_111_124,,,,,,
02cce8e5-ab2e-5408-bff2-ad89b1e187fc,tg:rubgr:4329_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_111_124,,,,,
03809375-8d21-51d1-a101-d68e23ea585f,tg:rubgr:3339_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3339_#1,https://data.rubenianum.be//ark:/86530/03809375-8d21-51d1-a101-d68e23ea585f
03809375-8d21-51d1-a101-d68e23ea585f,tg:rubgr:3339_#1,e22_Archives,1,,,,,,isad:rub:3019,"dlod={""name"":""5: Introduction - Comparative Material (AFG_093)"",""ark"":""ark:/86530/x0/8d80b7b1-336d-5bf2-a3a2-cc6401a17f73"",""uri"":""/repositories/13/archival_objects/174567"",""id"":""isad:rub:3019"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""5: Introduction - Comparative Material (AFG_093)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/8d80b7b1-336d-5bf2-a3a2-cc6401a17f73,,,,,,,,,,
03809375-8d21-51d1-a101-d68e23ea585f,tg:rubgr:3339_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
