ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,ire.isaar.uuid,ISAAR Brocade ID,Original Entity Type,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
01c8e252-0dd6-595d-bf6d-27747e0a3e2f,tg:rubgr:2356,e73_OriginalBrocade,1,,kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,,,,,,,,,,,,,,
01c8e252-0dd6-595d-bf6d-27747e0a3e2f,tg:rubgr:2356,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_077_040,repository numbers,,,,,,,,,,,
01c8e252-0dd6-595d-bf6d-27747e0a3e2f,tg:rubgr:2356,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_077_040,titles proper,Dutch (language),,,,,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3388,https://data.rubenianum.be//ark:/86530/031756e2-6d4a-5915-b5db-a9235abdbddc,Foto's,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,e73_AssociatedRecords,1,,,,,,,,,rubgr_foto,relatie naar geheel,tg:rubgr:3387,Verwijzing naar Grossmann object,,a8d9c78d-aba3-5966-8e5a-26f8a543f9eb,"[{""resourceId"": ""a8d9c78d-aba3-5966-8e5a-26f8a543f9eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""969cef44-39e0-4ffd-ac94-5c835edd8fe1"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""87161a9c-40d7-43e6-bd09-d72bd1a3275e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5ec1a7d3-6769-4494-a57c-fbcbc5f9a22a"", ""inverseOntologyProperty"": """"}]"
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,Knipsels; 3 foto's; Stridbeck; Ripa; Emblemata,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripa, Cesare",,,,,,,,,,,,,,,,,,,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,e73_Keywords,2,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,"Stridbeck, Carl Gustav",,,,,,,,,,,,,,,,,,,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003388,referentienummer,False,,,,,,,,,,,,,,,,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
<priref>5641</priref>
<number>AFG_093_051</number>
<part_of_reference>AFG_093_050</part_of_reference>
<content>Knipsels; 3 foto's; Stridbeck; Ripa; Emblemata</content>
<object.object_number>AFG_093</object.object_number>
<object.object_name>Dossier</object.object_name>
<part_of.title>Comparative Material.</part_of.title>
<class>AFG</class>
<editorial_form>beeldmateriaal</editorial_form>
<editorial_form>foto</editorial_form>
<object.title>Comparative Material. Including Mechelen</object.title>
<keyword>Ripa, Cesare</keyword>
<keyword>Stridbeck, Carl Gustav</keyword>
<object.creator/>
<input.date>2014-06-18</input.date>
<input.name>Centrum</input.name>
<input.time>13:49:05</input.time>
<input.source>archive</input.source>
</record>

",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3388,brocade id,False,,,,,,,,,,,,,,,,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3388/N,brocade url,False,,,,,,,,,,,,,,,,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""fc1692ce-9efd-593e-ac78-08e7e78f12cf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""78ac8122-e996-4812-bf39-98ed1fdcaf73"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_093_051,repository numbers,,,,,,,,,,,
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_093_051,titles proper,Dutch (language),,,,,,,,
03b574ab-218f-505e-bfab-98ae1b7d7a11,tg:rubgr:183,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:183,https://data.rubenianum.be//ark:/86530/03b574ab-218f-505e-bfab-98ae1b7d7a11,Foto's,,,,
03b574ab-218f-505e-bfab-98ae1b7d7a11,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""fc14c683-d767-49ce-8586-73a16e0946a3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d04d0f0f-7260-48b8-bd40-49502cb7a68a"", ""inverseOntologyProperty"": """"}]"
03b574ab-218f-505e-bfab-98ae1b7d7a11,tg:rubgr:183,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
03b574ab-218f-505e-bfab-98ae1b7d7a11,tg:rubgr:183,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,"De Val van Icarus uit het KMSKB: 3 detailfoto's (1 klein, 2 groot formaat), stempel ACL d.d. 23 juni 1953.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03b574ab-218f-505e-bfab-98ae1b7d7a11,tg:rubgr:183,e73_ExternalRelationsExtras,a::rub.7,ow.link,,,,,,,,,,,,,,,,,,,https://rkd.nl/nl/explore/images/,262344,online catalogs,RKDimages,,,,,,,,,,,,,,,,,,,,,,,,,,
03b574ab-218f-505e-bfab-98ae1b7d7a11,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000000183,referentienummer,False,,,,,,,,,,,,,,,,,,,
03b574ab-218f-505e-bfab-98ae1b7d7a11,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>2429</priref>
			<number>AFG_003_111</number>
			<content>De Val van Icarus uit het KMSKB: 3 detailfoto's (1 klein, 2 groot formaat), stempel ACL d.d. 23 juni 1953.</content>
			<object.object_number>AFG_003</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Landscape with the fall of Icarus</object.title>
			<keyword>Brussel, Koninklijke Musea voor Schone Kunsten van Belgi&#235;</keyword>
			<object.creator>Bruegel, Pieter I (kopie naar)</object.creator>
			<input.date>2011-09-07</input.date>
			<edit.date>2012-01-04</edit.date>
			<edit.date>2012-01-04</edit.date>
			<edit.date>2011-09-07</edit.date>
			<edit.date>2011-09-07</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>16:36:56</edit.time>
			<edit.time>12:27:39</edit.time>
			<edit.time>10:09:59</edit.time>
			<edit.time>10:07:24</edit.time>
			<input.time>10:06:51</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,
03b574ab-218f-505e-bfab-98ae1b7d7a11,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:183,brocade id,False,,,,,,,,,,,,,,,,,,,
03b574ab-218f-505e-bfab-98ae1b7d7a11,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:183/N,brocade url,False,,,,,,,,,,,,,,,,,,,
03b574ab-218f-505e-bfab-98ae1b7d7a11,tg:rubgr:183,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""76709336-83bf-538b-8dad-ccd47fc528f5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a602b91-4cbe-47c4-a640-be91a1e08a7b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,
03b574ab-218f-505e-bfab-98ae1b7d7a11,tg:rubgr:183,e73_OriginalBrocade,1,,kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52eca42b-9f44-5cb3-a2e2-61627f08810c,au::10517,keywords,,,,,,,,,,,,,,,
03b574ab-218f-505e-bfab-98ae1b7d7a11,tg:rubgr:183,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_003_111,repository numbers,,,,,,,,,,,
03b574ab-218f-505e-bfab-98ae1b7d7a11,tg:rubgr:183,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_003_111,titles proper,Dutch (language),,,,,,,,
043475a8-e637-52ef-904f-63521481bc6f,tg:rubgr:2262,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2262,https://data.rubenianum.be//ark:/86530/043475a8-e637-52ef-904f-63521481bc6f,Foto's,,,,
043475a8-e637-52ef-904f-63521481bc6f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0e80e0f2-fd26-4d37-a298-d6bed81aef21"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3ef9ec68-ea27-4a98-b71a-d328a98b39f8"", ""inverseOntologyProperty"": """"}]"
043475a8-e637-52ef-904f-63521481bc6f,tg:rubgr:2262,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
043475a8-e637-52ef-904f-63521481bc6f,tg:rubgr:2262,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,"[8 foto's][Stempel] :'The Frick Collection, New York': 1 infraroodopname; 1 ultravioletopname; 1 röntgenfoto; 1 foto van achterzijde met label en CP-merkteken; 1 detailfoto [Notitie onbekend handschrift]: '5-5-66 The Frick Collection Brueghel The Three Soldiers, Detail-Soldier Playing flute and dead tree'; 1 detailfoto [Notitie onbekend handschrift]: '1-5-66 The Frick Collection Brueghel The Three Soldiers, Detail Signature; 1 detailfoto: Figure at left, half-length (Approximately twice actual size); 1 detailfoto: Detail: Figure at right, half-length (Approximately twice actual size).",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043475a8-e637-52ef-904f-63521481bc6f,tg:rubgr:2262,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,"New York, The Frick Collection",,,,,,,,,,,,,,,,,,,,,,
043475a8-e637-52ef-904f-63521481bc6f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002262,referentienummer,False,,,,,,,,,,,,,,,,,,,
043475a8-e637-52ef-904f-63521481bc6f,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4506</priref>
			<number>AFG_070_004</number>
			<content>[8 foto's][Stempel] :'The Frick Collection, New York': 1 infraroodopname; 1 ultravioletopname; 1 r&#246;ntgenfoto; 1 foto van achterzijde met label en CP-merkteken; 1 detailfoto [Notitie onbekend handschrift]: '5-5-66 The Frick Collection Brueghel The Three Soldiers, Detail-Soldier Playing flute and dead tree'; 1 detailfoto [Notitie onbekend handschrift]: '1-5-66 The Frick Collection Brueghel The Three Soldiers, Detail Signature; 1 detailfoto: Figure at left, half-length (Approximately twice actual size); 1 detailfoto: Detail: Figure at right, half-length (Approximately twice actual size).</content>
			<object.object_number>AFG_070</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>The Tree Soldiers</object.title>
			<keyword>New York, The Frick Collection</keyword>
			<object.creator>Breughel, Jan I</object.creator>
			<input.date>2013-05-02</input.date>
			<edit.date>2014-11-24</edit.date>
			<edit.date>2014-11-24</edit.date>
			<edit.date>2014-07-07</edit.date>
			<edit.date>2013-05-29</edit.date>
			<edit.date>2013-05-02</edit.date>
			<edit.date>2013-05-02</edit.date>
			<edit.date>2013-05-02</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>12:02:41</edit.time>
			<edit.time>12:01:15</edit.time>
			<edit.time>10:42:44</edit.time>
			<edit.time>09:34:11</edit.time>
			<edit.time>16:26:07</edit.time>
			<edit.time>16:16:30</edit.time>
			<edit.time>16:10:32</edit.time>
			<input.time>16:08:30</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,
043475a8-e637-52ef-904f-63521481bc6f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2262,brocade id,False,,,,,,,,,,,,,,,,,,,
043475a8-e637-52ef-904f-63521481bc6f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2262/N,brocade url,False,,,,,,,,,,,,,,,,,,,
043475a8-e637-52ef-904f-63521481bc6f,tg:rubgr:2262,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""878382dd-2437-5ac2-bd63-600549c63f3d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1e6a7139-18bb-490b-8fbc-3ec3df668ac8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,
043475a8-e637-52ef-904f-63521481bc6f,tg:rubgr:2262,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_070_004,repository numbers,,,,,,,,,,,
043475a8-e637-52ef-904f-63521481bc6f,tg:rubgr:2262,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_070_004,titles proper,Dutch (language),,,,,,,,
07406529-3cbf-51d6-b811-14df16ebd749,tg:rubgr:4189,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4189,https://data.rubenianum.be//ark:/86530/07406529-3cbf-51d6-b811-14df16ebd749,Foto's,,,,
07406529-3cbf-51d6-b811-14df16ebd749,tg:rubgr:4189,e73_AssociatedRecords,1,,,,,,,,,rubgr_foto,relatie naar geheel,tg:rubgr:4185,Verwijzing naar Grossmann object,,53e8fa5a-64c0-5a80-a559-a7c80f93329f,"[{""resourceId"": ""53e8fa5a-64c0-5a80-a559-a7c80f93329f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d7710644-9cce-4d8f-96bd-2401e09fc753"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07406529-3cbf-51d6-b811-14df16ebd749,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6f2215d9-e6b7-4546-b44f-0ae30c894e80"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0cda6327-e98b-4329-bb89-fb8f6533dbe7"", ""inverseOntologyProperty"": """"}]"
07406529-3cbf-51d6-b811-14df16ebd749,tg:rubgr:4189,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
07406529-3cbf-51d6-b811-14df16ebd749,tg:rubgr:4189,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,"4 zw/w foto's Bruegel The Temptation of St Anthony; [2x] Landscape with Cross; R. Savery, Kermesse.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07406529-3cbf-51d6-b811-14df16ebd749,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000004189,referentienummer,False,,,,,,,,,,,,,,,,,,,
07406529-3cbf-51d6-b811-14df16ebd749,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6442</priref>
			<number>AFG_109_069</number>
			<part_of_reference>AFG_109_065</part_of_reference>
			<content>4 zw/w foto's Bruegel The Temptation of St Anthony; [2x] Landscape with Cross; R. Savery, Kermesse.</content>
			<object.object_number>AFG_109</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<part_of.title>Briefomslag Gemeentebestuur Rotterdam.</part_of.title>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Bruegel &amp; Brueghel; Holbein etc.; Royal Collection; Rubens</object.title>
			<keyword>Bruegel, Pieter I</keyword>
			<keyword>Savery, Roelant</keyword>
			<object.creator/>
			<input.date>2014-07-03</input.date>
			<edit.date>2018-06-01</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>sa73120</edit.name>
			<edit.time>14:37:22</edit.time>
			<input.time>16:36:20</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,
07406529-3cbf-51d6-b811-14df16ebd749,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:4189,brocade id,False,,,,,,,,,,,,,,,,,,,
07406529-3cbf-51d6-b811-14df16ebd749,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:4189/N,brocade url,False,,,,,,,,,,,,,,,,,,,
07406529-3cbf-51d6-b811-14df16ebd749,tg:rubgr:4189,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""59b7f449-d7c4-5813-9cdd-85b215f44fd0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f3f67166-c399-44ab-86f4-5e394d08b1e8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,
07406529-3cbf-51d6-b811-14df16ebd749,tg:rubgr:4189,e73_OriginalBrocade,1,,kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73e8f6cc-3f86-5ad2-9b4d-0f7a2029707d,au::3028,keywords,,,,,,,,,,,,,,,
07406529-3cbf-51d6-b811-14df16ebd749,tg:rubgr:4189,e73_OriginalBrocade,2,,kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68745e68-be77-5308-846a-b1ac1c29f49d,au::16398,keywords,,,,,,,,,,,,,,,
07406529-3cbf-51d6-b811-14df16ebd749,tg:rubgr:4189,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_109_069,repository numbers,,,,,,,,,,,
07406529-3cbf-51d6-b811-14df16ebd749,tg:rubgr:4189,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_109_069,titles proper,Dutch (language),,,,,,,,
07aed2ec-fdbe-5ba6-9a16-08d4e656671f,tg:rubgr:4310,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4310,https://data.rubenianum.be//ark:/86530/07aed2ec-fdbe-5ba6-9a16-08d4e656671f,Foto's,,,,
