ResourceID,brocade.id,card,order,Keeper,Object Number,Object Identifier,Record Type
45930501-e3bd-5f4d-a597-b16487e2dbc7,tg:lhbr:230814,AA,0,Letterenhuis,tg:lhbr:230814,https://data.letterenhuis.be/ark:/24970/45930501-e3bd-5f4d-a597-b16487e2dbc7,Brieven
862ad9f0-6032-5bf9-9c80-663214d69f87,tg:lhbr:209049,AA,0,Letterenhuis,tg:lhbr:209049,https://data.letterenhuis.be/ark:/24970/862ad9f0-6032-5bf9-9c80-663214d69f87,Brieven
dbf3c4b4-342a-52fc-962e-b5e15e3859f3,tg:lhbr:221686,AA,0,Letterenhuis,tg:lhbr:221686,https://data.letterenhuis.be/ark:/24970/dbf3c4b4-342a-52fc-962e-b5e15e3859f3,Brieven
66d7e304-9582-5723-bb28-178ebdafc479,tg:lhbr:124837,AA,0,Letterenhuis,tg:lhbr:124837,https://data.letterenhuis.be/ark:/24970/66d7e304-9582-5723-bb28-178ebdafc479,Brieven
9c3b5dd9-e236-5ca0-bcdc-ae5db9d49811,tg:lhbr:189255,AA,0,Letterenhuis,tg:lhbr:189255,https://data.letterenhuis.be/ark:/24970/9c3b5dd9-e236-5ca0-bcdc-ae5db9d49811,Brieven
eaae98c8-b85a-5d6f-bfa2-ef8f32096eaf,tg:lhbr:96225,AA,0,Letterenhuis,tg:lhbr:96225,https://data.letterenhuis.be/ark:/24970/eaae98c8-b85a-5d6f-bfa2-ef8f32096eaf,Brieven
8aa2775f-4770-56be-973d-9a04ebd0b07c,tg:lhbr:84644,AA,0,Letterenhuis,tg:lhbr:84644,https://data.letterenhuis.be/ark:/24970/8aa2775f-4770-56be-973d-9a04ebd0b07c,Brieven
f2333bd2-7db4-5471-be7f-e586569fe1d1,tg:lhbr:40182,AA,0,Letterenhuis,tg:lhbr:40182,https://data.letterenhuis.be/ark:/24970/f2333bd2-7db4-5471-be7f-e586569fe1d1,Brieven
768ed730-8c9d-5e35-b950-10450a7023a2,tg:lhbr:113693,AA,0,Letterenhuis,tg:lhbr:113693,https://data.letterenhuis.be/ark:/24970/768ed730-8c9d-5e35-b950-10450a7023a2,Brieven
a0f06a28-cb41-5a91-8f44-fd3ebcfbe7fa,tg:lhbr:257349,AA,0,Letterenhuis,tg:lhbr:257349,https://data.letterenhuis.be/ark:/24970/a0f06a28-cb41-5a91-8f44-fd3ebcfbe7fa,Brieven
2837991c-3021-53b6-b5b5-6096f8e60c35,tg:lhbr:245728,AA,0,Letterenhuis,tg:lhbr:245728,https://data.letterenhuis.be/ark:/24970/2837991c-3021-53b6-b5b5-6096f8e60c35,Brieven
ac41b8f5-a3c9-5ab2-b132-885c3bff0ee0,tg:lhbr:102801,AA,0,Letterenhuis,tg:lhbr:102801,https://data.letterenhuis.be/ark:/24970/ac41b8f5-a3c9-5ab2-b132-885c3bff0ee0,Brieven
3a56d59b-4831-5a13-867e-2d687839a790,tg:lhbr:140999,AA,0,Letterenhuis,tg:lhbr:140999,https://data.letterenhuis.be/ark:/24970/3a56d59b-4831-5a13-867e-2d687839a790,Brieven
ec266b35-d9d2-5a96-ae0a-6e051bfedb38,tg:lhbr:216822,AA,0,Letterenhuis,tg:lhbr:216822,https://data.letterenhuis.be/ark:/24970/ec266b35-d9d2-5a96-ae0a-6e051bfedb38,Brieven
e739daa3-8242-5c69-8e0b-5fdc89119eea,tg:lhbr:4716,AA,0,Letterenhuis,tg:lhbr:4716,https://data.letterenhuis.be/ark:/24970/e739daa3-8242-5c69-8e0b-5fdc89119eea,Brieven
ed96c3e1-9f49-586c-b572-bdfbb028c668,tg:lhbr:62298,AA,0,Letterenhuis,tg:lhbr:62298,https://data.letterenhuis.be/ark:/24970/ed96c3e1-9f49-586c-b572-bdfbb028c668,Brieven
ceb87ee9-dc4d-5cb1-9bcf-7c31835a5e61,tg:lhbr:58036,AA,0,Letterenhuis,tg:lhbr:58036,https://data.letterenhuis.be/ark:/24970/ceb87ee9-dc4d-5cb1-9bcf-7c31835a5e61,Brieven
85f8978e-cc67-5786-9ba8-244e267ea662,tg:lhbr:20300,AA,0,Letterenhuis,tg:lhbr:20300,https://data.letterenhuis.be/ark:/24970/85f8978e-cc67-5786-9ba8-244e267ea662,Brieven
73a1c92e-d368-5e85-b1a4-382b4992dcb0,tg:lhbr:32761,AA,0,Letterenhuis,tg:lhbr:32761,https://data.letterenhuis.be/ark:/24970/73a1c92e-d368-5e85-b1a4-382b4992dcb0,Brieven
363b1931-3a4f-5ad7-9669-fa83bbe630ce,tg:lhbr:173411,AA,0,Letterenhuis,tg:lhbr:173411,https://data.letterenhuis.be/ark:/24970/363b1931-3a4f-5ad7-9669-fa83bbe630ce,Brieven
b373ad32-414a-571a-8a38-141a982a2a5e,tg:lhbr:161070,AA,0,Letterenhuis,tg:lhbr:161070,https://data.letterenhuis.be/ark:/24970/b373ad32-414a-571a-8a38-141a982a2a5e,Brieven
efd91407-2faf-52f6-883e-1ba482acd547,tg:lhbr:131589,AA,0,Letterenhuis,tg:lhbr:131589,https://data.letterenhuis.be/ark:/24970/efd91407-2faf-52f6-883e-1ba482acd547,Brieven
353ebed6-fcca-5341-a89d-cc29465893a1,tg:lhbr:267432,AA,0,Letterenhuis,tg:lhbr:267432,https://data.letterenhuis.be/ark:/24970/353ebed6-fcca-5341-a89d-cc29465893a1,Brieven
259de09f-290e-566e-ad92-4817f0900d0d,tg:lhbr:119346,AA,0,Letterenhuis,tg:lhbr:119346,https://data.letterenhuis.be/ark:/24970/259de09f-290e-566e-ad92-4817f0900d0d,Brieven
c9d88cde-bc74-517b-aef2-2fe649b92be8,tg:lhbr:275053,AA,0,Letterenhuis,tg:lhbr:275053,https://data.letterenhuis.be/ark:/24970/c9d88cde-bc74-517b-aef2-2fe649b92be8,Brieven
863e40e6-17b9-5742-ab8d-ec8b4fcf7f5d,tg:lhbr:128137,AA,0,Letterenhuis,tg:lhbr:128137,https://data.letterenhuis.be/ark:/24970/863e40e6-17b9-5742-ab8d-ec8b4fcf7f5d,Brieven
6d829940-b5c5-574a-a747-41b359f30e69,tg:lhbr:244222,AA,0,Letterenhuis,tg:lhbr:244222,https://data.letterenhuis.be/ark:/24970/6d829940-b5c5-574a-a747-41b359f30e69,Brieven
916a8a47-abd8-5102-9c3f-c5b60e299feb,tg:lhbr:256643,AA,0,Letterenhuis,tg:lhbr:256643,https://data.letterenhuis.be/ark:/24970/916a8a47-abd8-5102-9c3f-c5b60e299feb,Brieven
ec82df54-7860-5b5a-b978-f2f28d7bad5c,tg:lhbr:112399,AA,0,Letterenhuis,tg:lhbr:112399,https://data.letterenhuis.be/ark:/24970/ec82df54-7860-5b5a-b978-f2f28d7bad5c,Brieven
7eb6f2f0-0a24-5cf7-86f6-a5286c910f9f,tg:lhbr:150201,AA,0,Letterenhuis,tg:lhbr:150201,https://data.letterenhuis.be/ark:/24970/7eb6f2f0-0a24-5cf7-86f6-a5286c910f9f,Brieven
829de711-f55a-58e6-992c-4d0e1b1e023c,tg:lhbr:142660,AA,0,Letterenhuis,tg:lhbr:142660,https://data.letterenhuis.be/ark:/24970/829de711-f55a-58e6-992c-4d0e1b1e023c,Brieven
2005e839-4626-5bd1-9bd3-3e4d7b7516f6,tg:lhbr:205949,AA,0,Letterenhuis,tg:lhbr:205949,https://data.letterenhuis.be/ark:/24970/2005e839-4626-5bd1-9bd3-3e4d7b7516f6,Brieven
e08c67e6-4f2d-584a-939c-342b5259585b,tg:lhbr:292185,AA,0,Letterenhuis,tg:lhbr:292185,https://data.letterenhuis.be/ark:/24970/e08c67e6-4f2d-584a-939c-342b5259585b,Brieven
1109590f-2476-5846-b9bd-c7e80d978f36,tg:lhbr:11171,AA,0,Letterenhuis,tg:lhbr:11171,https://data.letterenhuis.be/ark:/24970/1109590f-2476-5846-b9bd-c7e80d978f36,Brieven
ebcb8293-68dc-51b2-ac27-742bde08e55a,tg:lhbr:69247,AA,0,Letterenhuis,tg:lhbr:69247,https://data.letterenhuis.be/ark:/24970/ebcb8293-68dc-51b2-ac27-742bde08e55a,Brieven
4d1bec15-d553-5400-8ad2-7d001c238916,tg:lhbr:41488,AA,0,Letterenhuis,tg:lhbr:41488,https://data.letterenhuis.be/ark:/24970/4d1bec15-d553-5400-8ad2-7d001c238916,Brieven
b0660b3a-6eac-5736-b67e-3227dd01f76e,tg:lhbr:298450,AA,0,Letterenhuis,tg:lhbr:298450,https://data.letterenhuis.be/ark:/24970/b0660b3a-6eac-5736-b67e-3227dd01f76e,Brieven
84bfb01e-7e18-5b28-92bb-d523a96c232e,tg:lhbr:274559,AA,0,Letterenhuis,tg:lhbr:274559,https://data.letterenhuis.be/ark:/24970/84bfb01e-7e18-5b28-92bb-d523a96c232e,Brieven
6a42b438-907c-571c-9bc3-990ebbd33f20,tg:lhbr:266138,AA,0,Letterenhuis,tg:lhbr:266138,https://data.letterenhuis.be/ark:/24970/6a42b438-907c-571c-9bc3-990ebbd33f20,Brieven
0c4acc49-bc9f-564c-a85a-f0ec48225721,tg:lhbr:130083,AA,0,Letterenhuis,tg:lhbr:130083,https://data.letterenhuis.be/ark:/24970/0c4acc49-bc9f-564c-a85a-f0ec48225721,Brieven
080e83c2-ad6b-5ff1-bfbe-8199017ff385,tg:lhbr:72900,AA,0,Letterenhuis,tg:lhbr:72900,https://data.letterenhuis.be/ark:/24970/080e83c2-ad6b-5ff1-bfbe-8199017ff385,Brieven
31e53ced-9277-5470-9a14-091ea09ccd44,tg:lhbr:63792,AA,0,Letterenhuis,tg:lhbr:63792,https://data.letterenhuis.be/ark:/24970/31e53ced-9277-5470-9a14-091ea09ccd44,Brieven
0de52536-8318-557e-9fbf-912b5558a4d8,tg:lhbr:30898,AA,0,Letterenhuis,tg:lhbr:30898,https://data.letterenhuis.be/ark:/24970/0de52536-8318-557e-9fbf-912b5558a4d8,Brieven
99861e8e-5114-507d-8e6a-7ee1edaa1d5e,tg:lhbr:181879,AA,0,Letterenhuis,tg:lhbr:181879,https://data.letterenhuis.be/ark:/24970/99861e8e-5114-507d-8e6a-7ee1edaa1d5e,Brieven
b4cdbf9b-06f2-525c-9af3-194b54af6bf8,tg:lhbr:279953,AA,0,Letterenhuis,tg:lhbr:279953,https://data.letterenhuis.be/ark:/24970/b4cdbf9b-06f2-525c-9af3-194b54af6bf8,Brieven
cd0c0fda-caca-50a4-9e22-365da0f4ca52,tg:lhbr:202096,AA,0,Letterenhuis,tg:lhbr:202096,https://data.letterenhuis.be/ark:/24970/cd0c0fda-caca-50a4-9e22-365da0f4ca52,Brieven
afe2c2c7-56ab-59e3-a6ee-4b6634ba557f,tg:lhbr:238238,AA,0,Letterenhuis,tg:lhbr:238238,https://data.letterenhuis.be/ark:/24970/afe2c2c7-56ab-59e3-a6ee-4b6634ba557f,Brieven
18b75a26-a5fe-5446-8a36-88690c827473,tg:lhbr:81062,AA,0,Letterenhuis,tg:lhbr:81062,https://data.letterenhuis.be/ark:/24970/18b75a26-a5fe-5446-8a36-88690c827473,Brieven
348ea267-2a4e-5e07-a632-2d3af6ebf69d,tg:lhbr:93403,AA,0,Letterenhuis,tg:lhbr:93403,https://data.letterenhuis.be/ark:/24970/348ea267-2a4e-5e07-a632-2d3af6ebf69d,Brieven
a098c027-dc29-51f9-9b3c-f029f9aa3f09,tg:lhbr:54936,AA,0,Letterenhuis,tg:lhbr:54936,https://data.letterenhuis.be/ark:/24970/a098c027-dc29-51f9-9b3c-f029f9aa3f09,Brieven
04f6118c-8ec3-591c-b731-a33e2b472927,tg:lhbr:208543,AA,0,Letterenhuis,tg:lhbr:208543,https://data.letterenhuis.be/ark:/24970/04f6118c-8ec3-591c-b731-a33e2b472927,Brieven
7e17ab6b-56b7-508b-8d91-df5f6e03bcfb,tg:lhbr:176237,AA,0,Letterenhuis,tg:lhbr:176237,https://data.letterenhuis.be/ark:/24970/7e17ab6b-56b7-508b-8d91-df5f6e03bcfb,Brieven
723817f7-156e-52c9-8b17-0010cd70b2a3,tg:lhbr:270675,AA,0,Letterenhuis,tg:lhbr:270675,https://data.letterenhuis.be/ark:/24970/723817f7-156e-52c9-8b17-0010cd70b2a3,Brieven
ef27f8b2-777a-5779-9663-4e15075016b0,tg:lhbr:262214,AA,0,Letterenhuis,tg:lhbr:262214,https://data.letterenhuis.be/ark:/24970/ef27f8b2-777a-5779-9663-4e15075016b0,Brieven
a94f92c7-e6ad-54b4-a9ae-37ee1fbd1860,tg:lhbr:1130,AA,0,Letterenhuis,tg:lhbr:1130,https://data.letterenhuis.be/ark:/24970/a94f92c7-e6ad-54b4-a9ae-37ee1fbd1860,Brieven
41ec26a9-f889-5004-af41-03e91e6d3bd1,tg:lhbr:37147,AA,0,Letterenhuis,tg:lhbr:37147,https://data.letterenhuis.be/ark:/24970/41ec26a9-f889-5004-af41-03e91e6d3bd1,Brieven
fed8c0b6-8340-5236-bf51-86e60137b6e7,tg:lhbr:25526,AA,0,Letterenhuis,tg:lhbr:25526,https://data.letterenhuis.be/ark:/24970/fed8c0b6-8340-5236-bf51-86e60137b6e7,Brieven
0bec4695-f6c6-5943-b83e-b62904637290,tg:lhbr:9285,AA,0,Letterenhuis,tg:lhbr:9285,https://data.letterenhuis.be/ark:/24970/0bec4695-f6c6-5943-b83e-b62904637290,Brieven
4ca86f15-2ed8-523e-a9ef-b5098a1061cf,tg:lhbr:92890,AA,0,Letterenhuis,tg:lhbr:92890,https://data.letterenhuis.be/ark:/24970/4ca86f15-2ed8-523e-a9ef-b5098a1061cf,Brieven
0a3318e8-0a47-5ecc-a23b-4dc417d2040d,tg:lhbr:83602,AA,0,Letterenhuis,tg:lhbr:83602,https://data.letterenhuis.be/ark:/24970/0a3318e8-0a47-5ecc-a23b-4dc417d2040d,Brieven
aa654951-1e8e-5836-bfb5-93c833401cf0,tg:lhbr:91263,AA,0,Letterenhuis,tg:lhbr:91263,https://data.letterenhuis.be/ark:/24970/aa654951-1e8e-5836-bfb5-93c833401cf0,Brieven
2abb3b13-b6be-5392-aab6-14770bbc3297,tg:lhbr:212297,AA,0,Letterenhuis,tg:lhbr:212297,https://data.letterenhuis.be/ark:/24970/2abb3b13-b6be-5392-aab6-14770bbc3297,Brieven
3861d5b7-5093-52d4-8e14-08c52830b8b5,tg:lhbr:211864,AA,0,Letterenhuis,tg:lhbr:211864,https://data.letterenhuis.be/ark:/24970/3861d5b7-5093-52d4-8e14-08c52830b8b5,Brieven
f7dffba0-502a-53b5-bf06-816c452b157e,tg:lhbr:228039,AA,0,Letterenhuis,tg:lhbr:228039,https://data.letterenhuis.be/ark:/24970/f7dffba0-502a-53b5-bf06-816c452b157e,Brieven
65d022f0-0657-5ce0-9e3e-42dba8b29836,tg:lhbr:105847,AA,0,Letterenhuis,tg:lhbr:105847,https://data.letterenhuis.be/ark:/24970/65d022f0-0657-5ce0-9e3e-42dba8b29836,Brieven
097242fa-c511-5d48-ac9c-42d7f3ebfbeb,tg:lhbr:35727,AA,0,Letterenhuis,tg:lhbr:35727,https://data.letterenhuis.be/ark:/24970/097242fa-c511-5d48-ac9c-42d7f3ebfbeb,Brieven
127fa627-9aeb-5fdd-961a-71384d82407c,tg:lhbr:27346,AA,0,Letterenhuis,tg:lhbr:27346,https://data.letterenhuis.be/ark:/24970/127fa627-9aeb-5fdd-961a-71384d82407c,Brieven
f589b4c2-41e4-5289-9385-913b6e285975,tg:lhbr:3750,AA,0,Letterenhuis,tg:lhbr:3750,https://data.letterenhuis.be/ark:/24970/f589b4c2-41e4-5289-9385-913b6e285975,Brieven
b663282f-d012-517c-be3e-931ff0b3e282,tg:lhbr:272015,AA,0,Letterenhuis,tg:lhbr:272015,https://data.letterenhuis.be/ark:/24970/b663282f-d012-517c-be3e-931ff0b3e282,Brieven
28fcd615-0e40-5668-8a4f-bed42eb71121,tg:lhbr:260474,AA,0,Letterenhuis,tg:lhbr:260474,https://data.letterenhuis.be/ark:/24970/28fcd615-0e40-5668-8a4f-bed42eb71121,Brieven
811fa501-3bc2-5f2a-b305-95234c3b9096,tg:lhbr:166036,AA,0,Letterenhuis,tg:lhbr:166036,https://data.letterenhuis.be/ark:/24970/811fa501-3bc2-5f2a-b305-95234c3b9096,Brieven
1b5fc883-0480-555c-8434-21faa08b375e,tg:lhbr:174457,AA,0,Letterenhuis,tg:lhbr:174457,https://data.letterenhuis.be/ark:/24970/1b5fc883-0480-555c-8434-21faa08b375e,Brieven
0c143f04-7438-579a-ac88-1d5b550d18f9,tg:lhbr:218742,AA,0,Letterenhuis,tg:lhbr:218742,https://data.letterenhuis.be/ark:/24970/0c143f04-7438-579a-ac88-1d5b550d18f9,Brieven
9935f746-1434-530b-a840-39242a55b64c,tg:lhbr:79046,AA,0,Letterenhuis,tg:lhbr:79046,https://data.letterenhuis.be/ark:/24970/9935f746-1434-530b-a840-39242a55b64c,Brieven
58b98d8d-f9cf-5f7a-9d86-718ad47209fd,tg:lhbr:51689,AA,0,Letterenhuis,tg:lhbr:51689,https://data.letterenhuis.be/ark:/24970/58b98d8d-f9cf-5f7a-9d86-718ad47209fd,Brieven
38a2cc51-1f47-5b44-b71e-b924c3799811,tg:lhbr:13711,AA,0,Letterenhuis,tg:lhbr:13711,https://data.letterenhuis.be/ark:/24970/38a2cc51-1f47-5b44-b71e-b924c3799811,Brieven
e1ae1576-efaa-5263-9a1b-d25408aa9148,tg:lhbr:152461,AA,0,Letterenhuis,tg:lhbr:152461,https://data.letterenhuis.be/ark:/24970/e1ae1576-efaa-5263-9a1b-d25408aa9148,Brieven
6b880327-30d8-5ee2-bcb6-0147e1e48069,tg:lhbr:140000,AA,0,Letterenhuis,tg:lhbr:140000,https://data.letterenhuis.be/ark:/24970/6b880327-30d8-5ee2-bcb6-0147e1e48069,Brieven
004b26a0-8d3f-5c19-ad38-1054e4cf9a7f,tg:lhbr:281977,AA,0,Letterenhuis,tg:lhbr:281977,https://data.letterenhuis.be/ark:/24970/004b26a0-8d3f-5c19-ad38-1054e4cf9a7f,Brieven
40f2c29c-f32b-52aa-9e6e-26ee45db0556,tg:lhbr:282384,AA,0,Letterenhuis,tg:lhbr:282384,https://data.letterenhuis.be/ark:/24970/40f2c29c-f32b-52aa-9e6e-26ee45db0556,Brieven
c71b17b1-9eb0-56b5-823c-31f5121ad481,tg:lhbr:246442,AA,0,Letterenhuis,tg:lhbr:246442,https://data.letterenhuis.be/ark:/24970/c71b17b1-9eb0-56b5-823c-31f5121ad481,Brieven
612ae464-12bc-5b5e-b78f-3fa4d5ac1a9a,tg:lhbr:138336,AA,0,Letterenhuis,tg:lhbr:138336,https://data.letterenhuis.be/ark:/24970/612ae464-12bc-5b5e-b78f-3fa4d5ac1a9a,Brieven
b9b66fda-aa27-5553-be7b-87b1b44bf2af,tg:lhbr:254023,AA,0,Letterenhuis,tg:lhbr:254023,https://data.letterenhuis.be/ark:/24970/b9b66fda-aa27-5553-be7b-87b1b44bf2af,Brieven
8b685926-6c81-5f74-a585-3262df829bfa,tg:lhbr:195954,AA,0,Letterenhuis,tg:lhbr:195954,https://data.letterenhuis.be/ark:/24970/8b685926-6c81-5f74-a585-3262df829bfa,Brieven
12c5bc3e-9bf6-56bc-90c9-6200775da82a,tg:lhbr:102198,AA,0,Letterenhuis,tg:lhbr:102198,https://data.letterenhuis.be/ark:/24970/12c5bc3e-9bf6-56bc-90c9-6200775da82a,Brieven
91f0c377-c554-57ef-a0f9-4f935807c782,tg:lhbr:73593,AA,0,Letterenhuis,tg:lhbr:73593,https://data.letterenhuis.be/ark:/24970/91f0c377-c554-57ef-a0f9-4f935807c782,Brieven
13e4d504-83cc-5bc9-bc4c-150a238ec183,tg:lhbr:276339,AA,0,Letterenhuis,tg:lhbr:276339,https://data.letterenhuis.be/ark:/24970/13e4d504-83cc-5bc9-bc4c-150a238ec183,Brieven
38db7653-5720-5041-8a6e-f42a624511bc,tg:lhbr:123871,AA,0,Letterenhuis,tg:lhbr:123871,https://data.letterenhuis.be/ark:/24970/38db7653-5720-5041-8a6e-f42a624511bc,Brieven
b373f317-0d6c-530e-98a9-dc0ef754c40e,tg:lhbr:264758,AA,0,Letterenhuis,tg:lhbr:264758,https://data.letterenhuis.be/ark:/24970/b373f317-0d6c-530e-98a9-dc0ef754c40e,Brieven
f93ec67f-2bf7-5921-b42a-bd08e1577511,tg:lhbr:288651,AA,0,Letterenhuis,tg:lhbr:288651,https://data.letterenhuis.be/ark:/24970/f93ec67f-2bf7-5921-b42a-bd08e1577511,Brieven
02a72122-7611-5d82-9ca5-9b756afd5835,tg:lhbr:237852,AA,0,Letterenhuis,tg:lhbr:237852,https://data.letterenhuis.be/ark:/24970/02a72122-7611-5d82-9ca5-9b756afd5835,Brieven
057ba508-0cfc-545f-b38d-7ad8b83789b1,tg:lhbr:103492,AA,0,Letterenhuis,tg:lhbr:103492,https://data.letterenhuis.be/ark:/24970/057ba508-0cfc-545f-b38d-7ad8b83789b1,Brieven
0bce7c07-02cd-5ece-9eeb-7ce59d60298b,tg:lhbr:255529,AA,0,Letterenhuis,tg:lhbr:255529,https://data.letterenhuis.be/ark:/24970/0bce7c07-02cd-5ece-9eeb-7ce59d60298b,Brieven
70fa919c-9142-59f4-bf1e-7156b2794f77,tg:lhbr:247148,AA,0,Letterenhuis,tg:lhbr:247148,https://data.letterenhuis.be/ark:/24970/70fa919c-9142-59f4-bf1e-7156b2794f77,Brieven
cd827f34-5509-5753-a469-24a20e50106a,tg:lhbr:50383,AA,0,Letterenhuis,tg:lhbr:50383,https://data.letterenhuis.be/ark:/24970/cd827f34-5509-5753-a469-24a20e50106a,Brieven
33c66ccb-9e3c-53d3-bb2d-35ee335ef194,tg:lhbr:53970,AA,0,Letterenhuis,tg:lhbr:53970,https://data.letterenhuis.be/ark:/24970/33c66ccb-9e3c-53d3-bb2d-35ee335ef194,Brieven
d879e92a-dc0a-5995-a671-546d10973fe7,tg:lhbr:94445,AA,0,Letterenhuis,tg:lhbr:94445,https://data.letterenhuis.be/ark:/24970/d879e92a-dc0a-5995-a671-546d10973fe7,Brieven
637b35e4-c354-5e73-9332-bcb136f227e4,tg:lhbr:86024,AA,0,Letterenhuis,tg:lhbr:86024,https://data.letterenhuis.be/ark:/24970/637b35e4-c354-5e73-9332-bcb136f227e4,Brieven
0b70a314-a53f-5664-8296-004033d2287a,tg:lhbr:121788,AA,0,Letterenhuis,tg:lhbr:121788,https://data.letterenhuis.be/ark:/24970/0b70a314-a53f-5664-8296-004033d2287a,Brieven
768ab31c-899b-592f-aa8a-1c587857a8b1,tg:lhbr:109147,AA,0,Letterenhuis,tg:lhbr:109147,https://data.letterenhuis.be/ark:/24970/768ab31c-899b-592f-aa8a-1c587857a8b1,Brieven
b9cdcb3b-c5f2-585c-8f8e-7770984dd6a6,tg:lhbr:265252,AA,0,Letterenhuis,tg:lhbr:265252,https://data.letterenhuis.be/ark:/24970/b9cdcb3b-c5f2-585c-8f8e-7770984dd6a6,Brieven
3f5581aa-c1c4-57ff-b8ae-63362f8e7c6d,tg:lhbr:277633,AA,0,Letterenhuis,tg:lhbr:277633,https://data.letterenhuis.be/ark:/24970/3f5581aa-c1c4-57ff-b8ae-63362f8e7c6d,Brieven
b7f1d0fb-b43c-5dbe-9e33-b6a1aafc520b,tg:lhbr:172882,AA,0,Letterenhuis,tg:lhbr:172882,https://data.letterenhuis.be/ark:/24970/b7f1d0fb-b43c-5dbe-9e33-b6a1aafc520b,Brieven
cfe4335e-6939-566c-abc6-f05525ce9f32,tg:lhbr:171271,AA,0,Letterenhuis,tg:lhbr:171271,https://data.letterenhuis.be/ark:/24970/cfe4335e-6939-566c-abc6-f05525ce9f32,Brieven
fb7dae75-1d76-5de1-a840-9a2b29fb6064,tg:lhbr:224939,AA,0,Letterenhuis,tg:lhbr:224939,https://data.letterenhuis.be/ark:/24970/fb7dae75-1d76-5de1-a840-9a2b29fb6064,Brieven
5ebf957a-f1ab-53c3-a0f4-89462eb0d5dc,tg:lhbr:163610,AA,0,Letterenhuis,tg:lhbr:163610,https://data.letterenhuis.be/ark:/24970/5ebf957a-f1ab-53c3-a0f4-89462eb0d5dc,Brieven
030930a4-e6f4-5c2a-b3fd-8872735461c4,tg:lhbr:22560,AA,0,Letterenhuis,tg:lhbr:22560,https://data.letterenhuis.be/ark:/24970/030930a4-e6f4-5c2a-b3fd-8872735461c4,Brieven
2ab50877-59eb-5f26-b158-5a4426229d99,tg:lhbr:30101,AA,0,Letterenhuis,tg:lhbr:30101,https://data.letterenhuis.be/ark:/24970/2ab50877-59eb-5f26-b158-5a4426229d99,Brieven
09a59853-c8f7-54d9-87ba-0647f3bc7d54,tg:lhbr:6176,AA,0,Letterenhuis,tg:lhbr:6176,https://data.letterenhuis.be/ark:/24970/09a59853-c8f7-54d9-87ba-0647f3bc7d54,Brieven
28e736c3-f46f-5454-bab3-b1b593276b8c,tg:lhbr:72099,AA,0,Letterenhuis,tg:lhbr:72099,https://data.letterenhuis.be/ark:/24970/28e736c3-f46f-5454-bab3-b1b593276b8c,Brieven
