ResourceID,brocade.id,card,order,source_field,Description,Description Language,Description Type
f3c7e152-e1e3-5264-9a88-b0690050f89a,tg:lhbr:236985,Descriptions,1,note.lhcontentbr,Briefje van Digne met aantekeningen van Jan Emiel Daele.,Nederlands,descriptive note
eff2b4c6-bed8-5090-b2a8-78c8beffb377,tg:lhbr:68269,Descriptions,1,id.desc,Brief aan zijn familie,Nederlands,
cae358b3-9a75-5852-90d7-b5e16befe49e,tg:lhbr:242282,Descriptions,1,id.desc,Brieven van Louis van Dyck.,Nederlands,
332d7cc7-463c-59f1-9f08-78efae3be366,tg:lhbr:266227,Descriptions,1,id.desc,Briefwisseling met Fondation Rubens,Nederlands,
7f767cce-f696-529b-b5f6-28dfafeb6501,tg:lhbr:256691,Descriptions,1,id.desc,Brieven van Bavaux,Nederlands,
38ce8c18-9298-59e0-881d-d56de48e2faa,tg:lhbr:240745,Descriptions,1,id.desc,brief van Anton Kippenberg,Nederlands,
51042989-6897-536d-99c2-8bd02ddd1b5b,tg:lhbr:259134,Descriptions,1,id.desc,Deze brief van J.DE Muynck .,Nederlands,
a05c245f-bc7c-55ea-be0e-76a20b0a0e36,tg:lhbr:265958,Descriptions,1,id.desc,Brief van André Lhote,Nederlands,
14c7e904-0e57-513f-9064-728889f33535,tg:lhbr:266677,Descriptions,1,id.desc,Brief van N. Heyndrickse,Nederlands,
301fe9ad-2145-58c9-8062-57ddc01d538f,tg:lhbr:237228,Descriptions,1,note.lhcontentbr,"Namens de redactie van """"Zie"""" zendt Jet Jorssen een verhaal terug aan A.K. Rottiers. Het komt niet in aanmerking voor publicatie in het blad.",Nederlands,descriptive note
0e28756d-5cac-5884-8168-f7857705e873,tg:lhbr:293271,Descriptions,1,id.desc,M. Hoebeke (KANTL) aan Hubert Lampo,Nederlands,
9a4a1c65-a514-5045-a179-7c3d41f3d581,tg:lhbr:244356,Descriptions,1,id.desc,"Brief van Wauters,Abbe.",Nederlands,
f881b640-d348-56a6-a2d8-4bf65cd7700c,tg:lhbr:267436,Descriptions,1,id.desc,Brief van J.H. de Bois,Nederlands,
74bcf0de-20a2-57bf-ba6c-48edbba19947,tg:lhbr:246691,Descriptions,1,id.desc,Brief aan W.F.C. Timmermans,Nederlands,
497a05dc-c864-5146-ad5a-66f5ca5e164b,tg:lhbr:293621,Descriptions,1,id.desc,Emmanuel de Bom aan Clara Gaesch,Nederlands,
85b6cd3c-d7a6-5385-9590-7bcd1cd91980,tg:lhbr:258725,Descriptions,1,id.desc,Brieven van Florette Morand,Nederlands,
fcbc79d0-6b8f-5afe-abe7-204a923d249f,tg:lhbr:267066,Descriptions,1,id.desc,Brief van André Favory,Nederlands,
22400a84-3160-5a25-acf6-c435881edfd7,tg:lhbr:249134,Descriptions,1,id.desc,Brieven van Guilherme de Almeida,Nederlands,
eaa3582f-d440-5dbf-81e6-ee592ccbc7d3,tg:lhbr:269351,Descriptions,1,id.desc,Brief van Rita Smets,Nederlands,
47ba07f0-827e-5312-8140-a184952ce107,tg:lhbr:22703,Descriptions,1,id.desc,Aan de weduwe van de Lakense toneelschrijver Jan Bollen,Nederlands,
b94ba7a7-ebc5-5dd7-9397-f248042f113a,tg:lhbr:242451,Descriptions,1,id.desc,"Briefje van Henny Riemens, de vrouw van Corneille",Nederlands,
70cd0555-ddbe-5d2d-8b16-6d20648c6482,tg:lhbr:274830,Descriptions,1,id.desc,Brief van Y. Y. van Brederode aan Van Duyse.,Nederlands,
490fa89c-f52b-5804-b51f-c68105b98457,tg:lhbr:293508,Descriptions,1,id.desc,"Uit bundel gedemonteerde stukken. Briefwisseling met Rooses uit Brussel, Huy, Kopenhagen over werken van Rubens.",Nederlands,
1f207b0a-e9a8-5adf-a6f5-80a7619d883b,tg:lhbr:265688,Descriptions,1,id.desc,Brief van Jean Mirande,Nederlands,
2f010086-a305-5b63-9c72-5bad3b680dcd,tg:lhbr:240895,Descriptions,1,id.desc,Brief aan Eugeen de Bock,Nederlands,
3f59992f-fbde-582f-a91a-f0d8153d568a,tg:lhbr:257653,Descriptions,1,id.desc,Brieven van P. de Haas,Nederlands,
221fb89c-4d5d-593f-825f-97de6714f8e3,tg:lhbr:250179,Descriptions,1,id.desc,Brieven van Leo Augusteyns,Nederlands,
4f8ee6d5-57a5-5452-8457-fc1d2e79d78d,tg:lhbr:265237,Descriptions,1,id.desc,P. Verdoes [Nieuwe Rotterdamsche Courant] aan E. de Bom,Nederlands,
c7843edd-6e4a-5547-bd2e-c13d1f346abc,tg:lhbr:246557,Descriptions,1,id.desc,Briefwisseling met Bart Kalman,Nederlands,
5f965a59-9308-5d30-ab55-e5b1174feaf5,tg:lhbr:243305,Descriptions,1,id.desc,brief van CARNE DHEJSSELAERE de Ridder,Nederlands,
d78d313b-a04f-52ad-97a0-5d82c8e7f64c,tg:lhbr:266948,Descriptions,1,id.desc,Brief van Léon Duesberg,Nederlands,
eba72099-4490-596f-bc4b-1bbab69f5e12,tg:lhbr:240483,Descriptions,1,id.desc,brief van Adolf Spemann,Nederlands,
b8653b04-ed86-58ab-971a-97d8ff11d375,tg:lhbr:261274,Descriptions,1,id.desc,Deze brief van CH. Mintart .,Nederlands,
f3b281b7-6f34-511d-9e53-db485f4ef1c5,tg:lhbr:279869,Descriptions,1,id.desc,Brief van J. Banain (?) uit Beernem,Nederlands,
b373f317-0d6c-530e-98a9-dc0ef754c40e,tg:lhbr:264758,Descriptions,1,id.desc,Frans Bastiaense aan E. de Bom,Nederlands,
ec77afbf-85d4-51d5-a570-14dc985d7c0b,tg:lhbr:248637,Descriptions,1,id.desc,Brieven van Robertson John,Nederlands,
4036d206-9423-5ed4-81c0-42bbc05461ba,tg:lhbr:8090,Descriptions,1,id.desc,Brief aan Dhr. Méry,Nederlands,
fd0c9791-2d95-5109-9177-4a14b4ab8144,tg:lhbr:266335,Descriptions,1,id.desc,Briefwisseling met au::8210 en au::8211,Nederlands,
5cc1a1b8-ca2b-51d6-a20a-51599b9d7e45,tg:lhbr:251046,Descriptions,1,id.desc,Brieven van Govert van der Hoeven [redacteur NRC],Nederlands,
1886df7a-c2bf-5654-b628-f1280cd80ce7,tg:lhbr:240657,Descriptions,1,id.desc,brief van Adolf Spemann,Nederlands,
39b72819-de9c-5cb1-ad65-6b601ff4804a,tg:lhbr:275519,Descriptions,1,id.desc,Brieven van uitgeverij Die Poorte aan Emmanuel de Bom,Nederlands,
863f5082-c4d5-56b2-9b69-693832050d49,tg:lhbr:79839,Descriptions,2,note.lhcontentbr,"Doorslag van brief aan vrienden-kunstenaars. Deze brief werd gestuurd aan Carl Hentze, Floris Jespers, Oscar Jespers, J. Albert, Constant Permeke, Henri Puvrez, Ramah, Gust de Smet, Prosper de Troyer, Ernest Wijnants en Gustave van de Woestijne, om samen een kunstgroep van post-impressionistische strekking te vormen.
Dit exemplaar was gericht aan Prosper de Troyer.",Nederlands,descriptive note
c8f41f4e-ed1a-52fc-a04d-63e48f654a39,tg:lhbr:293363,Descriptions,1,id.desc,J.L. de Prince aan Hubert Lampo,Nederlands,
9bf85302-4bdb-596b-b731-2733e7d7ecba,tg:lhbr:293699,Descriptions,1,id.desc,Emmanuel de Bom aan Clara Gaesch,Nederlands,
8113390a-a679-52df-b87b-97a0b8c3d2ab,tg:lhbr:293676,Descriptions,1,id.desc,Emmanuel de Bom aan Clara Gaesch,Nederlands,
b5304f77-5956-5845-b00d-c7fb687e7479,tg:lhbr:250342,Descriptions,1,id.desc,Brieven van Jehan Humbert,Nederlands,
09b0591d-c595-5a6d-848c-09daad934675,tg:lhbr:267031,Descriptions,1,id.desc,Brief van Paul Desmeth,Nederlands,
99eba1e8-a741-587c-bdbd-97bf4e477ac4,tg:lhbr:258322,Descriptions,1,id.desc,Brieven van Albert H. Liedts,Nederlands,
ae7e32bc-10f9-5a0a-a5d0-cd00a53646e3,tg:lhbr:293226,Descriptions,1,id.desc,Francisca Ludovica van de Velde aan Hubert Lampo en Mia Smits,Nederlands,
2dcb3b5a-723f-5014-a330-ae415144403a,tg:lhbr:267461,Descriptions,1,id.desc,Brief van René Beeken,Nederlands,
8355d46a-1b5a-5175-87ed-f989df57cc70,tg:lhbr:63921,Descriptions,1,id.desc,Brief aan Dhr. Vandenbulcke uit Laken,Nederlands,
a421f6d7-5ccb-500f-81c0-af2ccebbe9dd,tg:lhbr:26347,Descriptions,1,id.desc,Brief aan Mevr. Feliciaan de Buysscher-Dolcino,Nederlands,
a4fc7695-6e39-5b57-8146-b7feca5991d4,tg:lhbr:265775,Descriptions,1,id.desc,Brief van Jean Lurçat,Nederlands,
ecf37f6f-f210-5515-a1f2-e5447f680e41,tg:lhbr:264867,Descriptions,1,id.desc,Brief van Jempi de Cooman,Nederlands,
373a1bbd-1680-5fd0-ba9e-81e8c3fe0711,tg:lhbr:236747,Descriptions,1,note.lhcontentbr,"Geschenk Frans Van den Heuvel, Hombeek.",Nederlands,descriptive note
f8e6a9b3-66cd-52d8-98dd-6e57b79bbcbb,tg:lhbr:235868,Descriptions,2,note.lhcontentbr,"Bevat een ingevuld vragenformulier over Maurice Gilliams, door Firmijn van der Loo.",Nederlands,descriptive note
a2e8c040-0419-5b1f-8f20-28f4c1b063c5,tg:lhbr:268844,Descriptions,1,id.desc,M. Hesseline I. De Bos,Nederlands,
d4efe6b9-e640-58ca-a04d-5a2d405a897f,tg:lhbr:262819,Descriptions,1,id.desc,Emmanuel de Bom aan Oscar van der Molen,Nederlands,
cce9491d-acb6-5ee5-a582-83f1b651ba48,tg:lhbr:251380,Descriptions,1,id.desc,Brieven aan Frans Masereel,Nederlands,
f7b42522-751a-5fda-8c99-48bd43cf0790,tg:lhbr:254182,Descriptions,1,id.desc,Brieven aan Christiaens J. Dobbelaere,Nederlands,
fbc73cab-1595-5e41-b0f6-8f137ad55b2c,tg:lhbr:266509,Descriptions,1,id.desc,Brief van Jacques Chenevière,Nederlands,
a69187dd-ff32-520b-8695-41f0a4150550,tg:lhbr:230369,Descriptions,1,note.lhcontentbr,"Deze brieven zijn gericht aan """"Robert Corthals"""", een der pseudoniemen van Marcel Polfliet",Nederlands,descriptive note
6af32083-7acb-5e76-bf26-e84718032278,tg:lhbr:290373,Descriptions,1,id.desc,Karel?,Nederlands,
ad43cbf9-73b7-5fdd-a3a1-6dfcb7a35098,tg:lhbr:256500,Descriptions,1,id.desc,"Brieven van M. Dooms (Ambassade België, Kinshasa)",Nederlands,
5d75f9ab-670b-5d99-a97a-945f94c89654,tg:lhbr:252543,Descriptions,1,id.desc,Brieven van Roline Maria Wichers Wierdsma,Nederlands,
2352340c-c135-5db1-97ff-0ad89d01178a,tg:lhbr:240987,Descriptions,1,id.desc,Postkaart van niet-geïdentificeerde persoon,Nederlands,
3ab6ec62-ccc0-57d2-b408-d2c18f87d355,tg:lhbr:294275,Descriptions,1,id.desc,Algemene brief met praktische informatie over het Weekend voor Vlaamse Kunstenaars in Kasteel Driekoningen (Beernem) van 13-14 oktober 1973.,Nederlands,
b136688a-708d-5d42-9b66-707b30d5a741,tg:lhbr:265260,Descriptions,1,id.desc,Nieuwe Rotterdamsche Courant aan E. de Bom,Nederlands,
623c57c3-e07d-53b3-b516-662ac5ae8f59,tg:lhbr:246795,Descriptions,1,id.desc,Briefwisseling met Maijer W. A.,Nederlands,
429fd0b4-db1c-5aba-a67a-af4557d7e1ad,tg:lhbr:252386,Descriptions,1,id.desc,Brieven van Valori plastici,Nederlands,
c2da464c-0b24-5e5f-80fe-a342fd245719,tg:lhbr:250641,Descriptions,1,id.desc,Brieven van Paul Lateur,Nederlands,
66e278c9-8de1-51c9-9fec-65745059f76e,tg:lhbr:243597,Descriptions,1,id.desc,"Brief van P,Fischbach.",Nederlands,
d4295dc7-3e04-5bad-9c25-453d81a37522,tg:lhbr:293375,Descriptions,1,id.desc,Herman Liebaers aan Hubert Lampo,Nederlands,
aaa01f2c-6465-559b-8ecd-4fec102eb51c,tg:lhbr:263988,Descriptions,1,id.desc,E. de Bom aan Herlmar Putman,Nederlands,
efe7ea01-7281-52b7-ae2c-8a68a52a9f45,tg:lhbr:250211,Descriptions,1,id.desc,Brieven van L. Bertrijn,Nederlands,
146f53ec-85e1-566f-a644-7c6147b995b7,tg:lhbr:240641,Descriptions,1,id.desc,brief van Adolf Spemann,Nederlands,
5b60b953-08f9-5f9a-9655-c8027cc9c256,tg:lhbr:251050,Descriptions,1,id.desc,Brieven van Adriaan van der Horst,Nederlands,
fe67966f-9116-5dd5-b063-d022a910691c,tg:lhbr:249899,Descriptions,1,id.desc,Brieven van Roger Duval,Nederlands,
f35a4fe4-da7b-50c8-83b6-66cbda369ada,tg:lhbr:266323,Descriptions,1,id.desc,Briefwisseling met au::8210 en au::8211,Nederlands,
d34d1ef0-ea95-56f1-abb0-77f3e303806a,tg:lhbr:237286,Descriptions,1,note.lhcontentbr,Bevestiging van de afspraak in de vorige brief van de Gentse afdeling van Broederband,Nederlands,descriptive note
db83eeb2-39cc-5042-9dbc-874a8a0e023f,tg:lhbr:273988,Descriptions,1,id.desc,Soldatenbrieven - Mijn nog zo jonge broeder,Nederlands,
3d62db12-a23e-576f-8217-73214d74e7a2,tg:lhbr:254602,Descriptions,1,id.desc,Brieven van E. de Bom aan Firmin van Hecke (Ministerie van Kunsten en Wetenschappen),Nederlands,
4815fddd-4f48-5512-9d85-3d24868db1dd,tg:lhbr:248621,Descriptions,1,id.desc,Brieven van Reisenberger Hans,Nederlands,
cb8702ea-68f4-5023-9b46-b5836249c030,tg:lhbr:245013,Descriptions,1,id.desc,"Brief van Bosch,J.G.A",Nederlands,
c1ad412e-f0c4-5b31-995c-9ed9c2cdd422,tg:lhbr:263064,Descriptions,1,id.desc,Deze brief aan Chev. de La Basse Monturée .,Nederlands,
5b3187e8-bdaa-5e35-bcd4-5ae4268567d8,tg:lhbr:254317,Descriptions,1,id.desc,Brieven van Chantel de Hemptinne,Nederlands,
1cdccc40-1495-5f27-a538-781fa9b64b5d,tg:lhbr:4949,Descriptions,1,id.desc,Aan de heer Flach,Nederlands,
3102148f-0166-5200-9c7f-630cbac7a726,tg:lhbr:293230,Descriptions,1,id.desc,Francisca Ludovica van de Velde aan Hubert Lampo en Mia Smits,Nederlands,
110adea2-c032-5c18-b4e4-c4ce0c80f127,tg:lhbr:252369,Descriptions,1,id.desc,"Brieven van H. Bauweraerts en Fr. Peeters
",Nederlands,
7486fa71-ac01-56dd-9352-428c828d7c19,tg:lhbr:293660,Descriptions,1,id.desc,Emmanuel de Bom aan Clara Gaesch,Nederlands,
fecf0d0f-9b67-5ab3-84b6-f3a1a6ac1353,tg:lhbr:244747,Descriptions,1,id.desc,"Brief van Hassels, L.S.J.",Nederlands,
83b159f8-b9fa-509b-904c-7d3f7b5edc19,tg:lhbr:253981,Descriptions,1,id.desc,Brief van Joris de Bom aan E. de Bom,Nederlands,
efe5b3fe-c674-5ec7-9fe6-a559aa1040f4,tg:lhbr:240587,Descriptions,1,id.desc,brief van Hans Müller,Nederlands,
729773ee-3599-54f9-95f1-20e89514ded8,tg:lhbr:254194,Descriptions,1,id.desc,Brief van Editeurs D´Art Dietrich,Nederlands,
840cc990-3e40-53dd-8484-a75b6e264784,tg:lhbr:291827,Descriptions,1,id.desc,Vriendschappelijke briefwisseling,Nederlands,
6cdf005a-e342-5968-8c9c-b17972668314,tg:lhbr:293549,Descriptions,1,id.desc,"Uit bundel gedemonteerde stukken. Briefwisseling en doc. Rooses - J.De Parada (foto-atelier), Provincie Antwerpen, Stad Antwerpen",Nederlands,
d631720e-32d0-56b1-a29b-7403cf0cca0d,tg:lhbr:265333,Descriptions,1,id.desc,Brief aan Gaston,Nederlands,
cf0f7628-3981-525d-adac-b86a8373889d,tg:lhbr:252040,Descriptions,1,id.desc,Brieven van Paul Reboux,Nederlands,
857f6dc6-dced-5898-bc37-6c3c8736af1f,tg:lhbr:250587,Descriptions,1,id.desc,Brieven van Willy Lamot,Nederlands,
e87cb46c-d679-5c5d-9fed-cc910c16e64b,tg:lhbr:236751,Descriptions,1,note.lhcontentbr,"Geschenk Frans Van den Heuvel, Hombeek.",Nederlands,descriptive note
f1db9c7a-a979-5647-ad13-ca770ebcd881,tg:lhbr:268501,Descriptions,1,id.desc,Frans de Bethune,Nederlands,
eda65f68-c3d8-5094-b225-5a92724f9bb8,tg:lhbr:264871,Descriptions,1,id.desc,August van Cauwelaert aan E. de Bom,Nederlands,
945c6a7a-27c4-558f-84bd-4977b7cd7f3e,tg:lhbr:278852,Descriptions,1,id.desc,J. Jansse aan Emmanuel de Bom,Nederlands,
b2d21fa2-9792-5883-9807-ae5b10af5f36,tg:lhbr:265763,Descriptions,1,id.desc,Brief van Jean Lurçat,Nederlands,
14e7c715-7cf2-5ea9-b89d-80581b546700,tg:lhbr:19412,Descriptions,1,id.desc,Brief aan dhr. Wouters,Nederlands,
1128001a-07dd-594f-87a6-f4184ccbf675,tg:lhbr:243714,Descriptions,1,id.desc,"Brief van Callo,J.",Nederlands,
f1cc72c0-70ff-586f-a0c3-419e026fa473,tg:lhbr:265276,Descriptions,1,id.desc,E. de Bom  aan de Nieuwe Rotterdamsche Courant,Nederlands,
11c5678d-e419-5503-b703-eb6ca3a3fed6,tg:lhbr:240991,Descriptions,1,id.desc,Brief van Maurice Gauchez,Nederlands,
a787142e-ad96-5e85-bc2e-0a4629a1aec7,tg:lhbr:264934,Descriptions,1,id.desc,Maurits Sabbe aan E. de Bom,Nederlands,
780cde12-cee8-56a6-b288-39723834c10e,tg:lhbr:237005,Descriptions,1,note.lhcontentbr,"a= netversie van 1 ste deel

b= kladversie van het vervolg

c= overgetypte tekst in typoscript van Geert Pijnenburg",Nederlands,descriptive note
df708693-9f8e-5f09-8c87-339682d62af0,tg:lhbr:10776,Descriptions,1,id.desc,Aan dhr. van der Borght,Nederlands,
e8cb0e7d-2395-5968-b29b-cf45c9d7ece1,tg:lhbr:240568,Descriptions,1,id.desc,brief van Adolf Spemann,Nederlands,
b72590ff-1130-5161-8153-e46053f142fa,tg:lhbr:270424,Descriptions,1,id.desc,Brief van A.S. Spoor,Nederlands,
d85e2f24-660f-507c-9964-79eeb5cbd652,tg:lhbr:266724,Descriptions,1,id.desc,Brief van Katia Granoff,Nederlands,
2e9ef6dd-7a42-503b-ada9-76bf416c310e,tg:lhbr:256668,Descriptions,1,id.desc,Brieven van Anke Degelin,Nederlands,
e81a67f3-7e66-5c34-8fd4-a5f0f7ace7fd,tg:lhbr:248676,Descriptions,1,id.desc,Brieven van Irene de Roover,Nederlands,
921c3064-9265-52a9-9179-58ac03b89484,tg:lhbr:263526,Descriptions,1,id.desc,Joz de Swerts aan E. de Bom,Nederlands,
e5520a1c-7933-52aa-a897-2cdaf9386e64,tg:lhbr:243939,Descriptions,1,id.desc,"Brief van Lansens,Pudence.",Nederlands,
76a13a22-c263-5583-b3f4-ab2abec3da70,tg:lhbr:240616,Descriptions,1,id.desc,brief van Adolf Spemann,Nederlands,
258238cc-dd3e-5922-a42e-f368ed5152f1,tg:lhbr:263176,Descriptions,1,id.desc,Willem de Bom aan E. de Bom,Nederlands,
4e07fb76-3494-5895-b053-febc49286582,tg:lhbr:112060,Descriptions,1,note.lhcontentbr,BRIEVEN\Oye-Evan\112060b-a.tif 112060b-b.tif,Nederlands,descriptive note
4562d90b-62e8-5d29-8bed-1bab3c8c03d8,tg:lhbr:265108,Descriptions,1,id.desc,Johan de Meester aan E. de Bom,Nederlands,
444fe147-ada9-5dc9-b454-f8c2457bf5bc,tg:lhbr:277836,Descriptions,1,id.desc,Odiel Daem aan E. de Bom,Nederlands,
5dc67f95-cb72-5367-aa6e-cb786328cde2,tg:lhbr:106189,Descriptions,1,id.desc,Brief aan Dhr. van der Veken,Nederlands,
b2e56d81-2d10-5e68-b943-790922483feb,tg:lhbr:293288,Descriptions,1,id.desc,Alfred Cahen aan aan Hubert Lampo,Nederlands,
a9b2db7a-6a88-5fa6-a413-4ea7f4f9204b,tg:lhbr:267565,Descriptions,1,id.desc,Brieven van Suzanne Degouve de Nuncques,Nederlands,
1b204772-5657-512d-b15d-4e32e52748c9,tg:lhbr:253939,Descriptions,1,id.desc,Brief van Marie Joseph Brusse aan E. de Bom,Nederlands,
c25cd49c-ce2a-5792-b6ab-ec8abe28ae8e,tg:lhbr:293322,Descriptions,1,id.desc,"Uit bundel gedemonteerde stukken: """"Commission Rubens/1882-1885: briefwisseling Ruelens - Rooses",Nederlands,
c822360c-bf32-553c-ba7a-9f46f1a7a427,tg:lhbr:249437,Descriptions,1,id.desc,Brieven van Roger Boeufgras,Nederlands,
6fffa3be-81b0-5ac0-8433-005c26ed4da0,tg:lhbr:267070,Descriptions,1,id.desc,Brief van André Favory,Nederlands,
30bcae90-daf7-5e08-9ae6-b30a3d3eab8d,tg:lhbr:293637,Descriptions,1,id.desc,Emmanuel de Bom aan Clara Gaesch,Nederlands,
dfaa067d-ada2-5b2b-933e-3e5ec69128bb,tg:lhbr:252294,Descriptions,1,id.desc,Brieven van Joseph de Smet,Nederlands,
f4164ba3-8502-58b1-92e5-058a933e8f21,tg:lhbr:267420,Descriptions,1,id.desc,Brief van Accords. Cahiers de Littérature,Nederlands,
ce1aebf7-8542-56ec-a77d-8c866a6567ed,tg:lhbr:293267,Descriptions,1,id.desc,Peter de Klerk aan Patrick Dewael,Nederlands,
b658f76c-4a0d-5aab-9e3a-8774917efcff,tg:lhbr:240303,Descriptions,1,id.desc,duitse versie aanwezig,Nederlands,
3c8ef088-c16d-5039-9dbf-0837f4a4b29e,tg:lhbr:249821,Descriptions,1,id.desc,Brieven aan M.A.M. Klompé,Nederlands,
64ad49d5-4c52-5759-9df3-c8f4f5f5bba3,tg:lhbr:251512,Descriptions,1,id.desc,Brief aan August Vermeylen,Nederlands,
16fb0095-8278-5010-bd65-b93a7a77d801,tg:lhbr:263033,Descriptions,1,id.desc,Deze brief van Opsteler van Gaz. Gent .,Nederlands,
07d70211-32d5-5c30-a65b-8bb376d4c4a6,tg:lhbr:251142,Descriptions,1,id.desc,Brieven van J. Devleeschouwer,Nederlands,
baf03fde-5e7a-55e2-aa1b-04445efc347e,tg:lhbr:266231,Descriptions,1,id.desc,Briefwisseling met Fondation Rubens,Nederlands,
981e9546-6245-5d47-bcfb-28af3d03a692,tg:lhbr:63960,Descriptions,1,id.desc,Brief aan dhr. Vekeman te Gent,Nederlands,
c5a1cb5c-be7b-5953-a56f-84e4f08f4e29,tg:lhbr:259572,Descriptions,1,id.desc,Deze brief van SAUTY Dhr.,Nederlands,
74dfcb8d-7735-5bb7-be52-d56e0bc81a1c,tg:lhbr:257645,Descriptions,1,id.desc,Brieven van Mevr. au::8892,Nederlands,
57b5d3c2-031f-588e-afaf-f123275bb788,tg:lhbr:243256,Descriptions,1,id.desc,"Brief van drukkerij Gebroeders De Busscher,",Nederlands,
5a5669c7-5d94-5d09-984f-e89b49a4163b,tg:lhbr:239559,Descriptions,1,note.lhcontentbr,"Met een aparte omslag met briefjes, handschriften, foto's en knipsels",Nederlands,descriptive note
af6bc056-66b4-535f-a603-8c1f04b5be3f,tg:lhbr:4764,Descriptions,1,id.desc,Brief aan juff. R. Coppieters,Nederlands,
ee3bccac-def9-541e-9fda-f27cff0cab9f,tg:lhbr:265734,Descriptions,1,id.desc,Brieven van Robert Le Masle,Nederlands,
fec2a544-33a2-5081-a32c-cca278700e3b,tg:lhbr:231169,Descriptions,1,note.lhcontentbr,"Over toezending van het boek """"Longinus"""" van Franz De Backer",Nederlands,descriptive note
1aa7574c-fc6d-50e1-99bd-c7faf6493f2d,tg:lhbr:267709,Descriptions,1,id.desc,Piet van Aken aan Hubert Lampo,Nederlands,
b986340c-735d-52f0-b4db-6d34ca0342db,tg:lhbr:27844,Descriptions,1,id.desc,Rouwbeklag aan Mevr. Jan Baptist van der Kelen,Nederlands,
8ee020da-fd43-5645-9a06-29a0ec8b223e,tg:lhbr:240929,Descriptions,1,id.desc,Brief aan Paul Busschmann,Nederlands,
66c9a1aa-bf66-515d-8a16-242f2c4e467c,tg:lhbr:274575,Descriptions,1,id.desc,isad:lh:156834,Nederlands,
72a58b0a-df88-59e4-989a-c860f9c43888,tg:lhbr:246404,Descriptions,1,id.desc,Brief van Anna Wesolowska,Nederlands,
651d8fa6-2234-5f36-a235-00fc5968750d,tg:lhbr:253256,Descriptions,1,id.desc,Brieven van Emile Terwagne,Nederlands,
5594e952-785d-58fa-b68b-c4578e7826fe,tg:lhbr:269347,Descriptions,1,id.desc,Brief van Hilda,Nederlands,
3cd3d25d-a4d2-5495-ba69-d58844c2e88b,tg:lhbr:111420,Descriptions,2,note.lhcontentbr,"Zou Marsman willen ontmoeten om over poëzie te praten en is opgetogen over diens positieve bespreking van Oppervlakkige charleston in De Vrije Bladen (juli 1927).
Met gedrukte briefhoofding van 'Le Vallon' in Miavoye-Anthée.",Nederlands,descriptive note
3cd57a93-6bde-5298-9be2-9f8eccd918e2,tg:lhbr:240495,Descriptions,1,id.desc,brief van Adolf Spemann,Nederlands,
b2481cb5-ebd1-5330-bc4c-dca31419824a,tg:lhbr:256541,Descriptions,1,id.desc,Brieven van Louis Dubrau,Nederlands,
4c0edfd8-2047-5430-b36b-cac1c6fa377e,tg:lhbr:264963,Descriptions,1,id.desc,Jan de Bom aan E. de Bom,Nederlands,
d2e335ba-aa17-51a7-97bf-164050165af2,tg:lhbr:265221,Descriptions,1,id.desc,P. Verdoes [Nieuwe Rotterdamsche Courant] aan E. de Bom,Nederlands,
