ResourceID,brocade.id,Acquisition Brocade ID,card,order,Acquisition Name,Acquisition Identifier
02082c16-3aca-578f-be5b-deea64e11bd0,tg:lhph:7109,tr:lh:139964,Acquisitions,2,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/02082c16-3aca-578f-be5b-deea64e11bd0'}
02082c16-3aca-578f-be5b-deea64e11bd0,tg:lhph:7109,tr:lh:139964,Acquisitions,3,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/02082c16-3aca-578f-be5b-deea64e11bd0'}
020f6555-02e2-577c-99d3-55ccf9dd4b8b,tg:lhph:31528,tr:lh:9510,Acquisitions,1,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/020f6555-02e2-577c-99d3-55ccf9dd4b8b'}
0216d05e-cfc5-52ba-b8ed-c7b129d00d63,tg:lhph:33295,tr:lh:9510,Acquisitions,1,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/0216d05e-cfc5-52ba-b8ed-c7b129d00d63'}
02571634-2b6a-5dc6-8bdb-02939c2f2bd2,tg:lhph:31986,tr:lh:6444,Acquisitions,1,Archief van Marinus de Jong,{'url':'https://id.letterenhuis.be/ark:/24970/02571634-2b6a-5dc6-8bdb-02939c2f2bd2'}
02571634-2b6a-5dc6-8bdb-02939c2f2bd2,tg:lhph:31986,tr:lh:6667,Acquisitions,2,Archief van Jules Vyverman,{'url':'https://id.letterenhuis.be/ark:/24970/02571634-2b6a-5dc6-8bdb-02939c2f2bd2'}
02d7dd48-64de-5673-b295-e32a618579b9,tg:lhph:5358,tr:lh:5552,Acquisitions,1,Archief van Het Nederlands Kamertoneel,{'url':'https://id.letterenhuis.be/ark:/24970/02d7dd48-64de-5673-b295-e32a618579b9'}
02ff40c3-d714-5768-96af-441bb6fa63c9,tg:lhph:35357,tr:lh:9510,Acquisitions,1,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/02ff40c3-d714-5768-96af-441bb6fa63c9'}
037c940d-2886-5885-834f-71bd3b845ef2,tg:lhph:16964,tr:lh:4943,Acquisitions,1,Aankoop bij Guy Verwimp,{'url':'https://id.letterenhuis.be/ark:/24970/037c940d-2886-5885-834f-71bd3b845ef2'}
039b1a7f-f192-5b5e-b009-8a7f0fc405f1,tg:lhph:6061,tr:lh:7176,Acquisitions,1,Schenking van Line de Belder-Lambert,{'url':'https://id.letterenhuis.be/ark:/24970/039b1a7f-f192-5b5e-b009-8a7f0fc405f1'}
04e2baab-f5fd-5229-95bd-176948aa2797,tg:lhph:17363,tr:lh:2936,Acquisitions,1,Nalatenschap van Bernard Tokkie,{'url':'https://id.letterenhuis.be/ark:/24970/04e2baab-f5fd-5229-95bd-176948aa2797'}
0549cfbb-550c-530b-a8fc-f544cb790ed6,tg:lhph:36081,tr:lh:3960,Acquisitions,1,Schenking van Belga [Persagentschap],{'url':'https://id.letterenhuis.be/ark:/24970/0549cfbb-550c-530b-a8fc-f544cb790ed6'}
0581c06c-9a0d-54c4-943a-78b744a6b747,tg:lhph:17158,tr:lh:2795,Acquisitions,1,Archief van Koninklijke Harmoniemaatschappij,{'url':'https://id.letterenhuis.be/ark:/24970/0581c06c-9a0d-54c4-943a-78b744a6b747'}
05d64298-749d-55d1-aac7-937d9ecf5d20,tg:lhph:42397,tr:lh:210,Acquisitions,1,Archiefstukken van Robert van Passen,{'url':'https://id.letterenhuis.be/ark:/24970/05d64298-749d-55d1-aac7-937d9ecf5d20'}
05e9e0a5-ae61-55be-843b-5cce1e70b359,tg:lhph:46012,tr:lh:3327,Acquisitions,1,Archief van Basiel de Craene,{'url':'https://id.letterenhuis.be/ark:/24970/05e9e0a5-ae61-55be-843b-5cce1e70b359'}
05e9e0a5-ae61-55be-843b-5cce1e70b359,tg:lhph:46012,tr:lh:3327,Acquisitions,2,Archief van Basiel de Craene,{'url':'https://id.letterenhuis.be/ark:/24970/05e9e0a5-ae61-55be-843b-5cce1e70b359'}
066d1bdd-46a4-57e0-973d-9e963f830dd6,tg:lhph:47480,tr:lh:9927,Acquisitions,1,schrijversarchief van Ivo Michiels,{'url':'https://id.letterenhuis.be/ark:/24970/066d1bdd-46a4-57e0-973d-9e963f830dd6'}
06707760-72dc-5eaa-b422-b345f571e53f,tg:lhph:26097,tr:lh:7670,Acquisitions,1,Schenking van Mathieu Opdenacker,{'url':'https://id.letterenhuis.be/ark:/24970/06707760-72dc-5eaa-b422-b345f571e53f'}
0686d19d-60a0-5e45-ae87-fafe6be12939,tg:lhph:23779,tr:lh:2451,Acquisitions,1,Archief van Lodewijk Mortelmans,{'url':'https://id.letterenhuis.be/ark:/24970/0686d19d-60a0-5e45-ae87-fafe6be12939'}
0713c9e9-6741-537d-acd7-88fbcfaf5d59,tg:lhph:22646,tr:lh:1247,Acquisitions,1,Schenking van Emiel Hullebroeck,{'url':'https://id.letterenhuis.be/ark:/24970/0713c9e9-6741-537d-acd7-88fbcfaf5d59'}
0713c9e9-6741-537d-acd7-88fbcfaf5d59,tg:lhph:22646,tr:lh:3898,Acquisitions,2,Archief van Emiel Hullebroeck,{'url':'https://id.letterenhuis.be/ark:/24970/0713c9e9-6741-537d-acd7-88fbcfaf5d59'}
07324e27-9716-5b25-bc5c-805755adde5a,tg:lhph:41387,tr:lh:1867,Acquisitions,1,Archief van Lodewijk Scheltjens,{'url':'https://id.letterenhuis.be/ark:/24970/07324e27-9716-5b25-bc5c-805755adde5a'}
078d9c47-fc3c-5891-b1a1-275de2914717,tg:lhph:32646,tr:lh:3417,Acquisitions,1,Archiefstukken van Ghislain Geerst,{'url':'https://id.letterenhuis.be/ark:/24970/078d9c47-fc3c-5891-b1a1-275de2914717'}
07bb1ea9-3a82-5bb9-9644-04093495a319,tg:lhph:52682,tr:lh:139964,Acquisitions,1,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/07bb1ea9-3a82-5bb9-9644-04093495a319'}
07fcfb95-09fc-58ab-a513-b2e8e6d246a7,tg:lhph:2921,tr:lh:6603,Acquisitions,1,Archief van Maurice Gilliams,{'url':'https://id.letterenhuis.be/ark:/24970/07fcfb95-09fc-58ab-a513-b2e8e6d246a7'}
086885bc-4912-5785-898c-345ac233a09e,tg:lhph:45055,tr:lh:7281,Acquisitions,1,Archief van Etienne Debel,{'url':'https://id.letterenhuis.be/ark:/24970/086885bc-4912-5785-898c-345ac233a09e'}
096836fa-e5c5-5de6-8f45-45c858c1e3b9,tg:lhph:42544,tr:lh:7704,Acquisitions,1,Archief van Lucien van den Briele,{'url':'https://id.letterenhuis.be/ark:/24970/096836fa-e5c5-5de6-8f45-45c858c1e3b9'}
09801a22-f927-590e-b9f5-ac094b363e5f,tg:lhph:12566,tr:lh:7358,Acquisitions,1,Archiefstukken van Toon Brouwers,{'url':'https://id.letterenhuis.be/ark:/24970/09801a22-f927-590e-b9f5-ac094b363e5f'}
09e646b3-13c3-554e-9ee9-3b6575cdb877,tg:lhph:52397,tr:lh:139964,Acquisitions,1,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/09e646b3-13c3-554e-9ee9-3b6575cdb877'}
0a30e451-4ea4-52c3-b90a-744b369b924a,tg:lhph:51295,tr:lh:139964,Acquisitions,1,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/0a30e451-4ea4-52c3-b90a-744b369b924a'}
0a30e451-4ea4-52c3-b90a-744b369b924a,tg:lhph:51295,tr:lh:139964,Acquisitions,2,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/0a30e451-4ea4-52c3-b90a-744b369b924a'}
0a34d420-36e1-5742-91e5-80517c34516f,tg:lhph:42786,tr:lh:7601,Acquisitions,1,Archief van René Gysen,{'url':'https://id.letterenhuis.be/ark:/24970/0a34d420-36e1-5742-91e5-80517c34516f'}
0a7492d5-dc54-5409-bece-1a818fc4deb5,tg:lhph:40754,tr:lh:882,Acquisitions,1,Nalatenschap van Domien Hillen,{'url':'https://id.letterenhuis.be/ark:/24970/0a7492d5-dc54-5409-bece-1a818fc4deb5'}
0a7492d5-dc54-5409-bece-1a818fc4deb5,tg:lhph:40754,tr:lh:1102,Acquisitions,2,Archiefstukken van Jan Verbeeck,{'url':'https://id.letterenhuis.be/ark:/24970/0a7492d5-dc54-5409-bece-1a818fc4deb5'}
0ac3b921-901f-5cd4-94f4-199cb9b9b0bd,tg:lhph:45405,tr:lh:6511,Acquisitions,1,Archief van Edward Deleu,{'url':'https://id.letterenhuis.be/ark:/24970/0ac3b921-901f-5cd4-94f4-199cb9b9b0bd'}
0b21b5df-6656-5e1a-aaa6-5a3e507840b5,tg:lhph:41780,tr:lh:3832,Acquisitions,1,Aankoop bij Jos Polak,{'url':'https://id.letterenhuis.be/ark:/24970/0b21b5df-6656-5e1a-aaa6-5a3e507840b5'}
0b2d0933-b5a6-56b4-a4cd-834692421522,tg:lhph:36717,tr:lh:9510,Acquisitions,1,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/0b2d0933-b5a6-56b4-a4cd-834692421522'}
0b955831-6379-520b-b95e-d27815d9e925,tg:lhph:18350,tr:lh:7859,Acquisitions,1,Archief van Manteau,{'url':'https://id.letterenhuis.be/ark:/24970/0b955831-6379-520b-b95e-d27815d9e925'}
0ba2d5e2-d485-5fb9-84d7-d303ac61dea1,tg:lhph:2188,tr:lh:5584,Acquisitions,1,Aankoop bij Piet Roelants,{'url':'https://id.letterenhuis.be/ark:/24970/0ba2d5e2-d485-5fb9-84d7-d303ac61dea1'}
0c820110-073e-58f1-8937-2e618f6dc6ac,tg:lhph:5421,tr:lh:7447,Acquisitions,1,Schenking van Stella Pardon,{'url':'https://id.letterenhuis.be/ark:/24970/0c820110-073e-58f1-8937-2e618f6dc6ac'}
0cb6f430-dfaf-530c-a218-397e732607f2,tg:lhph:28973,tr:lh:9947,Acquisitions,1,Archief van Jos Polak,{'url':'https://id.letterenhuis.be/ark:/24970/0cb6f430-dfaf-530c-a218-397e732607f2'}
0d8dd524-43b9-5ac5-b10c-dfe1417e7936,tg:lhph:21744,tr:lh:139964,Acquisitions,1,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/0d8dd524-43b9-5ac5-b10c-dfe1417e7936'}
0e7b7d85-0bd8-57b3-a704-fe6ef0483f35,tg:lhph:37413,tr:lh:9510,Acquisitions,1,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/0e7b7d85-0bd8-57b3-a704-fe6ef0483f35'}
0e7bfd8e-c0ac-5e25-931e-fdafad7ce10f,tg:lhph:12198,tr:lh:3741,Acquisitions,1,Archief van Pieter Tack,{'url':'https://id.letterenhuis.be/ark:/24970/0e7bfd8e-c0ac-5e25-931e-fdafad7ce10f'}
0e7bfd8e-c0ac-5e25-931e-fdafad7ce10f,tg:lhph:12198,tr:lh:6342,Acquisitions,2,Oningeschreven gevonden in 1986,{'url':'https://id.letterenhuis.be/ark:/24970/0e7bfd8e-c0ac-5e25-931e-fdafad7ce10f'}
0e8cb9bf-0c0e-5798-bd9b-16d023baef87,tg:lhph:31601,tr:lh:9510,Acquisitions,1,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/0e8cb9bf-0c0e-5798-bd9b-16d023baef87'}
0f5e122d-d84f-5d7d-b935-df1547c60f46,tg:lhph:39636,tr:lh:6989,Acquisitions,1,Archief van Angela Dosfel-Tysmans,{'url':'https://id.letterenhuis.be/ark:/24970/0f5e122d-d84f-5d7d-b935-df1547c60f46'}
0f966288-ee70-57a9-9e2a-2bb01349ee0e,tg:lhph:50938,tr:lh:139964,Acquisitions,1,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/0f966288-ee70-57a9-9e2a-2bb01349ee0e'}
0f966288-ee70-57a9-9e2a-2bb01349ee0e,tg:lhph:50938,tr:lh:139964,Acquisitions,2,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/0f966288-ee70-57a9-9e2a-2bb01349ee0e'}
0ffd0e52-d3b0-5ff0-9898-45131dc8f3d3,tg:lhph:51450,tr:lh:139964,Acquisitions,1,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/0ffd0e52-d3b0-5ff0-9898-45131dc8f3d3'}
0ffd0e52-d3b0-5ff0-9898-45131dc8f3d3,tg:lhph:51450,tr:lh:139964,Acquisitions,2,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/0ffd0e52-d3b0-5ff0-9898-45131dc8f3d3'}
103aba94-cf25-58e9-aa08-7800f26dfd14,tg:lhph:43990,tr:lh:9982,Acquisitions,1,91 foto's van Julia Voeten,{'url':'https://id.letterenhuis.be/ark:/24970/103aba94-cf25-58e9-aa08-7800f26dfd14'}
10876e20-0564-55d0-ae11-0c9148a6b193,tg:lhph:46229,tr:lh:3327,Acquisitions,1,Archief van Basiel de Craene,{'url':'https://id.letterenhuis.be/ark:/24970/10876e20-0564-55d0-ae11-0c9148a6b193'}
109e653e-b722-5191-8964-0b33c19b83b7,tg:lhph:30381,tr:lh:7306,Acquisitions,1,Schenking van Ingrid van der Veken,{'url':'https://id.letterenhuis.be/ark:/24970/109e653e-b722-5191-8964-0b33c19b83b7'}
10ba7e00-4f54-596e-a852-db847f11b457,tg:lhph:19812,tr:lh:7859,Acquisitions,1,Archief van Manteau,{'url':'https://id.letterenhuis.be/ark:/24970/10ba7e00-4f54-596e-a852-db847f11b457'}
12075aa0-8d1a-5d0c-bb02-16460b590df8,tg:lhph:36582,tr:lh:323,Acquisitions,1,Schenking van Frits de Mont,{'url':'https://id.letterenhuis.be/ark:/24970/12075aa0-8d1a-5d0c-bb02-16460b590df8'}
12075aa0-8d1a-5d0c-bb02-16460b590df8,tg:lhph:36582,tr:lh:1900,Acquisitions,2,Schenking van Elza Buschmann-Van Rijswijck,{'url':'https://id.letterenhuis.be/ark:/24970/12075aa0-8d1a-5d0c-bb02-16460b590df8'}
12075aa0-8d1a-5d0c-bb02-16460b590df8,tg:lhph:36582,tr:lh:5807,Acquisitions,3,Archief van Valentine Degive-Ledelier,{'url':'https://id.letterenhuis.be/ark:/24970/12075aa0-8d1a-5d0c-bb02-16460b590df8'}
123e57df-a900-52f0-8f70-ceda6f135da8,tg:lhph:24946,tr:lh:6794,Acquisitions,1,Archief van Frans M. Olbrechts,{'url':'https://id.letterenhuis.be/ark:/24970/123e57df-a900-52f0-8f70-ceda6f135da8'}
123f10e5-8759-59ff-bf14-96ab40f92f71,tg:lhph:21247,tr:lh:7859,Acquisitions,1,Archief van Manteau,{'url':'https://id.letterenhuis.be/ark:/24970/123f10e5-8759-59ff-bf14-96ab40f92f71'}
12939c28-5793-5f28-888c-8071375392f4,tg:lhph:42840,tr:lh:9846,Acquisitions,1,Archief van Raymond Brulez,{'url':'https://id.letterenhuis.be/ark:/24970/12939c28-5793-5f28-888c-8071375392f4'}
12a529f2-562a-570d-b4e8-afdd15b707c1,tg:lhph:20339,tr:lh:4386,Acquisitions,1,Nalatenschap van Maria Dillen,{'url':'https://id.letterenhuis.be/ark:/24970/12a529f2-562a-570d-b4e8-afdd15b707c1'}
133ce82a-2e32-5989-a3a3-5ec8db31bbd0,tg:lhph:9793,tr:lh:7192,Acquisitions,1,Archief van Lodewijk Severeyns,{'url':'https://id.letterenhuis.be/ark:/24970/133ce82a-2e32-5989-a3a3-5ec8db31bbd0'}
135785e8-600c-5c1a-bc49-c5fc1f7f87a5,tg:lhph:27917,tr:lh:7142,Acquisitions,1,Archief van Juliaan Platteau,{'url':'https://id.letterenhuis.be/ark:/24970/135785e8-600c-5c1a-bc49-c5fc1f7f87a5'}
13edd63b-2e15-55cd-845f-82f2cb588a38,tg:lhph:16088,tr:lh:3100,Acquisitions,1,Schenking van Remi de Cnodder,{'url':'https://id.letterenhuis.be/ark:/24970/13edd63b-2e15-55cd-845f-82f2cb588a38'}
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,tr:lh:9510,Acquisitions,1,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/14284bdf-7a32-570d-83ad-818e882df6e8'}
146c502a-1602-591a-8b70-eae42fa9f491,tg:lhph:26310,tr:lh:5698,Acquisitions,1,Archief van Oud-België,{'url':'https://id.letterenhuis.be/ark:/24970/146c502a-1602-591a-8b70-eae42fa9f491'}
14a12eea-3d03-5e61-9ecf-7c3b18417ec1,tg:lhph:28066,tr:lh:3839,Acquisitions,1,Aankoop bij Filip Tas,{'url':'https://id.letterenhuis.be/ark:/24970/14a12eea-3d03-5e61-9ecf-7c3b18417ec1'}
153bc76d-6eb5-562f-aeea-36c181ff8d2e,tg:lhph:41411,tr:lh:1867,Acquisitions,1,Archief van Lodewijk Scheltjens,{'url':'https://id.letterenhuis.be/ark:/24970/153bc76d-6eb5-562f-aeea-36c181ff8d2e'}
15454607-a72f-5730-ae8f-076f6afe5385,tg:lhph:545,tr:lh:3939,Acquisitions,1,Aankoop bij Adolf Distler,{'url':'https://id.letterenhuis.be/ark:/24970/15454607-a72f-5730-ae8f-076f6afe5385'}
15cddc2a-3e0f-534d-b665-6aedb28b5bc0,tg:lhph:42051,tr:lh:6741,Acquisitions,1,Archief van Bert Ilegems,{'url':'https://id.letterenhuis.be/ark:/24970/15cddc2a-3e0f-534d-b665-6aedb28b5bc0'}
16a20c02-c73c-5c89-a7de-13f672d09634,tg:lhph:12531,tr:lh:5832,Acquisitions,1,Archief van Pliet van Lishout,{'url':'https://id.letterenhuis.be/ark:/24970/16a20c02-c73c-5c89-a7de-13f672d09634'}
1711198d-4ec5-53d5-8929-457b2b3e5964,tg:lhph:42952,tr:lh:7191,Acquisitions,1,Archief van Nic van Bruggen,{'url':'https://id.letterenhuis.be/ark:/24970/1711198d-4ec5-53d5-8929-457b2b3e5964'}
174c3516-ee78-5d9c-ae85-3406b3590ccf,tg:lhph:28359,tr:lh:4427,Acquisitions,1,Aankoop bij Raoul van den Boom,{'url':'https://id.letterenhuis.be/ark:/24970/174c3516-ee78-5d9c-ae85-3406b3590ccf'}
176af6aa-7da7-58a9-9d93-f81621bdfaf4,tg:lhph:41503,tr:lh:6796,Acquisitions,1,Archief van Alfons Verheyen,{'url':'https://id.letterenhuis.be/ark:/24970/176af6aa-7da7-58a9-9d93-f81621bdfaf4'}
177209c6-b99b-532a-b9ab-5ce7e534a04e,tg:lhph:36605,tr:lh:5477,Acquisitions,1,Schenking van Emiel Willekens,{'url':'https://id.letterenhuis.be/ark:/24970/177209c6-b99b-532a-b9ab-5ce7e534a04e'}
17b123b3-f633-5a3d-a014-f421a42eb221,tg:lhph:14723,tr:lh:3869,Acquisitions,1,Schenking van Remi de Cnodder,{'url':'https://id.letterenhuis.be/ark:/24970/17b123b3-f633-5a3d-a014-f421a42eb221'}
17fbdc35-7ec1-56ec-9a1f-9959b5fb84ad,tg:lhph:29724,tr:lh:9510,Acquisitions,1,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/17fbdc35-7ec1-56ec-9a1f-9959b5fb84ad'}
1857a498-86b8-5e27-a5e8-62057d40ed76,tg:lhph:19384,tr:lh:7859,Acquisitions,1,Archief van Manteau,{'url':'https://id.letterenhuis.be/ark:/24970/1857a498-86b8-5e27-a5e8-62057d40ed76'}
18b14e21-acb8-5e44-8027-15dceee6ed12,tg:lhph:45281,tr:lh:6511,Acquisitions,1,Archief van Edward Deleu,{'url':'https://id.letterenhuis.be/ark:/24970/18b14e21-acb8-5e44-8027-15dceee6ed12'}
197870cd-6089-5dcb-89c8-4a8de6575d64,tg:lhph:31314,tr:lh:9510,Acquisitions,1,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/197870cd-6089-5dcb-89c8-4a8de6575d64'}
199277b1-fc7f-5ec0-91ee-468088c5bd63,tg:lhph:36486,tr:lh:9510,Acquisitions,1,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/199277b1-fc7f-5ec0-91ee-468088c5bd63'}
19d52667-71f9-5c81-a287-10f02fc5c622,tg:lhph:47746,tr:lh:6415,Acquisitions,1,Archief van Johan Daisne,{'url':'https://id.letterenhuis.be/ark:/24970/19d52667-71f9-5c81-a287-10f02fc5c622'}
1a4786d6-9339-5d79-ad9b-27c3d00f06e7,tg:lhph:24803,tr:lh:1078,Acquisitions,1,Nalatenschap van Jan Verbeeck,{'url':'https://id.letterenhuis.be/ark:/24970/1a4786d6-9339-5d79-ad9b-27c3d00f06e7'}
1b47bdf1-9f4e-5b9f-809a-f45820d1d2fb,tg:lhph:41915,tr:lh:6916,Acquisitions,1,Archief van Robert Marcel,{'url':'https://id.letterenhuis.be/ark:/24970/1b47bdf1-9f4e-5b9f-809a-f45820d1d2fb'}
1b59ac9a-2b4a-5f1d-843e-67e1ece1f9a7,tg:lhph:38027,tr:lh:6376,Acquisitions,1,Schenking van Jan de Man,{'url':'https://id.letterenhuis.be/ark:/24970/1b59ac9a-2b4a-5f1d-843e-67e1ece1f9a7'}
1beb5107-a30d-51aa-9fe0-ce33f5a8a96a,tg:lhph:47879,tr:lh:7336,Acquisitions,1,Archief van Michel Seuphor,{'url':'https://id.letterenhuis.be/ark:/24970/1beb5107-a30d-51aa-9fe0-ce33f5a8a96a'}
1c0a6045-8420-58ac-85df-93f8e08427f1,tg:lhph:33112,tr:lh:9510,Acquisitions,1,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/1c0a6045-8420-58ac-85df-93f8e08427f1'}
1c175684-ba4f-5e64-a935-97381c620223,tg:lhph:13789,tr:lh:5683,Acquisitions,1,Archief van Edward Keurvels,{'url':'https://id.letterenhuis.be/ark:/24970/1c175684-ba4f-5e64-a935-97381c620223'}
1c2c9b60-a8c2-551c-8a83-2c3ac2649a31,tg:lhph:52339,tr:lh:139964,Acquisitions,1,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/1c2c9b60-a8c2-551c-8a83-2c3ac2649a31'}
1ca7ee4a-fe0a-5202-9e1b-72f493ac152e,tg:lhph:51503,tr:lh:139964,Acquisitions,1,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/1ca7ee4a-fe0a-5202-9e1b-72f493ac152e'}
1ce09df9-c8c7-5b17-9efb-8a241c77c125,tg:lhph:17226,tr:lh:3075,Acquisitions,1,Archiefstukken van Marcel Stijns,{'url':'https://id.letterenhuis.be/ark:/24970/1ce09df9-c8c7-5b17-9efb-8a241c77c125'}
1cf49309-52ef-5cfb-a7b8-d6c3221fcac6,tg:lhph:35496,tr:lh:6462,Acquisitions,1,Archief van Renaat Verbruggen,{'url':'https://id.letterenhuis.be/ark:/24970/1cf49309-52ef-5cfb-a7b8-d6c3221fcac6'}
1d3fa461-8302-59bd-be20-5181d36993d3,tg:lhph:39724,tr:lh:2397,Acquisitions,1,Archief van Jan de Schuyter,{'url':'https://id.letterenhuis.be/ark:/24970/1d3fa461-8302-59bd-be20-5181d36993d3'}
1d4ce005-8a29-5d7a-81b1-6da36fc6be75,tg:lhph:3408,tr:lh:5991,Acquisitions,1,Archief van Marnix Gijsen,{'url':'https://id.letterenhuis.be/ark:/24970/1d4ce005-8a29-5d7a-81b1-6da36fc6be75'}
1d576b2f-3628-5a50-9c54-d7d68da59186,tg:lhph:20006,tr:lh:2408,Acquisitions,1,Archief van Jan de Schuyter,{'url':'https://id.letterenhuis.be/ark:/24970/1d576b2f-3628-5a50-9c54-d7d68da59186'}
1d690b03-e35d-5d52-89f9-b348c71f6beb,tg:lhph:23796,tr:lh:7009,Acquisitions,1,Archiefstukken van Frans Dille,{'url':'https://id.letterenhuis.be/ark:/24970/1d690b03-e35d-5d52-89f9-b348c71f6beb'}
1e950052-bdd8-5015-bcb2-bb4cc299fab4,tg:lhph:46383,tr:lh:3327,Acquisitions,1,Archief van Basiel de Craene,{'url':'https://id.letterenhuis.be/ark:/24970/1e950052-bdd8-5015-bcb2-bb4cc299fab4'}
1f3e13d3-ce95-5d2a-b291-7b039216e254,tg:lhph:19453,tr:lh:4491,Acquisitions,1,Aankoop bij H. Distler,{'url':'https://id.letterenhuis.be/ark:/24970/1f3e13d3-ce95-5d2a-b291-7b039216e254'}
1f59a08b-dda1-5fca-b834-cb8a1694a9a6,tg:lhph:16460,tr:lh:3269,Acquisitions,1,Archief van Lode Monteyne,{'url':'https://id.letterenhuis.be/ark:/24970/1f59a08b-dda1-5fca-b834-cb8a1694a9a6'}
1f837051-5067-5b6a-bb0b-e4996e6746c5,tg:lhph:45901,tr:lh:4574,Acquisitions,1,Archief van Frans de Cort,{'url':'https://id.letterenhuis.be/ark:/24970/1f837051-5067-5b6a-bb0b-e4996e6746c5'}
