ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier
adf89f7b-b008-50d5-a7eb-08e2c10e5d23,tg:lhps:28861,Archives,1,isad:lh:92334,"dlod={""id"":""ark:/24970/x0/a6a08d14-13f6-5b9c-ab42-80058bac7787"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/a6a08d14-13f6-5b9c-ab42-80058bac7787
d3641323-a5b0-5af3-b5ef-98834690fd96,tg:lhps:32095,Archives,1,isad:lh:92873,"dlod={""id"":""ark:/24970/x0/3261f836-1b4f-54de-a827-75d0c490d29e"",""text"":""Aankoop Henri Grell (1914)"",""name"":""Aankoop Henri Grell (1914)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/3261f836-1b4f-54de-a827-75d0c490d29e
59c8bf1e-503c-5024-80af-3d2b60ae2e26,tg:lhps:30102,Archives,1,isad:lh:170202,"dlod={""id"":""ark:/24970/x0/bd3a0e44-40f2-5d8c-8991-f6176f64e5c8"",""text"":""Seizoen 2007-2008"",""name"":""Seizoen 2007-2008"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/bd3a0e44-40f2-5d8c-8991-f6176f64e5c8
8a53d7ca-91c2-5a9d-86d0-1e197e363de8,tg:lhps:24511,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
cb830c18-051c-547d-b66f-6d27abc54b1d,tg:lhps:21713,Archives,1,isad:lh:92467,"dlod={""id"":""ark:/24970/x0/5a465eeb-9b27-5d96-8ac6-7d3ff2819fbd"",""text"":""Affiches i.v.m. au::14116"",""name"":""Affiches i.v.m. au::14116"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/5a465eeb-9b27-5d96-8ac6-7d3ff2819fbd
3fdd75ce-7126-5955-801a-bf2545e3e100,tg:lhps:35300,Archives,1,isad:lh:92220,"dlod={""id"":""ark:/24970/x0/f1b3a600-5d53-5f9c-9bb5-08ccd02f4c2b"",""text"":""Diverse verwervingen"",""name"":""Diverse verwervingen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/f1b3a600-5d53-5f9c-9bb5-08ccd02f4c2b
b17ea09e-5207-5ab5-a8f6-48b1e02d1e81,tg:lhps:29323,Archives,1,isad:lh:92204,"dlod={""id"":""ark:/24970/x0/7ad2ec47-699f-5287-bcf6-d44aaae1d10e"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/7ad2ec47-699f-5287-bcf6-d44aaae1d10e
d7e3736c-a419-5d5b-88d0-7e63e550016c,tg:lhps:36486,Archives,1,isad:lh:92876,"dlod={""id"":""ark:/24970/x0/b048acf4-db43-5cc8-afc4-c29664ff1ab7"",""text"":""Oude collectie"",""name"":""Oude collectie"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/b048acf4-db43-5cc8-afc4-c29664ff1ab7
702a9b51-dccb-5728-9927-c16a759d5ff0,tg:lhps:57195,Archives,1,isad:lh:133770,"dlod={""id"":""ark:/24970/x0/6db1e795-b3bf-53b8-b5d8-eefff0f0da31"",""text"":""Affiches"",""name"":""Affiches"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/6db1e795-b3bf-53b8-b5d8-eefff0f0da31
36602cdc-061b-5781-b577-edd77d8b8eb1,tg:lhps:50650,Archives,1,isad:lh:114487,"dlod={""id"":""ark:/24970/x0/9d745d90-6b19-50ed-935c-ecf212a100cb"",""text"":""Affiches"",""name"":""Affiches"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/9d745d90-6b19-50ed-935c-ecf212a100cb
264ec288-3975-59d4-8b70-7d6e1ccb916b,tg:lhps:22095,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
78e35c4c-4159-5f57-8f69-16388bdc30d7,tg:lhps:44243,Archives,1,isad:lh:92220,"dlod={""id"":""ark:/24970/x0/f1b3a600-5d53-5f9c-9bb5-08ccd02f4c2b"",""text"":""Diverse verwervingen"",""name"":""Diverse verwervingen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/f1b3a600-5d53-5f9c-9bb5-08ccd02f4c2b
499517a6-ef52-5c05-ae55-74d1e248d9d0,tg:lhps:46784,Archives,2,isad:lh:132149,"dlod={""id"":""ark:/24970/x0/2bd37b15-c020-5e6c-890e-2f45675de286"",""text"":""Affiches"",""name"":""Affiches"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/2bd37b15-c020-5e6c-890e-2f45675de286
e6e542cd-a34f-5cf6-bb63-8ae44335f991,tg:lhps:27297,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
47438e29-55cc-542e-a0f9-4f277f286c7d,tg:lhps:55452,Archives,1,isad:lh:129680,"dlod={""id"":""ark:/24970/x0/6608eff4-cc93-529c-a1dd-d9f5133239e2"",""text"":""Kunstverbond Waregem"",""name"":""Kunstverbond Waregem"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/6608eff4-cc93-529c-a1dd-d9f5133239e2
2c5a292f-ff54-5b98-aee4-41b6e95e47e8,tg:lhps:33684,Archives,1,isad:lh:92220,"dlod={""id"":""ark:/24970/x0/f1b3a600-5d53-5f9c-9bb5-08ccd02f4c2b"",""text"":""Diverse verwervingen"",""name"":""Diverse verwervingen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/f1b3a600-5d53-5f9c-9bb5-08ccd02f4c2b
f49fde20-158a-5195-b666-90849cb8d159,tg:lhps:34141,Archives,1,isad:lh:92750,"dlod={""id"":""ark:/24970/x0/728fbc45-c264-5207-8c63-47d6f6b26f6c"",""text"":""Legaat Jules Baetes (1938)"",""name"":""Legaat Jules Baetes (1938)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/728fbc45-c264-5207-8c63-47d6f6b26f6c
b53de2dd-bf90-553e-871a-b698d43182ee,tg:lhps:62721,Archives,1,isad:lh:181804,"dlod={""id"":""ark:/24970/x0/4d553678-baab-53a6-8acd-0fbe721124b8"",""text"":""Promotiematerialen"",""name"":""Promotiematerialen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/4d553678-baab-53a6-8acd-0fbe721124b8
a70f7907-7ac7-5b22-99f9-1ebbd5c0b2aa,tg:lhps:50200,Archives,1,isad:lh:92395,"dlod={""id"":""ark:/24970/x0/48f284ed-d84f-5d7f-be14-0a4448651628"",""text"":""Affiches i.v.m. au::7522"",""name"":""Affiches i.v.m. au::7522"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/48f284ed-d84f-5d7f-be14-0a4448651628
3cd83fff-69ff-579b-8900-7b3137b1e096,tg:lhps:2560,Archives,1,isad:lh:92381,"dlod={""id"":""ark:/24970/x0/772ca120-7c6a-5a6f-984a-19b88050efa0"",""text"":""Affiches i.v.m. au::6783"",""name"":""Affiches i.v.m. au::6783"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/772ca120-7c6a-5a6f-984a-19b88050efa0
4adcb386-6bb6-58df-a5cf-9c982691635a,tg:lhps:12073,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
c3da22af-7939-5c81-b582-2dedd1710f40,tg:lhps:25300,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
e64afef2-4704-5c74-bf28-5307be9d3016,tg:lhps:58630,Archives,1,isad:lh:138631,"dlod={""id"":""ark:/24970/x0/e9d3d78b-3651-5fc9-8d35-368ad5bca7ea"",""text"":""1979"",""name"":""1979"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/e9d3d78b-3651-5fc9-8d35-368ad5bca7ea
c4f475b3-de18-55f6-a15e-5fd23c28dabf,tg:lhps:45901,Archives,1,isad:lh:98629,"dlod={""id"":""ark:/24970/x0/0499d6a5-1107-5cc1-9db5-4acbf299790a"",""text"":""Seizoen 2008-2009"",""name"":""Seizoen 2008-2009"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/0499d6a5-1107-5cc1-9db5-4acbf299790a
f0b5eec1-7b97-5e11-89e4-035c4f7e7958,tg:lhps:41411,Archives,1,isad:lh:92572,"dlod={""id"":""ark:/24970/x0/ae8f1c28-2c5c-580f-8c91-6369191bea41"",""text"":""Affiches i.v.m. au::21832"",""name"":""Affiches i.v.m. au::21832"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/ae8f1c28-2c5c-580f-8c91-6369191bea41
0d20ac91-3ee5-535b-9bfe-a2517b96f24b,tg:lhps:34511,Archives,1,isad:lh:92750,"dlod={""id"":""ark:/24970/x0/728fbc45-c264-5207-8c63-47d6f6b26f6c"",""text"":""Legaat Jules Baetes (1938)"",""name"":""Legaat Jules Baetes (1938)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/728fbc45-c264-5207-8c63-47d6f6b26f6c
d7486cb8-5ffc-55b4-8aa3-3f10f68ba930,tg:lhps:28027,Archives,1,isad:lh:170201,"dlod={""id"":""ark:/24970/x0/50a6739d-47d4-505b-8793-7ff6c80ca15f"",""text"":""Seizoen 2005-2006"",""name"":""Seizoen 2005-2006"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/50a6739d-47d4-505b-8793-7ff6c80ca15f
1170ac32-879a-5f30-990b-9919f4283422,tg:lhps:34004,Archives,1,isad:lh:92750,"dlod={""id"":""ark:/24970/x0/728fbc45-c264-5207-8c63-47d6f6b26f6c"",""text"":""Legaat Jules Baetes (1938)"",""name"":""Legaat Jules Baetes (1938)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/728fbc45-c264-5207-8c63-47d6f6b26f6c
ac08d257-9a85-54ab-a400-5eb59ee04a90,tg:lhps:49534,Archives,1,isad:lh:92725,"dlod={""id"":""ark:/24970/x0/b29d28b8-fec0-5f75-a08f-e316e1f5c753"",""text"":""Affiches i.v.m. au::1039"",""name"":""Affiches i.v.m. au::1039"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/b29d28b8-fec0-5f75-a08f-e316e1f5c753
c94735d1-4aad-53f8-86f0-25e454929fbe,tg:lhps:31206,Archives,1,isad:lh:92208,"dlod={""id"":""ark:/24970/x0/0d66dc8b-f5e3-583f-b139-a408e379cb4c"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/0d66dc8b-f5e3-583f-b139-a408e379cb4c
b216e6a2-4ac8-5b07-b114-f39d49a419fa,tg:lhps:27628,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
5c6ed3ee-30e2-58b8-abd2-15a7c75e5b88,tg:lhps:25615,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
68f5d335-fa3d-5aed-b77a-3563979ed0aa,tg:lhps:58325,Archives,1,isad:lh:140015,"dlod={""id"":""ark:/24970/x0/92dd59d5-0f60-5d2d-85ea-f42e5adbd436"",""text"":""Affiches"",""name"":""Affiches"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/92dd59d5-0f60-5d2d-85ea-f42e5adbd436
3eb2044f-8697-5972-8fa7-eac08a66f1ce,tg:lhps:44306,Archives,1,isad:lh:92220,"dlod={""id"":""ark:/24970/x0/f1b3a600-5d53-5f9c-9bb5-08ccd02f4c2b"",""text"":""Diverse verwervingen"",""name"":""Diverse verwervingen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/f1b3a600-5d53-5f9c-9bb5-08ccd02f4c2b
008f5337-4558-51f3-b446-88c4e6ec05e3,tg:lhps:27782,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
520e8036-2bb0-5888-bd46-7d07010a8937,tg:lhps:15309,Archives,1,isad:lh:92363,"dlod={""id"":""ark:/24970/x0/44b834a5-0483-5385-ac83-7b2030b13e72"",""text"":""Affiches i.v.m. au::6508"",""name"":""Affiches i.v.m. au::6508"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/44b834a5-0483-5385-ac83-7b2030b13e72
520e8036-2bb0-5888-bd46-7d07010a8937,tg:lhps:15309,Archives,2,isad:lh:92363,"dlod={""id"":""ark:/24970/x0/44b834a5-0483-5385-ac83-7b2030b13e72"",""text"":""Affiches i.v.m. au::6508"",""name"":""Affiches i.v.m. au::6508"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/44b834a5-0483-5385-ac83-7b2030b13e72
520e8036-2bb0-5888-bd46-7d07010a8937,tg:lhps:15309,Archives,3,isad:lh:92363,"dlod={""id"":""ark:/24970/x0/44b834a5-0483-5385-ac83-7b2030b13e72"",""text"":""Affiches i.v.m. au::6508"",""name"":""Affiches i.v.m. au::6508"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/44b834a5-0483-5385-ac83-7b2030b13e72
3daf955f-dd1b-5a1d-8505-505e7dda491f,tg:lhps:26890,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
573f57c0-ea65-5559-be9a-42f494a647b2,tg:lhps:53990,Archives,1,isad:lh:123877,"dlod={""id"":""ark:/24970/x0/f72708c5-2984-5e12-be9a-9eadc467e331"",""text"":""Affiches"",""name"":""Affiches"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/f72708c5-2984-5e12-be9a-9eadc467e331
f6fc28a8-6935-5a4c-9a43-caaff01a09e7,tg:lhps:34454,Archives,1,isad:lh:92750,"dlod={""id"":""ark:/24970/x0/728fbc45-c264-5207-8c63-47d6f6b26f6c"",""text"":""Legaat Jules Baetes (1938)"",""name"":""Legaat Jules Baetes (1938)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/728fbc45-c264-5207-8c63-47d6f6b26f6c
98fd8240-9677-5639-9982-033967a0458a,tg:lhps:62234,Archives,1,isad:lh:134182,"dlod={""id"":""ark:/24970/x0/3d840732-05e0-5d4a-bf33-0108a55477d0"",""text"":""Affiches"",""name"":""Affiches"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/3d840732-05e0-5d4a-bf33-0108a55477d0
80c03d1f-0bd9-5a54-a9d8-24ed0c79b926,tg:lhps:33391,Archives,1,isad:lh:92873,"dlod={""id"":""ark:/24970/x0/3261f836-1b4f-54de-a827-75d0c490d29e"",""text"":""Aankoop Henri Grell (1914)"",""name"":""Aankoop Henri Grell (1914)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/3261f836-1b4f-54de-a827-75d0c490d29e
df54f9db-edef-5f2b-b8f0-a0dbb00b1e81,tg:lhps:36469,Archives,1,isad:lh:92876,"dlod={""id"":""ark:/24970/x0/b048acf4-db43-5cc8-afc4-c29664ff1ab7"",""text"":""Oude collectie"",""name"":""Oude collectie"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/b048acf4-db43-5cc8-afc4-c29664ff1ab7
59f12100-298f-55a0-b183-c48f6f71efe2,tg:lhps:7627,Archives,1,isad:lh:92541,"dlod={""id"":""ark:/24970/x0/e2e42c63-985e-5fb7-8106-853482402cb7"",""text"":""Affiches i.v.m. au::18235"",""name"":""Affiches i.v.m. au::18235"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/e2e42c63-985e-5fb7-8106-853482402cb7
abd00537-c17b-54c9-8a49-a2dcfed2dc38,tg:lhps:12136,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
9bb7709a-0bda-54c7-8a52-cf4a798a703b,tg:lhps:45844,Archives,1,isad:lh:98629,"dlod={""id"":""ark:/24970/x0/0499d6a5-1107-5cc1-9db5-4acbf299790a"",""text"":""Seizoen 2008-2009"",""name"":""Seizoen 2008-2009"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/0499d6a5-1107-5cc1-9db5-4acbf299790a
dbf2b7a7-9e1a-5e4d-a63c-cf40b84b558a,tg:lhps:22580,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
ffa0b057-ef99-5be9-960b-e4be3aa7bd90,tg:lhps:27278,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
008c24a0-9c54-5aff-8d7d-5d8a8ca12598,tg:lhps:58775,Archives,1,isad:lh:139365,"dlod={""id"":""ark:/24970/x0/3c2710d9-f08c-5220-86dc-9c2c9c863053"",""text"":""1997"",""name"":""1997"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/3c2710d9-f08c-5220-86dc-9c2c9c863053
a3c77faa-ce81-5105-b27c-cd91a37af14b,tg:lhps:25245,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
d3090d74-9b6d-5b5f-ad29-a900c5ef30da,tg:lhps:42728,Archives,1,isad:lh:92200,"dlod={""id"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
a72a3571-5709-5d4e-af03-98bf2058cb0e,tg:lhps:8881,Archives,1,isad:lh:92224,"dlod={""id"":""ark:/24970/x0/73f271e3-afd9-5a9a-a001-5f66eb76415f"",""text"":""Affiches (verzameling)"",""name"":""Affiches (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/73f271e3-afd9-5a9a-a001-5f66eb76415f
