ResourceID,brocade.id,card,order,source_field,source_code,Carrier Type
401c0033-7bdf-510c-bdd9-248deb54396d,tg:lhps:32538,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
52badae4-8e2f-5d3f-a509-6f6b91cf9b98,tg:lhps:45110,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
bd7fb199-292c-593e-8bc1-ace8c3ecd611,tg:lhps:6061,Carrier,1,kenmerken.lhdragerps,dpp,paper (fiber product)
4f3eb0b5-eda0-520f-9f73-9c4005ad2b7b,tg:lhps:45540,Carrier,1,kenmerken.lhdragerps,dpp,paper (fiber product)
3ed76a63-9146-506b-bf65-a01cbb93f45a,tg:lhps:32187,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
d1e9f5c5-0d59-5b79-8c04-2b134ba15608,tg:lhps:34403,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
fc6ee987-0fe7-55c4-a53d-085d15c60f7b,tg:lhps:32884,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
764c6ebe-ceb5-5929-824f-ce24daa851fe,tg:lhps:33796,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
612c370b-b6c4-5bcd-86a2-7a0352f1a8dc,tg:lhps:32754,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
ab6a7a17-b202-5319-9e8e-26f79bdb7076,tg:lhps:33846,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
9ef3744b-2f25-5c59-bfea-169546a74cc0,tg:lhps:52905,Carrier,1,kenmerken.lhdragerps,dkt,cardboard
d24d30a1-5cd6-538d-8a94-91b0a13b2eb8,tg:lhps:32304,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
5182846e-a6d4-5c11-a2c1-bb979d59ef1e,tg:lhps:5134,Carrier,1,kenmerken.lhdragerps,dpp,paper (fiber product)
0548f667-2c22-547b-8019-b27d9bfe3207,tg:lhps:36717,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
1b033100-3940-53dd-9f72-8be3435b77fd,tg:lhps:33000,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
f64d3afa-4cc2-5fb0-8ddc-d8428d9fc3d4,tg:lhps:36652,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
3d16d123-7b5b-5396-a878-5ba51e4d14db,tg:lhps:34395,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
c2e6e1ff-dba4-58a8-aa03-4605034a19d6,tg:lhps:33450,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
01a737ce-5a54-5075-8ed3-1e1056a2e3bb,tg:lhps:32611,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
1a8263e8-6f7b-5be9-997b-b5451661503f,tg:lhps:44994,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
baaed306-9bd5-5f49-9265-221d85d8015e,tg:lhps:32241,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
ca25b0c4-943a-5ffb-acae-6b93b770d96e,tg:lhps:45413,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
f35f57c9-91f7-5119-b929-a732cc6dde40,tg:lhps:6098,Carrier,1,kenmerken.lhdragerps,dpp,paper (fiber product)
71ccc066-3120-576e-acd5-7a49c0818ff9,tg:lhps:32484,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
48b9c305-ca77-5db8-9937-1c2e10ec1549,tg:lhps:6132,Carrier,1,kenmerken.lhdragerps,dpp,paper (fiber product)
97a27176-8f9f-5728-824f-edb45d55eee7,tg:lhps:34100,Carrier,1,kenmerken.lhdragerps,ddo,canvas (textile material)
