ResourceID,brocade.id,card,order,ire.isaar.uuid,Creation ISAAR Brocade ID,Creation Actor Role,Creation Actor Widget,Creation Actor Identifier
42055d32-7ecb-5acc-a823-84bdbfca04d8,tg:lhpr:1585,ImmaterialContent,1,d077947e-d200-5000-8523-5122c8d76895,au::5214,artists (visual artists),"dlod={""name"":""Victor Delhez"",""ark"":""ark:/83110/x0/d077947e-d200-5000-8523-5122c8d76895"",""uri"":""/agents/people/69999"",""id"":""au::5214"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d077947e-d200-5000-8523-5122c8d76895
679cda99-6c1b-5e7e-b34b-12458a4dd429,tg:lhpr:5694,ImmaterialContent,1,1d5f4241-c9ca-5dc2-af40-7f61734e4756,au::12712,artists (visual artists),"dlod={""name"":""Pieter de Mets"",""ark"":""ark:/83110/x0/1d5f4241-c9ca-5dc2-af40-7f61734e4756"",""uri"":""/agents/people/80563"",""id"":""au::12712"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1d5f4241-c9ca-5dc2-af40-7f61734e4756
9a47eea4-d105-5255-a7f8-09e0c9e45808,tg:lhpr:2805,ImmaterialContent,1,11606f54-7628-5ba7-9ba4-f9ece122f90e,au::10231,artists (visual artists),"dlod={""name"":""Renée W. Keuller"",""ark"":""ark:/83110/x0/11606f54-7628-5ba7-9ba4-f9ece122f90e"",""uri"":""/agents/people/74922"",""id"":""au::10231"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/11606f54-7628-5ba7-9ba4-f9ece122f90e
80811a36-b06b-58bc-9bc2-b0c081b95b7f,tg:lhpr:2296,ImmaterialContent,1,afed7e0b-efef-5465-b5a1-8af76cb0e62d,au::13516,artists (visual artists),"dlod={""name"":""Jos Nauwens"",""ark"":""ark:/83110/x0/afed7e0b-efef-5465-b5a1-8af76cb0e62d"",""uri"":""/agents/people/62889"",""id"":""au::13516"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/afed7e0b-efef-5465-b5a1-8af76cb0e62d
363ff04d-797c-523d-8370-04ba3e08d460,tg:lhpr:2828,ImmaterialContent,1,cff5ae51-d5fb-5f44-874e-bc6e9cdec12f,au::12829,artists (visual artists),"dlod={""name"":""Jan Baptist P. Michiels"",""ark"":""ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f"",""uri"":""/agents/people/93729"",""id"":""au::12829"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f
bb5cfb9b-d309-53ca-991a-1f6e23a558fe,tg:lhpr:2982,ImmaterialContent,1,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
a98b9ea3-f562-527d-9a19-13adaf60b1b8,tg:lhpr:4293,ImmaterialContent,1,d8912c06-a678-57ee-a68e-5cf4b6a5c27e,au::15437,artists (visual artists),"dlod={""name"":""Henri Ramah"",""ark"":""ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e"",""uri"":""/agents/people/54989"",""id"":""au::15437"",""nameWithContext"":[""Henri Raemaeker""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e
aea75451-56ff-528a-b29b-45241e69ebdd,tg:lhpr:3782,ImmaterialContent,1,2d38b0dd-4c5a-50df-a5a7-abee6e7e330f,au::8604,artists (visual artists),"dlod={""name"":""Jos Hendrickx"",""ark"":""ark:/83110/x0/2d38b0dd-4c5a-50df-a5a7-abee6e7e330f"",""uri"":""/agents/people/72656"",""id"":""au::8604"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2d38b0dd-4c5a-50df-a5a7-abee6e7e330f
80de0d1e-0cda-5ffa-9964-ba4096a01468,tg:lhpr:3281,ImmaterialContent,1,eaaaa5b4-6973-5a1f-a535-0356ff177160,au::4563,artists (visual artists),"dlod={""name"":""Elsa Courtoit"",""ark"":""ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160"",""uri"":""/agents/people/81693"",""id"":""au::4563"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160
65a0cb33-cebc-549c-a007-70faa6553b0d,tg:lhpr:2490,ImmaterialContent,1,d65a9eee-ccdf-548b-9b04-3e545d6618fe,au::11741,artists (visual artists),"dlod={""name"":""Florimond van Loo"",""ark"":""ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe"",""uri"":""/agents/people/82780"",""id"":""au::11741"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe
4644c385-d623-54be-8447-4fd11e5c1335,tg:lhpr:4401,ImmaterialContent,1,66016cae-1991-5e46-9fbd-7a12d4c18c22,au::17782,artists (visual artists),"dlod={""name"":""Henri van Straten"",""ark"":""ark:/83110/x0/66016cae-1991-5e46-9fbd-7a12d4c18c22"",""uri"":""/agents/people/69272"",""id"":""au::17782"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/66016cae-1991-5e46-9fbd-7a12d4c18c22
4e2dcc9d-8d1b-5eae-8a27-d227f1cd18eb,tg:lhpr:2756,ImmaterialContent,1,cff5ae51-d5fb-5f44-874e-bc6e9cdec12f,au::12829,artists (visual artists),"dlod={""name"":""Jan Baptist P. Michiels"",""ark"":""ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f"",""uri"":""/agents/people/93729"",""id"":""au::12829"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f
1187a265-8a8c-5566-b13c-dd45755f42e2,tg:lhpr:10297,ImmaterialContent,1,18797840-5c11-53e1-b30a-823ba91d8eb0,au::4826,artists (visual artists),"dlod={""name"":""Albert Daenens"",""ark"":""ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0"",""uri"":""/agents/people/49136"",""id"":""au::4826"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0
333d4b43-0a41-5b5c-9079-05a0f1b1d71f,tg:lhpr:4456,ImmaterialContent,1,66016cae-1991-5e46-9fbd-7a12d4c18c22,au::17782,artists (visual artists),"dlod={""name"":""Henri van Straten"",""ark"":""ark:/83110/x0/66016cae-1991-5e46-9fbd-7a12d4c18c22"",""uri"":""/agents/people/69272"",""id"":""au::17782"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/66016cae-1991-5e46-9fbd-7a12d4c18c22
422cbda1-5180-5412-9fe9-1c33714809fd,tg:lhpr:2776,ImmaterialContent,1,93404fae-5f7f-587d-9fd0-0d6ca93393a0,au::11654,artists (visual artists),"dlod={""name"":""Willem Linnig"",""ark"":""ark:/83110/x0/93404fae-5f7f-587d-9fd0-0d6ca93393a0"",""uri"":""/agents/people/63478"",""id"":""au::11654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/93404fae-5f7f-587d-9fd0-0d6ca93393a0
47205cb0-793f-583c-a9d9-a60f9b2a0e0a,tg:lhpr:2326,ImmaterialContent,1,dd863ee1-a232-5f1d-8a82-efa4f83878df,au::21797,artists (visual artists),"dlod={""name"":""Philippe Zilcken"",""ark"":""ark:/83110/x0/dd863ee1-a232-5f1d-8a82-efa4f83878df"",""uri"":""/agents/people/58447"",""id"":""au::21797"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dd863ee1-a232-5f1d-8a82-efa4f83878df
ea411509-ffb6-5ad6-bff0-0f500c46ee7a,tg:lhpr:2598,ImmaterialContent,1,5e4df39c-ab07-57ef-93ad-b2b7e9c22350,au::17539,artists (visual artists),"dlod={""name"":""Jos van Steen"",""ark"":""ark:/83110/x0/5e4df39c-ab07-57ef-93ad-b2b7e9c22350"",""uri"":""/agents/people/51066"",""id"":""au::17539"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5e4df39c-ab07-57ef-93ad-b2b7e9c22350
d60767d0-2150-5881-9607-65e0a1f276af,tg:lhpr:2465,ImmaterialContent,1,d65a9eee-ccdf-548b-9b04-3e545d6618fe,au::11741,artists (visual artists),"dlod={""name"":""Florimond van Loo"",""ark"":""ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe"",""uri"":""/agents/people/82780"",""id"":""au::11741"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe
ac0d5c5f-869a-5599-b360-73ad50a47770,tg:lhpr:1463,ImmaterialContent,1,cff5ae51-d5fb-5f44-874e-bc6e9cdec12f,au::12829,artists (visual artists),"dlod={""name"":""Jan Baptist P. Michiels"",""ark"":""ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f"",""uri"":""/agents/people/93729"",""id"":""au::12829"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f
ac0d5c5f-869a-5599-b360-73ad50a47770,tg:lhpr:1463,ImmaterialContent,2,cff5ae51-d5fb-5f44-874e-bc6e9cdec12f,au::12829,engravers (printmakers),"dlod={""name"":""Jan Baptist P. Michiels"",""ark"":""ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f"",""uri"":""/agents/people/93729"",""id"":""au::12829"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f
88939f99-bfcc-5809-ae4c-abe8f1583128,tg:lhpr:3286,ImmaterialContent,1,eaaaa5b4-6973-5a1f-a535-0356ff177160,au::4563,artists (visual artists),"dlod={""name"":""Elsa Courtoit"",""ark"":""ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160"",""uri"":""/agents/people/81693"",""id"":""au::4563"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160
00006491-420c-5c5a-a4d4-111d45e2b856,tg:lhpr:4294,ImmaterialContent,1,d8912c06-a678-57ee-a68e-5cf4b6a5c27e,au::15437,artists (visual artists),"dlod={""name"":""Henri Ramah"",""ark"":""ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e"",""uri"":""/agents/people/54989"",""id"":""au::15437"",""nameWithContext"":[""Henri Raemaeker""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e
5571df21-6d13-5343-aaa8-5075518bdfd4,tg:lhpr:2157,ImmaterialContent,1,215ee86b-9669-5380-8c68-515301ddd61e,au::6317,artists (visual artists),"dlod={""name"":""Staf van Elzen"",""ark"":""ark:/83110/x0/215ee86b-9669-5380-8c68-515301ddd61e"",""uri"":""/agents/people/70445"",""id"":""au::6317"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/215ee86b-9669-5380-8c68-515301ddd61e
63816cdc-a17f-5455-ad12-d21efa05a238,tg:lhpr:2566,ImmaterialContent,1,2b67ed02-a643-54ea-960f-6524425f0c69,au::1153,artists (visual artists),"dlod={""name"":""Willem Battaille"",""ark"":""ark:/83110/x0/2b67ed02-a643-54ea-960f-6524425f0c69"",""uri"":""/agents/people/66841"",""id"":""au::1153"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2b67ed02-a643-54ea-960f-6524425f0c69
19dcbb46-1c95-51c4-91e3-66e05da2f609,tg:lhpr:2423,ImmaterialContent,1,cff5ae51-d5fb-5f44-874e-bc6e9cdec12f,au::12829,artists (visual artists),"dlod={""name"":""Jan Baptist P. Michiels"",""ark"":""ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f"",""uri"":""/agents/people/93729"",""id"":""au::12829"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f
4f1d26ec-9c18-5810-a610-6a95a188b204,tg:lhpr:3320,ImmaterialContent,1,eaaaa5b4-6973-5a1f-a535-0356ff177160,au::4563,artists (visual artists),"dlod={""name"":""Elsa Courtoit"",""ark"":""ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160"",""uri"":""/agents/people/81693"",""id"":""au::4563"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/eaaaa5b4-6973-5a1f-a535-0356ff177160
b2e38592-bd38-595b-b5c3-d7b48ba6fa52,tg:lhpr:6964,ImmaterialContent,1,fff1c7e0-befb-55eb-9ac7-12107c29f7bd,au::16065,artists (visual artists),"dlod={""name"":""Karel Rosseeuw"",""ark"":""ark:/83110/x0/fff1c7e0-befb-55eb-9ac7-12107c29f7bd"",""uri"":""/agents/people/52090"",""id"":""au::16065"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fff1c7e0-befb-55eb-9ac7-12107c29f7bd
b2e38592-bd38-595b-b5c3-d7b48ba6fa52,tg:lhpr:6964,ImmaterialContent,2,2307ff40-0097-5585-a1ca-b480d34c0f6d,au::8456,artists (visual artists),"dlod={""name"":""Raymond de la Haye"",""ark"":""ark:/83110/x0/2307ff40-0097-5585-a1ca-b480d34c0f6d"",""uri"":""/agents/people/73681"",""id"":""au::8456"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2307ff40-0097-5585-a1ca-b480d34c0f6d
fb4c969a-1140-5d82-8950-a188d26b2201,tg:lhpr:2858,ImmaterialContent,1,b24cf319-e359-5260-a8cd-8dde07790c9a,au::14591,artists (visual artists),"dlod={""name"":""Edward Pellens"",""ark"":""ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a"",""uri"":""/agents/people/64933"",""id"":""au::14591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b24cf319-e359-5260-a8cd-8dde07790c9a
18ef81f5-706b-5b33-ab33-5308810795c4,tg:lhpr:2049,ImmaterialContent,1,cff5ae51-d5fb-5f44-874e-bc6e9cdec12f,au::12829,artists (visual artists),"dlod={""name"":""Jan Baptist P. Michiels"",""ark"":""ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f"",""uri"":""/agents/people/93729"",""id"":""au::12829"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f
25e1c049-3a5f-5a00-98d2-941021ebb951,tg:lhpr:6909,ImmaterialContent,1,04d98194-4401-50d8-8f0c-02397899fa4e,au::57881,artists (visual artists),"dlod={""name"":""Frans Bulens"",""ark"":""ark:/83110/x0/04d98194-4401-50d8-8f0c-02397899fa4e"",""uri"":""/agents/people/89289"",""id"":""au::57881"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/04d98194-4401-50d8-8f0c-02397899fa4e
c061f767-2dd5-5428-ad34-e1dd639160a4,tg:lhpr:2434,ImmaterialContent,1,dd2bfdcc-b5f9-5f29-a69a-5f305b74545c,au::21614,artists (visual artists),"dlod={""name"":""Gustave van de Woestijne"",""ark"":""ark:/83110/x0/dd2bfdcc-b5f9-5f29-a69a-5f305b74545c"",""uri"":""/agents/people/81504"",""id"":""au::21614"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dd2bfdcc-b5f9-5f29-a69a-5f305b74545c
58644418-bc9f-5e31-bbb3-1e029dc86730,tg:lhpr:10771,ImmaterialContent,1,bc73bd3b-8254-58f9-ac9a-d3aa2c41ac67,au::112523,artists (visual artists),"dlod={""name"":""Jos Renis"",""ark"":""ark:/83110/x0/bc73bd3b-8254-58f9-ac9a-d3aa2c41ac67"",""uri"":""/agents/people/72565"",""id"":""au::112523"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bc73bd3b-8254-58f9-ac9a-d3aa2c41ac67
4fb5affc-6d1b-5915-b00d-c8348119a89a,tg:lhpr:10272,ImmaterialContent,1,18797840-5c11-53e1-b30a-823ba91d8eb0,au::4826,artists (visual artists),"dlod={""name"":""Albert Daenens"",""ark"":""ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0"",""uri"":""/agents/people/49136"",""id"":""au::4826"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0
09e21c08-3d78-597d-ba2b-fc7f13c19a7a,tg:lhpr:2906,ImmaterialContent,1,c23c5dbc-61e5-530a-b466-f7c32c1573c1,au::3288,artists (visual artists),"dlod={""name"":""Aloïs van den Bussche"",""ark"":""ark:/83110/x0/c23c5dbc-61e5-530a-b466-f7c32c1573c1"",""uri"":""/agents/people/58105"",""id"":""au::3288"",""nameWithContext"":[""Bus""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c23c5dbc-61e5-530a-b466-f7c32c1573c1
e816061e-7266-5949-896f-fcabe6d893c7,tg:lhpr:2052,ImmaterialContent,1,ccb12efc-e44c-568b-9be3-cad7560f663d,au::5396,artists (visual artists),"dlod={""name"":""Maurits Derolez"",""ark"":""ark:/83110/x0/ccb12efc-e44c-568b-9be3-cad7560f663d"",""uri"":""/agents/people/85937"",""id"":""au::5396"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ccb12efc-e44c-568b-9be3-cad7560f663d
6c4dcece-06fe-579e-924d-c4d439ae60b8,tg:lhpr:4190,ImmaterialContent,1,c6b5ec26-b182-5ff4-afa6-83169a046888,au::8670,artists (visual artists),"dlod={""name"":""Antoon Herckenrath"",""ark"":""ark:/83110/x0/c6b5ec26-b182-5ff4-afa6-83169a046888"",""uri"":""/agents/people/58751"",""id"":""au::8670"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c6b5ec26-b182-5ff4-afa6-83169a046888
