ResourceID,brocade.id,card,order,Acquisition Note,Registration Number value,Location Number,Archive Note,adm.note,Warehouse Location (begin),Serial Number
86df218b-3efb-5217-89bf-57bc1b86a048,tg:lhpr:9300,Items,4,tr:lh:2212,43537/5,Planex GP / C 34,,"Grote reproductie 42 x 32 (64 x 49), met opschrift: 'herinnering aan mijn privaat-Conscience tentoonstelling in 't Syndikaat van 11 juli tot 4 augustus 1912. J. Baetes"""".",,
86df218b-3efb-5217-89bf-57bc1b86a048,tg:lhpr:9300,Items,5,tr:lh:323,6934,Planex GP / C 34,,Met opdracht aan Pol de Mont van Piet Verhaert,,
33c08e2f-6e85-5674-a301-0b182c989669,tg:lhpr:9642,Items,1,,64051,"Planex GP / IX, 2",,,,
33c08e2f-6e85-5674-a301-0b182c989669,tg:lhpr:9642,Items,2,tr:lh:1078,19346/1,"Planex GP / IX, 2",,,,
784a6994-54bc-584a-87d4-2cdea914c75b,tg:lhpr:2262,Items,1,tr:lh:2212,43548/4,"Planex GP / X, 2",,,,
784a6994-54bc-584a-87d4-2cdea914c75b,tg:lhpr:2262,Items,2,,87524/1,"Planex GP / X, 2",,,,
87f82c4e-1046-5c9d-9133-da4cf882b94f,tg:lhpr:3541,Items,1,,178866/3,EE 49 / I,,,,
87f82c4e-1046-5c9d-9133-da4cf882b94f,tg:lhpr:3541,Items,2,,178867,EE 49 / I,,,,
7b6020e0-ecc5-5198-858b-56b57128ddea,tg:lhpr:10296,Items,1,tr:lh:2432,47441/160,D 1175 / I (Doos 3),isad:lh:127006,,,
7b6020e0-ecc5-5198-858b-56b57128ddea,tg:lhpr:10296,Items,2,tr:lh:2432,47442/226,D 1175 / I (Doos 3),isad:lh:127006,,,
bcba5933-f293-571c-83b6-291b429a6229,tg:lhpr:8136,Items,1,,52609/1,Planex KP / BB 599,,,,
bcba5933-f293-571c-83b6-291b429a6229,tg:lhpr:8136,Items,2,,219723,Planex KP / BB 599,,,,
02c18db7-2c9c-5a65-9396-82d4bd76e8ff,tg:lhpr:2184,Items,1,,40302,Planex KP / S 535,,,,
02c18db7-2c9c-5a65-9396-82d4bd76e8ff,tg:lhpr:2184,Items,2,tr:lh:2599,52229,Planex KP / S 535,isad:lh:96336,,,
77130146-fd38-5f78-b70c-c9097630c6fa,tg:lhpr:2741,Items,1,tr:lh:1202,20511/1,Planex GP / P 346,,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,
77130146-fd38-5f78-b70c-c9097630c6fa,tg:lhpr:2741,Items,2,tr:lh:1279,21871,Planex GP / P 346,,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,
77130146-fd38-5f78-b70c-c9097630c6fa,tg:lhpr:2741,Items,3,,50338/1-2,Planex GP / P 346,,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,
77130146-fd38-5f78-b70c-c9097630c6fa,tg:lhpr:2741,Items,4,,54787,Planex GP / P 346,,(3)De houtsnede: twee exemplaren met hetzelfde inschrijvingsnummer.,,
77130146-fd38-5f78-b70c-c9097630c6fa,tg:lhpr:2741,Items,5,tr:lh:7684,200123,SC 06 E 2,isad:lh:96485,Nr. 200123 originele houten lijst. Afdruk zonder handtekening,,
0b47a514-ae89-5881-a647-a2bff1209e0b,tg:lhpr:3279,Items,1,,107845,C 3843 / I,isad:lh:96333,,,
0b47a514-ae89-5881-a647-a2bff1209e0b,tg:lhpr:3279,Items,2,tr:lh:6749,167286/1,C 3843 / I,isad:lh:96333,,,
3563281f-1a79-55e2-81b8-50b8d9371d13,tg:lhpr:4292,Items,1,,36408/4,R 1627 / I,isad:lh:96535,"**Publicatie** Roelants, Maurice - Ramah [ill.], _De jazz-speler: kleine roman met één personage en zeven instrumenten zijnde een volledige slagwerk batterij_. Brussel: A.A.M. Stols, 1928, 64 p. T.o. p. 35. Proefdruk, deel van de suite bij één van de 6 of 35 genummerde exemplaren op Hollands papier.",,
3563281f-1a79-55e2-81b8-50b8d9371d13,tg:lhpr:4292,Items,2,tr:lh:4053,77778/4,R 1627 / I,isad:lh:96535,"**Publikatie:** Roelants, Maurice - Ramah [ill.], _De jazz-speler: kleine
roman met één personage en zeven instrumenten zijnde een volledige slagwerk
batterij_. Brussel: A.A.M. Stols, 1928, 64 p. T.o. p. 35.

Proefdruk, deel van de suite bij één van de 6 of 35 genummerde exemplaren op
Hollands papier.",,
42055d32-7ecb-5acc-a823-84bdbfca04d8,tg:lhpr:1585,Items,1,tr:lh:1202,20519,Planex KP / B 745,isad:lh:96287,"1) Bijvoegsel van ONS LEVEN, nr. 7; 1925",,
42055d32-7ecb-5acc-a823-84bdbfca04d8,tg:lhpr:1585,Items,2,tr:lh:5764,118528,Planex KP / B 745,isad:lh:96287,"1) Bijvoegsel van ONS LEVEN, nr. 7; 1925",,
679cda99-6c1b-5e7e-b34b-12458a4dd429,tg:lhpr:5694,Items,1,tr:lh:1624,29317,M 546 / I (Doos II),isad:lh:96254,"**Publicatie** _De Ploeg_. 3de jaargang, nr. 8, 24-02-1921, p. 1.",,
679cda99-6c1b-5e7e-b34b-12458a4dd429,tg:lhpr:5694,Items,2,,141132,M 546 / I (Doos II),,,,
9a47eea4-d105-5255-a7f8-09e0c9e45808,tg:lhpr:2805,Items,1,,104553,"Planex GP / X, 1",,,,
9a47eea4-d105-5255-a7f8-09e0c9e45808,tg:lhpr:2805,Items,2,tr:lh:5492,121339,"Planex GP / X, 1",,,,
80811a36-b06b-58bc-9bc2-b0c081b95b7f,tg:lhpr:2296,Items,1,,27381/820,Planex KP / M 5165,,(1) 27381/820 : (r.b.)_Veiling Apers 26.6.17_,,
80811a36-b06b-58bc-9bc2-b0c081b95b7f,tg:lhpr:2296,Items,2,tr:lh:6960,173822,Planex KP / M 5165,,(1) 27381/820 : (r.b.)_Veiling Apers 26.6.17_,,
363ff04d-797c-523d-8370-04ba3e08d460,tg:lhpr:2828,Items,1,,35094,"Planex GP / X, 2",,,,
363ff04d-797c-523d-8370-04ba3e08d460,tg:lhpr:2828,Items,2,,43292/3,"Planex GP / X, 2",,,,
bb5cfb9b-d309-53ca-991a-1f6e23a558fe,tg:lhpr:2982,Items,1,tr:lh:1078,19347,"Planex GP / X, 4",isad:lh:96457,,,
bb5cfb9b-d309-53ca-991a-1f6e23a558fe,tg:lhpr:2982,Items,2,tr:lh:1078,19358,V 724 / I Planex GP,,,,
a98b9ea3-f562-527d-9a19-13adaf60b1b8,tg:lhpr:4293,Items,1,,36408/1,R 1627 / I,isad:lh:96535,"**Publicatie** Roelants, Maurice - Ramah [ill.], _De jazz-speler: kleine roman met één personage en zeven instrumenten zijnde een volledige slagwerk batterij_. Brussel: A.A.M. Stols, 1928, 64 p. T.o. p. 53 en op de omslag. Proefdruk, deel van de suite bij één van de 6 of 35 genummerde exemplaren op Hollands papier.",,
a98b9ea3-f562-527d-9a19-13adaf60b1b8,tg:lhpr:4293,Items,2,tr:lh:4053,77778/1,R 1627 / I,isad:lh:96535,"**Publikatie:** Roelants, Maurice - Ramah [ill.], _De jazz-speler: kleine
roman met één personage en zeven instrumenten zijnde een volledige slagwerk
batterij_. Brussel: A.A.M. Stols, 1928, 64 p. T.o. p. 53 en op de omslag.

Proefdruk, deel van de suite bij één van de 6 of 35 genummerde exemplaren op
Hollands papier.",,
aea75451-56ff-528a-b29b-45241e69ebdd,tg:lhpr:3782,Items,1,tr:lh:6603,163471,(2)SC Planex GT - H 5049/I,isad:lh:96499,"(2) is gedrukt op Japans papier

Afmetingen: 20,7 x 21,5 met rand: 45,5 x 30,4",,
aea75451-56ff-528a-b29b-45241e69ebdd,tg:lhpr:3782,Items,2,,177440,H 5049 / I,,"(2) is gedrukt op Japans papier

Afmetingen: 20,7 x 21,5 met rand: 45,5 x 30,4",,
80de0d1e-0cda-5ffa-9964-ba4096a01468,tg:lhpr:3281,Items,1,,39529,C 3843 / I,,Vier exemplaren,,
80de0d1e-0cda-5ffa-9964-ba4096a01468,tg:lhpr:3281,Items,2,,43787/13,C 3843 / I,,Vier exemplaren,,
80de0d1e-0cda-5ffa-9964-ba4096a01468,tg:lhpr:3281,Items,3,,69430,C 3843 / I,,Vier exemplaren,,
80de0d1e-0cda-5ffa-9964-ba4096a01468,tg:lhpr:3281,Items,4,tr:lh:6749,167286/4,C 3843 / I,isad:lh:96333,Vier exemplaren,,
65a0cb33-cebc-549c-a007-70faa6553b0d,tg:lhpr:2490,Items,1,tr:lh:1194,20474,Planex GP / B 435,,,,
65a0cb33-cebc-549c-a007-70faa6553b0d,tg:lhpr:2490,Items,2,tr:lh:1762,32894,Planex GP / B 435,,,,
65a0cb33-cebc-549c-a007-70faa6553b0d,tg:lhpr:2490,Items,3,tr:lh:2434,47929/4,Planex GP / B 435,isad:lh:96414,,,
4644c385-d623-54be-8447-4fd11e5c1335,tg:lhpr:4401,Items,1,tr:lh:4674,89056/19 b,S 932 / I (Doos 1),isad:lh:96489,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
159",,
4644c385-d623-54be-8447-4fd11e5c1335,tg:lhpr:4401,Items,2,tr:lh:5514,108577,S 932 / I (Doos 1),isad:lh:96252,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
159",,
4e2dcc9d-8d1b-5eae-8a27-d227f1cd18eb,tg:lhpr:2756,Items,1,tr:lh:1020,20368,"Planex GP / X, 1",,,,
4e2dcc9d-8d1b-5eae-8a27-d227f1cd18eb,tg:lhpr:2756,Items,2,tr:lh:2212,43545/2,"Planex GP / X, 1",,,,
4e2dcc9d-8d1b-5eae-8a27-d227f1cd18eb,tg:lhpr:2756,Items,3,,54783,"Planex GP / X, 1",,,,
1187a265-8a8c-5566-b13c-dd45755f42e2,tg:lhpr:10297,Items,1,tr:lh:2432,47442/238,D 1175 / I (Doos 3),isad:lh:127006,nr 2/50,,
1187a265-8a8c-5566-b13c-dd45755f42e2,tg:lhpr:10297,Items,2,tr:lh:2432,47442/227,D 1175 / I (Doos 3),isad:lh:127006,Ongenummerde print.,,
1187a265-8a8c-5566-b13c-dd45755f42e2,tg:lhpr:10297,Items,3,tr:lh:2432,47442/79,D 1175 / I (Doos 3),isad:lh:127006,Lichtjes afwijkende proefdruk,,
1187a265-8a8c-5566-b13c-dd45755f42e2,tg:lhpr:10297,Items,4,tr:lh:2432,47442/200,D 1175 / I (Doos 3),isad:lh:127006,,,
1187a265-8a8c-5566-b13c-dd45755f42e2,tg:lhpr:10297,Items,5,tr:lh:2432,47442/239-236-237-234-235-232-233-230-231-228-229,D 1175 / I (Doos 3),isad:lh:127006,"nog 12 exemplaren: nrs 18, 37, 39, 40, 43, 44, 45, 46, 47, 48, 49, 50 / 50",,
333d4b43-0a41-5b5c-9079-05a0f1b1d71f,tg:lhpr:4456,Items,1,tr:lh:82,1241,S 932 / I (Doos 1),isad:lh:96557,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002,
p.187",,
333d4b43-0a41-5b5c-9079-05a0f1b1d71f,tg:lhpr:4456,Items,2,tr:lh:7634,212824/a,S 932 / I (Doos 1),,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002,
p.187",,
422cbda1-5180-5412-9fe9-1c33714809fd,tg:lhpr:2776,Items,1,tr:lh:73,1201,"Planex GP / X, 1",,,,
422cbda1-5180-5412-9fe9-1c33714809fd,tg:lhpr:2776,Items,2,tr:lh:492,9678,"Planex GP / X, 1",,,,
47205cb0-793f-583c-a9d9-a60f9b2a0e0a,tg:lhpr:2326,Items,1,tr:lh:1475,26865,Planex KP / M 762,isad:lh:96274,"(5) _Aan Edward Keurvels, van harten / Pol de Mont_;(6) _aan den Heer Max
Rooses / aug: 1904 / Ph.Zilcken_",,
47205cb0-793f-583c-a9d9-a60f9b2a0e0a,tg:lhpr:2326,Items,2,tr:lh:2007,37304/25,Planex KP / M 762,isad:lh:96261,"(5) _Aan Edward Keurvels, van harten / Pol de Mont_;(6) _aan den Heer Max
Rooses / aug: 1904 / Ph.Zilcken_",,
47205cb0-793f-583c-a9d9-a60f9b2a0e0a,tg:lhpr:2326,Items,3,tr:lh:3021,61120/3,Planex KP / M 762,isad:lh:96365,"(5) _Aan Edward Keurvels, van harten / Pol de Mont_;(6) _aan den Heer Max
Rooses / aug: 1904 / Ph.Zilcken_",,
47205cb0-793f-583c-a9d9-a60f9b2a0e0a,tg:lhpr:2326,Items,4,tr:lh:4761,100608,Planex KP / M 762,,"(5) _Aan Edward Keurvels, van harten / Pol de Mont_;(6) _aan den Heer Max
Rooses / aug: 1904 / Ph.Zilcken_",,
47205cb0-793f-583c-a9d9-a60f9b2a0e0a,tg:lhpr:2326,Items,5,tr:lh:5683,114961,Planex KP / M 762,isad:lh:96256,"(5) _Aan Edward Keurvels, van harten / Pol de Mont_;(6) _aan den Heer Max
Rooses / aug: 1904 / Ph.Zilcken_",,
47205cb0-793f-583c-a9d9-a60f9b2a0e0a,tg:lhpr:2326,Items,6,tr:lh:7805,201870,Planex KP / M 762,,"(5) _Aan Edward Keurvels, van harten / Pol de Mont_;(6) _aan den Heer Max
Rooses / aug: 1904 / Ph.Zilcken_",,
47205cb0-793f-583c-a9d9-a60f9b2a0e0a,tg:lhpr:2326,Items,7,tr:lh:7885,234126,Planex KP / M 762,isad:lh:96367,"(5) _Aan Edward Keurvels, van harten / Pol de Mont_;(6) _aan den Heer Max
Rooses / aug: 1904 / Ph.Zilcken_",,
47205cb0-793f-583c-a9d9-a60f9b2a0e0a,tg:lhpr:2326,Items,8,tr:lh:4025,76863,,,,,
ea411509-ffb6-5ad6-bff0-0f500c46ee7a,tg:lhpr:2598,Items,1,tr:lh:3269,66291/73,"Planex GP / IX, 5",isad:lh:96365,,,
ea411509-ffb6-5ad6-bff0-0f500c46ee7a,tg:lhpr:2598,Items,2,tr:lh:5551,115520,"Planex GP / IX, 5",,,,
ea411509-ffb6-5ad6-bff0-0f500c46ee7a,tg:lhpr:2598,Items,3,,141131,"Planex GP / IX, 5",,,,
d60767d0-2150-5881-9607-65e0a1f276af,tg:lhpr:2465,Items,1,tr:lh:1762,32895,Planex GP / V 982,,,,
d60767d0-2150-5881-9607-65e0a1f276af,tg:lhpr:2465,Items,2,tr:lh:2212,43535/2,Planex GP / V 982,,,,
ac0d5c5f-869a-5599-b360-73ad50a47770,tg:lhpr:1463,Items,1,tr:lh:3839,74173,Planex KP / B 365,,,,
ac0d5c5f-869a-5599-b360-73ad50a47770,tg:lhpr:1463,Items,2,tr:lh:6356,146174,Planex KP / B 365,isad:lh:96263,,,
88939f99-bfcc-5809-ae4c-abe8f1583128,tg:lhpr:3286,Items,1,tr:lh:5406,105989/12,C 3843 / I,isad:lh:96371,Herkomst van 147910/3: Stads Bibliotheek,,
88939f99-bfcc-5809-ae4c-abe8f1583128,tg:lhpr:3286,Items,2,tr:lh:6278,147910/3,C 3843 / I,isad:lh:96476,Herkomst van 147910/3: Stads Bibliotheek,,
0a3899d6-b254-55d3-9a21-fff1cda9f62e,tg:lhpr:3013,Items,1,tr:lh:2021,37758/3,"Planex GP / X, 4 (V 2509)",,,,
0a3899d6-b254-55d3-9a21-fff1cda9f62e,tg:lhpr:3013,Items,2,,220281,"Planex GP / X, 4 (V 2509)",,,,
00006491-420c-5c5a-a4d4-111d45e2b856,tg:lhpr:4294,Items,1,,36408/3,R 1627 / I,isad:lh:96535,"**Publicatie** Roelants, Maurice - Ramah [ill.], _De jazz-speler: kleine roman met één personage en zeven instrumenten zijnde een volledige slagwerk batterij_. Brussel: A.A.M. Stols, 1928, 64 p. T.o. p. 39. Proefdruk, deel van de suite bij één van de 6 of 35 genummerde exemplaren op Hollands papier.",,
00006491-420c-5c5a-a4d4-111d45e2b856,tg:lhpr:4294,Items,2,tr:lh:4053,77778/3,R 1627 / I,isad:lh:96535,"**Publikatie:** Roelants, Maurice - Ramah [ill.], _De jazz-speler: kleine
roman met één personage en zeven instrumenten zijnde een volledige slagwerk
batterij_. Brussel: A.A.M. Stols, 1928, 64 p. T.o. p. 39.

Proefdruk, deel van de suite bij één van de 6 of 35 genummerde exemplaren op
Hollands papier.",,
5571df21-6d13-5343-aaa8-5075518bdfd4,tg:lhpr:2157,Items,1,,104683/2,Planex GP / H 541,,,,
5571df21-6d13-5343-aaa8-5075518bdfd4,tg:lhpr:2157,Items,2,tr:lh:6372,148889,Planex GP / H 541,isad:lh:96333,,,
6f81db94-3291-5cd4-a7d0-e78802136a70,tg:lhpr:2229,Items,1,,27381/264,Planex KP / S 725,,Prent gemaakt door Pierre Jean Baptiste van Reeth.,,
6f81db94-3291-5cd4-a7d0-e78802136a70,tg:lhpr:2229,Items,2,tr:lh:1647,29574,Planex KP / S 725,,Prent gemaakt door Pierre Jean Baptiste van Reeth.,,
6f81db94-3291-5cd4-a7d0-e78802136a70,tg:lhpr:2229,Items,3,tr:lh:5492,122162,Planex KP / S 725,,Prent gemaakt door Pierre Jean Baptiste van Reeth.,,
6f81db94-3291-5cd4-a7d0-e78802136a70,tg:lhpr:2229,Items,4,tr:lh:6960,174033,Planex KP / S 725,,Prent gemaakt door Pierre Jean Baptiste van Reeth.,,
66f1c1ac-e33c-5be2-9c7a-a6c989613172,tg:lhpr:9259,Items,1,tr:lh:891,16184/3,Planex GP / J 1378,isad:lh:96673,De spotprent is de titelpagina van het maandblad L' Estrille (nr 4 van het jaar 1868).,,
66f1c1ac-e33c-5be2-9c7a-a6c989613172,tg:lhpr:9259,Items,2,,146115/4,Planex GP / J 1378,isad:lh:96673,"De spotprent is de titelpagina van het maandblad L' Estrille (nr 4 van het jaar 1868).  
In bezit van het AMVC-Letterenhuis vanaf 29/01/1987. Uit het archief
van het ANZ.",,
63816cdc-a17f-5455-ad12-d21efa05a238,tg:lhpr:2566,Items,1,tr:lh:640,12633,"Planex GP / IX, 4",isad:lh:96427,,,
63816cdc-a17f-5455-ad12-d21efa05a238,tg:lhpr:2566,Items,2,,39114,"Planex GP / IX, 4",,,,
19dcbb46-1c95-51c4-91e3-66e05da2f609,tg:lhpr:2423,Items,1,tr:lh:4763,92919,"Planex GP / IX, 1",,,,
19dcbb46-1c95-51c4-91e3-66e05da2f609,tg:lhpr:2423,Items,2,tr:lh:5300,104383,"Planex GP / IX, 1",isad:lh:96396,,,
4f1d26ec-9c18-5810-a610-6a95a188b204,tg:lhpr:3320,Items,1,tr:lh:2114,40147/6,C 3843 / I,isad:lh:96477,,,
4f1d26ec-9c18-5810-a610-6a95a188b204,tg:lhpr:3320,Items,2,,43787/37,C 3843 / I,isad:lh:96477,,,
b2e38592-bd38-595b-b5c3-d7b48ba6fa52,tg:lhpr:6964,Items,1,tr:lh:30823,197294,Planex GT / H 3735,isad:lh:100747,"Kopie door Karel Rosseeuw naar een kleine foto van éen van de vijf etsen van
Raymond de la Haye voor het album _Rond de kerk_. De originelen werden
vernietigd door brand.

Collectie AMVC: de vijf staten (nrs. 197295/1-5) en de etsplaat (nr. 197294)
van deze prent.",,
b2e38592-bd38-595b-b5c3-d7b48ba6fa52,tg:lhpr:6964,Items,2,tr:lh:30823,197295/1-5,Planex GT / H 3735,,"Kopie door Karel Rosseeuw naar een kleine foto van éen van de vijf etsen van
Raymond de la Haye voor het album _Rond de kerk_. De originelen werden
vernietigd door brand.

Collectie AMVC: de vijf staten (nrs. 197295/1-5) en de etsplaat (nr. 197294)
van deze prent.",,
fb4c969a-1140-5d82-8950-a188d26b2201,tg:lhpr:2858,Items,1,tr:lh:1202,20513/3,"Planex GT / X, 2 (S 725)",,(3) vermelding 4/50 (drukexempl.),,
fb4c969a-1140-5d82-8950-a188d26b2201,tg:lhpr:2858,Items,2,,53930,"Planex GT / X, 2 (S 725)",,(3) vermelding 4/50 (drukexempl.),,
fb4c969a-1140-5d82-8950-a188d26b2201,tg:lhpr:2858,Items,3,,101941,"Planex GT / X, 2 (S 725)",,(3) vermelding 4/50 (drukexempl.),,
fb4c969a-1140-5d82-8950-a188d26b2201,tg:lhpr:2858,Items,4,tr:lh:6025,140250,"Planex GT / X, 2 (S 725)",,(3) vermelding 4/50 (drukexempl.),,
fb4c969a-1140-5d82-8950-a188d26b2201,tg:lhpr:2858,Items,5,,220274,"Planex GT / X, 2 (S 725)",,(3) vermelding 4/50 (drukexempl.),,
18ef81f5-706b-5b33-ab33-5308810795c4,tg:lhpr:2049,Items,1,,59695,Planex KP / G 3947,,,,
18ef81f5-706b-5b33-ab33-5308810795c4,tg:lhpr:2049,Items,2,,105763,Planex KP / G 3947,,,,
25e1c049-3a5f-5a00-98d2-941021ebb951,tg:lhpr:6909,Items,1,tr:lh:429,8642,SC 12 A 2,isad:lh:96628,"**Publicatie** Willekens, Emiel, _Hendrik Conscience en zijn tijd_. Antwerpen: Stichting Mercator-Plantijn, 1983, 246 pp., nr. 415. Voor een beschrijving van de viering, zie p.187.",,
25e1c049-3a5f-5a00-98d2-941021ebb951,tg:lhpr:6909,Items,2,,216199,SC 12 A 2,,"**Publicatie:** Willekens, Emiel, _Hendrik Conscience en zijn tijd_.
Antwerpen: Stichting Mercator-Plantijn, 1983, 246 pp., nr. 415. Voor een
beschrijving van de viering, zie p.187.",,
c061f767-2dd5-5428-ad34-e1dd639160a4,tg:lhpr:2434,Items,1,tr:lh:1202,20502,"Planex GP/ X, 4",,,,
c061f767-2dd5-5428-ad34-e1dd639160a4,tg:lhpr:2434,Items,2,,80576,"Planex GP/ X, 4",,,,
58644418-bc9f-5e31-bbb3-1e029dc86730,tg:lhpr:10771,Items,1,,720376/1,"Planex GT / VI,5",,,,
58644418-bc9f-5e31-bbb3-1e029dc86730,tg:lhpr:10771,Items,2,,720376/2,"Planex GT / VI,5",,,,
58644418-bc9f-5e31-bbb3-1e029dc86730,tg:lhpr:10771,Items,3,,720376/3,"Planex GT / VI,5",,,,
58644418-bc9f-5e31-bbb3-1e029dc86730,tg:lhpr:10771,Items,4,,720376/4,"Planex GT / VI,5",,,,
4fb5affc-6d1b-5915-b00d-c8348119a89a,tg:lhpr:10272,Items,1,tr:lh:2432,47442/179,D 1175 / I (Doos 3),isad:lh:127006,,,
4fb5affc-6d1b-5915-b00d-c8348119a89a,tg:lhpr:10272,Items,2,,47442/189,D 1175 / I (Doos 3),isad:lh:127006,Proefdruk op stuk affiche,,
09e21c08-3d78-597d-ba2b-fc7f13c19a7a,tg:lhpr:2906,Items,1,,14606,"Planex GP / X, 4",,,,
09e21c08-3d78-597d-ba2b-fc7f13c19a7a,tg:lhpr:2906,Items,2,,87588,"Planex GP / X, 4",,,,
09e21c08-3d78-597d-ba2b-fc7f13c19a7a,tg:lhpr:2906,Items,3,,87891,"Planex GP / X, 4",,,,
e816061e-7266-5949-896f-fcabe6d893c7,tg:lhpr:2052,Items,1,tr:lh:343,7131,"Planex GP / IX, 5",,,,
e816061e-7266-5949-896f-fcabe6d893c7,tg:lhpr:2052,Items,2,tr:lh:311,8478,"Planex GP / IX, 5",,,,
e816061e-7266-5949-896f-fcabe6d893c7,tg:lhpr:2052,Items,3,tr:lh:1198,20488,"Planex GP / IX, 5",isad:lh:96323,,,
e816061e-7266-5949-896f-fcabe6d893c7,tg:lhpr:2052,Items,4,tr:lh:6415,153168,"Planex GP / IX, 5",isad:lh:96324,,,
6c4dcece-06fe-579e-924d-c4d439ae60b8,tg:lhpr:4190,Items,1,tr:lh:4600,88101/1,H 5252 / I,isad:lh:96252,,,
6c4dcece-06fe-579e-924d-c4d439ae60b8,tg:lhpr:4190,Items,2,tr:lh:5514,108574,H 5252 / I,isad:lh:96252,,,
6c4dcece-06fe-579e-924d-c4d439ae60b8,tg:lhpr:4190,Items,3,,119878/1,H 5252 / I,,,,
c7c82dfb-8b97-5328-941a-231a8acf9a64,tg:lhpr:4344,Items,1,tr:lh:2213,43155/8,S 932 / I (Doos 1),isad:lh:96252,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
160

Gepubliceerd door uUitgeverij De Sikkel, Antwerpen - C. A. Mees, Santpoort,
1922",,
c7c82dfb-8b97-5328-941a-231a8acf9a64,tg:lhpr:4344,Items,2,tr:lh:5514,108576/1a,S 932 / I (Doos 1),isad:lh:96252,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
160

Gepubliceerd door uUitgeverij De Sikkel, Antwerpen - C. A. Mees, Santpoort,
1922",,
c7c82dfb-8b97-5328-941a-231a8acf9a64,tg:lhpr:4344,Items,3,tr:lh:7634,212828/1,S 932 / I (Doos 1),isad:lh:96252,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
160

Gepubliceerd door uUitgeverij De Sikkel, Antwerpen - C. A. Mees, Santpoort,
1922",,
