ResourceID,brocade.id,card,order,source_field,Place_code
b541f3f7-0ade-5d72-820c-7123d84daa6e,tg:rubhs:75_#1,e22_ProductionPlacesSource,1,id/place.place,au::104810
b541f3f7-0ade-5d72-820c-7123d84daa6e,tg:rubhs:75_#1,e22_ProductionPlacesSource,2,id/place.place,au::100105
b541f3f7-0ade-5d72-820c-7123d84daa6e,tg:rubhs:75_#1,e22_ProductionPlacesSource,3,id/place.place,au::100654
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,e22_ProductionPlacesSource,2,id/place.place,au::100141
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,e22_ProductionPlacesSource,3,id/place.place,au::100105
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,e22_ProductionPlacesSource,4,id/place.place,au::100266
c93125de-0eed-504f-8f99-7e0e64468078,tg:rubhs:17_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
1a6545a8-3afa-5321-8da9-5eff10f14cfb,tg:rubhs:110_#1,e22_ProductionPlacesSource,1,id/place.place,au::102018
1a6545a8-3afa-5321-8da9-5eff10f14cfb,tg:rubhs:110_#1,e22_ProductionPlacesSource,2,id/place.place,au::102068
bb60850f-efe0-501c-8c5f-a98d65905e84,tg:rubhs:214_#1,e22_ProductionPlacesSource,1,id/place.place,au::102989
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,10,id/place.place,au::101950
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,11,id/place.place,au::102018
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,12,id/place.place,au::101969
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,13,id/place.place,au::102429
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,14,id/place.place,au::105330
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,15,id/place.place,au::105373
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,16,id/place.place,au::106603
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,17,id/place.place,au::101893
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,18,id/place.place,au::106586
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,19,id/place.place,au::105606
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,2,id/place.place,au::101985
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,3,id/place.place,au::102084
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,4,id/place.place,au::102087
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,5,id/place.place,au::102161
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,6,id/place.place,au::102357
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,7,id/place.place,au::101943
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,8,id/place.place,au::102097
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,e22_ProductionPlacesSource,9,id/place.place,au::102401
d000db93-3296-50d4-876f-452212959e29,tg:rubhs:39_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
41569fb0-7b3c-5bc9-b228-045e06e18d76,tg:rubhs:29_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
9217b5e3-1813-5454-9f46-4015a9d42dc5,tg:rubhs:64_#1,e22_ProductionPlacesSource,1,id/place.place,au::102087
9217b5e3-1813-5454-9f46-4015a9d42dc5,tg:rubhs:64_#1,e22_ProductionPlacesSource,2,id/place.place,au::102084
9217b5e3-1813-5454-9f46-4015a9d42dc5,tg:rubhs:64_#1,e22_ProductionPlacesSource,3,id/place.place,au::102044
0780e327-6208-5ff3-87fb-960d0a9a0ff2,tg:rubhs:74_#1,e22_ProductionPlacesSource,1,id/place.place,au::105373
0780e327-6208-5ff3-87fb-960d0a9a0ff2,tg:rubhs:74_#1,e22_ProductionPlacesSource,2,id/place.place,au::102018
cd8000b6-b26a-54f7-b3f4-01bde0348542,tg:rubhs:5_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
dbf2300b-c2f3-5820-8a2e-bc0be3e71817,tg:rubhs:16_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
60b395f0-f4d8-55a3-b5b6-2bc3605078bb,tg:rubhs:89_#1,e22_ProductionPlacesSource,1,id/place.place,au::105203
60b395f0-f4d8-55a3-b5b6-2bc3605078bb,tg:rubhs:89_#1,e22_ProductionPlacesSource,2,id/place.place,au::100105
60b395f0-f4d8-55a3-b5b6-2bc3605078bb,tg:rubhs:89_#1,e22_ProductionPlacesSource,3,id/place.place,au::100141
60b395f0-f4d8-55a3-b5b6-2bc3605078bb,tg:rubhs:89_#1,e22_ProductionPlacesSource,4,id/place.place,au::103088
60b395f0-f4d8-55a3-b5b6-2bc3605078bb,tg:rubhs:89_#1,e22_ProductionPlacesSource,5,id/place.place,au::103125
60b395f0-f4d8-55a3-b5b6-2bc3605078bb,tg:rubhs:89_#1,e22_ProductionPlacesSource,6,id/place.place,au::103117
06bf299c-f23b-5c3d-8c4e-2bc4eb31b0fb,tg:rubhs:20_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
756560da-8965-5099-acb4-02ad4cc406fe,tg:rubhs:30_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
e0b7b257-41a6-5cdf-8770-cba7b3d91b8c,tg:rubhs:42_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
d3d6cae7-cfb3-54a2-a441-1ca92cd0e2e6,tg:rubhs:109_#1,e22_ProductionPlacesSource,1,id/place.place,au::101893
d3d6cae7-cfb3-54a2-a441-1ca92cd0e2e6,tg:rubhs:109_#1,e22_ProductionPlacesSource,2,id/place.place,au::106118
d3d6cae7-cfb3-54a2-a441-1ca92cd0e2e6,tg:rubhs:109_#1,e22_ProductionPlacesSource,3,id/place.place,au::100141
3d7b976f-b20d-5f5e-90aa-5edceaa2f1f2,tg:rubhs:144_#1,e22_ProductionPlacesSource,1,id/place.place,au::102097
3d7b976f-b20d-5f5e-90aa-5edceaa2f1f2,tg:rubhs:144_#1,e22_ProductionPlacesSource,2,id/place.place,au::101945
3d7b976f-b20d-5f5e-90aa-5edceaa2f1f2,tg:rubhs:144_#1,e22_ProductionPlacesSource,3,id/place.place,au::100141
3d7b976f-b20d-5f5e-90aa-5edceaa2f1f2,tg:rubhs:144_#1,e22_ProductionPlacesSource,4,id/place.place,au::100147
3d7b976f-b20d-5f5e-90aa-5edceaa2f1f2,tg:rubhs:144_#1,e22_ProductionPlacesSource,5,id/place.place,au::102018
3d7b976f-b20d-5f5e-90aa-5edceaa2f1f2,tg:rubhs:144_#1,e22_ProductionPlacesSource,6,id/place.place,au::100231
ada0fb10-6451-5f52-9784-5960b9dacea8,tg:rubhs:136_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
ada0fb10-6451-5f52-9784-5960b9dacea8,tg:rubhs:136_#1,e22_ProductionPlacesSource,2,id/place.place,au::100141
ada0fb10-6451-5f52-9784-5960b9dacea8,tg:rubhs:136_#1,e22_ProductionPlacesSource,3,id/place.place,au::100290
ada0fb10-6451-5f52-9784-5960b9dacea8,tg:rubhs:136_#1,e22_ProductionPlacesSource,4,id/place.place,au::103088
ada0fb10-6451-5f52-9784-5960b9dacea8,tg:rubhs:136_#1,e22_ProductionPlacesSource,5,id/place.place,au::100106
ada0fb10-6451-5f52-9784-5960b9dacea8,tg:rubhs:136_#1,e22_ProductionPlacesSource,6,id/place.place,au::100229
50156a22-632b-5770-8a14-eab4fb0c6233,tg:rubhs:92_#1,e22_ProductionPlacesSource,1,id/place.place,au::105373
199a4a04-99dd-5bf6-a09d-f42c8ad0b4cf,tg:rubhs:82_#1,e22_ProductionPlacesSource,1,id/place.place,au::103698
49530f1d-5bfd-5f3d-9387-1d242d116bcb,tg:rubhs:49_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
a456ea64-60eb-5823-b7c3-fcc17917ed72,tg:rubhs:59_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
21e66a10-6e9c-5d38-b4d4-a049cebc79c2,tg:rubhs:112_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
2531ede1-d8b6-590e-9bdd-26451bbaa2f7,tg:rubhs:14_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
259f4cdc-c6be-54e1-91c5-6e9542ecb047,tg:rubhs:76_#1,e22_ProductionPlacesSource,1,id/place.place,au::100105
5defcea6-1315-54bd-b88c-a6c1350af73a,tg:rubhs:66_#1,e22_ProductionPlacesSource,1,id/place.place,au::105472
cb2cbf50-22c8-522f-9e23-23cf7dbfb4ba,tg:rubhs:50_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
078d4c0d-fb7d-509d-a2c6-84c163161555,tg:rubhs:40_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
a6267991-47ab-5f02-a3d0-165b1a0ca4c3,tg:rubhs:32_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
27accdde-8d37-58df-a933-8ea1f9a28808,tg:rubhs:22_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,1,id/place.place,au::102849
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,10,id/place.place,au::103036
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,11,id/place.place,au::102669
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,12,id/place.place,au::102654
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,13,id/place.place,au::106728
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,2,id/place.place,au::105810
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,3,id/place.place,au::102680
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,4,id/place.place,au::102946
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,5,id/place.place,au::103245
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,6,id/place.place,au::103278
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,7,id/place.place,au::102925
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,8,id/place.place,au::102923
12e2497b-e154-5377-8149-0e444e74378a,tg:rubhs:134_#1,e22_ProductionPlacesSource,9,id/place.place,au::103016
4f64b2d8-7381-5c7c-875e-2f4b2b129f77,tg:rubhs:146_#1,e22_ProductionPlacesSource,1,id/place.place,au::102357
595c84f4-0213-5540-8e85-86b168f8bab5,tg:rubhs:41_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
6d159392-2438-5e4d-9a1c-afef4d1d6c41,tg:rubhs:23_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
d922a1d8-0d13-55d1-b043-1caac07763d2,tg:rubhs:33_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
e53c530a-232f-5968-bbd6-216ba7fb92c5,tg:rubhs:135_#1,e22_ProductionPlacesSource,1,id/place.place,au::106421
5df33536-0257-50e2-899f-b7ca075b74a7,tg:rubhs:147_#1,e22_ProductionPlacesSource,1,id/place.place,au::105203
5df33536-0257-50e2-899f-b7ca075b74a7,tg:rubhs:147_#1,e22_ProductionPlacesSource,2,id/place.place,au::104810
5df33536-0257-50e2-899f-b7ca075b74a7,tg:rubhs:147_#1,e22_ProductionPlacesSource,3,id/place.place,au::105187
5df33536-0257-50e2-899f-b7ca075b74a7,tg:rubhs:147_#1,e22_ProductionPlacesSource,4,id/place.place,au::106590
9f187034-6d97-51c1-a06a-9a23dff03b4f,tg:rubhs:83_#1,e22_ProductionPlacesSource,1,id/place.place,au::103698
9f187034-6d97-51c1-a06a-9a23dff03b4f,tg:rubhs:83_#1,e22_ProductionPlacesSource,2,id/place.place,au::103801
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,1,id/place.place,au::104810
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,10,id/place.place,au::102068
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,11,id/place.place,au::105146
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,12,id/place.place,au::103433
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,13,id/place.place,au::102925
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,14,id/place.place,au::101140
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,15,id/place.place,au::101893
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,16,id/place.place,au::101023
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,17,id/place.place,au::101114
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,18,id/place.place,au::100105
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,19,id/place.place,au::106158
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,2,id/place.place,au::105014
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,20,id/place.place,au::102247
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,21,id/place.place,au::100231
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,22,id/place.place,au::106233
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,3,id/place.place,au::102849
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,4,id/place.place,au::102047
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,5,id/place.place,au::103314
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,6,id/place.place,au::106118
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,7,id/place.place,au::105203
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,8,id/place.place,au::102357
72d62190-c444-585b-88fb-f969c7699910,tg:rubhs:113_#1,e22_ProductionPlacesSource,9,id/place.place,au::104840
78014074-6231-593d-8d4c-399adeb1e8a4,tg:rubhs:48_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
c105aaf5-bcb3-5516-b0ca-e807f418b4f4,tg:rubhs:15_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
95dfc8c4-eb93-5660-b15d-25db2e6675eb,tg:rubhs:67_#1,e22_ProductionPlacesSource,1,id/place.place,au::104810
e602992e-405e-5e8a-a048-7d03e6d7745b,tg:rubhs:77_#1,e22_ProductionPlacesSource,1,id/place.place,au::102849
e602992e-405e-5e8a-a048-7d03e6d7745b,tg:rubhs:77_#1,e22_ProductionPlacesSource,2,id/place.place,au::100105
e602992e-405e-5e8a-a048-7d03e6d7745b,tg:rubhs:77_#1,e22_ProductionPlacesSource,3,id/place.place,au::102047
7312b51c-11d7-56db-8700-19ba55b98e1d,tg:rubhs:6_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
7cb540c6-0d43-5074-a889-4d6a974350c1,tg:rubhs:10_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
11bfe5cf-247b-5f8b-b000-ae652f064b31,tg:rubhs:72_#1,e22_ProductionPlacesSource,1,id/place.place,au::104985
766aff27-7f3f-50f4-a32a-221fef876a2a,tg:rubhs:62_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
8d4adbed-139c-5ce3-a813-cba4d3bdebf7,tg:rubhs:139_#1,e22_ProductionPlacesSource,1,id/place.place,au::105373
4d1ef414-9182-5689-b7e8-2c7b76fc822c,tg:rubhs:174_#1,e22_ProductionPlacesSource,1,id/place.place,au::103705
4d1ef414-9182-5689-b7e8-2c7b76fc822c,tg:rubhs:174_#1,e22_ProductionPlacesSource,2,id/place.place,au::103766
4d1ef414-9182-5689-b7e8-2c7b76fc822c,tg:rubhs:174_#1,e22_ProductionPlacesSource,3,id/place.place,au::103715
4d1ef414-9182-5689-b7e8-2c7b76fc822c,tg:rubhs:174_#1,e22_ProductionPlacesSource,4,id/place.place,au::103726
4d1ef414-9182-5689-b7e8-2c7b76fc822c,tg:rubhs:174_#1,e22_ProductionPlacesSource,5,id/place.place,au::103855
4d1ef414-9182-5689-b7e8-2c7b76fc822c,tg:rubhs:174_#1,e22_ProductionPlacesSource,6,id/place.place,au::105373
78844807-a6e6-582f-9d7c-6ba4df66f4cb,tg:rubhs:86_#1,e22_ProductionPlacesSource,1,id/place.place,au::102744
78844807-a6e6-582f-9d7c-6ba4df66f4cb,tg:rubhs:86_#1,e22_ProductionPlacesSource,10,id/place.place,au::106176
78844807-a6e6-582f-9d7c-6ba4df66f4cb,tg:rubhs:86_#1,e22_ProductionPlacesSource,11,id/place.place,au::102977
78844807-a6e6-582f-9d7c-6ba4df66f4cb,tg:rubhs:86_#1,e22_ProductionPlacesSource,2,id/place.place,au::102849
78844807-a6e6-582f-9d7c-6ba4df66f4cb,tg:rubhs:86_#1,e22_ProductionPlacesSource,3,id/place.place,au::106118
78844807-a6e6-582f-9d7c-6ba4df66f4cb,tg:rubhs:86_#1,e22_ProductionPlacesSource,4,id/place.place,au::106174
78844807-a6e6-582f-9d7c-6ba4df66f4cb,tg:rubhs:86_#1,e22_ProductionPlacesSource,5,id/place.place,au::103726
78844807-a6e6-582f-9d7c-6ba4df66f4cb,tg:rubhs:86_#1,e22_ProductionPlacesSource,6,id/place.place,au::102730
78844807-a6e6-582f-9d7c-6ba4df66f4cb,tg:rubhs:86_#1,e22_ProductionPlacesSource,7,id/place.place,au::102977
78844807-a6e6-582f-9d7c-6ba4df66f4cb,tg:rubhs:86_#1,e22_ProductionPlacesSource,8,id/place.place,au::106603
78844807-a6e6-582f-9d7c-6ba4df66f4cb,tg:rubhs:86_#1,e22_ProductionPlacesSource,9,id/place.place,au::102583
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,1,id/place.place,au::100141
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,10,id/place.place,au::104810
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,11,id/place.place,au::102087
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,12,id/place.place,au::105810
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,13,id/place.place,au::103727
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,14,id/place.place,au::102492
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,15,id/place.place,au::105530
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,16,id/place.place,au::103698
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,17,id/place.place,au::105606
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,2,id/place.place,au::100229
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,3,id/place.place,au::100180
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,4,id/place.place,au::100216
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,5,id/place.place,au::102247
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,6,id/place.place,au::100105
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,7,id/place.place,au::103801
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,8,id/place.place,au::105919
0c522d7e-7b0f-58d2-a1d0-21e18c76206d,tg:rubhs:116_#1,e22_ProductionPlacesSource,9,id/place.place,au::102849
99ff87e3-b49f-5a54-a0ca-52b8d62203c7,tg:rubhs:106_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
99ff87e3-b49f-5a54-a0ca-52b8d62203c7,tg:rubhs:106_#1,e22_ProductionPlacesSource,2,id/place.place,au::101985
99ff87e3-b49f-5a54-a0ca-52b8d62203c7,tg:rubhs:106_#1,e22_ProductionPlacesSource,3,id/place.place,au::106586
99ff87e3-b49f-5a54-a0ca-52b8d62203c7,tg:rubhs:106_#1,e22_ProductionPlacesSource,4,id/place.place,au::101893
ec87b6d0-af70-5183-a6d6-374c3ed484ad,tg:rubhs:19_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
ecb6c3a8-f463-5b35-a2a0-cdfee19186df,tg:rubhs:44_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
