ResourceID,brocade.id,card,order,Archive Note,adm.isadPartOf,Warehouse Location (begin),Serial Number,adm.note,Warehouse Location (ende)
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,Items,1,AFG_111_062,isad:rub:3032,,,,
add7db4a-cdf4-5243-a528-79417eb20d78,tg:rubgr:1435,Items,1,AFG_038_041,isad:rub:2968,,,,
11b2138e-74e7-521f-b189-c1f953def81f,tg:rubgr:3408,Items,1,AFG_093_071,isad:rub:3019,,,,
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Items,1,AFG_008_019,isad:rub:2938,,,,
bb62a898-50a6-50b3-a44e-2f9e060e9e81,tg:rubgr:2219,Items,1,AFG_067_007,isad:rub:2997,,,,
70038380-71dd-5a9b-af39-4051d9409a9e,tg:rubgr:2537,Items,1,AFG_083_087,isad:rub:3013,,,,
5106b653-34ce-568b-a589-321045ea8df2,tg:rubgr:4119,Items,1,AFG_108_040,isad:rub:3029,,,,
44f316c0-2c66-508d-a47e-3fe71e01064e,tg:rubgr:4549,Items,1,AFG_116_036,isad:rub:3037,,,,
fd86a9ca-697e-5d44-9605-1832fe5b4d74,tg:rubgr:2864,Items,1,AFG_086_122,isad:rub:3016,,,,
6db128d1-86f3-5b4c-9d24-b3eacf525c6f,tg:rubgr:3263,Items,1,AFG_091_067,isad:rub:3018,,,,
037309f8-8f5b-5f37-8044-6ce5455e61ee,tg:rubgr:791,Items,1,AFG_017_084,isad:rub:2947,,,,
32e4eb8d-a113-5c79-a6c7-a4fccf150f52,tg:rubgr:3799,Items,1,AFG_099_037,isad:rub:3021,,,,
c64486c7-ca7c-50cb-a364-d6818b775779,tg:rubgr:3633,Items,1,AFG_097_079,isad:rub:3021,,,,
b30d8240-2015-58a6-908f-bdd8020b27d0,tg:rubgr:2921,Items,1,AFG_086_179,isad:rub:3016,,,,
2e48946a-6634-5a76-a87d-0d025b40e35e,tg:rubgr:2022,Items,1,AFG_055_053,isad:rub:2985,,,,
60a7ed78-29f0-5074-b651-1fe965b6967a,tg:rubgr:1527,Items,1,AFG_041_001,isad:rub:2971,,,,
ec73addb-a202-5871-b1cf-8f8edfad9b2e,tg:rubgr:4725,Items,1,AFG_128_025,isad:rub:3050,,,,
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Items,1,AFG_010_027,isad:rub:2940,,,,
66f93fc0-a409-50c8-b7dd-a2d40ade7e93,tg:rubgr:1177,Items,1,AFG_027_015,isad:rub:2957,,,,
fcca69b7-8694-5e9f-a294-84ae17d30d44,tg:rubgr:4375,Items,1,AFG_111_170,isad:rub:3032,,,,
9382b653-8e87-5dd3-a9e7-f6c96d94597b,tg:rubgr:3849,Items,1,AFG_101_001,isad:rub:3022,,,,
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,tg:rubgr:841,Items,1,AFG_019_012,isad:rub:2949,,,,
8c348455-2b81-54f0-8b92-5517a3c802f9,tg:rubgr:5071,Items,1,AFG_141_009,isad:rub:3063,,,,
14bfaf93-51e4-5e6a-b04d-86babe0e2c5d,tg:rubgr:1931,Items,1,AFG_054_022,isad:rub:2984,,,,
0e356e97-41e8-5790-8127-b0f0873a4b02,tg:rubgr:4660,Items,1,AFG_121_028,isad:rub:3042,,,,
d1c3de03-3579-5d65-80be-4dfd50ffdb35,tg:rubgr:1198,Items,1,AFG_029_007,isad:rub:2959,,,,
84116d26-0e48-5078-84df-e8f8124562fc,tg:rubgr:457,Items,1,AFG_009_046,isad:rub:2939,,,,
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Items,1,AFG_038_068,isad:rub:2968,,,,
508c061b-0ac3-5200-a66f-29fa46ca06fa,tg:rubgr:1032,Items,1,AFG_022_065,isad:rub:2952,,,,
a0dc4c1f-74b7-5c47-ba47-c97627e76096,tg:rubgr:292,Items,1,AFG_006_006,isad:rub:2936,,,,
1abc553b-befd-5a22-a2c4-d56419da9908,tg:rubgr:2872,Items,1,AFG_086_130,isad:rub:3016,,,,
a7260df8-a873-5baa-8215-29583d82c2de,tg:rubgr:3760,Items,1,AFG_098_068,isad:rub:3021,,,,
229ba1fe-3025-5478-b1a6-9f3f120d29e8,tg:rubgr:768,Items,1,AFG_017_061,isad:rub:2947,,,,
05ec1fa4-fab4-578d-91fb-022fb102f71c,tg:rubgr:338,Items,1,AFG_006_052,isad:rub:2936,,,,
862a892d-c5b8-5f1f-83c5-ced9958e2748,tg:rubgr:2521,Items,1,AFG_083_071,isad:rub:3013,,,,
80d4588d-503e-560e-87a3-1d44db419649,tg:rubgr:2034,Items,1,AFG_055_065,isad:rub:2985,,,,
7b3bfad1-584f-5ca9-af95-510983fe9d91,tg:rubgr:4949,Items,1,AFG_136_077,isad:rub:3058,,,,
3cebb87f-6cb9-5949-aa14-cbfb10f15df2,tg:rubgr:2464,Items,1,AFG_083_014,isad:rub:3013,,,,
52185ea3-17c4-504e-b163-2e48d6bdb444,tg:rubgr:2937,Items,1,AFG_086_195,isad:rub:3016,,,,
3fac2592-4423-55c8-8e66-739a4c60838f,tg:rubgr:1618,Items,1,AFG_044_019,isad:rub:2974,,,,
526b700f-e3fc-5e17-ab4a-85bf5a48780e,tg:rubgr:3625,Items,1,AFG_097_071,isad:rub:3021,,,,
01e63bde-b5f0-5f51-a022-8a0774f1d01c,tg:rubgr:787,Items,1,AFG_017_080,isad:rub:2947,,,,
c0bab8ac-de0e-5a75-af27-c180db8650b4,tg:rubgr:1248,Items,1,AFG_030_012,isad:rub:2960,,,,
230a0b02-94ee-56b2-a90f-8e58ae40178f,tg:rubgr:857,Items,1,AFG_019_028,isad:rub:2949,,,,
c0b60f8f-12af-51ae-8819-a872b42f41fa,tg:rubgr:1862,Items,1,AFG_050_015,isad:rub:2980,,,,
5a2c0228-5de3-58a4-b9d6-6ca44f3112b0,tg:rubgr:4363,Items,1,AFG_111_158,isad:rub:3032,,,,
740c891c-0120-5e2e-82c5-e2ba7ec42b35,tg:rubgr:1161,Items,1,AFG_026_007,isad:rub:2956,,,,
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Items,1,AFG_010_019,isad:rub:2940,,,,
e252befe-b683-5741-9f3e-20e89db9f808,tg:rubgr:1531,Items,1,AFG_041_005,isad:rub:2971,,,,
e35d0ef8-cdd9-531e-96f3-c970b021768d,tg:rubgr:3019,Items,1,AFG_089_019,isad:rub:3018,,,,
b6e33e93-997a-53cd-8edb-dee29dd632d7,tg:rubgr:1024,Items,1,AFG_022_057,isad:rub:2952,,,,
8e9f9d1b-40b8-59da-962d-e9b4f0d1ed34,tg:rubgr:3449,Items,1,AFG_094_013,isad:rub:3020,,,,
11484f99-ccf3-5fc1-9db3-7035560a602d,tg:rubgr:1474,Items,1,AFG_038_080,isad:rub:2968,,,,
f8030d3e-7c70-567e-a6fc-93997443c2b8,tg:rubgr:441,Items,1,AFG_009_030,isad:rub:2939,,,,
ba302184-385b-52f4-8bc2-95e48027f2d4,tg:rubgr:4676,Items,1,AFG_122_014,isad:rub:3044,,,,
992f645a-38f2-592a-939d-c449949edca5,tg:rubgr:1927,Items,1,AFG_054_018,isad:rub:2984,,,,
c3acbb61-9caf-5d14-a4de-860ab704d52e,tg:rubgr:912,Items,1,AFG_020_025,isad:rub:2950,,,,
c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,tg:rubgr:5067,Items,1,AFG_141_005,isad:rub:3063,,,,
1bdf25d0-ccff-5d0d-8a0e-507176920d33,tg:rubgr:5319,Items,1,AFG_145_049,isad:rub:3068,,,,
dae122f4-2002-5f16-aae8-9c06b9ec0464,tg:rubgr:2126,Items,1,AFG_058_040,isad:rub:2988,,,,
3449d19d-96a8-500e-862b-8a6a29cc9ca2,tg:rubgr:4158,Items,1,AFG_109_038,isad:rub:3030,,,,
dac66ae3-5cc6-51f8-9f47-9153fd2f3b7b,tg:rubgr:695,Items,1,AFG_016_028,isad:rub:2946,,,,
464e61bb-da61-51f6-bc53-bafe496f4fe2,tg:rubgr:3367,Items,1,AFG_093_030,isad:rub:3019,,,,
56ab6dca-0490-51e3-a944-314583817b88,tg:rubgr:4508,Items,1,AFG_115_024,isad:rub:3036,,,,
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,Items,1,AFG_086_083,isad:rub:3016,,,,
88eb0865-9a90-57f0-9b99-9637b00d3210,tg:rubgr:3737,Items,1,AFG_098_045,isad:rub:3021,,,,
61ec8430-6d0e-585f-adc2-895e3984f41d,tg:rubgr:3222,Items,1,AFG_091_026,isad:rub:3018,,,,
5df1f967-bb5c-5f35-a6d9-2f1ecba745bf,tg:rubgr:380,Items,1,AFG_007_029,isad:rub:2937,,,,
6d430051-6798-51ed-9305-f3a3c61904e8,tg:rubgr:2960,Items,1,AFG_086_218,isad:rub:3016,,,,
6a9aeea9-31e4-5806-8ade-b058b788f941,tg:rubgr:3672,Items,1,AFG_097_118,isad:rub:3021,,,,
3a43620a-2bac-5589-bb3f-ddfd6c335af4,tg:rubgr:1566,Items,1,AFG_042_018,isad:rub:2972,,,,
f92af240-0dab-5612-af69-7bf1e4fca5de,tg:rubgr:103,Items,1,AFG_003_031,isad:rub:2933,,,,
c5ec9665-0dff-51a7-98be-877fbfccf427,tg:rubgr:5175,Items,1,AFG_143_054,isad:rub:3065,,,,
10a5b042-d317-57ea-a06b-54dd6c1c2068,tg:rubgr:1835,Items,1,AFG_049_008,isad:rub:2979,,,,
d15dbe74-83fa-5370-9b65-17269e351743,tg:rubgr:800,Items,1,AFG_017_093,isad:rub:2947,,,,
d7f25001-8808-5a1e-a276-79ddc15266f5,tg:rubgr:945,Items,1,AFG_021_029,isad:rub:2951,,,,
4df5c77e-ff3e-5376-9dbf-9e62791f746b,tg:rubgr:1970,Items,1,AFG_055_001,isad:rub:2985,,,,
57e7a4a6-3968-5973-88ee-a479d1d247c6,tg:rubgr:416,Items,1,AFG_009_005,isad:rub:2939,,,,
e5b73b74-f6d6-51e7-bef5-bf54db49ace1,tg:rubgr:4621,Items,1,AFG_119_002,isad:rub:3040,,,,
581fe53d-42a6-5af0-b2c2-c3b617436b75,tg:rubgr:1423,Items,1,AFG_038_029,isad:rub:2968,,,,
b82694f7-b33b-5007-a2d4-e3ef415c6c76,tg:rubgr:4271,Items,1,AFG_111_066,isad:rub:3032,,,,
e19110fb-19df-5598-9fc7-5e85b73b2527,tg:rubgr:1589,Items,1,AFG_043_010,isad:rub:2973,,,,
124a951f-3caa-5d8f-b85c-e529e48e1764,tg:rubgr:1073,Items,1,AFG_023_021,isad:rub:2953,,,,
a5faaec0-e8c6-56a9-9d0d-8fcfc462b6b4,tg:rubgr:1264,Items,1,AFG_033_002,isad:rub:2963,,,,
2e1db667-0e6a-5ab6-b811-5e0eba212b79,tg:rubgr:3259,Items,1,AFG_091_063,isad:rub:3018,,,,
e8303114-b787-5416-8a90-34d0f6a2ea03,tg:rubgr:251,Items,1,AFG_005_015,isad:rub:2935,,,,
476a46ba-23f6-58be-bbb3-fb03ffb5e69c,tg:rubgr:4066,Items,1,AFG_106_051,isad:rub:3027,,,,
10961998-faa7-58cc-a46f-ebf082530899,tg:rubgr:1634,Items,1,AFG_044_035,isad:rub:2974,,,,
6a125937-5e2f-508e-8522-e71cc55c963f,tg:rubgr:3609,Items,1,AFG_097_055,isad:rub:3021,,,,
ee2ee171-7e06-52a8-8cf7-0ffa28e77235,tg:rubgr:601,Items,1,AFG_013_004,isad:rub:2943,,,,
809d33c7-06d0-5bf0-91d8-f29ed337b516,tg:rubgr:4436,Items,1,AFG_112_043,isad:rub:3033,,,,
de809ed4-f74a-5eab-bb3a-8eb8c0b260fd,tg:rubgr:2018,Items,1,AFG_055_049,isad:rub:2985,,,,
f9fcec3f-63fe-5635-83b4-a05c0a2ec356,tg:rubgr:5227,Items,1,AFG_144_011,isad:rub:3066,,,,
446d2f55-01da-5024-8328-fb0eaeecf10e,tg:rubgr:4820,Items,1,AFG_134_004,isad:rub:3056,,,,
9ce10a8b-8fc4-5a9a-8826-30305095ffef,tg:rubgr:314,Items,1,AFG_006_028,isad:rub:2936,,,,
2a60ce34-0374-54ae-b2f2-9f2941ff1567,tg:rubgr:4123,Items,1,AFG_109_003,isad:rub:3030,,,,
888bc4b6-28d2-59af-8462-fb6e4eff70bd,tg:rubgr:744,Items,1,AFG_017_037,isad:rub:2947,,,,
c82a571b-607f-5163-92ec-964de8eb1ffc,tg:rubgr:4573,Items,1,AFG_117_009,isad:rub:3038,,,,
6dd8733c-f7b5-5445-84b1-21ea6f86f559,tg:rubgr:1771,Items,1,AFG_046_074,isad:rub:2976,,,,
bfad276f-a57d-5846-a290-cf92cf833b57,tg:rubgr:4089,Items,1,AFG_108_010,isad:rub:3029,,,,
e3cf140f-0962-53b0-be4e-93f045eac001,tg:rubgr:894,Items,1,AFG_020_007,isad:rub:2950,,,,
8c5e08be-551d-54be-9986-a819982465de,tg:rubgr:3936,Items,1,AFG_102_051,isad:rub:3023,,,,
686ecfca-4516-557b-887b-1b525e5d1abb,tg:rubgr:197,Items,1,AFG_004_010,isad:rub:2934,,,,
48334894-a628-55c8-90f3-d6cfada3db81,tg:rubgr:3465,Items,1,AFG_094_029,isad:rub:3020,,,,
afda0051-abc2-581b-8f0d-920f75d04230,tg:rubgr:1458,Items,1,AFG_038_064,isad:rub:2968,,,,
75464bb2-5fc1-5030-a63a-b46a65bab78e,tg:rubgr:3035,Items,1,AFG_089_035,isad:rub:3018,,,,
bf6e6cb2-7b49-5144-bfb4-9db3b87414c8,tg:rubgr:3520,Items,1,AFG_095_005,isad:rub:3021,,,,
f73e3b04-42e1-53f3-b718-80808291813f,tg:rubgr:528,Items,1,AFG_010_043,isad:rub:2940,,,,
26ae5397-e6e9-5f05-ba99-8ea72d6a2638,tg:rubgr:482,Items,1,AFG_009_071,isad:rub:2939,,,,
90df76a2-4539-5421-a2af-6e6fa07dd7f0,tg:rubgr:3170,Items,1,AFG_090_090,isad:rub:3018,,,,
9199b22d-e43b-5609-a102-b8e3729ec0ce,tg:rubgr:178,Items,1,AFG_003_106,isad:rub:2933,,,,
dc4532b1-d140-5e8f-b46f-8ac75531dccc,tg:rubgr:2761,Items,1,AFG_086_019,isad:rub:3016,,,,
fd41893b-387b-594e-ab82-19bbc7f23f98,tg:rubgr:3873,Items,1,AFG_101_025,isad:rub:3022,,,,
807c47e4-af47-589c-87e8-69d1d9080b58,tg:rubgr:5270,Items,1,AFG_144_054,isad:rub:3066,,,,
16ea83b2-23eb-5631-89c4-34fa83c6be51,tg:rubgr:4932,Items,1,AFG_136_060,isad:rub:3058,,,,
bcfc6f9e-83cd-5b6d-9f20-e99713ab2587,tg:rubgr:656,Items,1,AFG_015_013,isad:rub:2945,,,,
c0659472-0262-5599-8575-e5790d3119e6,tg:rubgr:4461,Items,1,AFG_113_025,isad:rub:3034,,,,
5a69eda4-bf29-5e19-97c2-9decaf7eef27,tg:rubgr:1663,Items,1,AFG_045_019,isad:rub:2975,,,,
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Items,1,AFG_004_019,isad:rub:2934,,,,
283aec9b-5cc8-5447-aca8-8d170fed70b2,tg:rubgr:4031,Items,1,AFG_106_016,isad:rub:3027,,,,
83a8c3c9-6c0b-5367-803e-5dfc4a21df47,tg:rubgr:1233,Items,1,AFG_029_042,isad:rub:2959,,,,
f54d5bbc-c866-53f6-8eab-2756f8b36691,tg:rubgr:2809,Items,1,AFG_086_067,isad:rub:3016,,,,
15fdd219-f80a-5ca7-93ce-119f2f7847d5,tg:rubgr:1726,Items,1,AFG_046_029,isad:rub:2976,,,,
a54845e2-62a8-5462-88f3-9e6a3d73999b,tg:rubgr:713,Items,1,AFG_017_006,isad:rub:2947,,,,
aeede4ed-6812-5289-a56d-8eeed595d83d,tg:rubgr:4524,Items,1,AFG_116_011,isad:rub:3037,,,,
100c81c8-d38f-54f4-9552-abd01adfca1f,tg:rubgr:1376,Items,1,AFG_037_012,isad:rub:2967,,,,
0939cc3d-27f7-53d2-8037-6bfe59c66b4d,tg:rubgr:5335,Items,1,AFG_145_065,isad:rub:3068,,,,
422a2582-1683-5940-a7fc-3296395c61d3,tg:rubgr:590,Items,1,AFG_012_004,isad:rub:2942,,,,
3e2e0506-7f01-5627-b6b1-58bb07ffb726,tg:rubgr:3062,Items,1,AFG_089_062,isad:rub:3018,,,,
fd9eab5f-a963-5551-a6b3-d48ebc6eb267,tg:rubgr:3598,Items,1,AFG_097_044,isad:rub:3021,,,,
0efe3ebb-ec10-5132-ab71-13d7f41210ae,tg:rubgr:3432,Items,1,AFG_093_095,isad:rub:3019,,,,
faeb788b-9f35-557a-8a19-314a99b7c115,tg:rubgr:3961,Items,1,AFG_102_076,isad:rub:3023,,,,
7112dc95-6c51-594a-910d-b11f820dc529,tg:rubgr:98,Items,1,AFG_003_026,isad:rub:2933,,,,
04b12d92-e4c5-5d98-a516-e37e39209dfb,tg:rubgr:2389,Items,1,AFG_077_073,isad:rub:3007,,,,
8c778f0a-b432-52bb-a209-d6f206e9348b,tg:rubgr:969,Items,1,AFG_022_002,isad:rub:2952,,,,
388666aa-b99f-5e33-9179-d7ae1db64f58,tg:rubgr:2223,Items,1,AFG_068_001,isad:rub:2998,,,,
088c0221-f8a0-5969-b19d-5b127367b001,tg:rubgr:1819,Items,1,AFG_047_010,isad:rub:2977,,,,
91767c84-7722-523a-a127-543c280e65bd,tg:rubgr:5159,Items,1,AFG_143_038,isad:rub:3065,,,,
b71c8834-3018-564f-a707-518fe2f9ecc4,tg:rubgr:986,Items,1,AFG_022_019,isad:rub:2952,,,,
c569babb-c0a4-5df4-90e8-4d0f8edd3011,tg:rubgr:77,Items,1,AFG_003_005,isad:rub:2933,,,,
b9cd1192-003b-5a26-8396-7c38b924cf6a,tg:rubgr:4318,Items,1,AFG_111_113,isad:rub:3032,,,,
5be5b0c8-dac0-5e2d-9a4f-420f2eb8b69e,tg:rubgr:3127,Items,1,AFG_090_047,isad:rub:3018,,,,
5ef9a0d5-c848-51e0-9426-60375ade756c,tg:rubgr:3577,Items,1,AFG_097_023,isad:rub:3021,,,,
04061c0c-3414-511d-830c-6d1b9b243723,tg:rubgr:3218,Items,1,AFG_091_022,isad:rub:3018,,,,
96dec8d4-9dc8-5465-98ac-6e518caf4661,tg:rubgr:4027,Items,1,AFG_106_012,isad:rub:3027,,,,
f6950f52-1260-53ed-a2c6-5a2bdc11c902,tg:rubgr:210,Items,1,AFG_004_023,isad:rub:2934,,,,
fd712680-cb3c-521c-be3c-f8e3e6224637,tg:rubgr:3648,Items,1,AFG_097_094,isad:rub:3021,,,,
28330453-bec7-5ba7-a8e9-de8af02d48b1,tg:rubgr:1675,Items,1,AFG_045_031,isad:rub:2975,,,,
064825cd-087e-58c4-ab83-533a2212c709,tg:rubgr:4477,Items,1,AFG_114_011,isad:rub:3035,,,,
de0e3516-4eac-51fe-ac8e-7b394c770c5e,tg:rubgr:640,Items,1,AFG_014_010,isad:rub:2944,,,,
0e0f25ad-2368-5632-8e8d-57a537be6a9d,tg:rubgr:5266,Items,1,AFG_144_050,isad:rub:3066,,,,
5c5043aa-c887-530d-92a3-2f90561d22bf,tg:rubgr:4162,Items,1,AFG_109_042,isad:rub:3030,,,,
64d2e0ac-e5bd-5716-a2f5-03afa5788a89,tg:rubgr:355,Items,1,AFG_007_004,isad:rub:2937,,,,
dce9732e-d451-5074-8f72-303a707242a4,tg:rubgr:1360,Items,1,AFG_036_013,isad:rub:2966,,,,
1b2903dd-2ca1-58a7-99d8-52d3c56fa4a8,tg:rubgr:4498,Items,1,AFG_115_014,isad:rub:3036,,,,
8c6206dc-35f0-589d-b11e-79d12a9632f6,tg:rubgr:4532,Items,1,AFG_116_019,isad:rub:3037,,,,
5ead639d-8f4e-5f82-9d41-8c756ec152fa,tg:rubgr:1730,Items,1,AFG_046_033,isad:rub:2976,,,,
469ea590-f5ad-5a58-ae44-17b655e942a2,tg:rubgr:3977,Items,1,AFG_103_004,isad:rub:3024,,,,
72542c9b-8eda-59f2-a046-8d710cc1fc1d,tg:rubgr:2665,Items,1,AFG_084_079,isad:rub:3014,,,,
a31ee1eb-e191-5717-9408-a52be55b1663,tg:rubgr:1419,Items,1,AFG_038_025,isad:rub:2968,,,,
e9412d21-c90e-5670-a65c-9cb73d7e4598,tg:rubgr:3424,Items,1,AFG_093_087,isad:rub:3019,,,,
c2a0d99f-f5e6-59aa-b806-0a7cee31e072,tg:rubgr:1049,Items,1,AFG_022_082,isad:rub:2952,,,,
ab852c3b-9da4-510d-ac8d-09bea53ea7d4,tg:rubgr:3074,Items,1,AFG_089_074,isad:rub:3018,,,,
732224d5-4251-52ae-85e6-c46f014f3f4a,tg:rubgr:3561,Items,1,AFG_097_007,isad:rub:3021,,,,
d2b579e1-d35b-5b68-975c-b668e6664d42,tg:rubgr:3131,Items,1,AFG_090_051,isad:rub:3018,,,,
72a37238-350d-574d-8f3f-0128d13433fe,tg:rubgr:61,Items,1,AFG_002_006,isad:rub:2932,,,,
25c9f0c8-00bd-59b6-8ef0-877db4ed215f,tg:rubgr:990,Items,1,AFG_022_023,isad:rub:2952,,,,
9dc94480-9f2e-52d4-81c0-f906fd852ce4,tg:rubgr:3998,Items,1,AFG_104_001,isad:rub:3025,,,,
5fc5c3e1-4fd8-5eb1-82a6-fd69092da308,tg:rubgr:3832,Items,1,AFG_100_008,isad:rub:3021,,,,
c62312b7-5056-5c72-843e-573e283b8ee9,tg:rubgr:2720,Items,1,AFG_085_033,isad:rub:3015,,,,
cd535d4b-9dd2-5d1b-ba3d-94a5a78c1928,tg:rubgr:5231,Items,1,AFG_144_015,isad:rub:3066,,,,
e77ffe44-df20-5769-9162-640bc27181de,tg:rubgr:4973,Items,1,AFG_137_008,isad:rub:3059,,,,
02e2b0a4-4a83-5071-9813-5422359a7a47,tg:rubgr:617,Items,1,AFG_013_020,isad:rub:2943,,,,
4b78b7c4-58d6-5d84-a7a1-870df3d4895e,tg:rubgr:4070,Items,1,AFG_107_003,isad:rub:3028,,,,
ec79db82-8e6e-50c3-854c-a05c5b1f21d5,tg:rubgr:247,Items,1,AFG_005_011,isad:rub:2935,,,,
e2160fc5-ecb9-5e3c-a54f-d7c70fe3d257,tg:rubgr:1767,Items,1,AFG_046_070,isad:rub:2976,,,,
80d06081-5b16-50b6-8e6c-c59a8dc0a87b,tg:rubgr:2848,Items,1,AFG_086_106,isad:rub:3016,,,,
6c89cfdf-cf90-53c2-a0ae-4f033c41ad89,tg:rubgr:1337,Items,1,AFG_035_003,isad:rub:2965,,,,
f67bb246-8e47-5f66-9d8e-1b4501555b44,tg:rubgr:4135,Items,1,AFG_109_015,isad:rub:3030,,,,
0b0e40b9-cdcd-5172-9877-1863b30a620d,tg:rubgr:302,Items,1,AFG_006_016,isad:rub:2936,,,,
757c3307-6247-5c81-84c7-adfe0badda91,tg:rubgr:4836,Items,1,AFG_134_020,isad:rub:3056,,,,
f3e7666f-134c-54dd-948b-c180bd226218,tg:rubgr:3023,Items,1,AFG_089_023,isad:rub:3018,,,,
8ad27b8b-4e4e-5912-b87f-c40ce9e2b0a8,tg:rubgr:3473,Items,1,AFG_094_037,isad:rub:3020,,,,
00f1b853-31a3-5506-869f-bac2f9debb0c,tg:rubgr:3189,Items,1,AFG_090_109,isad:rub:3018,,,,
e1a0403f-a180-5434-834f-4448c6f81f31,tg:rubgr:3920,Items,1,AFG_102_035,isad:rub:3023,,,,
506d8c94-916c-5fdf-8859-00046164a01c,tg:rubgr:928,Items,1,AFG_021_012,isad:rub:2951,,,,
216b01a2-d178-58d4-895a-736dc54d7f71,tg:rubgr:882,Items,1,AFG_019_053,isad:rub:2949,,,,
08cb6b97-cff3-5a68-a7de-a4765ebafe78,tg:rubgr:2798,Items,1,AFG_086_056,isad:rub:3016,,,,
