ResourceID,brocade.id,card,Documented Place Order,place_au_code,Documented Place Name Widget
b541f3f7-0ade-5d72-820c-7123d84daa6e,tg:rubhs:75_#1,Places,3,au::100654,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,Places,1,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,Places,2,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,Places,3,au::100105,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
91b7564b-e48c-5703-abd9-245cc4fb06b9,tg:rubhs:65_#1,Places,4,au::100266,"dlod={""name"":""Geel (Turnhout)"",""ark"":""ark:/83110/x0/3a873463-f933-51c1-962a-db62e7066f51"",""uri"":""/subjects/8404"",""id"":""au::100266"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
c93125de-0eed-504f-8f99-7e0e64468078,tg:rubhs:17_#1,Places,1,au::102047,"dlod={""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
1a6545a8-3afa-5321-8da9-5eff10f14cfb,tg:rubhs:110_#1,Places,1,au::102018,"dlod={""name"":""München (München, Landeshauptstadt)"",""ark"":""ark:/83110/x0/8ec95506-7f81-5c3c-b061-9aa8478ebe4b"",""uri"":""/subjects/15287"",""id"":""au::102018"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
1a6545a8-3afa-5321-8da9-5eff10f14cfb,tg:rubhs:110_#1,Places,2,au::102068,"dlod={""name"":""Potsdam (Kreisfreie Stadt Potsdam)"",""ark"":""ark:/83110/x0/6c0bffe6-967c-5b50-b901-b2f146a4a2ed"",""uri"":""/subjects/9408"",""id"":""au::102068"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
bb60850f-efe0-501c-8c5f-a98d65905e84,tg:rubhs:214_#1,Places,1,au::102989,"dlod={""name"":""Metz (Moselle)"",""ark"":""ark:/83110/x0/d5eafadb-58ae-5686-a8b1-ea8b7dee3fb9"",""uri"":""/subjects/12772"",""id"":""au::102989"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,1,au::102047,"dlod={""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,10,au::101950,"dlod={""name"":""Mannheim (Mannheim, Universitätsstadt)"",""ark"":""ark:/83110/x0/05ce7ce8-0ac1-5deb-a123-79d8a40ae103"",""uri"":""/subjects/11600"",""id"":""au::101950"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,11,au::102018,"dlod={""name"":""München (München, Landeshauptstadt)"",""ark"":""ark:/83110/x0/8ec95506-7f81-5c3c-b061-9aa8478ebe4b"",""uri"":""/subjects/15287"",""id"":""au::102018"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,12,au::101969,"dlod={""name"":""Stuttgart (Baden-Württemberg)"",""ark"":""ark:/83110/x0/bf04b905-9e3a-5d8c-95c2-0d7b93b67535"",""uri"":""/subjects/8345"",""id"":""au::101969"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,13,au::102429,"dlod={""name"":""Weimar (Kreisfreie Stadt Weimar)"",""ark"":""ark:/83110/x0/cf373938-0adb-5e8f-b8a4-882f534c6dfe"",""uri"":""/subjects/14140"",""id"":""au::102429"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,14,au::105330,"dlod={""name"":""Klosterneuburg (Politischer Bezirk Tulln)"",""ark"":""ark:/83110/x0/5c0b7f28-a6b4-5141-8dfc-c60ffcf95f5c"",""uri"":""/subjects/11140"",""id"":""au::105330"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,15,au::105373,"dlod={""name"":""Wenen (Wien Stadt)"",""ark"":""ark:/83110/x0/9c50f346-b863-5aa6-9ed1-b294a3aba428"",""uri"":""/subjects/12324"",""id"":""au::105373"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,16,au::106603,"dlod={""name"":""Bazel (Basel-Stadt)"",""ark"":""ark:/83110/x0/7d690bf1-e8e0-5de9-9603-56fad282a65d"",""uri"":""/subjects/8764"",""id"":""au::106603"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,17,au::101893,"dlod={""name"":""Kopenhagen (København)"",""ark"":""ark:/83110/x0/0db63870-fce9-50ec-8869-632b487a9a0a"",""uri"":""/subjects/9127"",""id"":""au::101893"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,18,au::106586,"dlod={""name"":""Stockholm (Stockholms Kommun)"",""ark"":""ark:/83110/x0/b78fedb2-2e90-5fb3-96e5-c60991713360"",""uri"":""/subjects/14440"",""id"":""au::106586"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,19,au::105606,"dlod={""name"":""Sint-Petersburg (Sankt-Peterburg)"",""ark"":""ark:/83110/x0/8bdd6455-a902-54bf-a429-42fba68e43ab"",""uri"":""/subjects/15322"",""id"":""au::105606"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,2,au::101985,"dlod={""name"":""Bamberg (Kreisfreie Stadt Bamberg)"",""ark"":""ark:/83110/x0/a36187df-2fa3-5c35-b0b2-987a38e04b75"",""uri"":""/subjects/8392"",""id"":""au::101985"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,3,au::102084,"dlod={""name"":""Darmstadt (Hessen)"",""ark"":""ark:/83110/x0/a34dffd0-4adb-5843-b293-c8148d563e1c"",""uri"":""/subjects/14605"",""id"":""au::102084"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,4,au::102087,"dlod={""name"":""Frankfurt am Main (Regierungsbezirk Darmstadt)"",""ark"":""ark:/83110/x0/f1cd9779-a9f2-53ed-81a7-dd990009167e"",""uri"":""/subjects/14972"",""id"":""au::102087"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,5,au::102161,"dlod={""name"":""Hannover (Hannover, Landeshauptstadt)"",""ark"":""ark:/83110/x0/624ebffc-2a2c-5369-be15-e8190c903a67"",""uri"":""/subjects/10116"",""id"":""au::102161"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,6,au::102357,"dlod={""name"":""Dresden (Kreisfreie Stadt Dresden)"",""ark"":""ark:/83110/x0/5a437276-7536-5644-85a5-2c982638778e"",""uri"":""/subjects/12877"",""id"":""au::102357"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,7,au::101943,"dlod={""name"":""Karlsruhe (Baden-Württemberg)"",""ark"":""ark:/83110/x0/f48e2fad-7bf6-5cdc-91b8-8f5067367401"",""uri"":""/subjects/12816"",""id"":""au::101943"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,8,au::102097,"dlod={""name"":""Kassel (Hessen)"",""ark"":""ark:/83110/x0/f08815cf-8f4c-514d-88a7-eeae2348f974"",""uri"":""/subjects/8202"",""id"":""au::102097"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9c7106c9-6779-5eed-b3df-9ec4d881a1c3,tg:rubhs:80_#1,Places,9,au::102401,"dlod={""name"":""Lübeck (Lübeck, Hansestadt)"",""ark"":""ark:/83110/x0/9928190a-befd-54dd-ae87-34ba0ef6e4af"",""uri"":""/subjects/10784"",""id"":""au::102401"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
d000db93-3296-50d4-876f-452212959e29,tg:rubhs:39_#1,Places,1,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
41569fb0-7b3c-5bc9-b228-045e06e18d76,tg:rubhs:29_#1,Places,1,au::106118,"dlod={""name"":""Londen (Greater London)"",""ark"":""ark:/83110/x0/bfce85cc-f5fb-53db-9176-4665e3323a3b"",""uri"":""/subjects/9484"",""id"":""au::106118"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9217b5e3-1813-5454-9f46-4015a9d42dc5,tg:rubhs:64_#1,Places,1,au::102087,"dlod={""name"":""Frankfurt am Main (Regierungsbezirk Darmstadt)"",""ark"":""ark:/83110/x0/f1cd9779-a9f2-53ed-81a7-dd990009167e"",""uri"":""/subjects/14972"",""id"":""au::102087"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9217b5e3-1813-5454-9f46-4015a9d42dc5,tg:rubhs:64_#1,Places,2,au::102084,"dlod={""name"":""Darmstadt (Hessen)"",""ark"":""ark:/83110/x0/a34dffd0-4adb-5843-b293-c8148d563e1c"",""uri"":""/subjects/14605"",""id"":""au::102084"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
9217b5e3-1813-5454-9f46-4015a9d42dc5,tg:rubhs:64_#1,Places,3,au::102044,"dlod={""name"":""Würzburg (Kreisfreie Stadt Würzburg)"",""ark"":""ark:/83110/x0/9b3aad31-cec1-5a1c-bf80-929c7d84165e"",""uri"":""/subjects/13496"",""id"":""au::102044"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
0780e327-6208-5ff3-87fb-960d0a9a0ff2,tg:rubhs:74_#1,Places,1,au::105373,"dlod={""name"":""Wenen (Wien Stadt)"",""ark"":""ark:/83110/x0/9c50f346-b863-5aa6-9ed1-b294a3aba428"",""uri"":""/subjects/12324"",""id"":""au::105373"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
0780e327-6208-5ff3-87fb-960d0a9a0ff2,tg:rubhs:74_#1,Places,2,au::102018,"dlod={""name"":""München (München, Landeshauptstadt)"",""ark"":""ark:/83110/x0/8ec95506-7f81-5c3c-b061-9aa8478ebe4b"",""uri"":""/subjects/15287"",""id"":""au::102018"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
cd8000b6-b26a-54f7-b3f4-01bde0348542,tg:rubhs:5_#1,Places,1,au::102047,"dlod={""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
dbf2300b-c2f3-5820-8a2e-bc0be3e71817,tg:rubhs:16_#1,Places,1,au::102047,"dlod={""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
