brocade.id,Change History Identifier,Change History Timespan,Change History User,Change History Description,Change History Activity,ResourceID
tg:rubhs:132,11812765,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,da18148f-d2af-5bae-8550-df807cde96ef
tg:rubhs:132,11816788,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,da18148f-d2af-5bae-8550-df807cde96ef
tg:rubhs:132,11820811,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,da18148f-d2af-5bae-8550-df807cde96ef
tg:rubhs:132,12398929,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,da18148f-d2af-5bae-8550-df807cde96ef
tg:rubhs:132,15474902,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,da18148f-d2af-5bae-8550-df807cde96ef
tg:rubhs:42,,2016-07-19 14:26:05 +0000 UTC,dbuelens,,Creatie,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,9380944,2016-07-19 14:26:05 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,9380945,2016-07-19 14:26:05 +0000 UTC,dbuelens,Bewerken van de items,edit,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,9380946,2016-07-19 14:26:05 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,9380950,2016-07-19 14:26:05 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,10130812,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,10134541,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,10138279,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,10181964,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,10199764,2017-08-17 11:31:39 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,10199765,2017-08-17 11:31:39 +0000 UTC,dbuelens,Bewerken van de items,edit,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,10757488,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,11812867,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,11816890,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,11820913,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,12399031,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:42,15475004,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,f796fdf7-8d51-535e-842d-58981ff831bd
tg:rubhs:126,,2016-07-26 10:49:18 +0000 UTC,dbuelens,,Creatie,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,9384810,2016-07-26 10:49:18 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,9384811,2016-07-26 10:49:18 +0000 UTC,dbuelens,Bewerken van de items,edit,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,9384812,2016-07-26 10:49:18 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,9384816,2016-07-26 10:49:18 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,9394070,2016-08-02 16:26:54 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,10130706,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,10134435,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,10138173,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,10181858,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,10757379,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,11812758,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,11816781,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,11820804,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,12398922,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:126,15474895,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,fbfdb4db-8642-5512-b87f-c16b54471bd9
tg:rubhs:95,,2016-07-25 12:17:11 +0000 UTC,dbuelens,,Creatie,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,9383622,2016-07-25 12:17:11 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,9383623,2016-07-25 12:17:11 +0000 UTC,dbuelens,Bewerken van de items,edit,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,9383624,2016-07-25 12:17:11 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,9383628,2016-07-25 12:17:11 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,10130868,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,10134597,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,10138335,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,10182020,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,10757544,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,11812923,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,11816946,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,11820969,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,12399087,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:95,15475060,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,c9314aa8-f637-5d3d-aab1-b5a856601641
tg:rubhs:81,,2016-07-25 10:26:11 +0000 UTC,dbuelens,,Creatie,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,9383098,2016-07-25 10:26:11 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,9383099,2016-07-25 10:26:11 +0000 UTC,dbuelens,Bewerken van de items,edit,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,9383100,2016-07-25 10:26:11 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,9383104,2016-07-25 10:26:11 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,9391311,2016-07-29 15:39:31 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,10130853,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,10134582,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,10138320,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,10182005,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,10757529,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,11812908,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,11816931,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,11820954,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,12399072,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:81,15475045,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,51b168ce-729d-54c0-a9ce-7b6a533a96b6
tg:rubhs:80,,2016-07-25 10:08:18 +0000 UTC,dbuelens,,Creatie,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,9383054,2016-07-25 10:08:18 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,9383055,2016-07-25 10:08:18 +0000 UTC,dbuelens,Bewerken van de items,edit,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,9383056,2016-07-25 10:08:18 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,9383060,2016-07-25 10:08:18 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,9391302,2016-07-29 15:37:15 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,10130852,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,10134581,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,10138319,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,10182004,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,10757528,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,11812907,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,11816930,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,11820953,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,11990454,2018-11-12 15:07:16 +0000 UTC,jvhecke,Markering als gecontroleerd,,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,12399071,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:80,15475044,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,ebc83518-f60b-5f0c-b64c-80c6387a73d0
tg:rubhs:94,,2016-07-25 12:08:04 +0000 UTC,dbuelens,,Creatie,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,9383595,2016-07-25 12:08:04 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,9383596,2016-07-25 12:08:04 +0000 UTC,dbuelens,Bewerken van de items,edit,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,9383597,2016-07-25 12:08:04 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,9383601,2016-07-25 12:08:04 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,9391547,2016-08-01 10:22:50 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,10130867,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,10134596,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,10138334,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,10182019,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,10757543,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,11812922,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,11816945,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,11820968,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,12399086,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:94,15475059,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,a3efe53b-777c-5c27-8fac-b2ab7e054028
tg:rubhs:127,,2016-07-26 10:57:20 +0000 UTC,dbuelens,,Creatie,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,9384828,2016-07-26 10:57:20 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,9384829,2016-07-26 10:57:20 +0000 UTC,dbuelens,Bewerken van de items,edit,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,9384830,2016-07-26 10:57:20 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,9384834,2016-07-26 10:57:20 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,9394079,2016-08-02 16:27:24 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,10130707,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,10134436,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,10138174,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,10181859,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,10757380,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,11812759,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,11816782,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,11820805,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,12398923,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:127,15474896,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,7bb7ee8c-d758-5f48-85c7-92490616feb2
tg:rubhs:43,,2016-07-19 14:31:13 +0000 UTC,dbuelens,,Creatie,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,9380980,2016-07-19 14:31:13 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,9380981,2016-07-19 14:31:13 +0000 UTC,dbuelens,Bewerken van de items,edit,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,9380982,2016-07-19 14:31:13 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,9380986,2016-07-19 14:31:13 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,10130813,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,10134542,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,10138280,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,10181965,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,10199773,2017-08-17 11:32:29 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,10199774,2017-08-17 11:32:29 +0000 UTC,dbuelens,Bewerken van de items,edit,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,10199782,2017-08-17 11:32:46 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,10757489,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,11812868,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,11816891,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,11820914,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,12399032,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:43,15475005,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,1f383322-e8b4-573b-86ee-bc6813d2abbd
tg:rubhs:133,,2016-07-26 11:56:42 +0000 UTC,dbuelens,,Creatie,f4f61012-e6e6-53f0-87aa-1af53cde29a3
tg:rubhs:133,9385144,2016-07-26 11:56:42 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,f4f61012-e6e6-53f0-87aa-1af53cde29a3
tg:rubhs:133,9385145,2016-07-26 11:56:42 +0000 UTC,dbuelens,Bewerken van de items,edit,f4f61012-e6e6-53f0-87aa-1af53cde29a3
tg:rubhs:133,9385146,2016-07-26 11:56:42 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,f4f61012-e6e6-53f0-87aa-1af53cde29a3
tg:rubhs:133,9385150,2016-07-26 11:56:42 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,f4f61012-e6e6-53f0-87aa-1af53cde29a3
