ResourceID,brocade.id,card,order,source_field,Keyword
62948151-4c94-5bdd-a21a-608f1477d274,tg:rubgr:545,Keywords,1,kenmerken.rubkeyword,"Molanus, Joannes"
62948151-4c94-5bdd-a21a-608f1477d274,tg:rubgr:545,Keywords,2,kenmerken.rubkeyword,"Freedberg, David Adrian"
13a592fd-0f0b-531f-8d95-a54f3f9750f4,tg:rubgr:4288,Keywords,1,kenmerken.rubkeyword,"Zupnick, Irving L."
b8f5eb9e-95f2-548d-8ad4-8c65553be050,tg:rubgr:1065,Keywords,1,kenmerken.rubkeyword,"Bol, Hans"
b8f5eb9e-95f2-548d-8ad4-8c65553be050,tg:rubgr:1065,Keywords,2,kenmerken.rubkeyword,"Collaert, Adriaen"
b8f5eb9e-95f2-548d-8ad4-8c65553be050,tg:rubgr:1065,Keywords,3,kenmerken.rubkeyword,"Luyck, Hans van"
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,Keywords,1,kenmerken.rubkeyword,"Clovio, Giulio"
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,Keywords,2,kenmerken.rubkeyword,tekenkunst
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,Keywords,3,kenmerken.rubkeyword,Methode
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,Keywords,4,kenmerken.rubkeyword,vormgeving
add7db4a-cdf4-5243-a528-79417eb20d78,tg:rubgr:1435,Keywords,1,kenmerken.rubkeyword,"Hausenstein, Wilhelm"
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,1,kenmerken.rubkeyword,Laatste Oordeel
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,2,kenmerken.rubkeyword,tekenkunst
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,3,kenmerken.rubkeyword,prentkunst
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,4,kenmerken.rubkeyword,kostuum
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,5,kenmerken.rubkeyword,voorwerp
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,6,kenmerken.rubkeyword,"Borms, Jan"
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,Keywords,7,kenmerken.rubkeyword,"Knipping, John B."
bb62a898-50a6-50b3-a44e-2f9e060e9e81,tg:rubgr:2219,Keywords,1,kenmerken.rubkeyword,"Londen, Witt Library"
70038380-71dd-5a9b-af39-4051d9409a9e,tg:rubgr:2537,Keywords,1,kenmerken.rubkeyword,"Cleve, Marten van (I)"
70038380-71dd-5a9b-af39-4051d9409a9e,tg:rubgr:2537,Keywords,2,kenmerken.rubkeyword,"Bangel, Rudolf"
70038380-71dd-5a9b-af39-4051d9409a9e,tg:rubgr:2537,Keywords,3,kenmerken.rubkeyword,"Darmstadt, Hessisches Landesmuseum Darmstadt"
70038380-71dd-5a9b-af39-4051d9409a9e,tg:rubgr:2537,Keywords,4,kenmerken.rubkeyword,"Londen, Witt Library"
5106b653-34ce-568b-a589-321045ea8df2,tg:rubgr:4119,Keywords,1,kenmerken.rubkeyword,"Fontaine Verwey, H. de la"
44f316c0-2c66-508d-a47e-3fe71e01064e,tg:rubgr:4549,Keywords,1,kenmerken.rubkeyword,"Baltrusaitis, Jurgis"
037309f8-8f5b-5f37-8044-6ce5455e61ee,tg:rubgr:791,Keywords,1,kenmerken.rubkeyword,"Becker, Felix"
037309f8-8f5b-5f37-8044-6ce5455e61ee,tg:rubgr:791,Keywords,2,kenmerken.rubkeyword,"Michiel, Marcantonio"
037309f8-8f5b-5f37-8044-6ce5455e61ee,tg:rubgr:791,Keywords,3,kenmerken.rubkeyword,"Frimmel, Theodor von"
32e4eb8d-a113-5c79-a6c7-a4fccf150f52,tg:rubgr:3799,Keywords,1,kenmerken.rubkeyword,"Erasmus, Kurt"
b30d8240-2015-58a6-908f-bdd8020b27d0,tg:rubgr:2921,Keywords,1,kenmerken.rubkeyword,"Corbet, August"
2e48946a-6634-5a76-a87d-0d025b40e35e,tg:rubgr:2022,Keywords,1,kenmerken.rubkeyword,"Londen, Witt Library"
60a7ed78-29f0-5074-b651-1fe965b6967a,tg:rubgr:1527,Keywords,1,kenmerken.rubkeyword,"Bos, Cornelis"
60a7ed78-29f0-5074-b651-1fe965b6967a,tg:rubgr:1527,Keywords,2,kenmerken.rubkeyword,"Schéle, Sune"
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,1,kenmerken.rubkeyword,vanitas
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,2,kenmerken.rubkeyword,bol
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,3,kenmerken.rubkeyword,gierigheid
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,4,kenmerken.rubkeyword,iconografie
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,5,kenmerken.rubkeyword,"Kurz, Otto"
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,6,kenmerken.rubkeyword,"Möller, Lieselotte"
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,Keywords,7,kenmerken.rubkeyword,"Saxl, Fritz"
66f93fc0-a409-50c8-b7dd-a2d40ade7e93,tg:rubgr:1177,Keywords,1,kenmerken.rubkeyword,"Londen, Witt Library"
fcca69b7-8694-5e9f-a294-84ae17d30d44,tg:rubgr:4375,Keywords,1,kenmerken.rubkeyword,"Combe, Jacques"
fcca69b7-8694-5e9f-a294-84ae17d30d44,tg:rubgr:4375,Keywords,2,kenmerken.rubkeyword,"Stridbeck, Carl Gustav"
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,tg:rubgr:841,Keywords,1,kenmerken.rubkeyword,"Borculo, Herman van"
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,tg:rubgr:841,Keywords,2,kenmerken.rubkeyword,"Scorel, Jan van"
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,tg:rubgr:841,Keywords,3,kenmerken.rubkeyword,prentkunst
8c348455-2b81-54f0-8b92-5517a3c802f9,tg:rubgr:5071,Keywords,1,kenmerken.rubkeyword,"La Tour, Georges de"
0e356e97-41e8-5790-8127-b0f0873a4b02,tg:rubgr:4660,Keywords,1,kenmerken.rubkeyword,"Verhaecht, Tobias"
d1c3de03-3579-5d65-80be-4dfd50ffdb35,tg:rubgr:1198,Keywords,1,kenmerken.rubkeyword,"Brukenthal, Samuel von"
d1c3de03-3579-5d65-80be-4dfd50ffdb35,tg:rubgr:1198,Keywords,2,kenmerken.rubkeyword,"Frimmel, Theodor von"
d1c3de03-3579-5d65-80be-4dfd50ffdb35,tg:rubgr:1198,Keywords,3,kenmerken.rubkeyword,"Sibiu, Muzeul Brukenthal"
84116d26-0e48-5078-84df-e8f8124562fc,tg:rubgr:457,Keywords,1,kenmerken.rubkeyword,"Wildens, Jeremias"
84116d26-0e48-5078-84df-e8f8124562fc,tg:rubgr:457,Keywords,2,kenmerken.rubkeyword,"Valckenisse, Philips"
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Keywords,1,kenmerken.rubkeyword,"Cranach, Lucas I"
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Keywords,2,kenmerken.rubkeyword,"Keiser, Herbert Wolfgang"
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Keywords,3,kenmerken.rubkeyword,"Servais, Max"
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Keywords,4,kenmerken.rubkeyword,"Smekens, Frans"
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,Keywords,5,kenmerken.rubkeyword,"Oldenburg, Landesmuseum für Kunst und Kulturgeschichte, Schloss"
508c061b-0ac3-5200-a66f-29fa46ca06fa,tg:rubgr:1032,Keywords,1,kenmerken.rubkeyword,"Bol, Hans"
508c061b-0ac3-5200-a66f-29fa46ca06fa,tg:rubgr:1032,Keywords,2,kenmerken.rubkeyword,"Argouytinsky-Dolgoroukoff, Wladimir"
a0dc4c1f-74b7-5c47-ba47-c97627e76096,tg:rubgr:292,Keywords,1,kenmerken.rubkeyword,volkskunde
a7260df8-a873-5baa-8215-29583d82c2de,tg:rubgr:3760,Keywords,1,kenmerken.rubkeyword,"Waetzoldt, Wilhelm"
a7260df8-a873-5baa-8215-29583d82c2de,tg:rubgr:3760,Keywords,2,kenmerken.rubkeyword,"Winkler, Friedrich"
229ba1fe-3025-5478-b1a6-9f3f120d29e8,tg:rubgr:768,Keywords,1,kenmerken.rubkeyword,Velázquez
229ba1fe-3025-5478-b1a6-9f3f120d29e8,tg:rubgr:768,Keywords,2,kenmerken.rubkeyword,"Justi, Carl"
05ec1fa4-fab4-578d-91fb-022fb102f71c,tg:rubgr:338,Keywords,1,kenmerken.rubkeyword,volkskunde
862a892d-c5b8-5f1f-83c5-ced9958e2748,tg:rubgr:2521,Keywords,1,kenmerken.rubkeyword,"Cleve, Marten van (I)"
862a892d-c5b8-5f1f-83c5-ced9958e2748,tg:rubgr:2521,Keywords,2,kenmerken.rubkeyword,"Londen, Witt Library"
862a892d-c5b8-5f1f-83c5-ced9958e2748,tg:rubgr:2521,Keywords,3,kenmerken.rubkeyword,"Keulen, Lempertz"
7b3bfad1-584f-5ca9-af95-510983fe9d91,tg:rubgr:4949,Keywords,1,kenmerken.rubkeyword,"Clark, Kenneth"
3cebb87f-6cb9-5949-aa14-cbfb10f15df2,tg:rubgr:2464,Keywords,1,kenmerken.rubkeyword,"Bol, Hans"
3cebb87f-6cb9-5949-aa14-cbfb10f15df2,tg:rubgr:2464,Keywords,2,kenmerken.rubkeyword,"Savery, Jacob (I)"
01e63bde-b5f0-5f51-a022-8a0774f1d01c,tg:rubgr:787,Keywords,1,kenmerken.rubkeyword,"Gronau, Georg"
c0bab8ac-de0e-5a75-af27-c180db8650b4,tg:rubgr:1248,Keywords,1,kenmerken.rubkeyword,"Waal, H. van de"
230a0b02-94ee-56b2-a90f-8e58ae40178f,tg:rubgr:857,Keywords,1,kenmerken.rubkeyword,Meester van het Errera-Schetsboek
230a0b02-94ee-56b2-a90f-8e58ae40178f,tg:rubgr:857,Keywords,2,kenmerken.rubkeyword,"Callatay, Edouard de"
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Keywords,1,kenmerken.rubkeyword,"Geeraerts, Marcus I"
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Keywords,2,kenmerken.rubkeyword,"Freedberg, David"
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Keywords,3,kenmerken.rubkeyword,"Hodnett, Edward"
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Keywords,4,kenmerken.rubkeyword,"Schouteet, Albert"
d5df4bff-2273-5e2a-ad2f-3a141849035c,tg:rubgr:504,Keywords,5,kenmerken.rubkeyword,"Londen, British Museum Library"
e252befe-b683-5741-9f3e-20e89db9f808,tg:rubgr:1531,Keywords,1,kenmerken.rubkeyword,"Momper, Joos de (II)"
e252befe-b683-5741-9f3e-20e89db9f808,tg:rubgr:1531,Keywords,2,kenmerken.rubkeyword,"Raczynski, Joseph Alexander"
b6e33e93-997a-53cd-8edb-dee29dd632d7,tg:rubgr:1024,Keywords,1,kenmerken.rubkeyword,breviarium Grimani
b6e33e93-997a-53cd-8edb-dee29dd632d7,tg:rubgr:1024,Keywords,2,kenmerken.rubkeyword,"Coggiola, Giulio"
b6e33e93-997a-53cd-8edb-dee29dd632d7,tg:rubgr:1024,Keywords,3,kenmerken.rubkeyword,"Leidinger, Georg"
8e9f9d1b-40b8-59da-962d-e9b4f0d1ed34,tg:rubgr:3449,Keywords,1,kenmerken.rubkeyword,"Combe, Jacques"
11484f99-ccf3-5fc1-9db3-7035560a602d,tg:rubgr:1474,Keywords,1,kenmerken.rubkeyword,"Duca, Vittorio"
11484f99-ccf3-5fc1-9db3-7035560a602d,tg:rubgr:1474,Keywords,2,kenmerken.rubkeyword,"Pauw, Charles de"
f8030d3e-7c70-567e-a6fc-93997443c2b8,tg:rubgr:441,Keywords,1,kenmerken.rubkeyword,"Romdahl, Axel L."
ba302184-385b-52f4-8bc2-95e48027f2d4,tg:rubgr:4676,Keywords,1,kenmerken.rubkeyword,"Deblaere, Albert"
992f645a-38f2-592a-939d-c449949edca5,tg:rubgr:1927,Keywords,1,kenmerken.rubkeyword,"Bles, Herri met de"
c3acbb61-9caf-5d14-a4de-860ab704d52e,tg:rubgr:912,Keywords,1,kenmerken.rubkeyword,iconografie
c3acbb61-9caf-5d14-a4de-860ab704d52e,tg:rubgr:912,Keywords,2,kenmerken.rubkeyword,"Arnot, Guido"
c3acbb61-9caf-5d14-a4de-860ab704d52e,tg:rubgr:912,Keywords,3,kenmerken.rubkeyword,"Davis, Frank"
c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,tg:rubgr:5067,Keywords,1,kenmerken.rubkeyword,"Clovio, Giulio"
c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,tg:rubgr:5067,Keywords,2,kenmerken.rubkeyword,"Greco, El"
c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,tg:rubgr:5067,Keywords,3,kenmerken.rubkeyword,"Du Gué Trapier, Elizabeth"
c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,tg:rubgr:5067,Keywords,4,kenmerken.rubkeyword,"Rome, Galleria Farnese"
1bdf25d0-ccff-5d0d-8a0e-507176920d33,tg:rubgr:5319,Keywords,1,kenmerken.rubkeyword,"Clovio, Giulio"
1bdf25d0-ccff-5d0d-8a0e-507176920d33,tg:rubgr:5319,Keywords,2,kenmerken.rubkeyword,Michelangelo
1bdf25d0-ccff-5d0d-8a0e-507176920d33,tg:rubgr:5319,Keywords,3,kenmerken.rubkeyword,"Châtelet, Albert"
1bdf25d0-ccff-5d0d-8a0e-507176920d33,tg:rubgr:5319,Keywords,4,kenmerken.rubkeyword,"Winkler, Friedrich"
3449d19d-96a8-500e-862b-8a6a29cc9ca2,tg:rubgr:4158,Keywords,1,kenmerken.rubkeyword,"Dalem, Cornelis van"
dac66ae3-5cc6-51f8-9f47-9153fd2f3b7b,tg:rubgr:695,Keywords,1,kenmerken.rubkeyword,"Grevenbroeck, Charles-Leopold Van"
464e61bb-da61-51f6-bc53-bafe496f4fe2,tg:rubgr:3367,Keywords,1,kenmerken.rubkeyword,"Valckenborch, Lucas van"
464e61bb-da61-51f6-bc53-bafe496f4fe2,tg:rubgr:3367,Keywords,2,kenmerken.rubkeyword,"Goossens, Korneel"
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,Keywords,1,kenmerken.rubkeyword,"Sadeler, Aegidius"
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,Keywords,2,kenmerken.rubkeyword,"Spranger, Bartholomeus"
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,Keywords,3,kenmerken.rubkeyword,"Sandrart, Joachim I von"
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,Keywords,4,kenmerken.rubkeyword,"Volkmann, Johann Jacob"
cf32b6ee-359f-516e-9bfe-30c16075c282,tg:rubgr:2825,Keywords,5,kenmerken.rubkeyword,"Londen, Victoria and Albert National Art Library"
6d430051-6798-51ed-9305-f3a3c61904e8,tg:rubgr:2960,Keywords,1,kenmerken.rubkeyword,"Pächt, Otto"
3a43620a-2bac-5589-bb3f-ddfd6c335af4,tg:rubgr:1566,Keywords,1,kenmerken.rubkeyword,"Cleve, Marten van (I)"
f92af240-0dab-5612-af69-7bf1e4fca5de,tg:rubgr:103,Keywords,1,kenmerken.rubkeyword,"Snel, Jacques"
f92af240-0dab-5612-af69-7bf1e4fca5de,tg:rubgr:103,Keywords,2,kenmerken.rubkeyword,"Momper, Joos de (II)"
f92af240-0dab-5612-af69-7bf1e4fca5de,tg:rubgr:103,Keywords,3,kenmerken.rubkeyword,"Palludaen, Joris"
f92af240-0dab-5612-af69-7bf1e4fca5de,tg:rubgr:103,Keywords,4,kenmerken.rubkeyword,"Stockholm, Nationalmuseum"
c5ec9665-0dff-51a7-98be-877fbfccf427,tg:rubgr:5175,Keywords,1,kenmerken.rubkeyword,"Reveley, Henry"
10a5b042-d317-57ea-a06b-54dd6c1c2068,tg:rubgr:1835,Keywords,1,kenmerken.rubkeyword,"Klauner, Friderike"
10a5b042-d317-57ea-a06b-54dd6c1c2068,tg:rubgr:1835,Keywords,2,kenmerken.rubkeyword,"Raczynski, Joseph Alexander"
d15dbe74-83fa-5370-9b65-17269e351743,tg:rubgr:800,Keywords,1,kenmerken.rubkeyword,"Anthonisz. van Amsterdam, Cornelis"
d7f25001-8808-5a1e-a276-79ddc15266f5,tg:rubgr:945,Keywords,1,kenmerken.rubkeyword,"Londen, Witt Library"
57e7a4a6-3968-5973-88ee-a479d1d247c6,tg:rubgr:416,Keywords,1,kenmerken.rubkeyword,"Döring-Hirsch, Erna"
57e7a4a6-3968-5973-88ee-a479d1d247c6,tg:rubgr:416,Keywords,2,kenmerken.rubkeyword,"Huizinga, Johan"
581fe53d-42a6-5af0-b2c2-c3b617436b75,tg:rubgr:1423,Keywords,1,kenmerken.rubkeyword,"Antwerpen, KMSKA"
581fe53d-42a6-5af0-b2c2-c3b617436b75,tg:rubgr:1423,Keywords,2,kenmerken.rubkeyword,"Londen, Witt Library"
581fe53d-42a6-5af0-b2c2-c3b617436b75,tg:rubgr:1423,Keywords,3,kenmerken.rubkeyword,"Wenen, Liechtenstein Museum"
e19110fb-19df-5598-9fc7-5e85b73b2527,tg:rubgr:1589,Keywords,1,kenmerken.rubkeyword,"Morton, Arthur Leslie"
124a951f-3caa-5d8f-b85c-e529e48e1764,tg:rubgr:1073,Keywords,1,kenmerken.rubkeyword,Meester van Maria van Bourgondië
124a951f-3caa-5d8f-b85c-e529e48e1764,tg:rubgr:1073,Keywords,2,kenmerken.rubkeyword,"Pächt, Otto"
e8303114-b787-5416-8a90-34d0f6a2ea03,tg:rubgr:251,Keywords,1,kenmerken.rubkeyword,"Holbein, Hans II"
e8303114-b787-5416-8a90-34d0f6a2ea03,tg:rubgr:251,Keywords,2,kenmerken.rubkeyword,"Sachs, Hans"
e8303114-b787-5416-8a90-34d0f6a2ea03,tg:rubgr:251,Keywords,3,kenmerken.rubkeyword,"Steinschneider, Moritz"
de809ed4-f74a-5eab-bb3a-8eb8c0b260fd,tg:rubgr:2018,Keywords,1,kenmerken.rubkeyword,"Londen, Witt Library"
9ce10a8b-8fc4-5a9a-8826-30305095ffef,tg:rubgr:314,Keywords,1,kenmerken.rubkeyword,voorwerp
9ce10a8b-8fc4-5a9a-8826-30305095ffef,tg:rubgr:314,Keywords,2,kenmerken.rubkeyword,"Zick, Gisela"
9ce10a8b-8fc4-5a9a-8826-30305095ffef,tg:rubgr:314,Keywords,3,kenmerken.rubkeyword,"Londen, The Warburg Institute Library"
888bc4b6-28d2-59af-8462-fb6e4eff70bd,tg:rubgr:744,Keywords,1,kenmerken.rubkeyword,"Seguier, Frederick Peter"
bfad276f-a57d-5846-a290-cf92cf833b57,tg:rubgr:4089,Keywords,1,kenmerken.rubkeyword,Apelles
bfad276f-a57d-5846-a290-cf92cf833b57,tg:rubgr:4089,Keywords,2,kenmerken.rubkeyword,"Panofsky, Erwin"
e3cf140f-0962-53b0-be4e-93f045eac001,tg:rubgr:894,Keywords,1,kenmerken.rubkeyword,"Londen, National Gallery of Art"
8c5e08be-551d-54be-9986-a819982465de,tg:rubgr:3936,Keywords,1,kenmerken.rubkeyword,"Philip, Lotte Brand"
686ecfca-4516-557b-887b-1b525e5d1abb,tg:rubgr:197,Keywords,1,kenmerken.rubkeyword,kostuum
48334894-a628-55c8-90f3-d6cfada3db81,tg:rubgr:3465,Keywords,1,kenmerken.rubkeyword,"Baumgart, Fritz"
f73e3b04-42e1-53f3-b718-80808291813f,tg:rubgr:528,Keywords,1,kenmerken.rubkeyword,"Castellion, Sébastien"
f73e3b04-42e1-53f3-b718-80808291813f,tg:rubgr:528,Keywords,2,kenmerken.rubkeyword,godsdienstgeschiedenis
f73e3b04-42e1-53f3-b718-80808291813f,tg:rubgr:528,Keywords,3,kenmerken.rubkeyword,heksenvervolging
dc4532b1-d140-5e8f-b46f-8ac75531dccc,tg:rubgr:2761,Keywords,1,kenmerken.rubkeyword,"Berenson, Bernard"
bcfc6f9e-83cd-5b6d-9f20-e99713ab2587,tg:rubgr:656,Keywords,1,kenmerken.rubkeyword,"Isenbrant, Adriaen"
5a69eda4-bf29-5e19-97c2-9decaf7eef27,tg:rubgr:1663,Keywords,1,kenmerken.rubkeyword,"Horenbault, Jacques"
5a69eda4-bf29-5e19-97c2-9decaf7eef27,tg:rubgr:1663,Keywords,2,kenmerken.rubkeyword,"Mompere, Bartholomeus de"
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,1,kenmerken.rubkeyword,Leonardo da Vinci
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,2,kenmerken.rubkeyword,"Limborg, van (gebroeders)"
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,3,kenmerken.rubkeyword,"Lippi, Filippino"
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,4,kenmerken.rubkeyword,"Vivarini, Antonio"
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,5,kenmerken.rubkeyword,"Kehrer, Hugo"
eba2b52f-969d-5de1-9f06-9e888ab12706,tg:rubgr:206,Keywords,6,kenmerken.rubkeyword,"Berlijn, Gemäldegalerie der Staatlichen Museen"
283aec9b-5cc8-5447-aca8-8d170fed70b2,tg:rubgr:4031,Keywords,1,kenmerken.rubkeyword,inventaris
283aec9b-5cc8-5447-aca8-8d170fed70b2,tg:rubgr:4031,Keywords,2,kenmerken.rubkeyword,"Perger, Anton von"
283aec9b-5cc8-5447-aca8-8d170fed70b2,tg:rubgr:4031,Keywords,3,kenmerken.rubkeyword,"Zimmermann, Heinrich"
83a8c3c9-6c0b-5367-803e-5dfc4a21df47,tg:rubgr:1233,Keywords,1,kenmerken.rubkeyword,"Alba, Fernando Alvarez de Toledo"
83a8c3c9-6c0b-5367-803e-5dfc4a21df47,tg:rubgr:1233,Keywords,2,kenmerken.rubkeyword,"Londen, Witt Library"
15fdd219-f80a-5ca7-93ce-119f2f7847d5,tg:rubgr:1726,Keywords,1,kenmerken.rubkeyword,"Frimmel, Theodor von"
a54845e2-62a8-5462-88f3-9e6a3d73999b,tg:rubgr:713,Keywords,1,kenmerken.rubkeyword,iconografie
a54845e2-62a8-5462-88f3-9e6a3d73999b,tg:rubgr:713,Keywords,2,kenmerken.rubkeyword,Bijbel
a54845e2-62a8-5462-88f3-9e6a3d73999b,tg:rubgr:713,Keywords,3,kenmerken.rubkeyword,Dante Alighieri
aeede4ed-6812-5289-a56d-8eeed595d83d,tg:rubgr:4524,Keywords,1,kenmerken.rubkeyword,"Mandijn, Jan"
aeede4ed-6812-5289-a56d-8eeed595d83d,tg:rubgr:4524,Keywords,2,kenmerken.rubkeyword,"Bilbao, Museo de Bellas Artes"
