Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card,brocade.id,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Description,Description Type,Description Language,Dimension Source Note,Illustration URL,Illustration Type,adm.acquiredVia,adm.inv,adm.isadPartOf,adm.plaatsingsnummer,adm.note,adm.volgnummer,adm.magazijnplaats,adm.magazijnplaats_alt6,Legacy Information Value,Legacy Information Type,Legacy Information Published,Object Type,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Note,Entity Widget,Entity Identifier,Visual ISAAR Brocade ID,Visual Actor Role,Visual Actor Widget,Visual Actor Identifier,Brocade Production Actor ID,Production Actor Role,Production Actor Widget,Production Actor Identifier,Start Date,End Date,Start Date Note,Start Date Note Type,Start Date Note Language
,,003889a2-1f58-502e-8ee9-df274f09a963,,,,,1,ObjectTypes,tg:lhph:15077,,,,kenmerken.lhtypeph,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,,,,,
,,003889a2-1f58-502e-8ee9-df274f09a963,,,,,1,OriginalBrocade,tg:lhph:15077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207564c3-54be-5229-9267-77ecce8cd88f,au::5910,keywords,,"dlod={""id"":""ark:/83110/x0/207564c3-54be-5229-9267-77ecce8cd88f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/207564c3-54be-5229-9267-77ecce8cd88f,,,,,,,,,,,,,
,,003889a2-1f58-502e-8ee9-df274f09a963,,,,,,ProductionTimeSpans,tg:lhph:15077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,,,,
tg:lhph:47068,Foto's,00670a75-175f-51fb-99c6-cc56a3cd24fe,Letterenhuis,https://data.letterenhuis.be/ark:/24970/00670a75-175f-51fb-99c6-cc56a3cd24fe,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,Acquisitions,tg:lhph:47068,tr:lh:5832,"dlod={""id"":""ark:/24970/x0/5394213d-f173-51a8-a9a4-1d764b5f1131"",""text"":""Archief van Pliet van Lishout"",""name"":""Archief van Pliet van Lishout"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/5394213d-f173-51a8-a9a4-1d764b5f1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,Annotations,tg:lhph:47068,,,,note.lhalg,"Schenking weduwe Pliet van Lishout.

Uit Fotoalbum. Tekst tussen de aanhalingstekens staat in het fotoalbum.",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,Archives,tg:lhph:47068,,,,,,,,isad:lh:93067,"dlod={""id"":""ark:/24970/x0/7f9218c2-822c-51d1-9d27-22204c141642"",""text"":""Foto's (verzameling)"",""name"":""Foto's (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/7f9218c2-822c-51d1-9d27-22204c141642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,Descriptions,,,,,id.desc,,,,,,,"De Faun. Hout kleinmaken voor het vuur. Opschrift: """"Dit zijn enkel zweeters.""""
(Het opschrift verwijst naar de vorige foto 'Eters en  zweeters'.)",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,DimensionSourceNotes,tg:lhph:47068,,,,kenmerken.lhformatph,,,,,,,,,,55 x 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,DimensionSourceNotes,tg:lhph:47068,,,,kenmerken.lhformatph,,,,,,,,,,55 x 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,Images,tg:lhph:47068,,,,ill.lowres,,,,,,,,,,,https://anet.be/docstore/d:lh:46025,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,Items,tg:lhph:47068,,,,,,,,,,,,,,,,,tr:lh:5832,123650/11,isad:lh:93067,F 162 / P,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000045496,referentienummer,False,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,,,,,,,,,,,,,,tg:lhph:47068,brocade id,False,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:47068/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,ObjectTypes,tg:lhph:47068,,,,kenmerken.lhtypeph,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,1,OriginalBrocade,tg:lhph:47068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08a30cb9-77dc-5636-ae48-dc0eda0dc27d,au::6637,keywords,,"dlod={""id"":""ark:/83110/x0/08a30cb9-77dc-5636-ae48-dc0eda0dc27d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/08a30cb9-77dc-5636-ae48-dc0eda0dc27d,,,,,,,,,,,,,
,,00670a75-175f-51fb-99c6-cc56a3cd24fe,,,,,,ProductionTimeSpans,tg:lhph:47068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941-08-25,1941-08-26,,,
tg:lhph:51850,Foto's,008c71e5-7646-57d4-9481-43d3b17b1b0e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/008c71e5-7646-57d4-9481-43d3b17b1b0e,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,1,Annotations,tg:lhph:51850,,,,note.lhalg,Reeks van vier foto's,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,1,Archives,tg:lhph:51850,,,,,,,,isad:lh:93287,"dlod={""id"":""ark:/24970/x0/ea822992-fb17-5581-85ff-46ea11e4b27a"",""text"":""Foto's i.v.m. au::7526"",""name"":""Foto's i.v.m. au::7526"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/ea822992-fb17-5581-85ff-46ea11e4b27a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,1,Descriptions,,,,,id.desc,,,,,,,Marnix Gijsen in 1974,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,1,DimensionSourceNotes,tg:lhph:51850,,,,kenmerken.lhformatph,,,,,,,,,,88 x 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,1,DimensionSourceNotes,tg:lhph:51850,,,,kenmerken.lhformatph,,,,,,,,,,88 x 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,1,Items,tg:lhph:51850,,,,,,,,,,,,,,,,,,235698/1-4,isad:lh:93287,G 994 / P,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000049986,referentienummer,False,,,,,,,,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,,,,,,,,,,,,,,tg:lhph:51850,brocade id,False,,,,,,,,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:51850/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,1,ObjectTypes,tg:lhph:51850,,,,kenmerken.lhtypeph,,,,,,,,,,,,,,,,,,,,,,,,color photographs,,,,,,,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,1,OriginalBrocade,tg:lhph:51850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da00885f-dddd-542c-9767-38420a17149f,au::7526,keywords,,"dlod={""id"":""ark:/83110/x0/da00885f-dddd-542c-9767-38420a17149f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/da00885f-dddd-542c-9767-38420a17149f,,,,,,,,,,,,,
,,008c71e5-7646-57d4-9481-43d3b17b1b0e,,,,,,ProductionTimeSpans,tg:lhph:51850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,,,,
tg:lhph:39374,Foto's,00cae4e2-d791-532c-b5c0-a1a141118129,Letterenhuis,https://data.letterenhuis.be/ark:/24970/00cae4e2-d791-532c-b5c0-a1a141118129,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,Acquisitions,tg:lhph:39374,tr:lh:4315,"dlod={""id"":""ark:/24970/x0/de8bf646-7618-5102-8ffd-307503294fcd"",""text"":""Archief van Piet Schepens"",""name"":""Archief van Piet Schepens"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/de8bf646-7618-5102-8ffd-307503294fcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,Annotations,tg:lhph:39374,,,,note.lhalg,"Twee exemplaren, met gekartelde randen. Foto Piet Schepens. Deel van een reeks van 12 foto's.",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,Archives,tg:lhph:39374,,,,,,,,isad:lh:94227,"dlod={""id"":""ark:/24970/x0/d2b4e424-9e41-5ece-9236-442f7cd79034"",""text"":""Foto's door au::16508"",""name"":""Foto's door au::16508"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d2b4e424-9e41-5ece-9236-442f7cd79034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,Descriptions,,,,,id.desc,,,,,,,Begrafenis Marcel Matthijs - de stoet komt in beweging.,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,DimensionSourceNotes,tg:lhph:39374,,,,kenmerken.lhformatph,,,,,,,,,,90 x 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,DimensionSourceNotes,tg:lhph:39374,,,,kenmerken.lhformatph,,,,,,,,,,90 x 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,Images,tg:lhph:39374,,,,ill.lowres,,,,,,,,,,,https://anet.be/docstore/d:lh:38763,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,Items,tg:lhph:39374,,,,,,,,,,,,,,,,,tr:lh:4315,83428/26,isad:lh:94227,M 335 / P,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000038133,referentienummer,False,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,,,,,,,,,,,,,,tg:lhph:39374,brocade id,False,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:39374/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,ObjectTypes,tg:lhph:39374,,,,kenmerken.lhtypeph,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,2,OriginalBrocade,tg:lhph:39374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9cf9fc3-90fd-586d-8347-ab6d4c3a6083,au::12365,keywords,,"dlod={""id"":""ark:/83110/x0/f9cf9fc3-90fd-586d-8347-ab6d4c3a6083"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/f9cf9fc3-90fd-586d-8347-ab6d4c3a6083,,,,,,,,,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,ProductionActors,tg:lhph:39374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bacc8371-680f-5d73-bd08-e006968edf8e,,,,,,,,,,au::16508,photographers,"dlod={""id"":""ark:/83110/x0/bacc8371-680f-5d73-bd08-e006968edf8e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/bacc8371-680f-5d73-bd08-e006968edf8e,,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,,ProductionTimeSpans,tg:lhph:39374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964-09-03,,,,
,,00cae4e2-d791-532c-b5c0-a1a141118129,,,,,1,VisualContent,tg:lhph:39374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bacc8371-680f-5d73-bd08-e006968edf8e,,,,,,au::16508,photographers,"dlod={""id"":""ark:/83110/x0/bacc8371-680f-5d73-bd08-e006968edf8e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/bacc8371-680f-5d73-bd08-e006968edf8e,,,,,,,,,
tg:lhph:34550,Foto's,00e70550-60e3-5029-a589-c4dc7e20f61b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/00e70550-60e3-5029-a589-c4dc7e20f61b,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,Acquisitions,tg:lhph:34550,tr:lh:4162,"dlod={""id"":""ark:/24970/x0/e62bbccd-81a8-53d2-9da2-da213ec58558"",""text"":""Aankoop bij Filip Tas"",""name"":""Aankoop bij Filip Tas"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/e62bbccd-81a8-53d2-9da2-da213ec58558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,Descriptions,,,,,id.desc,,,,,,,Bruno Walschap. Borststuk.,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,DimensionSourceNotes,tg:lhph:34550,,,,kenmerken.lhformatph,,,,,,,,,,230 x 143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,DimensionSourceNotes,tg:lhph:34550,,,,kenmerken.lhformatph,,,,,,,,,,230 x 143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,Images,tg:lhph:34550,,,,ill.lowres,,,,,,,,,,,https://anet.be/docstore/d:lh:34034,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,Items,tg:lhph:34550,,,,,,,,,,,,,,,,,tr:lh:4162,80602/5,,W 2123 / P,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000033376,referentienummer,False,,,,,,,,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,,,,,,,,,,,,,,tg:lhph:34550,brocade id,False,,,,,,,,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:34550/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,ObjectTypes,tg:lhph:34550,,,,kenmerken.lhtypeph,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,2,OriginalBrocade,tg:lhph:34550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4d50d03-8c9f-5b92-a0db-bf47e94628bf,au::21014,keywords,,"dlod={""id"":""ark:/83110/x0/d4d50d03-8c9f-5b92-a0db-bf47e94628bf"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d4d50d03-8c9f-5b92-a0db-bf47e94628bf,,,,,,,,,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,ProductionActors,tg:lhph:34550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c5b5f93-1a26-53ec-843c-3802db39c9ea,,,,,,,,,,au::18070,photographers,"dlod={""id"":""ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea,,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,,ProductionTimeSpans,tg:lhph:34550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,,,,
,,00e70550-60e3-5029-a589-c4dc7e20f61b,,,,,1,VisualContent,tg:lhph:34550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c5b5f93-1a26-53ec-843c-3802db39c9ea,,,,,,au::18070,photographers,"dlod={""id"":""ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea,,,,,,,,,
tg:lhph:22884,Foto's,011236d8-f14b-5e1a-9366-b648c21af352,Letterenhuis,https://data.letterenhuis.be/ark:/24970/011236d8-f14b-5e1a-9366-b648c21af352,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,011236d8-f14b-5e1a-9366-b648c21af352,,,,,1,Acquisitions,tg:lhph:22884,tr:lh:7859,"dlod={""id"":""ark:/24970/x0/366db0a9-fd09-55f7-b5f1-b6488f3c5878"",""text"":""Archief van Manteau"",""name"":""Archief van Manteau"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/366db0a9-fd09-55f7-b5f1-b6488f3c5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,011236d8-f14b-5e1a-9366-b648c21af352,,,,,1,Annotations,tg:lhph:22884,,,,note.lhalg,Negatievenarchief uitgeverij Manteau,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,011236d8-f14b-5e1a-9366-b648c21af352,,,,,1,Archives,tg:lhph:22884,,,,,,,,isad:lh:94873,"dlod={""id"":""ark:/24970/x0/721b4d59-dd7f-5831-9f2d-9d59b0bc11d4"",""text"":""Negatievenarchief"",""name"":""Negatievenarchief"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/721b4d59-dd7f-5831-9f2d-9d59b0bc11d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,011236d8-f14b-5e1a-9366-b648c21af352,,,,,1,Descriptions,,,,,id.desc,,,,,,,Groepsfoto met Stijn Streuvels en August Vermeylen.,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,011236d8-f14b-5e1a-9366-b648c21af352,,,,,1,DimensionSourceNotes,tg:lhph:22884,,,,kenmerken.lhformatph,,,,,,,,,,35mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,011236d8-f14b-5e1a-9366-b648c21af352,,,,,1,DimensionSourceNotes,tg:lhph:22884,,,,kenmerken.lhformatph,,,,,,,,,,35mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,011236d8-f14b-5e1a-9366-b648c21af352,,,,,1,Images,tg:lhph:22884,,,,ill.lowres,,,,,,,,,,,https://anet.be/docstore/d:lh:22598,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,011236d8-f14b-5e1a-9366-b648c21af352,,,,,1,Items,tg:lhph:22884,,,,,,,,,,,,,,,,,tr:lh:7859,203626/2441,isad:lh:94873,M 224 / P (NEG0080/6/34),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,011236d8-f14b-5e1a-9366-b648c21af352,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000021892,referentienummer,False,,,,,,,,,,,,,,,,,,,,
,,011236d8-f14b-5e1a-9366-b648c21af352,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,,,,,,,,,,,,,,tg:lhph:22884,brocade id,False,,,,,,,,,,,,,,,,,,,,
