ResourceID,brocade.id,card,order,adm.inv,adm.isadPartOf,adm.magazijnplaats,adm.volgnummer,adm.note
54c2fc0e-c679-5a74-bca2-84ea517ef930,tg:mpmbr:904,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 559-562,
8d6ac79b-a212-56f6-90e8-3f457f51a7ce,tg:mpmbr:1198,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 776-779,
6ba2d8ba-3c90-5ecf-a05e-e882f65864dd,tg:mpmbr:1032,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 238-239,
3b2333cd-25dc-5218-8a9f-5e888971b457,tg:mpmbr:292,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.355-358,
67658b6f-c5c1-5e29-ad01-4343785b7bcf,tg:mpmbr:768,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 425-426,
fe598c02-9f86-511d-bdd5-ea97286b21df,tg:mpmbr:338,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 517-520,
85eb6ef1-8b6d-5868-8347-c86708b2008e,tg:mpmbr:787,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 469-472,
81930f51-9bb9-595d-8dd4-492efef5ba8c,tg:mpmbr:857,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 121-124,
f1d292e1-1ab0-541d-a4ca-b6018b083744,tg:mpmbr:154,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.d.5.1,
2414b901-4edd-5dea-b6ec-57f2c2c5f718,tg:mpmbr:1161,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 626-629,
24b07554-8bad-5dcc-bf53-40f04c32dbdd,tg:mpmbr:504,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 287-290,
303bacf5-db04-5088-a29a-43d077b93b76,tg:mpmbr:1024,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 208-211,
942e2d41-4d91-5194-8d3c-8c1b0958bfb9,tg:mpmbr:441,Items,1,Arch. 79,isad:mpm:30,10 Q 2 G,p. 213-216,
8a981459-556b-555b-a8ce-bcc52034eacd,tg:mpmbr:912,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 587-588,
965e5921-9e25-5c6b-a1c8-151676ee731f,tg:mpmbr:695,Items,1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,,
d6964a57-b402-5921-88d0-46b87d7ca20d,tg:mpmbr:380,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.685-688,
18dc7471-4ce4-59a8-b1fa-ea7596b2ec0c,tg:mpmbr:553,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 473-476,
6233796c-9195-52c7-b464-dfcb0592669a,tg:mpmbr:1136,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 536-539,
2ef0a10d-53b5-5272-9d67-49aac714b4b1,tg:mpmbr:103,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.e.4.1,
ee604dfa-b8d7-59fc-bf34-b560723866b2,tg:mpmbr:800,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 489-490,
7756be08-8345-5183-83af-0e38c1d7ef77,tg:mpmbr:945,Items,1,SCH HF BA 56,isad:mpm:301,15 Q 5 D,3,
fe54fe69-c932-55b3-9e80-53b5740f24e9,tg:mpmbr:416,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 113-116,
6219e156-a89b-55ae-8bab-a99754237e7d,tg:mpmbr:1073,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 398-401,
4575e01a-3b50-5143-8350-4f91229251f8,tg:mpmbr:251,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 207-212,
2f26a92d-8b33-5cb1-a39e-71151f733bd7,tg:mpmbr:601,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 653-656,
a7e6f640-597e-5767-b78c-57638dcbaa1a,tg:mpmbr:314,Items,1,Arch. 682,isad:mpm:365,10 Q 9 D,los stuk 1,
69152af7-f4b0-55a0-9e00-d806d10b27b5,tg:mpmbr:744,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 374-376,
a9b182ca-5d55-5397-a5e2-a086686a1c5e,tg:mpmbr:894,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 235-236,
679a9c5e-1fed-571c-9ec2-d03ce98744e1,tg:mpmbr:197,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.i.7,
5a355cb6-2129-526f-a1e9-d7bbf35b1ff7,tg:mpmbr:1008,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 134-137,
47d1f43d-dc18-5139-b917-deb893645c08,tg:mpmbr:528,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 381-384,
52ac5741-1d3f-5b6c-8a9d-9b88c1e812e2,tg:mpmbr:178,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.e.1.1,
4d783568-5171-5ec3-9de0-a7f4e8a6e149,tg:mpmbr:20,Items,1,Arch. 612,isad:mpm:139,10 Q 7 A,p. 256-257,
117a20c5-f1a1-5340-a444-ff6fd879c20e,tg:mpmbr:656,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 125-128,
fdbd5ea8-4e0f-5477-bcf2-2143173ebd7e,tg:mpmbr:206,Items,1,Arch. 1450,isad:mpm:339,10 R 3 B,9,Arch. 95 bis C.f.1.3
d4c81d56-6f9a-5bfd-808b-9bbcb897bf71,tg:mpmbr:1233,Items,1,SCH HF BA 16,isad:mpm:301,15 Q 4 B,1674/6,
89c5bc89-9fff-55ad-8a8c-57a46faad78d,tg:mpmbr:713,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 301-302,
d3936db3-7263-5046-b860-b4ce7612fcaa,tg:mpmbr:343,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 537-540,
eb01335d-705a-5c96-9e39-f589b1f6d2f1,tg:mpmbr:590,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 617-620,
a161d63b-9f50-5e96-adc4-a8c8b8968fc3,tg:mpmbr:98,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.e.2.1,
4ab26aab-0e4e-5e8d-81c1-f16913a78cef,tg:mpmbr:969,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 681-684,
29fddc07-fdaa-5b5d-9f0a-aa39c269c052,tg:mpmbr:986,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 45-46,
af6b3cce-496b-57c9-8ec0-ee4e80302501,tg:mpmbr:77,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.b.9.2,
6563cfd9-4613-5a0b-86b4-84f203ddc8ab,tg:mpmbr:1225,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 870-873,
2e265512-0aac-53cb-8a96-c7ea5ef46224,tg:mpmbr:210,Items,1,Arch. 1457,isad:mpm:343,10 R 3 B,4,
ea3c6df4-6466-5b7f-bb9c-0f48667c12e9,tg:mpmbr:640,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 61-64,
f6ad5668-3ee9-560b-af31-9a31ef51ee2b,tg:mpmbr:355,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.583-584b,
52c913ac-3f3f-54d9-b81d-823d77a5c212,tg:mpmbr:705,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 2A-2B,
260918f2-07ef-50fd-a9ad-1d3bfcc03263,tg:mpmbr:1049,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 308-309,
90f5914d-e9e7-5dc5-ab01-404d388e18a6,tg:mpmbr:586,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 601-604,
54001517-7114-52ec-a159-49748c71c04a,tg:mpmbr:569,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 535-538,
a1717d0a-99d7-52d8-802b-7d9d9d3646eb,tg:mpmbr:139,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.c.3.1,
ea94a432-bcfd-587a-8677-4c085384da40,tg:mpmbr:61,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.b.3.1,
0a1eea12-7753-5b89-81e6-42206f6a981c,tg:mpmbr:990,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 59-62,
b06c70fa-33f7-5978-af5c-46ad6e9da070,tg:mpmbr:617,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 241-242,
f410ceb0-dfc4-5682-b784-4a1a4b1a1882,tg:mpmbr:247,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 193-196,
a0cd6ca9-bb72-5cfe-96c2-8986077d00f3,tg:mpmbr:752,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 393-394,
61aa77f5-80f5-57be-873a-853ae5ffce6f,tg:mpmbr:302,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.397-400,
5d6a8688-8cef-5b56-82ed-940b3244f374,tg:mpmbr:181,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.g.4.1,
16d96dfd-ca8c-5e4f-b8d3-c83caf0772be,tg:mpmbr:928,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 629-630,
4eae9cbe-d398-580e-9b9c-52cb0ce5bf5d,tg:mpmbr:882,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 199-20,
1db0d1d0-b712-518d-a633-eca2974b6e0c,tg:mpmbr:36,Items,1,Arch. 683,isad:mpm:156,10 Q 9 D,,Los stuk tussen fol. 85-86
57b59610-cf1e-59d1-8dc7-39aaa957a599,tg:mpmbr:494,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 255-258,
b78da4bb-85f1-58ad-aac8-c609fa9a5d1e,tg:mpmbr:549,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 457-460,
321e7b84-169b-5623-9bd6-9de0332ed16b,tg:mpmbr:1086,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 725-728,
88fd91db-8254-5f18-a26e-d61d7a1e09ca,tg:mpmbr:119,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.g.6.1,
3ca09ed7-10f8-5908-8dfc-9d1e506ff75c,tg:mpmbr:41,Items,1,Arch. 322,isad:mpm:80,10 Q 5 D,,Los stuk tussen fol. 301 links-rechts
e634fa9f-65a1-5073-a46c-79e2c0072652,tg:mpmbr:1069,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,"p. 372-375, p.380-383",
bce4740a-9219-5b5c-ab8f-d9f87b9a8530,tg:mpmbr:375,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.665-668,
3618b98e-afa6-58e0-9c19-36a06dd0db1f,tg:mpmbr:725,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 327-328,
40f98874-e0ed-550e-b771-e830941ef322,tg:mpmbr:1205,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 796-799,
6ed9a11d-77d1-5172-849d-1133c0626207,tg:mpmbr:230,Items,1,Arch. 296,isad:mpm:365,10 Q 4 A,los stuk 1,
af5ec765-8025-57e5-ae30-0e5b4dd7aa7e,tg:mpmbr:660,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 141-144,
016a03ef-1fb2-50f1-b3e5-0864495730b6,tg:mpmbr:1194,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 762-765,
15fcd58b-d49c-554b-adea-afddd60d9d3c,tg:mpmbr:908,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 569-580,
c7f07804-19f4-5828-ab8e-a58f19290e1a,tg:mpmbr:288,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.339-342,
3f0d88de-3b88-52a5-8bd8-4ddf4148f791,tg:mpmbr:772,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 433-434,
f3a2f857-fb0a-535f-80e6-983eebe79f1b,tg:mpmbr:322,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 447-450,
b82e73c0-e936-5c68-87a2-bd9fcf66fb51,tg:mpmbr:637,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 49-52,
d66fb58a-286d-538e-818b-f0fc511d2cd3,tg:mpmbr:267,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 275-278,
8bb61006-4127-589a-9954-94f35e1050dd,tg:mpmbr:508,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 303-306,
09107675-983f-59eb-be52-f756181034db,tg:mpmbr:158,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.a.2.2,
878b4e49-b6c4-5c3b-8c97-06cc66ad3ff6,tg:mpmbr:1182,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 710-713,
1596ba18-99b1-571c-9571-d3cd5608ab7d,tg:mpmbr:1028,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 224-227,
739c6218-6230-50ad-91bd-990491854033,tg:mpmbr:334,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 501-504,
307bf526-5bf4-5559-9e1e-e6b8d27a0bb5,tg:mpmbr:764,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 417-418,
b3b9eb5d-a97b-56fb-89a0-b51f92cd26c7,tg:mpmbr:271,Items,1,Arch. 277,isad:mpm:158,10 Q 4 B,los stuk 6,tussen fol. 61-62
b7f28f25-1ae4-55cf-b115-6078e96281fa,tg:mpmbr:621,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 249-254,
188dad81-994d-5c17-aef0-eebc5954fd75,tg:mpmbr:57,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.b.1.3,
0dfbe988-8cf6-514b-b4b1-e8ba53ea2e44,tg:mpmbr:1090,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 741-744,
e5ede363-fa92-5f5b-b3ae-f4ea7068d1e6,tg:mpmbr:949,Items,1,MR 49,isad:mpm:591,,,
b92d458b-7c7e-599b-ba73-6345c1effb85,tg:mpmbr:733,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 349-350,
8dc1f062-0d95-5a28-b2d8-e980880cfde0,tg:mpmbr:699,Items,1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,,
d21f4de8-2eb0-5865-ad49-91cd3fd32efd,tg:mpmbr:363,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.617-620,
a5b99619-c3c9-58d0-938d-f55a7f5c7c28,tg:mpmbr:676,Items,1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,,
3c9d139b-b5cd-5e24-a300-4dc41fa495a9,tg:mpmbr:226,Items,1,Arch. 90,isad:mpm:43,10 Q 2 D,p. 189,
516ceb68-7822-50dc-8146-26e8f90b5c86,tg:mpmbr:1213,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 826-829,
616e622b-ffb7-56ee-a6aa-7aa34e4f6837,tg:mpmbr:1004,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 120-123,
19085857-24cb-557e-b4cf-f4cf6ce180f0,tg:mpmbr:461,Items,1,Arch. 290,isad:mpm:95,10 Q 4 A,los stuk 7,
f0945d29-66a8-52b3-83b6-f60afea3058b,tg:mpmbr:932,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 293-294,
ba9c5496-1637-58ca-9014-9a85d7c78aec,tg:mpmbr:898,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 275-276,
95faa141-90bc-5211-afc1-431a3377a747,tg:mpmbr:877,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 177-182,
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,tg:mpmbr:174,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.b.6,
41d7c616-2b82-5263-865b-8accc468d836,tg:mpmbr:1141,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 552-553,
99c96fe0-362c-532b-8ebf-f7c23b99225a,tg:mpmbr:524,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 365-368,
873ea160-ba5f-5a89-a67a-3d71ec47ced0,tg:mpmbr:748,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 383-384,
d3fb44e4-6d2d-5b46-94c7-d77675dd2c46,tg:mpmbr:318,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 431-434,
91bbbd96-7fdb-5396-a4f0-5567a3fd3abc,tg:mpmbr:965,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 665-668,
58240c27-1d5f-58ed-8d44-45ecf8d123c7,tg:mpmbr:94,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.e.1.1,
d0239005-ede0-5f3e-9e2d-4c22fe5c625a,tg:mpmbr:436,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 193-196,
6d82ec21-b2d1-5b5a-8abe-8e7c48637884,tg:mpmbr:1053,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 316-319,
406b10d1-9798-55db-8897-09f194f34149,tg:mpmbr:573,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 551-554,
22bb4df0-3409-5f81-836c-e177aec2df2c,tg:mpmbr:1116,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 458-461,
9911d2e3-0f5d-5528-80a8-4a14ec101c54,tg:mpmbr:123,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.g.7.3,
fa66033f-93d0-5f8b-b900-c761ec642b96,tg:mpmbr:820,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 539-540,
5725624c-e2a5-53e5-9589-d37b8266c37a,tg:mpmbr:1045,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 294-297,
2fe40070-16ec-542d-9dc8-4379e77065b4,tg:mpmbr:420,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 129-132,
4b08d5cc-c1c4-573d-98e9-0164d65ba0a0,tg:mpmbr:82,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.a.3,
5ca4ca0a-f6f8-5a4c-b7f0-254ad4497cbe,tg:mpmbr:973,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 693-694,
5f80ff25-3873-5b0a-be93-9037a8b2ab45,tg:mpmbr:836,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 43-46,
bf838315-9e8c-5173-bd0e-7892f44662bb,tg:mpmbr:135,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.g.X8,
3915c158-7e09-54e4-94b5-0549f7c551cb,tg:mpmbr:1100,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 780A-780B,
17446946-69e2-5c71-bdd3-19cc2a4401f0,tg:mpmbr:565,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 519-522,
cc6d0427-b02c-5052-8525-25a31ec34f57,tg:mpmbr:1229,Items,1,SCH HF BA 16,isad:mpm:301,15 Q 4 B,1674/2,
3084b076-a2c4-5a3e-bacb-9187b6d2f74f,tg:mpmbr:709,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 291-292,
083ca6c8-fd63-5259-90ac-bb7f487eeee2,tg:mpmbr:359,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.601-604,
03ddb99e-ae87-5bfb-9f14-70bd5cece987,tg:mpmbr:924,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 621-622,
9e2056ef-39df-5f36-9d8c-df13fff126ea,tg:mpmbr:1012,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 146-149,
1a277a5c-9b04-510a-8f0d-168604630303,tg:mpmbr:532,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 397-400,
8a78aeb7-d81d-5ad4-aef1-3ada6104738c,tg:mpmbr:498,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 271-274,
f950ce3b-a814-5186-a54a-d66774bfd653,tg:mpmbr:1157,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 612-615,
19d113bf-abbe-536a-b8e6-27bae19caed5,tg:mpmbr:162,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.a.4.2,
9f644d12-6481-5d5b-9947-69c2e8ed7370,tg:mpmbr:861,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 133-134,
b2ddba4b-66fc-5227-b9f2-ee3df4e58f28,tg:mpmbr:925,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 623-624,
f6bd25b7-73df-537a-9603-0f9efd504e66,tg:mpmbr:476,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 177-180,
d5cf9ce9-c518-5bef-98a2-d79f241ce9e9,tg:mpmbr:1013,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 150-153,
6256eba7-69b1-52fb-b335-ce388f80631a,tg:mpmbr:533,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 401-401A,
a53ff25c-1a48-5d23-bc4a-1f914ce8659c,tg:mpmbr:1156,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 608-611,
69f351ea-1003-53a3-9e14-b36f447ebbbb,tg:mpmbr:499,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 275-278,
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,tg:mpmbr:163,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.a.6,
85acf43a-8e23-553e-a7dc-4980a29e8d6a,tg:mpmbr:860,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 129-132,
3b8af82c-003c-584d-8dcc-8b191c1de39a,tg:mpmbr:1228,Items,1,SCH HF BA 16,isad:mpm:301,15 Q 4 B,1674/1,
bdf38202-afc6-51f0-85c1-e1a2b542fe30,tg:mpmbr:708,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 287-290,
51965572-05da-59d0-98fe-0c711b03d7ef,tg:mpmbr:358,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.597-600,
dc6bcadd-2a91-591a-954c-dd6c6e00f101,tg:mpmbr:1044,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 290-293,
98c8d325-d587-5c06-8fe4-956ccecd3f45,tg:mpmbr:421,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 133-136,
49cb845a-57f5-5309-84f3-0e4895d729d1,tg:mpmbr:972,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 691-692,
de11e454-5c2e-5efd-bf1b-d705b2f27c0e,tg:mpmbr:83,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.b.1.1,
5af277ae-9af6-5965-9acc-ebdf0d34f63b,tg:mpmbr:837,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 47-50,
68aac8b8-a81f-5f18-872a-cadddaa0fccb,tg:mpmbr:134,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.g.X7,
8ca42dd0-7bed-5ed0-8e95-d41bd363e25a,tg:mpmbr:1101,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 781-782,
52e4002e-bbf8-5534-8bc7-8ae7d5317b30,tg:mpmbr:564,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 515-518,
be552ac4-a4fc-50d1-841e-6f7d0d7a8fad,tg:mpmbr:95,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.e.1.2,
d128688e-95ea-5858-91e3-d807af729121,tg:mpmbr:964,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 663-664,
8ac3fe58-a337-58c8-aef1-bcd79f3e2db0,tg:mpmbr:437,Items,1,Arch. 79,isad:mpm:30,10 Q 2 G,p. 197-200,
08dba2e8-d90e-5bcc-ac1a-b272cfa08a03,tg:mpmbr:1052,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 314-315,
c0d9b652-e5a4-5dab-b587-3bb2513e618b,tg:mpmbr:572,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 547-550,
49b2df9d-75f4-5701-a82d-08df4ac1f149,tg:mpmbr:1117,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 462-465,
6be41d85-1cbd-53e2-9595-c3cc2194f7f0,tg:mpmbr:122,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.g.7.2,
de7cecf9-71ed-5f69-98b5-07bb8a79e8c6,tg:mpmbr:821,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 541-544,
5499eaf8-f032-5a91-8d05-9b9fd5eb55a6,tg:mpmbr:749,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 385-386,
