Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card
tg:mpmbr:904,Brieven,54c2fc0e-c679-5a74-bca2-84ea517ef930,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/54c2fc0e-c679-5a74-bca2-84ea517ef930,repository numbers,object identifier,0,AA
tg:mpmbr:1198,Brieven,8d6ac79b-a212-56f6-90e8-3f457f51a7ce,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8d6ac79b-a212-56f6-90e8-3f457f51a7ce,repository numbers,object identifier,0,AA
tg:mpmbr:1032,Brieven,6ba2d8ba-3c90-5ecf-a05e-e882f65864dd,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6ba2d8ba-3c90-5ecf-a05e-e882f65864dd,repository numbers,object identifier,0,AA
tg:mpmbr:292,Brieven,3b2333cd-25dc-5218-8a9f-5e888971b457,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3b2333cd-25dc-5218-8a9f-5e888971b457,repository numbers,object identifier,0,AA
tg:mpmbr:768,Brieven,67658b6f-c5c1-5e29-ad01-4343785b7bcf,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/67658b6f-c5c1-5e29-ad01-4343785b7bcf,repository numbers,object identifier,0,AA
tg:mpmbr:338,Brieven,fe598c02-9f86-511d-bdd5-ea97286b21df,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/fe598c02-9f86-511d-bdd5-ea97286b21df,repository numbers,object identifier,0,AA
tg:mpmbr:787,Brieven,85eb6ef1-8b6d-5868-8347-c86708b2008e,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/85eb6ef1-8b6d-5868-8347-c86708b2008e,repository numbers,object identifier,0,AA
tg:mpmbr:857,Brieven,81930f51-9bb9-595d-8dd4-492efef5ba8c,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/81930f51-9bb9-595d-8dd4-492efef5ba8c,repository numbers,object identifier,0,AA
tg:mpmbr:154,Brieven,f1d292e1-1ab0-541d-a4ca-b6018b083744,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f1d292e1-1ab0-541d-a4ca-b6018b083744,repository numbers,object identifier,0,AA
tg:mpmbr:1161,Brieven,2414b901-4edd-5dea-b6ec-57f2c2c5f718,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2414b901-4edd-5dea-b6ec-57f2c2c5f718,repository numbers,object identifier,0,AA
tg:mpmbr:504,Brieven,24b07554-8bad-5dcc-bf53-40f04c32dbdd,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/24b07554-8bad-5dcc-bf53-40f04c32dbdd,repository numbers,object identifier,0,AA
tg:mpmbr:1024,Brieven,303bacf5-db04-5088-a29a-43d077b93b76,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/303bacf5-db04-5088-a29a-43d077b93b76,repository numbers,object identifier,0,AA
tg:mpmbr:441,Brieven,942e2d41-4d91-5194-8d3c-8c1b0958bfb9,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/942e2d41-4d91-5194-8d3c-8c1b0958bfb9,repository numbers,object identifier,0,AA
tg:mpmbr:912,Brieven,8a981459-556b-555b-a8ce-bcc52034eacd,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8a981459-556b-555b-a8ce-bcc52034eacd,repository numbers,object identifier,0,AA
tg:mpmbr:695,Brieven,965e5921-9e25-5c6b-a1c8-151676ee731f,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/965e5921-9e25-5c6b-a1c8-151676ee731f,repository numbers,object identifier,0,AA
tg:mpmbr:380,Brieven,d6964a57-b402-5921-88d0-46b87d7ca20d,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d6964a57-b402-5921-88d0-46b87d7ca20d,repository numbers,object identifier,0,AA
tg:mpmbr:553,Brieven,18dc7471-4ce4-59a8-b1fa-ea7596b2ec0c,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/18dc7471-4ce4-59a8-b1fa-ea7596b2ec0c,repository numbers,object identifier,0,AA
tg:mpmbr:1136,Brieven,6233796c-9195-52c7-b464-dfcb0592669a,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6233796c-9195-52c7-b464-dfcb0592669a,repository numbers,object identifier,0,AA
tg:mpmbr:103,Brieven,2ef0a10d-53b5-5272-9d67-49aac714b4b1,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2ef0a10d-53b5-5272-9d67-49aac714b4b1,repository numbers,object identifier,0,AA
tg:mpmbr:800,Brieven,ee604dfa-b8d7-59fc-bf34-b560723866b2,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ee604dfa-b8d7-59fc-bf34-b560723866b2,repository numbers,object identifier,0,AA
tg:mpmbr:945,Brieven,7756be08-8345-5183-83af-0e38c1d7ef77,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7756be08-8345-5183-83af-0e38c1d7ef77,repository numbers,object identifier,0,AA
tg:mpmbr:416,Brieven,fe54fe69-c932-55b3-9e80-53b5740f24e9,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/fe54fe69-c932-55b3-9e80-53b5740f24e9,repository numbers,object identifier,0,AA
tg:mpmbr:1073,Brieven,6219e156-a89b-55ae-8bab-a99754237e7d,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6219e156-a89b-55ae-8bab-a99754237e7d,repository numbers,object identifier,0,AA
tg:mpmbr:251,Brieven,4575e01a-3b50-5143-8350-4f91229251f8,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4575e01a-3b50-5143-8350-4f91229251f8,repository numbers,object identifier,0,AA
tg:mpmbr:601,Brieven,2f26a92d-8b33-5cb1-a39e-71151f733bd7,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2f26a92d-8b33-5cb1-a39e-71151f733bd7,repository numbers,object identifier,0,AA
tg:mpmbr:314,Brieven,a7e6f640-597e-5767-b78c-57638dcbaa1a,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a7e6f640-597e-5767-b78c-57638dcbaa1a,repository numbers,object identifier,0,AA
tg:mpmbr:744,Brieven,69152af7-f4b0-55a0-9e00-d806d10b27b5,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/69152af7-f4b0-55a0-9e00-d806d10b27b5,repository numbers,object identifier,0,AA
tg:mpmbr:894,Brieven,a9b182ca-5d55-5397-a5e2-a086686a1c5e,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a9b182ca-5d55-5397-a5e2-a086686a1c5e,repository numbers,object identifier,0,AA
tg:mpmbr:197,Brieven,679a9c5e-1fed-571c-9ec2-d03ce98744e1,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/679a9c5e-1fed-571c-9ec2-d03ce98744e1,repository numbers,object identifier,0,AA
tg:mpmbr:1008,Brieven,5a355cb6-2129-526f-a1e9-d7bbf35b1ff7,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5a355cb6-2129-526f-a1e9-d7bbf35b1ff7,repository numbers,object identifier,0,AA
tg:mpmbr:528,Brieven,47d1f43d-dc18-5139-b917-deb893645c08,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/47d1f43d-dc18-5139-b917-deb893645c08,repository numbers,object identifier,0,AA
tg:mpmbr:178,Brieven,52ac5741-1d3f-5b6c-8a9d-9b88c1e812e2,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/52ac5741-1d3f-5b6c-8a9d-9b88c1e812e2,repository numbers,object identifier,0,AA
tg:mpmbr:20,Brieven,4d783568-5171-5ec3-9de0-a7f4e8a6e149,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4d783568-5171-5ec3-9de0-a7f4e8a6e149,repository numbers,object identifier,0,AA
tg:mpmbr:656,Brieven,117a20c5-f1a1-5340-a444-ff6fd879c20e,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/117a20c5-f1a1-5340-a444-ff6fd879c20e,repository numbers,object identifier,0,AA
tg:mpmbr:206,Brieven,fdbd5ea8-4e0f-5477-bcf2-2143173ebd7e,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/fdbd5ea8-4e0f-5477-bcf2-2143173ebd7e,repository numbers,object identifier,0,AA
tg:mpmbr:1233,Brieven,d4c81d56-6f9a-5bfd-808b-9bbcb897bf71,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d4c81d56-6f9a-5bfd-808b-9bbcb897bf71,repository numbers,object identifier,0,AA
tg:mpmbr:713,Brieven,89c5bc89-9fff-55ad-8a8c-57a46faad78d,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/89c5bc89-9fff-55ad-8a8c-57a46faad78d,repository numbers,object identifier,0,AA
tg:mpmbr:343,Brieven,d3936db3-7263-5046-b860-b4ce7612fcaa,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d3936db3-7263-5046-b860-b4ce7612fcaa,repository numbers,object identifier,0,AA
tg:mpmbr:590,Brieven,eb01335d-705a-5c96-9e39-f589b1f6d2f1,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/eb01335d-705a-5c96-9e39-f589b1f6d2f1,repository numbers,object identifier,0,AA
tg:mpmbr:98,Brieven,a161d63b-9f50-5e96-adc4-a8c8b8968fc3,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a161d63b-9f50-5e96-adc4-a8c8b8968fc3,repository numbers,object identifier,0,AA
tg:mpmbr:969,Brieven,4ab26aab-0e4e-5e8d-81c1-f16913a78cef,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4ab26aab-0e4e-5e8d-81c1-f16913a78cef,repository numbers,object identifier,0,AA
tg:mpmbr:986,Brieven,29fddc07-fdaa-5b5d-9f0a-aa39c269c052,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/29fddc07-fdaa-5b5d-9f0a-aa39c269c052,repository numbers,object identifier,0,AA
tg:mpmbr:77,Brieven,af6b3cce-496b-57c9-8ec0-ee4e80302501,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/af6b3cce-496b-57c9-8ec0-ee4e80302501,repository numbers,object identifier,0,AA
tg:mpmbr:1225,Brieven,6563cfd9-4613-5a0b-86b4-84f203ddc8ab,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6563cfd9-4613-5a0b-86b4-84f203ddc8ab,repository numbers,object identifier,0,AA
tg:mpmbr:210,Brieven,2e265512-0aac-53cb-8a96-c7ea5ef46224,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2e265512-0aac-53cb-8a96-c7ea5ef46224,repository numbers,object identifier,0,AA
tg:mpmbr:640,Brieven,ea3c6df4-6466-5b7f-bb9c-0f48667c12e9,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ea3c6df4-6466-5b7f-bb9c-0f48667c12e9,repository numbers,object identifier,0,AA
tg:mpmbr:355,Brieven,f6ad5668-3ee9-560b-af31-9a31ef51ee2b,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f6ad5668-3ee9-560b-af31-9a31ef51ee2b,repository numbers,object identifier,0,AA
tg:mpmbr:705,Brieven,52c913ac-3f3f-54d9-b81d-823d77a5c212,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/52c913ac-3f3f-54d9-b81d-823d77a5c212,repository numbers,object identifier,0,AA
tg:mpmbr:1049,Brieven,260918f2-07ef-50fd-a9ad-1d3bfcc03263,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/260918f2-07ef-50fd-a9ad-1d3bfcc03263,repository numbers,object identifier,0,AA
tg:mpmbr:586,Brieven,90f5914d-e9e7-5dc5-ab01-404d388e18a6,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/90f5914d-e9e7-5dc5-ab01-404d388e18a6,repository numbers,object identifier,0,AA
tg:mpmbr:569,Brieven,54001517-7114-52ec-a159-49748c71c04a,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/54001517-7114-52ec-a159-49748c71c04a,repository numbers,object identifier,0,AA
tg:mpmbr:139,Brieven,a1717d0a-99d7-52d8-802b-7d9d9d3646eb,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a1717d0a-99d7-52d8-802b-7d9d9d3646eb,repository numbers,object identifier,0,AA
tg:mpmbr:61,Brieven,ea94a432-bcfd-587a-8677-4c085384da40,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ea94a432-bcfd-587a-8677-4c085384da40,repository numbers,object identifier,0,AA
tg:mpmbr:990,Brieven,0a1eea12-7753-5b89-81e6-42206f6a981c,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0a1eea12-7753-5b89-81e6-42206f6a981c,repository numbers,object identifier,0,AA
tg:mpmbr:617,Brieven,b06c70fa-33f7-5978-af5c-46ad6e9da070,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b06c70fa-33f7-5978-af5c-46ad6e9da070,repository numbers,object identifier,0,AA
tg:mpmbr:247,Brieven,f410ceb0-dfc4-5682-b784-4a1a4b1a1882,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f410ceb0-dfc4-5682-b784-4a1a4b1a1882,repository numbers,object identifier,0,AA
tg:mpmbr:752,Brieven,a0cd6ca9-bb72-5cfe-96c2-8986077d00f3,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a0cd6ca9-bb72-5cfe-96c2-8986077d00f3,repository numbers,object identifier,0,AA
tg:mpmbr:302,Brieven,61aa77f5-80f5-57be-873a-853ae5ffce6f,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/61aa77f5-80f5-57be-873a-853ae5ffce6f,repository numbers,object identifier,0,AA
tg:mpmbr:181,Brieven,5d6a8688-8cef-5b56-82ed-940b3244f374,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5d6a8688-8cef-5b56-82ed-940b3244f374,repository numbers,object identifier,0,AA
tg:mpmbr:928,Brieven,16d96dfd-ca8c-5e4f-b8d3-c83caf0772be,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/16d96dfd-ca8c-5e4f-b8d3-c83caf0772be,repository numbers,object identifier,0,AA
tg:mpmbr:882,Brieven,4eae9cbe-d398-580e-9b9c-52cb0ce5bf5d,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4eae9cbe-d398-580e-9b9c-52cb0ce5bf5d,repository numbers,object identifier,0,AA
tg:mpmbr:36,Brieven,1db0d1d0-b712-518d-a633-eca2974b6e0c,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/1db0d1d0-b712-518d-a633-eca2974b6e0c,repository numbers,object identifier,0,AA
tg:mpmbr:494,Brieven,57b59610-cf1e-59d1-8dc7-39aaa957a599,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/57b59610-cf1e-59d1-8dc7-39aaa957a599,repository numbers,object identifier,0,AA
tg:mpmbr:549,Brieven,b78da4bb-85f1-58ad-aac8-c609fa9a5d1e,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b78da4bb-85f1-58ad-aac8-c609fa9a5d1e,repository numbers,object identifier,0,AA
tg:mpmbr:1086,Brieven,321e7b84-169b-5623-9bd6-9de0332ed16b,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/321e7b84-169b-5623-9bd6-9de0332ed16b,repository numbers,object identifier,0,AA
tg:mpmbr:119,Brieven,88fd91db-8254-5f18-a26e-d61d7a1e09ca,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/88fd91db-8254-5f18-a26e-d61d7a1e09ca,repository numbers,object identifier,0,AA
tg:mpmbr:41,Brieven,3ca09ed7-10f8-5908-8dfc-9d1e506ff75c,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3ca09ed7-10f8-5908-8dfc-9d1e506ff75c,repository numbers,object identifier,0,AA
tg:mpmbr:1069,Brieven,e634fa9f-65a1-5073-a46c-79e2c0072652,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/e634fa9f-65a1-5073-a46c-79e2c0072652,repository numbers,object identifier,0,AA
tg:mpmbr:375,Brieven,bce4740a-9219-5b5c-ab8f-d9f87b9a8530,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/bce4740a-9219-5b5c-ab8f-d9f87b9a8530,repository numbers,object identifier,0,AA
tg:mpmbr:725,Brieven,3618b98e-afa6-58e0-9c19-36a06dd0db1f,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3618b98e-afa6-58e0-9c19-36a06dd0db1f,repository numbers,object identifier,0,AA
tg:mpmbr:1205,Brieven,40f98874-e0ed-550e-b771-e830941ef322,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/40f98874-e0ed-550e-b771-e830941ef322,repository numbers,object identifier,0,AA
tg:mpmbr:230,Brieven,6ed9a11d-77d1-5172-849d-1133c0626207,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6ed9a11d-77d1-5172-849d-1133c0626207,repository numbers,object identifier,0,AA
tg:mpmbr:660,Brieven,af5ec765-8025-57e5-ae30-0e5b4dd7aa7e,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/af5ec765-8025-57e5-ae30-0e5b4dd7aa7e,repository numbers,object identifier,0,AA
tg:mpmbr:1194,Brieven,016a03ef-1fb2-50f1-b3e5-0864495730b6,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/016a03ef-1fb2-50f1-b3e5-0864495730b6,repository numbers,object identifier,0,AA
tg:mpmbr:908,Brieven,15fcd58b-d49c-554b-adea-afddd60d9d3c,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/15fcd58b-d49c-554b-adea-afddd60d9d3c,repository numbers,object identifier,0,AA
tg:mpmbr:288,Brieven,c7f07804-19f4-5828-ab8e-a58f19290e1a,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c7f07804-19f4-5828-ab8e-a58f19290e1a,repository numbers,object identifier,0,AA
tg:mpmbr:772,Brieven,3f0d88de-3b88-52a5-8bd8-4ddf4148f791,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3f0d88de-3b88-52a5-8bd8-4ddf4148f791,repository numbers,object identifier,0,AA
tg:mpmbr:322,Brieven,f3a2f857-fb0a-535f-80e6-983eebe79f1b,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f3a2f857-fb0a-535f-80e6-983eebe79f1b,repository numbers,object identifier,0,AA
tg:mpmbr:637,Brieven,b82e73c0-e936-5c68-87a2-bd9fcf66fb51,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b82e73c0-e936-5c68-87a2-bd9fcf66fb51,repository numbers,object identifier,0,AA
tg:mpmbr:267,Brieven,d66fb58a-286d-538e-818b-f0fc511d2cd3,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d66fb58a-286d-538e-818b-f0fc511d2cd3,repository numbers,object identifier,0,AA
tg:mpmbr:508,Brieven,8bb61006-4127-589a-9954-94f35e1050dd,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8bb61006-4127-589a-9954-94f35e1050dd,repository numbers,object identifier,0,AA
tg:mpmbr:158,Brieven,09107675-983f-59eb-be52-f756181034db,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/09107675-983f-59eb-be52-f756181034db,repository numbers,object identifier,0,AA
tg:mpmbr:1182,Brieven,878b4e49-b6c4-5c3b-8c97-06cc66ad3ff6,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/878b4e49-b6c4-5c3b-8c97-06cc66ad3ff6,repository numbers,object identifier,0,AA
tg:mpmbr:1028,Brieven,1596ba18-99b1-571c-9571-d3cd5608ab7d,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/1596ba18-99b1-571c-9571-d3cd5608ab7d,repository numbers,object identifier,0,AA
tg:mpmbr:334,Brieven,739c6218-6230-50ad-91bd-990491854033,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/739c6218-6230-50ad-91bd-990491854033,repository numbers,object identifier,0,AA
tg:mpmbr:764,Brieven,307bf526-5bf4-5559-9e1e-e6b8d27a0bb5,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/307bf526-5bf4-5559-9e1e-e6b8d27a0bb5,repository numbers,object identifier,0,AA
tg:mpmbr:271,Brieven,b3b9eb5d-a97b-56fb-89a0-b51f92cd26c7,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b3b9eb5d-a97b-56fb-89a0-b51f92cd26c7,repository numbers,object identifier,0,AA
tg:mpmbr:621,Brieven,b7f28f25-1ae4-55cf-b115-6078e96281fa,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b7f28f25-1ae4-55cf-b115-6078e96281fa,repository numbers,object identifier,0,AA
tg:mpmbr:57,Brieven,188dad81-994d-5c17-aef0-eebc5954fd75,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/188dad81-994d-5c17-aef0-eebc5954fd75,repository numbers,object identifier,0,AA
tg:mpmbr:1090,Brieven,0dfbe988-8cf6-514b-b4b1-e8ba53ea2e44,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0dfbe988-8cf6-514b-b4b1-e8ba53ea2e44,repository numbers,object identifier,0,AA
tg:mpmbr:949,Brieven,e5ede363-fa92-5f5b-b3ae-f4ea7068d1e6,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/e5ede363-fa92-5f5b-b3ae-f4ea7068d1e6,repository numbers,object identifier,0,AA
tg:mpmbr:733,Brieven,b92d458b-7c7e-599b-ba73-6345c1effb85,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b92d458b-7c7e-599b-ba73-6345c1effb85,repository numbers,object identifier,0,AA
tg:mpmbr:699,Brieven,8dc1f062-0d95-5a28-b2d8-e980880cfde0,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8dc1f062-0d95-5a28-b2d8-e980880cfde0,repository numbers,object identifier,0,AA
tg:mpmbr:363,Brieven,d21f4de8-2eb0-5865-ad49-91cd3fd32efd,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d21f4de8-2eb0-5865-ad49-91cd3fd32efd,repository numbers,object identifier,0,AA
tg:mpmbr:676,Brieven,a5b99619-c3c9-58d0-938d-f55a7f5c7c28,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a5b99619-c3c9-58d0-938d-f55a7f5c7c28,repository numbers,object identifier,0,AA
