ResourceID,brocade.id,card,order,ire.isaar.uuid,Textual ISAAR Brocade ID,Textual Actor Role,Textual Actor Note,Textual Actor Widget,Textual Actor Identifier
175a644f-ee14-50d0-a496-ae3d619abb9a,tg:mpmbr:115,TextualContent,2,13b2a061-a12d-59b6-b1d2-6c873cc03463,au::109677,recipients (people),,"dlod={""id"":""ark:/83110/x0/13b2a061-a12d-59b6-b1d2-6c873cc03463"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/13b2a061-a12d-59b6-b1d2-6c873cc03463
f4b540b0-7892-55b3-8543-47493244a9fa,tg:mpmbr:1120,TextualContent,1,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
f4b540b0-7892-55b3-8543-47493244a9fa,tg:mpmbr:1120,TextualContent,2,7e42ba19-e39b-58c3-ae94-e5a49268569b,au::113582,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b
f4b540b0-7892-55b3-8543-47493244a9fa,tg:mpmbr:1120,TextualContent,3,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,recipients (people),,"dlod={""id"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
89e7f07c-16d2-5dd2-b5b5-c99cf3559ca7,tg:mpmbr:545,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
89e7f07c-16d2-5dd2-b5b5-c99cf3559ca7,tg:mpmbr:545,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
dc2e5096-58d3-5d97-8b2b-f22f198c59fd,tg:mpmbr:1065,TextualContent,1,7e42ba19-e39b-58c3-ae94-e5a49268569b,au::113582,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b
dc2e5096-58d3-5d97-8b2b-f22f198c59fd,tg:mpmbr:1065,TextualContent,2,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
4ce9275f-20a6-59a0-b323-8a0e8babd4ea,tg:mpmbr:400,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
4ce9275f-20a6-59a0-b323-8a0e8babd4ea,tg:mpmbr:400,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
8fdf9efb-2158-50ea-8907-7ce2f642e003,tg:mpmbr:953,TextualContent,1,7e42ba19-e39b-58c3-ae94-e5a49268569b,au::113582,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b
8fdf9efb-2158-50ea-8907-7ce2f642e003,tg:mpmbr:953,TextualContent,2,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
8fdf9efb-2158-50ea-8907-7ce2f642e003,tg:mpmbr:953,TextualContent,3,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
38366e5e-64ad-5fb7-b580-70344a0cf4ac,tg:mpmbr:284,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
38366e5e-64ad-5fb7-b580-70344a0cf4ac,tg:mpmbr:284,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
ce126942-0cde-5395-9be8-a6857d3d9209,tg:mpmbr:791,TextualContent,1,afa69b1f-01e4-5870-9c21-ab607091dcbb,au::108687,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/afa69b1f-01e4-5870-9c21-ab607091dcbb"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/afa69b1f-01e4-5870-9c21-ab607091dcbb
ce126942-0cde-5395-9be8-a6857d3d9209,tg:mpmbr:791,TextualContent,2,1d72047c-ad3e-5e48-ae1a-7ec2c8af3169,au::108463,recipients (people),,"dlod={""id"":""ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169
145e8504-deb9-567e-87b0-89c65b8f5a06,tg:mpmbr:512,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
145e8504-deb9-567e-87b0-89c65b8f5a06,tg:mpmbr:512,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
d2a62fdc-e464-5d7c-89c0-b100cbf86fa0,tg:mpmbr:1177,TextualContent,1,7e42ba19-e39b-58c3-ae94-e5a49268569b,au::113582,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b
d2a62fdc-e464-5d7c-89c0-b100cbf86fa0,tg:mpmbr:1177,TextualContent,2,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
d2a62fdc-e464-5d7c-89c0-b100cbf86fa0,tg:mpmbr:1177,TextualContent,3,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,recipients (people),,"dlod={""id"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
d2a62fdc-e464-5d7c-89c0-b100cbf86fa0,tg:mpmbr:1177,TextualContent,4,ef8de797-30b0-597d-b7a3-d4745423e3be,au::108564,recipients (people),,"dlod={""id"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be
e84fec46-7501-5abe-8192-3ce619cddc09,tg:mpmbr:142,TextualContent,1,48f0908d-d5f3-5f2f-bc63-839c55315b85,au::109827,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/48f0908d-d5f3-5f2f-bc63-839c55315b85"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/48f0908d-d5f3-5f2f-bc63-839c55315b85
e84fec46-7501-5abe-8192-3ce619cddc09,tg:mpmbr:142,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
4400909f-d42b-5b49-a44c-6391d7ed99a7,tg:mpmbr:841,TextualContent,1,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
4400909f-d42b-5b49-a44c-6391d7ed99a7,tg:mpmbr:841,TextualContent,2,563cf60b-2fc4-505a-aae5-fbd8122909d5,au::11670,recipients (people),,"dlod={""id"":""ark:/83110/x0/563cf60b-2fc4-505a-aae5-fbd8122909d5"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/563cf60b-2fc4-505a-aae5-fbd8122909d5
54c2fc0e-c679-5a74-bca2-84ea517ef930,tg:mpmbr:904,TextualContent,1,50d2268a-3bf7-5f73-827f-ffeb1016b259,au::108212,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259
54c2fc0e-c679-5a74-bca2-84ea517ef930,tg:mpmbr:904,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
54c2fc0e-c679-5a74-bca2-84ea517ef930,tg:mpmbr:904,TextualContent,3,7e0b8111-6d6a-5224-8df5-18ef038bd6e6,au::106907,recipients (people),,"dlod={""id"":""ark:/83110/x0/7e0b8111-6d6a-5224-8df5-18ef038bd6e6"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e0b8111-6d6a-5224-8df5-18ef038bd6e6
54c2fc0e-c679-5a74-bca2-84ea517ef930,tg:mpmbr:904,TextualContent,4,befb7853-031b-58dd-ba25-bb409b146d26,au::109861,recipients (people),,"dlod={""id"":""ark:/83110/x0/befb7853-031b-58dd-ba25-bb409b146d26"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/befb7853-031b-58dd-ba25-bb409b146d26
54c2fc0e-c679-5a74-bca2-84ea517ef930,tg:mpmbr:904,TextualContent,5,c4321678-0a24-51de-84a8-e94dc7176310,au::109866,recipients (people),,"dlod={""id"":""ark:/83110/x0/c4321678-0a24-51de-84a8-e94dc7176310"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c4321678-0a24-51de-84a8-e94dc7176310
8d6ac79b-a212-56f6-90e8-3f457f51a7ce,tg:mpmbr:1198,TextualContent,1,7e42ba19-e39b-58c3-ae94-e5a49268569b,au::113582,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b
8d6ac79b-a212-56f6-90e8-3f457f51a7ce,tg:mpmbr:1198,TextualContent,2,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
8d6ac79b-a212-56f6-90e8-3f457f51a7ce,tg:mpmbr:1198,TextualContent,3,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,recipients (people),,"dlod={""id"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
8d6ac79b-a212-56f6-90e8-3f457f51a7ce,tg:mpmbr:1198,TextualContent,4,ef8de797-30b0-597d-b7a3-d4745423e3be,au::108564,recipients (people),,"dlod={""id"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be
6ba2d8ba-3c90-5ecf-a05e-e882f65864dd,tg:mpmbr:1032,TextualContent,1,7e42ba19-e39b-58c3-ae94-e5a49268569b,au::113582,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b
6ba2d8ba-3c90-5ecf-a05e-e882f65864dd,tg:mpmbr:1032,TextualContent,2,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
6ba2d8ba-3c90-5ecf-a05e-e882f65864dd,tg:mpmbr:1032,TextualContent,3,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,recipients (people),,"dlod={""id"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
3b2333cd-25dc-5218-8a9f-5e888971b457,tg:mpmbr:292,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
3b2333cd-25dc-5218-8a9f-5e888971b457,tg:mpmbr:292,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
67658b6f-c5c1-5e29-ad01-4343785b7bcf,tg:mpmbr:768,TextualContent,1,5a70d2b5-f21b-50cd-af26-a6661426e855,au::108849,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/5a70d2b5-f21b-50cd-af26-a6661426e855"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/5a70d2b5-f21b-50cd-af26-a6661426e855
67658b6f-c5c1-5e29-ad01-4343785b7bcf,tg:mpmbr:768,TextualContent,2,455c1363-f306-5b61-91c4-2c01d43428ab,au::106906,recipients (people),,"dlod={""id"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab
