ResourceID,brocade.id,card,order,ire.isaar.uuid,Brocade Production Actor ID,Production Actor Role,Production Actor Widget,Production Actor Identifier
39ab6b52-f461-5f7d-a1cc-28b546e10573,tg:lhps:9286,ProductionActors,1,3455c7f7-5565-575d-bae4-7df7e35f62cb,au::11866,designers,"dlod={""id"":""ark:/83110/x0/3455c7f7-5565-575d-bae4-7df7e35f62cb"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3455c7f7-5565-575d-bae4-7df7e35f62cb
39ab6b52-f461-5f7d-a1cc-28b546e10573,tg:lhps:9286,ProductionActors,2,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,printers (people),"dlod={""id"":""ark:/83110/x0/ddfc61fd-1851-5293-b6d4-1e79c41d7deb"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ddfc61fd-1851-5293-b6d4-1e79c41d7deb
a0b28386-23aa-5ff3-b9b1-e341b8db24ac,tg:lhps:48630,ProductionActors,1,2c980ccb-01f4-56f4-bddc-ef20af5049df,au::53317,designers,"dlod={""id"":""ark:/83110/x0/2c980ccb-01f4-56f4-bddc-ef20af5049df"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2c980ccb-01f4-56f4-bddc-ef20af5049df
c9601883-4615-5194-9521-89605be430e0,tg:lhps:55901,ProductionActors,1,266ea61b-5053-59f5-b9a6-cfc47b8d21bf,au::107144,designers,"dlod={""id"":""ark:/83110/x0/266ea61b-5053-59f5-b9a6-cfc47b8d21bf"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/266ea61b-5053-59f5-b9a6-cfc47b8d21bf
7079d3b8-c42d-5792-8e61-e168bdabd9f7,tg:lhps:19795,ProductionActors,1,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,printers (people),"dlod={""id"":""ark:/83110/x0/ddfc61fd-1851-5293-b6d4-1e79c41d7deb"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ddfc61fd-1851-5293-b6d4-1e79c41d7deb
5d6af07c-0711-585b-89b7-f3f1ba9f50c3,tg:lhps:6173,ProductionActors,1,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,printers (people),"dlod={""id"":""ark:/83110/x0/ddfc61fd-1851-5293-b6d4-1e79c41d7deb"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ddfc61fd-1851-5293-b6d4-1e79c41d7deb
61777f10-ec42-507e-8410-4704d38e58c9,tg:lhps:54613,ProductionActors,1,b00f905e-46b2-5ab5-b104-f00d8853796a,au::44744,printers (people),"dlod={""id"":""ark:/83110/x0/b00f905e-46b2-5ab5-b104-f00d8853796a"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b00f905e-46b2-5ab5-b104-f00d8853796a
8aa76993-09ca-5cdc-aba2-56b1c449c41e,tg:lhps:49922,ProductionActors,1,6526f7d4-51de-5d29-a62f-f49a08d9c278,au::10998,designers,"dlod={""id"":""ark:/83110/x0/6526f7d4-51de-5d29-a62f-f49a08d9c278"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6526f7d4-51de-5d29-a62f-f49a08d9c278
8aa76993-09ca-5cdc-aba2-56b1c449c41e,tg:lhps:49922,ProductionActors,2,cf62bf13-9e4e-5816-a459-12eb9d06efe3,au::42079,printers (people),"dlod={""id"":""ark:/83110/x0/cf62bf13-9e4e-5816-a459-12eb9d06efe3"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/cf62bf13-9e4e-5816-a459-12eb9d06efe3
d7e3736c-a419-5d5b-88d0-7e63e550016c,tg:lhps:36486,ProductionActors,1,2262be1c-cf01-593a-bd7d-3271fc29124c,au::3606,designers,"dlod={""id"":""ark:/83110/x0/2262be1c-cf01-593a-bd7d-3271fc29124c"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2262be1c-cf01-593a-bd7d-3271fc29124c
d7e3736c-a419-5d5b-88d0-7e63e550016c,tg:lhps:36486,ProductionActors,2,a9827ea0-f422-53ec-8eea-0e60e2f5b350,au::46665,printers (people),"dlod={""id"":""ark:/83110/x0/a9827ea0-f422-53ec-8eea-0e60e2f5b350"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a9827ea0-f422-53ec-8eea-0e60e2f5b350
7f92434e-2f68-5975-94c7-e7f566181a8a,tg:lhps:28498,ProductionActors,1,f3417ba7-3191-50be-bc7e-b9cb9778b404,au::44412,printers (people),"dlod={""id"":""ark:/83110/x0/f3417ba7-3191-50be-bc7e-b9cb9778b404"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/f3417ba7-3191-50be-bc7e-b9cb9778b404
a1454ee0-f2a7-5cca-b9d9-89f8903419df,tg:lhps:25750,ProductionActors,1,0def5bdf-d857-5c43-8729-4c240dd76535,au::45500,printers (people),"dlod={""id"":""ark:/83110/x0/0def5bdf-d857-5c43-8729-4c240dd76535"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/0def5bdf-d857-5c43-8729-4c240dd76535
264ec288-3975-59d4-8b70-7d6e1ccb916b,tg:lhps:22095,ProductionActors,1,d07ed705-dbcb-58c5-8ac9-6941179e5fb4,au::48466,designers,"dlod={""id"":""ark:/83110/x0/d07ed705-dbcb-58c5-8ac9-6941179e5fb4"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d07ed705-dbcb-58c5-8ac9-6941179e5fb4
33b73bef-649e-51bc-a014-7706dca214da,tg:lhps:12423,ProductionActors,1,93d58a29-b6f3-5741-ac05-82ec2bbf8684,au::45297,designers,"dlod={""id"":""ark:/83110/x0/93d58a29-b6f3-5741-ac05-82ec2bbf8684"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/93d58a29-b6f3-5741-ac05-82ec2bbf8684
191cd4fb-fed5-594e-a362-1a4056f7f38e,tg:lhps:24842,ProductionActors,1,8ef528ce-b7f1-5396-be5b-dbebec14c289,au::45789,printers (people),"dlod={""id"":""ark:/83110/x0/8ef528ce-b7f1-5396-be5b-dbebec14c289"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8ef528ce-b7f1-5396-be5b-dbebec14c289
dcd0e454-3cf9-58b5-8a0e-8459b057843e,tg:lhps:59888,ProductionActors,1,94705d8e-6718-54a6-aa19-dd625feaac80,au::58546,designers,"dlod={""id"":""ark:/83110/x0/94705d8e-6718-54a6-aa19-dd625feaac80"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/94705d8e-6718-54a6-aa19-dd625feaac80
4f7cb5ae-7386-56dd-a8db-83e4c5881043,tg:lhps:28162,ProductionActors,1,1a9fa7d1-4d4e-5b67-88ad-c491c82582a3,au::2696,printers (people),"dlod={""id"":""ark:/83110/x0/1a9fa7d1-4d4e-5b67-88ad-c491c82582a3"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1a9fa7d1-4d4e-5b67-88ad-c491c82582a3
2c5a292f-ff54-5b98-aee4-41b6e95e47e8,tg:lhps:33684,ProductionActors,1,5e2afab8-404e-5849-9e83-a43bb22c6ee2,au::14181,designers,"dlod={""id"":""ark:/83110/x0/5e2afab8-404e-5849-9e83-a43bb22c6ee2"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/5e2afab8-404e-5849-9e83-a43bb22c6ee2
2c5a292f-ff54-5b98-aee4-41b6e95e47e8,tg:lhps:33684,ProductionActors,2,07be4b2d-44f2-59f7-86c0-34a9d7493b5d,au::46030,printers (people),"dlod={""id"":""ark:/83110/x0/07be4b2d-44f2-59f7-86c0-34a9d7493b5d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/07be4b2d-44f2-59f7-86c0-34a9d7493b5d
4978e3c7-d767-5470-ae5e-e982f63b1ed0,tg:lhps:49471,ProductionActors,1,5c127b21-0503-5032-9676-642d553c6e18,au::19765,designers,"dlod={""id"":""ark:/83110/x0/5c127b21-0503-5032-9676-642d553c6e18"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/5c127b21-0503-5032-9676-642d553c6e18
4978e3c7-d767-5470-ae5e-e982f63b1ed0,tg:lhps:49471,ProductionActors,2,3bb254ae-bfb9-5e79-a0b4-4ee0c9c0b4c2,au::6385,printers (people),"dlod={""id"":""ark:/83110/x0/3bb254ae-bfb9-5e79-a0b4-4ee0c9c0b4c2"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3bb254ae-bfb9-5e79-a0b4-4ee0c9c0b4c2
f49fde20-158a-5195-b666-90849cb8d159,tg:lhps:34141,ProductionActors,1,639c9cb0-4387-589f-ad06-2cfa055af8bd,au::44832,printers (people),"dlod={""id"":""ark:/83110/x0/639c9cb0-4387-589f-ad06-2cfa055af8bd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/639c9cb0-4387-589f-ad06-2cfa055af8bd
b53de2dd-bf90-553e-871a-b698d43182ee,tg:lhps:62721,ProductionActors,1,0c0c5bc1-926d-5069-9b1d-50a4a7bb08c0,au::56095,printers (people),"dlod={""id"":""ark:/83110/x0/0c0c5bc1-926d-5069-9b1d-50a4a7bb08c0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/0c0c5bc1-926d-5069-9b1d-50a4a7bb08c0
b5cfcbeb-3670-5917-9c5f-e731c4e28901,tg:lhps:30801,ProductionActors,1,1d2f1a4f-4dbc-583e-a534-f1733bc8c059,au::46247,printers (people),"dlod={""id"":""ark:/83110/x0/1d2f1a4f-4dbc-583e-a534-f1733bc8c059"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d2f1a4f-4dbc-583e-a534-f1733bc8c059
f421c7c9-edcc-5af3-82b1-2e248c96bdd5,tg:lhps:7298,ProductionActors,1,b6c6ab40-0700-59bc-ae5e-3116789f5b64,au::44769,printers (people),"dlod={""id"":""ark:/83110/x0/b6c6ab40-0700-59bc-ae5e-3116789f5b64"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b6c6ab40-0700-59bc-ae5e-3116789f5b64
688d0ae3-82de-5778-8b9c-0c514f975e49,tg:lhps:31713,ProductionActors,1,d0db08ed-3881-5468-8948-6ae0ed718c40,au::44801,printers (people),"dlod={""id"":""ark:/83110/x0/d0db08ed-3881-5468-8948-6ae0ed718c40"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d0db08ed-3881-5468-8948-6ae0ed718c40
4adcb386-6bb6-58df-a5cf-9c982691635a,tg:lhps:12073,ProductionActors,1,841187ea-9d16-5b1d-ae54-831fd8cfeb36,au::44498,printers (people),"dlod={""id"":""ark:/83110/x0/841187ea-9d16-5b1d-ae54-831fd8cfeb36"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/841187ea-9d16-5b1d-ae54-831fd8cfeb36
e64afef2-4704-5c74-bf28-5307be9d3016,tg:lhps:58630,ProductionActors,1,394154fd-ba01-5183-b642-aef8b9766f8e,au::20499,printers (people),"dlod={""id"":""ark:/83110/x0/394154fd-ba01-5183-b642-aef8b9766f8e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/394154fd-ba01-5183-b642-aef8b9766f8e
c4f475b3-de18-55f6-a15e-5fd23c28dabf,tg:lhps:45901,ProductionActors,1,e967ad5d-0801-5956-9817-396401dcc159,au::58530,designers,"dlod={""id"":""ark:/83110/x0/e967ad5d-0801-5956-9817-396401dcc159"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e967ad5d-0801-5956-9817-396401dcc159
c4f475b3-de18-55f6-a15e-5fd23c28dabf,tg:lhps:45901,ProductionActors,2,4db601ae-e8b3-53d8-9acc-7778c44639e6,au::48680,photographers,"dlod={""id"":""ark:/83110/x0/4db601ae-e8b3-53d8-9acc-7778c44639e6"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/4db601ae-e8b3-53d8-9acc-7778c44639e6
ea8a8af1-412e-5492-8bd3-96dfd328fc5e,tg:lhps:17271,ProductionActors,1,b6d9ddf6-66c2-5227-a11b-93128b65608f,au::45954,printers (people),"dlod={""id"":""ark:/83110/x0/b6d9ddf6-66c2-5227-a11b-93128b65608f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b6d9ddf6-66c2-5227-a11b-93128b65608f
f0b5eec1-7b97-5e11-89e4-035c4f7e7958,tg:lhps:41411,ProductionActors,1,394154fd-ba01-5183-b642-aef8b9766f8e,au::20499,printers (people),"dlod={""id"":""ark:/83110/x0/394154fd-ba01-5183-b642-aef8b9766f8e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/394154fd-ba01-5183-b642-aef8b9766f8e
69ec0647-378f-5d9d-964c-a49824d2d3dc,tg:lhps:12589,ProductionActors,1,c3cdd5db-ae4f-59f1-aaa3-c7774db28201,au::51805,designers,"dlod={""id"":""ark:/83110/x0/c3cdd5db-ae4f-59f1-aaa3-c7774db28201"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c3cdd5db-ae4f-59f1-aaa3-c7774db28201
34b8d835-7955-58ab-9b17-3b2aaf53c8e4,tg:lhps:8497,ProductionActors,1,73dcaf65-f1f7-5b27-97a0-ece370c69663,au::6691,designers,"dlod={""id"":""ark:/83110/x0/73dcaf65-f1f7-5b27-97a0-ece370c69663"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/73dcaf65-f1f7-5b27-97a0-ece370c69663
34b8d835-7955-58ab-9b17-3b2aaf53c8e4,tg:lhps:8497,ProductionActors,2,456fee26-62a9-51be-a0a9-2293c23ef4bd,au::47053,printers (people),"dlod={""id"":""ark:/83110/x0/456fee26-62a9-51be-a0a9-2293c23ef4bd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/456fee26-62a9-51be-a0a9-2293c23ef4bd
34b8d835-7955-58ab-9b17-3b2aaf53c8e4,tg:lhps:8497,ProductionActors,3,3fa584cf-5f52-5b26-9d96-eff5e9c1aa97,au::44682,lithographers,"dlod={""id"":""ark:/83110/x0/3fa584cf-5f52-5b26-9d96-eff5e9c1aa97"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3fa584cf-5f52-5b26-9d96-eff5e9c1aa97
ff672e70-b801-5744-859c-73f6cec5a1d6,tg:lhps:18184,ProductionActors,1,342501a5-e1d2-5940-9ca2-b015c87cdc15,au::45371,printers (people),"dlod={""id"":""ark:/83110/x0/342501a5-e1d2-5940-9ca2-b015c87cdc15"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/342501a5-e1d2-5940-9ca2-b015c87cdc15
7a3a1fd5-7ada-594b-8e8c-d414cd7e8286,tg:lhps:7762,ProductionActors,1,dc3f1060-08f0-5e74-aaee-f6c66603d188,au::46496,designers,"dlod={""id"":""ark:/83110/x0/dc3f1060-08f0-5e74-aaee-f6c66603d188"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/dc3f1060-08f0-5e74-aaee-f6c66603d188
